#PeakID(python identify_motif.py ./ENCODE_processed_files/FOSL1_idr.fa FOSL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
46_10066	chr10	62049076	62049476	+	1000	84.0	[9.4802]	[126]	[11.337273]	[126]	[62049297]	[62049297]
46_10067	chr10	70833158	70833558	+	1000	84.0	[10.410377, 9.373464]	[73, 135]	[8.4212055, 9.507747]	[73, 135]	[70833328, 70833390]	[70833328, 70833390]
46_10072	chr11	2912525	2912925	+	1000	84.0	[9.245538, 14.247998]	[141, 179]	[11.806913, 11.536771]	[141, 179]	[2912720, 2912758]	[2912720, 2912758]
46_10077	chr11	120215632	120216032	+	1000	84.0	[11.536771]	[74]	[14.247998]	[74]	[120215802]	[120215802]
46_10080	chr12	49088086	49088486	+	1000	84.0	[11.806913]	[95]	[9.245538]	[95]	[49088273]	[49088273]
46_10087	chr12	96445742	96446142	+	1000	84.0	[]	[]	[7.3465133]	[170]	[]	[96445957]
46_1009	chr2	23757701	23758101	+	1000	267.0	[11.8145485]	[74]	[11.79898]	[74]	[23757871]	[23757871]
46_10099	chr15	57921282	57921682	+	1000	84.0	[6.1712556]	[117]	[]	[]	[57921488]	[]
46_101	chr10	84293663	84294063	+	1000	443.0	[7.322488]	[108]	[10.5189495]	[108]	[84293868]	[84293868]
46_1010	chr6	6749945	6750345	+	1000	267.0	[11.8145485]	[141]	[11.79898]	[141]	[6750170]	[6750170]
46_10112	chr17	41182537	41182937	+	1000	84.0	[7.3256807]	[106]	[]	[]	[41182738]	[]
46_10113	chr17	42519982	42520382	+	1000	84.0	[9.507747]	[139]	[9.373464]	[139]	[42520221]	[42520221]
46_10121	chr2	8008990	8009390	+	1000	84.0	[8.619093]	[118]	[10.894309]	[118]	[8009203]	[8009203]
46_10125	chr2	28617403	28617803	+	1000	84.0	[8.152223, 14.247998]	[75, 112]	[6.393947, 11.536771]	[75, 112]	[28617577, 28617614]	[28617577, 28617614]
46_10127	chr2	69917815	69918215	+	1000	84.0	[15.626627]	[171]	[13.351411]	[171]	[69918058]	[69918058]
46_1013	chr12	65655142	65655542	+	1000	266.0	[14.247998]	[78]	[11.536771]	[78]	[65655320]	[65655320]
46_10131	chr2	196500662	196501062	+	1000	84.0	[11.536771]	[96]	[14.247998]	[96]	[196500851]	[196500851]
46_10132	chr2	200380796	200381196	+	1000	84.0	[11.060178]	[122]	[13.185543]	[122]	[200381011]	[200381011]
46_10135	chr20	40565061	40565461	+	1000	84.0	[10.910327, 9.531697]	[77, 89]	[13.335394, 11.520754]	[77, 89]	[40565225, 40565237]	[40565225, 40565237]
46_10136	chr20	48788068	48788468	+	1000	84.0	[13.351411]	[131]	[15.626627]	[131]	[48788283]	[48788283]
46_10137	chr20	56392285	56392685	+	1000	84.0	[6.6388793]	[115]	[]	[]	[56392486]	[]
46_1014	chr13	48749620	48750020	+	1000	266.0	[13.811987, 7.2525406, 9.046039]	[80, 135, 146]	[11.972782, 9.704563, 7.0391154]	[80, 135, 146]	[48749796, 48749851, 48749862]	[48749796, 48749851, 48749862]
46_10145	chr3	43268617	43269017	+	1000	84.0	[10.910327]	[143]	[8.20384, 13.335394]	[127, 143]	[43268850]	[43268834, 43268850]
46_10146	chr3	43708020	43708420	+	1000	84.0	[13.811987]	[187]	[11.972782]	[187]	[43708256]	[43708256]
46_10149	chr3	112075011	112075411	+	1000	84.0	[9.531697]	[123]	[11.520754]	[123]	[112075228]	[112075228]
46_10155	chr4	40121452	40121852	+	1000	84.0	[11.520754]	[158]	[9.531697]	[158]	[40121674]	[40121674]
46_10156	chr4	40238713	40239113	+	1000	84.0	[7.9946604]	[171]	[]	[]	[40238964]	[]
46_10157	chr4	68152438	68152838	+	1000	84.0	[6.8843427, 15.626627, 13.811987]	[98, 125, 132]	[6.582729, 13.351411, 11.972782]	[98, 125, 132]	[68152630, 68152657, 68152664]	[68152630, 68152657, 68152664]
46_10162	chr5	1564020	1564420	+	1000	84.0	[10.910327, 8.619093]	[116, 154]	[13.335394, 10.894309]	[116, 154]	[1564207, 1564245]	[1564207, 1564245]
46_10171	chr6	7692169	7692569	+	1000	84.0	[14.247998]	[154]	[11.536771]	[154]	[7692384]	[7692384]
46_10174	chr6	33249135	33249535	+	1000	84.0	[7.7086744]	[151]	[7.979266]	[151]	[33249319]	[33249319]
46_1018	chrX	13059681	13060081	+	1000	266.0	[11.536771]	[116]	[14.247998]	[116]	[13059878]	[13059878]
46_10183	chr6	150211726	150212126	+	1000	84.0	[12.075051]	[107]	[9.9498005]	[107]	[150211920]	[150211920]
46_10190	chr7	36526938	36527338	+	1000	84.0	[10.910327, 9.4802]	[106, 138]	[13.335394, 11.337273]	[106, 138]	[36527141, 36527173]	[36527141, 36527173]
46_10194	chr7	101688106	101688506	+	1000	84.0	[8.619093]	[103]	[10.894309]	[103]	[101688261]	[101688261]
46_10195	chr7	106365226	106365626	+	1000	84.0	[6.9673734]	[93]	[]	[]	[106365396]	[]
46_10196	chr7	111735640	111736040	+	1000	84.0	[12.433358]	[102]	[10.158142]	[102]	[111735841]	[111735841]
46_1020	chr1	201713372	201713772	+	1000	265.0	[11.806913]	[111]	[9.245538]	[111]	[201713575]	[201713575]
46_10201	chr8	8455722	8456122	+	1000	84.0	[14.247998]	[139]	[11.536771]	[139]	[8455933]	[8455933]
46_10202	chr8	26293005	26293405	+	1000	84.0	[11.79898]	[136]	[11.8145485]	[136]	[26293218]	[26293218]
46_10206	chr8	124261739	124262139	+	1000	84.0	[9.507747, 7.9948344]	[105, 126]	[9.373464, 7.693106]	[105, 126]	[124261936, 124261957]	[124261936, 124261957]
46_1021	chr1	224528908	224529308	+	1000	265.0	[11.972782]	[129]	[13.811987]	[129]	[224529119]	[224529119]
46_10211	chr9	114677413	114677813	+	1000	84.0	[10.910327]	[111]	[13.335394]	[111]	[114677624]	[114677624]
46_10212	chr9	124306358	124306758	+	1000	84.0	[8.009867, 10.894309]	[59, 85]	[8.619093]	[85]	[124306511, 124306537]	[124306537]
46_10213	chr9	127629710	127630110	+	1000	84.0	[14.247998]	[141]	[11.536771]	[141]	[127629935]	[127629935]
46_10218	chrX	152072240	152072640	+	1000	84.0	[13.351411, 11.536771]	[84, 167]	[15.626627, 14.247998]	[84, 167]	[152072403, 152072486]	[152072403, 152072486]
46_10220	chr1	9893159	9893559	+	1000	83.0	[]	[]	[8.562147]	[163]	[]	[9893395]
46_10223	chr1	24294391	24294791	+	1000	83.0	[]	[]	[7.1301107]	[97]	[]	[24294575]
46_10224	chr1	26721737	26722137	+	1000	83.0	[8.262972, 9.704563]	[110, 118]	[8.397368, 7.2525406]	[110, 118]	[26721914, 26721922]	[26721914, 26721922]
46_10231	chr1	119553674	119554074	+	1000	83.0	[11.536771]	[100]	[14.247998]	[100]	[119553870]	[119553870]
46_10232	chr1	151070413	151070813	+	1000	83.0	[6.847221]	[120]	[]	[]	[151070599]	[]
46_10238	chr1	200468650	200469050	+	1000	83.0	[9.507747, 7.2474165, 6.220145]	[91, 101, 163]	[9.373464, 10.376787, 6.1547832]	[91, 101, 163]	[200468826, 200468836, 200468898]	[200468826, 200468836, 200468898]
46_1024	chr2	144659698	144660098	+	1000	265.0	[14.247998]	[144]	[11.536771]	[144]	[144659939]	[144659939]
46_10244	chr10	21093048	21093448	+	1000	83.0	[11.806913]	[107]	[9.245538]	[107]	[21093235]	[21093235]
46_10256	chr11	61334535	61334935	+	1000	83.0	[11.972782]	[102]	[13.811987]	[102]	[61334732]	[61334732]
46_10259	chr11	68282134	68282534	+	1000	83.0	[10.158142]	[113]	[12.433358]	[113]	[68282345]	[68282345]
46_1027	chr5	140711023	140711423	+	1000	265.0	[11.060178, 10.410377]	[66, 92]	[13.185543, 8.4212055]	[66, 92]	[140711182, 140711208]	[140711182, 140711208]
46_10271	chr14	21026893	21027293	+	1000	83.0	[13.185543]	[83]	[11.060178]	[83]	[21027055]	[21027055]
46_10277	chr14	102931241	102931641	+	1000	83.0	[11.536771]	[112]	[14.247998]	[112]	[102931447]	[102931447]
46_10278	chr14	103109725	103110125	+	1000	83.0	[14.247998]	[140]	[11.536771]	[140]	[103109930]	[103109930]
46_10279	chr15	35168350	35168750	+	1000	83.0	[15.626627]	[132]	[13.351411]	[132]	[35168580]	[35168580]
46_10284	chr16	535475	535875	+	1000	83.0	[11.536771]	[146]	[14.247998]	[146]	[535705]	[535705]
46_10290	chr16	84504714	84505114	+	1000	83.0	[13.185543]	[98]	[11.060178]	[98]	[84504907]	[84504907]
46_10298	chr18	48720356	48720756	+	1000	83.0	[10.910327]	[147]	[13.335394]	[147]	[48720589]	[48720589]
46_103	chr13	110870163	110870563	+	1000	440.0	[11.972782, 10.894309]	[81, 137]	[13.811987, 8.619093]	[81, 137]	[110870343, 110870399]	[110870343, 110870399]
46_1030	chr6	15509586	15509986	+	1000	265.0	[8.13516, 7.7131166]	[118, 163]	[10.696422]	[118]	[15509786, 15509831]	[15509786]
46_10300	chr19	1857220	1857620	+	1000	83.0	[10.894309]	[192]	[8.619093]	[192]	[1857459]	[1857459]
46_10308	chr2	27628721	27629121	+	1000	83.0	[12.225017]	[76]	[9.799835]	[76]	[27628890]	[27628890]
46_1031	chr6	150302219	150302619	+	1000	265.0	[13.351411, 13.351411]	[80, 102]	[15.626627, 15.626627]	[80, 102]	[150302387, 150302409]	[150302387, 150302409]
46_10310	chr2	28544568	28544968	+	1000	83.0	[]	[]	[7.7492566]	[164]	[]	[28544800]
46_10311	chr2	37189848	37190248	+	1000	83.0	[13.811987]	[79]	[11.972782]	[79]	[37190016]	[37190016]
46_10316	chr2	111494854	111495254	+	1000	83.0	[15.626627]	[151]	[13.351411]	[151]	[111495104]	[111495104]
46_10317	chr2	112627402	112627802	+	1000	83.0	[10.158142]	[105]	[12.433358]	[105]	[112627597]	[112627597]
46_10321	chr2	208013830	208014230	+	1000	83.0	[12.433358]	[107]	[10.158142]	[107]	[208014034]	[208014034]
46_10323	chr2	235501318	235501718	+	1000	83.0	[14.247998]	[104]	[11.536771]	[104]	[235501513]	[235501513]
46_1033	chr1	168408821	168409221	+	1000	264.0	[11.536771, 14.247998]	[104, 121]	[14.247998, 11.536771]	[104, 121]	[168409018, 168409035]	[168409018, 168409035]
46_10331	chr21	38796391	38796791	+	1000	83.0	[14.247998]	[116]	[11.536771]	[116]	[38796586]	[38796586]
46_10337	chr3	43389694	43390094	+	1000	83.0	[7.5087156]	[150]	[9.783817]	[150]	[43389938]	[43389938]
46_10341	chr3	119322992	119323392	+	1000	83.0	[6.195226, 9.245538]	[67, 137]	[11.806913]	[137]	[119323149, 119323219]	[119323219]
46_10342	chr3	122974701	122975101	+	1000	83.0	[13.811987]	[104]	[11.972782]	[104]	[122974899]	[122974899]
46_10351	chr4	94349177	94349577	+	1000	83.0	[15.626627]	[88]	[13.351411]	[88]	[94349361]	[94349361]
46_10362	chr6	4607352	4607752	+	1000	83.0	[11.972782]	[122]	[13.811987]	[122]	[4607557]	[4607557]
46_10364	chr6	14001571	14001971	+	1000	83.0	[13.811987, 7.3608875, 13.185543]	[79, 141, 164]	[11.972782, 11.060178]	[79, 164]	[14001733, 14001795, 14001818]	[14001733, 14001818]
46_10369	chr6	32128145	32128545	+	1000	83.0	[6.8687744]	[108]	[6.598297]	[108]	[32128346]	[32128346]
46_10371	chr6	34681014	34681414	+	1000	83.0	[9.98434]	[124]	[10.435919]	[124]	[34681181]	[34681181]
46_10373	chr6	53615654	53616054	+	1000	83.0	[6.6477385]	[136]	[]	[]	[53615827]	[]
46_10375	chr6	111843518	111843918	+	1000	83.0	[]	[]	[7.6756287]	[139]	[]	[111843722]
46_1038	chr15	97993285	97993685	+	1000	264.0	[11.536771]	[98]	[14.247998]	[98]	[97993464]	[97993464]
46_10383	chr7	36396115	36396515	+	1000	83.0	[15.626627]	[161]	[13.351411]	[161]	[36396347]	[36396347]
46_10392	chr8	101292864	101293264	+	1000	83.0	[13.351411]	[107]	[15.626627]	[107]	[101293056]	[101293056]
46_10394	chr8	124626748	124627148	+	1000	83.0	[9.531697]	[96]	[11.520754]	[96]	[124626935]	[124626935]
46_10395	chr8	125070101	125070501	+	1000	83.0	[12.433358]	[112]	[10.158142]	[112]	[125070296]	[125070296]
46_10397	chr9	3954995	3955395	+	1000	83.0	[10.910327]	[113]	[13.335394, 8.20384]	[113, 133]	[3955204]	[3955204, 3955224]
46_10399	chr9	91515202	91515602	+	1000	83.0	[9.999908]	[120]	[10.420351]	[120]	[91515407]	[91515407]
46_1040	chr19	58183555	58183955	+	1000	264.0	[13.811987]	[140]	[11.972782]	[140]	[58183782]	[58183782]
46_10404	chrX	107710963	107711363	+	1000	83.0	[7.935703]	[107]	[]	[]	[107711140]	[]
46_10412	chr1	26743989	26744389	+	1000	82.0	[]	[]	[7.935703]	[140]	[]	[26744195]
46_10417	chr1	55474100	55474500	+	1000	82.0	[9.523314]	[130]	[9.357896]	[130]	[55474321]	[55474321]
46_1042	chr3	4994978	4995378	+	1000	264.0	[10.910327]	[80]	[13.335394]	[80]	[4995148]	[4995148]
46_10424	chr1	145892055	145892455	+	1000	82.0	[9.98434]	[136]	[10.435919]	[136]	[145892288]	[145892288]
46_10425	chr1	162397024	162397424	+	1000	82.0	[9.958643]	[142]	[7.5586495, 7.6655602]	[122, 142]	[162397238]	[162397218, 162397238]
46_1043	chr6	2799925	2800325	+	1000	264.0	[9.245538]	[100]	[11.806913]	[100]	[2800122]	[2800122]
46_10431	chr1	235067567	235067967	+	1000	82.0	[10.158142]	[88]	[12.433358]	[88]	[235067754]	[235067754]
46_10432	chr10	22427130	22427530	+	1000	82.0	[8.619093, 9.783932]	[98, 136]	[10.894309, 7.508601]	[98, 136]	[22427303, 22427341]	[22427303, 22427341]
46_10435	chr10	50418307	50418707	+	1000	82.0	[10.910327]	[77]	[13.335394]	[77]	[50418478]	[50418478]
46_10444	chr11	67374274	67374674	+	1000	82.0	[11.806913]	[210]	[9.245538]	[210]	[67374521]	[67374521]
46_10448	chr11	109892396	109892796	+	1000	82.0	[11.972782]	[119]	[13.811987]	[119]	[109892613]	[109892613]
46_1045	chr7	142964433	142964833	+	1000	264.0	[11.972782]	[116]	[13.811987]	[116]	[142964635]	[142964635]
46_10451	chr12	14896795	14897195	+	1000	82.0	[11.520754]	[91]	[9.531697]	[91]	[14896979]	[14896979]
46_10453	chr12	64452092	64452492	+	1000	82.0	[8.619093]	[126]	[10.894309]	[126]	[64452297]	[64452297]
46_1046	chr8	41508388	41508788	+	1000	264.0	[15.626627]	[121]	[6.6477385, 13.351411]	[114, 121]	[41508602]	[41508595, 41508602]
46_10464	chr14	35356005	35356405	+	1000	82.0	[11.060178]	[98]	[13.185543]	[98]	[35356190]	[35356190]
46_10466	chr15	38671848	38672248	+	1000	82.0	[9.245538]	[138]	[11.806913]	[138]	[38672068]	[38672068]
46_10471	chr15	67254417	67254817	+	1000	82.0	[8.562147]	[128]	[]	[]	[67254600]	[]
46_10474	chr16	15996669	15997069	+	1000	82.0	[6.770823]	[150]	[9.314332]	[150]	[15996873]	[15996873]
46_10478	chr17	1715163	1715563	+	1000	82.0	[9.940776]	[159]	[7.6834273]	[159]	[1715388]	[1715388]
46_10480	chr17	27473537	27473937	+	1000	82.0	[13.811987]	[119]	[11.972782]	[119]	[27473746]	[27473746]
46_10481	chr17	29133014	29133414	+	1000	82.0	[11.520754]	[133]	[9.531697]	[133]	[29133231]	[29133231]
46_10483	chr17	45487701	45488101	+	1000	82.0	[13.351411]	[127]	[15.626627]	[127]	[45487916]	[45487916]
46_10488	chr18	966272	966672	+	1000	82.0	[10.894309]	[113]	[8.619093]	[113]	[966463]	[966463]
46_10489	chr18	8141122	8141522	+	1000	82.0	[9.245538]	[91]	[11.806913]	[91]	[8141304]	[8141304]
46_10491	chr18	31454091	31454491	+	1000	82.0	[11.060178]	[111]	[13.185543]	[111]	[31454282]	[31454282]
46_10494	chr18	70419568	70419968	+	1000	82.0	[9.507747]	[112]	[9.373464]	[112]	[70419779]	[70419779]
46_1050	chr9	135951933	135952333	+	1000	264.0	[8.273492]	[123]	[7.3256807]	[119]	[135952152]	[135952148]
46_10508	chr2	64391438	64391838	+	1000	82.0	[]	[]	[8.325933]	[119]	[]	[64391647]
46_10516	chr20	10622569	10622969	+	1000	82.0	[11.806913]	[67]	[9.245538]	[67]	[10622733]	[10622733]
46_10520	chr20	56418972	56419372	+	1000	82.0	[9.314332]	[94]	[6.770823]	[94]	[56419139]	[56419139]
46_10523	chr21	36909828	36910228	+	1000	82.0	[11.79898, 8.219074]	[101, 141]	[11.8145485, 6.4290934]	[101, 141]	[36910017, 36910057]	[36910017, 36910057]
46_1053	chr10	79178807	79179207	+	1000	263.0	[11.520754]	[148]	[9.531697]	[148]	[79179041]	[79179041]
46_10533	chr3	27533936	27534336	+	1000	82.0	[11.972782, 10.158142]	[125, 164]	[13.811987, 12.433358]	[125, 164]	[27534138, 27534177]	[27534138, 27534177]
46_10537	chr3	50525988	50526388	+	1000	82.0	[10.894309]	[103]	[8.619093]	[103]	[50526158]	[50526158]
46_10538	chr3	71846090	71846490	+	1000	82.0	[11.8145485, 9.464183]	[115, 166]	[11.79898, 6.6209717]	[115, 166]	[71846267, 71846318]	[71846267, 71846318]
46_1054	chr11	61603109	61603509	+	1000	263.0	[9.245538]	[108]	[11.806913]	[108]	[61603316]	[61603316]
46_10544	chr3	150371847	150372247	+	1000	82.0	[6.4962163, 9.062057]	[76, 149]	[11.755416]	[149]	[150372014, 150372087]	[150372087]
46_10545	chr3	152105508	152105908	+	1000	82.0	[11.060178]	[91]	[13.185543]	[91]	[152105696]	[152105696]
46_10546	chr3	155232569	155232969	+	1000	82.0	[13.351411]	[78]	[15.626627]	[78]	[155232724]	[155232724]
46_1055	chr13	97256303	97256703	+	1000	263.0	[13.351411]	[101]	[15.626627]	[101]	[97256496]	[97256496]
46_10552	chr4	183987984	183988384	+	1000	82.0	[15.626627]	[108]	[13.351411]	[108]	[183988190]	[183988190]
46_10553	chr4	186900518	186900918	+	1000	82.0	[11.972782]	[95]	[13.811987]	[95]	[186900706]	[186900706]
46_1056	chr17	31340199	31340599	+	1000	263.0	[9.046039]	[74]	[7.0391154]	[74]	[31340362]	[31340362]
46_10562	chr5	148474044	148474444	+	1000	82.0	[13.811987]	[145]	[11.972782]	[145]	[148474248]	[148474248]
46_10563	chr5	149153912	149154312	+	1000	82.0	[8.077866]	[84]	[]	[]	[149154089]	[]
46_10565	chr5	169650953	169651353	+	1000	82.0	[7.6834273]	[134]	[9.940776]	[134]	[169651151]	[169651151]
46_10566	chr5	171533960	171534360	+	1000	82.0	[9.245538]	[71]	[11.806913]	[71]	[171534113]	[171534113]
46_10572	chr6	25918268	25918668	+	1000	82.0	[12.433358]	[140]	[10.158142]	[140]	[25918478]	[25918478]
46_1058	chr2	218731583	218731983	+	1000	263.0	[8.621279, 11.536771]	[92, 124]	[8.605711, 14.247998]	[92, 124]	[218731765, 218731797]	[218731765, 218731797]
46_10580	chr7	43674558	43674958	+	1000	82.0	[13.185543]	[118]	[8.562147, 11.060178]	[92, 118]	[43674758]	[43674732, 43674758]
46_10582	chr7	101912706	101913106	+	1000	82.0	[14.247998]	[110]	[11.536771]	[110]	[101912911]	[101912911]
46_10584	chr7	121287356	121287756	+	1000	82.0	[13.351411, 10.376787]	[137, 166]	[15.626627, 7.2474165]	[137, 166]	[121287545, 121287574]	[121287545, 121287574]
46_10587	chr8	37737597	37737997	+	1000	82.0	[11.536771]	[114]	[14.247998]	[114]	[37737805]	[37737805]
46_10589	chr8	61785927	61786327	+	1000	82.0	[11.972782]	[126]	[7.3608875, 13.811987]	[122, 126]	[61786113]	[61786109, 61786113]
46_10590	chr8	79807813	79808213	+	1000	82.0	[13.811987]	[141]	[11.972782]	[141]	[79808022]	[79808022]
46_10595	chr8	124287995	124288395	+	1000	82.0	[11.79898, 6.220145]	[106, 128]	[11.8145485, 6.1547832]	[106, 128]	[124288173, 124288195]	[124288173, 124288195]
46_1061	chr6	31736319	31736719	+	1000	263.0	[11.520754]	[124]	[9.531697]	[124]	[31736536]	[31736536]
46_10611	chr1	28278819	28279219	+	1000	81.0	[9.4802]	[154]	[11.337273]	[154]	[28279065]	[28279065]
46_10612	chr1	32222213	32222613	+	1000	81.0	[7.231399]	[101]	[]	[]	[32222404]	[]
46_10619	chr1	87795318	87795718	+	1000	81.0	[15.626627]	[72]	[13.351411]	[72]	[87795483]	[87795483]
46_1062	chr6	111263863	111264263	+	1000	263.0	[8.077866, 10.158142, 9.98434]	[83, 108, 122]	[12.433358, 10.435919]	[108, 122]	[111264042, 111264067, 111264081]	[111264067, 111264081]
46_10620	chr1	107936395	107936795	+	1000	81.0	[10.696422, 11.536771]	[117, 128]	[8.13516, 14.247998]	[117, 128]	[107936607, 107936618]	[107936607, 107936618]
46_10626	chr1	180271154	180271554	+	1000	81.0	[13.185543]	[147]	[11.060178]	[147]	[180271380]	[180271380]
46_10628	chr1	202460100	202460500	+	1000	81.0	[7.2634783, 11.060178]	[82, 122]	[13.185543]	[122]	[202460266, 202460306]	[202460306]
46_1063	chr6	129683924	129684324	+	1000	263.0	[13.185543]	[115]	[11.060178]	[115]	[129684121]	[129684121]
46_10633	chr1	223788905	223789305	+	1000	81.0	[]	[]	[7.281633]	[155]	[]	[223789149]
46_10640	chr10	93468437	93468837	+	1000	81.0	[8.219074, 9.062057]	[142, 152]	[6.4290934, 11.755416]	[142, 152]	[93468655, 93468665]	[93468655, 93468665]
46_10641	chr10	102604393	102604793	+	1000	81.0	[10.158142]	[103]	[12.433358]	[103]	[102604588]	[102604588]
46_10644	chr11	35031825	35032225	+	1000	81.0	[7.693106]	[118]	[7.9948344]	[118]	[35032037]	[35032037]
46_1065	chr8	11853957	11854357	+	1000	263.0	[7.279962, 11.536771, 9.245538]	[62, 69, 103]	[14.247998, 11.806913]	[69, 103]	[11854114, 11854121, 11854155]	[11854121, 11854155]
46_10656	chr12	49365500	49365900	+	1000	81.0	[8.243733]	[138]	[9.597704]	[138]	[49365725]	[49365725]
46_10658	chr12	70660902	70661302	+	1000	81.0	[9.572866]	[167]	[7.765274]	[167]	[70661121]	[70661121]
46_10659	chr12	110039076	110039476	+	1000	81.0	[14.247998]	[89]	[11.536771]	[89]	[110039246]	[110039246]
46_10665	chr14	76961729	76962129	+	1000	81.0	[11.755416]	[178]	[9.062057]	[178]	[76961964]	[76961964]
46_10667	chr15	34616606	34617006	+	1000	81.0	[10.910327]	[135]	[13.335394]	[135]	[34616810]	[34616810]
46_10668	chr15	40894889	40895289	+	1000	81.0	[9.522633]	[143]	[8.101571]	[143]	[40895115]	[40895115]
46_10672	chr15	84080688	84081088	+	1000	81.0	[10.435919]	[106]	[7.2110367, 9.98434]	[102, 106]	[84080892]	[84080888, 84080892]
46_10674	chr16	2032996	2033396	+	1000	81.0	[11.806913]	[115]	[7.1966624, 9.245538]	[90, 115]	[2033206]	[2033181, 2033206]
46_10687	chr17	76710924	76711324	+	1000	81.0	[6.847221]	[83]	[]	[]	[76711090]	[]
46_10689	chr17	82876227	82876627	+	1000	81.0	[12.433358]	[109]	[10.158142]	[109]	[82876414]	[82876414]
46_1069	chr1	99599640	99600040	+	1000	262.0	[10.420351]	[85]	[9.999908]	[85]	[99599816]	[99599816]
46_10691	chr18	44725610	44726010	+	1000	81.0	[13.185543]	[103]	[11.060178]	[103]	[44725778]	[44725778]
46_10694	chr19	4455186	4455586	+	1000	81.0	[15.626627]	[123]	[13.351411]	[123]	[4455395]	[4455395]
46_10695	chr19	11203715	11204115	+	1000	81.0	[10.158142]	[117]	[12.433358]	[117]	[11203866]	[11203866]
46_10699	chr19	48399598	48399998	+	1000	81.0	[7.2525406, 9.531697]	[94, 181]	[9.704563, 11.520754]	[94, 181]	[48399759, 48399846]	[48399759, 48399846]
46_10701	chr19	48639849	48640249	+	1000	81.0	[11.806913]	[138]	[6.4044347, 9.245538]	[102, 138]	[48640049]	[48640013, 48640049]
46_10702	chr19	51926883	51927283	+	1000	81.0	[]	[]	[6.9673734]	[179]	[]	[51927113]
46_10707	chr2	33291372	33291772	+	1000	81.0	[10.910327]	[139]	[13.335394]	[139]	[33291582]	[33291582]
46_10709	chr2	46914044	46914444	+	1000	81.0	[]	[]	[8.704309]	[107]	[]	[46914230]
46_10712	chr2	68832472	68832872	+	1000	81.0	[6.932205, 11.520754]	[109, 165]	[9.531697]	[165]	[68832642, 68832698]	[68832698]
46_10714	chr2	105455593	105455993	+	1000	81.0	[7.5087156]	[104]	[9.783817]	[104]	[105455781]	[105455781]
46_10717	chr2	186590920	186591320	+	1000	81.0	[7.322488, 8.621279]	[139, 162]	[10.5189495, 8.605711]	[139, 162]	[186591140, 186591163]	[186591140, 186591163]
46_10719	chr2	235468974	235469374	+	1000	81.0	[6.947411, 10.894309]	[130, 141]	[8.619093]	[141]	[235469170, 235469181]	[235469181]
46_1072	chr11	46296858	46297258	+	1000	262.0	[11.520754]	[120]	[9.531697]	[120]	[46297068]	[46297068]
46_10720	chr20	23331923	23332323	+	1000	81.0	[7.935703, 7.823107]	[128, 151]	[]	[]	[23332133, 23332156]	[]
46_10722	chr22	22855662	22856062	+	1000	81.0	[13.185543]	[90]	[11.060178]	[90]	[22855825]	[22855825]
46_10725	chr22	41288319	41288719	+	1000	81.0	[13.351411]	[65]	[15.626627]	[65]	[41288480]	[41288480]
