#PeakID(python identify_motif.py ./ENCODE_processed_files/IRF2_idr.fa IRF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_10080	chr6	4941692	4942092	+	1000	40.0	[]	[]	[3.3478272]	[162]	[]	[4941942]
642_10082	chr6	6858537	6858937	+	1000	40.0	[]	[]	[10.006039]	[124]	[]	[6858732]
642_10091	chr6	17600044	17600444	+	1000	40.0	[]	[]	[5.6029005]	[179]	[]	[17600280]
642_10096	chr6	27687394	27687794	+	1000	40.0	[]	[]	[5.6029005]	[157]	[]	[27687643]
642_10099	chr6	29976498	29976898	+	1000	40.0	[4.3336134, 7.574473]	[67, 73]	[]	[]	[29976655, 29976661]	[]
642_10113	chr6	83592782	83593182	+	1000	40.0	[16.66425]	[157]	[]	[]	[83593023]	[]
642_10124	chr6	151040746	151041146	+	1000	40.0	[10.006039]	[123]	[12.261112]	[103]	[151040932]	[151040912]
642_10135	chr7	16645528	16645928	+	1000	40.0	[]	[]	[3.3478272]	[103]	[]	[16645705]
642_10136	chr7	24936437	24936837	+	997	40.0	[10.991825]	[89]	[]	[]	[24936620]	[]
642_10143	chr7	91082864	91083264	+	1000	40.0	[3.3478272]	[52]	[16.66425]	[135]	[91083016]	[91083099]
642_10144	chr7	92835402	92835802	+	1000	40.0	[]	[]	[5.6029005]	[150]	[]	[92835604]
642_10154	chr7	108570388	108570788	+	1000	40.0	[]	[]	[3.6080077]	[105]	[]	[108570574]
642_1017	chr16	4065083	4065483	+	1000	121.0	[13.246898]	[161]	[18.919323, 5.863081]	[119, 125]	[4065331]	[4065289, 4065295]
642_10189	chr8	105328902	105329302	+	1000	40.0	[4.457846]	[168]	[]	[]	[105329110]	[]
642_102	chr21	36260475	36260875	+	1000	499.0	[]	[]	[12.261112, 16.66425, 3.6080077]	[86, 92, 131]	[]	[36260658, 36260664, 36260703]
642_10204	chr9	99820777	99821177	+	1000	40.0	[16.66425, 5.6029005]	[92, 98]	[]	[]	[99820969, 99820975]	[]
642_10213	chr9	130830966	130831366	+	1000	40.0	[3.4720602]	[144]	[]	[]	[130831197]	[]
642_10225	chr9	132351008	132351408	+	1000	40.0	[6.5886865, 3.3478272, 18.919323]	[85, 98, 113]	[]	[]	[132351183, 132351196, 132351211]	[]
642_10231	chrX	48574144	48574544	+	1000	40.0	[]	[]	[5.863081]	[130]	[]	[48574364]
642_10246	chr1	16266418	16266818	+	1000	39.0	[]	[]	[3.6080077]	[111]	[]	[16266616]
642_10263	chr1	37860101	37860501	+	1000	39.0	[]	[]	[3.4720602]	[103]	[]	[37860295]
642_10265	chr1	39653489	39653889	+	1000	39.0	[3.3478272]	[75]	[5.863081]	[169]	[39653644]	[39653738]
642_10268	chr1	50973774	50974174	+	1000	39.0	[]	[]	[12.3853445]	[126]	[]	[50973972]
642_10273	chr1	89022668	89023068	+	1000	39.0	[12.521293]	[114]	[]	[]	[89022855]	[]
642_10274	chr1	89823038	89823438	+	1000	39.0	[]	[]	[4.3336134]	[147]	[]	[89823259]
642_10288	chr1	153533105	153533505	+	1000	39.0	[3.3478272]	[110]	[]	[]	[153533258]	[]
642_10290	chr1	153986702	153987102	+	1000	39.0	[4.3336134]	[128]	[]	[]	[153986924]	[]
642_10291	chr1	154479797	154480197	+	1000	39.0	[]	[]	[5.3194]	[111]	[]	[154479993]
642_10294	chr1	155323094	155323494	+	1000	39.0	[13.246898]	[85]	[]	[]	[155323267]	[]
642_103	chr1	161044801	161045201	+	1000	497.0	[4.3336134, 5.863081, 18.919323]	[81, 87, 93]	[]	[]	[161044977, 161044983, 161044989]	[]
642_10310	chr1	201999604	202000004	+	1000	39.0	[]	[]	[3.4720602]	[102]	[]	[201999788]
642_10311	chr1	202343736	202344136	+	1000	39.0	[6.848867]	[75]	[]	[]	[202343901]	[]
642_10316	chr1	209784550	209784950	+	1000	39.0	[3.3478272]	[148]	[]	[]	[209784763]	[]
642_10318	chr1	213325047	213325447	+	1000	39.0	[]	[]	[6.5886865, 18.919323]	[144, 150]	[]	[213325267, 213325273]
642_10319	chr1	219660995	219661395	+	1000	39.0	[4.3336134, 4.457846]	[111, 115]	[]	[]	[219661168, 219661172]	[]
642_1032	chr19	41859541	41859941	+	1000	120.0	[3.3478272]	[146]	[]	[]	[41859760]	[]
642_10320	chr1	223796204	223796604	+	1000	39.0	[]	[]	[16.66425]	[145]	[]	[223796446]
642_1033	chr20	32681521	32681921	+	1000	120.0	[4.4393797]	[134]	[13.246898, 13.246898]	[104, 110]	[32681753]	[32681723, 32681729]
642_1034	chr3	9916891	9917291	+	1000	120.0	[10.266219]	[114]	[]	[]	[9917097]	[]
642_10349	chr10	73993246	73993646	+	1000	39.0	[]	[]	[5.7271333]	[235]	[]	[73993489]
642_10355	chr10	92698022	92698422	+	939	39.0	[15.607738]	[75]	[7.574473, 3.6080077, 3.3478272]	[90, 96, 129]	[92698193]	[92698208, 92698214, 92698247]
642_10356	chr10	95693894	95694294	+	1000	39.0	[]	[]	[5.9873137]	[174]	[]	[95694073]
642_10358	chr10	102435742	102436142	+	1000	39.0	[16.66425]	[120]	[]	[]	[102435957]	[]
642_1036	chr6	28399564	28399964	+	1000	120.0	[3.3478272]	[100]	[]	[]	[28399742]	[]
642_10360	chr10	117760254	117760654	+	1000	39.0	[]	[]	[3.4720602, 16.66425]	[72, 133]	[]	[117760417, 117760478]
642_10367	chr11	34359233	34359633	+	1000	39.0	[]	[]	[5.863081]	[88]	[]	[34359386]
642_10371	chr11	47426119	47426519	+	1000	39.0	[]	[]	[3.3478272]	[132]	[]	[47426273]
642_10379	chr11	65505874	65506274	+	1000	39.0	[3.3478272, 10.006039]	[154, 217]	[4.3336134, 3.3478272, 10.006039]	[138, 165, 180]	[65506044, 65506107]	[65506028, 65506055, 65506070]
642_1038	chr7	106660894	106661294	+	1000	120.0	[]	[]	[13.246898]	[143]	[]	[106661136]
642_10393	chr11	126420333	126420733	+	1000	39.0	[3.3478272]	[60]	[]	[]	[126420485]	[]
642_10415	chr12	93376398	93376798	+	1000	39.0	[]	[]	[7.7509656]	[125]	[]	[93376606]
642_10417	chr12	104467473	104467873	+	1000	39.0	[5.863081]	[163]	[]	[]	[104467706]	[]
642_10419	chr12	118373078	118373478	+	1000	39.0	[]	[]	[3.3478272, 4.3336134]	[140, 141]	[]	[118373271, 118373272]
642_1042	chrX	130082211	130082611	+	1000	120.0	[]	[]	[5.863081, 5.6029005, 12.521293]	[93, 98, 104]	[]	[130082397, 130082402, 130082408]
642_10426	chr13	24512710	24513110	+	1000	39.0	[]	[]	[6.5886865]	[147]	[]	[24512932]
642_10429	chr13	48094939	48095339	+	1000	39.0	[5.6029005]	[166]	[]	[]	[48095152]	[]
642_10434	chr14	24161023	24161423	+	1000	39.0	[3.6080077]	[118]	[]	[]	[24161228]	[]
642_10442	chr14	77457475	77457875	+	1000	39.0	[4.4393797]	[61]	[]	[]	[77457627]	[]
642_10446	chr15	40847295	40847695	+	1000	39.0	[]	[]	[5.6029005]	[142]	[]	[40847512]
642_10449	chr15	49157085	49157485	+	1000	39.0	[15.607738, 12.261112, 3.2771003]	[65, 71, 113]	[3.3478272]	[100]	[49157242, 49157248, 49157290]	[49157277]
642_1045	chr1	125169897	125170297	+	1000	119.0	[]	[]	[10.006039]	[146]	[]	[125170140]
642_1046	chr1	154272244	154272644	+	1000	119.0	[12.521293]	[120]	[]	[]	[154272451]	[]
642_10466	chr16	3007207	3007607	+	1000	39.0	[10.006039]	[155]	[]	[]	[3007408]	[]
642_1047	chr11	22625655	22626055	+	1000	119.0	[]	[]	[12.261112, 5.863081]	[93, 99]	[]	[22625830, 22625836]
642_10475	chr16	31034134	31034534	+	1000	39.0	[5.7271333]	[114]	[]	[]	[31034326]	[]
642_1048	chr2	11830223	11830623	+	1000	119.0	[]	[]	[12.521293]	[146]	[]	[11830453]
642_10480	chr16	69530629	69531029	+	1000	39.0	[7.8751984]	[114]	[]	[]	[69530813]	[]
642_10483	chr16	81634771	81635171	+	1000	39.0	[3.2771003]	[106]	[]	[]	[81634956]	[]
642_105	chr16	46390348	46390748	+	1000	495.0	[3.3478272]	[123]	[]	[]	[46390570]	[]
642_10502	chr17	51260079	51260479	+	1000	39.0	[3.3478272]	[86]	[]	[]	[51260241]	[]
642_10511	chr17	81094794	81095194	+	1000	39.0	[3.3478272]	[61]	[3.3478272]	[152]	[81094946]	[81095037]
642_10513	chr17_GL000205v2_random	89371	89771	+	1000	39.0	[]	[]	[4.3336134]	[89]	[]	[89558]
642_10517	chr18	2605640	2606040	+	1000	39.0	[]	[]	[10.266219, 5.863081]	[169, 175]	[]	[2605878, 2605884]
642_10524	chr18	32730477	32730877	+	740	39.0	[6.954633, 18.919323, 12.261112]	[114, 120, 126]	[]	[]	[32730684, 32730690, 32730696]	[]
642_10525	chr18	35240799	35241199	+	1000	39.0	[5.7271333]	[170]	[]	[]	[35241018]	[]
642_10526	chr18	49492286	49492686	+	1000	39.0	[6.5886865]	[128]	[]	[]	[49492473]	[]
642_1053	chr6	17706804	17707204	+	1000	119.0	[3.2771003]	[87]	[]	[]	[17706978]	[]
642_10565	chr19	56314170	56314570	+	1000	39.0	[3.4720602]	[146]	[]	[]	[56314380]	[]
642_10573	chr2	30164998	30165398	+	1000	39.0	[10.991825]	[107]	[]	[]	[30165202]	[]
642_10575	chr2	33108737	33109137	+	1000	39.0	[3.6080077]	[101]	[]	[]	[33108907]	[]
642_10577	chr2	37323962	37324362	+	1000	39.0	[]	[]	[3.4720602]	[118]	[]	[37324169]
642_10586	chr2	74198465	74198865	+	1000	39.0	[]	[]	[5.6029005]	[157]	[]	[74198707]
642_10596	chr2	146349332	146349732	+	779	39.0	[6.5886865, 18.919323]	[92, 126]	[]	[]	[146349521, 146349555]	[]
642_106	chr3	122680618	122681018	+	1000	493.0	[4.593794, 10.006039, 18.919323, 3.4720602]	[56, 87, 93, 101]	[]	[]	[122680773, 122680804, 122680810, 122680818]	[]
642_10609	chr2	190882362	190882762	+	1000	39.0	[6.1232615, 6.5886865]	[141, 147]	[5.6029005, 4.3336134]	[87, 92]	[190882568, 190882574]	[190882514, 190882519]
642_10611	chr2	204434668	204435068	+	1000	39.0	[4.3336134]	[178]	[13.352664]	[157]	[204434892]	[204434871]
642_10613	chr2	230659149	230659549	+	1000	39.0	[4.3336134]	[93]	[]	[]	[230659337]	[]
642_1062	chr12	4142846	4143246	+	1000	118.0	[10.266219, 12.261112, 3.6080077]	[82, 88, 95]	[]	[]	[4143022, 4143028, 4143035]	[]
642_10636	chr21	14737344	14737744	+	1000	39.0	[]	[]	[10.006039]	[146]	[]	[14737523]
642_1064	chr15	68114347	68114747	+	1000	118.0	[]	[]	[18.919323]	[123]	[]	[68114554]
642_10649	chr21	42527771	42528171	+	1000	39.0	[12.521293]	[82]	[]	[]	[42527951]	[]
642_10651	chr22	18001463	18001863	+	1000	39.0	[4.3336134]	[145]	[]	[]	[18001690]	[]
642_10656	chr22	20111229	20111629	+	1000	39.0	[8.736752]	[231]	[]	[]	[20111470]	[]
642_1066	chr2	55693706	55694106	+	1000	118.0	[]	[]	[10.006039]	[105]	[]	[55693900]
642_10674	chr22	22152591	22152991	+	998	39.0	[]	[]	[6.5886865]	[166]	[]	[22152773]
642_1068	chr6	27807960	27808360	+	1000	118.0	[]	[]	[4.3336134, 5.863081]	[58, 105]	[]	[27808116, 27808163]
642_10710	chr3	42804260	42804660	+	1000	39.0	[]	[]	[12.261112]	[96]	[]	[42804425]
642_10715	chr3	65500346	65500746	+	1000	39.0	[8.736752]	[127]	[]	[]	[65500537]	[]
642_10719	chr3	136786730	136787130	+	1000	39.0	[]	[]	[12.521293]	[130]	[]	[136786945]
642_10723	chr3	149225133	149225533	+	1000	39.0	[]	[]	[10.991825]	[126]	[]	[149225334]
642_10726	chr3	170811949	170812349	+	1000	39.0	[6.5886865]	[92]	[]	[]	[170812130]	[]
642_10739	chr4	40309206	40309606	+	1000	39.0	[5.6029005]	[137]	[]	[]	[40309440]	[]
642_1074	chr1	100132803	100133203	+	1000	117.0	[5.6029005]	[68]	[]	[]	[100132955]	[]
642_10745	chr4	76090313	76090713	+	1000	39.0	[6.5886865]	[181]	[]	[]	[76090512]	[]
642_10749	chr4	98467511	98467911	+	1000	39.0	[3.3478272]	[152]	[]	[]	[98467756]	[]
642_10753	chr5	6789128	6789528	+	1000	39.0	[18.919323, 6.5886865]	[87, 93]	[]	[]	[6789301, 6789307]	[]
642_10762	chr5	95644291	95644691	+	991	39.0	[10.991825]	[179]	[]	[]	[95644527]	[]
642_10763	chr5	115841346	115841746	+	1000	39.0	[5.7271333]	[136]	[]	[]	[115841570]	[]
642_10768	chr5	137751861	137752261	+	1000	39.0	[3.2771003]	[131]	[]	[]	[137752069]	[]
642_10784	chr6	3650917	3651317	+	1000	39.0	[3.3478272]	[78]	[]	[]	[3651093]	[]
642_10785	chr6	4021601	4022001	+	1000	39.0	[]	[]	[5.6029005]	[150]	[]	[4021765]
642_10791	chr6	25991915	25992315	+	1000	39.0	[]	[]	[6.5886865]	[150]	[]	[25992110]
642_10806	chr6	44431109	44431509	+	544	39.0	[3.3478272]	[145]	[]	[]	[44431354]	[]
642_1081	chr3	28348469	28348869	+	1000	117.0	[3.3478272]	[104]	[5.863081, 5.863081]	[73, 138]	[28348673]	[28348642, 28348707]
642_10812	chr6	73523666	73524066	+	1000	39.0	[]	[]	[5.6029005]	[91]	[]	[73523845]
642_10825	chr6	146699995	146700395	+	1000	39.0	[5.6029005]	[94]	[]	[]	[146700158]	[]
642_10829	chr6	156963811	156964211	+	767	39.0	[]	[]	[12.521293]	[175]	[]	[156964020]
642_1083	chr8	37786272	37786672	+	1000	117.0	[5.9873137, 5.863081]	[84, 90]	[]	[]	[37786447, 37786453]	[]
642_10840	chr7	55074235	55074635	+	1000	39.0	[3.3478272, 4.593794, 6.848867, 12.261112]	[115, 121, 127, 133]	[]	[]	[55074450, 55074456, 55074462, 55074468]	[]
642_10850	chr7	96321237	96321637	+	1000	39.0	[3.6080077, 5.6029005]	[191, 197]	[]	[]	[96321438, 96321444]	[]
642_10858	chr7	107564150	107564550	+	1000	39.0	[]	[]	[3.3478272]	[76]	[]	[107564317]
642_10859	chr7	107581377	107581777	+	1000	39.0	[]	[]	[3.6080077]	[160]	[]	[107581543]
642_10861	chr7	116465834	116466234	+	1000	39.0	[3.3478272]	[129]	[]	[]	[116466049]	[]
642_10869	chr7	137935773	137936173	+	1000	39.0	[6.5886865]	[150]	[]	[]	[137936011]	[]
642_10876	chr7	149883364	149883764	+	1000	39.0	[3.3478272, 3.3478272]	[109, 128]	[]	[]	[149883536, 149883555]	[]
642_1088	chr10	50336129	50336529	+	1000	116.0	[6.848867, 12.261112]	[98, 104]	[]	[]	[50336315, 50336321]	[]
642_10897	chr9	4985908	4986308	+	952	39.0	[3.3478272]	[189]	[]	[]	[4986143]	[]
642_10898	chr9	14554896	14555296	+	1000	39.0	[]	[]	[16.66425]	[112]	[]	[14555105]
642_1090	chr11	28110069	28110469	+	1000	116.0	[3.4720602]	[52]	[]	[]	[28110220]	[]
642_10908	chr9	112074700	112075100	+	585	39.0	[3.3478272]	[153]	[]	[]	[112074907]	[]
642_10912	chr9	124861776	124862176	+	1000	39.0	[6.5886865]	[84]	[]	[]	[124861951]	[]
642_10918	chr9	130755650	130756050	+	1000	39.0	[]	[]	[5.6029005]	[163]	[]	[130755827]
642_10932	chr9	131220218	131220618	+	1000	39.0	[3.3478272]	[223]	[]	[]	[131220442]	[]
642_10939	chrX	9352558	9352958	+	1000	39.0	[3.3478272, 4.3336134]	[76, 80]	[]	[]	[9352720, 9352724]	[]
642_10946	chr1	11729590	11729990	+	1000	38.0	[3.3478272, 3.3478272]	[113, 147]	[]	[]	[11729778, 11729812]	[]
642_10947	chr1	19251500	19251900	+	1000	38.0	[5.6029005]	[87]	[]	[]	[19251678]	[]
642_1096	chr1	50967400	50967800	+	1000	115.0	[]	[]	[10.266219]	[119]	[]	[50967606]
642_10960	chr1	28058783	28059183	+	1000	38.0	[5.863081]	[159]	[4.3336134]	[120]	[28059032]	[28058993]
642_10979	chr1	85708253	85708653	+	1000	38.0	[]	[]	[3.3478272]	[116]	[]	[85708451]
642_10985	chr1	109895830	109896230	+	1000	38.0	[]	[]	[10.991825]	[101]	[]	[109896031]
642_10989	chr1	114756116	114756516	+	1000	38.0	[3.6080077, 10.266219]	[88, 131]	[4.3336134, 3.6080077]	[104, 110]	[114756278, 114756321]	[114756294, 114756300]
642_1099	chr19	46603129	46603529	+	1000	115.0	[]	[]	[13.246898]	[99]	[]	[46603327]
642_10993	chr1	145918636	145919036	+	1000	38.0	[5.6029005]	[126]	[]	[]	[145918829]	[]
642_10996	chr1	151763430	151763830	+	1000	38.0	[]	[]	[4.3336134]	[126]	[]	[151763627]
642_10999	chr1	157138251	157138651	+	892	38.0	[]	[]	[6.5886865]	[192]	[]	[157138501]
642_1100	chr2	6877441	6877841	+	1000	115.0	[10.266219]	[117]	[3.6080077, 12.521293, 3.3478272]	[90, 97, 103]	[6877651]	[6877624, 6877631, 6877637]
642_11003	chr1	162613634	162614034	+	1000	38.0	[]	[]	[3.4720602]	[78]	[]	[162613810]
642_11004	chr1	168145727	168146127	+	1000	38.0	[4.3336134]	[151]	[]	[]	[168145926]	[]
642_11012	chr1	193058411	193058811	+	1000	38.0	[5.7271333]	[114]	[]	[]	[193058607]	[]
642_11013	chr1	202349051	202349451	+	1000	38.0	[]	[]	[7.8751984]	[126]	[]	[202349276]
642_11016	chr1	204706443	204706843	+	1000	38.0	[4.3336134, 10.006039, 10.991825]	[109, 114, 158]	[]	[]	[204706644, 204706649, 204706693]	[]
642_1102	chr6	29649604	29650004	+	1000	115.0	[5.863081]	[84]	[]	[]	[29649772]	[]
642_1103	chr6	33391293	33391693	+	1000	115.0	[]	[]	[5.863081]	[126]	[]	[33391511]
642_11031	chr1	236523716	236524116	+	1000	38.0	[5.6029005]	[147]	[5.6029005]	[169]	[236523932]	[236523954]
642_11037	chr10	17003095	17003495	+	1000	38.0	[5.6029005]	[99]	[]	[]	[17003286]	[]
642_11038	chr10	18659917	18660317	+	1000	38.0	[]	[]	[3.3478272, 5.9873137]	[81, 124]	[]	[18660087, 18660130]
642_11039	chr10	21527321	21527721	+	1000	38.0	[5.863081]	[232]	[]	[]	[21527562]	[]
642_11040	chr10	27240055	27240455	+	1000	38.0	[18.919323]	[109]	[]	[]	[27240253]	[]
642_11052	chr10	72328255	72328655	+	1000	38.0	[5.3194]	[191]	[]	[]	[72328498]	[]
642_11068	chr11	20089754	20090154	+	1000	38.0	[]	[]	[5.6029005]	[170]	[]	[20089963]
642_11078	chr11	65502955	65503355	+	1000	38.0	[]	[]	[5.6029005]	[172]	[]	[65503196]
642_11087	chr11	91795063	91795463	+	1000	38.0	[]	[]	[6.5886865, 13.246898]	[153, 159]	[]	[91795290, 91795296]
642_11099	chr12	45669113	45669513	+	1000	38.0	[10.130272]	[105]	[4.3336134, 12.521293]	[88, 152]	[45669292]	[45669275, 45669339]
642_1110	chr1	26786170	26786570	+	1000	114.0	[16.66425, 5.3194]	[81, 135]	[]	[]	[26786345, 26786399]	[]
642_11101	chr12	47705406	47705806	+	1000	38.0	[]	[]	[12.261112]	[89]	[]	[47705584]
642_11109	chr12	57456150	57456550	+	1000	38.0	[5.863081]	[110]	[]	[]	[57456353]	[]
642_1112	chr1	224330261	224330661	+	1000	114.0	[]	[]	[5.6029005]	[161]	[]	[224330507]
642_11134	chr13	114334376	114334776	+	1000	38.0	[]	[]	[16.66425, 10.991825]	[160, 166]	[]	[114334592, 114334598]
642_11137	chr14	21511205	21511605	+	1000	38.0	[]	[]	[5.6029005]	[76]	[]	[21511381]
642_11145	chr15	29269786	29270186	+	1000	38.0	[3.6080077]	[131]	[]	[]	[29269992]	[]
642_1115	chr18	11947069	11947469	+	1000	114.0	[12.521293]	[58]	[]	[]	[11947220]	[]
642_11152	chr15	50261062	50261462	+	1000	38.0	[]	[]	[5.9873137]	[224]	[]	[50261309]
642_1116	chr2	3574987	3575387	+	1000	114.0	[3.3478272]	[83]	[]	[]	[3575165]	[]
642_11160	chr15	75367750	75368150	+	1000	38.0	[3.4720602]	[146]	[]	[]	[75367993]	[]
642_11165	chr15	90954673	90955073	+	1000	38.0	[5.6029005]	[172]	[]	[]	[90954871]	[]
642_11169	chr16	19067676	19068076	+	1000	38.0	[5.7271333]	[156]	[]	[]	[19067923]	[]
642_11184	chr16	88976971	88977371	+	1000	38.0	[]	[]	[5.6029005]	[166]	[]	[88977204]
642_11194	chr17	32818992	32819392	+	1000	38.0	[]	[]	[3.6080077]	[138]	[]	[32819199]
642_11199	chr17	42929180	42929580	+	1000	38.0	[]	[]	[4.3336134]	[181]	[]	[42929405]
642_1120	chr4	73259020	73259420	+	1000	114.0	[10.006039, 6.5886865]	[105, 111]	[]	[]	[73259214, 73259220]	[]
642_11207	chr17	57833373	57833773	+	1000	38.0	[]	[]	[3.3478272]	[164]	[]	[57833555]
642_11234	chr19	4540050	4540450	+	1000	38.0	[]	[]	[4.3336134, 6.5886865]	[109, 152]	[]	[4540202, 4540245]
642_11264	chr2	8681193	8681593	+	1000	38.0	[]	[]	[4.3336134, 13.246898]	[135, 141]	[]	[8681423, 8681429]
642_11268	chr2	26961711	26962111	+	1000	38.0	[]	[]	[5.6029005]	[123]	[]	[26961927]
642_1127	chr1	241531880	241532280	+	1000	113.0	[16.66425]	[114]	[]	[]	[241532078]	[]
642_11272	chr2	64021603	64022003	+	975	38.0	[]	[]	[10.006039, 10.006039]	[144, 150]	[]	[64021844, 64021850]
642_11273	chr2	64143256	64143656	+	1000	38.0	[]	[]	[3.3478272]	[69]	[]	[64143413]
642_11278	chr2	74181631	74182031	+	1000	38.0	[5.6029005]	[144]	[]	[]	[74181834]	[]
642_11280	chr2	112482399	112482799	+	956	38.0	[3.7322407]	[170]	[7.7509656, 3.3478272, 3.3478272]	[102, 119, 134]	[112482646]	[112482578, 112482595, 112482610]
642_11287	chr2	152166639	152167039	+	1000	38.0	[7.7509656, 12.261112]	[81, 87]	[]	[]	[152166812, 152166818]	[]
642_11288	chr2	159286759	159287159	+	1000	38.0	[]	[]	[4.593794]	[122]	[]	[159286972]
642_11289	chr2	161384868	161385268	+	1000	38.0	[]	[]	[10.266219, 5.863081, 6.7129197, 3.6080077]	[136, 142, 148, 158]	[]	[161385093, 161385099, 161385105, 161385115]
642_1129	chr2	68737690	68738090	+	1000	113.0	[18.919323]	[91]	[5.863081]	[57]	[68737879]	[68737845]
642_11297	chr2	173996395	173996795	+	1000	38.0	[4.593794]	[128]	[]	[]	[173996595]	[]
642_113	chr7	141738094	141738494	+	1000	487.0	[]	[]	[6.848867, 8.736752]	[136, 142]	[]	[141738317, 141738323]
642_1131	chr20	36946874	36947274	+	1000	113.0	[8.736752, 18.919323]	[101, 107]	[]	[]	[36947067, 36947073]	[]
642_11315	chr21	36028480	36028880	+	1000	38.0	[3.3478272]	[107]	[]	[]	[36028659]	[]
642_11318	chr21	43262464	43262864	+	1000	38.0	[5.7271333]	[147]	[]	[]	[43262670]	[]
642_1135	chr4	185609136	185609536	+	1000	113.0	[4.457846]	[143]	[6.5886865, 18.919323]	[100, 106]	[185609375]	[185609332, 185609338]
642_11359	chr22	39319393	39319793	+	1000	38.0	[10.130272]	[87]	[]	[]	[39319563]	[]
642_11364	chr3	11288921	11289321	+	1000	38.0	[]	[]	[6.5886865]	[169]	[]	[11289151]
642_1138	chr9	105385348	105385748	+	1000	113.0	[]	[]	[13.246898, 12.261112, 6.694453]	[100, 106, 159]	[]	[105385538, 105385544, 105385597]
642_11385	chr3	150409935	150410335	+	1000	38.0	[3.3478272]	[96]	[]	[]	[150410118]	[]
642_11392	chr3	171460603	171461003	+	1000	38.0	[10.006039]	[193]	[]	[]	[171460801]	[]
642_11396	chr3	184811894	184812294	+	1000	38.0	[12.261112]	[182]	[]	[]	[184812116]	[]
642_11399	chr4	1693332	1693732	+	1000	38.0	[4.457846]	[61]	[6.5886865]	[138]	[1693492]	[1693569]
642_1140	chr1	46675758	46676158	+	1000	112.0	[3.3478272, 3.6080077, 3.6080077, 3.6080077]	[85, 101, 107, 112]	[]	[]	[46675932, 46675948, 46675954, 46675959]	[]
642_11414	chr4	184383778	184384178	+	1000	38.0	[16.66425, 5.863081]	[136, 142]	[3.6080077]	[107]	[184383984, 184383990]	[184383955]
642_11415	chr4	184844013	184844413	+	1000	38.0	[3.3478272]	[88]	[]	[]	[184844200]	[]
642_11418	chr5	40904808	40905208	+	1000	38.0	[]	[]	[3.4720602]	[106]	[]	[40904989]
642_1142	chr1	83064588	83064988	+	1000	112.0	[]	[]	[18.919323, 18.919323, 7.7509656]	[105, 111, 136]	[]	[83064792, 83064798, 83064823]
642_11423	chr5	76175788	76176188	+	1000	38.0	[12.261112]	[109]	[]	[]	[76175969]	[]
642_11424	chr5	90642400	90642800	+	1000	38.0	[3.3478272, 3.6080077]	[139, 145]	[]	[]	[90642585, 90642591]	[]
642_11427	chr5	96627691	96628091	+	1000	38.0	[5.863081]	[175]	[16.66425]	[137]	[96627933]	[96627895]
