#PeakID(python identify_motif.py ./ENCODE_processed_files/SP1_idr.fa SP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
328_10487	chr5	124628935	124629335	+	599	31.0	[]	[]	[2.5773902]	[165]	[]	[124629184]
328_10498	chr6	43838444	43838844	+	582	31.0	[7.318132, 9.422925]	[167, 225]	[]	[]	[43838620, 43838678]	[]
328_105	chrX	1452917	1453317	+	1000	429.0	[19.02182, 6.427217, 14.712663, 2.549921, 14.763846, 16.046774]	[87, 98, 124, 129, 135, 163]	[]	[]	[1453088, 1453099, 1453125, 1453130, 1453136, 1453164]	[]
328_1050	chr22	20507435	20507835	+	1000	175.0	[]	[]	[5.982204]	[132]	[]	[20507602]
328_10503	chr7	4738784	4739184	+	582	31.0	[4.496497]	[138]	[]	[]	[4738980]	[]
328_10504	chr7	32892630	32893030	+	604	31.0	[]	[]	[3.070263]	[128]	[]	[32892820]
328_10505	chr7	44761653	44762053	+	604	31.0	[2.9252439]	[91]	[3.5282345]	[164]	[44761831]	[44761904]
328_10507	chr7	106449463	106449863	+	628	31.0	[]	[]	[4.4534307]	[161]	[]	[106449636]
328_1051	chr22	23838954	23839354	+	1000	175.0	[]	[]	[4.3876944]	[119]	[]	[23839163]
328_10515	chr9	136511668	136512068	+	618	31.0	[2.5552778]	[138]	[3.091044]	[80]	[136511884]	[136511826]
328_1052	chr6	139134798	139135198	+	1000	175.0	[]	[]	[6.4405613, 13.899966]	[111, 159]	[]	[139134970, 139135018]
328_10523	chr1	31704997	31705397	+	557	30.5	[6.4523377]	[195]	[]	[]	[31705235]	[]
328_10524	chr1	36187982	36188382	+	617	30.5	[3.8169036, 8.038399]	[144, 150]	[]	[]	[36188191, 36188197]	[]
328_10530	chr1	50977559	50977959	+	596	30.5	[4.782783]	[167]	[]	[]	[50977795]	[]
328_10533	chr1	110619343	110619743	+	553	30.5	[4.8708262]	[195]	[]	[]	[110619592]	[]
328_10538	chr1	201946414	201946814	+	610	30.5	[5.0395474]	[134]	[12.740425]	[151]	[201946607]	[201946624]
328_1054	chr17	81860742	81861142	+	1000	174.5	[]	[]	[9.738484]	[217]	[]	[81860986]
328_10545	chr11	33258310	33258710	+	594	30.5	[]	[]	[5.496332, 4.6902905]	[179, 195]	[]	[33258536, 33258552]
328_10546	chr11	46295573	46295973	+	613	30.5	[3.02681]	[158]	[]	[]	[46295816]	[]
328_10547	chr11	119320932	119321332	+	580	30.5	[2.6535702]	[177]	[]	[]	[119321167]	[]
328_1055	chr20	63641932	63642332	+	1000	174.5	[5.552889, 15.4701605]	[80, 86]	[]	[]	[63642085, 63642091]	[]
328_10554	chr14	24094006	24094406	+	556	30.5	[8.253144]	[225]	[2.8052588]	[136]	[24094253]	[24094164]
328_10555	chr14	35292122	35292522	+	605	30.5	[]	[]	[19.063852]	[76]	[]	[35292293]
328_1056	chr3	43621888	43622288	+	1000	174.5	[]	[]	[7.726952, 15.4701605, 12.639638, 3.4527128]	[111, 142, 162, 195]	[]	[43622046, 43622077, 43622097, 43622130]
328_10560	chr15	84734983	84735383	+	597	30.5	[8.772704]	[154]	[]	[]	[84735205]	[]
328_10566	chr16	85137178	85137578	+	603	30.5	[6.800705]	[133]	[11.894755]	[126]	[85137342]	[85137335]
328_10572	chr19	4597588	4597988	+	604	30.5	[]	[]	[4.5702863]	[154]	[]	[4597827]
328_10575	chr19	44847783	44848183	+	601	30.5	[16.804495]	[87]	[]	[]	[44847970]	[]
328_10580	chr20	44651744	44652144	+	595	30.5	[]	[]	[3.18132]	[162]	[]	[44651929]
328_10591	chr22	22916357	22916757	+	589	30.5	[3.2238247]	[113]	[]	[]	[22916556]	[]
328_10603	chr6	40378104	40378504	+	613	30.5	[]	[]	[4.721755, 19.083261]	[133, 145]	[]	[40378279, 40378291]
328_10606	chr7	32891415	32891815	+	606	30.5	[12.018858]	[74]	[2.6470556, 16.50567]	[105, 111]	[32891578]	[32891609, 32891615]
328_10638	chr1	47230741	47231141	+	602	30.0	[]	[]	[2.8752625]	[84]	[]	[47230917]
328_10639	chr1	99969653	99970053	+	594	30.0	[]	[]	[5.769706]	[190]	[]	[99969869]
328_1064	chr5	127030456	127030856	+	1000	174.0	[]	[]	[12.279558]	[121]	[]	[127030616]
328_10645	chr10	101030983	101031383	+	584	30.0	[13.239154]	[77]	[]	[]	[101031142]	[]
328_10651	chr12	2004344	2004744	+	589	30.0	[4.8596673]	[200]	[]	[]	[2004558]	[]
328_10657	chr15	75347493	75347893	+	591	30.0	[]	[]	[2.5905163]	[152]	[]	[75347666]
328_10658	chr15	95929409	95929809	+	583	30.0	[2.9482865]	[131]	[]	[]	[95929631]	[]
328_1066	chr7	100148581	100148981	+	1000	174.0	[]	[]	[3.3734522]	[204]	[]	[100148816]
328_1067	chr8	18084110	18084510	+	1000	174.0	[4.1090574]	[257]	[6.357407]	[239]	[18084332]	[18084314]
328_10675	chr2	46340137	46340537	+	557	30.0	[4.574216, 3.4312308]	[143, 198]	[]	[]	[46340322, 46340377]	[]
328_10678	chr20	53642696	53643096	+	579	30.0	[4.9999456]	[168]	[]	[]	[53642942]	[]
328_10680	chr21	43768175	43768575	+	591	30.0	[]	[]	[9.14116]	[136]	[]	[43768397]
328_1069	chr11	9314526	9314926	+	1000	173.5	[6.51073]	[136]	[]	[]	[9314721]	[]
328_1070	chr11	83156803	83157203	+	1000	173.5	[]	[]	[3.7177207, 15.368152]	[155, 188]	[]	[83156998, 83157031]
328_10709	chr6	63635812	63636212	+	547	30.0	[4.5273128]	[139]	[]	[]	[63636018]	[]
328_10712	chr7	5530486	5530886	+	593	30.0	[7.2055416]	[134]	[]	[]	[5530690]	[]
328_10721	chr8	42896223	42896623	+	570	30.0	[4.32093, 7.4169765]	[107, 112]	[17.191898]	[149]	[42896412, 42896417]	[42896454]
328_10726	chr9	130923415	130923815	+	599	30.0	[]	[]	[10.395577, 3.576261]	[80, 111]	[]	[130923582, 130923613]
328_10728	chr1	8423998	8424398	+	547	29.5	[5.34616]	[122]	[3.2783332, 4.7485304]	[115, 162]	[8424164]	[8424157, 8424204]
328_1074	chr1	159780622	159781022	+	1000	173.0	[4.5637884, 7.8089986]	[95, 97]	[3.1114619]	[148]	[159780788, 159780790]	[159780841]
328_10740	chr1	113042760	113043160	+	548	29.5	[]	[]	[3.7156522]	[172]	[]	[113042997]
328_1075	chr1	160284998	160285398	+	1000	173.0	[5.087923]	[78]	[]	[]	[160285169]	[]
328_10757	chr12	27014214	27014614	+	552	29.5	[]	[]	[3.8437386, 4.2347054]	[236, 247]	[]	[27014453, 27014464]
328_1076	chr2	19347935	19348335	+	1000	173.0	[]	[]	[13.899966, 2.607514]	[111, 138]	[]	[19348090, 19348117]
328_10760	chr13	79480960	79481360	+	574	29.5	[3.0697773]	[169]	[]	[]	[79481180]	[]
328_10763	chr15	44663595	44663995	+	556	29.5	[5.7002926]	[159]	[]	[]	[44663837]	[]
328_10764	chr15	72228648	72229048	+	571	29.5	[11.473325]	[79]	[]	[]	[72228801]	[]
328_10768	chr16	77212835	77213235	+	581	29.5	[8.336002]	[184]	[11.031784, 9.664592]	[143, 166]	[77213084]	[77213043, 77213066]
328_10769	chr17	43791652	43792052	+	587	29.5	[]	[]	[6.321381]	[120]	[]	[43791859]
328_10779	chr19	4866744	4867144	+	571	29.5	[4.348119]	[127]	[]	[]	[4866909]	[]
328_10780	chr19	6481751	6482151	+	565	29.5	[3.2319076, 4.9256587]	[74, 86]	[]	[]	[6481916, 6481928]	[]
328_10783	chr19	39397641	39398041	+	557	29.5	[5.980747]	[116]	[]	[]	[39397856]	[]
328_10784	chr19	42433495	42433895	+	563	29.5	[]	[]	[5.7272797]	[110]	[]	[42433668]
328_10785	chr19	45091451	45091851	+	562	29.5	[6.2662396, 11.366746]	[115, 145]	[]	[]	[45091647, 45091677]	[]
328_10787	chr19	58513814	58514214	+	572	29.5	[9.650716]	[217]	[11.60479, 13.899966]	[171, 210]	[58514035]	[58513989, 58514028]
328_1079	chr10	102152027	102152427	+	1000	172.5	[4.8077335]	[140]	[2.6086752]	[226]	[102152185]	[102152271]
328_10790	chr2	27371270	27371670	+	555	29.5	[]	[]	[4.9696817]	[177]	[]	[27371471]
328_108	chr4	2963231	2963631	+	1000	426.0	[5.1874485, 4.1810837]	[145, 147]	[]	[]	[2963456, 2963458]	[]
328_1080	chr16	18801512	18801912	+	1000	172.5	[]	[]	[7.5544114]	[130]	[]	[18801724]
328_10812	chr22	22734345	22734745	+	552	29.5	[15.34917]	[166]	[3.7715569]	[202]	[22734522]	[22734558]
328_10815	chr4	49161165	49161565	+	577	29.5	[]	[]	[4.6209044, 5.658644]	[162, 234]	[]	[49161332, 49161404]
328_10816	chr4	56544451	56544851	+	566	29.5	[3.0057003]	[142]	[]	[]	[56544670]	[]
328_10819	chr6	14108914	14109314	+	565	29.5	[5.020735]	[129]	[]	[]	[14109107]	[]
328_1082	chr19	35248535	35248935	+	1000	172.5	[9.2823515]	[103]	[]	[]	[35248710]	[]
328_10821	chr6	16236674	16237074	+	575	29.5	[]	[]	[4.2623334]	[173]	[]	[16236852]
328_10824	chr6	35343436	35343836	+	545	29.5	[]	[]	[5.673791]	[150]	[]	[35343616]
328_10825	chr6	42044014	42044414	+	566	29.5	[]	[]	[3.2032676, 4.6224737]	[144, 183]	[]	[42044188, 42044227]
328_10826	chr6	87155203	87155603	+	580	29.5	[9.214628, 4.354552]	[100, 158]	[]	[]	[87155392, 87155450]	[]
328_10841	chr9	34126585	34126985	+	577	29.5	[]	[]	[9.707389]	[115]	[]	[34126789]
328_1085	chr7	123534668	123535068	+	1000	172.5	[]	[]	[4.1454654, 5.896863]	[106, 126]	[]	[123534840, 123534860]
328_10851	chr1	109620955	109621355	+	545	29.0	[5.955015]	[101]	[]	[]	[109621116]	[]
328_10853	chr1	156705733	156706133	+	546	29.0	[3.5013242]	[188]	[]	[]	[156705972]	[]
328_10855	chr1	226125047	226125447	+	552	29.0	[]	[]	[5.2879004]	[135]	[]	[226125227]
328_10859	chr10	5479448	5479848	+	541	29.0	[6.0145693, 6.481151]	[103, 169]	[]	[]	[5479611, 5479677]	[]
328_1086	chr7	149028608	149029008	+	1000	172.5	[6.3386164]	[153]	[2.8805823]	[146]	[149028841]	[149028834]
328_10862	chr10	69334165	69334565	+	563	29.0	[]	[]	[3.5714374]	[198]	[]	[69334395]
328_10868	chr12	120469707	120470107	+	557	29.0	[]	[]	[4.3624754, 2.7617116]	[113, 114]	[]	[120469866, 120469867]
328_1087	chr12	112125204	112125604	+	1000	172.0	[11.436817]	[81]	[6.458357, 6.435996]	[65, 124]	[112125375]	[112125359, 112125418]
328_10870	chr13	99087656	99088056	+	558	29.0	[2.5526543]	[186]	[]	[]	[99087897]	[]
328_10873	chr15	37101589	37101989	+	557	29.0	[3.8419628, 2.8603487]	[101, 110]	[14.043327]	[94]	[37101790, 37101799]	[37101783]
328_10875	chr15	89760449	89760849	+	548	29.0	[]	[]	[4.331524]	[152]	[]	[89760664]
328_10876	chr16	15094164	15094564	+	557	29.0	[]	[]	[2.6557965]	[135]	[]	[15094352]
328_10877	chr17	81871791	81872191	+	544	29.0	[]	[]	[5.5379133]	[131]	[]	[81871983]
328_10887	chr20	35284076	35284476	+	552	29.0	[2.934704]	[104]	[5.3105016]	[145]	[35284242]	[35284283]
328_1089	chr16	2513508	2513908	+	1000	172.0	[14.325035, 4.45815, 7.4380927]	[59, 88, 96]	[]	[]	[2513663, 2513692, 2513700]	[]
328_10899	chr3	158644305	158644705	+	554	29.0	[]	[]	[2.871656]	[185]	[]	[158644545]
328_109	chr9	128067322	128067722	+	1000	426.0	[2.8190582, 14.83831]	[92, 155]	[]	[]	[128067480, 128067543]	[]
328_10902	chr5	139637488	139637888	+	545	29.0	[4.8728695]	[222]	[6.192905]	[172]	[139637723]	[139637673]
328_1091	chr19	17511923	17512323	+	1000	172.0	[3.6043193, 10.142823]	[201, 258]	[5.490154]	[200]	[17512112, 17512169]	[17512111]
328_10927	chr13	46796959	46797359	+	542	28.5	[14.290609, 13.738506]	[158, 174]	[5.2292557, 2.7722044]	[121, 145]	[46797181, 46797197]	[46797144, 46797168]
328_10928	chr15	34343028	34343428	+	551	28.5	[]	[]	[2.7437897, 6.238084]	[151, 156]	[]	[34343252, 34343257]
328_10936	chr22	22895998	22896398	+	550	28.5	[4.9050364]	[159]	[]	[]	[22896217]	[]
328_1094	chr5	173056994	173057394	+	1000	172.0	[]	[]	[5.909856, 4.334299]	[142, 153]	[]	[173057218, 173057229]
328_10941	chr6	146915003	146915403	+	556	28.5	[4.138152]	[135]	[]	[]	[146915177]	[]
328_1096	chr7	66493446	66493846	+	1000	172.0	[2.524026, 7.8785515]	[96, 120]	[]	[]	[66493617, 66493641]	[]
328_1097	chr7	155297574	155297974	+	1000	172.0	[18.99463]	[98]	[6.6169896, 10.267872]	[76, 81]	[155297772]	[155297750, 155297755]
328_1098	chr9	34989432	34989832	+	1000	172.0	[]	[]	[3.8167968, 6.2847805]	[138, 149]	[]	[34989669, 34989680]
328_110	chr22	21641974	21642374	+	1000	425.5	[8.50657]	[122]	[12.678984]	[153]	[21642146]	[21642177]
328_1100	chr11	75768385	75768785	+	1000	171.5	[2.626035, 2.779264]	[133, 214]	[]	[]	[75768547, 75768628]	[]
328_1104	chr5	139403827	139404227	+	1000	171.5	[8.859028]	[101]	[11.875511]	[123]	[139404025]	[139404047]
328_1109	chr1	203026181	203026581	+	1000	171.0	[4.6645255, 6.655119]	[145, 150]	[3.2606223, 16.097958]	[62, 123]	[203026425, 203026430]	[203026342, 203026403]
328_1110	chr10	99620370	99620770	+	1000	171.0	[]	[]	[5.2001443]	[161]	[]	[99620582]
328_1112	chr2	171922166	171922566	+	1000	171.0	[12.70108, 10.533516]	[78, 116]	[9.188223]	[155]	[171922325, 171922363]	[171922402]
328_1113	chr3	44761452	44761852	+	1000	171.0	[16.50567]	[131]	[3.7495856]	[149]	[44761682]	[44761700]
328_1124	chr16	3457706	3458106	+	1000	170.0	[]	[]	[9.979955, 18.568264]	[105, 179]	[]	[3457882, 3457956]
328_1126	chr2	86105923	86106323	+	1000	170.0	[5.6994047]	[179]	[]	[]	[86106172]	[]
328_1127	chr3	49021398	49021798	+	1000	170.0	[15.400939]	[134]	[7.572082]	[190]	[49021588]	[49021644]
328_1128	chr5	150357326	150357726	+	1000	170.0	[8.693261]	[181]	[9.742269, 13.70639]	[120, 203]	[150357553]	[150357492, 150357575]
328_1129	chr1	46303338	46303738	+	1000	169.5	[3.0601332]	[127]	[6.331261]	[96]	[46303544]	[46303513]
328_1130	chr1	223992454	223992854	+	1000	169.5	[9.073577]	[109]	[]	[]	[223992630]	[]
328_1132	chr16	970874	971274	+	1000	169.5	[12.639638, 8.958845, 14.016234, 12.467135, 12.588434]	[114, 134, 153, 174, 195]	[]	[]	[971042, 971062, 971081, 971102, 971123]	[]
328_1134	chr5	112160588	112160988	+	1000	169.5	[2.9751458]	[130]	[]	[]	[112160789]	[]
328_1135	chr1	99849861	99850261	+	1000	169.0	[3.6992037]	[79]	[4.6462398]	[110]	[99850036]	[99850067]
328_1136	chr17	14300734	14301134	+	1000	169.0	[5.7807765]	[136]	[]	[]	[14300923]	[]
328_114	chr16	87560703	87561103	+	1000	418.5	[2.7970018]	[137]	[3.5868213, 2.6165476, 12.286717]	[73, 109, 151]	[87560930]	[87560866, 87560902, 87560944]
328_1140	chr9	127735160	127735560	+	1000	169.0	[15.985158, 4.768914, 5.9123235]	[102, 137, 150]	[]	[]	[127735352, 127735387, 127735400]	[]
328_1141	chr11	62831879	62832279	+	1000	168.5	[3.9900305, 12.716377]	[82, 101]	[5.707978]	[122]	[62832057, 62832076]	[62832097]
328_1142	chr15	42273020	42273420	+	1000	168.5	[12.286717]	[116]	[]	[]	[42273202]	[]
328_1144	chr16	30957510	30957910	+	1000	168.5	[10.413139]	[90]	[]	[]	[30957700]	[]
328_1145	chr19	35740512	35740912	+	1000	168.5	[15.123135]	[182]	[]	[]	[35740751]	[]
328_1146	chr19	42302395	42302795	+	1000	168.5	[7.7669716]	[117]	[]	[]	[42302590]	[]
328_115	chr17	4263802	4264202	+	1000	417.0	[]	[]	[5.650758]	[150]	[]	[4264034]
328_1152	chr17	39730344	39730744	+	1000	168.0	[]	[]	[14.325035, 5.563146]	[119, 138]	[]	[39730555, 39730574]
