#PeakID(python identify_motif.py ./ENCODE_processed_files/ATF1_idr.fa ATF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
755_1021	chr16	31033181	31033581	+	1000	105.0	[8.745255, 10.880985]	[76, 87]	[]	[]	[31033349, 31033360]	[]
755_1024	chr21	42892900	42893300	+	1000	105.0	[10.880985]	[118]	[]	[]	[42893112]	[]
755_1025	chr3	99817640	99818040	+	1000	105.0	[10.880985]	[93]	[10.880985]	[95]	[99817833]	[99817835]
755_10253	chr1	12552036	12552436	+	1000	30.0	[10.880985]	[84]	[9.08557]	[130]	[12552213]	[12552259]
755_1027	chr3	124730198	124730598	+	1000	105.0	[10.880985]	[113]	[10.880985]	[115]	[124730405]	[124730407]
755_10292	chr1	165828872	165829272	+	904	30.0	[]	[]	[8.028987]	[102]	[]	[165829051]
755_10312	chr1	221712246	221712646	+	627	30.0	[]	[]	[10.880985]	[96]	[]	[221712437]
755_10316	chr1	241984300	241984700	+	942	30.0	[10.880985]	[102]	[10.880985]	[104]	[241984477]	[241984479]
755_10317	chr1	244918812	244919212	+	1000	30.0	[]	[]	[9.08557]	[70]	[]	[244918971]
755_10320	chr10	5684475	5684875	+	1000	30.0	[6.94984]	[112]	[]	[]	[5684659]	[]
755_10325	chr10	49177384	49177784	+	1000	30.0	[10.880985]	[91]	[]	[]	[49177568]	[]
755_1033	chr12	71754666	71755066	+	1000	104.0	[10.880985]	[93]	[]	[]	[71754859]	[]
755_10336	chr11	267983	268383	+	633	30.0	[6.94984]	[176]	[]	[]	[268216]	[]
755_1034	chr20	36605464	36605864	+	1000	104.0	[10.880985]	[96]	[10.880985]	[98]	[36605627]	[36605629]
755_10351	chr11	67421004	67421404	+	1000	30.0	[]	[]	[9.08557]	[76]	[]	[67421170]
755_10367	chr12	53995461	53995861	+	892	30.0	[]	[]	[9.08557]	[197]	[]	[53995692]
755_1037	chr22	23179860	23180260	+	1000	104.0	[9.08557]	[137]	[]	[]	[23180022]	[]
755_1038	chr3	39107426	39107826	+	1000	104.0	[10.880985]	[126]	[]	[]	[39107650]	[]
755_10381	chr13	48094877	48095277	+	817	30.0	[9.08557]	[170]	[]	[]	[48095120]	[]
755_104	chr11	67428260	67428660	+	1000	319.0	[]	[]	[9.08557]	[83]	[]	[67428435]
755_1040	chr7	123624567	123624967	+	1000	104.0	[10.880985]	[135]	[]	[]	[123624786]	[]
755_10443	chr13	97257817	97258217	+	1000	30.0	[8.028987]	[115]	[]	[]	[97258028]	[]
755_10449	chr14	87992999	87993399	+	980	30.0	[9.08557]	[197]	[]	[]	[87993247]	[]
755_1045	chr12	130765285	130765685	+	1000	103.0	[10.880985]	[78]	[10.880985]	[80]	[130765462]	[130765464]
755_10455	chr15	50137229	50137629	+	1000	30.0	[]	[]	[9.08557]	[152]	[]	[50137453]
755_10456	chr15	62060390	62060790	+	1000	30.0	[]	[]	[8.028987]	[170]	[]	[62060636]
755_10465	chr15	97960124	97960524	+	960	30.0	[6.94984]	[92]	[]	[]	[97960302]	[]
755_1047	chr17	44779076	44779476	+	1000	103.0	[]	[]	[10.880985, 8.028987]	[105, 144]	[]	[44779279, 44779318]
755_1049	chr19	18192740	18193140	+	1000	103.0	[]	[]	[8.745255]	[161]	[]	[18192981]
755_10491	chr16	88686678	88687078	+	891	30.0	[9.08557]	[88]	[]	[]	[88686844]	[]
755_10499	chr17	15563299	15563699	+	1000	30.0	[9.08557]	[136]	[10.880985]	[100]	[15563518]	[15563482]
755_105	chr6	41920944	41921344	+	1000	319.0	[]	[]	[8.745255]	[101]	[]	[41921138]
755_10500	chr17	28646303	28646703	+	919	30.0	[]	[]	[9.08557, 8.028987]	[113, 125]	[]	[28646474, 28646486]
755_10507	chr17	42679793	42680193	+	1000	30.0	[9.08557]	[127]	[]	[]	[42679975]	[]
755_10521	chr17	75032290	75032690	+	715	30.0	[]	[]	[10.880985]	[185]	[]	[75032536]
755_1053	chr22	30356759	30357159	+	1000	103.0	[9.08557]	[111]	[]	[]	[30356960]	[]
755_1055	chr5	69093789	69094189	+	1000	103.0	[10.880985]	[108]	[]	[]	[69093997]	[]
755_10558	chr19	38674764	38675164	+	994	30.0	[10.880985]	[134]	[]	[]	[38674986]	[]
755_1056	chr6	26026193	26026593	+	1000	103.0	[10.880985]	[104]	[10.880985]	[106]	[26026384]	[26026386]
755_1057	chr6	26285463	26285863	+	1000	103.0	[10.880985]	[99]	[10.880985]	[101]	[26285658]	[26285660]
755_10575	chr2	27212087	27212487	+	643	30.0	[9.08557]	[133]	[]	[]	[27212302]	[]
755_10583	chr2	65320336	65320736	+	994	30.0	[8.028987]	[102]	[]	[]	[65320533]	[]
755_10584	chr2	69584431	69584831	+	565	30.0	[]	[]	[10.880985]	[111]	[]	[69584641]
755_10586	chr2	86623651	86624051	+	933	30.0	[10.880985]	[151]	[]	[]	[86623869]	[]
755_1059	chr7	139359707	139360107	+	1000	103.0	[]	[]	[9.08557]	[119]	[]	[139359925]
755_106	chr7	55366112	55366512	+	1000	319.0	[10.880985]	[92]	[10.880985]	[94]	[55366304]	[55366306]
755_10604	chr2	175366905	175367305	+	697	30.0	[10.880985]	[96]	[10.880985]	[98]	[175367086]	[175367088]
755_1061	chr1	28736673	28737073	+	1000	102.0	[]	[]	[6.94984]	[135]	[]	[28736902]
755_10610	chr20	25195504	25195904	+	982	30.0	[9.08557]	[99]	[]	[]	[25195694]	[]
755_10614	chr20	53875481	53875881	+	567	30.0	[]	[]	[8.028987]	[88]	[]	[53875648]
755_1062	chr12	27243906	27244306	+	1000	102.0	[8.028987, 10.880985]	[81, 116]	[10.880985]	[118]	[27244081, 27244116]	[27244118]
755_10622	chr21	46125067	46125467	+	870	30.0	[10.880985]	[117]	[10.880985]	[119]	[46125271]	[46125273]
755_1068	chr19	55117500	55117900	+	1000	102.0	[10.880985]	[106]	[10.880985]	[108]	[55117689]	[55117691]
755_107	chr5	62412563	62412963	+	1000	317.0	[10.880985]	[85]	[]	[]	[62412740]	[]
755_10707	chr22	27718255	27718655	+	815	30.0	[10.880985]	[127]	[10.880985]	[107]	[27718464]	[27718444]
755_10716	chr3	13648248	13648648	+	801	30.0	[9.08557]	[105]	[]	[]	[13648410]	[]
755_10731	chr3	125916436	125916836	+	979	30.0	[]	[]	[10.880985]	[90]	[]	[125916619]
755_10733	chr3	138915704	138916104	+	1000	30.0	[6.94984]	[112]	[]	[]	[138915857]	[]
755_1074	chr4	103198267	103198667	+	1000	102.0	[10.880985]	[83]	[10.880985]	[85]	[103198450]	[103198452]
755_10740	chr4	1593404	1593804	+	960	30.0	[]	[]	[9.08557]	[86]	[]	[1593581]
755_10747	chr4	55546708	55547108	+	1000	30.0	[]	[]	[8.028987]	[95]	[]	[55546902]
755_1075	chr5	177454500	177454900	+	1000	102.0	[10.880985, 10.880985]	[76, 94]	[10.880985, 10.880985]	[78, 96]	[177454674, 177454692]	[177454676, 177454694]
755_1076	chr6	31703188	31703588	+	1000	102.0	[10.880985]	[81]	[10.880985]	[83]	[31703366]	[31703368]
755_10766	chr5	149703076	149703476	+	612	30.0	[]	[]	[8.745255]	[208]	[]	[149703287]
755_1077	chr7	116954154	116954554	+	1000	102.0	[10.880985]	[98]	[]	[]	[116954339]	[]
755_1078	chr1	21783424	21783824	+	1000	101.0	[10.880985]	[90]	[10.880985]	[92]	[21783612]	[21783614]
755_10781	chr6	28988466	28988866	+	964	30.0	[9.08557]	[141]	[9.08557]	[60]	[28988706]	[28988625]
755_10797	chr6	46848866	46849266	+	1000	30.0	[]	[]	[9.08557]	[79]	[]	[46849041]
755_108	chr19	10251984	10252384	+	1000	316.0	[10.880985]	[101]	[10.880985]	[103]	[10252182]	[10252184]
755_10802	chr6	108074566	108074966	+	678	30.0	[]	[]	[9.08557]	[122]	[]	[108074772]
755_10831	chr7	106542497	106542897	+	801	30.0	[]	[]	[6.94984]	[86]	[]	[106542673]
755_10837	chr7	130135534	130135934	+	1000	30.0	[]	[]	[9.08557]	[148]	[]	[130135775]
755_10843	chr7	143263355	143263755	+	669	30.0	[10.880985, 9.08557]	[95, 133]	[]	[]	[143263549, 143263587]	[]
755_1085	chr19	55407675	55408075	+	1000	101.0	[10.880985]	[104]	[10.880985]	[106]	[55407869]	[55407871]
755_10863	chr8	56211572	56211972	+	1000	30.0	[10.880985]	[116]	[]	[]	[56211785]	[]
755_10870	chr8	141392394	141392794	+	946	30.0	[]	[]	[9.08557]	[224]	[]	[141392566]
755_10871	chr8	143398991	143399391	+	1000	30.0	[]	[]	[9.08557]	[90]	[]	[143399171]
755_10878	chr9	35617016	35617416	+	978	30.0	[10.880985]	[98]	[10.880985]	[100]	[35617201]	[35617203]
755_10882	chr9	68705696	68706096	+	931	30.0	[10.880985]	[119]	[]	[]	[68705898]	[]
755_10884	chr9	87726332	87726732	+	1000	30.0	[]	[]	[9.08557, 9.08557]	[75, 123]	[]	[87726494, 87726542]
755_1091	chr7	151519747	151520147	+	1000	101.0	[6.94984, 10.880985]	[95, 147]	[]	[]	[151519918, 151519970]	[]
755_10912	chrX	37847449	37847849	+	608	30.0	[]	[]	[9.08557, 9.08557]	[114, 155]	[]	[37847648, 37847689]
755_10914	chrX	48896971	48897371	+	617	30.0	[10.880985]	[127]	[]	[]	[48897154]	[]
755_10915	chrX	55000035	55000435	+	805	30.0	[]	[]	[9.08557]	[190]	[]	[55000285]
755_10916	chrX	103214894	103215294	+	581	30.0	[]	[]	[9.08557]	[154]	[]	[103215126]
755_10917	chrX	119943543	119943943	+	932	30.0	[]	[]	[8.028987]	[146]	[]	[119943777]
755_10963	chr1	68047290	68047690	+	701	29.0	[10.880985]	[111]	[8.745255]	[113]	[68047472]	[68047474]
755_1098	chr13	46052584	46052984	+	1000	100.0	[]	[]	[8.028987]	[112]	[]	[46052793]
755_10986	chr1	203026171	203026571	+	909	29.0	[]	[]	[8.028987]	[110]	[]	[203026368]
755_10989	chr1	205255949	205256349	+	865	29.0	[9.08557]	[142]	[]	[]	[205256151]	[]
755_11	chr4	119454511	119454911	+	1000	621.0	[10.880985, 9.08557]	[70, 95]	[10.880985, 9.08557]	[72, 122]	[119454680, 119454705]	[119454682, 119454732]
755_11003	chr1	244047601	244048001	+	958	29.0	[10.880985]	[116]	[8.745255]	[118]	[244047775]	[244047777]
755_11009	chr10	22340118	22340518	+	836	29.0	[10.880985]	[124]	[10.880985]	[126]	[22340331]	[22340333]
755_11011	chr10	30359909	30360309	+	980	29.0	[]	[]	[9.08557]	[83]	[]	[30360089]
755_1102	chr22	19397047	19397447	+	1000	100.0	[10.880985]	[103]	[]	[]	[19397243]	[]
755_11023	chr10	79178155	79178555	+	863	29.0	[9.08557]	[152]	[]	[]	[79178379]	[]
755_11025	chr10	84156801	84157201	+	911	29.0	[]	[]	[9.08557]	[75]	[]	[84156960]
755_11026	chr10	92574274	92574674	+	780	29.0	[]	[]	[8.745255]	[145]	[]	[92574482]
755_11027	chr10	99430501	99430901	+	845	29.0	[8.028987]	[212]	[]	[]	[99430743]	[]
755_11033	chr11	3841328	3841728	+	673	29.0	[]	[]	[8.028987]	[146]	[]	[3841536]
755_11040	chr11	64181507	64181907	+	713	29.0	[]	[]	[10.880985]	[108]	[]	[64181715]
755_11046	chr11	68038167	68038567	+	835	29.0	[9.08557]	[82]	[]	[]	[68038347]	[]
755_11049	chr11	86244479	86244879	+	942	29.0	[10.880985]	[162]	[]	[]	[86244704]	[]
755_1105	chr5	41925058	41925458	+	1000	100.0	[9.08557]	[104]	[9.08557]	[129]	[41925260]	[41925285]
755_1106	chr6	36594063	36594463	+	1000	100.0	[]	[]	[10.880985]	[117]	[]	[36594268]
755_1108	chr9	37465245	37465645	+	1000	100.0	[10.880985]	[103]	[8.745255]	[105]	[37465447]	[37465449]
755_1109	chr9	130860725	130861125	+	1000	100.0	[]	[]	[10.880985]	[159]	[]	[130860937]
755_1110	chr1	212035540	212035940	+	1000	99.0	[10.880985]	[100]	[10.880985]	[102]	[212035731]	[212035733]
755_1114	chr11	125592387	125592787	+	1000	99.0	[]	[]	[10.880985]	[89]	[]	[125592572]
755_11145	chr14	59483752	59484152	+	902	29.0	[9.08557]	[122]	[]	[]	[59483917]	[]
755_11147	chr14	96741383	96741783	+	615	29.0	[]	[]	[9.08557]	[126]	[]	[96741608]
755_1116	chr15	29269624	29270024	+	1000	99.0	[]	[]	[9.08557, 9.08557]	[120, 141]	[]	[29269830, 29269851]
755_11169	chr16	57810232	57810632	+	973	29.0	[9.08557]	[156]	[]	[]	[57810432]	[]
755_11178	chr17	4833128	4833528	+	969	29.0	[]	[]	[9.08557]	[103]	[]	[4833313]
755_11179	chr17	7242909	7243309	+	891	29.0	[]	[]	[9.08557]	[137]	[]	[7243060]
755_11188	chr17	58338078	58338478	+	981	29.0	[]	[]	[9.08557]	[116]	[]	[58338285]
755_1119	chr16	75623093	75623493	+	1000	99.0	[10.880985]	[106]	[10.880985]	[108]	[75623292]	[75623294]
755_11193	chr17	75753639	75754039	+	562	29.0	[]	[]	[9.08557]	[80]	[]	[75753816]
755_112	chr19	10416558	10416958	+	1000	315.0	[10.880985]	[120]	[9.08557, 10.880985, 9.08557, 10.880985]	[59, 89, 108, 122]	[10416770]	[10416709, 10416739, 10416758, 10416772]
755_11205	chr18	9685145	9685545	+	976	29.0	[10.880985]	[114]	[]	[]	[9685329]	[]
755_1121	chr22	41621047	41621447	+	1000	99.0	[9.08557, 10.880985]	[90, 118]	[]	[]	[41621224, 41621252]	[]
755_1122	chr4	41990290	41990690	+	1000	99.0	[8.745255, 10.880985]	[76, 116]	[10.880985]	[78]	[41990465, 41990505]	[41990467]
755_11220	chr19	11694886	11695286	+	818	29.0	[8.028987]	[83]	[]	[]	[11695056]	[]
755_11227	chr19	17680047	17680447	+	807	29.0	[]	[]	[8.028987]	[127]	[]	[17680267]
755_1123	chr4	83012893	83013293	+	1000	99.0	[9.08557]	[120]	[9.08557]	[78]	[83013108]	[83013066]
755_11246	chr19	50851591	50851991	+	901	29.0	[10.880985]	[107]	[10.880985]	[109]	[50851795]	[50851797]
755_11247	chr19	55175071	55175471	+	896	29.0	[]	[]	[9.08557]	[113]	[]	[55175263]
755_1125	chr6	27838145	27838545	+	1000	99.0	[10.880985, 10.880985]	[96, 132]	[8.745255, 8.745255]	[98, 134]	[27838339, 27838375]	[27838341, 27838377]
755_11255	chr2	42917414	42917814	+	574	29.0	[]	[]	[10.880985]	[106]	[]	[42917618]
755_11256	chr2	46940635	46941035	+	924	29.0	[10.880985]	[196]	[]	[]	[46940873]	[]
755_1126	chr6	32853841	32854241	+	1000	99.0	[]	[]	[8.028987]	[110]	[]	[32854047]
755_11267	chr2	158321191	158321591	+	770	29.0	[6.94984]	[119]	[]	[]	[158321408]	[]
755_11269	chr2	170235857	170236257	+	837	29.0	[9.08557, 10.880985]	[73, 85]	[]	[]	[170236026, 170236038]	[]
755_11276	chr2	200963292	200963692	+	995	29.0	[]	[]	[9.08557]	[137]	[]	[200963521]
755_11278	chr2	242088400	242088800	+	660	29.0	[]	[]	[9.08557]	[94]	[]	[242088583]
755_11280	chr20	23350159	23350559	+	957	29.0	[10.880985]	[179]	[]	[]	[23350384]	[]
755_114	chr19	29606081	29606481	+	1000	313.0	[]	[]	[9.08557]	[107]	[]	[29606286]
755_1140	chr4	82429322	82429722	+	1000	98.0	[10.880985]	[85]	[]	[]	[82429507]	[]
755_11402	chr4	122732466	122732866	+	968	29.0	[10.880985]	[109]	[]	[]	[122732647]	[]
755_11406	chr5	472796	473196	+	968	29.0	[]	[]	[9.08557]	[71]	[]	[472961]
755_1143	chr6	30327008	30327408	+	1000	98.0	[9.08557]	[192]	[10.880985]	[114]	[30327238]	[30327160]
755_11432	chr6	4358636	4359036	+	978	29.0	[9.08557]	[121]	[]	[]	[4358854]	[]
755_11433	chr6	4647579	4647979	+	923	29.0	[9.08557]	[99]	[]	[]	[4647764]	[]
755_11439	chr6	27250888	27251288	+	914	29.0	[10.880985]	[146]	[8.745255]	[148]	[27251116]	[27251118]
755_11443	chr6	31366954	31367354	+	832	29.0	[]	[]	[9.08557]	[169]	[]	[31367169]
755_11462	chr6	137805572	137805972	+	860	29.0	[10.880985]	[108]	[10.880985]	[110]	[137805767]	[137805769]
755_11485	chr7	73979081	73979481	+	842	29.0	[]	[]	[9.08557]	[116]	[]	[73979292]
755_115	chr22	26483656	26484056	+	1000	311.0	[10.880985, 10.880985]	[96, 123]	[10.880985]	[125]	[26483849, 26483876]	[26483878]
755_1150	chr10	14837865	14838265	+	1000	97.0	[9.08557]	[108]	[]	[]	[14838064]	[]
755_11506	chr7	139680743	139681143	+	908	29.0	[]	[]	[8.028987]	[163]	[]	[139680978]
755_1152	chr11	62621994	62622394	+	1000	97.0	[10.880985]	[113]	[10.880985]	[115]	[62622205]	[62622207]
755_11520	chr8	11862534	11862934	+	857	29.0	[]	[]	[10.880985]	[155]	[]	[11862768]
755_1153	chr12	133080680	133081080	+	1000	97.0	[10.880985]	[80]	[]	[]	[133080850]	[]
755_11534	chr8	127794307	127794707	+	949	29.0	[10.880985]	[107]	[10.880985]	[109]	[127794500]	[127794502]
755_11535	chr8	141001267	141001667	+	784	29.0	[]	[]	[6.94984]	[83]	[]	[141001450]
755_11541	chr9	35829014	35829414	+	734	29.0	[]	[]	[9.08557, 10.880985]	[111, 122]	[]	[35829223, 35829234]
755_11559	chr9	129482986	129483386	+	913	29.0	[]	[]	[8.028987]	[207]	[]	[129483237]
755_1156	chr19	39390533	39390933	+	1000	97.0	[10.880985, 10.880985]	[96, 124]	[8.028987, 10.880985]	[75, 98]	[39390722, 39390750]	[39390701, 39390724]
755_1157	chr19	45178072	45178472	+	1000	97.0	[]	[]	[9.08557]	[128]	[]	[45178296]
755_11582	chr1	1201308	1201708	+	675	28.0	[10.880985]	[123]	[9.08557]	[99]	[1201531]	[1201507]
755_116	chr12	111841778	111842178	+	1000	310.0	[10.880985]	[94]	[10.880985]	[96]	[111841971]	[111841973]
755_1161	chr6	27472713	27473113	+	1000	97.0	[10.880985]	[122]	[10.880985]	[124]	[27472930]	[27472932]
755_11610	chr1	25875508	25875908	+	658	28.0	[]	[]	[9.08557]	[160]	[]	[25875758]
755_1162	chr7	39733161	39733561	+	1000	97.0	[10.880985]	[113]	[10.880985]	[115]	[39733370]	[39733372]
755_1163	chr7	66654256	66654656	+	1000	97.0	[10.880985]	[119]	[]	[]	[66654469]	[]
755_1165	chr8	37747860	37748260	+	1000	97.0	[10.880985]	[108]	[10.880985]	[110]	[37748059]	[37748061]
755_11656	chr1	162790332	162790732	+	886	28.0	[]	[]	[9.08557]	[144]	[]	[162790574]
755_11671	chr1	225444780	225445180	+	891	28.0	[8.028987]	[93]	[]	[]	[225444941]	[]
755_11678	chr10	683378	683778	+	868	28.0	[]	[]	[10.880985]	[71]	[]	[683544]
755_1168	chr1	109090478	109090878	+	1000	96.0	[]	[]	[8.745255]	[89]	[]	[109090666]
755_11680	chr10	6678157	6678557	+	929	28.0	[]	[]	[8.028987]	[123]	[]	[6678359]
755_11683	chr10	31133635	31134035	+	792	28.0	[]	[]	[10.880985]	[104]	[]	[31133838]
755_1169	chr1	143245630	143246030	+	1000	96.0	[8.028987]	[66]	[]	[]	[143245796]	[]
755_11693	chr10	72097666	72098066	+	892	28.0	[10.880985]	[130]	[8.745255]	[132]	[72097867]	[72097869]
755_1170	chr12	57459108	57459508	+	1000	96.0	[10.880985]	[106]	[]	[]	[57459309]	[]
755_11703	chr10	99732044	99732444	+	743	28.0	[9.08557]	[191]	[]	[]	[99732267]	[]
755_11706	chr11	615513	615913	+	854	28.0	[]	[]	[10.880985]	[55]	[]	[615668]
755_11717	chr11	47269951	47270351	+	853	28.0	[9.08557]	[140]	[]	[]	[47270187]	[]
755_11727	chr11	70111581	70111981	+	864	28.0	[]	[]	[9.08557]	[146]	[]	[70111793]
755_1173	chr16	89217445	89217845	+	1000	96.0	[9.08557]	[115]	[]	[]	[89217653]	[]
755_11741	chr12	52051192	52051592	+	798	28.0	[]	[]	[9.08557, 9.08557]	[89, 118]	[]	[52051371, 52051400]
755_1175	chr18	26226148	26226548	+	1000	96.0	[10.880985]	[99]	[10.880985]	[101]	[26226342]	[26226344]
755_11752	chr12	122399844	122400244	+	757	28.0	[8.745255]	[113]	[8.745255]	[115]	[122400035]	[122400037]
755_11755	chr12	127146060	127146460	+	543	28.0	[8.028987]	[130]	[]	[]	[127146242]	[]
755_1176	chr19	14006138	14006538	+	1000	96.0	[8.745255]	[103]	[10.880985]	[105]	[14006338]	[14006340]
755_1177	chr2	2573922	2574322	+	1000	96.0	[10.880985, 10.880985, 10.880985]	[119, 168, 203]	[]	[]	[2574088, 2574137, 2574172]	[]
755_1178	chr2	20051836	20052236	+	1000	96.0	[]	[]	[9.08557]	[108]	[]	[20052034]
755_118	chr1	26169637	26170037	+	1000	309.0	[10.880985, 10.880985]	[73, 118]	[10.880985]	[120]	[26169801, 26169846]	[26169848]
755_1180	chr20	17968654	17969054	+	1000	96.0	[10.880985]	[103]	[10.880985]	[105]	[17968856]	[17968858]
755_1183	chr6	44246801	44247201	+	1000	96.0	[10.880985]	[72]	[10.880985]	[74]	[44246970]	[44246972]
755_11837	chr15	74906377	74906777	+	823	28.0	[]	[]	[9.08557]	[141]	[]	[74906614]
755_11876	chr17	17281126	17281526	+	739	28.0	[]	[]	[10.880985]	[73]	[]	[17281293]
755_11877	chr17	20320931	20321331	+	915	28.0	[10.880985]	[69]	[10.880985]	[71]	[20321098]	[20321100]
755_11879	chr17	28734780	28735180	+	877	28.0	[]	[]	[8.028987]	[90]	[]	[28734943]
755_1188	chr1	114581544	114581944	+	1000	95.0	[10.880985, 10.880985]	[113, 201]	[8.745255]	[203]	[114581695, 114581783]	[114581785]
755_11889	chr17	44041395	44041795	+	887	28.0	[]	[]	[10.880985]	[108]	[]	[44041599]
755_1189	chr10	18651437	18651837	+	1000	95.0	[8.745255]	[102]	[10.880985]	[104]	[18651637]	[18651639]
755_11893	chr17	49926944	49927344	+	642	28.0	[10.880985]	[104]	[]	[]	[49927109]	[]
755_119	chr17	59565382	59565782	+	1000	309.0	[]	[]	[10.880985]	[121]	[]	[59565589]
755_11917	chr18	58118088	58118488	+	823	28.0	[8.745255, 10.880985]	[62, 134]	[]	[]	[58118239, 58118311]	[]
755_1192	chr17	27293839	27294239	+	1000	95.0	[10.880985]	[114]	[10.880985]	[116]	[27294050]	[27294052]
755_11927	chr19	2977178	2977578	+	572	28.0	[]	[]	[6.94984]	[103]	[]	[2977362]
755_11939	chr19	39403777	39404177	+	882	28.0	[]	[]	[8.028987]	[104]	[]	[39403941]
755_1194	chr18	21600556	21600956	+	1000	95.0	[]	[]	[8.028987]	[126]	[]	[21600770]
755_11941	chr19	39539999	39540399	+	870	28.0	[]	[]	[6.94984]	[104]	[]	[39540199]
755_1196	chr2	73926618	73927018	+	1000	95.0	[8.028987, 8.745255]	[102, 113]	[10.880985]	[115]	[73926808, 73926819]	[73926821]
755_11967	chr2	45611043	45611443	+	885	28.0	[]	[]	[10.880985]	[151]	[]	[45611232]
755_11970	chr2	66481136	66481536	+	903	28.0	[10.880985]	[171]	[]	[]	[66481370]	[]
755_11972	chr2	68467329	68467729	+	900	28.0	[]	[]	[9.08557]	[124]	[]	[68467527]
755_11978	chr2	84926903	84927303	+	689	28.0	[8.028987]	[102]	[]	[]	[84927071]	[]
755_1199	chr4	99563859	99564259	+	1000	95.0	[6.94984, 8.745255]	[77, 107]	[10.880985]	[109]	[99564031, 99564061]	[99564063]
755_11990	chr2	168802320	168802720	+	902	28.0	[10.880985]	[132]	[]	[]	[168802534]	[]
755_12006	chr21	9767518	9767918	+	900	28.0	[9.08557]	[149]	[]	[]	[9767754]	[]
755_1201	chr7	100081678	100082078	+	1000	95.0	[9.08557]	[135]	[]	[]	[100081892]	[]
755_12016	chr21	45452212	45452612	+	929	28.0	[10.880985]	[188]	[]	[]	[45452402]	[]
755_1202	chrX	103554781	103555181	+	1000	95.0	[10.880985]	[113]	[8.028987, 10.880985]	[86, 115]	[103554980]	[103554953, 103554982]
755_1206	chr16	20900285	20900685	+	1000	94.0	[]	[]	[9.08557]	[116]	[]	[20900496]
755_1207	chr17	63849003	63849403	+	1000	94.0	[]	[]	[9.08557]	[139]	[]	[63849223]
755_12085	chr22	36455010	36455410	+	675	28.0	[8.028987]	[97]	[]	[]	[36455206]	[]
755_1209	chr2	88691406	88691806	+	1000	94.0	[]	[]	[6.94984]	[124]	[]	[88691630]
755_12091	chr3	10005990	10006390	+	913	28.0	[10.880985]	[168]	[10.880985]	[170]	[10006232]	[10006234]
755_12107	chr3	97971825	97972225	+	940	28.0	[]	[]	[8.028987]	[158]	[]	[97972075]
755_12113	chr3	133806052	133806452	+	857	28.0	[6.94984]	[114]	[8.028987]	[99]	[133806257]	[133806242]
755_12116	chr3	140942498	140942898	+	791	28.0	[]	[]	[10.880985]	[112]	[]	[140942670]
755_1213	chr5	146182625	146183025	+	1000	94.0	[10.880985]	[85]	[10.880985]	[87]	[146182804]	[146182806]
755_1215	chr6	31776939	31777339	+	1000	94.0	[10.880985]	[116]	[10.880985]	[118]	[31777147]	[31777149]
755_12151	chr5	96408138	96408538	+	869	28.0	[10.880985]	[94]	[10.880985]	[96]	[96408329]	[96408331]
