#PeakID(python identify_motif.py ./ENCODE_processed_files/ELF4_idr.fa ELF4 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
765_10428	chr6	157667146	157667546	+	947	34.5	[4.7415504]	[233]	[]	[]	[157667393]	[]
765_1043	chr11	66344909	66345309	+	1000	150.0	[]	[]	[9.112275]	[100]	[]	[66345108]
765_10443	chr7	151078155	151078555	+	926	34.5	[]	[]	[4.9548545]	[203]	[]	[151078371]
765_10444	chr7	155003795	155004195	+	724	34.5	[11.206578]	[220]	[4.7689815]	[154]	[155004036]	[155003970]
765_10445	chr8	20223754	20224154	+	977	34.5	[]	[]	[15.167078]	[150]	[]	[20223983]
765_10457	chrX	13653282	13653682	+	1000	34.5	[7.5031548, 6.1339583]	[82, 106]	[]	[]	[13653460, 13653484]	[]
765_1046	chr2	27356556	27356956	+	1000	150.0	[13.003143]	[140]	[8.326844]	[138]	[27356753]	[27356751]
765_10460	chrX	51802825	51803225	+	944	34.5	[8.948737, 5.7060695]	[95, 105]	[5.5542097]	[146]	[51803002, 51803012]	[51803053]
765_10461	chrX	55451844	55452244	+	610	34.5	[10.729265]	[116]	[8.93221]	[145]	[55452051]	[55452080]
765_10465	chr1	11787117	11787517	+	1000	34.0	[11.120997]	[129]	[]	[]	[11787333]	[]
765_10467	chr1	18907458	18907858	+	1000	34.0	[5.576389, 5.6916966]	[106, 114]	[]	[]	[18907622, 18907630]	[]
765_10469	chr1	21175261	21175661	+	963	34.0	[5.3301306]	[171]	[8.93221]	[214]	[21175457]	[21175500]
765_1047	chr2	105337112	105337512	+	1000	150.0	[4.7287493]	[118]	[]	[]	[105337320]	[]
765_10474	chr1	100352912	100353312	+	778	34.0	[]	[]	[10.830605]	[186]	[]	[100353163]
765_1048	chr2	219498675	219499075	+	1000	150.0	[5.59008]	[123]	[]	[]	[219498884]	[]
765_105	chr6	159790242	159790642	+	1000	377.5	[]	[]	[18.177921]	[120]	[]	[159790440]
765_1050	chr1	160343114	160343514	+	1000	149.5	[]	[]	[11.206578]	[82]	[]	[160343288]
765_1052	chr1	225999458	225999858	+	1000	149.5	[]	[]	[5.526778]	[118]	[]	[225999618]
765_10523	chr12	110269523	110269923	+	1000	34.0	[5.980667]	[261]	[]	[]	[110269736]	[]
765_10524	chr12	111636577	111636977	+	967	34.0	[6.4854116]	[138]	[]	[]	[111636789]	[]
765_1053	chr2	44167911	44168311	+	1000	149.5	[]	[]	[11.990436]	[145]	[]	[44168118]
765_10534	chr14	72925293	72925693	+	907	34.0	[]	[]	[10.32586]	[113]	[]	[72925504]
765_10539	chr15	55408273	55408673	+	993	34.0	[5.219472, 5.3934865]	[72, 146]	[10.346185]	[144]	[55408433, 55408507]	[55408505]
765_1054	chr7	44490669	44491069	+	1000	149.5	[10.389161]	[91]	[]	[]	[44490840]	[]
765_10558	chr17	45394938	45395338	+	864	34.0	[5.526778]	[80]	[]	[]	[45395089]	[]
765_10559	chr17	55817204	55817604	+	993	34.0	[5.201325, 7.99881]	[66, 118]	[]	[]	[55817355, 55817407]	[]
765_10573	chr19	35003298	35003698	+	1000	34.0	[]	[]	[8.93221]	[130]	[]	[35003485]
765_1058	chr17	8190073	8190473	+	1000	149.0	[14.216931, 9.941657]	[117, 126]	[]	[]	[8190289, 8190298]	[]
765_10586	chr2	61018143	61018543	+	1000	34.0	[6.6380987]	[87]	[]	[]	[61018310]	[]
765_10589	chr2	86442587	86442987	+	918	34.0	[]	[]	[4.9192886]	[112]	[]	[86442778]
765_1059	chr19	52638126	52638526	+	1000	149.0	[]	[]	[14.28685]	[124]	[]	[52638344]
765_10590	chr2	100381209	100381609	+	796	34.0	[]	[]	[5.2042937, 12.04467]	[105, 159]	[]	[100381402, 100381456]
765_10595	chr2	219229684	219230084	+	928	34.0	[]	[]	[6.2403955]	[142]	[]	[219229885]
765_1060	chr22	23223862	23224262	+	1000	149.0	[5.9723406]	[143]	[]	[]	[23224099]	[]
765_10604	chr21	29289261	29289661	+	853	34.0	[]	[]	[7.5501094]	[161]	[]	[29289471]
765_10617	chr3	15797841	15798241	+	1000	34.0	[]	[]	[6.7682753]	[142]	[]	[15798000]
765_1062	chr1	109548354	109548754	+	1000	148.5	[11.625742]	[139]	[5.834971]	[163]	[109548560]	[109548584]
765_10620	chr3	41117353	41117753	+	854	34.0	[]	[]	[6.8700957]	[137]	[]	[41117549]
765_10621	chr3	42870336	42870736	+	792	34.0	[]	[]	[18.177921]	[111]	[]	[42870510]
765_10625	chr3	129440162	129440562	+	1000	34.0	[4.88202]	[211]	[]	[]	[129440397]	[]
765_10630	chr4	109561102	109561502	+	817	34.0	[]	[]	[12.04467]	[154]	[]	[109561348]
765_10634	chr5	43772718	43773118	+	976	34.0	[12.04467]	[169]	[]	[]	[43772955]	[]
765_10639	chr5	143207961	143208361	+	1000	34.0	[]	[]	[7.255535]	[147]	[]	[143208148]
765_10641	chr6	3291933	3292333	+	778	34.0	[]	[]	[5.067612]	[215]	[]	[3292182]
765_10647	chr6	30882920	30883320	+	988	34.0	[]	[]	[8.144602]	[237]	[]	[30883158]
765_10656	chr6	79152386	79152786	+	561	34.0	[10.760686]	[121]	[]	[]	[79152566]	[]
765_10678	chr8	144324089	144324489	+	979	34.0	[6.869615]	[119]	[]	[]	[144324305]	[]
765_10679	chr9	33024846	33025246	+	1000	34.0	[]	[]	[7.255535]	[125]	[]	[33025032]
765_10681	chr9	114398232	114398632	+	581	34.0	[5.618013]	[172]	[]	[]	[114398404]	[]
765_10695	chrX	74614442	74614842	+	1000	34.0	[12.04467]	[111]	[]	[]	[74614629]	[]
765_107	chr1	161153775	161154175	+	1000	377.0	[]	[]	[15.06546]	[93]	[]	[161153966]
765_10700	chr1	12496322	12496722	+	945	33.5	[]	[]	[6.6380987]	[69]	[]	[12496489]
765_10711	chr1	91404974	91405374	+	865	33.5	[]	[]	[11.206578]	[123]	[]	[91405142]
765_10726	chr10	49299035	49299435	+	898	33.5	[]	[]	[6.995332]	[143]	[]	[49299247]
765_1073	chr6	159789532	159789932	+	1000	148.0	[7.383167]	[107]	[]	[]	[159789706]	[]
765_10731	chr10	95266708	95267108	+	892	33.5	[8.093627]	[126]	[]	[]	[95266915]	[]
765_10733	chr10	112183802	112184202	+	963	33.5	[5.3934865]	[137]	[]	[]	[112184016]	[]
765_10734	chr10	113854079	113854479	+	862	33.5	[]	[]	[9.449415]	[138]	[]	[113854303]
765_1074	chr7	101217868	101218268	+	1000	148.0	[13.841725]	[165]	[]	[]	[101218113]	[]
765_10746	chr12	1648513	1648913	+	842	33.5	[8.359121]	[63]	[13.003346]	[74]	[1648676]	[1648687]
765_1075	chr1	179365753	179366153	+	1000	147.5	[7.648226]	[138]	[]	[]	[179365974]	[]
765_10750	chr12	49090232	49090632	+	664	33.5	[6.8348002]	[208]	[5.5967045]	[205]	[49090444]	[49090441]
765_1077	chr15	43330403	43330803	+	1000	147.5	[]	[]	[6.9788046, 16.013987]	[98, 127]	[]	[43330599, 43330628]
765_10770	chr15	101333952	101334352	+	936	33.5	[8.948737]	[152]	[]	[]	[101334172]	[]
765_10771	chr16	14974612	14975012	+	785	33.5	[13.3788395]	[128]	[]	[]	[14974792]	[]
765_10775	chr16	25106926	25107326	+	965	33.5	[]	[]	[11.625742]	[201]	[]	[25107145]
765_10778	chr16	30444633	30445033	+	874	33.5	[]	[]	[7.3150167]	[170]	[]	[30444856]
765_1078	chr19	10653677	10654077	+	1000	147.5	[]	[]	[6.2263775]	[65]	[]	[10653836]
765_10781	chr16	46972420	46972820	+	973	33.5	[12.04467]	[118]	[9.338839]	[104]	[46972618]	[46972604]
765_10784	chr16	87777817	87778217	+	876	33.5	[]	[]	[8.144602]	[107]	[]	[87777987]
765_1079	chr1	31788388	31788788	+	1000	147.0	[]	[]	[13.501622]	[133]	[]	[31788608]
765_10792	chr17	47240114	47240514	+	965	33.5	[7.245589, 7.118789]	[67, 84]	[5.8655114]	[160]	[47240269, 47240286]	[47240362]
765_1080	chr1	173867887	173868287	+	1000	147.0	[5.9933476]	[161]	[]	[]	[173868050]	[]
765_10801	chr19	1812500	1812900	+	982	33.5	[4.91621]	[151]	[]	[]	[1812663]	[]
765_10810	chr2	71000990	71001390	+	991	33.5	[5.052971, 9.922594]	[181, 203]	[]	[]	[71001209, 71001231]	[]
765_10820	chr2	232550515	232550915	+	998	33.5	[8.094118]	[114]	[]	[]	[232550678]	[]
765_1083	chr17	51260162	51260562	+	1000	147.0	[12.105591]	[124]	[]	[]	[51260367]	[]
765_10838	chr4	6942085	6942485	+	905	33.5	[]	[]	[6.6380987]	[169]	[]	[6942306]
765_10863	chr6	28880811	28881211	+	993	33.5	[5.7060695]	[162]	[]	[]	[28881021]	[]
765_10868	chr6	34248840	34249240	+	1000	33.5	[8.713946]	[164]	[]	[]	[34249087]	[]
765_10875	chr6	125157264	125157664	+	788	33.5	[12.04467]	[110]	[]	[]	[125157440]	[]
765_10877	chr6	139375923	139376323	+	991	33.5	[]	[]	[6.655973, 10.760686]	[160, 203]	[]	[139376107, 139376150]
765_10906	chr9	110257868	110258268	+	681	33.5	[7.3766975]	[205]	[]	[]	[110258117]	[]
765_10914	chrX	110194961	110195361	+	1000	33.5	[]	[]	[12.909726]	[178]	[]	[110195186]
765_10917	chr1	1433161	1433561	+	891	33.0	[]	[]	[8.161925]	[111]	[]	[1433360]
765_10922	chr1	31101059	31101459	+	974	33.0	[4.933512]	[99]	[]	[]	[31101226]	[]
765_10924	chr1	67735939	67736339	+	841	33.0	[6.3768682]	[114]	[5.9723406]	[123]	[67736090]	[67736099]
765_10933	chr1	204566193	204566593	+	987	33.0	[]	[]	[8.144602]	[69]	[]	[204566347]
765_1094	chr22	38057083	38057483	+	1000	146.5	[6.2403955]	[215]	[5.5542097]	[176]	[38057307]	[38057268]
765_10940	chr10	22391467	22391867	+	570	33.0	[4.7575436]	[111]	[]	[]	[22391633]	[]
765_10941	chr10	28808098	28808498	+	978	33.0	[5.9616046]	[139]	[]	[]	[28808313]	[]
765_10951	chr11	9613288	9613688	+	972	33.0	[]	[]	[7.2299266]	[208]	[]	[9613515]
765_10956	chr11	63840074	63840474	+	976	33.0	[]	[]	[9.112275]	[80]	[]	[63840251]
765_1096	chr1	36385891	36386291	+	1000	146.0	[]	[]	[5.7060695]	[72]	[]	[36386048]
765_10966	chr12	69470195	69470595	+	978	33.0	[15.081987]	[119]	[]	[]	[69470371]	[]
765_10977	chr15	55290131	55290531	+	981	33.0	[]	[]	[6.688029]	[189]	[]	[55290367]
765_1098	chr1	200620611	200621011	+	1000	146.0	[15.081987]	[113]	[]	[]	[200620819]	[]
765_10980	chr16	5071922	5072322	+	788	33.0	[11.609216]	[166]	[]	[]	[5072134]	[]
765_10983	chr16	67246195	67246595	+	838	33.0	[4.984881]	[69]	[]	[]	[67246356]	[]
765_10987	chr16	88151143	88151543	+	853	33.0	[9.112275]	[151]	[]	[]	[88151362]	[]
765_10989	chr17	4838363	4838763	+	941	33.0	[5.9616046]	[178]	[]	[]	[4838582]	[]
765_1099	chr19	48965228	48965628	+	1000	146.0	[]	[]	[10.135321, 5.400049]	[150, 181]	[]	[48965421, 48965452]
765_10993	chr17	29568296	29568696	+	944	33.0	[]	[]	[5.262917]	[227]	[]	[29568531]
765_11	chr12	6852314	6852714	+	1000	643.5	[11.190916]	[101]	[]	[]	[6852469]	[]
765_110	chr1	203861383	203861783	+	1000	374.0	[13.003143]	[145]	[12.8932, 12.114589]	[124, 130]	[203861604]	[203861583, 203861589]
765_11003	chr18	839955	840355	+	763	33.0	[8.094118]	[164]	[]	[]	[840197]	[]
765_1101	chr1	28581693	28582093	+	1000	145.5	[5.1966815]	[183]	[]	[]	[28581923]	[]
765_1102	chr1	54764496	54764896	+	1000	145.5	[13.003143, 13.003143]	[60, 142]	[]	[]	[54764649, 54764731]	[]
765_11025	chr2	64260760	64261160	+	929	33.0	[5.9723406, 6.1703334, 6.3369546]	[57, 127, 133]	[]	[]	[64260912, 64260982, 64260988]	[]
765_1103	chr11	61362159	61362559	+	1000	145.5	[6.8156576, 9.112072]	[107, 127]	[13.003143, 9.112072]	[105, 125]	[61362350, 61362370]	[61362348, 61362368]
765_11031	chr2	96260385	96260785	+	783	33.0	[4.9250174]	[76]	[]	[]	[96260557]	[]
765_11032	chr2	111416393	111416793	+	848	33.0	[9.797266]	[128]	[5.253919]	[78]	[111416611]	[111416561]
765_11044	chr20	53865796	53866196	+	979	33.0	[]	[]	[9.042153]	[88]	[]	[53865978]
765_11046	chr22	21593715	21594115	+	818	33.0	[]	[]	[5.7060695]	[159]	[]	[21593931]
765_1106	chr16	2682251	2682651	+	1000	145.5	[5.800007, 5.2577014]	[62, 154]	[11.609216]	[69]	[2682408, 2682500]	[2682415]
765_11061	chr3	113019278	113019678	+	924	33.0	[7.4644446, 6.688029]	[74, 131]	[]	[]	[113019443, 113019500]	[]
765_11078	chr5	73496844	73497244	+	977	33.0	[7.7995486]	[131]	[]	[]	[73497062]	[]
765_1108	chr19	44890425	44890825	+	1000	145.5	[]	[]	[16.005661]	[135]	[]	[44890643]
765_11084	chr5	172772379	172772779	+	958	33.0	[]	[]	[5.331751]	[150]	[]	[172772623]
765_11085	chr5	178212853	178213253	+	982	33.0	[]	[]	[8.315406]	[98]	[]	[178213045]
765_1109	chr2	159497179	159497579	+	1000	145.5	[12.052997]	[104]	[5.0411386, 11.206088]	[158, 195]	[159497337]	[159497391, 159497428]
765_11098	chr6	43723868	43724268	+	810	33.0	[]	[]	[9.162314]	[227]	[]	[43724032]
765_1110	chr21	14546176	14546576	+	1000	145.5	[]	[]	[7.648226]	[108]	[]	[14546381]
765_11104	chr7	74254430	74254830	+	982	33.0	[]	[]	[4.920305]	[144]	[]	[74254614]
765_1111	chr6	42979049	42979449	+	1000	145.5	[]	[]	[9.002129]	[85]	[]	[42979232]
765_11114	chr7	150448749	150449149	+	924	33.0	[8.157282]	[122]	[]	[]	[150448914]	[]
765_11115	chr7	151010900	151011300	+	965	33.0	[7.368371]	[78]	[]	[]	[151011077]	[]
765_1112	chr6	169751363	169751763	+	1000	145.5	[6.8101335]	[113]	[]	[]	[169751533]	[]
765_1113	chr8	53843110	53843510	+	1000	145.5	[7.7181444]	[128]	[]	[]	[53843317]	[]
765_11134	chr1	20522340	20522740	+	790	32.5	[6.932916]	[163]	[]	[]	[20522589]	[]
765_11136	chr1	26122169	26122569	+	867	32.5	[]	[]	[6.280277]	[151]	[]	[26122397]
765_11149	chr1	183470001	183470401	+	894	32.5	[7.4666395]	[137]	[]	[]	[183470227]	[]
765_1115	chr11	61834544	61834944	+	1000	145.0	[]	[]	[12.04467]	[101]	[]	[61834736]
765_11159	chr10	70693698	70694098	+	872	32.5	[]	[]	[10.32586]	[106]	[]	[70693855]
765_11167	chr11	18394491	18394891	+	678	32.5	[5.4551673]	[217]	[6.2403955]	[215]	[18394737]	[18394735]
765_11168	chr11	34438432	34438832	+	977	32.5	[6.232069]	[141]	[]	[]	[34438654]	[]
765_1118	chr2	112683762	112684162	+	1000	145.0	[]	[]	[12.04467]	[147]	[]	[112683984]
765_11187	chr13	33817860	33818260	+	911	32.5	[5.3240585]	[120]	[]	[]	[33818062]	[]
765_11196	chr16	77522	77922	+	974	32.5	[]	[]	[12.052997]	[115]	[]	[77726]
765_11198	chr16	4183152	4183552	+	949	32.5	[]	[]	[7.541783]	[147]	[]	[4183349]
765_1120	chr6	85593918	85594318	+	1000	145.0	[7.3065095]	[174]	[]	[]	[85594136]	[]
765_11208	chr17	15490785	15491185	+	844	32.5	[]	[]	[6.869615, 7.541783]	[85, 119]	[]	[15490968, 15491002]
765_11209	chr17	38509366	38509766	+	963	32.5	[4.7056804]	[98]	[]	[]	[38509547]	[]
765_1121	chr1	36149415	36149815	+	1000	144.5	[]	[]	[6.188624]	[126]	[]	[36149631]
765_11218	chr18	1464420	1464820	+	665	32.5	[]	[]	[5.9723406]	[155]	[]	[1464669]
765_11220	chr18	9609222	9609622	+	741	32.5	[9.018655]	[76]	[]	[]	[9609382]	[]
765_11224	chr19	6532637	6533037	+	947	32.5	[]	[]	[11.206578]	[100]	[]	[6532833]
765_11228	chr19	12495371	12495771	+	649	32.5	[8.078456, 8.875952]	[74, 82]	[]	[]	[12495540, 12495548]	[]
765_1123	chr1	235367254	235367654	+	1000	144.5	[]	[]	[9.922594]	[95]	[]	[235367420]
765_11239	chr19	48614630	48615030	+	800	32.5	[]	[]	[5.2466607]	[124]	[]	[48614792]
765_11245	chr2	3780711	3781111	+	892	32.5	[6.9308133]	[113]	[5.3778486]	[126]	[3780914]	[3780927]
765_11251	chr2	44362656	44363056	+	885	32.5	[7.383167]	[124]	[]	[]	[44362849]	[]
765_11253	chr2	85420608	85421008	+	974	32.5	[6.61811]	[140]	[]	[]	[85420787]	[]
765_11260	chr20	47502737	47503137	+	862	32.5	[9.112275]	[118]	[]	[]	[47502930]	[]
765_11264	chr21	17819548	17819948	+	890	32.5	[]	[]	[5.219472]	[114]	[]	[17819755]
765_1127	chr2	28870441	28870841	+	1000	144.5	[13.003346]	[144]	[]	[]	[28870658]	[]
765_11270	chr22	21698759	21699159	+	769	32.5	[]	[]	[4.886349]	[126]	[]	[21698978]
765_11280	chr3	52052790	52053190	+	907	32.5	[]	[]	[12.04467]	[121]	[]	[52053010]
