#PeakID(python identify_motif.py ./ENCODE_processed_files/MEF2A_idr.fa MEF2A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
9_10156	chr6	33506160	33506560	+	820	29.0	[]	[]	[14.001035]	[99]	[]	[33506352]
9_10158	chr6	36960709	36961109	+	1000	29.0	[7.588517]	[141]	[]	[]	[36960917]	[]
9_10165	chr6	42136342	42136742	+	1000	29.0	[5.6466813, 6.319079]	[63, 97]	[]	[]	[42136501, 42136535]	[]
9_1017	chr11	67257624	67258024	+	1000	93.0	[]	[]	[10.04188]	[111]	[]	[67257832]
9_10170	chr6	49649941	49650341	+	1000	29.0	[]	[]	[5.987794]	[131]	[]	[49650137]
9_10172	chr6	67879069	67879469	+	1000	29.0	[]	[]	[6.037064]	[141]	[]	[67879265]
9_10174	chr6	70241940	70242340	+	1000	29.0	[7.8419547]	[109]	[]	[]	[70242127]	[]
9_10175	chr6	85658072	85658472	+	1000	29.0	[6.6259375]	[148]	[9.709194]	[148]	[85658291]	[85658291]
9_10177	chr6	99516030	99516430	+	996	29.0	[6.9096017, 6.0647836]	[90, 158]	[]	[]	[99516208, 99516276]	[]
9_1018	chr12	92002246	92002646	+	1000	93.0	[]	[]	[6.0057917, 16.258217]	[69, 102]	[]	[92002409, 92002442]
9_10180	chr6	110807066	110807466	+	907	29.0	[17.315159]	[118]	[]	[]	[110807282]	[]
9_10181	chr6	111377532	111377932	+	1000	29.0	[]	[]	[8.639337]	[146]	[]	[111377703]
9_10182	chr6	118629766	118630166	+	848	29.0	[]	[]	[7.471963, 12.991903]	[104, 130]	[]	[118629952, 118629978]
9_10183	chr6	119129866	119130266	+	563	29.0	[7.886566]	[157]	[6.0057917, 6.3096714]	[151, 189]	[119130052]	[119130046, 119130084]
9_10185	chr6	125174565	125174965	+	1000	29.0	[]	[]	[7.8381796]	[106]	[]	[125174771]
9_10186	chr6	129671707	129672107	+	1000	29.0	[9.151792]	[109]	[]	[]	[129671914]	[]
9_1019	chr13	79385804	79386204	+	1000	93.0	[6.8127646]	[149]	[]	[]	[79386052]	[]
9_10191	chr6	144123863	144124263	+	689	29.0	[11.830152]	[134]	[]	[]	[144124072]	[]
9_10199	chr6	169722527	169722927	+	1000	29.0	[5.939811]	[214]	[]	[]	[169722742]	[]
9_102	chr18	46711404	46711804	+	1000	312.0	[]	[]	[14.380129]	[85]	[]	[46711587]
9_1020	chr14	69629179	69629579	+	1000	93.0	[]	[]	[11.607512]	[98]	[]	[69629372]
9_10201	chr7	2558149	2558549	+	1000	29.0	[15.811725]	[76]	[8.015269]	[76]	[2558313]	[2558313]
9_10204	chr7	7182098	7182498	+	1000	29.0	[]	[]	[6.0719905]	[88]	[]	[7182266]
9_10206	chr7	32747397	32747797	+	935	29.0	[]	[]	[13.067403]	[123]	[]	[32747583]
9_10209	chr7	66937189	66937589	+	647	29.0	[]	[]	[16.258217]	[64]	[]	[66937341]
9_1021	chr17	83056046	83056446	+	1000	93.0	[]	[]	[12.54541]	[112]	[]	[83056258]
9_10212	chr7	77911745	77912145	+	949	29.0	[12.91896]	[153]	[5.877043, 5.7580857]	[87, 153]	[77911973]	[77911907, 77911973]
9_10215	chr7	99557328	99557728	+	969	29.0	[]	[]	[5.92816]	[167]	[]	[99557509]
9_1022	chr19	40005692	40006092	+	1000	93.0	[17.315159]	[108]	[6.4920115]	[118]	[40005882]	[40005892]
9_10223	chr7	106659305	106659705	+	1000	29.0	[6.996926, 10.218181]	[91, 123]	[]	[]	[106659461, 106659493]	[]
9_10225	chr7	116950863	116951263	+	1000	29.0	[]	[]	[6.575119]	[146]	[]	[116951079]
9_10226	chr7	117015419	117015819	+	1000	29.0	[9.23018]	[114]	[]	[]	[117015611]	[]
9_10227	chr7	118184634	118185034	+	1000	29.0	[14.048844]	[66]	[]	[]	[118184800]	[]
9_10228	chr7	119883445	119883845	+	1000	29.0	[]	[]	[5.85039]	[97]	[]	[119883638]
9_1023	chr19	47779838	47780238	+	1000	93.0	[9.364033]	[111]	[]	[]	[47780042]	[]
9_10232	chr7	129644616	129645016	+	1000	29.0	[5.765526, 5.7580857]	[118, 133]	[12.91896]	[133]	[129644832, 129644847]	[129644847]
9_10235	chr7	130124670	130125070	+	1000	29.0	[8.405594]	[143]	[]	[]	[130124889]	[]
9_10238	chr7	131026239	131026639	+	810	29.0	[5.6707325]	[116]	[]	[]	[131026445]	[]
9_1024	chr2	157929921	157930321	+	1000	93.0	[5.752968]	[62]	[]	[]	[157930083]	[]
9_1025	chr22	22110903	22111303	+	1000	93.0	[]	[]	[11.110511]	[111]	[]	[22111107]
9_10250	chr7	149600563	149600963	+	1000	29.0	[]	[]	[16.258217]	[137]	[]	[149600782]
9_10253	chr7	151027873	151028273	+	1000	29.0	[]	[]	[6.4101615]	[149]	[]	[151028058]
9_10256	chr7	151187656	151188056	+	950	29.0	[14.754784]	[115]	[]	[]	[151187854]	[]
9_10258	chr7	152314095	152314495	+	1000	29.0	[]	[]	[6.7696204]	[96]	[]	[152314268]
9_1026	chr3	23739515	23739915	+	1000	93.0	[17.315159]	[83]	[12.16521]	[103]	[23739668]	[23739688]
9_10261	chr8	8806967	8807367	+	1000	29.0	[]	[]	[8.621973]	[145]	[]	[8807177]
9_10263	chr8	66101185	66101585	+	1000	29.0	[6.3821535]	[100]	[]	[]	[66101363]	[]
9_10264	chr8	73702631	73703031	+	998	29.0	[13.469811]	[174]	[5.673355]	[174]	[73702866]	[73702866]
9_10266	chr8	95936412	95936812	+	879	29.0	[13.356004]	[225]	[]	[]	[95936661]	[]
9_10269	chr8	109520919	109521319	+	576	29.0	[6.8660583]	[128]	[]	[]	[109521139]	[]
9_1027	chr4	78691924	78692324	+	1000	93.0	[5.587118]	[116]	[]	[]	[78692127]	[]
9_10270	chr8	115658169	115658569	+	781	29.0	[10.363728]	[205]	[]	[]	[115658400]	[]
9_10271	chr8	116443078	116443478	+	1000	29.0	[14.754784]	[84]	[]	[]	[116443250]	[]
9_10272	chr8	127977773	127978173	+	1000	29.0	[]	[]	[6.996926]	[170]	[]	[127977985]
9_10273	chr8	128014352	128014752	+	1000	29.0	[]	[]	[8.173239]	[103]	[]	[128014515]
9_10277	chr9	35051353	35051753	+	1000	29.0	[]	[]	[7.7696743]	[75]	[]	[35051527]
9_10279	chr9	79571778	79572178	+	1000	29.0	[]	[]	[9.026804]	[77]	[]	[79571936]
9_1028	chr6	43397954	43398354	+	1000	93.0	[7.348653]	[95]	[]	[]	[43398146]	[]
9_1029	chr8	42267728	42268128	+	1000	93.0	[5.765526]	[65]	[11.098821]	[116]	[42267886]	[42267937]
9_10298	chr9	130790926	130791326	+	1000	29.0	[6.579676, 14.422394]	[116, 171]	[]	[]	[130791091, 130791146]	[]
9_103	chr1	25549417	25549817	+	1000	311.0	[9.37386, 14.001035]	[72, 105]	[]	[]	[25549586, 25549619]	[]
9_1030	chr1	15596836	15597236	+	1000	92.0	[17.315159]	[127]	[]	[]	[15597039]	[]
9_1031	chr1	83918801	83919201	+	1000	92.0	[]	[]	[9.969937]	[54]	[]	[83918954]
9_10315	chrX	66162297	66162697	+	686	29.0	[]	[]	[5.9134917]	[172]	[]	[66162547]
9_10317	chr1	1471155	1471555	+	1000	28.0	[14.048844]	[139]	[]	[]	[1471385]	[]
9_10319	chr1	3900279	3900679	+	1000	28.0	[]	[]	[6.9079847]	[227]	[]	[3900528]
9_1032	chr1	111592727	111593127	+	1000	92.0	[8.09485]	[104]	[]	[]	[111592904]	[]
9_10326	chr1	12549715	12550115	+	1000	28.0	[6.531576]	[115]	[]	[]	[12549895]	[]
9_10327	chr1	14141061	14141461	+	986	28.0	[6.0057917, 17.315159]	[80, 104]	[]	[]	[14141235, 14141259]	[]
9_10328	chr1	14442972	14443372	+	992	28.0	[8.951781]	[235]	[]	[]	[14443209]	[]
9_1033	chr1	206504077	206504477	+	1000	92.0	[11.108269]	[91]	[]	[]	[206504255]	[]
9_10334	chr1	22021163	22021563	+	866	28.0	[]	[]	[9.681337]	[100]	[]	[22021343]
9_10336	chr1	24765381	24765781	+	1000	28.0	[5.8758316]	[178]	[]	[]	[24765600]	[]
9_10337	chr1	25996972	25997372	+	1000	28.0	[]	[]	[11.113814]	[66]	[]	[25997124]
9_1034	chr10	60828524	60828924	+	1000	92.0	[17.315159]	[113]	[]	[]	[60828702]	[]
9_10344	chr1	30756561	30756961	+	1000	28.0	[]	[]	[9.520104]	[97]	[]	[30756741]
9_10348	chr1	36248354	36248754	+	993	28.0	[]	[]	[5.7609663]	[201]	[]	[36248591]
9_1035	chr19	5536400	5536800	+	1000	92.0	[]	[]	[17.315159]	[127]	[]	[5536619]
9_10359	chr1	45876063	45876463	+	856	28.0	[]	[]	[11.190435]	[125]	[]	[45876223]
9_1036	chr19	18700840	18701240	+	1000	92.0	[6.4813695]	[71]	[5.8403587]	[133]	[18700992]	[18701054]
9_10363	chr1	61271047	61271447	+	995	28.0	[5.7609663]	[112]	[]	[]	[61271259]	[]
9_10364	chr1	84642810	84643210	+	1000	28.0	[17.315159, 6.0590153]	[112, 145]	[]	[]	[84643022, 84643055]	[]
9_10367	chr1	91591577	91591977	+	639	28.0	[]	[]	[9.510656]	[123]	[]	[91591775]
9_1037	chr20	37990861	37991261	+	1000	92.0	[]	[]	[6.6937337, 13.110946]	[102, 137]	[]	[37991056, 37991091]
9_10373	chr1	100759196	100759596	+	1000	28.0	[6.8324847]	[82]	[]	[]	[100759374]	[]
9_10374	chr1	101071477	101071877	+	1000	28.0	[8.177903]	[192]	[]	[]	[101071675]	[]
9_10377	chr1	111769487	111769887	+	1000	28.0	[]	[]	[7.4479613]	[132]	[]	[111769696]
9_10379	chr1	114853547	114853947	+	990	28.0	[]	[]	[12.41287]	[138]	[]	[114853753]
9_1038	chr20	50626038	50626438	+	1000	92.0	[14.422394]	[75]	[]	[]	[50626202]	[]
9_10380	chr1	116570878	116571278	+	1000	28.0	[6.7477956]	[107]	[]	[]	[116571048]	[]
9_10389	chr1	150575794	150576194	+	981	28.0	[7.451628, 12.904769]	[153, 230]	[7.5559874]	[230]	[150575955, 150576032]	[150576032]
9_1039	chr22	20852025	20852425	+	1000	92.0	[5.7043066]	[77]	[]	[]	[20852200]	[]
9_10392	chr1	151327452	151327852	+	1000	28.0	[10.430422]	[143]	[]	[]	[151327692]	[]
9_10395	chr1	153783118	153783518	+	932	28.0	[14.754784]	[84]	[]	[]	[153783298]	[]
9_10399	chr1	154973451	154973851	+	1000	28.0	[9.605836]	[141]	[]	[]	[154973653]	[]
9_104	chr12	49663034	49663434	+	1000	307.0	[]	[]	[9.364033]	[99]	[]	[49663231]
9_1040	chr3	4326849	4327249	+	1000	92.0	[8.30487]	[85]	[]	[]	[4327012]	[]
9_10405	chr1	155979983	155980383	+	851	28.0	[7.826562, 7.770012]	[151, 157]	[7.19098]	[151]	[155980153, 155980159]	[155980153]
9_1041	chr4	169666952	169667352	+	1000	92.0	[]	[]	[8.848522, 10.657917, 9.111534]	[73, 100, 117]	[]	[169667121, 169667148, 169667165]
9_10413	chr1	167880601	167881001	+	546	28.0	[9.937121]	[156]	[]	[]	[167880824]	[]
9_10414	chr1	172429288	172429688	+	802	28.0	[6.7595406, 6.591416]	[92, 149]	[]	[]	[172429461, 172429518]	[]
9_10416	chr1	172486961	172487361	+	1000	28.0	[12.991903, 7.348654]	[84, 124]	[]	[]	[172487140, 172487180]	[]
9_10417	chr1	173435986	173436386	+	1000	28.0	[5.92816]	[123]	[]	[]	[173436194]	[]
9_10419	chr1	180779949	180780349	+	603	28.0	[7.804737]	[200]	[]	[]	[180780176]	[]
9_1042	chr7	6435648	6436048	+	1000	92.0	[]	[]	[6.702621]	[119]	[]	[6435860]
9_10423	chr1	191496020	191496420	+	865	28.0	[11.966377]	[140]	[9.5187025]	[140]	[191496247]	[191496247]
9_10424	chr1	192357848	192358248	+	1000	28.0	[]	[]	[17.315159]	[163]	[]	[192358089]
9_10425	chr1	197178954	197179354	+	825	28.0	[]	[]	[11.791661]	[109]	[]	[197179152]
9_10426	chr1	198681788	198682188	+	1000	28.0	[6.3976064]	[158]	[]	[]	[198682035]	[]
9_10428	chr1	201435655	201436055	+	797	28.0	[]	[]	[6.985101, 8.621973]	[121, 127]	[]	[201435814, 201435820]
9_10429	chr1	201573941	201574341	+	971	28.0	[5.7580857]	[80]	[12.91896]	[80]	[201574102]	[201574102]
9_1043	chr7	102081053	102081453	+	1000	92.0	[5.7632356]	[133]	[]	[]	[102081270]	[]
9_10436	chr1	213045405	213045805	+	1000	28.0	[]	[]	[9.503056]	[117]	[]	[213045618]
9_10442	chr1	230136541	230136941	+	1000	28.0	[7.5559874]	[62]	[12.904769]	[62]	[230136701]	[230136701]
9_10444	chr1	234893816	234894216	+	1000	28.0	[13.356004]	[125]	[]	[]	[234894021]	[]
9_10446	chr1	234963488	234963888	+	1000	28.0	[]	[]	[8.069534]	[136]	[]	[234963644]
9_1045	chr8	61689679	61690079	+	1000	92.0	[]	[]	[15.057976]	[104]	[]	[61689880]
9_10452	chr10	3782716	3783116	+	987	28.0	[6.3910203]	[165]	[]	[]	[3782950]	[]
9_10458	chr10	23439178	23439578	+	977	28.0	[]	[]	[7.5978484]	[89]	[]	[23439341]
9_10459	chr10	26799319	26799719	+	737	28.0	[17.315159]	[165]	[]	[]	[26799557]	[]
9_10462	chr10	44725397	44725797	+	916	28.0	[5.673355, 14.001035]	[74, 99]	[13.469811, 7.2088623]	[74, 85]	[44725566, 44725591]	[44725566, 44725577]
9_10464	chr10	48390493	48390893	+	1000	28.0	[7.87519, 9.605837]	[130, 157]	[]	[]	[48390696, 48390723]	[]
9_10468	chr10	62016077	62016477	+	996	28.0	[7.6259384]	[103]	[6.415022]	[59]	[62016273]	[62016229]
9_10469	chr10	70575943	70576343	+	824	28.0	[]	[]	[5.7077427]	[109]	[]	[70576152]
9_10470	chr10	72186183	72186583	+	998	28.0	[]	[]	[10.099138]	[149]	[]	[72186406]
9_10471	chr10	72215355	72215755	+	819	28.0	[5.6322427]	[210]	[]	[]	[72215605]	[]
9_10475	chr10	91591464	91591864	+	792	28.0	[12.904769]	[141]	[7.5559874]	[141]	[91591679]	[91591679]
9_10476	chr10	91901784	91902184	+	1000	28.0	[]	[]	[5.893029]	[162]	[]	[91902014]
9_10481	chr10	122931073	122931473	+	1000	28.0	[5.629383]	[146]	[6.385992]	[53]	[122931317]	[122931224]
9_10487	chr11	12099124	12099524	+	641	28.0	[]	[]	[12.054005]	[92]	[]	[12099313]
9_1049	chr10	30431354	30431754	+	1000	91.0	[]	[]	[14.422394]	[139]	[]	[30431568]
9_10496	chr11	62671399	62671799	+	1000	28.0	[]	[]	[5.9617734]	[212]	[]	[62671626]
9_10497	chr11	64472832	64473232	+	1000	28.0	[9.108248]	[97]	[]	[]	[64473025]	[]
9_105	chr19	10836416	10836816	+	1000	307.0	[16.258217]	[98]	[]	[]	[10836603]	[]
9_10502	chr11	72741438	72741838	+	809	28.0	[5.8403587]	[116]	[]	[]	[72741637]	[]
9_10503	chr11	75343327	75343727	+	911	28.0	[]	[]	[8.319862]	[195]	[]	[75343535]
9_10505	chr11	96241263	96241663	+	1000	28.0	[]	[]	[9.801105]	[129]	[]	[96241455]
9_1051	chr13	27667951	27668351	+	1000	91.0	[8.580311]	[129]	[13.929092, 7.231281]	[129, 131]	[27668164]	[27668164, 27668166]
9_10512	chr12	23542139	23542539	+	1000	28.0	[]	[]	[13.067403]	[60]	[]	[23542296]
9_1052	chr16	13999957	14000357	+	1000	91.0	[10.382992]	[117]	[]	[]	[14000160]	[]
9_10520	chr12	53508544	53508944	+	982	28.0	[8.290689]	[151]	[]	[]	[53508779]	[]
9_10521	chr12	54217001	54217401	+	1000	28.0	[]	[]	[5.956703]	[100]	[]	[54217191]
9_10526	chr12	68630039	68630439	+	1000	28.0	[]	[]	[14.048844]	[131]	[]	[68630258]
9_10529	chr12	92133183	92133583	+	1000	28.0	[14.048844]	[79]	[]	[]	[92133347]	[]
9_1053	chr17	42743618	42744018	+	1000	91.0	[14.048844]	[138]	[]	[]	[42743845]	[]
9_10530	chr12	105881043	105881443	+	771	28.0	[5.893029, 7.803248]	[54, 137]	[9.605836]	[97]	[105881197, 105881280]	[105881240]
9_10531	chr12	108700061	108700461	+	1000	28.0	[]	[]	[7.7277474]	[176]	[]	[108700302]
9_10534	chr12	114238815	114239215	+	1000	28.0	[6.9619446]	[152]	[9.713955]	[102]	[114239058]	[114239008]
9_10535	chr12	118374938	118375338	+	1000	28.0	[11.036327]	[144]	[6.3231277]	[144]	[118375149]	[118375149]
9_10542	chr13	51803429	51803829	+	836	28.0	[]	[]	[6.385992]	[116]	[]	[51803613]
9_10543	chr13	91363259	91363659	+	897	28.0	[]	[]	[6.0747843]	[147]	[]	[91363502]
9_10546	chr13	94655690	94656090	+	1000	28.0	[8.898557]	[79]	[5.752968]	[137]	[94655861]	[94655919]
9_10548	chr13	107926523	107926923	+	1000	28.0	[]	[]	[6.951866, 8.405594]	[95, 110]	[]	[107926715, 107926730]
9_1055	chr22	31944113	31944513	+	1000	91.0	[8.015269]	[146]	[15.811725]	[146]	[31944352]	[31944352]
9_10550	chr14	19378323	19378723	+	1000	28.0	[13.110946, 11.108269]	[131, 173]	[]	[]	[19378512, 19378554]	[]
9_10551	chr14	20333194	20333594	+	1000	28.0	[]	[]	[8.102402, 16.258217]	[147, 176]	[]	[20333403, 20333432]
9_10553	chr14	37168447	37168847	+	986	28.0	[]	[]	[15.057976]	[116]	[]	[37168609]
9_10554	chr14	72617616	72618016	+	618	28.0	[15.057976]	[109]	[]	[]	[72617804]	[]
9_10555	chr14	103394259	103394659	+	1000	28.0	[]	[]	[10.098799]	[151]	[]	[103394429]
9_10558	chr15	35705852	35706252	+	1000	28.0	[7.826562]	[128]	[7.19098]	[128]	[35706040]	[35706040]
9_10559	chr15	40569011	40569411	+	845	28.0	[]	[]	[7.0126824]	[92]	[]	[40569202]
9_1056	chr3	5108310	5108710	+	1000	91.0	[]	[]	[8.021813]	[159]	[]	[5108547]
9_10563	chr15	63363294	63363694	+	1000	28.0	[5.9829335]	[182]	[]	[]	[63363527]	[]
9_10564	chr15	64233312	64233712	+	997	28.0	[]	[]	[6.2187686]	[137]	[]	[64233539]
9_10567	chr15	67382731	67383131	+	767	28.0	[5.687546]	[85]	[11.671909]	[85]	[67382916]	[67382916]
9_1057	chr3	142046716	142047116	+	1000	91.0	[10.73472]	[113]	[]	[]	[142046920]	[]
9_10570	chr15	90362535	90362935	+	924	28.0	[13.110946]	[111]	[]	[]	[90362741]	[]
9_1058	chr3	171834164	171834564	+	1000	91.0	[15.811725, 6.746307]	[103, 139]	[8.015269]	[103]	[171834359, 171834395]	[171834359]
9_10589	chr16	70523335	70523735	+	1000	28.0	[]	[]	[6.1815386]	[182]	[]	[70523585]
9_1059	chr5	72226831	72227231	+	1000	91.0	[5.673355]	[122]	[13.469811]	[122]	[72227038]	[72227038]
9_10590	chr16	70653678	70654078	+	1000	28.0	[]	[]	[9.605836]	[105]	[]	[70653876]
9_10591	chr16	72722015	72722415	+	1000	28.0	[17.315159]	[78]	[]	[]	[72722193]	[]
9_10592	chr16	81651977	81652377	+	1000	28.0	[7.163769, 7.424154]	[137, 151]	[]	[]	[81652199, 81652213]	[]
9_1060	chr5	133968663	133969063	+	1000	91.0	[16.258217]	[105]	[]	[]	[133968865]	[]
9_10604	chr17	30310576	30310976	+	1000	28.0	[14.422394]	[122]	[]	[]	[30310796]	[]
9_10606	chr17	35804709	35805109	+	804	28.0	[5.893029]	[111]	[]	[]	[35804882]	[]
9_10609	chr17	37849086	37849486	+	868	28.0	[6.817431]	[79]	[]	[]	[37849253]	[]
9_10614	chr17	41662668	41663068	+	1000	28.0	[]	[]	[6.665946]	[150]	[]	[41662892]
9_10616	chr17	46720400	46720800	+	778	28.0	[]	[]	[15.057976]	[125]	[]	[46720570]
9_10621	chr17	58364268	58364668	+	810	28.0	[6.670806]	[97]	[]	[]	[58364436]	[]
