#PeakID(python identify_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_10469	chr6	87701858	87702258	+	919	37.5	[]	[]	[3.0734153]	[205]	[]	[87702083]
874_10471	chr6	110958380	110958780	+	1000	37.5	[2.3550847]	[114]	[]	[]	[110958589]	[]
874_10482	chr7	1742214	1742614	+	1000	37.5	[]	[]	[1.8831047]	[191]	[]	[1742463]
874_10485	chr7	30504965	30505365	+	1000	37.5	[]	[]	[5.15043, 4.1373587, 6.144041, 5.0208974, 3.1421602, 2.6906996]	[111, 112, 114, 115, 117, 121]	[]	[30505143, 30505144, 30505146, 30505147, 30505149, 30505153]
874_10486	chr7	38311436	38311836	+	606	37.5	[2.5032744]	[167]	[]	[]	[38311638]	[]
874_10488	chr7	76294758	76295158	+	1000	37.5	[]	[]	[3.2132995, 6.2800746]	[187, 188]	[]	[76294968, 76294969]
874_10491	chr7	100127667	100128067	+	1000	37.5	[]	[]	[2.4744496, 2.3848555]	[112, 149]	[]	[100127836, 100127873]
874_10492	chr7	105353773	105354173	+	1000	37.5	[3.365889]	[108]	[]	[]	[105353950]	[]
874_10495	chr7	112573675	112574075	+	1000	37.5	[]	[]	[2.0501225, 2.3828983]	[174, 189]	[]	[112573905, 112573920]
874_10498	chr7	130136535	130136935	+	1000	37.5	[]	[]	[2.1666484, 3.6824172, 3.2597814]	[186, 191, 195]	[]	[130136738, 130136743, 130136747]
874_10500	chr7	151060503	151060903	+	1000	37.5	[3.4109745, 2.38748, 3.0411043, 4.273434, 3.9388273, 17.7387, 5.0641456]	[80, 85, 116, 118, 120, 121, 123]	[]	[]	[151060677, 151060682, 151060713, 151060715, 151060717, 151060718, 151060720]	[]
874_10522	chr9	131229084	131229484	+	1000	37.5	[]	[]	[2.0350053]	[163]	[]	[131229266]
874_10528	chr1	3320633	3321033	+	861	37.0	[]	[]	[6.5462646]	[167]	[]	[3320878]
874_10529	chr1	8814886	8815286	+	938	37.0	[6.299428]	[135]	[]	[]	[8815110]	[]
874_1053	chr7	150994464	150994864	+	1000	69.0	[]	[]	[2.6212234]	[67]	[]	[150994625]
874_10532	chr1	19484848	19485248	+	988	37.0	[]	[]	[3.6673846]	[225]	[]	[19485075]
874_10533	chr1	21022396	21022796	+	707	37.0	[1.827203]	[172]	[]	[]	[21022582]	[]
874_10546	chr1	58784232	58784632	+	1000	37.0	[]	[]	[2.6193814]	[137]	[]	[58784428]
874_10554	chr1	154157712	154158112	+	880	37.0	[5.4376483]	[180]	[]	[]	[154157962]	[]
874_10555	chr1	155324355	155324755	+	1000	37.0	[]	[]	[3.7806902]	[155]	[]	[155324584]
874_10564	chr1	198158846	198159246	+	1000	37.0	[]	[]	[6.144041, 4.7295384, 10.815716, 2.8292027]	[107, 112, 114, 127]	[]	[198159019, 198159024, 198159026, 198159039]
874_10567	chr1	204961371	204961771	+	1000	37.0	[6.1958604]	[159]	[]	[]	[204961608]	[]
874_10580	chr10	37857746	37858146	+	1000	37.0	[1.7767869]	[133]	[]	[]	[37857913]	[]
874_10584	chr10	48805855	48806255	+	1000	37.0	[]	[]	[3.1237056, 4.781296, 2.922424]	[51, 52, 54]	[]	[48806006, 48806007, 48806009]
874_10599	chr11	45917727	45918127	+	1000	37.0	[8.633656]	[232]	[]	[]	[45917967]	[]
874_10600	chr11	46278542	46278942	+	882	37.0	[2.0491896, 8.010684]	[82, 86]	[]	[]	[46278723, 46278727]	[]
874_10612	chr11	71786478	71786878	+	1000	37.0	[2.3550847, 6.6823406, 7.7465644, 4.3078356]	[93, 131, 143, 148]	[]	[]	[71786664, 71786702, 71786714, 71786719]	[]
874_10617	chr11	94732087	94732487	+	1000	37.0	[4.9482665]	[155]	[]	[]	[94732298]	[]
874_10633	chr12	120200841	120201241	+	905	37.0	[9.299477, 1.667941]	[80, 137]	[]	[]	[120201018, 120201075]	[]
874_10643	chr13	91345369	91345769	+	805	37.0	[]	[]	[2.0281873]	[228]	[]	[91345603]
874_10653	chr14	77320373	77320773	+	965	37.0	[]	[]	[1.7111472]	[149]	[]	[77320545]
874_10660	chr15	56244981	56245381	+	1000	37.0	[]	[]	[1.8486391]	[168]	[]	[56245158]
874_10677	chr16	57810284	57810684	+	992	37.0	[1.7125633]	[216]	[]	[]	[57810507]	[]
874_10678	chr16	67666731	67667131	+	1000	37.0	[9.30041]	[82]	[]	[]	[67666906]	[]
874_10694	chr17	29148689	29149089	+	1000	37.0	[2.2698588]	[110]	[]	[]	[29148841]	[]
874_10695	chr17	38728262	38728662	+	1000	37.0	[]	[]	[1.7125633, 6.31202, 7.3025746]	[125, 127, 146]	[]	[38728474, 38728476, 38728495]
874_10697	chr17	44947795	44948195	+	737	37.0	[2.8589828]	[205]	[]	[]	[44948032]	[]
874_10710	chr18	21704752	21705152	+	852	37.0	[]	[]	[3.1956089]	[164]	[]	[21704982]
874_10719	chr19	7509590	7509990	+	941	37.0	[]	[]	[3.5557413]	[76]	[]	[7509756]
874_10720	chr19	7869038	7869438	+	1000	37.0	[5.1634774]	[130]	[]	[]	[7869211]	[]
874_10728	chr19	18432963	18433363	+	1000	37.0	[]	[]	[5.592153]	[160]	[]	[18433210]
874_10740	chr19	50657707	50658107	+	1000	37.0	[2.3329945]	[186]	[3.8640227]	[161]	[50657935]	[50657910]
874_10770	chr2	239401477	239401877	+	719	37.0	[]	[]	[2.4999652]	[117]	[]	[239401651]
874_10771	chr20	381569	381969	+	1000	37.0	[]	[]	[1.9665881]	[127]	[]	[381759]
874_10784	chr20	58209693	58210093	+	710	37.0	[]	[]	[1.9754441]	[125]	[]	[58209894]
874_10789	chr21	43922198	43922598	+	1000	37.0	[2.8927171]	[126]	[]	[]	[43922424]	[]
874_1079	chr1	26161541	26161941	+	1000	68.0	[]	[]	[2.7386823]	[71]	[]	[26161692]
874_10795	chr22	19520829	19521229	+	984	37.0	[]	[]	[6.954898, 3.2651608]	[74, 152]	[]	[19520980, 19521058]
874_10806	chr22	20110001	20110401	+	864	37.0	[3.4696538]	[117]	[]	[]	[20110197]	[]
874_10832	chr3	9897904	9898304	+	1000	37.0	[4.591547, 4.7928286]	[143, 207]	[]	[]	[9898081, 9898145]	[]
874_10848	chr4	6734310	6734710	+	942	37.0	[11.879814]	[52]	[]	[]	[6734461]	[]
874_10850	chr4	44726358	44726758	+	963	37.0	[2.889765, 5.91094, 7.5883765, 3.6329832, 15.143626]	[108, 112, 113, 115, 116]	[]	[]	[44726513, 44726517, 44726518, 44726520, 44726521]	[]
874_10857	chr4	152666688	152667088	+	863	37.0	[]	[]	[1.7312315]	[151]	[]	[152666901]
874_10865	chr5	55995063	55995463	+	1000	37.0	[7.761303, 2.406791]	[143, 144]	[]	[]	[55995251, 55995252]	[]
874_10876	chr5	142713150	142713550	+	1000	37.0	[2.3848555]	[101]	[]	[]	[142713304]	[]
874_10882	chr5	170302686	170303086	+	1000	37.0	[1.6767458, 4.137513]	[131, 134]	[]	[]	[170302864, 170302867]	[]
874_10896	chr6	32168836	32169236	+	1000	37.0	[]	[]	[5.974231]	[106]	[]	[32169036]
874_10899	chr6	42987650	42988050	+	1000	37.0	[]	[]	[7.0393367, 7.4088793, 3.767643, 4.623952, 3.6315672]	[91, 95, 97, 99, 182]	[]	[42987808, 42987812, 42987814, 42987816, 42987899]
874_1090	chr15	80902250	80902650	+	1000	68.0	[]	[]	[1.7512736, 4.9806623]	[72, 104]	[]	[80902414, 80902446]
874_10906	chr6	105601609	105602009	+	1000	37.0	[]	[]	[4.430891]	[101]	[]	[105601808]
874_10910	chr6	149148247	149148647	+	1000	37.0	[]	[]	[6.932859]	[130]	[]	[149148460]
874_10913	chr7	6483279	6483679	+	1000	37.0	[1.7767869, 3.0402222]	[108, 111]	[]	[]	[6483479, 6483482]	[]
874_10920	chr7	90403604	90404004	+	838	37.0	[]	[]	[3.43291, 11.827952, 8.336571]	[84, 87, 89]	[]	[90403781, 90403784, 90403786]
874_10930	chr7	149883494	149883894	+	1000	37.0	[]	[]	[2.2487798, 9.110558]	[94, 97]	[]	[149883650, 149883653]
874_10931	chr7	150953080	150953480	+	968	37.0	[4.1898866]	[128]	[]	[]	[150953285]	[]
874_10932	chr7	150996614	150997014	+	1000	37.0	[]	[]	[5.910162]	[153]	[]	[150996850]
874_10935	chr7	157336395	157336795	+	1000	37.0	[5.572007, 2.184711]	[126, 128]	[]	[]	[157336585, 157336587]	[]
874_10936	chr7	157406009	157406409	+	990	37.0	[]	[]	[3.326605, 7.0189667, 2.6910658]	[124, 126, 127]	[]	[157406224, 157406226, 157406227]
874_10937	chr8	11942006	11942406	+	960	37.0	[]	[]	[6.5462646]	[121]	[]	[11942222]
874_10940	chr8	23483721	23484121	+	688	37.0	[3.9230297]	[75]	[]	[]	[23483886]	[]
874_10941	chr8	42052122	42052522	+	952	37.0	[]	[]	[2.184711]	[79]	[]	[42052285]
874_10958	chr9	128066971	128067371	+	995	37.0	[1.6793702, 3.967703, 8.118904, 14.8605995, 1.6583169]	[140, 180, 183, 184, 188]	[]	[]	[128067140, 128067180, 128067183, 128067184, 128067188]	[]
874_10963	chr9	134135271	134135671	+	943	37.0	[]	[]	[2.050854]	[63]	[]	[134135424]
874_10965	chr9	137114704	137115104	+	963	37.0	[7.1245627, 2.5032744, 2.449028]	[144, 145, 148]	[]	[]	[137114855, 137114856, 137114859]	[]
874_10970	chr1	2391154	2391554	+	641	36.5	[]	[]	[1.9189715]	[147]	[]	[2391366]
874_10975	chr1	12441355	12441755	+	1000	36.5	[]	[]	[1.828597]	[164]	[]	[12441536]
874_10982	chr1	25279805	25280205	+	1000	36.5	[]	[]	[2.8090148]	[137]	[]	[25280037]
874_10983	chr1	36134941	36135341	+	1000	36.5	[1.7820394]	[136]	[]	[]	[36135157]	[]
874_10987	chr1	45687837	45688237	+	880	36.5	[4.8014417, 2.5546238]	[231, 232]	[]	[]	[45688077, 45688078]	[]
874_11005	chr1	155989142	155989542	+	918	36.5	[8.314915]	[154]	[]	[]	[155989357]	[]
874_11019	chr1	212488027	212488427	+	1000	36.5	[]	[]	[4.007244]	[168]	[]	[212488229]
874_1102	chr22	23152351	23152751	+	1000	68.0	[3.9705424]	[132]	[]	[]	[23152555]	[]
874_11020	chr1	225426807	225427207	+	757	36.5	[4.2093654]	[127]	[]	[]	[225426977]	[]
874_11034	chr10	79066369	79066769	+	968	36.5	[6.4355035, 3.0411043]	[133, 137]	[]	[]	[79066550, 79066554]	[]
874_11045	chr11	20035657	20036057	+	958	36.5	[]	[]	[6.144041]	[191]	[]	[20035872]
874_11056	chr11	117098513	117098913	+	983	36.5	[5.877851]	[228]	[]	[]	[117098763]	[]
874_11058	chr11	121292575	121292975	+	1000	36.5	[]	[]	[2.9050283, 6.7361174, 2.9969518]	[153, 154, 157]	[]	[121292818, 121292819, 121292822]
874_11061	chr12	26318549	26318949	+	897	36.5	[8.062504, 6.891504, 5.5809665]	[109, 111, 114]	[1.7767869, 2.1343372]	[68, 74]	[26318758, 26318760, 26318763]	[26318717, 26318723]
874_11080	chr14	73950248	73950648	+	950	36.5	[]	[]	[7.1692266, 6.31947, 11.249655, 1.7216073, 6.4829745]	[151, 152, 154, 156, 157]	[]	[73950443, 73950444, 73950446, 73950448, 73950449]
874_11087	chr15	88904797	88905197	+	911	36.5	[]	[]	[4.371988]	[166]	[]	[88904980]
874_11093	chr16	23967152	23967552	+	939	36.5	[]	[]	[4.223747, 2.3848555, 5.4209685]	[114, 125, 131]	[]	[23967361, 23967372, 23967378]
874_1111	chr9	129777173	129777573	+	1000	68.0	[4.2535048]	[236]	[]	[]	[129777413]	[]
874_11117	chr17	81891646	81892046	+	866	36.5	[]	[]	[1.8790642, 3.5533142, 7.6629043]	[97, 109, 144]	[]	[81891830, 81891842, 81891877]
874_11126	chr19	13150513	13150913	+	674	36.5	[]	[]	[1.6892118]	[117]	[]	[13150709]
874_11134	chr19	43754484	43754884	+	1000	36.5	[13.644783]	[214]	[7.0189667, 7.8657618, 8.17957]	[187, 188, 192]	[43754733]	[43754706, 43754707, 43754711]
874_11142	chr2	3519153	3519553	+	886	36.5	[]	[]	[3.0953505]	[109]	[]	[3519311]
874_11144	chr2	10122561	10122961	+	823	36.5	[]	[]	[2.6905024]	[73]	[]	[10122719]
874_11145	chr2	10302043	10302443	+	762	36.5	[]	[]	[3.325827, 7.293728]	[218, 219]	[]	[10302285, 10302286]
874_11146	chr2	26345934	26346334	+	1000	36.5	[]	[]	[3.767643, 3.5653245]	[162, 163]	[]	[26346162, 26346163]
874_11150	chr2	61471287	61471687	+	1000	36.5	[6.280117]	[77]	[3.7588382]	[170]	[61471438]	[61471531]
874_11154	chr2	72887271	72887671	+	898	36.5	[]	[]	[3.483838, 3.8316183, 1.6774548]	[110, 120, 122]	[]	[72887436, 72887446, 72887448]
874_11161	chr2	178273750	178274150	+	1000	36.5	[7.120023]	[90]	[]	[]	[178273934]	[]
874_11188	chr22	19134302	19134702	+	1000	36.5	[]	[]	[5.0662155, 1.8305123, 5.4693213, 1.8673072, 1.6925211]	[102, 103, 104, 108, 116]	[]	[19134466, 19134467, 19134468, 19134472, 19134480]
874_11190	chr22	19610532	19610932	+	1000	36.5	[7.775389, 3.2618515, 2.7870793, 7.556712, 14.574902, 7.05832]	[137, 140, 165, 167, 169, 171]	[]	[]	[19610734, 19610737, 19610762, 19610764, 19610766, 19610768]	[]
874_11209	chr22	21451319	21451719	+	1000	36.5	[]	[]	[2.0271504]	[185]	[]	[21451541]
874_1121	chr10	47553221	47553621	+	1000	67.5	[3.1985612]	[124]	[]	[]	[47553437]	[]
874_11214	chr22	22044430	22044830	+	1000	36.5	[]	[]	[6.3827605]	[156]	[]	[22044616]
874_11216	chr22	22081601	22082001	+	1000	36.5	[]	[]	[2.1852653]	[64]	[]	[22081757]
874_11240	chr3	52052793	52053193	+	843	36.5	[1.9092015]	[204]	[3.2495403]	[153]	[52053037]	[52052986]
874_11243	chr3	160225464	160225864	+	1000	36.5	[]	[]	[3.3444529]	[70]	[]	[160225629]
874_11244	chr3	170181048	170181448	+	1000	36.5	[]	[]	[4.5914435]	[139]	[]	[170181237]
874_11246	chr3	184361754	184362154	+	1000	36.5	[]	[]	[6.7361174, 5.3015723, 5.4693213]	[91, 92, 93]	[]	[184361931, 184361932, 184361933]
874_1125	chr16	31033127	31033527	+	1000	67.5	[]	[]	[4.6030273]	[109]	[]	[31033319]
874_11274	chr6	340949	341349	+	1000	36.5	[]	[]	[2.5242498]	[182]	[]	[341151]
874_11289	chr6	32167360	32167760	+	1000	36.5	[]	[]	[5.5079384]	[194]	[]	[32167575]
874_1130	chr3	45106067	45106467	+	1000	67.5	[]	[]	[4.0548606]	[94]	[]	[45106257]
874_11303	chr6	99515069	99515469	+	1000	36.5	[1.7125633]	[123]	[4.84469]	[95]	[99515290]	[99515262]
874_11307	chr6	139534024	139534424	+	1000	36.5	[]	[]	[1.8995671]	[117]	[]	[139534213]
874_11312	chr7	23531756	23532156	+	969	36.5	[2.3337035, 4.999973]	[159, 161]	[]	[]	[23531942, 23531944]	[]
874_11324	chr7	100656177	100656577	+	897	36.5	[]	[]	[6.902933]	[123]	[]	[100656381]
874_11345	chr8	27311399	27311799	+	1000	36.5	[2.3241897]	[182]	[]	[]	[27311613]	[]
874_11348	chr8	70668854	70669254	+	738	36.5	[5.180314, 8.439192]	[123, 125]	[2.1661785, 3.2156289]	[86, 89]	[70669059, 70669061]	[70669022, 70669025]
874_11352	chr8	100950445	100950845	+	794	36.5	[]	[]	[3.294941, 5.656222, 6.8188224]	[163, 166, 174]	[]	[100950653, 100950656, 100950664]
874_11353	chr8	101149603	101150003	+	837	36.5	[]	[]	[2.6193304]	[198]	[]	[101149822]
874_11356	chr8	130015737	130016137	+	927	36.5	[6.7361174, 5.0152364]	[147, 148]	[4.1214695]	[109]	[130015966, 130015967]	[130015928]
874_11359	chr8	144827544	144827944	+	1000	36.5	[2.9969518, 5.4693213]	[169, 173]	[2.5737617, 1.6793702, 8.466788]	[123, 125, 151]	[144827781, 144827785]	[144827735, 144827737, 144827763]
874_1136	chr6	28136652	28137052	+	1000	67.5	[]	[]	[4.17176, 3.589028]	[60, 61]	[]	[28136811, 28136812]
874_11365	chr9	128078855	128079255	+	979	36.5	[2.2150874, 5.3188643, 4.282394, 2.4455216]	[118, 120, 123, 128]	[]	[]	[128079029, 128079031, 128079034, 128079039]	[]
874_11368	chr9	129140291	129140691	+	957	36.5	[]	[]	[3.649694]	[145]	[]	[129140448]
874_1137	chr7	1537939	1538339	+	1000	67.5	[]	[]	[3.9775152]	[175]	[]	[1538189]
874_11383	chr1	9689018	9689418	+	817	36.0	[]	[]	[3.04995]	[152]	[]	[9689261]
874_11395	chr1	30128775	30129175	+	976	36.0	[]	[]	[7.1059365, 8.506339, 2.1632264, 4.8953943]	[150, 151, 154, 155]	[]	[30129006, 30129007, 30129010, 30129011]
874_11399	chr1	33367792	33368192	+	958	36.0	[4.7093925]	[122]	[]	[]	[33368005]	[]
874_1140	chr9	128656683	128657083	+	1000	67.5	[2.2053075]	[230]	[]	[]	[128656928]	[]
874_11403	chr1	36155526	36155926	+	670	36.0	[]	[]	[6.224749, 4.20259, 2.8198028]	[145, 146, 147]	[]	[36155725, 36155726, 36155727]
874_11412	chr1	54488753	54489153	+	1000	36.0	[4.3053885]	[155]	[5.4693213, 4.0856524]	[122, 123]	[54488952]	[54488919, 54488920]
874_11416	chr1	77979161	77979561	+	663	36.0	[]	[]	[5.572889, 3.955538, 6.0702443, 15.586127, 1.6229693, 5.382886]	[146, 176, 179, 180, 182, 184]	[]	[77979320, 77979350, 77979353, 77979354, 77979356, 77979358]
874_1143	chr1	24848126	24848526	+	1000	67.0	[]	[]	[7.0512776, 4.781296, 9.412783, 11.884979]	[161, 162, 164, 166]	[]	[24848367, 24848368, 24848370, 24848372]
874_11438	chr1	159923509	159923909	+	987	36.0	[6.173925, 2.419791]	[159, 162]	[]	[]	[159923702, 159923705]	[]
874_11443	chr1	174964965	174965365	+	995	36.0	[]	[]	[7.6076403]	[106]	[]	[174965162]
874_11460	chr1	246168940	246169340	+	947	36.0	[5.7555537, 3.0411043, 3.2919888]	[108, 109, 111]	[]	[]	[246169126, 246169127, 246169129]	[]
874_11469	chr10	70405085	70405485	+	1000	36.0	[]	[]	[4.3086977, 12.947133, 7.3897414, 9.56324]	[119, 123, 124, 128]	[]	[70405282, 70405286, 70405287, 70405291]
874_11476	chr11	9314200	9314600	+	778	36.0	[]	[]	[11.736738, 5.91094]	[98, 99]	[]	[9314385, 9314386]
874_11488	chr11	65899291	65899691	+	977	36.0	[]	[]	[1.6259215]	[159]	[]	[65899537]
874_11490	chr11	66638606	66639006	+	890	36.0	[]	[]	[2.67197]	[110]	[]	[66638815]
