#PeakID(python identify_motif.py ./ENCODE_processed_files/TEAD2_idr.fa TEAD2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
965_10488	chr13	92684710	92685110	+	607	27.0	[]	[]	[8.176826]	[130]	[]	[92684938]
965_10501	chr16	66688286	66688686	+	627	27.0	[7.7329817]	[163]	[]	[]	[66688516]	[]
965_10505	chr16	84622759	84623159	+	637	27.0	[]	[]	[12.834519]	[125]	[]	[84622977]
965_10507	chr16	90022262	90022662	+	619	27.0	[7.6749144]	[144]	[]	[]	[90022476]	[]
965_1051	chr5	134187545	134187945	+	1000	65.0	[]	[]	[12.834519]	[103]	[]	[134187742]
965_10510	chr17	44511784	44512184	+	542	27.0	[7.6749144]	[163]	[]	[]	[44511981]	[]
965_10514	chr17	55086436	55086836	+	621	27.0	[8.176826]	[129]	[]	[]	[55086639]	[]
965_10516	chr17	59695868	59696268	+	546	27.0	[]	[]	[10.269137]	[130]	[]	[59696057]
965_10519	chr17	80575388	80575788	+	621	27.0	[]	[]	[9.390524]	[113]	[]	[80575598]
965_1052	chr7	43736179	43736579	+	1000	65.0	[10.269137]	[117]	[]	[]	[43736394]	[]
965_10520	chr17_GL000205v2_random	2606	3006	+	597	27.0	[8.366211]	[181]	[]	[]	[2815]	[]
965_10522	chr18	31819690	31820090	+	613	27.0	[7.6554527]	[95]	[10.269137]	[109]	[31819865]	[31819879]
965_10529	chr2	9611508	9611908	+	588	27.0	[]	[]	[10.269137]	[117]	[]	[9611719]
965_1053	chr7	151687592	151687992	+	1000	65.0	[8.518976]	[62]	[12.834519]	[100]	[151687754]	[151687792]
965_10533	chr2	47336132	47336532	+	609	27.0	[7.7999115]	[165]	[12.834519]	[132]	[47336359]	[47336326]
965_10535	chr2	58606701	58607101	+	626	27.0	[]	[]	[9.390524]	[161]	[]	[58606892]
965_10536	chr2	62296668	62297068	+	649	27.0	[8.366211]	[154]	[]	[]	[62296888]	[]
965_10538	chr2	70143010	70143410	+	622	27.0	[8.196857]	[152]	[]	[]	[70143220]	[]
965_10547	chr2	230667106	230667506	+	615	27.0	[10.269137]	[107]	[]	[]	[230667290]	[]
965_10549	chr2	235443580	235443980	+	641	27.0	[10.269137]	[129]	[]	[]	[235443788]	[]
965_10553	chr20	45323089	45323489	+	636	27.0	[]	[]	[8.731906]	[149]	[]	[45323257]
965_1056	chr1	200802879	200803279	+	1000	64.5	[]	[]	[7.7999115]	[119]	[]	[200803087]
965_10564	chr22	19371512	19371912	+	595	27.0	[8.731906]	[172]	[]	[]	[19371696]	[]
965_1057	chr10	21336839	21337239	+	1000	64.5	[12.834519]	[142]	[]	[]	[21337076]	[]
965_10580	chr22	21100377	21100777	+	619	27.0	[]	[]	[8.176826]	[124]	[]	[21100530]
965_10592	chr3	32947678	32948078	+	540	27.0	[]	[]	[7.7999115]	[121]	[]	[32947843]
965_10596	chr3	45071047	45071447	+	620	27.0	[12.834519]	[120]	[]	[]	[45071248]	[]
965_10597	chr3	45073295	45073695	+	611	27.0	[]	[]	[12.834519]	[115]	[]	[45073501]
965_106	chr5	5523023	5523423	+	1000	217.5	[]	[]	[7.6554527]	[95]	[]	[5523207]
965_10600	chr3	57935594	57935994	+	617	27.0	[8.176826]	[144]	[]	[]	[57935797]	[]
965_10601	chr3	58161723	58162123	+	612	27.0	[7.6749144]	[151]	[]	[]	[58161939]	[]
965_10603	chr3	136786434	136786834	+	560	27.0	[]	[]	[12.834519, 8.311733]	[101, 108]	[]	[136786618, 136786625]
965_10606	chr3	170809459	170809859	+	613	27.0	[]	[]	[9.390524]	[169]	[]	[170809694]
965_10609	chr3	195709055	195709455	+	576	27.0	[7.6554527]	[85]	[]	[]	[195709226]	[]
965_1061	chr19	18365044	18365444	+	1000	64.5	[]	[]	[12.834519]	[123]	[]	[18365265]
965_10611	chr4	10459256	10459656	+	600	27.0	[9.390524]	[97]	[]	[]	[10459440]	[]
965_10618	chr5	34186109	34186509	+	590	27.0	[8.176826]	[73]	[]	[]	[34186277]	[]
965_10623	chr5	138488437	138488837	+	583	27.0	[]	[]	[8.731906]	[144]	[]	[138488653]
965_10624	chr5	143124525	143124925	+	597	27.0	[8.366211]	[94]	[]	[]	[143124700]	[]
965_10627	chr6	4337134	4337534	+	561	27.0	[7.7329817]	[94]	[]	[]	[4337316]	[]
965_10632	chr6	26221205	26221605	+	578	27.0	[9.390524]	[108]	[]	[]	[26221394]	[]
965_10633	chr6	26310858	26311258	+	608	27.0	[]	[]	[8.366211]	[127]	[]	[26311029]
965_10639	chr6	44221258	44221658	+	637	27.0	[7.6749144]	[125]	[]	[]	[44221418]	[]
965_10641	chr6	89011350	89011750	+	608	27.0	[]	[]	[8.731906, 8.731906]	[154, 161]	[]	[89011580, 89011587]
965_10644	chr6	118935166	118935566	+	577	27.0	[]	[]	[9.390524]	[71]	[]	[118935333]
965_10647	chr6	138981420	138981820	+	591	27.0	[]	[]	[8.366211]	[96]	[]	[138981571]
965_10648	chr6	139497231	139497631	+	601	27.0	[8.518976]	[111]	[]	[]	[139497420]	[]
965_10661	chr7	113014967	113015367	+	577	27.0	[7.9547687, 12.834519]	[131, 151]	[8.731906]	[116]	[113015168, 113015188]	[113015153]
965_10668	chr7	128826994	128827394	+	576	27.0	[]	[]	[8.731906]	[119]	[]	[128827202]
965_10674	chr7	142323607	142324007	+	607	27.0	[]	[]	[12.834519]	[118]	[]	[142323810]
965_10675	chr7	149321897	149322297	+	571	27.0	[]	[]	[7.7999115]	[171]	[]	[149322079]
965_1068	chr9	98851941	98852341	+	1000	64.5	[]	[]	[10.269137]	[104]	[]	[98852115]
965_10680	chr8	22109715	22110115	+	626	27.0	[8.311733]	[70]	[]	[]	[22109869]	[]
965_10685	chr8	93975168	93975568	+	621	27.0	[]	[]	[10.269137]	[120]	[]	[93975386]
965_1069	chr1	15835817	15836217	+	1000	64.0	[12.834519]	[110]	[]	[]	[15835988]	[]
965_10690	chr8	143454562	143454962	+	600	27.0	[8.311733]	[181]	[]	[]	[143454799]	[]
965_10699	chr9	137491341	137491741	+	569	27.0	[7.5994935, 7.5994935]	[87, 155]	[]	[]	[137491501, 137491569]	[]
965_10700	chrUn_KI270742v1	107024	107424	+	607	27.0	[7.5994935]	[105]	[]	[]	[107226]	[]
965_10709	chr1	23020553	23020953	+	588	26.5	[]	[]	[8.311733]	[132]	[]	[23020745]
965_10715	chr1	28525021	28525421	+	568	26.5	[]	[]	[8.196857]	[132]	[]	[28525214]
965_10719	chr1	40976914	40977314	+	567	26.5	[8.366211, 8.366211]	[112, 124]	[]	[]	[40977111, 40977123]	[]
965_10724	chr1	100347300	100347700	+	591	26.5	[]	[]	[8.366211]	[124]	[]	[100347503]
965_10727	chr1	109131813	109132213	+	572	26.5	[]	[]	[8.366211]	[56]	[]	[109131965]
965_10729	chr1	112880967	112881367	+	570	26.5	[7.7999115]	[107]	[8.311733]	[135]	[112881141]	[112881169]
965_1073	chr19	10388875	10389275	+	1000	64.0	[10.269137]	[129]	[]	[]	[10389086]	[]
965_10733	chr1	148263396	148263796	+	542	26.5	[9.390524]	[102]	[]	[]	[148263577]	[]
965_10736	chr1	157377098	157377498	+	554	26.5	[7.6554527]	[126]	[]	[]	[157377318]	[]
965_10758	chr10	16891768	16892168	+	576	26.5	[8.311733]	[243]	[8.311733]	[225]	[16892013]	[16891995]
965_1076	chr20	1475204	1475604	+	1000	64.0	[12.834519]	[123]	[]	[]	[1475411]	[]
965_10760	chr10	41861684	41862084	+	585	26.5	[]	[]	[12.834519, 8.518976, 10.269137, 10.269137, 8.518976, 8.518976, 8.518976, 8.518976]	[100, 130, 135, 145, 155, 160, 165, 170]	[]	[41861838, 41861868, 41861873, 41861883, 41861893, 41861898, 41861903, 41861908]
965_10764	chr11	10858101	10858501	+	588	26.5	[8.196857]	[144]	[]	[]	[10858342]	[]
965_10766	chr11	64888929	64889329	+	578	26.5	[]	[]	[8.311733]	[150]	[]	[64889165]
965_1077	chr6	36884541	36884941	+	1000	64.0	[]	[]	[9.390524]	[65]	[]	[36884698]
965_10770	chr11	82791827	82792227	+	581	26.5	[8.176826]	[116]	[]	[]	[82792028]	[]
965_10775	chr12	6612957	6613357	+	603	26.5	[12.834519]	[83]	[]	[]	[6613131]	[]
965_10776	chr12	6938047	6938447	+	592	26.5	[10.269137]	[164]	[]	[]	[6938259]	[]
965_10782	chr12	103809195	103809595	+	568	26.5	[12.834519]	[123]	[]	[]	[103809357]	[]
965_10788	chr13	90886979	90887379	+	587	26.5	[]	[]	[8.518976]	[187]	[]	[90887191]
965_1079	chr9	131011924	131012324	+	1000	64.0	[7.7329817]	[88]	[]	[]	[131012089]	[]
965_10791	chr13	91276163	91276563	+	561	26.5	[7.6554527]	[120]	[8.366211]	[158]	[91276350]	[91276388]
965_10798	chr13	92424660	92425060	+	580	26.5	[7.9547687]	[179]	[]	[]	[92424868]	[]
965_10802	chr13	93237642	93238042	+	575	26.5	[7.6554527]	[99]	[]	[]	[93237825]	[]
965_10804	chr13	107953052	107953452	+	575	26.5	[8.366211]	[63]	[]	[]	[107953208]	[]
965_10810	chr15	49646024	49646424	+	606	26.5	[]	[]	[12.834519]	[137]	[]	[49646252]
965_10814	chr16	30839024	30839424	+	580	26.5	[]	[]	[8.366211]	[123]	[]	[30839246]
965_1082	chr1	21368491	21368891	+	1000	63.5	[]	[]	[12.834519, 8.518976]	[128, 154]	[]	[21368698, 21368724]
965_10831	chr17_GL000205v2_random	150173	150573	+	591	26.5	[8.731906]	[55]	[]	[]	[150324]	[]
965_10841	chr19	29662293	29662693	+	569	26.5	[]	[]	[8.311733]	[105]	[]	[29662457]
965_10844	chr19	40776981	40777381	+	560	26.5	[]	[]	[8.176826]	[125]	[]	[40777177]
965_10845	chr19	42449932	42450332	+	569	26.5	[]	[]	[8.176826]	[130]	[]	[42450121]
965_10851	chr19	55702262	55702662	+	577	26.5	[]	[]	[12.834519]	[134]	[]	[55702444]
965_1086	chr1	173603268	173603668	+	1000	63.5	[12.834519]	[90]	[]	[]	[173603455]	[]
965_10862	chr2	113582567	113582967	+	570	26.5	[8.366211]	[89]	[]	[]	[113582752]	[]
965_10863	chr2	126648432	126648832	+	562	26.5	[]	[]	[12.834519]	[97]	[]	[126648603]
965_10870	chr2	217105893	217106293	+	541	26.5	[10.269137]	[139]	[]	[]	[217106075]	[]
965_10873	chr20	44532902	44533302	+	588	26.5	[8.311733]	[126]	[]	[]	[44533115]	[]
965_10875	chr20	49766069	49766469	+	552	26.5	[8.366211]	[99]	[7.7999115, 7.6554527]	[112, 167]	[49766244]	[49766257, 49766312]
965_10883	chr21	46225231	46225631	+	545	26.5	[]	[]	[8.196857]	[152]	[]	[46225449]
965_10884	chr22	16587005	16587405	+	569	26.5	[8.311733]	[227]	[]	[]	[16587243]	[]
965_10894	chr22	20780743	20781143	+	598	26.5	[]	[]	[7.9547687]	[182]	[]	[20780968]
965_10898	chr22	20935263	20935663	+	577	26.5	[]	[]	[8.311733]	[62]	[]	[20935418]
965_10899	chr22	21006663	21007063	+	599	26.5	[9.390524]	[156]	[]	[]	[21006873]	[]
965_10903	chr22	23073792	23074192	+	543	26.5	[7.7329817]	[171]	[]	[]	[23074024]	[]
965_10904	chr22	28855613	28856013	+	559	26.5	[8.366211, 9.390524]	[108, 122]	[]	[]	[28855821, 28855835]	[]
965_10907	chr3	9848862	9849262	+	590	26.5	[7.9547687]	[108]	[]	[]	[9849036]	[]
965_10910	chr3	31506756	31507156	+	604	26.5	[]	[]	[12.834519, 8.518976]	[57, 78]	[]	[31506911, 31506932]
965_1092	chr19	28528520	28528920	+	1000	63.5	[10.269137]	[108]	[]	[]	[28528727]	[]
965_10926	chr4	99562923	99563323	+	565	26.5	[]	[]	[10.269137]	[130]	[]	[99563122]
965_10927	chr4	109811026	109811426	+	578	26.5	[]	[]	[8.366211, 12.834519]	[70, 127]	[]	[109811193, 109811250]
965_10930	chr5	37774862	37775262	+	566	26.5	[8.176826]	[105]	[]	[]	[37775066]	[]
965_10937	chr5	127564263	127564663	+	592	26.5	[8.366211]	[76]	[]	[]	[127564419]	[]
965_1094	chr22	21984694	21985094	+	1000	63.5	[8.176826]	[128]	[]	[]	[21984903]	[]
965_10942	chr5	176185114	176185514	+	566	26.5	[]	[]	[8.366211]	[86]	[]	[176185272]
965_10948	chr6	10886573	10886973	+	561	26.5	[]	[]	[9.390524, 7.8428354]	[162, 178]	[]	[10886783, 10886799]
965_10953	chr6	26570243	26570643	+	551	26.5	[]	[]	[9.390524, 7.5994935]	[101, 178]	[]	[26570415, 26570492]
965_10955	chr6	31771281	31771681	+	586	26.5	[12.834519]	[121]	[]	[]	[31771455]	[]
965_1096	chr3	194575469	194575869	+	1000	63.5	[]	[]	[8.311733]	[127]	[]	[194575685]
965_10965	chr6	109056684	109057084	+	589	26.5	[7.7999115]	[149]	[]	[]	[109056895]	[]
965_1097	chr4	55729831	55730231	+	1000	63.5	[10.269137]	[92]	[]	[]	[55730009]	[]
965_10977	chr7	98218269	98218669	+	576	26.5	[]	[]	[7.6554527]	[183]	[]	[98218517]
965_1098	chr6	28687640	28688040	+	1000	63.5	[]	[]	[8.518976, 12.834519]	[147, 152]	[]	[28687874, 28687879]
965_10985	chr7	108113988	108114388	+	606	26.5	[]	[]	[7.6554527]	[57]	[]	[108114141]
965_10987	chr7	129435349	129435749	+	605	26.5	[7.5994935]	[202]	[]	[]	[129435598]	[]
965_1099	chr6	91053117	91053517	+	1000	63.5	[12.834519, 8.366211]	[87, 126]	[]	[]	[91053294, 91053333]	[]
