#PeakID(python identify_motif.py ./ENCODE_processed_files/MEF2A_idr.fa MEF2A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
9_10170	chr6	49649941	49650341	+	1000	29.0	[]	[]	[5.987794]	[131]	[]	[49650137]
9_10172	chr6	67879069	67879469	+	1000	29.0	[]	[]	[6.037064]	[141]	[]	[67879265]
9_10175	chr6	85658072	85658472	+	1000	29.0	[6.6259375]	[148]	[9.709194]	[148]	[85658291]	[85658291]
9_10177	chr6	99516030	99516430	+	996	29.0	[6.9096017, 6.0647836]	[90, 158]	[]	[]	[99516208, 99516276]	[]
9_1018	chr12	92002246	92002646	+	1000	93.0	[]	[]	[6.0057917, 16.258217]	[69, 102]	[]	[92002409, 92002442]
9_10180	chr6	110807066	110807466	+	907	29.0	[17.315159]	[118]	[]	[]	[110807282]	[]
9_10181	chr6	111377532	111377932	+	1000	29.0	[]	[]	[8.639337]	[146]	[]	[111377703]
9_10182	chr6	118629766	118630166	+	848	29.0	[]	[]	[7.471963, 12.991903]	[104, 130]	[]	[118629952, 118629978]
9_10183	chr6	119129866	119130266	+	563	29.0	[7.886566]	[157]	[6.0057917, 6.3096714]	[151, 189]	[119130052]	[119130046, 119130084]
9_10186	chr6	129671707	129672107	+	1000	29.0	[9.151792]	[109]	[]	[]	[129671914]	[]
9_1019	chr13	79385804	79386204	+	1000	93.0	[6.8127646]	[149]	[]	[]	[79386052]	[]
9_102	chr18	46711404	46711804	+	1000	312.0	[]	[]	[14.380129]	[85]	[]	[46711587]
9_10201	chr7	2558149	2558549	+	1000	29.0	[15.811725]	[76]	[8.015269]	[76]	[2558313]	[2558313]
9_10206	chr7	32747397	32747797	+	935	29.0	[]	[]	[13.067403]	[123]	[]	[32747583]
9_10209	chr7	66937189	66937589	+	647	29.0	[]	[]	[16.258217]	[64]	[]	[66937341]
9_10215	chr7	99557328	99557728	+	969	29.0	[]	[]	[5.92816]	[167]	[]	[99557509]
9_1022	chr19	40005692	40006092	+	1000	93.0	[17.315159]	[108]	[6.4920115]	[118]	[40005882]	[40005892]
9_10225	chr7	116950863	116951263	+	1000	29.0	[]	[]	[6.575119]	[146]	[]	[116951079]
9_10228	chr7	119883445	119883845	+	1000	29.0	[]	[]	[5.85039]	[97]	[]	[119883638]
9_1023	chr19	47779838	47780238	+	1000	93.0	[9.364033]	[111]	[]	[]	[47780042]	[]
9_10232	chr7	129644616	129645016	+	1000	29.0	[5.765526, 5.7580857]	[118, 133]	[12.91896]	[133]	[129644832, 129644847]	[129644847]
9_10238	chr7	131026239	131026639	+	810	29.0	[5.6707325]	[116]	[]	[]	[131026445]	[]
9_1024	chr2	157929921	157930321	+	1000	93.0	[5.752968]	[62]	[]	[]	[157930083]	[]
9_10250	chr7	149600563	149600963	+	1000	29.0	[]	[]	[16.258217]	[137]	[]	[149600782]
9_10253	chr7	151027873	151028273	+	1000	29.0	[]	[]	[6.4101615]	[149]	[]	[151028058]
9_10256	chr7	151187656	151188056	+	950	29.0	[14.754784]	[115]	[]	[]	[151187854]	[]
9_10261	chr8	8806967	8807367	+	1000	29.0	[]	[]	[8.621973]	[145]	[]	[8807177]
9_10263	chr8	66101185	66101585	+	1000	29.0	[6.3821535]	[100]	[]	[]	[66101363]	[]
9_10264	chr8	73702631	73703031	+	998	29.0	[13.469811]	[174]	[5.673355]	[174]	[73702866]	[73702866]
9_10269	chr8	109520919	109521319	+	576	29.0	[6.8660583]	[128]	[]	[]	[109521139]	[]
9_1027	chr4	78691924	78692324	+	1000	93.0	[5.587118]	[116]	[]	[]	[78692127]	[]
9_10271	chr8	116443078	116443478	+	1000	29.0	[14.754784]	[84]	[]	[]	[116443250]	[]
9_10272	chr8	127977773	127978173	+	1000	29.0	[]	[]	[6.996926]	[170]	[]	[127977985]
9_10273	chr8	128014352	128014752	+	1000	29.0	[]	[]	[8.173239]	[103]	[]	[128014515]
9_1028	chr6	43397954	43398354	+	1000	93.0	[7.348653]	[95]	[]	[]	[43398146]	[]
9_1029	chr8	42267728	42268128	+	1000	93.0	[5.765526]	[65]	[11.098821]	[116]	[42267886]	[42267937]
9_10298	chr9	130790926	130791326	+	1000	29.0	[6.579676, 14.422394]	[116, 171]	[]	[]	[130791091, 130791146]	[]
9_1030	chr1	15596836	15597236	+	1000	92.0	[17.315159]	[127]	[]	[]	[15597039]	[]
9_1031	chr1	83918801	83919201	+	1000	92.0	[]	[]	[9.969937]	[54]	[]	[83918954]
9_10317	chr1	1471155	1471555	+	1000	28.0	[14.048844]	[139]	[]	[]	[1471385]	[]
9_10319	chr1	3900279	3900679	+	1000	28.0	[]	[]	[6.9079847]	[227]	[]	[3900528]
9_1032	chr1	111592727	111593127	+	1000	92.0	[8.09485]	[104]	[]	[]	[111592904]	[]
9_10327	chr1	14141061	14141461	+	986	28.0	[6.0057917, 17.315159]	[80, 104]	[]	[]	[14141235, 14141259]	[]
9_10328	chr1	14442972	14443372	+	992	28.0	[8.951781]	[235]	[]	[]	[14443209]	[]
9_10334	chr1	22021163	22021563	+	866	28.0	[]	[]	[9.681337]	[100]	[]	[22021343]
9_10337	chr1	25996972	25997372	+	1000	28.0	[]	[]	[11.113814]	[66]	[]	[25997124]
9_1034	chr10	60828524	60828924	+	1000	92.0	[17.315159]	[113]	[]	[]	[60828702]	[]
9_10344	chr1	30756561	30756961	+	1000	28.0	[]	[]	[9.520104]	[97]	[]	[30756741]
9_10348	chr1	36248354	36248754	+	993	28.0	[]	[]	[5.7609663]	[201]	[]	[36248591]
9_1035	chr19	5536400	5536800	+	1000	92.0	[]	[]	[17.315159]	[127]	[]	[5536619]
9_10359	chr1	45876063	45876463	+	856	28.0	[]	[]	[11.190435]	[125]	[]	[45876223]
9_10364	chr1	84642810	84643210	+	1000	28.0	[17.315159, 6.0590153]	[112, 145]	[]	[]	[84643022, 84643055]	[]
9_10367	chr1	91591577	91591977	+	639	28.0	[]	[]	[9.510656]	[123]	[]	[91591775]
9_10373	chr1	100759196	100759596	+	1000	28.0	[6.8324847]	[82]	[]	[]	[100759374]	[]
9_10379	chr1	114853547	114853947	+	990	28.0	[]	[]	[12.41287]	[138]	[]	[114853753]
9_1039	chr22	20852025	20852425	+	1000	92.0	[5.7043066]	[77]	[]	[]	[20852200]	[]
9_10395	chr1	153783118	153783518	+	932	28.0	[14.754784]	[84]	[]	[]	[153783298]	[]
9_10399	chr1	154973451	154973851	+	1000	28.0	[9.605836]	[141]	[]	[]	[154973653]	[]
9_1040	chr3	4326849	4327249	+	1000	92.0	[8.30487]	[85]	[]	[]	[4327012]	[]
9_1041	chr4	169666952	169667352	+	1000	92.0	[]	[]	[8.848522, 10.657917, 9.111534]	[73, 100, 117]	[]	[169667121, 169667148, 169667165]
9_10413	chr1	167880601	167881001	+	546	28.0	[9.937121]	[156]	[]	[]	[167880824]	[]
9_10414	chr1	172429288	172429688	+	802	28.0	[6.7595406, 6.591416]	[92, 149]	[]	[]	[172429461, 172429518]	[]
9_10416	chr1	172486961	172487361	+	1000	28.0	[12.991903, 7.348654]	[84, 124]	[]	[]	[172487140, 172487180]	[]
9_10417	chr1	173435986	173436386	+	1000	28.0	[5.92816]	[123]	[]	[]	[173436194]	[]
9_10419	chr1	180779949	180780349	+	603	28.0	[7.804737]	[200]	[]	[]	[180780176]	[]
9_1042	chr7	6435648	6436048	+	1000	92.0	[]	[]	[6.702621]	[119]	[]	[6435860]
9_10423	chr1	191496020	191496420	+	865	28.0	[11.966377]	[140]	[9.5187025]	[140]	[191496247]	[191496247]
9_10425	chr1	197178954	197179354	+	825	28.0	[]	[]	[11.791661]	[109]	[]	[197179152]
9_10428	chr1	201435655	201436055	+	797	28.0	[]	[]	[6.985101, 8.621973]	[121, 127]	[]	[201435814, 201435820]
9_10429	chr1	201573941	201574341	+	971	28.0	[5.7580857]	[80]	[12.91896]	[80]	[201574102]	[201574102]
9_1043	chr7	102081053	102081453	+	1000	92.0	[5.7632356]	[133]	[]	[]	[102081270]	[]
9_10436	chr1	213045405	213045805	+	1000	28.0	[]	[]	[9.503056]	[117]	[]	[213045618]
9_10444	chr1	234893816	234894216	+	1000	28.0	[13.356004]	[125]	[]	[]	[234894021]	[]
9_1045	chr8	61689679	61690079	+	1000	92.0	[]	[]	[15.057976]	[104]	[]	[61689880]
9_10462	chr10	44725397	44725797	+	916	28.0	[5.673355, 14.001035]	[74, 99]	[13.469811, 7.2088623]	[74, 85]	[44725566, 44725591]	[44725566, 44725577]
9_10468	chr10	62016077	62016477	+	996	28.0	[7.6259384]	[103]	[6.415022]	[59]	[62016273]	[62016229]
9_10469	chr10	70575943	70576343	+	824	28.0	[]	[]	[5.7077427]	[109]	[]	[70576152]
9_10470	chr10	72186183	72186583	+	998	28.0	[]	[]	[10.099138]	[149]	[]	[72186406]
9_10471	chr10	72215355	72215755	+	819	28.0	[5.6322427]	[210]	[]	[]	[72215605]	[]
9_10475	chr10	91591464	91591864	+	792	28.0	[12.904769]	[141]	[7.5559874]	[141]	[91591679]	[91591679]
9_10476	chr10	91901784	91902184	+	1000	28.0	[]	[]	[5.893029]	[162]	[]	[91902014]
9_10481	chr10	122931073	122931473	+	1000	28.0	[5.629383]	[146]	[6.385992]	[53]	[122931317]	[122931224]
9_10487	chr11	12099124	12099524	+	641	28.0	[]	[]	[12.054005]	[92]	[]	[12099313]
9_10497	chr11	64472832	64473232	+	1000	28.0	[9.108248]	[97]	[]	[]	[64473025]	[]
9_105	chr19	10836416	10836816	+	1000	307.0	[16.258217]	[98]	[]	[]	[10836603]	[]
9_10503	chr11	75343327	75343727	+	911	28.0	[]	[]	[8.319862]	[195]	[]	[75343535]
9_10505	chr11	96241263	96241663	+	1000	28.0	[]	[]	[9.801105]	[129]	[]	[96241455]
9_1051	chr13	27667951	27668351	+	1000	91.0	[8.580311]	[129]	[13.929092, 7.231281]	[129, 131]	[27668164]	[27668164, 27668166]
9_10512	chr12	23542139	23542539	+	1000	28.0	[]	[]	[13.067403]	[60]	[]	[23542296]
9_1052	chr16	13999957	14000357	+	1000	91.0	[10.382992]	[117]	[]	[]	[14000160]	[]
9_10520	chr12	53508544	53508944	+	982	28.0	[8.290689]	[151]	[]	[]	[53508779]	[]
9_10526	chr12	68630039	68630439	+	1000	28.0	[]	[]	[14.048844]	[131]	[]	[68630258]
9_10529	chr12	92133183	92133583	+	1000	28.0	[14.048844]	[79]	[]	[]	[92133347]	[]
9_1053	chr17	42743618	42744018	+	1000	91.0	[14.048844]	[138]	[]	[]	[42743845]	[]
9_10530	chr12	105881043	105881443	+	771	28.0	[5.893029, 7.803248]	[54, 137]	[9.605836]	[97]	[105881197, 105881280]	[105881240]
9_10534	chr12	114238815	114239215	+	1000	28.0	[6.9619446]	[152]	[9.713955]	[102]	[114239058]	[114239008]
9_10546	chr13	94655690	94656090	+	1000	28.0	[8.898557]	[79]	[5.752968]	[137]	[94655861]	[94655919]
9_10548	chr13	107926523	107926923	+	1000	28.0	[]	[]	[6.951866, 8.405594]	[95, 110]	[]	[107926715, 107926730]
9_1055	chr22	31944113	31944513	+	1000	91.0	[8.015269]	[146]	[15.811725]	[146]	[31944352]	[31944352]
9_10550	chr14	19378323	19378723	+	1000	28.0	[13.110946, 11.108269]	[131, 173]	[]	[]	[19378512, 19378554]	[]
9_10553	chr14	37168447	37168847	+	986	28.0	[]	[]	[15.057976]	[116]	[]	[37168609]
9_1056	chr3	5108310	5108710	+	1000	91.0	[]	[]	[8.021813]	[159]	[]	[5108547]
9_10563	chr15	63363294	63363694	+	1000	28.0	[5.9829335]	[182]	[]	[]	[63363527]	[]
9_10564	chr15	64233312	64233712	+	997	28.0	[]	[]	[6.2187686]	[137]	[]	[64233539]
9_10567	chr15	67382731	67383131	+	767	28.0	[5.687546]	[85]	[11.671909]	[85]	[67382916]	[67382916]
9_10570	chr15	90362535	90362935	+	924	28.0	[13.110946]	[111]	[]	[]	[90362741]	[]
9_1058	chr3	171834164	171834564	+	1000	91.0	[15.811725, 6.746307]	[103, 139]	[8.015269]	[103]	[171834359, 171834395]	[171834359]
9_10590	chr16	70653678	70654078	+	1000	28.0	[]	[]	[9.605836]	[105]	[]	[70653876]
9_10592	chr16	81651977	81652377	+	1000	28.0	[7.163769, 7.424154]	[137, 151]	[]	[]	[81652199, 81652213]	[]
9_10604	chr17	30310576	30310976	+	1000	28.0	[14.422394]	[122]	[]	[]	[30310796]	[]
9_10606	chr17	35804709	35805109	+	804	28.0	[5.893029]	[111]	[]	[]	[35804882]	[]
9_10609	chr17	37849086	37849486	+	868	28.0	[6.817431]	[79]	[]	[]	[37849253]	[]
9_10614	chr17	41662668	41663068	+	1000	28.0	[]	[]	[6.665946]	[150]	[]	[41662892]
9_10626	chr17	69170342	69170742	+	982	28.0	[]	[]	[10.738278]	[114]	[]	[69170555]
9_10627	chr17	73228728	73229128	+	807	28.0	[6.2986765]	[155]	[]	[]	[73228954]	[]
9_10638	chr18	23579270	23579670	+	927	28.0	[]	[]	[14.422394]	[114]	[]	[23579474]
9_10644	chr19	1203377	1203777	+	979	28.0	[7.465207]	[164]	[]	[]	[1203627]	[]
9_10648	chr19	3942767	3943167	+	950	28.0	[13.554542]	[79]	[]	[]	[3942928]	[]
9_10655	chr19	12946306	12946706	+	1000	28.0	[]	[]	[7.791581]	[141]	[]	[12946474]
9_10660	chr19	16562536	16562936	+	1000	28.0	[]	[]	[8.481095, 11.108269]	[76, 82]	[]	[16562712, 16562718]
9_1067	chr1	121092595	121092995	+	1000	90.0	[6.158043]	[147]	[]	[]	[121092839]	[]
9_10670	chr19	38974478	38974878	+	988	28.0	[11.636929, 6.0023556]	[178, 199]	[]	[]	[38974663, 38974684]	[]
9_1068	chr1	182575755	182576155	+	1000	90.0	[]	[]	[17.315159]	[74]	[]	[182575927]
9_10681	chr19	46629090	46629490	+	792	28.0	[6.874379]	[154]	[]	[]	[46629300]	[]
9_10686	chr19	51533173	51533573	+	790	28.0	[]	[]	[17.315159]	[161]	[]	[51533403]
9_1069	chr1	211627285	211627685	+	1000	90.0	[12.904769]	[108]	[7.5559874]	[108]	[211627484]	[211627484]
9_10692	chr19	57338695	57339095	+	768	28.0	[17.315159]	[127]	[13.554542]	[90]	[57338908]	[57338871]
9_10694	chr2	6887670	6888070	+	856	28.0	[]	[]	[7.28315]	[103]	[]	[6887856]
9_1070	chr10	5933913	5934313	+	1000	90.0	[14.422394]	[93]	[]	[]	[5934100]	[]
9_10703	chr2	26355498	26355898	+	923	28.0	[7.9848037]	[79]	[]	[]	[26355670]	[]
9_10708	chr2	42464616	42465016	+	737	28.0	[]	[]	[5.587118]	[114]	[]	[42464813]
9_10713	chr2	58039044	58039444	+	1000	28.0	[7.465207]	[170]	[]	[]	[58039242]	[]
9_1073	chr10	60032827	60033227	+	1000	90.0	[10.430422]	[95]	[]	[]	[60033012]	[]
9_10730	chr2	150080152	150080552	+	903	28.0	[17.315159]	[154]	[]	[]	[150080383]	[]
9_10731	chr2	157193531	157193931	+	913	28.0	[]	[]	[6.4585648]	[213]	[]	[157193780]
9_10736	chr2	171513689	171514089	+	975	28.0	[5.587118]	[115]	[]	[]	[171513866]	[]
9_1074	chr11	47056279	47056679	+	1000	90.0	[10.356762]	[148]	[]	[]	[47056507]	[]
9_10759	chr20	47487244	47487644	+	681	28.0	[]	[]	[11.15574]	[161]	[]	[47487483]
9_10760	chr20	50098329	50098729	+	614	28.0	[]	[]	[6.3305683]	[93]	[]	[50098517]
9_10768	chr20	64158861	64159261	+	991	28.0	[]	[]	[6.6379375]	[86]	[]	[64159037]
9_10769	chr21	20236608	20237008	+	963	28.0	[13.929092]	[142]	[8.580311]	[142]	[20236843]	[20236843]
9_1077	chr12	122725986	122726386	+	1000	90.0	[12.613945]	[60]	[]	[]	[122726141]	[]
9_10774	chr21	38755963	38756363	+	967	28.0	[]	[]	[5.844114, 10.218181]	[112, 149]	[]	[38756165, 38756202]
9_10777	chr21	46460075	46460475	+	1000	28.0	[14.124345]	[65]	[]	[]	[46460228]	[]
9_10781	chr22	19461481	19461881	+	940	28.0	[]	[]	[17.315159]	[127]	[]	[19461673]
9_10784	chr22	19834108	19834508	+	798	28.0	[5.850267]	[131]	[10.994062]	[131]	[19834289]	[19834289]
9_10785	chr22	19848978	19849378	+	980	28.0	[17.315159]	[118]	[6.0023556]	[136]	[19849195]	[19849213]
9_1079	chr2	119240618	119241018	+	1000	90.0	[15.811725]	[105]	[8.015269]	[105]	[119240815]	[119240815]
9_108	chr19	47226035	47226435	+	1000	298.0	[15.811725]	[96]	[8.015269]	[96]	[47226226]	[47226226]
9_1080	chr2	157182135	157182535	+	1000	90.0	[7.8043694]	[65]	[9.234844, 8.600847]	[65, 147]	[157182295]	[157182295, 157182377]
9_10805	chr22	21890515	21890915	+	1000	28.0	[]	[]	[7.6777735]	[171]	[]	[21890706]
9_1081	chr20	31812445	31812845	+	1000	90.0	[]	[]	[16.258217]	[96]	[]	[31812632]
9_10810	chr22	22120015	22120415	+	1000	28.0	[6.3821535, 6.8660583]	[58, 85]	[]	[]	[22120169, 22120196]	[]
9_10816	chr22	22608713	22609113	+	867	28.0	[]	[]	[7.791581]	[68]	[]	[22608880]
9_10820	chr22	22717605	22718005	+	1000	28.0	[]	[]	[5.674137]	[207]	[]	[22717837]
9_10821	chr22	22781610	22782010	+	1000	28.0	[6.9357142]	[84]	[]	[]	[22781780]	[]
9_10826	chr22	23015685	23016085	+	720	28.0	[]	[]	[8.7441635]	[133]	[]	[23015913]
9_10828	chr22	23166083	23166483	+	1000	28.0	[]	[]	[12.872151]	[95]	[]	[23166244]
9_10833	chr22	24510521	24510921	+	987	28.0	[8.015269]	[123]	[15.811725]	[123]	[24510739]	[24510739]
9_10835	chr22	35623184	35623584	+	1000	28.0	[]	[]	[14.001035]	[99]	[]	[35623364]
9_10840	chr3	8894715	8895115	+	953	28.0	[]	[]	[12.69387]	[133]	[]	[8894933]
9_1085	chr22	38924351	38924751	+	1000	90.0	[]	[]	[7.722887]	[97]	[]	[38924537]
9_10850	chr3	31544580	31544980	+	1000	28.0	[10.175916, 7.3636165]	[162, 171]	[]	[]	[31544812, 31544821]	[]
9_10853	chr3	45551204	45551604	+	1000	28.0	[]	[]	[9.146556]	[116]	[]	[45551377]
9_10854	chr3	46841712	46842112	+	984	28.0	[8.580311]	[82]	[13.929092]	[82]	[46841891]	[46841891]
9_10855	chr3	47788999	47789399	+	1000	28.0	[7.196585]	[131]	[]	[]	[47789185]	[]
9_10859	chr3	101379624	101380024	+	888	28.0	[17.315159]	[93]	[6.7477956]	[125]	[101379781]	[101379813]
9_1086	chr3	196684871	196685271	+	1000	90.0	[15.057976]	[145]	[8.495496]	[113]	[196685104]	[196685072]
9_10860	chr3	108097279	108097679	+	890	28.0	[]	[]	[14.048844]	[147]	[]	[108097495]
9_10866	chr3	139344320	139344720	+	1000	28.0	[6.7806125]	[180]	[]	[]	[139344552]	[]
9_10869	chr3	150761379	150761779	+	870	28.0	[8.580311, 7.750675]	[93, 117]	[13.929092, 8.221446]	[93, 117]	[150761561, 150761585]	[150761561, 150761585]
9_10870	chr3	152321954	152322354	+	1000	28.0	[9.605837]	[89]	[]	[]	[152322138]	[]
9_1088	chr4	153341757	153342157	+	1000	90.0	[]	[]	[10.132373]	[95]	[]	[153341944]
9_10880	chr3	184811812	184812212	+	1000	28.0	[12.54541]	[183]	[]	[]	[184812055]	[]
9_10885	chr3	196143393	196143793	+	920	28.0	[]	[]	[13.110946]	[149]	[]	[196143631]
9_10898	chr4	144104766	144105166	+	1000	28.0	[]	[]	[6.3910203]	[85]	[]	[144104938]
9_109	chr7	22647411	22647811	+	1000	298.0	[]	[]	[16.258217]	[90]	[]	[22647601]
9_10904	chr4	190111174	190111574	+	1000	28.0	[6.415022]	[146]	[]	[]	[190111413]	[]
9_10910	chr5	39117524	39117924	+	959	28.0	[8.319862]	[123]	[]	[]	[39117704]	[]
9_10922	chr5	126746255	126746655	+	919	28.0	[]	[]	[9.572968]	[82]	[]	[126746410]
9_10928	chr5	148806014	148806414	+	1000	28.0	[16.258217]	[161]	[6.295346]	[191]	[148806219]	[148806249]
9_1093	chr7	123609286	123609686	+	1000	90.0	[]	[]	[13.554542]	[97]	[]	[123609479]
9_1094	chr8	143454582	143454982	+	1000	90.0	[6.901627]	[149]	[8.65479]	[58]	[143454829]	[143454738]
9_10942	chr6	4987181	4987581	+	675	28.0	[17.315159]	[121]	[]	[]	[4987400]	[]
9_10957	chr6	18589602	18590002	+	1000	28.0	[16.258217]	[89]	[]	[]	[18589776]	[]
9_10959	chr6	20688673	20689073	+	997	28.0	[11.136741]	[94]	[]	[]	[20688854]	[]
9_1096	chr1	196517217	196517617	+	1000	89.0	[10.132373]	[123]	[]	[]	[196517436]	[]
9_10962	chr6	26333373	26333773	+	935	28.0	[]	[]	[10.661777, 7.770012]	[139, 153]	[]	[26333582, 26333596]
9_10963	chr6	27136009	27136409	+	1000	28.0	[6.343568]	[143]	[]	[]	[27136183]	[]
9_10964	chr6	27142751	27143151	+	794	28.0	[]	[]	[6.568025]	[174]	[]	[27142940]
9_10968	chr6	28939769	28940169	+	987	28.0	[]	[]	[6.8164287, 5.60273]	[179, 186]	[]	[28939960, 28939967]
9_10969	chr6	29656084	29656484	+	873	28.0	[]	[]	[16.258217]	[108]	[]	[29656278]
9_10975	chr6	31839317	31839717	+	991	28.0	[]	[]	[6.0590153]	[165]	[]	[31839532]
9_10977	chr6	34955543	34955943	+	863	28.0	[12.69387]	[120]	[7.471963]	[135]	[34955756]	[34955771]
9_10978	chr6	36115011	36115411	+	1000	28.0	[17.315159]	[151]	[7.3812714]	[111]	[36115229]	[36115189]
9_1098	chr10	75034129	75034529	+	1000	89.0	[]	[]	[10.099138]	[87]	[]	[75034306]
