#PeakID(python scan_motif.py ./ENCODE_processed_files/TEAD2_idr.fa TEAD2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
965_10382	chr1	39408085	39408485	+	549	27.0	[]	[]	[8.366211]	[215]	[]	[39408307]
965_10385	chr1	42683598	42683998	+	552	27.0	[]	[]	[8.366211]	[138]	[]	[42683835]
965_10386	chr1	46315966	46316366	+	584	27.0	[]	[]	[7.6749144]	[108]	[]	[46316166]
965_10387	chr1	51627630	51628030	+	572	27.0	[8.731906, 9.390524]	[131, 143]	[]	[]	[51627840, 51627852]	[]
965_10389	chr1	65573094	65573494	+	632	27.0	[]	[]	[7.6749144]	[180]	[]	[65573321]
965_10391	chr1	85612734	85613134	+	624	27.0	[]	[]	[8.196857, 12.834519]	[112, 136]	[]	[85612939, 85612963]
965_10395	chr1	111615791	111616191	+	557	27.0	[]	[]	[7.7999115]	[83]	[]	[111615950]
965_104	chr7	152394233	152394633	+	1000	218.5	[12.834519]	[104]	[]	[]	[152394428]	[]
965_1040	chrY	11295435	11295835	+	1000	65.5	[8.518976, 8.518976, 8.518976, 8.518976]	[97, 102, 147, 152]	[]	[]	[11295595, 11295600, 11295645, 11295650]	[]
965_10404	chr1	162497438	162497838	+	598	27.0	[]	[]	[8.518976]	[135]	[]	[162497668]
965_10405	chr1	167645281	167645681	+	593	27.0	[8.366211]	[172]	[9.390524]	[153]	[167645526]	[167645507]
965_10406	chr1	167803279	167803679	+	616	27.0	[]	[]	[8.518976]	[128]	[]	[167803473]
965_10409	chr1	201456918	201457318	+	610	27.0	[]	[]	[8.518976]	[146]	[]	[201457144]
965_1041	chr1	6603850	6604250	+	1000	65.0	[10.269137]	[82]	[]	[]	[6604027]	[]
965_10413	chr1	204400969	204401369	+	593	27.0	[9.390524]	[122]	[]	[]	[204401166]	[]
965_10414	chr1	204623582	204623982	+	557	27.0	[7.6554527]	[129]	[]	[]	[204623736]	[]
965_10415	chr1	205267424	205267824	+	552	27.0	[8.731906]	[207]	[]	[]	[205267658]	[]
965_10416	chr1	206004183	206004583	+	634	27.0	[8.176826, 7.6749144]	[153, 202]	[]	[]	[206004361, 206004410]	[]
965_10417	chr1	207499449	207499849	+	620	27.0	[8.366211]	[83]	[]	[]	[207499617]	[]
965_10419	chr1	207805875	207806275	+	598	27.0	[]	[]	[10.269137]	[115]	[]	[207806077]
965_10421	chr1	212166226	212166626	+	541	27.0	[]	[]	[12.834519]	[190]	[]	[212166420]
965_10427	chr1	226111146	226111546	+	568	27.0	[]	[]	[7.7329817]	[148]	[]	[226111375]
965_1043	chr10	131916783	131917183	+	1000	65.0	[]	[]	[8.311733, 8.311733, 8.311733]	[91, 123, 155]	[]	[131916967, 131916999, 131917031]
965_10430	chr1	234760286	234760686	+	581	27.0	[]	[]	[10.269137]	[103]	[]	[234760468]
965_10433	chr1	248859839	248860239	+	569	27.0	[]	[]	[8.366211, 7.6749144]	[119, 138]	[]	[248860054, 248860073]
965_10438	chr10	28806557	28806957	+	601	27.0	[7.6749144]	[178]	[]	[]	[28806778]	[]
965_10439	chr10	41908091	41908491	+	623	27.0	[]	[]	[8.311733, 8.518976, 8.518976, 8.518976, 8.518976, 8.311733, 8.731906, 8.518976]	[133, 153, 163, 168, 173, 203, 208, 223]	[]	[41908249, 41908269, 41908279, 41908284, 41908289, 41908319, 41908324, 41908339]
965_1044	chr12	66145145	66145545	+	1000	65.0	[10.269137, 8.311733]	[90, 143]	[]	[]	[66145324, 66145377]	[]
965_10440	chr10	45250035	45250435	+	622	27.0	[]	[]	[8.518976]	[115]	[]	[45250200]
965_10447	chr10	69211073	69211473	+	622	27.0	[9.390524]	[152]	[]	[]	[69211293]	[]
965_1045	chr2	27765855	27766255	+	1000	65.0	[]	[]	[10.269137]	[133]	[]	[27766061]
965_10452	chr11	43937476	43937876	+	542	27.0	[]	[]	[12.834519]	[103]	[]	[43937647]
965_10455	chr11	64743301	64743701	+	623	27.0	[12.834519]	[141]	[]	[]	[64743523]	[]
965_10457	chr11	75532345	75532745	+	541	27.0	[]	[]	[10.269137]	[104]	[]	[75532526]
965_10460	chr11	118980016	118980416	+	582	27.0	[8.196857]	[132]	[9.390524]	[101]	[118980214]	[118980183]
965_10461	chr11	119085302	119085702	+	587	27.0	[7.8428354]	[90]	[]	[]	[119085471]	[]
965_10462	chr12	27243685	27244085	+	574	27.0	[8.366211]	[98]	[8.366211]	[141]	[27243857]	[27243900]
965_10469	chr12	64609122	64609522	+	631	27.0	[7.6554527]	[61]	[]	[]	[64609278]	[]
965_10473	chr12	101696778	101697178	+	556	27.0	[7.7329817]	[213]	[]	[]	[101697001]	[]
965_10480	chr13	90033616	90034016	+	622	27.0	[10.269137]	[197]	[]	[]	[90033821]	[]
965_10485	chr13	91560258	91560658	+	550	27.0	[9.390524, 7.6749144]	[82, 157]	[]	[]	[91560419, 91560494]	[]
965_10486	chr13	91668895	91669295	+	600	27.0	[]	[]	[10.269137, 8.366211]	[195, 244]	[]	[91669096, 91669145]
965_10488	chr13	92684710	92685110	+	607	27.0	[]	[]	[8.176826]	[130]	[]	[92684938]
965_10489	chr13	93231524	93231924	+	559	27.0	[]	[]	[7.6554527]	[166]	[]	[93231739]
965_10493	chr14	61837540	61837940	+	582	27.0	[10.269137]	[105]	[]	[]	[61837727]	[]
965_10494	chr15	40274664	40275064	+	569	27.0	[]	[]	[8.731906]	[195]	[]	[40274907]
965_10501	chr16	66688286	66688686	+	627	27.0	[7.7329817]	[163]	[]	[]	[66688516]	[]
965_10503	chr16	69529678	69530078	+	601	27.0	[12.834519]	[139]	[]	[]	[69529894]	[]
965_10505	chr16	84622759	84623159	+	637	27.0	[]	[]	[12.834519]	[125]	[]	[84622977]
965_10507	chr16	90022262	90022662	+	619	27.0	[7.6749144]	[144]	[]	[]	[90022476]	[]
965_1051	chr5	134187545	134187945	+	1000	65.0	[]	[]	[12.834519]	[103]	[]	[134187742]
965_10510	chr17	44511784	44512184	+	542	27.0	[7.6749144]	[163]	[]	[]	[44511981]	[]
965_10512	chr17	46795419	46795819	+	614	27.0	[8.731906]	[145]	[]	[]	[46795609]	[]
965_10514	chr17	55086436	55086836	+	621	27.0	[8.176826]	[129]	[]	[]	[55086639]	[]
965_10516	chr17	59695868	59696268	+	546	27.0	[]	[]	[10.269137]	[130]	[]	[59696057]
965_10519	chr17	80575388	80575788	+	621	27.0	[]	[]	[9.390524]	[113]	[]	[80575598]
965_1052	chr7	43736179	43736579	+	1000	65.0	[10.269137]	[117]	[]	[]	[43736394]	[]
965_10520	chr17_GL000205v2_random	2606	3006	+	597	27.0	[8.366211]	[181]	[]	[]	[2815]	[]
965_10522	chr18	31819690	31820090	+	613	27.0	[7.6554527]	[95]	[10.269137]	[109]	[31819865]	[31819879]
965_10528	chr19	54906015	54906415	+	631	27.0	[7.7329817]	[164]	[8.518976]	[209]	[54906197]	[54906242]
965_10529	chr2	9611508	9611908	+	588	27.0	[]	[]	[10.269137]	[117]	[]	[9611719]
965_1053	chr7	151687592	151687992	+	1000	65.0	[8.518976]	[62]	[12.834519]	[100]	[151687754]	[151687792]
965_10530	chr2	24816733	24817133	+	610	27.0	[7.5994935, 8.366211]	[188, 213]	[]	[]	[24816937, 24816962]	[]
965_10533	chr2	47336132	47336532	+	609	27.0	[7.7999115]	[165]	[12.834519]	[132]	[47336359]	[47336326]
965_10535	chr2	58606701	58607101	+	626	27.0	[]	[]	[9.390524]	[161]	[]	[58606892]
965_10536	chr2	62296668	62297068	+	649	27.0	[8.366211]	[154]	[]	[]	[62296888]	[]
965_10538	chr2	70143010	70143410	+	622	27.0	[8.196857]	[152]	[]	[]	[70143220]	[]
965_10542	chr2	157875035	157875435	+	569	27.0	[12.834519]	[130]	[]	[]	[157875239]	[]
965_10547	chr2	230667106	230667506	+	615	27.0	[10.269137]	[107]	[]	[]	[230667290]	[]
965_10548	chr2	231786616	231787016	+	599	27.0	[]	[]	[9.390524]	[131]	[]	[231786842]
965_10549	chr2	235443580	235443980	+	641	27.0	[10.269137]	[129]	[]	[]	[235443788]	[]
965_10550	chr20	31560083	31560483	+	609	27.0	[]	[]	[7.7999115]	[170]	[]	[31560316]
965_10551	chr20	32109419	32109819	+	580	27.0	[7.6554527]	[132]	[]	[]	[32109576]	[]
965_10553	chr20	45323089	45323489	+	636	27.0	[]	[]	[8.731906]	[149]	[]	[45323257]
965_1056	chr1	200802879	200803279	+	1000	64.5	[]	[]	[7.7999115]	[119]	[]	[200803087]
965_10564	chr22	19371512	19371912	+	595	27.0	[8.731906]	[172]	[]	[]	[19371696]	[]
965_10565	chr22	19483507	19483907	+	592	27.0	[9.390524]	[119]	[]	[]	[19483700]	[]
965_10567	chr22	19892147	19892547	+	634	27.0	[7.6749144]	[99]	[]	[]	[19892339]	[]
965_1057	chr10	21336839	21337239	+	1000	64.5	[12.834519]	[142]	[]	[]	[21337076]	[]
965_10580	chr22	21100377	21100777	+	619	27.0	[]	[]	[8.176826]	[124]	[]	[21100530]
965_10592	chr3	32947678	32948078	+	540	27.0	[]	[]	[7.7999115]	[121]	[]	[32947843]
965_10596	chr3	45071047	45071447	+	620	27.0	[12.834519]	[120]	[]	[]	[45071248]	[]
965_10597	chr3	45073295	45073695	+	611	27.0	[]	[]	[12.834519]	[115]	[]	[45073501]
965_106	chr5	5523023	5523423	+	1000	217.5	[]	[]	[7.6554527]	[95]	[]	[5523207]
965_10600	chr3	57935594	57935994	+	617	27.0	[8.176826]	[144]	[]	[]	[57935797]	[]
965_10601	chr3	58161723	58162123	+	612	27.0	[7.6749144]	[151]	[]	[]	[58161939]	[]
965_10603	chr3	136786434	136786834	+	560	27.0	[]	[]	[12.834519, 8.311733]	[101, 108]	[]	[136786618, 136786625]
965_10604	chr3	153221756	153222156	+	556	27.0	[]	[]	[10.269137]	[150]	[]	[153221993]
965_10606	chr3	170809459	170809859	+	613	27.0	[]	[]	[9.390524]	[169]	[]	[170809694]
965_10609	chr3	195709055	195709455	+	576	27.0	[7.6554527]	[85]	[]	[]	[195709226]	[]
965_1061	chr19	18365044	18365444	+	1000	64.5	[]	[]	[12.834519]	[123]	[]	[18365265]
965_10611	chr4	10459256	10459656	+	600	27.0	[9.390524]	[97]	[]	[]	[10459440]	[]
965_10612	chr4	13484362	13484762	+	545	27.0	[9.390524]	[177]	[]	[]	[13484588]	[]
965_10618	chr5	34186109	34186509	+	590	27.0	[8.176826]	[73]	[]	[]	[34186277]	[]
965_10623	chr5	138488437	138488837	+	583	27.0	[]	[]	[8.731906]	[144]	[]	[138488653]
965_10624	chr5	143124525	143124925	+	597	27.0	[8.366211]	[94]	[]	[]	[143124700]	[]
965_10627	chr6	4337134	4337534	+	561	27.0	[7.7329817]	[94]	[]	[]	[4337316]	[]
965_10628	chr6	7042867	7043267	+	611	27.0	[7.6554527]	[198]	[]	[]	[7043104]	[]
965_10630	chr6	14720772	14721172	+	607	27.0	[]	[]	[8.366211]	[112]	[]	[14720944]
965_10632	chr6	26221205	26221605	+	578	27.0	[9.390524]	[108]	[]	[]	[26221394]	[]
965_10633	chr6	26310858	26311258	+	608	27.0	[]	[]	[8.366211]	[127]	[]	[26311029]
965_10637	chr6	32415400	32415800	+	595	27.0	[10.269137]	[90]	[]	[]	[32415583]	[]
965_10639	chr6	44221258	44221658	+	637	27.0	[7.6749144]	[125]	[]	[]	[44221418]	[]
965_1064	chr4	99842419	99842819	+	1000	64.5	[9.390524]	[165]	[]	[]	[99842655]	[]
965_10640	chr6	87590064	87590464	+	573	27.0	[8.311733]	[107]	[]	[]	[87590233]	[]
965_10641	chr6	89011350	89011750	+	608	27.0	[]	[]	[8.731906, 8.731906]	[154, 161]	[]	[89011580, 89011587]
965_10644	chr6	118935166	118935566	+	577	27.0	[]	[]	[9.390524]	[71]	[]	[118935333]
965_10647	chr6	138981420	138981820	+	591	27.0	[]	[]	[8.366211]	[96]	[]	[138981571]
965_10648	chr6	139497231	139497631	+	601	27.0	[8.518976]	[111]	[]	[]	[139497420]	[]
