#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2F6_idr.fa NR2F6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
681_10168	chr11	68213678	68214078	+	1000	36.0	[]	[]	[6.917256]	[116]	[]	[68213852]
681_10171	chr11	82981873	82982273	+	1000	36.0	[]	[]	[8.423179]	[136]	[]	[82982062]
681_10175	chr11	118907012	118907412	+	1000	36.0	[]	[]	[7.695302]	[91]	[]	[118907202]
681_10177	chr11	125070671	125071071	+	884	36.0	[10.916196]	[122]	[]	[]	[125070884]	[]
681_10180	chr12	22046700	22047100	+	1000	36.0	[9.064944]	[90]	[]	[]	[22046865]	[]
681_10181	chr12	31370775	31371175	+	922	36.0	[]	[]	[9.274022]	[119]	[]	[31370989]
681_10186	chr12	53180438	53180838	+	1000	36.0	[]	[]	[6.8441687]	[65]	[]	[53180591]
681_10187	chr12	53345217	53345617	+	1000	36.0	[7.415039]	[156]	[]	[]	[53345437]	[]
681_10188	chr12	53727185	53727585	+	1000	36.0	[7.563146]	[182]	[]	[]	[53727429]	[]
681_1019	chr7	150324672	150325072	+	1000	91.0	[10.903682, 7.900682]	[108, 124]	[]	[]	[150324877, 150324893]	[]
681_10192	chr12	56116410	56116810	+	1000	36.0	[]	[]	[6.917256]	[111]	[]	[56116562]
681_10193	chr12	56333657	56334057	+	1000	36.0	[]	[]	[12.02581]	[67]	[]	[56333814]
681_1020	chr8	23022720	23023120	+	1000	91.0	[]	[]	[11.8274975]	[136]	[]	[23022940]
681_10200	chr12	122422811	122423211	+	1000	36.0	[]	[]	[6.9654317]	[182]	[]	[122423059]
681_10206	chr13	80777408	80777808	+	1000	36.0	[]	[]	[7.145733, 9.066098, 15.375314]	[157, 191, 198]	[]	[80777595, 80777629, 80777636]
681_10214	chr13	91331519	91331919	+	1000	36.0	[7.145733]	[99]	[]	[]	[91331708]	[]
681_10238	chr15	30991922	30992322	+	1000	36.0	[]	[]	[7.563146, 10.225179]	[154, 171]	[]	[30992123, 30992140]
681_10239	chr15	40279392	40279792	+	749	36.0	[]	[]	[9.625627]	[165]	[]	[40279580]
681_10245	chr15	60478681	60479081	+	1000	36.0	[]	[]	[8.718861]	[126]	[]	[60478841]
681_10248	chr15	67840369	67840769	+	1000	36.0	[8.46723]	[191]	[]	[]	[67840584]	[]
681_10253	chr15	90598042	90598442	+	1000	36.0	[]	[]	[7.881086]	[144]	[]	[90598274]
681_10255	chr15	96158860	96159260	+	1000	36.0	[]	[]	[13.574681]	[121]	[]	[96159062]
681_1026	chr10	71638676	71639076	+	1000	90.0	[9.274022]	[70]	[]	[]	[71638842]	[]
681_10263	chr16	3717499	3717899	+	1000	36.0	[12.716828]	[132]	[]	[]	[3717715]	[]
681_10269	chr16	30669599	30669999	+	938	36.0	[]	[]	[10.016101, 13.574681]	[71, 152]	[]	[30669761, 30669842]
681_10270	chr16	30949121	30949521	+	1000	36.0	[7.7873144]	[116]	[]	[]	[30949330]	[]
681_1028	chr11	74019248	74019648	+	1000	90.0	[13.05917]	[74]	[8.115106]	[139]	[74019416]	[74019481]
681_10289	chr17	16216975	16217375	+	1000	36.0	[]	[]	[7.051181]	[101]	[]	[16217173]
681_1029	chr12	69657737	69658137	+	1000	90.0	[9.188388]	[136]	[]	[]	[69657963]	[]
681_10292	chr17	31525352	31525752	+	975	36.0	[10.225179]	[120]	[7.0178723]	[153]	[31525550]	[31525583]
681_10294	chr17	39152916	39153316	+	1000	36.0	[]	[]	[8.600052]	[185]	[]	[39153139]
681_10295	chr17	40100881	40101281	+	1000	36.0	[7.807559]	[102]	[]	[]	[40101064]	[]
681_10298	chr17	40560263	40560663	+	994	36.0	[7.417145]	[70]	[]	[]	[40560431]	[]
681_1031	chr19	48873453	48873853	+	1000	90.0	[]	[]	[7.710721]	[81]	[]	[48873614]
681_10317	chr17	78137554	78137954	+	1000	36.0	[8.003375]	[222]	[]	[]	[78137781]	[]
681_10318	chr17	79803058	79803458	+	1000	36.0	[]	[]	[7.309482]	[87]	[]	[79803216]
681_1032	chr2	144371188	144371588	+	1000	90.0	[8.471953]	[151]	[7.3851705, 12.623525, 9.409009]	[75, 127, 134]	[144371416]	[144371340, 144371392, 144371399]
681_10320	chr17	81129268	81129668	+	767	36.0	[13.574681]	[160]	[]	[]	[81129516]	[]
681_10322	chr17_GL000205v2_random	39231	39631	+	1000	36.0	[8.176768]	[140]	[]	[]	[39464]	[]
681_10325	chr18	3665750	3666150	+	1000	36.0	[6.8738375]	[86]	[]	[]	[3665924]	[]
681_1033	chr21	39004016	39004416	+	1000	90.0	[]	[]	[13.05917]	[138]	[]	[39004226]
681_1034	chr22	19892186	19892586	+	1000	90.0	[]	[]	[10.046241]	[115]	[]	[19892399]
681_10346	chr19	34173239	34173639	+	1000	36.0	[15.375314]	[146]	[]	[]	[34173480]	[]
681_10349	chr19	37654932	37655332	+	1000	36.0	[8.514302]	[146]	[]	[]	[37655096]	[]
681_1035	chr22	20885382	20885782	+	1000	90.0	[]	[]	[6.7890983]	[158]	[]	[20885553]
681_10366	chr19	56121100	56121500	+	1000	36.0	[8.780026]	[169]	[]	[]	[56121295]	[]
681_10368	chr2	677477	677877	+	1000	36.0	[]	[]	[9.274022]	[215]	[]	[677707]
681_10369	chr2	8894228	8894628	+	791	36.0	[]	[]	[7.3802443]	[68]	[]	[8894381]
681_1037	chr5	68419640	68420040	+	1000	90.0	[9.540887]	[97]	[]	[]	[68419822]	[]
681_10373	chr2	24010387	24010787	+	1000	36.0	[7.3877554]	[98]	[]	[]	[24010573]	[]
681_10378	chr2	43773899	43774299	+	1000	36.0	[9.445466]	[126]	[]	[]	[43774110]	[]
681_10384	chr2	69939684	69940084	+	1000	36.0	[]	[]	[11.816733, 12.93745]	[119, 126]	[]	[69939900, 69939907]
681_10388	chr2	96208796	96209196	+	1000	36.0	[8.182312]	[146]	[]	[]	[96209024]	[]
681_10391	chr2	112626529	112626929	+	993	36.0	[]	[]	[10.026865]	[85]	[]	[112626702]
681_10397	chr2	134683592	134683992	+	1000	36.0	[7.96282]	[147]	[8.718861]	[101]	[134683828]	[134683782]
681_104	chr12	70243185	70243585	+	1000	227.0	[]	[]	[8.19479]	[126]	[]	[70243405]
681_10404	chr2	218694452	218694852	+	1000	36.0	[]	[]	[8.514302]	[116]	[]	[218694631]
681_10409	chr20	38109859	38110259	+	853	36.0	[]	[]	[9.965039]	[113]	[]	[38110069]
681_10413	chr20	51541887	51542287	+	991	36.0	[]	[]	[6.9376044]	[92]	[]	[51542054]
681_10418	chr20	64223331	64223731	+	1000	36.0	[7.702022]	[189]	[]	[]	[64223562]	[]
681_10439	chr22	19688303	19688703	+	1000	36.0	[7.2750764, 7.2750764]	[88, 146]	[]	[]	[19688491, 19688549]	[]
681_1044	chr9	136190256	136190656	+	1000	90.0	[]	[]	[6.860204]	[155]	[]	[136190493]
681_10446	chr22	19872551	19872951	+	1000	36.0	[]	[]	[8.19479]	[138]	[]	[19872758]
681_10454	chr22	20093582	20093982	+	887	36.0	[8.718861]	[127]	[]	[]	[20093742]	[]
681_10457	chr22	20237600	20238000	+	1000	36.0	[]	[]	[10.046241, 9.188388]	[127, 133]	[]	[20237810, 20237816]
681_10466	chr22	20518254	20518654	+	1000	36.0	[9.075708, 12.716828, 10.225179]	[90, 159, 184]	[]	[]	[20518411, 20518480, 20518505]	[]
681_10469	chr22	20586452	20586852	+	1000	36.0	[7.415039]	[127]	[]	[]	[20586604]	[]
681_10480	chr22	20883057	20883457	+	1000	36.0	[9.709666]	[146]	[]	[]	[20883217]	[]
681_10491	chr22	21965161	21965561	+	1000	36.0	[8.738236]	[98]	[]	[]	[21965345]	[]
681_1050	chr16	629798	630198	+	1000	89.0	[]	[]	[13.574681]	[85]	[]	[629982]
681_10503	chr22	22214670	22215070	+	1000	36.0	[7.608377]	[177]	[]	[]	[22214920]	[]
681_10505	chr22	22369835	22370235	+	1000	36.0	[8.917174]	[92]	[]	[]	[22370017]	[]
681_10518	chr22	22932120	22932520	+	1000	36.0	[]	[]	[6.929461]	[215]	[]	[22932349]
681_1053	chr19	13172417	13172817	+	1000	89.0	[7.554178, 7.2750764]	[121, 156]	[13.05917]	[112]	[13172624, 13172659]	[13172615]
681_10530	chr3	4995572	4995972	+	1000	36.0	[8.514302]	[104]	[]	[]	[4995735]	[]
681_10536	chr3	37229643	37230043	+	1000	36.0	[]	[]	[7.7873144]	[101]	[]	[37229820]
681_10540	chr3	45841778	45842178	+	1000	36.0	[]	[]	[7.294452]	[178]	[]	[45842026]
681_10546	chr3	47743014	47743414	+	1000	36.0	[]	[]	[8.9727955]	[91]	[]	[47743181]
681_10550	chr3	72590717	72591117	+	1000	36.0	[6.8738375, 9.540887, 10.466044]	[107, 119, 126]	[]	[]	[72590924, 72590936, 72590943]	[]
681_10552	chr3	139299437	139299837	+	1000	36.0	[]	[]	[8.478332]	[209]	[]	[139299652]
681_10557	chr3	156674134	156674534	+	975	36.0	[]	[]	[7.3238416]	[173]	[]	[156674375]
681_10562	chr4	37648107	37648507	+	824	36.0	[]	[]	[15.375314]	[168]	[]	[37648344]
681_10575	chr4	99949067	99949467	+	1000	36.0	[7.8757257]	[179]	[]	[]	[99949269]	[]
681_10579	chr5	1182735	1183135	+	1000	36.0	[10.314935]	[145]	[9.28672]	[139]	[1182905]	[1182899]
681_10590	chr5	124651914	124652314	+	595	36.0	[]	[]	[7.8130794]	[144]	[]	[124652158]
681_10591	chr5	134905204	134905604	+	1000	36.0	[6.8528676]	[131]	[]	[]	[134905430]	[]
681_1060	chr3	10460158	10460558	+	1000	89.0	[]	[]	[6.8528676]	[80]	[]	[10460331]
681_10601	chr5	181261775	181262175	+	1000	36.0	[7.702022]	[132]	[]	[]	[181261941]	[]
681_10617	chr6	28896792	28897192	+	1000	36.0	[7.900682]	[137]	[]	[]	[28897028]	[]
681_10625	chr6	33249598	33249998	+	1000	36.0	[]	[]	[9.378869]	[179]	[]	[33249827]
681_10635	chr6	43772606	43773006	+	1000	36.0	[]	[]	[6.9824934]	[160]	[]	[43772810]
681_1064	chr6	161244639	161245039	+	1000	89.0	[]	[]	[9.215672]	[118]	[]	[161244848]
681_10641	chr6	84764579	84764979	+	1000	36.0	[11.136818]	[117]	[]	[]	[84764790]	[]
681_10645	chr6	110875776	110876176	+	1000	36.0	[12.716828]	[96]	[]	[]	[110875971]	[]
681_10657	chr6	156564341	156564741	+	1000	36.0	[]	[]	[7.294452]	[131]	[]	[156564556]
681_1066	chr7	103680704	103681104	+	1000	89.0	[]	[]	[13.574681]	[74]	[]	[103680872]
681_10663	chr6	163343162	163343562	+	1000	36.0	[]	[]	[6.9793944, 10.465072]	[104, 111]	[]	[163343334, 163343341]
681_10665	chr7	1856411	1856811	+	1000	36.0	[]	[]	[9.828814]	[189]	[]	[1856621]
681_10689	chr7	130913111	130913511	+	884	36.0	[10.026865]	[222]	[]	[]	[130913347]	[]
681_107	chr19	46411434	46411834	+	1000	225.0	[9.540887, 10.225179, 8.176768, 13.574681]	[70, 77, 142, 149]	[]	[]	[46411601, 46411608, 46411673, 46411680]	[]
681_10700	chr8	11862548	11862948	+	1000	36.0	[]	[]	[7.608377, 6.749954]	[115, 120]	[]	[11862752, 11862757]
681_10703	chr8	85220509	85220909	+	1000	36.0	[]	[]	[9.731183]	[205]	[]	[85220745]
681_10705	chr8	115774623	115775023	+	987	36.0	[10.621305]	[107]	[11.8274975]	[120]	[115774819]	[115774832]
681_1071	chr13	44917478	44917878	+	1000	88.0	[8.514302]	[94]	[]	[]	[44917669]	[]
681_10719	chr9	116466252	116466652	+	1000	36.0	[8.780026]	[172]	[7.8130794]	[89]	[116466497]	[116466414]
681_1072	chr19	50384130	50384530	+	1000	88.0	[]	[]	[10.225179]	[113]	[]	[50384342]
681_10720	chr9	116572105	116572505	+	1000	36.0	[]	[]	[12.623525]	[90]	[]	[116572272]
681_10723	chr9	124390697	124391097	+	1000	36.0	[]	[]	[13.05917]	[98]	[]	[124390887]
681_10743	chrX	2891653	2892053	+	1000	36.0	[]	[]	[9.274022, 11.846873]	[119, 126]	[]	[2891871, 2891878]
681_10749	chr1	1185398	1185798	+	1000	35.0	[]	[]	[7.375241]	[204]	[]	[1185614]
681_10762	chr1	9824263	9824663	+	1000	35.0	[7.554178]	[98]	[7.473389]	[174]	[9824422]	[9824498]
681_10765	chr1	12549735	12550135	+	1000	35.0	[12.266677]	[146]	[]	[]	[12549953]	[]
681_10785	chr1	32350821	32351221	+	1000	35.0	[]	[]	[7.897818]	[226]	[]	[32351049]
681_10787	chr1	32772962	32773362	+	1000	35.0	[8.288293]	[88]	[]	[]	[32773126]	[]
681_10793	chr1	40630812	40631212	+	1000	35.0	[6.731148]	[149]	[]	[]	[40631044]	[]
681_10830	chr1	175319537	175319937	+	1000	35.0	[9.095084]	[188]	[]	[]	[175319765]	[]
681_10831	chr1	179877737	179878137	+	1000	35.0	[]	[]	[9.103049]	[152]	[]	[179877972]
681_1084	chrX	119477716	119478116	+	1000	88.0	[]	[]	[15.375314]	[82]	[]	[119477891]
681_10845	chr1	227315985	227316385	+	998	35.0	[7.3451004]	[111]	[]	[]	[227316188]	[]
681_10851	chr10	5556632	5557032	+	972	35.0	[8.164407]	[87]	[8.917174]	[69]	[5556812]	[5556794]
681_1086	chr1	45622169	45622569	+	1000	87.0	[8.9727955, 10.314935, 13.574681]	[97, 104, 111]	[]	[]	[45622365, 45622372, 45622379]	[]
681_1087	chr1	110209757	110210157	+	1000	87.0	[]	[]	[11.258537]	[182]	[]	[110209996]
681_10878	chr10	79374566	79374966	+	1000	35.0	[]	[]	[10.026865]	[89]	[]	[79374752]
681_10885	chr11	9460269	9460669	+	1000	35.0	[]	[]	[10.822892]	[125]	[]	[9460454]
681_1089	chr16	31453359	31453759	+	1000	87.0	[13.574681, 7.589001]	[88, 137]	[7.161431]	[108]	[31453547, 31453596]	[31453567]
681_10890	chr11	18588671	18589071	+	1000	35.0	[7.5666924]	[92]	[]	[]	[18588853]	[]
681_10892	chr11	30322970	30323370	+	1000	35.0	[8.196144]	[81]	[]	[]	[30323146]	[]
681_109	chr19	10086473	10086873	+	1000	224.0	[]	[]	[15.375314, 10.046241]	[127, 134]	[]	[10086667, 10086674]
681_1090	chr17	28865168	28865568	+	1000	87.0	[10.046241]	[138]	[]	[]	[28865382]	[]
681_10903	chr11	64742213	64742613	+	885	35.0	[]	[]	[7.5666924, 13.574681]	[127, 142]	[]	[64742387, 64742402]
681_1092	chr19	35889437	35889837	+	1000	87.0	[]	[]	[15.375314, 7.699957, 9.408441, 7.264312, 7.309482]	[76, 89, 119, 132, 150]	[]	[35889608, 35889621, 35889651, 35889664, 35889682]
681_10922	chr12	34342902	34343302	+	781	35.0	[10.225179]	[65]	[]	[]	[34343058]	[]
681_10925	chr12	47829184	47829584	+	1000	35.0	[]	[]	[8.600052]	[64]	[]	[47829346]
681_10927	chr12	52010248	52010648	+	718	35.0	[10.046241]	[143]	[]	[]	[52010472]	[]
681_10933	chr12	68745986	68746386	+	859	35.0	[8.274998]	[156]	[]	[]	[68746211]	[]
681_10934	chr12	75944617	75945017	+	983	35.0	[12.623525]	[199]	[]	[]	[75944835]	[]
681_10935	chr12	101407515	101407915	+	1000	35.0	[8.003375]	[164]	[]	[]	[101407688]	[]
681_1094	chr21	43776536	43776936	+	1000	87.0	[]	[]	[10.225179, 10.225179]	[123, 130]	[]	[43776734, 43776741]
681_10945	chr12	120228321	120228721	+	1000	35.0	[]	[]	[10.026865]	[122]	[]	[120228516]
681_10951	chr12	131224541	131224941	+	1000	35.0	[]	[]	[9.965039]	[138]	[]	[131224763]
681_10952	chr13	46687765	46688165	+	1000	35.0	[]	[]	[7.294452]	[129]	[]	[46687945]
681_10965	chr13	93220086	93220486	+	1000	35.0	[]	[]	[6.7259293]	[176]	[]	[93220327]
681_10979	chr14	33836234	33836634	+	731	35.0	[12.623525]	[156]	[]	[]	[33836477]	[]
681_10987	chr15	43512050	43512450	+	989	35.0	[8.9727955]	[134]	[13.574681, 11.341519]	[205, 212]	[43512209]	[43512280, 43512287]
681_10989	chr15	52717940	52718340	+	1000	35.0	[13.05917]	[91]	[]	[]	[52718115]	[]
681_10995	chr15	78438277	78438677	+	1000	35.0	[6.917256]	[226]	[]	[]	[78438508]	[]
681_10996	chr15	84749109	84749509	+	1000	35.0	[8.166003]	[156]	[]	[]	[84749321]	[]
681_11002	chr15	91852844	91853244	+	898	35.0	[13.574681]	[104]	[]	[]	[91853039]	[]
681_11003	chr15	101652414	101652814	+	1000	35.0	[]	[]	[13.05917]	[144]	[]	[101652625]
681_11004	chr16	77277	77677	+	1000	35.0	[7.3877554]	[242]	[]	[]	[77521]	[]
681_11008	chr16	1309930	1310330	+	979	35.0	[]	[]	[7.5666924]	[95]	[]	[1310121]
681_11009	chr16	2883078	2883478	+	881	35.0	[7.5666924]	[95]	[]	[]	[2883258]	[]
681_11031	chr16	85172590	85172990	+	1000	35.0	[]	[]	[8.917174]	[96]	[]	[85172774]
681_1106	chr7	134209606	134210006	+	1000	87.0	[]	[]	[8.423179]	[105]	[]	[134209793]
681_11063	chr17	67717576	67717976	+	1000	35.0	[]	[]	[8.66444]	[200]	[]	[67717818]
681_11065	chr17	74872723	74873123	+	1000	35.0	[]	[]	[7.3877554]	[120]	[]	[74872897]
681_1107	chr8	123041423	123041823	+	1000	87.0	[]	[]	[6.9793944, 10.026865]	[92, 99]	[]	[123041610, 123041617]
681_11072	chr17	81471709	81472109	+	1000	35.0	[]	[]	[8.514302]	[64]	[]	[81471868]
681_11076	chr18	3245976	3246376	+	1000	35.0	[8.274998]	[115]	[]	[]	[3246154]	[]
681_11079	chr18	12062834	12063234	+	1000	35.0	[]	[]	[6.907464, 10.822892, 10.466044, 10.400684]	[79, 90, 98, 116]	[]	[12063010, 12063021, 12063029, 12063047]
681_11088	chr19	1165000	1165400	+	1000	35.0	[7.893332]	[80]	[]	[]	[1165177]	[]
681_1109	chr9	130537497	130537897	+	1000	87.0	[]	[]	[8.710301]	[74]	[]	[130537651]
681_11093	chr19	4539968	4540368	+	968	35.0	[]	[]	[7.473389]	[100]	[]	[4540166]
681_11095	chr19	5696543	5696943	+	1000	35.0	[]	[]	[13.574681]	[141]	[]	[5696778]
681_11124	chr19	36687211	36687611	+	950	35.0	[]	[]	[9.625627, 8.027208]	[158, 165]	[]	[36687454, 36687461]
681_11128	chr19	40607176	40607576	+	1000	35.0	[]	[]	[10.046241, 7.355865]	[107, 114]	[]	[40607380, 40607387]
681_11130	chr19	42450344	42450744	+	542	35.0	[6.749954, 7.0928655, 7.7937036]	[125, 130, 144]	[]	[]	[42450539, 42450544, 42450558]	[]
681_11135	chr19	46787229	46787629	+	1000	35.0	[8.164407]	[107]	[]	[]	[46787396]	[]
681_11150	chr2	7007738	7008138	+	723	35.0	[]	[]	[8.514302]	[217]	[]	[7007972]
681_11154	chr2	20051808	20052208	+	967	35.0	[15.375314]	[238]	[]	[]	[20052053]	[]
681_1117	chr16	2189445	2189845	+	1000	86.0	[10.225179, 8.453737]	[175, 225]	[6.7505236]	[187]	[2189641, 2189691]	[2189653]
681_11171	chr2	150166282	150166682	+	1000	35.0	[13.574681, 6.9793944]	[169, 180]	[8.477994]	[117]	[150166488, 150166499]	[150166436]
681_11182	chr2	224195966	224196366	+	1000	35.0	[]	[]	[15.375314, 12.266677]	[132, 140]	[]	[224196197, 224196205]
681_11190	chr20	33992600	33993000	+	956	35.0	[]	[]	[6.8143425]	[97]	[]	[33992777]
681_11196	chr20	58481585	58481985	+	1000	35.0	[]	[]	[9.188388]	[215]	[]	[58481809]
681_1120	chr18	55416589	55416989	+	1000	86.0	[]	[]	[8.288293]	[135]	[]	[55416808]
681_11204	chr21	32523513	32523913	+	895	35.0	[8.423179, 6.904866]	[206, 214]	[9.500589]	[244]	[32523720, 32523728]	[32523758]
681_1121	chr19	633008	633408	+	1000	86.0	[]	[]	[11.341519, 15.375314]	[85, 147]	[]	[633172, 633234]
681_1122	chr19	4374490	4374890	+	1000	86.0	[10.046241]	[64]	[]	[]	[4374654]	[]
681_11229	chr22	19571149	19571549	+	1000	35.0	[15.375314]	[146]	[]	[]	[19571364]	[]
681_11238	chr22	19849722	19850122	+	1000	35.0	[]	[]	[6.8441687]	[153]	[]	[19849910]
681_1124	chr2	64019718	64020118	+	1000	86.0	[]	[]	[11.341519, 13.05917]	[100, 107]	[]	[64019874, 64019881]
681_11241	chr22	19875662	19876062	+	977	35.0	[]	[]	[8.780026, 11.724585]	[94, 104]	[]	[19875820, 19875830]
681_11247	chr22	20125869	20126269	+	1000	35.0	[8.477994]	[165]	[]	[]	[20126077]	[]
681_11254	chr22	20423159	20423559	+	1000	35.0	[6.9182286]	[79]	[]	[]	[20423337]	[]
681_11256	chr22	20516385	20516785	+	1000	35.0	[]	[]	[8.710301]	[104]	[]	[20516582]
681_11259	chr22	20569284	20569684	+	1000	35.0	[9.389633]	[87]	[]	[]	[20569463]	[]
681_1126	chr2	208253971	208254371	+	1000	86.0	[]	[]	[13.05917]	[64]	[]	[208254125]
681_1127	chr2	241892701	241893101	+	1000	86.0	[11.724585]	[118]	[]	[]	[241892896]	[]
681_11271	chr22	20882341	20882741	+	1000	35.0	[]	[]	[9.28672]	[153]	[]	[20882590]
681_11277	chr22	21444673	21445073	+	1000	35.0	[7.355865]	[57]	[]	[]	[21444830]	[]
681_11279	chr22	21687595	21687995	+	1000	35.0	[6.8441687]	[142]	[]	[]	[21687763]	[]
681_1129	chr22	22929747	22930147	+	1000	86.0	[]	[]	[6.9421754, 7.051181]	[90, 134]	[]	[22929933, 22929977]
681_11306	chr22	49960074	49960474	+	1000	35.0	[8.780026]	[171]	[]	[]	[49960323]	[]
681_11310	chr3	4982833	4983233	+	1000	35.0	[]	[]	[6.8698874]	[193]	[]	[4983080]
681_11312	chr3	9158828	9159228	+	915	35.0	[]	[]	[9.6081915, 11.8274975, 15.375314, 7.355865]	[130, 137, 147, 154]	[]	[9159042, 9159049, 9159059, 9159066]
681_1132	chr5	109410477	109410877	+	1000	86.0	[9.367325, 12.02581]	[57, 102]	[]	[]	[109410631, 109410676]	[]
681_11320	chr3	46861623	46862023	+	1000	35.0	[]	[]	[12.716828, 10.400684]	[119, 125]	[]	[46861785, 46861791]
681_11325	chr3	52029062	52029462	+	848	35.0	[]	[]	[10.026865]	[112]	[]	[52029255]
681_11331	chr4	674450	674850	+	1000	35.0	[]	[]	[10.016101]	[159]	[]	[674679]
681_11333	chr4	1504010	1504410	+	1000	35.0	[8.453737, 13.574681]	[60, 71]	[]	[]	[1504164, 1504175]	[]
681_11334	chr4	1874210	1874610	+	992	35.0	[12.623525]	[102]	[]	[]	[1874403]	[]
681_11338	chr4	6916659	6917059	+	979	35.0	[]	[]	[7.900682]	[185]	[]	[6916901]
681_11339	chr4	8549384	8549784	+	1000	35.0	[]	[]	[7.5666924]	[169]	[]	[8549606]
681_11348	chr4	107989759	107990159	+	1000	35.0	[8.003375]	[140]	[]	[]	[107989934]	[]
681_11349	chr4	112523767	112524167	+	1000	35.0	[]	[]	[7.3683796]	[173]	[]	[112524014]
681_11362	chr5	43313177	43313577	+	1000	35.0	[]	[]	[7.3238416]	[136]	[]	[43313398]
681_11364	chr5	82467182	82467582	+	1000	35.0	[12.623525]	[120]	[]	[]	[82467374]	[]
