#PeakID(python identify_motif.py ./ENCODE_processed_files/ETV6_idr.fa ETV6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
418_10142	chr14	68762969	68763369	+	1000	33.0	[6.8263144]	[170]	[]	[]	[68763193]	[]
418_10143	chr14	69701888	69702288	+	1000	33.0	[7.772714]	[150]	[]	[]	[69702124]	[]
418_10145	chr14	72880776	72881176	+	1000	33.0	[]	[]	[10.77997]	[113]	[]	[72880978]
418_10147	chr14	74617982	74618382	+	1000	33.0	[10.77997, 7.772714]	[130, 163]	[10.77997]	[97]	[74618196, 74618229]	[74618163]
418_1015	chr16	3008045	3008445	+	1000	92.0	[]	[]	[10.77997, 9.058782]	[111, 142]	[]	[3008201, 3008232]
418_10150	chr15	39782686	39783086	+	642	33.0	[9.831317]	[102]	[9.940348]	[64]	[39782880]	[39782842]
418_10155	chr15	55221158	55221558	+	1000	33.0	[]	[]	[10.77997]	[104]	[]	[55221359]
418_10156	chr15	58037933	58038333	+	852	33.0	[]	[]	[10.77997]	[143]	[]	[58038136]
418_10158	chr15	59689149	59689549	+	1000	33.0	[12.8385725]	[181]	[]	[]	[59689333]	[]
418_10159	chr15	69452632	69453032	+	903	33.0	[7.881745]	[150]	[8.371923]	[143]	[69452858]	[69452851]
418_1016	chr19	39430616	39431016	+	1000	92.0	[10.77997]	[72]	[7.881745]	[116]	[39430767]	[39430811]
418_10163	chr15	84960933	84961333	+	1000	33.0	[]	[]	[6.8263144]	[158]	[]	[84961100]
418_10164	chr15	85047153	85047553	+	1000	33.0	[10.77997]	[97]	[7.772714]	[159]	[85047313]	[85047375]
418_10165	chr15	90241492	90241892	+	1000	33.0	[]	[]	[7.881745]	[142]	[]	[90241669]
418_10166	chr16	370459	370859	+	1000	33.0	[]	[]	[6.933092]	[144]	[]	[370692]
418_10169	chr16	19804794	19805194	+	1000	33.0	[]	[]	[7.881745]	[118]	[]	[19804989]
418_1017	chr2	54570891	54571291	+	1000	92.0	[9.058782]	[114]	[]	[]	[54571103]	[]
418_10171	chr16	30787034	30787434	+	938	33.0	[10.77997]	[118]	[]	[]	[30787199]	[]
418_10174	chr16	57244741	57245141	+	1000	33.0	[]	[]	[8.371923]	[169]	[]	[57244983]
418_10175	chr16	57601774	57602174	+	1000	33.0	[8.755716]	[124]	[]	[]	[57601987]	[]
418_10180	chr16	74700991	74701391	+	1000	33.0	[]	[]	[10.77997]	[158]	[]	[74701200]
418_10181	chr16	79093689	79094089	+	1000	33.0	[7.881745]	[146]	[7.881745]	[100]	[79093930]	[79093884]
418_10182	chr16	79869449	79869849	+	1000	33.0	[]	[]	[9.058782]	[108]	[]	[79869614]
418_10186	chr16	81738820	81739220	+	1000	33.0	[7.881745]	[174]	[]	[]	[81739069]	[]
418_10188	chr16	84946914	84947314	+	1000	33.0	[9.831317]	[135]	[]	[]	[84947100]	[]
418_1019	chr2	170247986	170248386	+	1000	92.0	[8.371923, 10.77997]	[165, 182]	[8.371923]	[160]	[170248218, 170248235]	[170248213]
418_10195	chr17	1717343	1717743	+	793	33.0	[]	[]	[10.77997]	[185]	[]	[1717564]
418_10196	chr17	8382992	8383392	+	834	33.0	[]	[]	[9.940348]	[156]	[]	[8383205]
418_10198	chr17	27294868	27295268	+	1000	33.0	[8.119915]	[97]	[]	[]	[27295041]	[]
418_102	chr22	31630315	31630715	+	1000	289.0	[10.77997]	[137]	[9.058782, 9.058782, 9.058782]	[63, 81, 99]	[31630549]	[31630475, 31630493, 31630511]
418_10203	chr17	38591803	38592203	+	570	33.0	[]	[]	[7.881745]	[136]	[]	[38592038]
418_10204	chr17	39621948	39622348	+	802	33.0	[]	[]	[9.940348]	[130]	[]	[39622162]
418_10208	chr17	40437187	40437587	+	786	33.0	[10.77997]	[112]	[]	[]	[40437394]	[]
418_10214	chr17	49742244	49742644	+	812	33.0	[10.77997]	[169]	[]	[]	[49742482]	[]
418_10228	chr18	3446642	3447042	+	1000	33.0	[8.755716]	[170]	[]	[]	[3446852]	[]
418_1023	chr4	84966563	84966963	+	1000	92.0	[]	[]	[10.77997]	[143]	[]	[84966803]
418_10231	chr18	9914967	9915367	+	1000	33.0	[]	[]	[7.881745]	[152]	[]	[9915129]
418_10232	chr18	11851153	11851553	+	1000	33.0	[10.77997]	[187]	[8.371923]	[115]	[11851401]	[11851329]
418_10233	chr18	11995444	11995844	+	1000	33.0	[10.77997, 7.881745]	[132, 174]	[]	[]	[11995640, 11995682]	[]
418_10235	chr18	35290203	35290603	+	990	33.0	[]	[]	[7.0784545]	[144]	[]	[35290425]
418_10237	chr19	1017377	1017777	+	664	33.0	[7.881745]	[174]	[]	[]	[1017625]	[]
418_10238	chr19	4457721	4458121	+	735	33.0	[]	[]	[8.119915]	[177]	[]	[4457957]
418_1024	chr4	158723247	158723647	+	1000	92.0	[9.940348]	[81]	[12.8385725, 12.8385725]	[64, 97]	[158723418]	[158723401, 158723434]
418_10241	chr19	10119791	10120191	+	988	33.0	[6.8263144]	[103]	[]	[]	[10119987]	[]
418_10242	chr19	10402419	10402819	+	1000	33.0	[9.940348]	[111]	[7.772714]	[130]	[10402598]	[10402617]
418_10245	chr19	13162891	13163291	+	1000	33.0	[]	[]	[8.755716]	[171]	[]	[13163112]
418_10247	chr19	16542259	16542659	+	979	33.0	[9.940348, 12.8385725]	[121, 132]	[9.940348, 6.681529]	[176, 189]	[16542437, 16542448]	[16542492, 16542505]
418_10249	chr19	18341182	18341582	+	940	33.0	[]	[]	[12.8385725]	[184]	[]	[18341424]
418_1025	chr5	149959460	149959860	+	1000	92.0	[10.77997]	[166]	[7.881745]	[180]	[149959679]	[149959693]
418_10250	chr19	19366790	19367190	+	1000	33.0	[12.8385725]	[57]	[]	[]	[19366945]	[]
418_10253	chr19	39480571	39480971	+	1000	33.0	[]	[]	[9.940348]	[143]	[]	[39480749]
418_10257	chr19	45642130	45642530	+	1000	33.0	[]	[]	[8.755716]	[94]	[]	[45642319]
418_10258	chr19	45646053	45646453	+	1000	33.0	[6.666218]	[150]	[]	[]	[45646274]	[]
418_1026	chr6	3068820	3069220	+	1000	92.0	[12.8385725]	[85]	[]	[]	[3068995]	[]
418_10264	chr19	48943086	48943486	+	859	33.0	[12.8385725]	[140]	[]	[]	[48943310]	[]
418_10266	chr19	51395328	51395728	+	843	33.0	[10.77997]	[85]	[]	[]	[51395512]	[]
418_10268	chr19	52725573	52725973	+	950	33.0	[]	[]	[12.8385725]	[107]	[]	[52725755]
418_10269	chr19	54448823	54449223	+	1000	33.0	[]	[]	[12.8385725]	[156]	[]	[54449054]
418_1027	chr7	101856412	101856812	+	1000	92.0	[]	[]	[7.881745]	[109]	[]	[101856601]
418_10271	chr19	55605365	55605765	+	911	33.0	[]	[]	[12.8385725, 9.940348]	[124, 130]	[]	[55605580, 55605586]
418_10279	chr2	26143988	26144388	+	903	33.0	[]	[]	[10.77997]	[60]	[]	[26144140]
418_10284	chr2	61017016	61017416	+	1000	33.0	[]	[]	[8.371923]	[80]	[]	[61017192]
418_10285	chr2	64523941	64524341	+	1000	33.0	[10.77997]	[142]	[]	[]	[64524127]	[]
418_10286	chr2	65922862	65923262	+	1000	33.0	[10.77997]	[60]	[]	[]	[65923021]	[]
418_10289	chr2	69645075	69645475	+	1000	33.0	[]	[]	[8.119915]	[148]	[]	[69645274]
418_10290	chr2	71130383	71130783	+	571	33.0	[7.0784545]	[85]	[6.666218, 6.933092]	[89, 138]	[71130555]	[71130559, 71130608]
418_10295	chr2	102634707	102635107	+	1000	33.0	[]	[]	[10.77997]	[162]	[]	[102634921]
418_10296	chr2	111884102	111884502	+	929	33.0	[]	[]	[8.371923]	[168]	[]	[111884297]
418_10299	chr2	151669661	151670061	+	546	33.0	[8.755716]	[171]	[]	[]	[151669894]	[]
418_1030	chr9	87516246	87516646	+	1000	92.0	[]	[]	[9.058782]	[112]	[]	[87516445]
418_10302	chr2	159124312	159124712	+	1000	33.0	[]	[]	[10.77997]	[158]	[]	[159124543]
418_1031	chr1	16904998	16905398	+	1000	91.0	[12.8385725]	[106]	[]	[]	[16905184]	[]
418_10310	chr2	219597845	219598245	+	1000	33.0	[]	[]	[8.119915, 7.881745]	[179, 185]	[]	[219598067, 219598073]
418_10314	chr20	44979229	44979629	+	1000	33.0	[10.77997]	[136]	[]	[]	[44979416]	[]
418_10316	chr20	47727421	47727821	+	1000	33.0	[6.933092]	[86]	[7.881745, 10.77997]	[116, 137]	[47727585]	[47727615, 47727636]
418_10318	chr20	50818244	50818644	+	967	33.0	[]	[]	[7.881745]	[214]	[]	[50818483]
418_10321	chr21	14683060	14683460	+	1000	33.0	[10.77997]	[100]	[]	[]	[14683225]	[]
418_10322	chr21	33479683	33480083	+	1000	33.0	[]	[]	[7.881745]	[98]	[]	[33479841]
418_10325	chr21	38121119	38121519	+	1000	33.0	[8.119915]	[132]	[]	[]	[38121297]	[]
418_10329	chr22	17777068	17777468	+	1000	33.0	[]	[]	[9.940348, 10.77997]	[136, 168]	[]	[17777239, 17777271]
418_1033	chr1	183471813	183472213	+	1000	91.0	[]	[]	[6.933092]	[116]	[]	[183472016]
418_10337	chr22	20915969	20916369	+	965	33.0	[8.371923]	[99]	[]	[]	[20916132]	[]
418_10340	chr22	21613577	21613977	+	1000	33.0	[9.831317]	[183]	[]	[]	[21613807]	[]
418_10345	chr22	21989068	21989468	+	1000	33.0	[7.881745]	[228]	[]	[]	[21989311]	[]
418_10346	chr22	21993927	21994327	+	1000	33.0	[]	[]	[8.119915]	[90]	[]	[21994115]
418_10357	chr22	22844451	22844851	+	745	33.0	[7.881745]	[115]	[]	[]	[22844624]	[]
418_10358	chr22	22929224	22929624	+	1000	33.0	[7.772714]	[154]	[]	[]	[22929381]	[]
418_1036	chr11	93718177	93718577	+	1000	91.0	[7.772714]	[94]	[9.058782]	[157]	[93718346]	[93718409]
418_10363	chr22	23156940	23157340	+	1000	33.0	[12.8385725]	[157]	[]	[]	[23157165]	[]
418_10365	chr22	23211807	23212207	+	1000	33.0	[]	[]	[9.058782]	[87]	[]	[23211967]
418_1037	chr12	51368932	51369332	+	1000	91.0	[10.77997, 10.77997]	[75, 119]	[]	[]	[51369107, 51369151]	[]
418_10370	chr22	39961410	39961810	+	1000	33.0	[10.77997]	[113]	[]	[]	[39961574]	[]
418_10371	chr3	5082557	5082957	+	1000	33.0	[]	[]	[8.371923]	[99]	[]	[5082723]
418_10376	chr3	32140912	32141312	+	1000	33.0	[7.881745]	[165]	[]	[]	[32141158]	[]
418_1038	chr12	110354071	110354471	+	1000	91.0	[7.881745, 7.881745, 7.881745]	[115, 124, 159]	[]	[]	[110354275, 110354284, 110354319]	[]
418_10385	chr3	47788921	47789321	+	1000	33.0	[6.8263144]	[114]	[]	[]	[47789120]	[]
418_10386	chr3	49098529	49098929	+	595	33.0	[10.77997]	[92]	[]	[]	[49098701]	[]
418_1039	chr17	45226121	45226521	+	1000	91.0	[7.881745]	[175]	[9.058782]	[104]	[45226362]	[45226291]
418_10394	chr3	128681160	128681560	+	1000	33.0	[]	[]	[10.77997]	[140]	[]	[128681389]
418_10398	chr3	157159301	157159701	+	989	33.0	[9.940348]	[105]	[]	[]	[157159500]	[]
418_10399	chr3	160204644	160205044	+	1000	33.0	[]	[]	[9.058782, 10.77997]	[81, 132]	[]	[160204822, 160204873]
418_104	chr7	106865074	106865474	+	1000	285.0	[]	[]	[10.77997, 10.77997]	[101, 124]	[]	[106865264, 106865287]
418_1040	chr17	76179843	76180243	+	1000	91.0	[6.933092]	[126]	[7.881745]	[140]	[76180035]	[76180049]
418_10400	chr3	177300032	177300432	+	1000	33.0	[]	[]	[8.755716]	[81]	[]	[177300187]
418_10404	chr3	184249327	184249727	+	827	33.0	[12.8385725]	[194]	[]	[]	[184249566]	[]
418_10409	chr3	193926150	193926550	+	1000	33.0	[6.666218]	[187]	[]	[]	[193926381]	[]
418_10415	chr4	2468883	2469283	+	1000	33.0	[12.8385725, 12.8385725]	[70, 134]	[]	[]	[2469044, 2469108]	[]
418_10416	chr4	2963254	2963654	+	1000	33.0	[]	[]	[7.881745, 6.8263144]	[117, 146]	[]	[2963407, 2963436]
418_10417	chr4	17810507	17810907	+	1000	33.0	[]	[]	[12.8385725]	[154]	[]	[17810752]
418_10419	chr4	39366161	39366561	+	1000	33.0	[]	[]	[9.940348]	[163]	[]	[39366401]
418_10420	chr4	39527712	39528112	+	1000	33.0	[8.371923]	[231]	[]	[]	[39527952]	[]
418_10423	chr4	67575263	67575663	+	1000	33.0	[10.77997]	[141]	[]	[]	[67575482]	[]
418_10424	chr4	71406337	71406737	+	763	33.0	[]	[]	[7.881745]	[143]	[]	[71406565]
418_10432	chr4	146520815	146521215	+	1000	33.0	[12.8385725]	[153]	[]	[]	[146521042]	[]
418_10434	chr4	183398061	183398461	+	1000	33.0	[10.77997]	[163]	[]	[]	[183398289]	[]
418_10435	chr4	189021675	189022075	+	1000	33.0	[10.77997, 7.772714]	[136, 156]	[]	[]	[189021890, 189021910]	[]
418_10436	chr5	16522090	16522490	+	805	33.0	[]	[]	[7.772714]	[121]	[]	[16522302]
418_10437	chr5	37379031	37379431	+	562	33.0	[8.371923]	[97]	[10.77997]	[148]	[37379225]	[37379276]
418_10438	chr5	39158113	39158513	+	1000	33.0	[7.772714]	[100]	[]	[]	[39158308]	[]
418_10439	chr5	54313328	54313728	+	1000	33.0	[10.77997]	[168]	[]	[]	[54313551]	[]
418_1044	chr2	64220252	64220652	+	1000	91.0	[]	[]	[10.77997, 7.772714]	[113, 135]	[]	[64220465, 64220487]
418_10443	chr5	124629118	124629518	+	1000	33.0	[]	[]	[7.881745]	[124]	[]	[124629282]
418_10444	chr5	124659148	124659548	+	1000	33.0	[]	[]	[12.8385725]	[233]	[]	[124659385]
418_10446	chr5	126970618	126971018	+	887	33.0	[]	[]	[10.77997]	[120]	[]	[126970807]
418_10451	chr5	138626500	138626900	+	1000	33.0	[]	[]	[7.772714]	[145]	[]	[138626736]
418_10455	chr5	151093548	151093948	+	869	33.0	[10.77997]	[189]	[]	[]	[151093788]	[]
418_10456	chr5	154940896	154941296	+	1000	33.0	[]	[]	[9.940348]	[94]	[]	[154941087]
418_10457	chr5	159331546	159331946	+	1000	33.0	[]	[]	[9.831317]	[131]	[]	[159331717]
418_10458	chr5	159638954	159639354	+	673	33.0	[9.940348]	[168]	[]	[]	[159639202]	[]
418_10459	chr5	163505833	163506233	+	770	33.0	[]	[]	[6.666218]	[120]	[]	[163505997]
418_10465	chr6	2765170	2765570	+	626	33.0	[]	[]	[9.058782]	[185]	[]	[2765395]
418_10468	chr6	3337799	3338199	+	885	33.0	[10.77997]	[144]	[]	[]	[3338012]	[]
418_10472	chr6	10518901	10519301	+	1000	33.0	[10.77997]	[102]	[]	[]	[10519085]	[]
418_10473	chr6	13668573	13668973	+	894	33.0	[]	[]	[10.77997]	[55]	[]	[13668728]
418_10476	chr6	16322762	16323162	+	758	33.0	[7.881745]	[109]	[]	[]	[16322967]	[]
418_10477	chr6	20205842	20206242	+	1000	33.0	[]	[]	[10.77997]	[95]	[]	[20205999]
418_1048	chr5	119330565	119330965	+	1000	91.0	[8.371923]	[68]	[9.058782]	[154]	[119330721]	[119330807]
418_10481	chr6	27547186	27547586	+	1000	33.0	[8.371923]	[75]	[]	[]	[27547352]	[]
418_10485	chr6	28981834	28982234	+	1000	33.0	[]	[]	[9.058782]	[116]	[]	[28982008]
418_10488	chr6	30690915	30691315	+	1000	33.0	[]	[]	[9.940348]	[115]	[]	[30691100]
418_10489	chr6	30741813	30742213	+	981	33.0	[9.058782]	[218]	[]	[]	[30742057]	[]
418_1049	chr6	20069158	20069558	+	1000	91.0	[9.940348]	[125]	[]	[]	[20069383]	[]
418_10499	chr6	44246324	44246724	+	1000	33.0	[]	[]	[8.371923]	[98]	[]	[44246485]
418_105	chr2	54589565	54589965	+	1000	282.0	[]	[]	[6.933092, 7.881745]	[114, 121]	[]	[54589778, 54589785]
418_1050	chr6	32967452	32967852	+	1000	91.0	[]	[]	[7.772714]	[98]	[]	[32967615]
418_10502	chr6	57317465	57317865	+	1000	33.0	[]	[]	[8.119915, 12.8385725]	[61, 154]	[]	[57317618, 57317711]
418_10507	chr6	108260862	108261262	+	964	33.0	[]	[]	[9.940348]	[197]	[]	[108261100]
418_10509	chr6	134585421	134585821	+	1000	33.0	[]	[]	[8.755716]	[179]	[]	[134585671]
418_10510	chr6	135299281	135299681	+	1000	33.0	[]	[]	[12.8385725]	[157]	[]	[135299526]
418_10514	chr6	143942119	143942519	+	1000	33.0	[]	[]	[8.371923]	[93]	[]	[143942308]
418_10516	chr6	157990562	157990962	+	982	33.0	[8.119915]	[168]	[10.77997]	[183]	[157990789]	[157990804]
418_10519	chr6	161351909	161352309	+	970	33.0	[]	[]	[7.772714]	[75]	[]	[161352071]
418_1052	chr6	43640431	43640831	+	1000	91.0	[7.881745]	[111]	[7.881745, 7.772714]	[96, 150]	[43640638]	[43640623, 43640677]
418_10520	chr6	163585777	163586177	+	1000	33.0	[10.77997]	[112]	[]	[]	[163585945]	[]
418_10522	chr7	812848	813248	+	971	33.0	[]	[]	[7.772714]	[127]	[]	[813067]
418_10523	chr7	2863604	2864004	+	970	33.0	[10.77997]	[106]	[]	[]	[2863805]	[]
418_10524	chr7	4738736	4739136	+	799	33.0	[]	[]	[10.77997]	[159]	[]	[4738927]
418_10526	chr7	5532831	5533231	+	1000	33.0	[10.77997]	[120]	[]	[]	[5533043]	[]
418_10527	chr7	12686306	12686706	+	653	33.0	[]	[]	[8.755716]	[192]	[]	[12686525]
418_10529	chr7	27713206	27713606	+	1000	33.0	[9.058782, 9.058782]	[86, 136]	[]	[]	[27713386, 27713436]	[]
418_1053	chr6	49463165	49463565	+	1000	91.0	[]	[]	[6.933092, 12.8385725]	[111, 132]	[]	[49463349, 49463370]
418_10530	chr7	27739912	27740312	+	1000	33.0	[8.119915, 12.8385725]	[134, 155]	[]	[]	[27740094, 27740115]	[]
418_10531	chr7	30504883	30505283	+	1000	33.0	[]	[]	[7.881745]	[112]	[]	[30505044]
418_10532	chr7	44797211	44797611	+	1000	33.0	[9.831317]	[193]	[]	[]	[44797461]	[]
418_10537	chr7	75734512	75734912	+	854	33.0	[9.058782]	[182]	[]	[]	[75734752]	[]
418_10538	chr7	75878781	75879181	+	1000	33.0	[8.371923]	[209]	[]	[]	[75879024]	[]
418_10539	chr7	76178163	76178563	+	984	33.0	[]	[]	[9.940348]	[200]	[]	[76178393]
418_10540	chr7	76549112	76549512	+	850	33.0	[]	[]	[6.8263144, 7.881745]	[160, 177]	[]	[76549325, 76549342]
418_10542	chr7	93014417	93014817	+	1000	33.0	[]	[]	[10.77997]	[123]	[]	[93014610]
418_10548	chr7	116499108	116499508	+	792	33.0	[6.8263144]	[195]	[]	[]	[116499337]	[]
418_1055	chr8	127898763	127899163	+	1000	91.0	[9.058782]	[81]	[]	[]	[127898917]	[]
418_10553	chr7	128364170	128364570	+	927	33.0	[]	[]	[12.8385725]	[131]	[]	[128364380]
418_10554	chr7	128408882	128409282	+	1000	33.0	[8.371923]	[83]	[]	[]	[128409054]	[]
418_10556	chr7	129879770	129880170	+	755	33.0	[]	[]	[7.772714]	[198]	[]	[129879995]
418_10559	chr7	131040521	131040921	+	1000	33.0	[]	[]	[10.77997]	[222]	[]	[131040759]
418_1056	chr9	34328559	34328959	+	1000	91.0	[12.8385725]	[107]	[]	[]	[34328763]	[]
418_10563	chr7	143380712	143381112	+	844	33.0	[]	[]	[6.8263144]	[179]	[]	[143380958]
418_10564	chr7	148983484	148983884	+	1000	33.0	[]	[]	[6.666218]	[198]	[]	[148983713]
418_10567	chr7	149960739	149961139	+	996	33.0	[10.77997, 10.77997, 10.77997, 10.77997, 10.77997]	[106, 123, 136, 153, 170]	[]	[]	[149960914, 149960931, 149960944, 149960961, 149960978]	[]
418_10575	chr8	56073440	56073840	+	1000	33.0	[9.940348]	[155]	[6.9452558, 10.77997]	[150, 169]	[56073654]	[56073649, 56073668]
418_10576	chr8	90194162	90194562	+	575	33.0	[]	[]	[12.8385725]	[178]	[]	[90194396]
418_10577	chr8	97774872	97775272	+	1000	33.0	[9.940348]	[59]	[]	[]	[97775026]	[]
418_10581	chr8	102656043	102656443	+	904	33.0	[7.881745]	[148]	[]	[]	[102656280]	[]
418_10584	chr8	127618428	127618828	+	891	33.0	[9.058782]	[128]	[]	[]	[127618580]	[]
418_10585	chr8	130248496	130248896	+	821	33.0	[]	[]	[10.77997]	[159]	[]	[130248735]
418_10586	chr9	6681244	6681644	+	966	33.0	[]	[]	[12.8385725, 10.77997]	[142, 151]	[]	[6681461, 6681470]
418_1059	chr1	16620991	16621391	+	1000	90.0	[]	[]	[6.666218]	[87]	[]	[16621177]
418_10590	chr9	99104468	99104868	+	1000	33.0	[]	[]	[8.119915]	[162]	[]	[99104708]
418_10593	chr9	120868335	120868735	+	640	33.0	[]	[]	[10.77997]	[152]	[]	[120868558]
418_10597	chr9	126804766	126805166	+	883	33.0	[9.940348]	[116]	[6.933092]	[155]	[126804975]	[126805014]
418_1060	chr1	23790073	23790473	+	1000	90.0	[]	[]	[7.772714]	[125]	[]	[23790293]
418_10602	chr9	130908091	130908491	+	1000	33.0	[]	[]	[7.881745]	[161]	[]	[130908323]
