#PeakID(python identify_motif.py ./ENCODE_processed_files/BHLHE40_idr.fa BHLHE40 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
890_10239	chr11	44005126	44005526	+	1000	87.0	[13.009925]	[101]	[13.009925]	[101]	[44005324]	[44005324]
890_10246	chr12	49343192	49343592	+	1000	87.0	[8.548939]	[121]	[9.912252]	[121]	[49343412]	[49343412]
890_10247	chr12	50595655	50596055	+	1000	87.0	[13.169274]	[88]	[13.318897]	[88]	[50595841]	[50595841]
890_1025	chr11	64358861	64359261	+	1000	343.0	[7.4100494]	[109]	[7.1574593]	[109]	[64359064]	[64359064]
890_10259	chr14	74905631	74906031	+	1000	87.0	[8.548939]	[106]	[9.912252]	[106]	[74905832]	[74905832]
890_10262	chr14	104568600	104569000	+	1000	87.0	[13.009925, 13.318897]	[106, 138]	[13.009925, 13.169274]	[106, 138]	[104568804, 104568836]	[104568804, 104568836]
890_1027	chr18	3012431	3012831	+	1000	343.0	[13.318897]	[97]	[13.169274]	[97]	[3012619]	[3012619]
890_10272	chr16	84042983	84043383	+	1000	87.0	[7.2062225]	[88]	[6.900726]	[88]	[84043168]	[84043168]
890_10273	chr16	88410335	88410735	+	1000	87.0	[8.857911, 13.478247]	[101, 178]	[10.071603, 13.478247]	[101, 178]	[88410508, 88410585]	[88410508, 88410585]
890_10274	chr17	17281041	17281441	+	1000	87.0	[8.05161]	[84]	[7.14623]	[84]	[17281220]	[17281220]
890_10275	chr17	27459533	27459933	+	1000	87.0	[13.169274]	[119]	[13.318897]	[119]	[27459749]	[27459749]
890_10279	chr17	41689165	41689565	+	1000	87.0	[6.858047]	[135]	[]	[]	[41689365]	[]
890_10283	chr17	55751320	55751720	+	1000	87.0	[7.4877]	[138]	[7.2114162]	[138]	[55751545]	[55751545]
890_1029	chr3	196650883	196651283	+	1000	343.0	[7.6797376]	[105]	[7.956022]	[105]	[196651085]	[196651085]
890_10295	chr19	10251958	10252358	+	1000	87.0	[7.4552026]	[130]	[8.210959]	[130]	[10252173]	[10252173]
890_10297	chr19	35845840	35846240	+	1000	87.0	[13.169274]	[117]	[13.318897]	[117]	[35846051]	[35846051]
890_103	chr4	83455691	83456091	+	1000	617.0	[13.478247]	[90]	[13.478247]	[90]	[83455878]	[83455878]
890_10303	chr2	23360734	23361134	+	1000	87.0	[8.548939, 8.360582]	[69, 144]	[9.912252, 7.30558]	[69, 144]	[23360888, 23360963]	[23360888, 23360963]
890_10307	chr2	224401771	224402171	+	1000	87.0	[7.017397]	[166]	[6.876215]	[166]	[224402013]	[224402013]
890_10317	chr22	18048491	18048891	+	1000	87.0	[9.912252]	[107]	[8.548939]	[107]	[18048678]	[18048678]
890_10320	chr22	19772926	19773326	+	1000	87.0	[7.2114162]	[98]	[7.4877]	[98]	[19773097]	[19773097]
890_10325	chr3	33915793	33916193	+	1000	87.0	[7.6892915]	[107]	[7.1388025]	[107]	[33915994]	[33915994]
890_10337	chr4	56544524	56544924	+	1000	87.0	[8.05161]	[130]	[7.14623]	[130]	[56544735]	[56544735]
890_1034	chr6	108782286	108782686	+	1000	342.0	[8.548939]	[115]	[9.912252]	[115]	[108782493]	[108782493]
890_10344	chr5	136080453	136080853	+	1000	87.0	[]	[]	[7.0544653]	[132]	[]	[136080663]
890_10354	chr6	32108098	32108498	+	1000	87.0	[10.185503]	[158]	[11.406425]	[158]	[32108338]	[32108338]
890_10358	chr6	63573492	63573892	+	1000	87.0	[7.298152]	[110]	[7.9982634]	[110]	[63573699]	[63573699]
890_10363	chr6	139134899	139135299	+	1000	87.0	[7.6797376]	[146]	[7.956022]	[146]	[139135050]	[139135050]
890_10375	chr7	75486130	75486530	+	1000	87.0	[]	[]	[7.0544653]	[101]	[]	[75486313]
890_1040	chr1	202008094	202008494	+	1000	341.0	[13.169274]	[105]	[13.318897]	[105]	[202008297]	[202008297]
890_10408	chr1	21217855	21218255	+	1000	86.0	[13.009925]	[66]	[13.009925]	[66]	[21218008]	[21218008]
890_10429	chr10	11538838	11539238	+	1000	86.0	[8.857911]	[86]	[10.071603]	[86]	[11539004]	[11539004]
890_1044	chr15	64989322	64989722	+	1000	341.0	[13.169274, 13.318897]	[102, 110]	[13.318897, 13.169274]	[102, 110]	[64989513, 64989521]	[64989513, 64989521]
890_10447	chr12	26953469	26953869	+	1000	86.0	[7.2062225]	[136]	[6.900726]	[136]	[26953689]	[26953689]
890_10449	chr12	52051025	52051425	+	1000	86.0	[8.360582]	[122]	[7.30558]	[122]	[52051231]	[52051231]
890_10450	chr12	56221968	56222368	+	1000	86.0	[]	[]	[7.046873]	[156]	[]	[56222196]
890_10453	chr12	120847855	120848255	+	1000	86.0	[]	[]	[7.0544653]	[122]	[]	[120848073]
890_10457	chr12	132561088	132561488	+	1000	86.0	[7.4877]	[108]	[7.2114162]	[108]	[132561290]	[132561290]
890_10465	chr14	73755379	73755779	+	1000	86.0	[10.071603]	[90]	[8.857911]	[90]	[73755565]	[73755565]
890_10475	chr16	30875213	30875613	+	1000	86.0	[8.05161]	[94]	[7.14623]	[94]	[30875406]	[30875406]
890_10477	chr16	48156708	48157108	+	1000	86.0	[8.548939]	[60]	[9.912252]	[60]	[48156859]	[48156859]
890_10480	chr16	90046832	90047232	+	1000	86.0	[8.548939]	[126]	[9.912252]	[126]	[90047051]	[90047051]
890_10486	chr17	42677003	42677403	+	1000	86.0	[7.066406]	[95]	[7.2138147]	[95]	[42677198]	[42677198]
890_1049	chr22	45192879	45193279	+	1000	341.0	[13.009925]	[98]	[13.009925]	[98]	[45193070]	[45193070]
890_10499	chr19	18486432	18486832	+	1000	86.0	[7.017397]	[85]	[6.876215]	[85]	[18486617]	[18486617]
890_105	chrX	41084450	41084850	+	1000	616.0	[7.1388025, 13.478247]	[95, 104]	[7.6892915, 13.478247]	[95, 104]	[41084644, 41084653]	[41084644, 41084653]
890_1050	chr6	63635618	63636018	+	1000	341.0	[13.478247]	[92]	[13.478247]	[92]	[63635809]	[63635809]
890_10502	chr19	45423621	45424021	+	1000	86.0	[7.046873]	[105]	[]	[]	[45423819]	[]
890_10507	chr19	55809372	55809772	+	1000	86.0	[11.406425]	[103]	[10.185503]	[103]	[55809572]	[55809572]
890_10525	chr20	50379241	50379641	+	1000	86.0	[7.569399]	[118]	[7.4664316]	[118]	[50379442]	[50379442]
890_10527	chr20	61608254	61608654	+	1000	86.0	[9.876531]	[88]	[11.247076]	[88]	[61608432]	[61608432]
890_10528	chr22	22928566	22928966	+	1000	86.0	[7.363437]	[102]	[6.9167833]	[102]	[22928747]	[22928747]
890_1053	chr2	74421494	74421894	+	1000	340.0	[7.101077]	[105]	[6.99811]	[105]	[74421697]	[74421697]
890_10530	chr22	41621061	41621461	+	1000	86.0	[7.0544653]	[115]	[]	[]	[41621240]	[]
890_10531	chr22	45645556	45645956	+	1000	86.0	[9.912252]	[85]	[8.548939]	[85]	[45645733]	[45645733]
890_10532	chr3	4449404	4449804	+	1000	86.0	[7.1574593]	[100]	[7.4100494]	[100]	[4449597]	[4449597]
890_10541	chr3	172153226	172153626	+	1000	86.0	[]	[]	[7.0544653]	[103]	[]	[172153410]
890_10546	chr4	40196741	40197141	+	1000	86.0	[13.009925]	[88]	[13.009925]	[88]	[40196926]	[40196926]
890_10549	chr4	83619033	83619433	+	1000	86.0	[]	[]	[7.046873]	[152]	[]	[83619283]
890_1055	chr8	144462716	144463116	+	1000	340.0	[13.478247]	[95]	[13.478247]	[95]	[144462910]	[144462910]
890_10551	chr5	2399826	2400226	+	1000	86.0	[7.607124, 8.548939]	[104, 116]	[8.157613, 9.912252]	[104, 116]	[2400007, 2400019]	[2400007, 2400019]
890_10557	chr5	151465535	151465935	+	1000	86.0	[7.2138147]	[122]	[7.066406]	[122]	[151465748]	[151465748]
890_10568	chr6	33297554	33297954	+	1000	86.0	[8.857911]	[94]	[10.071603]	[94]	[33297730]	[33297730]
890_10577	chr7	831663	832063	+	1000	86.0	[6.9167833]	[95]	[7.363437]	[95]	[831851]	[831851]
890_10581	chr7	44123584	44123984	+	1000	86.0	[7.14623]	[105]	[8.05161]	[105]	[44123780]	[44123780]
890_1059	chr15	75023349	75023749	+	1000	338.0	[7.607124]	[93]	[8.157613]	[93]	[75023539]	[75023539]
890_10592	chr7	149147723	149148123	+	1000	86.0	[7.4877, 7.614552]	[91, 114]	[7.2114162, 8.519932]	[91, 114]	[149147893, 149147916]	[149147893, 149147916]
890_10594	chr8	30722813	30723213	+	1000	86.0	[7.5227866]	[87]	[7.225755]	[87]	[30723000]	[30723000]
890_106	chr1	174999818	175000218	+	1000	615.0	[7.4552026]	[93]	[8.210959]	[93]	[175000010]	[175000010]
890_1060	chr7	135510096	135510496	+	1000	338.0	[8.857911]	[107]	[10.071603]	[107]	[135510300]	[135510300]
890_10609	chrX	48794381	48794781	+	1000	86.0	[]	[]	[7.046873]	[140]	[]	[48794608]
890_10611	chrX	64205033	64205433	+	1000	86.0	[13.009925]	[153]	[13.009925]	[153]	[64205266]	[64205266]
890_10613	chr1	2578229	2578629	+	1000	85.0	[]	[]	[6.858047]	[122]	[]	[2578450]
890_1062	chr2	159286433	159286833	+	1000	337.0	[13.318897]	[106]	[13.169274, 7.046873]	[106, 117]	[159286639]	[159286639, 159286650]
890_10620	chr1	112723208	112723608	+	1000	85.0	[13.318897]	[79]	[13.169274]	[79]	[112723383]	[112723383]
890_10636	chr10	24575464	24575864	+	1000	85.0	[13.478247]	[99]	[13.478247]	[99]	[24575658]	[24575658]
890_10640	chr10	72215805	72216205	+	1000	85.0	[7.2114162]	[108]	[7.4877]	[108]	[72215998]	[72215998]
890_10642	chr10	73772057	73772457	+	1000	85.0	[9.912252]	[92]	[8.548939]	[92]	[73772239]	[73772239]
890_10654	chr11	69712133	69712533	+	1000	85.0	[7.046873]	[112]	[]	[]	[69712337]	[]
890_10671	chr15	31328660	31329060	+	1000	85.0	[13.478247]	[90]	[13.478247]	[90]	[31328841]	[31328841]
890_10676	chr15	101455277	101455677	+	1000	85.0	[7.2062225]	[96]	[6.900726]	[96]	[101455459]	[101455459]
890_10678	chr16	2154893	2155293	+	1000	85.0	[13.009925]	[81]	[13.009925]	[81]	[2155052]	[2155052]
890_1068	chr1	32013426	32013826	+	1000	336.0	[8.113682, 8.857911]	[99, 122]	[8.113682, 10.071603]	[99, 122]	[32013619, 32013642]	[32013619, 32013642]
890_10681	chr16	12203623	12204023	+	1000	85.0	[11.406425]	[94]	[10.185503]	[94]	[12203815]	[12203815]
890_10682	chr16	15950504	15950904	+	1000	85.0	[7.4477744]	[112]	[7.848641]	[112]	[15950700]	[15950700]
890_10684	chr16	29269460	29269860	+	1000	85.0	[13.478247]	[113]	[13.478247]	[113]	[29269664]	[29269664]
890_10691	chr17	42517405	42517805	+	1000	85.0	[7.956022]	[63]	[7.6797376]	[63]	[42517566]	[42517566]
890_10694	chr17	63442040	63442440	+	1000	85.0	[7.607124]	[110]	[8.157613]	[110]	[63442238]	[63442238]
890_107	chrX	318710	319110	+	1000	615.0	[13.318897]	[135]	[13.169274]	[135]	[318930]	[318930]
890_10705	chr19	9324106	9324506	+	1000	85.0	[7.7966723]	[139]	[7.3707657]	[139]	[9324327]	[9324327]
890_10710	chr19	36214261	36214661	+	1000	85.0	[11.247076]	[114]	[9.876531]	[114]	[36214472]	[36214472]
890_10711	chr19	38543658	38544058	+	1000	85.0	[9.876531]	[94]	[11.247076]	[94]	[38543839]	[38543839]
890_10714	chr19	58466786	58467186	+	1000	85.0	[10.071603]	[114]	[8.857911]	[114]	[58466989]	[58466989]
890_10722	chr2	149587575	149587975	+	1000	85.0	[8.05161]	[145]	[7.14623]	[145]	[149587809]	[149587809]
890_10724	chr2	241892854	241893254	+	1000	85.0	[13.009925]	[99]	[13.009925]	[99]	[241893028]	[241893028]
890_10725	chr2	241941590	241941990	+	1000	85.0	[13.169274]	[106]	[13.318897]	[106]	[241941792]	[241941792]
890_1073	chr6	17819959	17820359	+	1000	336.0	[10.071603]	[76]	[8.857911]	[76]	[17820135]	[17820135]
890_10734	chr21	39788366	39788766	+	1000	85.0	[13.478247]	[151]	[13.478247]	[151]	[39788606]	[39788606]
890_1074	chr7	22488927	22489327	+	1000	336.0	[13.169274]	[108]	[13.318897]	[108]	[22489133]	[22489133]
890_1075	chr11	460338	460738	+	1000	335.0	[10.071603]	[92]	[8.857911]	[92]	[460529]	[460529]
890_10756	chr4	81790500	81790900	+	1000	85.0	[7.2138147]	[127]	[7.066406]	[127]	[81790722]	[81790722]
890_10757	chr4	152166587	152166987	+	1000	85.0	[9.912252]	[112]	[8.548939]	[112]	[152166778]	[152166778]
890_10769	chr5	173283742	173284142	+	1000	85.0	[9.912252]	[106]	[8.548939]	[106]	[173283928]	[173283928]
890_10774	chr6	26021684	26022084	+	1000	85.0	[7.1574593]	[112]	[7.4100494]	[112]	[26021870]	[26021870]
890_10776	chr6	34154672	34155072	+	1000	85.0	[7.1574593]	[78]	[7.4100494]	[78]	[34154842]	[34154842]
890_10778	chr6	43953792	43954192	+	1000	85.0	[7.363437]	[143]	[6.9167833]	[143]	[43954027]	[43954027]
890_1078	chr4	89057023	89057423	+	1000	335.0	[13.478247]	[104]	[13.478247]	[104]	[89057227]	[89057227]
890_10784	chr7	65430357	65430757	+	1000	85.0	[11.406425]	[125]	[10.185503]	[125]	[65430558]	[65430558]
890_10788	chr7	143434672	143435072	+	1000	85.0	[11.406425]	[87]	[10.185503]	[87]	[143434845]	[143434845]
890_10797	chr9	98971059	98971459	+	1000	85.0	[13.318897]	[115]	[13.169274]	[115]	[98971270]	[98971270]
890_10806	chr1	6127639	6128039	+	1000	84.0	[8.548939]	[127]	[9.912252]	[127]	[6127844]	[6127844]
890_10809	chr1	9721602	9722002	+	1000	84.0	[13.009925]	[73]	[13.009925]	[73]	[9721770]	[9721770]
890_1081	chr11	47269723	47270123	+	1000	334.0	[8.210959]	[111]	[7.4552026]	[111]	[47269931]	[47269931]
890_10812	chr1	15334944	15335344	+	1000	84.0	[13.318897]	[94]	[13.169274]	[94]	[15335137]	[15335137]
890_10828	chr10	18505684	18506084	+	1000	84.0	[10.071603]	[92]	[8.857911]	[92]	[18505867]	[18505867]
890_1083	chr16	85027437	85027837	+	1000	334.0	[13.478247]	[109]	[13.478247]	[109]	[85027645]	[85027645]
890_10834	chr10	71767054	71767454	+	1000	84.0	[7.3707657]	[87]	[7.7966723]	[87]	[71767239]	[71767239]
890_10849	chr12	123601919	123602319	+	1000	84.0	[6.9167833]	[153]	[7.363437]	[153]	[123602154]	[123602154]
890_10850	chr12	131250212	131250612	+	1000	84.0	[13.169274]	[116]	[13.318897]	[116]	[131250426]	[131250426]
890_10851	chr14	24114611	24115011	+	1000	84.0	[7.30558]	[122]	[8.360582]	[122]	[24114831]	[24114831]
890_10853	chr14	66507296	66507696	+	1000	84.0	[13.169274]	[164]	[13.318897]	[164]	[66507516]	[66507516]
890_10854	chr14	105067324	105067724	+	1000	84.0	[13.318897]	[101]	[13.169274]	[101]	[105067517]	[105067517]
890_10858	chr15	55109207	55109607	+	1000	84.0	[13.169274]	[127]	[13.318897]	[127]	[55109423]	[55109423]
890_10861	chr15	84980201	84980601	+	1000	84.0	[6.8972507]	[84]	[]	[]	[84980367]	[]
890_10862	chr15	90889346	90889746	+	1000	84.0	[6.8972507, 7.4100494]	[82, 104]	[7.1574593]	[104]	[90889521, 90889543]	[90889543]
890_10867	chr16	11312611	11313011	+	1000	84.0	[9.912252]	[83]	[8.548939]	[83]	[11312793]	[11312793]
890_10873	chr16	84879736	84880136	+	1000	84.0	[7.4877]	[69]	[7.2114162]	[69]	[84879902]	[84879902]
890_10878	chr17	7315253	7315653	+	1000	84.0	[7.1574593]	[148]	[7.4100494]	[148]	[7315499]	[7315499]
890_1088	chr1	183567526	183567926	+	1000	333.0	[6.900726, 6.900726]	[70, 109]	[7.2062225, 7.2062225]	[70, 109]	[183567694, 183567733]	[183567694, 183567733]
890_10884	chr17	82030378	82030778	+	1000	84.0	[7.7966723]	[74]	[7.3707657]	[74]	[82030542]	[82030542]
890_10888	chr19	1490994	1491394	+	1000	84.0	[7.14623]	[115]	[8.05161]	[115]	[1491199]	[1491199]
890_1089	chr13	110712852	110713252	+	1000	333.0	[7.4877]	[105]	[7.2114162]	[105]	[110713055]	[110713055]
890_10890	chr19	5622645	5623045	+	1000	84.0	[8.05161, 8.05161]	[107, 113]	[7.14623, 7.14623]	[107, 113]	[5622843, 5622849]	[5622843, 5622849]
890_10900	chr19	52725532	52725932	+	1000	84.0	[8.360582, 10.071603]	[103, 129]	[7.30558, 8.857911]	[103, 129]	[52725718, 52725744]	[52725718, 52725744]
890_10901	chr2	42169025	42169425	+	1000	84.0	[8.857911]	[144]	[10.071603]	[144]	[42169259]	[42169259]
890_10907	chr2	108786464	108786864	+	1000	84.0	[7.848641]	[101]	[7.4477744]	[101]	[108786632]	[108786632]
890_10908	chr2	112275221	112275621	+	1000	84.0	[]	[]	[7.046873]	[212]	[]	[112275471]
890_10909	chr2	172673946	172674346	+	1000	84.0	[11.247076, 6.8972507]	[112, 123]	[9.876531]	[112]	[172674132, 172674143]	[172674132]
890_1091	chr16	58684567	58684967	+	1000	333.0	[11.406425, 7.5227866]	[90, 105]	[10.185503, 7.225755]	[90, 105]	[58684750, 58684765]	[58684750, 58684765]
890_10927	chr3	138359929	138360329	+	1000	84.0	[13.009925, 13.169274]	[136, 142]	[13.009925, 13.318897]	[136, 142]	[138360144, 138360150]	[138360144, 138360150]
890_1093	chr2	27582745	27583145	+	1000	333.0	[13.478247]	[105]	[13.478247]	[105]	[27582947]	[27582947]
890_10930	chr3	150409865	150410265	+	1000	84.0	[7.2114162]	[96]	[7.4877]	[96]	[150410055]	[150410055]
890_10932	chr3	197523836	197524236	+	1000	84.0	[13.318897]	[106]	[13.169274]	[106]	[197524042]	[197524042]
890_10937	chr4	75673391	75673791	+	1000	84.0	[8.05161]	[97]	[7.14623]	[97]	[75673547]	[75673547]
890_1094	chr4	113762540	113762940	+	1000	333.0	[8.519932, 13.478247]	[84, 118]	[7.614552, 13.478247]	[84, 118]	[113762722, 113762756]	[113762722, 113762756]
890_10941	chr5	10441363	10441763	+	1000	84.0	[7.4877]	[108]	[7.2114162]	[108]	[10441557]	[10441557]
890_10960	chr6	73653077	73653477	+	1000	84.0	[7.363437]	[98]	[6.9167833]	[98]	[73653270]	[73653270]
890_10962	chr6	99603582	99603982	+	1000	84.0	[11.247076]	[108]	[9.876531]	[108]	[99603776]	[99603776]
890_10963	chr6	106069455	106069855	+	1000	84.0	[11.247076]	[109]	[9.876531]	[109]	[106069655]	[106069655]
890_10965	chr6	152959288	152959688	+	1000	84.0	[13.009925]	[83]	[13.009925]	[83]	[152959469]	[152959469]
890_10971	chr7	22082903	22083303	+	1000	84.0	[7.6470494]	[153]	[7.520388]	[153]	[22083144]	[22083144]
890_10975	chr7	100335956	100336356	+	1000	84.0	[8.05161]	[142]	[7.14623]	[142]	[100336197]	[100336197]
890_10977	chr7	103343657	103344057	+	1000	84.0	[11.247076]	[107]	[9.876531]	[107]	[103343861]	[103343861]
890_10988	chr8	144448639	144449039	+	1000	84.0	[7.6470494]	[170]	[7.520388]	[170]	[144448889]	[144448889]
890_1099	chr17	57553505	57553905	+	1000	332.0	[7.2114162, 7.066406]	[78, 94]	[7.4877, 7.2138147]	[78, 94]	[57553679, 57553695]	[57553679, 57553695]
890_10995	chr9	130918930	130919330	+	1000	84.0	[13.009925]	[133]	[13.009925]	[133]	[130919148]	[130919148]
890_110	chr1	235128809	235129209	+	1000	612.0	[13.169274]	[91]	[13.318897]	[91]	[235128999]	[235128999]
890_1100	chr19	6060890	6061290	+	1000	332.0	[8.113682]	[89]	[8.113682]	[89]	[6061074]	[6061074]
890_11012	chr1	113073868	113074268	+	1000	83.0	[13.169274]	[109]	[13.318897]	[109]	[113074071]	[113074071]
890_11020	chr10	75110171	75110571	+	1000	83.0	[7.225755]	[133]	[7.5227866]	[133]	[75110393]	[75110393]
890_11035	chr12	6568044	6568444	+	1000	83.0	[9.912252]	[114]	[8.548939]	[114]	[6568250]	[6568250]
890_11037	chr12	8026234	8026634	+	1000	83.0	[7.7966723]	[106]	[7.3707657]	[106]	[8026417]	[8026417]
890_11043	chr13	28477305	28477705	+	1000	83.0	[7.848641]	[139]	[7.4477744]	[139]	[28477529]	[28477529]
890_11045	chr14	32203347	32203747	+	1000	83.0	[7.4477744]	[121]	[7.848641]	[121]	[32203553]	[32203553]
890_11047	chr14	76918539	76918939	+	1000	83.0	[11.247076]	[101]	[9.876531]	[101]	[76918720]	[76918720]
890_11054	chr15	101615921	101616321	+	1000	83.0	[9.912252]	[87]	[8.548939]	[87]	[101616107]	[101616107]
890_1106	chr16	88737385	88737785	+	1000	331.0	[7.1388025]	[111]	[7.6892915]	[111]	[88737592]	[88737592]
890_11062	chr17	11997152	11997552	+	1000	83.0	[]	[]	[6.8972507]	[104]	[]	[11997355]
