#PeakID(python identify_motif.py ./ENCODE_processed_files/JUNB_idr.fa JUNB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
771_10154	chr2	8615739	8616139	+	610	31.0	[10.33729]	[206]	[7.9716325]	[206]	[8615973]	[8615973]
771_10167	chr2	55232079	55232479	+	946	31.0	[]	[]	[6.91942]	[75]	[]	[55232236]
771_10168	chr2	55365292	55365692	+	631	31.0	[13.28149]	[81]	[11.291996]	[81]	[55365456]	[55365456]
771_10175	chr2	96157862	96158262	+	897	31.0	[9.743723]	[107]	[9.625255]	[107]	[96158036]	[96158036]
771_10179	chr2	111100775	111101175	+	775	31.0	[8.85852, 13.506975]	[114, 155]	[8.747505, 15.927315]	[114, 155]	[111100969, 111101010]	[111100969, 111101010]
771_10180	chr2	111168459	111168859	+	894	31.0	[13.061545]	[134]	[10.770802]	[134]	[111168672]	[111168672]
771_10183	chr2	112764392	112764792	+	979	31.0	[10.210002]	[163]	[7.6191545]	[163]	[112764597]	[112764597]
771_10184	chr2	120237436	120237836	+	1000	31.0	[11.291996]	[140]	[13.28149]	[140]	[120237657]	[120237657]
771_10187	chr2	144441564	144441964	+	798	31.0	[8.26105, 7.1273255]	[98, 141]	[]	[]	[144441737, 144441780]	[]
771_10191	chr2	171807080	171807480	+	877	31.0	[13.506975]	[122]	[15.927315]	[122]	[171807296]	[171807296]
771_10197	chr2	215830310	215830710	+	689	31.0	[9.447061]	[108]	[6.725914]	[108]	[215830492]	[215830492]
771_10198	chr2	218679043	218679443	+	845	31.0	[11.291996]	[122]	[13.28149]	[122]	[218679262]	[218679262]
771_1020	chr18	9869917	9870317	+	1000	82.0	[8.138908, 15.927315]	[57, 99]	[13.506975]	[99]	[9870071, 9870113]	[9870113]
771_10201	chr20	1266678	1267078	+	982	31.0	[13.712336]	[105]	[10.861151]	[105]	[1266883]	[1266883]
771_1021	chr19	41323501	41323901	+	1000	82.0	[10.770802]	[149]	[13.061545]	[149]	[41323723]	[41323723]
771_10214	chr20	62364405	62364805	+	799	31.0	[10.861151]	[137]	[13.712336]	[137]	[62364626]	[62364626]
771_1022	chr2	8544908	8545308	+	1000	82.0	[11.066511]	[148]	[8.646172]	[148]	[8545139]	[8545139]
771_10224	chr21	43646528	43646928	+	938	31.0	[]	[]	[7.5734572]	[180]	[]	[43646755]
771_1023	chr2	26769091	26769491	+	1000	82.0	[11.066511]	[87]	[8.646172]	[87]	[26769269]	[26769269]
771_10235	chr22	19434814	19435214	+	826	31.0	[7.6843505]	[119]	[9.78519]	[119]	[19435020]	[19435020]
771_10260	chr22	21016728	21017128	+	1000	31.0	[]	[]	[6.7830076]	[160]	[]	[21016962]
771_10261	chr22	21066726	21067126	+	1000	31.0	[7.3936696]	[161]	[]	[]	[21066920]	[]
771_10289	chr22	22663773	22664173	+	976	31.0	[7.161842]	[134]	[]	[]	[22663959]	[]
771_1029	chr3	119795055	119795455	+	1000	82.0	[13.061545]	[115]	[10.770802]	[115]	[119795263]	[119795263]
771_10305	chr22	24555773	24556173	+	963	31.0	[9.660112]	[137]	[7.5484767]	[137]	[24556005]	[24556005]
771_1031	chr6	129683930	129684330	+	1000	82.0	[13.061545]	[94]	[10.770802]	[94]	[129684121]	[129684121]
771_10316	chr3	9862517	9862917	+	971	31.0	[]	[]	[7.381787]	[88]	[]	[9862698]
771_1033	chr6	161393861	161394261	+	1000	82.0	[10.861151]	[110]	[13.712336]	[110]	[161394065]	[161394065]
771_10336	chr3	101147953	101148353	+	767	31.0	[10.770802]	[106]	[13.061545]	[106]	[101148154]	[101148154]
771_10353	chr4	10285021	10285421	+	722	31.0	[12.305938, 12.31283]	[131, 187]	[9.763456, 9.462089]	[131, 187]	[10285207, 10285263]	[10285207, 10285263]
771_10366	chr4	152581770	152582170	+	868	31.0	[10.545317]	[113]	[8.426227]	[113]	[152581968]	[152581968]
771_1037	chr8	128149989	128150389	+	1000	82.0	[10.861151]	[92]	[13.712336, 8.40005]	[92, 141]	[128150169]	[128150169, 128150218]
771_10371	chr5	10913868	10914268	+	829	31.0	[7.4109645]	[91]	[]	[]	[10914043]	[]
771_10382	chr5	68343412	68343812	+	863	31.0	[10.861151]	[112]	[13.712336]	[112]	[68343624]	[68343624]
771_10384	chr5	75567746	75568146	+	804	31.0	[10.641206]	[130]	[13.191141]	[130]	[75567922]	[75567922]
771_10390	chr5	132103301	132103701	+	842	31.0	[8.124977]	[131]	[10.846566]	[131]	[132103519]	[132103519]
771_10414	chr6	13454523	13454923	+	907	31.0	[10.861151]	[152]	[13.712336]	[152]	[13454756]	[13454756]
771_10415	chr6	13573671	13574071	+	954	31.0	[8.646172]	[114]	[11.066511]	[114]	[13573860]	[13573860]
771_1042	chr1	43835122	43835522	+	1000	81.0	[13.061545]	[119]	[10.770802]	[119]	[43835324]	[43835324]
771_1043	chr1	150507792	150508192	+	1000	81.0	[10.770802]	[156]	[13.061545]	[156]	[150508030]	[150508030]
771_10431	chr6	32168831	32169231	+	579	31.0	[8.124977]	[113]	[10.846566]	[113]	[32168988]	[32168988]
771_10435	chr6	35259992	35260392	+	963	31.0	[11.066511]	[157]	[8.646172]	[157]	[35260223]	[35260223]
771_10436	chr6	35370349	35370749	+	981	31.0	[10.861151]	[140]	[13.712336]	[140]	[35370575]	[35370575]
771_10440	chr6	37691941	37692341	+	937	31.0	[10.33729]	[94]	[7.9716325]	[94]	[37692112]	[37692112]
771_10454	chr6	106520804	106521204	+	887	31.0	[]	[]	[6.5979047]	[132]	[]	[106520991]
771_1046	chr15	75043002	75043402	+	1000	81.0	[13.712336]	[101]	[10.861151]	[101]	[75043193]	[75043193]
771_10475	chr7	32892776	32893176	+	991	31.0	[12.31283]	[180]	[9.462089]	[180]	[32892990]	[32892990]
771_1048	chr17	38871446	38871846	+	1000	81.0	[7.9050317]	[126]	[10.325372]	[126]	[38871661]	[38871661]
771_10492	chr7	112422853	112423253	+	982	31.0	[13.061545]	[154]	[10.770802]	[154]	[112423080]	[112423080]
771_10501	chr7	130982063	130982463	+	668	31.0	[7.4102755]	[233]	[7.0978985]	[233]	[130982299]	[130982299]
771_10517	chr7	158819772	158820172	+	873	31.0	[6.504784]	[82]	[]	[]	[158819941]	[]
771_10521	chr8	27614598	27614998	+	801	31.0	[13.28149]	[89]	[11.291996]	[89]	[27614780]	[27614780]
771_10522	chr8	28202925	28203325	+	593	31.0	[13.28149]	[163]	[11.291996]	[163]	[28203166]	[28203166]
771_10535	chr8	122689619	122690019	+	1000	31.0	[7.2471085]	[95]	[9.667006]	[95]	[122689808]	[122689808]
771_10542	chr8	144787330	144787730	+	928	31.0	[]	[]	[6.4250097]	[198]	[]	[144787574]
771_10549	chr9	112717478	112717878	+	831	31.0	[6.9500747]	[124]	[6.723277]	[124]	[112717682]	[112717682]
771_1055	chr21	44869829	44870229	+	1000	81.0	[7.9050317, 7.9050317]	[95, 131]	[10.325372, 10.325372]	[95, 131]	[44870014, 44870050]	[44870014, 44870050]
771_10554	chr9	127209180	127209580	+	748	31.0	[13.506975]	[106]	[15.927315]	[106]	[127209383]	[127209383]
771_1056	chr3	194089525	194089925	+	1000	81.0	[9.89249]	[111]	[11.882428]	[111]	[194089694]	[194089694]
771_10560	chr9	129334034	129334434	+	878	31.0	[11.291996]	[122]	[13.28149]	[122]	[129334199]	[129334199]
771_10561	chr9	129413516	129413916	+	985	31.0	[]	[]	[7.0216236]	[143]	[]	[129413745]
771_10582	chr1	831604	832004	+	896	30.0	[10.770802]	[130]	[13.061545]	[130]	[831819]	[831819]
771_1061	chr6	30344235	30344635	+	1000	81.0	[10.861151]	[76]	[13.712336]	[76]	[30344408]	[30344408]
771_1062	chr6	36442752	36443152	+	1000	81.0	[10.846566]	[119]	[8.124977]	[119]	[36442960]	[36442960]
771_10641	chr1	113042635	113043035	+	788	30.0	[7.483108]	[145]	[]	[]	[113042821]	[]
771_10652	chr1	161200596	161200996	+	655	30.0	[7.232081]	[127]	[]	[]	[161200816]	[]
771_10683	chr1	221716912	221717312	+	915	30.0	[7.91695]	[157]	[10.391972]	[157]	[221717071]	[221717071]
771_10684	chr1	222455129	222455529	+	875	30.0	[7.5262027]	[75]	[]	[]	[222455295]	[]
771_10685	chr1	225767015	225767415	+	770	30.0	[10.641206]	[107]	[13.191141]	[107]	[225767206]	[225767206]
771_10691	chr1	230327849	230328249	+	792	30.0	[10.770802, 11.291996]	[135, 155]	[13.061545, 13.28149]	[135, 155]	[230328065, 230328085]	[230328065, 230328085]
771_10693	chr1	233962869	233963269	+	721	30.0	[13.712336]	[132]	[10.861151]	[132]	[233963076]	[233963076]
771_1070	chr1	10510903	10511303	+	1000	80.0	[9.440167, 13.28149]	[146, 169]	[7.027282, 11.291996]	[146, 169]	[10511119, 10511142]	[10511119, 10511142]
771_1071	chr1	24765394	24765794	+	1000	80.0	[13.061545]	[168]	[10.770802]	[168]	[24765636]	[24765636]
771_10716	chr10	61786689	61787089	+	979	30.0	[13.506975]	[86]	[15.927315]	[86]	[61786842]	[61786842]
771_10723	chr10	70334967	70335367	+	756	30.0	[]	[]	[7.8418097]	[153]	[]	[70335207]
771_10727	chr10	70879945	70880345	+	911	30.0	[7.52174]	[165]	[]	[]	[70880157]	[]
771_10746	chr11	5249926	5250326	+	922	30.0	[]	[]	[6.475763]	[110]	[]	[5250111]
771_1075	chr11	33912729	33913129	+	1000	80.0	[13.506975]	[154]	[15.927315]	[154]	[33912954]	[33912954]
771_10767	chr11	65915658	65916058	+	647	30.0	[13.061545]	[100]	[10.770802]	[100]	[65915830]	[65915830]
771_1077	chr11	107840670	107841070	+	1000	80.0	[10.097851]	[155]	[6.8162637]	[155]	[107840881]	[107840881]
771_10778	chr11	111926491	111926891	+	768	30.0	[7.9050317]	[171]	[10.325372]	[171]	[111926688]	[111926688]
771_10783	chr11	124643712	124644112	+	929	30.0	[9.236603]	[179]	[7.677511]	[179]	[124643933]	[124643933]
771_10789	chr12	48779950	48780350	+	755	30.0	[8.646172]	[98]	[11.066511]	[98]	[48780138]	[48780138]
771_10799	chr12	69689077	69689477	+	730	30.0	[7.9050317, 8.426227]	[100, 142]	[10.325372, 10.545317]	[100, 142]	[69689259, 69689301]	[69689259, 69689301]
771_1080	chr17	45977107	45977507	+	1000	80.0	[13.191141]	[173]	[10.641206]	[173]	[45977336]	[45977336]
771_10805	chr12	107759453	107759853	+	896	30.0	[8.646172]	[78]	[11.066511]	[78]	[107759616]	[107759616]
771_10830	chr13	114128923	114129323	+	819	30.0	[13.191141]	[157]	[10.641206]	[157]	[114129142]	[114129142]
771_1084	chr2	55050366	55050766	+	1000	80.0	[11.066511]	[111]	[8.646172]	[111]	[55050566]	[55050566]
771_10878	chr16	66522161	66522561	+	736	30.0	[8.426227]	[116]	[10.545317]	[116]	[66522371]	[66522371]
771_1091	chr3	149180017	149180417	+	1000	80.0	[10.861151]	[94]	[13.712336]	[94]	[149180204]	[149180204]
771_10913	chr17	48295368	48295768	+	740	30.0	[8.646172]	[140]	[11.066511]	[140]	[48295606]	[48295606]
771_10942	chr18	58223979	58224379	+	908	30.0	[11.882428, 6.7108865]	[92, 150]	[9.89249]	[92]	[58224168, 58224226]	[58224168]
771_10943	chr19	1415412	1415812	+	634	30.0	[10.325372]	[104]	[7.9050317]	[104]	[1415571]	[1415571]
771_10959	chr19	17775226	17775626	+	921	30.0	[10.545317]	[155]	[8.426227]	[155]	[17775425]	[17775425]
771_10963	chr19	34359314	34359714	+	841	30.0	[]	[]	[6.435412]	[192]	[]	[34359535]
771_10991	chr2	38462365	38462765	+	953	30.0	[11.291996]	[101]	[13.28149]	[101]	[38462547]	[38462547]
771_10997	chr2	62996780	62997180	+	903	30.0	[7.812632]	[161]	[]	[]	[62997027]	[]
771_10999	chr2	68908357	68908757	+	876	30.0	[8.124977]	[111]	[10.846566]	[111]	[68908534]	[68908534]
771_11007	chr2	136327498	136327898	+	648	30.0	[10.846566]	[132]	[8.124977]	[132]	[136327694]	[136327694]
771_1102	chr8	123167124	123167524	+	1000	80.0	[7.1393647, 10.545317]	[70, 103]	[8.426227]	[103]	[123167287, 123167320]	[123167320]
771_11020	chr2	234368711	234369111	+	881	30.0	[8.124977]	[139]	[10.846566]	[139]	[234368920]	[234368920]
771_11029	chr20	50321287	50321687	+	682	30.0	[10.545317]	[148]	[8.426227]	[148]	[50321509]	[50321509]
771_1103	chr8	123922127	123922527	+	1000	80.0	[8.124977]	[151]	[10.846566]	[151]	[123922350]	[123922350]
771_11031	chr20	53162386	53162786	+	866	30.0	[]	[]	[8.12231]	[97]	[]	[53162564]
771_11039	chr21	34967497	34967897	+	660	30.0	[13.712336]	[115]	[10.861151]	[115]	[34967683]	[34967683]
771_1104	chr8	125271372	125271772	+	1000	80.0	[10.770802, 6.889081, 10.104691]	[99, 114, 131]	[13.061545, 6.8779535, 7.36485]	[99, 114, 131]	[125271546, 125271561, 125271578]	[125271546, 125271561, 125271578]
771_11040	chr21	35011727	35012127	+	924	30.0	[13.506975]	[119]	[15.927315]	[119]	[35011934]	[35011934]
771_11071	chr22	21448750	21449150	+	876	30.0	[7.392705]	[82]	[]	[]	[21448914]	[]
771_111	chr18	3595278	3595678	+	1000	225.0	[7.6989293]	[73]	[10.219282]	[73]	[3595446]	[3595446]
771_1111	chr11	72321631	72322031	+	1000	79.0	[10.325372, 13.712336]	[118, 130]	[7.9050317, 10.861151]	[118, 130]	[72321849, 72321861]	[72321849, 72321861]
771_11120	chr22	35561796	35562196	+	727	30.0	[10.861151]	[150]	[13.712336]	[150]	[35562011]	[35562011]
771_1113	chr12	123967058	123967458	+	1000	79.0	[13.061545]	[133]	[10.770802]	[133]	[123967278]	[123967278]
771_11130	chr3	17151731	17152131	+	884	30.0	[8.646172]	[108]	[11.066511]	[108]	[17151896]	[17151896]
771_11135	chr3	36992204	36992604	+	810	30.0	[10.641206]	[153]	[13.191141]	[153]	[36992430]	[36992430]
771_11146	chr3	141192186	141192586	+	839	30.0	[7.771173]	[111]	[11.136225]	[111]	[141192393]	[141192393]
771_11147	chr3	150371817	150372217	+	690	30.0	[6.6484528]	[101]	[]	[]	[150372014]	[]
771_11148	chr3	152268818	152269218	+	838	30.0	[7.4588656]	[111]	[]	[]	[152269026]	[]
771_11151	chr3	171813946	171814346	+	730	30.0	[11.066511]	[115]	[8.646172]	[115]	[171814099]	[171814099]
771_11154	chr3	173037883	173038283	+	598	30.0	[11.291996]	[122]	[13.28149]	[122]	[173038072]	[173038072]
771_11172	chr4	56958133	56958533	+	806	30.0	[]	[]	[6.9308314]	[188]	[]	[56958365]
771_11176	chr4	77146565	77146965	+	911	30.0	[]	[]	[6.466483]	[170]	[]	[77146744]
771_11192	chr5	56763924	56764324	+	914	30.0	[7.5641775]	[203]	[]	[]	[56764171]	[]
771_1120	chr2	178273746	178274146	+	1000	79.0	[6.413127, 10.770802]	[81, 132]	[13.061545]	[132]	[178273909, 178273960]	[178273960]
771_11210	chr5	135139871	135140271	+	875	30.0	[15.927315]	[110]	[13.506975]	[110]	[135140060]	[135140060]
771_11222	chr5	181222839	181223239	+	934	30.0	[6.961202]	[76]	[6.7121496, 7.4553385]	[76, 130]	[181223014]	[181223014, 181223068]
771_11224	chr6	2857507	2857907	+	846	30.0	[10.770802]	[113]	[13.061545]	[113]	[2857659]	[2857659]
771_11227	chr6	4320811	4321211	+	840	30.0	[12.4798975]	[227]	[12.491025]	[227]	[4321045]	[4321045]
771_11228	chr6	4459097	4459497	+	952	30.0	[8.426227]	[106]	[10.545317]	[106]	[4459282]	[4459282]
771_11236	chr6	14709241	14709641	+	967	30.0	[]	[]	[7.9445877]	[141]	[]	[14709477]
771_1124	chr6	3160195	3160595	+	1000	79.0	[13.712336]	[103]	[10.861151]	[103]	[3160384]	[3160384]
771_11261	chr6	35497793	35498193	+	741	30.0	[6.490206]	[118]	[]	[]	[35498009]	[]
771_11267	chr6	42404382	42404782	+	573	30.0	[7.6302204]	[128]	[7.619093]	[128]	[42404599]	[42404599]
771_11268	chr6	42520656	42521056	+	639	30.0	[13.28149]	[150]	[11.291996]	[150]	[42520869]	[42520869]
771_11270	chr6	43115245	43115645	+	951	30.0	[7.677511]	[169]	[9.236603]	[169]	[43115487]	[43115487]
771_11274	chr6	43668576	43668976	+	783	30.0	[]	[]	[7.2914376]	[138]	[]	[43668791]
771_11278	chr6	52317791	52318191	+	545	30.0	[13.506975]	[105]	[15.927315]	[105]	[52317973]	[52317973]
771_11279	chr6	70398949	70399349	+	745	30.0	[8.426227]	[150]	[10.545317]	[150]	[70399183]	[70399183]
771_1128	chr6	90479212	90479612	+	1000	79.0	[11.066511]	[118]	[8.646172]	[118]	[90479418]	[90479418]
771_11290	chr6	139531085	139531485	+	750	30.0	[13.28149]	[162]	[11.291996]	[162]	[139531300]	[139531300]
771_1130	chr7	95549697	95550097	+	1000	79.0	[8.646172]	[102]	[11.066511]	[102]	[95549897]	[95549897]
771_11300	chr6	166940627	166941027	+	845	30.0	[10.846566, 10.545317]	[72, 109]	[8.124977, 8.426227]	[72, 109]	[166940784, 166940821]	[166940784, 166940821]
771_11301	chr6	170529783	170530183	+	873	30.0	[9.763456]	[138]	[12.305938]	[138]	[170529993]	[170529993]
771_11307	chr7	17234467	17234867	+	853	30.0	[10.770802, 10.264917]	[108, 119]	[13.061545, 9.8452]	[108, 119]	[17234655, 17234666]	[17234655, 17234666]
771_11333	chr7	106365187	106365587	+	907	30.0	[7.392705]	[135]	[]	[]	[106365396]	[]
771_11334	chr7	106449294	106449694	+	916	30.0	[7.57021]	[167]	[]	[]	[106449479]	[]
771_1134	chr8	29175586	29175986	+	1000	79.0	[13.28149]	[97]	[11.291996]	[97]	[29175756]	[29175756]
771_11345	chr7	131235678	131236078	+	765	30.0	[8.426227, 6.580194]	[109, 168]	[10.545317, 6.991077]	[109, 168]	[131235864, 131235923]	[131235864, 131235923]
771_11349	chr7	139776484	139776884	+	864	30.0	[]	[]	[6.570135]	[124]	[]	[139776664]
771_1135	chr8	124629698	124630098	+	1000	79.0	[13.191141]	[148]	[10.641206]	[148]	[124629935]	[124629935]
771_11363	chr8	1130353	1130753	+	582	30.0	[13.712336]	[92]	[10.861151]	[92]	[1130519]	[1130519]
771_11365	chr8	11150890	11151290	+	866	30.0	[6.5913215]	[73]	[6.9799495]	[73]	[11151050]	[11151050]
771_1137	chr9	112061213	112061613	+	1000	79.0	[13.28149]	[154]	[11.291996]	[154]	[112061446]	[112061446]
771_11379	chr8	60911647	60912047	+	826	30.0	[]	[]	[6.9073806]	[97]	[]	[60911842]
771_11385	chr8	124655286	124655686	+	710	30.0	[6.416048]	[208]	[6.5955176]	[219]	[124655508]	[124655519]
771_11393	chr9	33001378	33001778	+	765	30.0	[9.667448]	[180]	[7.246666]	[180]	[33001596]	[33001596]
771_11396	chr9	35727636	35728036	+	713	30.0	[10.770802]	[125]	[13.061545]	[125]	[35727845]	[35727845]
771_114	chr16	34595025	34595425	+	1000	221.0	[6.6684]	[53]	[6.337772]	[53]	[34595178]	[34595178]
771_1140	chr1	37479665	37480065	+	1000	78.0	[10.846566]	[105]	[8.124977]	[105]	[37479826]	[37479826]
771_1142	chr1	246214875	246215275	+	1000	78.0	[12.491025]	[78]	[12.4798975]	[78]	[246215053]	[246215053]
771_11433	chr9	133335981	133336381	+	883	30.0	[7.5137424]	[111]	[]	[]	[133336153]	[]
771_11449	chr1	10211930	10212330	+	885	29.0	[]	[]	[7.392705]	[112]	[]	[10212131]
771_1145	chr11	59786959	59787359	+	1000	78.0	[10.770802]	[100]	[13.061545]	[100]	[59787155]	[59787155]
771_11453	chr1	12056463	12056863	+	899	29.0	[13.28149]	[107]	[11.291996]	[107]	[12056630]	[12056630]
771_11455	chr1	12434064	12434464	+	734	29.0	[7.514847]	[196]	[]	[]	[12434263]	[]
771_1148	chr15	92831563	92831963	+	1000	78.0	[13.506975]	[136]	[15.927315]	[136]	[92831786]	[92831786]
771_11492	chr1	41493107	41493507	+	814	29.0	[10.770802]	[131]	[13.061545]	[131]	[41493319]	[41493319]
771_1150	chr19	13846909	13847309	+	1000	78.0	[13.28149]	[107]	[11.291996]	[107]	[13847111]	[13847111]
771_11505	chr1	44632674	44633074	+	783	29.0	[7.6011157]	[74]	[6.5937705]	[94]	[44632844]	[44632864]
771_11507	chr1	46653360	46653760	+	847	29.0	[9.016658, 9.440167]	[108, 153]	[7.1563168, 7.027282]	[108, 153]	[46653543, 46653588]	[46653543, 46653588]
771_1151	chr19	38683661	38684061	+	1000	78.0	[13.28149]	[106]	[11.291996]	[106]	[38683864]	[38683864]
771_11513	chr1	58755517	58755917	+	684	29.0	[9.236603, 7.7516675]	[121, 163]	[7.677511]	[121]	[58755725, 58755767]	[58755725]
771_11522	chr1	113871500	113871900	+	765	29.0	[]	[]	[8.490399]	[130]	[]	[113871678]
771_1154	chr2	71742807	71743207	+	1000	78.0	[13.712336]	[175]	[10.861151]	[175]	[71743047]	[71743047]
771_1155	chr2	112640789	112641189	+	808	78.0	[13.28149]	[85]	[11.291996]	[85]	[112640967]	[112640967]
771_11554	chr1	197775783	197776183	+	859	29.0	[6.889081]	[82]	[6.8779535]	[82]	[197775950]	[197775950]
771_11563	chr1	203303240	203303640	+	680	29.0	[9.667006]	[204]	[7.2471085]	[204]	[203303477]	[203303477]
771_11575	chr1	212630019	212630419	+	795	29.0	[]	[]	[7.9445877]	[89]	[]	[212630202]
771_11577	chr1	221612445	221612845	+	876	29.0	[13.506975]	[129]	[15.927315]	[129]	[221612645]	[221612645]
771_11585	chr1	235067513	235067913	+	716	29.0	[8.646172]	[171]	[11.066511]	[171]	[235067754]	[235067754]
771_11592	chr10	3942648	3943048	+	874	29.0	[10.325372]	[144]	[7.9050317]	[144]	[3942829]	[3942829]
771_11593	chr10	6086371	6086771	+	891	29.0	[]	[]	[7.889711]	[118]	[]	[6086547]
771_11630	chr11	12693584	12693984	+	684	29.0	[12.4798975, 10.641206]	[120, 132]	[12.491025, 13.191141]	[120, 132]	[12693802, 12693814]	[12693802, 12693814]
771_11632	chr11	32466486	32466886	+	814	29.0	[7.452026]	[124]	[]	[]	[32466707]	[]
771_11654	chr11	67356832	67357232	+	877	29.0	[9.236603]	[100]	[7.677511]	[100]	[67357017]	[67357017]
771_11655	chr11	74138539	74138939	+	810	29.0	[10.325372, 10.861151, 7.995023]	[84, 157, 167]	[7.9050317, 13.712336]	[84, 157]	[74138692, 74138765, 74138775]	[74138692, 74138765]
771_11661	chr11	86931997	86932397	+	546	29.0	[]	[]	[7.5641775]	[110]	[]	[86932187]
771_11664	chr11	93741392	93741792	+	707	29.0	[6.9308314]	[234]	[]	[]	[93741627]	[]
771_11670	chr11	124224789	124225189	+	775	29.0	[13.061545]	[163]	[10.770802]	[163]	[124225023]	[124225023]
771_11672	chr12	1618551	1618951	+	753	29.0	[13.506975]	[100]	[15.927315]	[100]	[1618735]	[1618735]
771_11687	chr12	68746642	68747042	+	911	29.0	[13.506975]	[196]	[15.927315]	[196]	[68746888]	[68746888]
771_1169	chr5	73296740	73297140	+	1000	78.0	[10.846566]	[113]	[8.124977]	[113]	[73296943]	[73296943]
771_11691	chr12	70638998	70639398	+	883	29.0	[13.28149]	[110]	[11.291996]	[110]	[70639179]	[70639179]
771_1170	chr5	75566837	75567237	+	1000	78.0	[10.097851, 13.506975]	[105, 141]	[6.8162637, 15.927315]	[105, 141]	[75567026, 75567062]	[75567026, 75567062]
771_11711	chr13	91385087	91385487	+	922	29.0	[9.625255]	[190]	[6.4479933, 9.743723]	[112, 190]	[91385320]	[91385242, 91385320]
771_1172	chr6	32969783	32970183	+	1000	78.0	[13.712336]	[113]	[10.861151]	[113]	[32969991]	[32969991]
771_11720	chr14	50060989	50061389	+	913	29.0	[8.124977]	[170]	[10.846566]	[170]	[50061211]	[50061211]
771_11726	chr15	34616588	34616988	+	727	29.0	[10.641206]	[128]	[13.191141]	[128]	[34616810]	[34616810]
771_11728	chr15	39392513	39392913	+	858	29.0	[13.28149]	[76]	[11.291996]	[76]	[39392687]	[39392687]
771_11738	chr15	64232415	64232815	+	633	29.0	[7.232081]	[172]	[]	[]	[64232638]	[]
771_11751	chr15	95018859	95019259	+	872	29.0	[10.641206]	[164]	[13.191141]	[164]	[95019102]	[95019102]
771_11767	chr16	11094124	11094524	+	852	29.0	[10.641206, 9.440167]	[57, 79]	[13.191141, 7.027282]	[57, 79]	[11094275, 11094297]	[11094275, 11094297]
771_1178	chr9	37200637	37201037	+	1000	78.0	[13.712336]	[113]	[10.861151]	[113]	[37200834]	[37200834]
771_1179	chr9	37953666	37954066	+	1000	78.0	[10.641206, 13.191141]	[83, 97]	[13.191141, 10.641206]	[83, 97]	[37953842, 37953856]	[37953842, 37953856]
771_11803	chr16	85620411	85620811	+	712	29.0	[]	[]	[7.452026]	[104]	[]	[85620609]
771_11807	chr16	88333396	88333796	+	893	29.0	[10.770802]	[66]	[13.061545]	[66]	[88333554]	[88333554]
771_11817	chr17	32349906	32350306	+	914	29.0	[]	[]	[7.561598]	[167]	[]	[32350078]
