#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2F1_idr.fa NR2F1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
504_10049	chr2	218909066	218909466	+	1000	73.0	[7.6574984]	[191]	[]	[]	[218909245]	[]
504_1005	chr1	31872803	31873203	+	1000	288.0	[10.737563]	[65]	[7.441646]	[81]	[31872961]	[31872977]
504_10051	chr20	22765157	22765557	+	1000	73.0	[5.7237425, 11.876825, 11.876825]	[134, 152, 164]	[]	[]	[22765358, 22765376, 22765388]	[]
504_10052	chr20	45983134	45983534	+	642	73.0	[]	[]	[12.247973]	[135]	[]	[45983349]
504_10053	chr3	44522492	44522892	+	1000	73.0	[]	[]	[8.580908]	[135]	[]	[44522649]
504_10055	chr3	48641370	48641770	+	1000	73.0	[8.580908]	[66]	[10.737563, 11.108711, 11.108711]	[109, 116, 125]	[48641534]	[48641577, 48641584, 48641593]
504_10056	chr3	94062331	94062731	+	1000	73.0	[10.737563]	[65]	[]	[]	[94062494]	[]
504_10057	chr3	153038760	153039160	+	1000	73.0	[]	[]	[11.876825]	[121]	[]	[153038933]
504_1006	chr19	51132277	51132677	+	1000	288.0	[]	[]	[11.108711]	[125]	[]	[51132433]
504_10061	chr4	158295021	158295421	+	941	73.0	[]	[]	[11.108711]	[96]	[]	[158295201]
504_10069	chr6	157710539	157710939	+	818	73.0	[]	[]	[11.876825]	[61]	[]	[157710694]
504_1007	chr6	7215246	7215646	+	1000	288.0	[]	[]	[11.876825, 11.108711]	[91, 111]	[]	[7215420, 7215440]
504_10076	chr9	37422358	37422758	+	921	73.0	[11.108711]	[139]	[]	[]	[37422548]	[]
504_1008	chr8	11866436	11866836	+	1000	288.0	[11.876825, 11.876825]	[113, 121]	[]	[]	[11866644, 11866652]	[]
504_10084	chr1	40130940	40131340	+	1000	72.5	[5.7237425]	[127]	[]	[]	[40131143]	[]
504_10088	chr1	114458333	114458733	+	1000	72.5	[]	[]	[7.6574984]	[169]	[]	[114458541]
504_10092	chr1	162422990	162423390	+	1000	72.5	[5.7237425]	[116]	[]	[]	[162423194]	[]
504_10093	chr1	179288993	179289393	+	1000	72.5	[]	[]	[12.247973]	[99]	[]	[179289172]
504_10098	chr10	25522956	25523356	+	1000	72.5	[11.108711, 7.6574984]	[134, 143]	[]	[]	[25523162, 25523171]	[]
504_101	chr16	56355933	56356333	+	1000	604.0	[]	[]	[5.9149733, 12.247973]	[121, 143]	[]	[56356127, 56356149]
504_1010	chr10	72171073	72171473	+	1000	287.5	[11.876825]	[84]	[]	[]	[72171247]	[]
504_10102	chr11	59669297	59669697	+	1000	72.5	[8.580908]	[372]	[]	[]	[59669540]	[]
504_10105	chr11	67644031	67644431	+	1000	72.5	[]	[]	[10.737563]	[94]	[]	[67644223]
504_10107	chr12	62732926	62733326	+	1000	72.5	[11.876825]	[164]	[]	[]	[62733170]	[]
504_10109	chr12	93971292	93971692	+	1000	72.5	[]	[]	[11.108711]	[226]	[]	[93971540]
504_10111	chr15	55401259	55401659	+	898	72.5	[11.876825]	[131]	[]	[]	[55401451]	[]
504_10113	chr15	78305164	78305564	+	1000	72.5	[12.247973]	[99]	[]	[]	[78305329]	[]
504_10114	chr15	83383707	83384107	+	1000	72.5	[10.737563, 7.441646]	[64, 123]	[]	[]	[83383859, 83383918]	[]
504_1012	chr8	52695319	52695719	+	1000	287.5	[]	[]	[11.876825, 11.876825]	[96, 133]	[]	[52695510, 52695547]
504_10121	chr18	51211598	51211998	+	1000	72.5	[5.7237425, 5.7237425]	[138, 153]	[]	[]	[51211785, 51211800]	[]
504_10124	chr19	39004397	39004797	+	1000	72.5	[11.876825]	[133]	[]	[]	[39004551]	[]
504_10130	chr2	70752989	70753389	+	936	72.5	[5.7237425, 8.580908]	[143, 170]	[]	[]	[70753207, 70753234]	[]
504_10138	chr22	22594048	22594448	+	1000	72.5	[]	[]	[10.737563]	[99]	[]	[22594218]
504_10139	chr22	29383286	29383686	+	1000	72.5	[12.247973]	[136]	[]	[]	[29383493]	[]
504_1014	chr17	6421905	6422305	+	1000	287.0	[6.0948906]	[103]	[12.247973, 8.580908]	[77, 85]	[6422107]	[6422081, 6422089]
504_10142	chr3	33954937	33955337	+	772	72.5	[12.247973]	[114]	[]	[]	[33955138]	[]
504_10144	chr3	72018336	72018736	+	984	72.5	[]	[]	[10.737563]	[181]	[]	[72018574]
504_10145	chr3	118531041	118531441	+	997	72.5	[]	[]	[8.580908, 11.876825]	[200, 217]	[]	[118531274, 118531291]
504_10146	chr3	172035083	172035483	+	1000	72.5	[11.876825]	[139]	[]	[]	[172035248]	[]
504_10148	chr4	108144537	108144937	+	1000	72.5	[12.247973]	[106]	[6.0331016]	[123]	[108144710]	[108144727]
504_10155	chr5	150428057	150428457	+	1000	72.5	[11.876825]	[317]	[]	[]	[150428299]	[]
504_10158	chr6	38699602	38700002	+	1000	72.5	[5.7237425]	[128]	[]	[]	[38699758]	[]
504_1016	chr2	27007399	27007799	+	1000	287.0	[12.247973]	[109]	[]	[]	[27007597]	[]
504_10160	chr7	100125573	100125973	+	1000	72.5	[12.247973]	[75]	[]	[]	[100125742]	[]
504_1017	chr1	153433234	153433634	+	1000	286.5	[11.876825]	[141]	[]	[]	[153433417]	[]
504_10178	chr1	172845838	172846238	+	1000	72.0	[]	[]	[11.108711, 11.876825, 11.108711]	[84, 102, 109]	[]	[172846022, 172846040, 172846047]
504_1018	chr10	11640253	11640653	+	1000	286.5	[11.876825, 7.6574984]	[114, 153]	[]	[]	[11640456, 11640495]	[]
504_10180	chr1	212640494	212640894	+	1000	72.0	[]	[]	[7.6574984]	[114]	[]	[212640671]
504_10181	chr1	223775958	223776358	+	1000	72.0	[]	[]	[6.4042497]	[261]	[]	[223776133]
504_10191	chr12	119716526	119716926	+	1000	72.0	[]	[]	[12.247973]	[103]	[]	[119716725]
504_10194	chr15	64027623	64028023	+	1000	72.0	[]	[]	[8.580908]	[160]	[]	[64027854]
504_10198	chr17	29589945	29590345	+	981	72.0	[12.247973]	[139]	[]	[]	[29590154]	[]
504_10199	chr17	46164591	46164991	+	1000	72.0	[12.247973, 11.108711]	[235, 245]	[]	[]	[46164795, 46164805]	[]
504_10200	chr17	57992923	57993323	+	1000	72.0	[8.580908]	[251]	[12.247973]	[159]	[57993173]	[57993081]
504_10201	chr17	75274276	75274676	+	1000	72.0	[]	[]	[11.876825]	[212]	[]	[75274519]
504_10202	chr17	75347045	75347445	+	1000	72.0	[8.580908]	[253]	[]	[]	[75347284]	[]
504_10205	chr18	45980294	45980694	+	1000	72.0	[8.79676]	[114]	[]	[]	[45980464]	[]
504_10207	chr19	915115	915515	+	1000	72.0	[8.580908]	[365]	[]	[]	[915327]	[]
504_10209	chr19	13155256	13155656	+	1000	72.0	[7.6574984]	[158]	[]	[]	[13155487]	[]
504_10210	chr19	51693207	51693607	+	1000	72.0	[]	[]	[10.737563, 5.7237425, 11.876825, 10.737563]	[138, 180, 198, 205]	[]	[51693375, 51693417, 51693435, 51693442]
504_10212	chr2	10332424	10332824	+	1000	72.0	[]	[]	[12.247973]	[117]	[]	[10332640]
504_10218	chr2	151560152	151560552	+	1000	72.0	[12.247973]	[104]	[]	[]	[151560354]	[]
504_10227	chr22	39996741	39997141	+	1000	72.0	[10.737563]	[119]	[]	[]	[39996935]	[]
504_10228	chr3	12868281	12868681	+	1000	72.0	[]	[]	[12.247973]	[123]	[]	[12868488]
504_1023	chr11	60185407	60185807	+	1000	286.0	[]	[]	[10.737563, 8.79676]	[79, 86]	[]	[60185582, 60185589]
504_10232	chr3	44439855	44440255	+	1000	72.0	[5.9149733]	[174]	[]	[]	[44440036]	[]
504_10235	chr3	125061110	125061510	+	1000	72.0	[12.247973]	[142]	[]	[]	[125061316]	[]
504_10237	chr4	10240076	10240476	+	1000	72.0	[5.7237425]	[142]	[]	[]	[10240300]	[]
504_1024	chr4	39970710	39971110	+	1000	286.0	[]	[]	[12.247973]	[84]	[]	[39970882]
504_10240	chr4	173113364	173113764	+	1000	72.0	[12.247973]	[250]	[]	[]	[173113585]	[]
504_10241	chr5	71694009	71694409	+	1000	72.0	[]	[]	[11.876825]	[136]	[]	[71694233]
504_10243	chr5	132070354	132070754	+	1000	72.0	[8.580908]	[114]	[]	[]	[132070547]	[]
504_10245	chr5	173029641	173030041	+	1000	72.0	[8.580908]	[142]	[]	[]	[173029826]	[]
504_10246	chr5	181246266	181246666	+	977	72.0	[7.441646]	[135]	[]	[]	[181246423]	[]
504_10247	chr6	10478462	10478862	+	1000	72.0	[]	[]	[10.737563]	[137]	[]	[10478685]
504_1025	chr5	68423203	68423603	+	1000	286.0	[12.247973]	[114]	[12.247973]	[165]	[68423392]	[68423443]
504_10254	chr7	84822956	84823356	+	603	72.0	[]	[]	[8.580908]	[145]	[]	[84823148]
504_10257	chr7	121075521	121075921	+	1000	72.0	[]	[]	[11.876825]	[86]	[]	[121075691]
504_1026	chr6	4256961	4257361	+	1000	286.0	[12.247973]	[112]	[]	[]	[4257173]	[]
504_10264	chrX	15050389	15050789	+	1000	72.0	[]	[]	[8.580908, 12.247973]	[88, 99]	[]	[15050573, 15050584]
504_10268	chr1	64757180	64757580	+	1000	71.5	[11.876825]	[135]	[]	[]	[64757372]	[]
504_10271	chr1	148388402	148388802	+	1000	71.5	[10.737563]	[202]	[]	[]	[148388563]	[]
504_10274	chr1	186348171	186348571	+	865	71.5	[5.7237425]	[185]	[]	[]	[186348374]	[]
504_10276	chr1	205326945	205327345	+	734	71.5	[6.0331016]	[156]	[]	[]	[205327107]	[]
504_1028	chr15	78244102	78244502	+	1000	285.5	[]	[]	[11.876825, 7.6574984]	[100, 107]	[]	[78244297, 78244304]
504_10285	chr12	6180156	6180556	+	1000	71.5	[]	[]	[11.108711]	[99]	[]	[6180344]
504_10286	chr12	122489014	122489414	+	1000	71.5	[8.580908]	[147]	[]	[]	[122489197]	[]
504_10287	chr13	108006724	108007124	+	899	71.5	[]	[]	[11.876825]	[151]	[]	[108006944]
504_10291	chr14	100068083	100068483	+	1000	71.5	[11.108711]	[205]	[]	[]	[100068278]	[]
504_10292	chr14	101876980	101877380	+	1000	71.5	[]	[]	[11.876825]	[104]	[]	[101877176]
504_10306	chr17	18163540	18163940	+	1000	71.5	[11.876825]	[66]	[]	[]	[18163693]	[]
504_1031	chr7	106199741	106200141	+	1000	285.5	[5.7237425, 6.0331016]	[100, 158]	[]	[]	[106199933, 106199991]	[]
504_10310	chr18	45974041	45974441	+	1000	71.5	[]	[]	[12.247973]	[98]	[]	[45974216]
504_10313	chr19	16562623	16563023	+	1000	71.5	[]	[]	[12.247973]	[95]	[]	[16562792]
504_10316	chr19	42419932	42420332	+	1000	71.5	[10.737563]	[186]	[]	[]	[42420172]	[]
504_10317	chr19	46324233	46324633	+	1000	71.5	[]	[]	[12.247973, 11.876825]	[125, 132]	[]	[46324455, 46324462]
504_10319	chr2	27977881	27978281	+	1000	71.5	[7.6574984]	[164]	[11.876825]	[125]	[27978127]	[27978088]
504_1032	chr9	129023282	129023682	+	1000	285.5	[12.247973]	[78]	[]	[]	[129023455]	[]
504_10321	chr2	241818911	241819311	+	1000	71.5	[]	[]	[12.247973]	[102]	[]	[241819099]
504_10329	chr3	52300268	52300668	+	1000	71.5	[11.108711]	[114]	[]	[]	[52300450]	[]
504_10333	chr4	72706602	72707002	+	911	71.5	[8.79676]	[107]	[11.876825]	[93]	[72706789]	[72706775]
504_10337	chr5	150473191	150473591	+	1000	71.5	[8.79676]	[88]	[]	[]	[150473345]	[]
504_10338	chr5	151755415	151755815	+	1000	71.5	[12.247973]	[149]	[]	[]	[151755645]	[]
504_10343	chr6	33201062	33201462	+	1000	71.5	[]	[]	[8.580908, 6.4042497]	[155, 164]	[]	[33201292, 33201301]
504_10344	chr6	34227878	34228278	+	628	71.5	[10.737563]	[154]	[]	[]	[34228048]	[]
504_10355	chr7	139358445	139358845	+	1000	71.5	[]	[]	[8.79676]	[166]	[]	[139358673]
504_10359	chr8	41463838	41464238	+	586	71.5	[10.737563]	[130]	[11.876825]	[121]	[41464039]	[41464030]
504_10360	chr9	36304342	36304742	+	1000	71.5	[12.247973]	[179]	[]	[]	[36304566]	[]
504_10369	chr1	21634227	21634627	+	1000	71.0	[]	[]	[11.876825]	[109]	[]	[21634411]
504_1037	chr1	23478861	23479261	+	1000	284.5	[]	[]	[11.876825]	[91]	[]	[23479045]
504_10371	chr1	30194235	30194635	+	1000	71.0	[]	[]	[12.247973]	[84]	[]	[30194402]
504_10372	chr1	30808426	30808826	+	1000	71.0	[11.108711]	[103]	[]	[]	[30808627]	[]
504_10374	chr1	46506446	46506846	+	1000	71.0	[7.6574984]	[218]	[]	[]	[46506677]	[]
504_10379	chr1	167420436	167420836	+	1000	71.0	[12.247973]	[155]	[]	[]	[167420613]	[]
504_1038	chr15	39802986	39803386	+	1000	284.5	[6.0948906]	[68]	[12.247973]	[126]	[39803138]	[39803196]
504_10380	chr1	167864009	167864409	+	1000	71.0	[7.6574984]	[241]	[]	[]	[167864253]	[]
504_10381	chr1	184805996	184806396	+	896	71.0	[6.0948906, 5.7237425]	[191, 199]	[]	[]	[184806230, 184806238]	[]
504_10382	chr1	186194145	186194545	+	1000	71.0	[11.876825]	[107]	[]	[]	[186194335]	[]
504_10385	chr10	43174897	43175297	+	1000	71.0	[11.876825]	[107]	[]	[]	[43175098]	[]
504_10386	chr10	68988358	68988758	+	1000	71.0	[11.108711]	[153]	[]	[]	[68988551]	[]
504_10392	chr11	10850525	10850925	+	1000	71.0	[11.876825, 12.247973]	[134, 148]	[]	[]	[10850731, 10850745]	[]
504_10393	chr11	12066202	12066602	+	1000	71.0	[10.737563]	[154]	[]	[]	[12066430]	[]
504_10395	chr11	62016885	62017285	+	1000	71.0	[]	[]	[7.6574984, 12.247973]	[131, 140]	[]	[62017055, 62017064]
504_10398	chr11	73385084	73385484	+	1000	71.0	[]	[]	[10.737563]	[149]	[]	[73385250]
504_104	chr16	23821956	23822356	+	1000	599.5	[]	[]	[8.79676]	[90]	[]	[23822143]
504_1040	chr19	40416829	40417229	+	1000	284.5	[]	[]	[11.876825]	[78]	[]	[40416981]
504_10400	chr12	7302566	7302966	+	1000	71.0	[]	[]	[12.247973]	[154]	[]	[7302722]
504_10409	chr15	65227310	65227710	+	1000	71.0	[11.108711, 12.247973]	[102, 108]	[]	[]	[65227509, 65227515]	[]
504_10412	chr16	70424995	70425395	+	745	71.0	[11.876825]	[223]	[]	[]	[70425246]	[]
504_10413	chr17	7630235	7630635	+	1000	71.0	[]	[]	[12.247973]	[259]	[]	[7630480]
504_10414	chr17	8158745	8159145	+	1000	71.0	[12.247973]	[154]	[]	[]	[8158985]	[]
504_10419	chr17	40013695	40014095	+	1000	71.0	[]	[]	[5.7237425]	[262]	[]	[40013898]
504_10421	chr17	42773073	42773473	+	1000	71.0	[]	[]	[12.247973]	[122]	[]	[42773243]
504_10426	chr19	2506661	2507061	+	618	71.0	[]	[]	[11.876825]	[90]	[]	[2506846]
504_10427	chr19	10074149	10074549	+	1000	71.0	[10.737563]	[122]	[8.79676]	[109]	[10074341]	[10074328]
504_10428	chr19	18303460	18303860	+	1000	71.0	[]	[]	[10.737563]	[144]	[]	[18303695]
504_10435	chr2	9539094	9539494	+	1000	71.0	[]	[]	[11.876825, 11.876825]	[264, 272]	[]	[9539336, 9539344]
504_10437	chr2	241859429	241859829	+	1000	71.0	[]	[]	[11.876825, 12.247973]	[156, 175]	[]	[241859639, 241859658]
504_10438	chr20	35312417	35312817	+	1000	71.0	[10.737563]	[145]	[]	[]	[35312608]	[]
504_1044	chr20	35327234	35327634	+	1000	284.0	[12.247973, 6.0948906]	[115, 154]	[]	[]	[35327436, 35327475]	[]
504_10442	chr21	25577986	25578386	+	1000	71.0	[]	[]	[11.876825]	[90]	[]	[25578162]
504_10446	chr21	43924054	43924454	+	1000	71.0	[]	[]	[11.876825, 7.441646]	[176, 184]	[]	[43924254, 43924262]
504_10448	chr22	28969447	28969847	+	1000	71.0	[10.737563, 12.247973, 8.580908]	[109, 116, 126]	[]	[]	[28969619, 28969626, 28969636]	[]
504_10454	chr3	105806313	105806713	+	1000	71.0	[12.247973]	[161]	[]	[]	[105806547]	[]
504_10458	chr5	43301491	43301891	+	1000	71.0	[7.6574984]	[336]	[]	[]	[43301735]	[]
504_10469	chr7	100533272	100533672	+	1000	71.0	[]	[]	[8.580908]	[192]	[]	[100533505]
504_10477	chr1	1658860	1659260	+	1000	70.5	[]	[]	[6.0331016]	[106]	[]	[1659038]
504_10478	chr1	12539698	12540098	+	1000	70.5	[]	[]	[11.876825]	[134]	[]	[12539851]
504_10482	chr1	40058279	40058679	+	1000	70.5	[11.876825]	[162]	[]	[]	[40058510]	[]
504_10488	chr1	168623212	168623612	+	1000	70.5	[12.247973]	[109]	[]	[]	[168623376]	[]
504_1049	chr17	42531808	42532208	+	1000	283.0	[12.247973]	[109]	[]	[]	[42532003]	[]
504_10493	chr10	14939007	14939407	+	1000	70.5	[11.876825]	[150]	[]	[]	[14939221]	[]
504_10498	chr11	8934764	8935164	+	1000	70.5	[7.441646]	[113]	[]	[]	[8934953]	[]
504_10499	chr11	86486236	86486636	+	1000	70.5	[12.247973, 10.737563, 12.247973]	[95, 119, 126]	[]	[]	[86486392, 86486416, 86486423]	[]
504_10503	chr12	75758015	75758415	+	1000	70.5	[11.876825]	[133]	[]	[]	[75758238]	[]
504_10506	chr14	102551035	102551435	+	1000	70.5	[]	[]	[11.876825]	[124]	[]	[102551258]
504_1051	chr4	1632030	1632430	+	1000	283.0	[12.247973]	[117]	[8.580908]	[147]	[1632230]	[1632260]
504_10510	chr16	4802033	4802433	+	1000	70.5	[6.0331016]	[287]	[]	[]	[4802225]	[]
504_10513	chr16	84537577	84537977	+	580	70.5	[]	[]	[11.108711]	[181]	[]	[84537751]
504_10514	chr16	85001039	85001439	+	992	70.5	[11.876825]	[260]	[]	[]	[85001255]	[]
504_10519	chr19	40718698	40719098	+	1000	70.5	[]	[]	[10.737563]	[251]	[]	[40718900]
504_1052	chr4	163187490	163187890	+	1000	283.0	[12.247973]	[148]	[]	[]	[163187727]	[]
504_10538	chr3	14391288	14391688	+	999	70.5	[12.247973, 11.876825]	[123, 144]	[]	[]	[14391485, 14391506]	[]
504_1054	chr2	97740498	97740898	+	1000	282.5	[10.737563]	[137]	[]	[]	[97740720]	[]
504_10542	chr3	171808808	171809208	+	1000	70.5	[]	[]	[11.876825]	[278]	[]	[171809052]
504_10544	chr4	124589840	124590240	+	943	70.5	[10.737563]	[97]	[]	[]	[124590032]	[]
504_10546	chr4	184625643	184626043	+	980	70.5	[7.6574984, 12.247973]	[106, 156]	[]	[]	[184625829, 184625879]	[]
504_10547	chr5	54387732	54388132	+	1000	70.5	[]	[]	[12.247973]	[214]	[]	[54387949]
504_10549	chr5	112913277	112913677	+	1000	70.5	[11.876825]	[123]	[11.108711]	[184]	[112913465]	[112913526]
504_1055	chr2	170115785	170116185	+	1000	282.5	[]	[]	[11.108711]	[96]	[]	[170115962]
504_10550	chr5	119328054	119328454	+	1000	70.5	[]	[]	[11.108711]	[168]	[]	[119328226]
504_10551	chr5	122099005	122099405	+	771	70.5	[11.876825]	[86]	[]	[]	[122099190]	[]
504_10552	chr5	142236602	142237002	+	815	70.5	[8.79676]	[150]	[]	[]	[142236845]	[]
504_10557	chr6	108462885	108463285	+	1000	70.5	[11.876825]	[123]	[]	[]	[108463074]	[]
504_10559	chr6	135164391	135164791	+	1000	70.5	[]	[]	[11.876825]	[110]	[]	[135164548]
504_1056	chr3	67011723	67012123	+	1000	282.5	[]	[]	[10.737563]	[140]	[]	[67011940]
504_10564	chr7	67190987	67191387	+	1000	70.5	[]	[]	[7.6574984]	[113]	[]	[67191190]
504_10565	chr7	100082133	100082533	+	1000	70.5	[11.876825]	[168]	[]	[]	[100082368]	[]
504_10566	chr7	124941530	124941930	+	1000	70.5	[11.108711]	[307]	[]	[]	[124941737]	[]
504_10568	chr7	131075466	131075866	+	1000	70.5	[8.580908]	[179]	[]	[]	[131075627]	[]
504_10569	chr8	1784161	1784561	+	805	70.5	[12.247973]	[188]	[]	[]	[1784406]	[]
504_10570	chr8	49172009	49172409	+	1000	70.5	[12.247973]	[85]	[]	[]	[49172169]	[]
504_10574	chr8	130641703	130642103	+	1000	70.5	[]	[]	[12.247973]	[126]	[]	[130641897]
504_10577	chr9	107375888	107376288	+	1000	70.5	[11.876825]	[139]	[]	[]	[107376108]	[]
504_10578	chr9	130073240	130073640	+	1000	70.5	[]	[]	[7.6574984, 11.876825]	[141, 168]	[]	[130073454, 130073481]
504_10579	chrX	137914751	137915151	+	1000	70.5	[]	[]	[8.79676, 12.247973]	[142, 150]	[]	[137914959, 137914967]
504_10580	chrX	139085367	139085767	+	1000	70.5	[12.247973]	[169]	[]	[]	[139085616]	[]
504_10583	chr1	8962956	8963356	+	1000	70.0	[11.108711]	[120]	[]	[]	[8963126]	[]
504_10585	chr1	21902509	21902909	+	1000	70.0	[8.580908]	[164]	[]	[]	[21902743]	[]
504_10588	chr1	84524568	84524968	+	1000	70.0	[]	[]	[12.247973]	[113]	[]	[84524757]
504_1059	chr10	5975802	5976202	+	1000	281.5	[12.247973]	[83]	[]	[]	[5975974]	[]
504_10590	chr1	112323248	112323648	+	593	70.0	[12.247973]	[133]	[]	[]	[112323475]	[]
504_10591	chr1	114043130	114043530	+	1000	70.0	[12.247973, 12.247973]	[77, 95]	[]	[]	[114043303, 114043321]	[]
504_10594	chr1	247360021	247360421	+	636	70.0	[12.247973, 5.7237425]	[200, 232]	[]	[]	[247360216, 247360248]	[]
504_106	chr6	34560493	34560893	+	1000	597.5	[]	[]	[12.247973]	[125]	[]	[34560711]
504_1060	chr1	11797653	11798053	+	1000	281.0	[]	[]	[10.737563, 6.0948906]	[93, 152]	[]	[11797835, 11797894]
504_10603	chr12	47883990	47884390	+	1000	70.0	[11.876825]	[120]	[]	[]	[47884206]	[]
504_10604	chr12	48886934	48887334	+	1000	70.0	[]	[]	[12.247973]	[107]	[]	[48887114]
504_10607	chr12	89645402	89645802	+	1000	70.0	[10.737563]	[138]	[]	[]	[89645586]	[]
504_10608	chr12	92505927	92506327	+	947	70.0	[7.6574984, 7.441646]	[125, 132]	[]	[]	[92506134, 92506141]	[]
504_10612	chr13	97249111	97249511	+	693	70.0	[]	[]	[8.79676]	[245]	[]	[97249304]
504_10614	chr14	102873558	102873958	+	1000	70.0	[]	[]	[12.247973]	[106]	[]	[102873755]
504_10619	chr16	22298318	22298718	+	944	70.0	[7.6574984]	[168]	[]	[]	[22298530]	[]
504_10624	chr16	88423345	88423745	+	1000	70.0	[12.247973]	[174]	[]	[]	[88423569]	[]
504_10629	chr17	79905895	79906295	+	1000	70.0	[]	[]	[5.7237425]	[256]	[]	[79906120]
504_10637	chr19	10416054	10416454	+	1000	70.0	[]	[]	[7.6574984]	[79]	[]	[10416214]
504_10639	chr19	48859698	48860098	+	1000	70.0	[]	[]	[8.580908]	[107]	[]	[48859851]
504_10641	chr19	51800105	51800505	+	1000	70.0	[7.441646]	[75]	[]	[]	[51800256]	[]
504_10642	chr2	3515252	3515652	+	1000	70.0	[5.7237425]	[158]	[]	[]	[3515423]	[]
504_10645	chr2	197938512	197938912	+	997	70.0	[12.247973]	[137]	[]	[]	[197938706]	[]
504_10646	chr2	215288672	215289072	+	1000	70.0	[11.876825]	[247]	[]	[]	[215288920]	[]
504_10648	chr2	233857106	233857506	+	1000	70.0	[8.79676]	[124]	[]	[]	[233857269]	[]
504_1065	chr7	129769069	129769469	+	1000	281.0	[7.6574984]	[150]	[11.108711]	[169]	[129769286]	[129769305]
504_10652	chr20	35689128	35689528	+	1000	70.0	[12.247973]	[96]	[]	[]	[35689280]	[]
504_10655	chr22	23716722	23717122	+	1000	70.0	[]	[]	[12.247973]	[269]	[]	[23716957]
504_1066	chr1	244302933	244303333	+	1000	280.5	[6.0948906]	[182]	[8.580908]	[152]	[244303175]	[244303145]
504_10665	chr4	128720238	128720638	+	752	70.0	[]	[]	[8.580908]	[182]	[]	[128720478]
504_10666	chr4	143774069	143774469	+	1000	70.0	[]	[]	[11.876825]	[164]	[]	[143774238]
504_10672	chr6	111250784	111251184	+	1000	70.0	[]	[]	[11.108711]	[132]	[]	[111251015]
504_10674	chr6	166286933	166287333	+	1000	70.0	[]	[]	[11.876825]	[175]	[]	[166287176]
504_10678	chr8	27335081	27335481	+	1000	70.0	[]	[]	[11.108711]	[187]	[]	[27335284]
504_10679	chr8	29150504	29150904	+	567	70.0	[]	[]	[11.876825]	[142]	[]	[29150734]
