#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF13_idr.fa KLF13 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
92_10094	chr15	90598092	90598492	+	604	30.5	[]	[]	[3.8817034]	[119]	[]	[90598295]
92_1010	chr6	33204337	33204737	+	1000	75.0	[17.597673]	[110]	[]	[]	[33204516]	[]
92_10100	chr16	17138814	17139214	+	590	30.5	[]	[]	[3.2348657]	[132]	[]	[17139013]
92_10102	chr16	69529605	69530005	+	582	30.5	[4.3939676, 4.5502915]	[158, 160]	[]	[]	[69529841, 69529843]	[]
92_10105	chr17	35764154	35764554	+	602	30.5	[]	[]	[3.3045511]	[151]	[]	[35764355]
92_10113	chr18	10414306	10414706	+	586	30.5	[12.171205]	[166]	[]	[]	[10414516]	[]
92_10117	chr19	13840297	13840697	+	644	30.5	[]	[]	[11.953688]	[163]	[]	[13840489]
92_10124	chr19	45059494	45059894	+	616	30.5	[11.797658]	[159]	[]	[]	[45059717]	[]
92_10125	chr19	49436206	49436606	+	553	30.5	[]	[]	[18.705444]	[173]	[]	[49436442]
92_1013	chr9	129824058	129824458	+	1000	75.0	[7.404994]	[114]	[]	[]	[129824271]	[]
92_10131	chr2	96868784	96869184	+	601	30.5	[4.5175495]	[143]	[]	[]	[96868983]	[]
92_10134	chr2	139864855	139865255	+	639	30.5	[5.875249]	[130]	[]	[]	[139865040]	[]
92_10139	chr2	218269890	218270290	+	625	30.5	[]	[]	[6.3552413]	[120]	[]	[218270041]
92_10141	chr2	238320189	238320589	+	631	30.5	[]	[]	[11.1475]	[145]	[]	[238320418]
92_10146	chr21	31732296	31732696	+	617	30.5	[]	[]	[4.3881173]	[141]	[]	[31732526]
92_10147	chr21	41865270	41865670	+	613	30.5	[4.679624]	[179]	[]	[]	[41865496]	[]
92_1015	chr1	21647895	21648295	+	1000	74.5	[]	[]	[15.659694]	[195]	[]	[21648143]
92_10155	chr22	19732759	19733159	+	633	30.5	[]	[]	[3.1200647]	[95]	[]	[19732932]
92_10156	chr22	19745003	19745403	+	603	30.5	[5.7045054]	[160]	[8.457088]	[174]	[19745212]	[19745226]
92_10160	chr22	20176466	20176866	+	649	30.5	[]	[]	[6.2123165]	[119]	[]	[20176655]
92_10164	chr22	20569130	20569530	+	600	30.5	[]	[]	[7.8661165]	[219]	[]	[20569373]
92_10168	chr22	20816824	20817224	+	584	30.5	[]	[]	[3.2941816]	[200]	[]	[20817050]
92_1017	chr1	149636562	149636962	+	1000	74.5	[]	[]	[5.7512407]	[132]	[]	[149636744]
92_10175	chr22	22531556	22531956	+	629	30.5	[4.805152]	[90]	[]	[]	[22531726]	[]
92_10176	chr22	41544450	41544850	+	576	30.5	[]	[]	[5.257599]	[81]	[]	[41544602]
92_10187	chr3	126908785	126909185	+	631	30.5	[4.9323444]	[123]	[]	[]	[126908980]	[]
92_1019	chr1	228139930	228140330	+	1000	74.5	[]	[]	[6.333192]	[147]	[]	[228140173]
92_10192	chr3	183178701	183179101	+	544	30.5	[]	[]	[10.53942]	[144]	[]	[183178942]
92_10198	chr5	47114905	47115305	+	621	30.5	[4.6605844]	[76]	[]	[]	[47115077]	[]
92_1020	chr10	100346398	100346798	+	1000	74.5	[]	[]	[6.819353, 6.5604596]	[96, 155]	[]	[100346570, 100346629]
92_10200	chr5	57173931	57174331	+	628	30.5	[]	[]	[4.267088]	[169]	[]	[57174122]
92_10201	chr5	80255379	80255779	+	645	30.5	[13.302529]	[137]	[]	[]	[80255591]	[]
92_10202	chr5	124808865	124809265	+	565	30.5	[6.711026]	[165]	[]	[]	[124809078]	[]
92_10205	chr5	177455215	177455615	+	596	30.5	[8.105951]	[226]	[]	[]	[177455466]	[]
92_1021	chr15	42920714	42921114	+	1000	74.5	[]	[]	[5.21364]	[159]	[]	[42920944]
92_10214	chr6	41278934	41279334	+	609	30.5	[]	[]	[7.7988973]	[164]	[]	[41279101]
92_10217	chr6	90218155	90218555	+	645	30.5	[3.9024763]	[85]	[]	[]	[90218334]	[]
92_1022	chr16	8868556	8868956	+	1000	74.5	[7.404236]	[121]	[]	[]	[8868756]	[]
92_10223	chr7	12747847	12748247	+	644	30.5	[]	[]	[6.0680456]	[185]	[]	[12748045]
92_10225	chr7	91880430	91880830	+	588	30.5	[5.813036]	[137]	[]	[]	[91880595]	[]
92_10226	chr7	100477164	100477564	+	576	30.5	[]	[]	[6.0755496, 13.984361]	[92, 143]	[]	[100477348, 100477399]
92_1023	chr17	8187558	8187958	+	1000	74.5	[]	[]	[6.216261, 18.514639]	[111, 137]	[]	[8187762, 8187788]
92_10233	chr7	121083088	121083488	+	620	30.5	[]	[]	[6.4037967]	[162]	[]	[121083281]
92_10238	chr8	85107034	85107434	+	651	30.5	[3.899134, 10.964813]	[98, 103]	[3.156086]	[136]	[85107185, 85107190]	[85107223]
92_1024	chr19	10653901	10654301	+	1000	74.5	[6.256186]	[189]	[]	[]	[10654145]	[]
92_10240	chr8	92965545	92965945	+	599	30.5	[13.569626]	[130]	[]	[]	[92965718]	[]
92_10241	chr8	124847800	124848200	+	606	30.5	[5.3643036, 5.051821]	[60, 83]	[]	[]	[124847960, 124847983]	[]
92_10242	chr8	128343681	128344081	+	561	30.5	[3.9599953]	[199]	[]	[]	[128343915]	[]
92_10245	chr8	142739217	142739617	+	622	30.5	[]	[]	[6.935298]	[111]	[]	[142739391]
92_10247	chr9	36400900	36401300	+	543	30.5	[3.9883542]	[78]	[]	[]	[36401073]	[]
92_10248	chr9	38226353	38226753	+	621	30.5	[5.943053]	[99]	[]	[]	[38226536]	[]
92_10249	chr9	92295112	92295512	+	618	30.5	[3.9407084]	[222]	[3.574017]	[142]	[92295346]	[92295266]
92_10251	chr9	105782574	105782974	+	575	30.5	[]	[]	[3.9599953]	[132]	[]	[105782798]
92_10252	chr9	125242446	125242846	+	608	30.5	[3.619862]	[112]	[]	[]	[125242643]	[]
92_10253	chr9	125261290	125261690	+	601	30.5	[]	[]	[4.2967143]	[190]	[]	[125261525]
92_10255	chr9	128503560	128503960	+	638	30.5	[]	[]	[11.03247]	[101]	[]	[128503743]
92_10256	chr9	129173939	129174339	+	642	30.5	[4.7646165, 9.217568]	[82, 101]	[]	[]	[129174118, 129174137]	[]
92_10258	chr9	133133669	133134069	+	567	30.5	[3.5985906]	[159]	[]	[]	[133133861]	[]
92_10259	chr9	137302559	137302959	+	623	30.5	[]	[]	[7.73381]	[97]	[]	[137302745]
92_10263	chrX	48785856	48786256	+	654	30.5	[]	[]	[3.927731]	[115]	[]	[48786028]
92_1027	chr5	132459296	132459696	+	1000	74.5	[8.614534]	[184]	[]	[]	[132459532]	[]
92_10273	chr1	16951635	16952035	+	610	30.0	[5.5374985, 3.5480158]	[80, 120]	[]	[]	[16951810, 16951850]	[]
92_10277	chr1	32464849	32465249	+	628	30.0	[4.204776]	[104]	[17.798393]	[140]	[32465013]	[32465049]
92_1028	chr6	43369577	43369977	+	1000	74.5	[6.7078037]	[133]	[3.278843]	[189]	[43369762]	[43369818]
92_10284	chr1	85259503	85259903	+	576	30.0	[6.266394]	[175]	[]	[]	[85259701]	[]
92_10286	chr1	111140182	111140582	+	597	30.0	[]	[]	[6.063098]	[129]	[]	[111140346]
92_1029	chr6	84763452	84763852	+	1000	74.5	[]	[]	[5.2647276]	[159]	[]	[84763653]
92_10291	chr1	152035790	152036190	+	581	30.0	[]	[]	[16.958199]	[161]	[]	[152035983]
92_10292	chr1	162396753	162397153	+	543	30.0	[]	[]	[8.565826]	[187]	[]	[162396968]
92_10293	chr1	168219768	168220168	+	600	30.0	[]	[]	[8.668587, 8.743961]	[118, 160]	[]	[168219948, 168219990]
92_10294	chr1	200641414	200641814	+	587	30.0	[]	[]	[5.943053]	[131]	[]	[200641636]
92_10297	chr1	206735391	206735791	+	565	30.0	[4.036009]	[190]	[]	[]	[206735632]	[]
92_10298	chr1	207805857	207806257	+	593	30.0	[5.4328723]	[169]	[]	[]	[207806045]	[]
92_1030	chr6	157488621	157489021	+	1000	74.5	[10.749043]	[120]	[6.7917714]	[92]	[157488825]	[157488797]
92_10300	chr1	226703361	226703761	+	549	30.0	[]	[]	[5.049155]	[190]	[]	[226703568]
92_10306	chr10	5545945	5546345	+	612	30.0	[]	[]	[4.449726]	[210]	[]	[5546174]
92_10307	chr10	22341163	22341563	+	571	30.0	[8.782976]	[197]	[]	[]	[22341366]	[]
92_1031	chr8	143596993	143597393	+	1000	74.5	[7.66823, 4.018433]	[77, 116]	[]	[]	[143597162, 143597201]	[]
92_1032	chr1	1069174	1069574	+	1000	74.0	[]	[]	[14.080251, 10.597269]	[92, 107]	[]	[1069358, 1069373]
92_10326	chr12	105235707	105236107	+	611	30.0	[]	[]	[6.9657416]	[138]	[]	[105235872]
92_10340	chr13	92590613	92591013	+	612	30.0	[6.360531]	[124]	[]	[]	[92590819]	[]
92_10345	chr14	35292138	35292538	+	582	30.0	[]	[]	[11.030088]	[55]	[]	[35292291]
92_10346	chr14	50003094	50003494	+	611	30.0	[]	[]	[3.6990504]	[106]	[]	[50003282]
92_10347	chr15	34988113	34988513	+	544	30.0	[]	[]	[3.4516227]	[169]	[]	[34988362]
92_10348	chr15	72375878	72376278	+	603	30.0	[5.1378093]	[100]	[]	[]	[72376030]	[]
92_10350	chr16	401903	402303	+	609	30.0	[4.196948]	[177]	[]	[]	[402151]	[]
92_10353	chr16	85554983	85555383	+	587	30.0	[5.61925]	[125]	[]	[]	[85555137]	[]
92_10355	chr17	3964477	3964877	+	561	30.0	[]	[]	[9.190846]	[80]	[]	[3964635]
92_1036	chr1	43522790	43523190	+	1000	74.0	[]	[]	[4.45647]	[73]	[]	[43522951]
92_10360	chr17	35930575	35930975	+	601	30.0	[3.1461642]	[122]	[3.987114]	[156]	[35930784]	[35930818]
92_10365	chr19	5803889	5804289	+	576	30.0	[]	[]	[6.24373]	[115]	[]	[5804073]
92_10369	chr19	34980072	34980472	+	586	30.0	[]	[]	[6.604992]	[135]	[]	[34980244]
92_1037	chr1	155609871	155610271	+	1000	74.0	[9.674369]	[77]	[]	[]	[155610032]	[]
92_10370	chr19	35545465	35545865	+	620	30.0	[5.358984]	[159]	[]	[]	[35545690]	[]
92_10372	chr19	40576646	40577046	+	605	30.0	[]	[]	[4.225518, 3.5972617]	[108, 164]	[]	[40576836, 40576892]
92_10376	chr2	11863591	11863991	+	563	30.0	[]	[]	[3.7307265]	[131]	[]	[11863777]
92_10379	chr2	64064913	64065313	+	612	30.0	[]	[]	[5.943053, 11.03247]	[117, 200]	[]	[64065077, 64065160]
92_10385	chr2	219543625	219544025	+	606	30.0	[6.4264174]	[95]	[]	[]	[219543814]	[]
92_1039	chr10	68331736	68332136	+	1000	74.0	[6.2316566]	[90]	[]	[]	[68331899]	[]
92_1040	chr18	3652681	3653081	+	1000	74.0	[7.185252]	[172]	[]	[]	[3652917]	[]
92_10402	chr22	19385177	19385577	+	610	30.0	[5.2585196, 4.7505407]	[75, 162]	[]	[]	[19385340, 19385427]	[]
92_10406	chr22	19785404	19785804	+	595	30.0	[]	[]	[9.978745]	[135]	[]	[19785598]
92_1041	chr19	35931393	35931793	+	1000	74.0	[4.506191, 6.63819]	[63, 64]	[9.867726]	[138]	[35931552, 35931553]	[35931627]
92_10410	chr22	20561654	20562054	+	629	30.0	[5.1244545]	[125]	[]	[]	[20561835]	[]
92_10415	chr22	21914176	21914576	+	593	30.0	[]	[]	[7.121202]	[164]	[]	[21914423]
92_1042	chr19	55460855	55461255	+	1000	74.0	[]	[]	[7.9202304]	[168]	[]	[55461069]
92_10422	chr22	41446735	41447135	+	617	30.0	[3.7310314]	[140]	[]	[]	[41446928]	[]
92_10423	chr22	47091167	47091567	+	593	30.0	[]	[]	[8.67981, 4.0123453]	[128, 187]	[]	[47091349, 47091408]
92_10425	chr3	4340308	4340708	+	608	30.0	[]	[]	[7.3001113]	[167]	[]	[4340552]
92_10427	chr3	5188458	5188858	+	572	30.0	[5.470055]	[223]	[]	[]	[5188699]	[]
92_10428	chr3	9786177	9786577	+	595	30.0	[5.549552]	[88]	[]	[]	[9786348]	[]
92_10430	chr3	49166233	49166633	+	548	30.0	[]	[]	[4.1548424]	[97]	[]	[49166424]
92_10432	chr3	146469298	146469698	+	618	30.0	[7.1740403]	[100]	[]	[]	[146469480]	[]
92_10433	chr3	183361144	183361544	+	585	30.0	[]	[]	[7.3331966]	[163]	[]	[183361395]
92_10438	chr4	83630176	83630576	+	571	30.0	[]	[]	[3.1204672]	[182]	[]	[83630419]
92_10439	chr4	88284254	88284654	+	621	30.0	[4.87895]	[71]	[]	[]	[88284415]	[]
92_1044	chr3	10320983	10321383	+	1000	74.0	[6.2572165]	[155]	[6.9343877]	[62]	[10321229]	[10321136]
92_10443	chr4	169620129	169620529	+	583	30.0	[5.2404003, 5.02583]	[172, 179]	[]	[]	[169620366, 169620373]	[]
92_10448	chr5	169583449	169583849	+	549	30.0	[5.4853597, 3.127271]	[87, 98]	[7.310499]	[147]	[169583609, 169583620]	[169583669]
92_10457	chr6	28719453	28719853	+	609	30.0	[]	[]	[6.9473815]	[229]	[]	[28719702]
92_1046	chr7	75642880	75643280	+	1000	74.0	[]	[]	[16.051147]	[91]	[]	[75643043]
92_10463	chr6	42565005	42565405	+	569	30.0	[4.2594767]	[158]	[]	[]	[42565244]	[]
92_10467	chr6	44475869	44476269	+	609	30.0	[9.094141]	[167]	[]	[]	[44476069]	[]
92_10468	chr6	117675081	117675481	+	579	30.0	[4.463433]	[80]	[]	[]	[117675247]	[]
92_1047	chr7	100088693	100089093	+	1000	74.0	[3.6508038]	[101]	[]	[]	[100088889]	[]
92_10473	chr7	5189948	5190348	+	574	30.0	[]	[]	[5.257599]	[156]	[]	[5190161]
92_10477	chr7	98878860	98879260	+	608	30.0	[6.967221]	[174]	[]	[]	[98879093]	[]
92_10478	chr7	100435588	100435988	+	602	30.0	[]	[]	[3.9990914]	[140]	[]	[100435787]
92_10481	chr7	139646018	139646418	+	543	30.0	[]	[]	[5.0744023]	[74]	[]	[139646170]
92_10485	chr8	37780035	37780435	+	608	30.0	[]	[]	[5.373957]	[124]	[]	[37780228]
92_10486	chr8	37898009	37898409	+	564	30.0	[]	[]	[6.3268595]	[105]	[]	[37898196]
92_10487	chr8	54101485	54101885	+	594	30.0	[6.9332533, 10.13103]	[83, 94]	[]	[]	[54101664, 54101675]	[]
92_10492	chr8	144852984	144853384	+	573	30.0	[8.057519]	[88]	[]	[]	[144853144]	[]
92_10493	chr8	144900184	144900584	+	615	30.0	[4.90553]	[66]	[]	[]	[144900343]	[]
92_10496	chr9	98791093	98791493	+	607	30.0	[]	[]	[7.4358363]	[97]	[]	[98791276]
92_1050	chr1	3899666	3900066	+	1000	73.5	[]	[]	[6.9591627, 4.456533]	[101, 162]	[]	[3899853, 3899914]
92_10502	chrX	47809331	47809731	+	546	30.0	[4.9762077]	[139]	[]	[]	[47809568]	[]
92_10505	chrX	101348615	101349015	+	576	30.0	[3.4836082]	[99]	[]	[]	[101348805]	[]
92_10507	chrX	120485753	120486153	+	620	30.0	[]	[]	[3.2224054]	[146]	[]	[120485932]
92_10511	chr1	6209227	6209627	+	595	29.5	[6.0072618]	[81]	[]	[]	[6209396]	[]
92_10523	chr1	50332944	50333344	+	578	29.5	[8.430917]	[168]	[]	[]	[50333166]	[]
92_10524	chr1	65147447	65147847	+	600	29.5	[]	[]	[5.036688, 3.8484435]	[183, 216]	[]	[65147662, 65147695]
92_1053	chr1	193059178	193059578	+	1000	73.5	[5.995696]	[112]	[]	[]	[193059375]	[]
92_10530	chr1	152034588	152034988	+	540	29.5	[4.5520372]	[147]	[4.3679094]	[136]	[152034771]	[152034760]
92_10542	chr10	62268730	62269130	+	601	29.5	[]	[]	[5.7034874]	[131]	[]	[62268887]
92_10545	chr11	46389515	46389915	+	594	29.5	[7.534457]	[134]	[]	[]	[46389711]	[]
92_10552	chr11	117946873	117947273	+	566	29.5	[7.2108645]	[150]	[]	[]	[117947040]	[]
92_10553	chr11	118659439	118659839	+	577	29.5	[]	[]	[9.754383]	[140]	[]	[118659642]
92_10555	chr12	49127236	49127636	+	561	29.5	[5.824813]	[131]	[]	[]	[49127454]	[]
92_10561	chr12	98593499	98593899	+	581	29.5	[]	[]	[3.924389]	[163]	[]	[98593739]
92_10567	chr13	90678988	90679388	+	571	29.5	[3.1180468]	[121]	[]	[]	[90679202]	[]
92_10568	chr13	91135817	91136217	+	582	29.5	[]	[]	[4.0428634]	[158]	[]	[91135981]
92_1058	chr16	28211947	28212347	+	1000	73.5	[3.3167353, 10.60945, 11.1475]	[84, 97, 112]	[]	[]	[28212101, 28212114, 28212129]	[]
92_10582	chr14	24195258	24195658	+	564	29.5	[]	[]	[3.938349]	[144]	[]	[24195429]
92_10584	chr14	55271113	55271513	+	546	29.5	[]	[]	[5.231842]	[119]	[]	[55271282]
92_10587	chr15	37101246	37101646	+	576	29.5	[]	[]	[5.6084323]	[168]	[]	[37101471]
92_10589	chr15	40439803	40440203	+	548	29.5	[6.2712593]	[178]	[]	[]	[40440037]	[]
92_1059	chr16	75432907	75433307	+	1000	73.5	[6.3896685]	[129]	[]	[]	[75433105]	[]
92_10590	chr15	58065360	58065760	+	557	29.5	[]	[]	[3.6648204, 4.5488467]	[97, 138]	[]	[58065554, 58065595]
92_10596	chr15	78726686	78727086	+	589	29.5	[6.6181736, 13.137822]	[132, 185]	[]	[]	[78726881, 78726934]	[]
92_10601	chr16	66551362	66551762	+	597	29.5	[]	[]	[5.2386665]	[121]	[]	[66551547]
92_10604	chr16	88882250	88882650	+	553	29.5	[]	[]	[6.350303, 11.129346, 4.268855, 7.779321]	[94, 112, 130, 154]	[]	[88882429, 88882447, 88882465, 88882489]
92_10605	chr16	89666934	89667334	+	568	29.5	[]	[]	[4.531565]	[112]	[]	[89667120]
92_10607	chr17	28812095	28812495	+	577	29.5	[5.825012]	[112]	[]	[]	[28812266]	[]
92_1061	chr17	42181147	42181547	+	1000	73.5	[10.044239, 7.9218087, 8.610658]	[62, 115, 136]	[7.9271235]	[92]	[42181305, 42181358, 42181379]	[42181335]
92_10610	chr17	49968867	49969267	+	605	29.5	[9.881914]	[183]	[8.6840105]	[228]	[49969061]	[49969106]
92_10612	chr17	67374388	67374788	+	575	29.5	[6.043019]	[137]	[]	[]	[67374601]	[]
92_10614	chr18	31206968	31207368	+	558	29.5	[3.6893554]	[96]	[]	[]	[31207153]	[]
92_10618	chr19	1307278	1307678	+	561	29.5	[9.858892]	[149]	[]	[]	[1307520]	[]
92_10619	chr19	1767337	1767737	+	563	29.5	[5.7595744, 4.107989]	[136, 137]	[]	[]	[1767545, 1767546]	[]
92_1062	chr19	12885135	12885535	+	1000	73.5	[10.964813]	[115]	[]	[]	[12885302]	[]
92_10624	chr19	9309673	9310073	+	578	29.5	[]	[]	[6.427899, 5.0356045]	[125, 160]	[]	[9309883, 9309918]
92_10626	chr19	12946338	12946738	+	573	29.5	[]	[]	[9.337941]	[125]	[]	[12946555]
92_10628	chr19	18322230	18322630	+	558	29.5	[15.724966]	[193]	[]	[]	[18322447]	[]
92_10629	chr19	32674747	32675147	+	546	29.5	[5.510403]	[194]	[]	[]	[32674965]	[]
92_10634	chr19	51904814	51905214	+	547	29.5	[]	[]	[4.156957, 3.9006784]	[98, 136]	[]	[51904999, 51905037]
92_10635	chr19	52095546	52095946	+	591	29.5	[]	[]	[6.8211026]	[88]	[]	[52095723]
92_10637	chr2	3601637	3602037	+	602	29.5	[4.5821905]	[92]	[]	[]	[3601813]	[]
92_10638	chr2	48315557	48315957	+	572	29.5	[3.7545958, 3.8618016, 5.704632]	[86, 88, 111]	[]	[]	[48315713, 48315715, 48315738]	[]
92_10640	chr2	186439686	186440086	+	570	29.5	[]	[]	[7.2636905, 8.774169]	[103, 144]	[]	[186439856, 186439897]
92_10641	chr20	3048029	3048429	+	564	29.5	[9.867726]	[144]	[]	[]	[3048251]	[]
92_10642	chr20	50153875	50154275	+	597	29.5	[]	[]	[10.707988]	[86]	[]	[50154040]
92_10643	chr20	58980849	58981249	+	584	29.5	[4.86514]	[119]	[7.4816427]	[159]	[58981059]	[58981099]
92_10644	chr21	9011530	9011930	+	603	29.5	[4.127041]	[182]	[]	[]	[9011750]	[]
92_1065	chr3	47475758	47476158	+	1000	73.5	[5.8298554]	[140]	[]	[]	[47475978]	[]
92_10650	chr22	16439262	16439662	+	574	29.5	[]	[]	[3.1977222]	[217]	[]	[16439513]
92_10651	chr22	19002203	19002603	+	594	29.5	[4.1924, 3.5401232]	[121, 157]	[]	[]	[19002374, 19002410]	[]
92_10661	chr22	19996816	19997216	+	569	29.5	[7.9651875]	[90]	[]	[]	[19996972]	[]
92_10665	chr22	20649605	20650005	+	583	29.5	[5.943053]	[131]	[]	[]	[20649809]	[]
92_1067	chr6	4018558	4018958	+	1000	73.5	[10.964813]	[157]	[]	[]	[4018768]	[]
92_10676	chr3	14391058	14391458	+	595	29.5	[]	[]	[3.4626808]	[168]	[]	[14391278]
92_10681	chr4	1746248	1746648	+	575	29.5	[]	[]	[12.072583]	[152]	[]	[1746460]
92_10682	chr4	74157776	74158176	+	590	29.5	[11.1475]	[87]	[]	[]	[74157928]	[]
92_10684	chr5	36875731	36876131	+	585	29.5	[]	[]	[3.29127]	[132]	[]	[36875962]
92_10687	chr5	65624717	65625117	+	556	29.5	[]	[]	[6.8192763]	[138]	[]	[65624872]
92_10688	chr5	95825505	95825905	+	582	29.5	[3.1985402]	[137]	[]	[]	[95825713]	[]
92_10689	chr5	176994521	176994921	+	585	29.5	[]	[]	[3.851559]	[173]	[]	[176994699]
92_10694	chr6	27617936	27618336	+	570	29.5	[]	[]	[14.060723]	[159]	[]	[27618165]
92_10696	chr6	30323106	30323506	+	591	29.5	[]	[]	[4.027171]	[105]	[]	[30323279]
92_107	chr15	31298788	31299188	+	1000	208.0	[]	[]	[3.4952075]	[160]	[]	[31298994]
92_1070	chr9	136728072	136728472	+	1000	73.5	[5.850014]	[94]	[5.30863]	[140]	[136728256]	[136728302]
92_10701	chr6	137218969	137219369	+	602	29.5	[]	[]	[7.4278626]	[140]	[]	[137219158]
92_10702	chr6	137866362	137866762	+	594	29.5	[]	[]	[4.2745223]	[153]	[]	[137866550]
92_10703	chr6	157841425	157841825	+	578	29.5	[]	[]	[3.77203]	[134]	[]	[157841611]
92_10704	chr6	159267149	159267549	+	542	29.5	[7.4394264]	[161]	[]	[]	[159267391]	[]
92_1071	chr1	1013264	1013664	+	1000	73.0	[14.254974]	[116]	[]	[]	[1013435]	[]
92_10710	chr7	120857614	120858014	+	555	29.5	[4.8744535]	[188]	[6.10016]	[147]	[120857841]	[120857800]
92_10714	chr8	23457622	23458022	+	572	29.5	[5.1661124]	[184]	[]	[]	[23457819]	[]
92_10716	chr8	55939839	55940239	+	577	29.5	[]	[]	[4.931198]	[150]	[]	[55940081]
92_10719	chr9	75027998	75028398	+	549	29.5	[4.2700086]	[155]	[]	[]	[75028246]	[]
92_1072	chr1	25819734	25820134	+	1000	73.0	[]	[]	[7.8194914]	[164]	[]	[25819931]
92_10720	chr9	99104574	99104974	+	564	29.5	[4.4831595, 7.8301744]	[85, 117]	[]	[]	[99104751, 99104783]	[]
92_1073	chr1	41361007	41361407	+	1000	73.0	[7.554853, 3.8762655]	[89, 147]	[8.47571, 9.866492]	[73, 124]	[41361180, 41361238]	[41361164, 41361215]
92_10731	chr1	11841131	11841531	+	554	29.0	[]	[]	[4.291041]	[131]	[]	[11841344]
92_10732	chr1	12044264	12044664	+	555	29.0	[]	[]	[9.967231]	[114]	[]	[12044455]
92_10738	chr1	21919516	21919916	+	557	29.0	[]	[]	[6.953414]	[117]	[]	[21919722]
92_1074	chr1	44730775	44731175	+	1000	73.0	[4.725779]	[90]	[]	[]	[44730941]	[]
92_10745	chr1	112698473	112698873	+	569	29.0	[6.1933093]	[174]	[4.269839]	[212]	[112698652]	[112698690]
92_1075	chr1	45686521	45686921	+	1000	73.0	[6.4264174]	[156]	[]	[]	[45686736]	[]
92_10752	chr1	175192942	175193342	+	560	29.0	[13.511282]	[201]	[]	[]	[175193170]	[]
92_10757	chr1	209808089	209808489	+	553	29.0	[3.6513357]	[66]	[]	[]	[209808252]	[]
92_10760	chr1	231422447	231422847	+	544	29.0	[]	[]	[7.2626677]	[165]	[]	[231422644]
92_10766	chr11	62013891	62014291	+	566	29.0	[]	[]	[4.9762077]	[145]	[]	[62014098]
92_10769	chr11	63567195	63567595	+	559	29.0	[6.038818]	[82]	[]	[]	[63567364]	[]
