#PeakID(python identify_motif.py ./ENCODE_processed_files/JUND_idr.fa JUND --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
658_100	chr2	43293810	43294210	+	1000	564.0	[12.337575, 12.340323]	[67, 137]	[9.608511, 13.200696]	[67, 137]	[43293975, 43294045]	[43293975, 43294045]
658_10149	chr6	37207980	37208380	+	1000	120.0	[9.990892]	[100]	[8.16159]	[100]	[37208173]	[37208173]
658_1015	chr5	10319257	10319657	+	1000	370.0	[10.826309]	[94]	[13.223235]	[94]	[10319439]	[10319439]
658_10150	chr6	38573838	38574238	+	1000	120.0	[11.371393]	[124]	[14.169626]	[124]	[38574038]	[38574038]
658_10156	chr6	144886654	144887054	+	1000	120.0	[6.3923345]	[71]	[7.3954625]	[71]	[144886811]	[144886811]
658_10161	chr7	108083931	108084331	+	1000	120.0	[12.340323]	[105]	[13.200696]	[105]	[108084115]	[108084115]
658_10162	chr7	116953328	116953728	+	1000	120.0	[10.410505]	[62]	[9.445623]	[62]	[116953486]	[116953486]
658_10165	chr8	38150842	38151242	+	1000	120.0	[7.4951105]	[96]	[6.709936]	[96]	[38151029]	[38151029]
658_10169	chr9	136998511	136998911	+	1000	120.0	[14.169626]	[116]	[11.371393]	[116]	[136998712]	[136998712]
658_1017	chr6	16277331	16277731	+	1000	370.0	[14.169626]	[112]	[11.371393]	[112]	[16277540]	[16277540]
658_10175	chr1	35570622	35571022	+	1000	119.0	[14.169626]	[122]	[11.371393]	[122]	[35570843]	[35570843]
658_10183	chr1	113324987	113325387	+	1000	119.0	[9.653064]	[114]	[11.482367]	[114]	[113325192]	[113325192]
658_10186	chr1	174204901	174205301	+	1000	119.0	[11.371393]	[101]	[14.169626]	[101]	[174205092]	[174205092]
658_10189	chr1	201883644	201884044	+	1000	119.0	[6.449062, 13.223235]	[63, 89]	[10.826309]	[89]	[201883802, 201883828]	[201883828]
658_1019	chr1	169312202	169312602	+	1000	369.0	[12.132883]	[94]	[12.128834]	[94]	[169312394]	[169312394]
658_10190	chr1	203047262	203047662	+	1000	119.0	[8.072349, 12.340323]	[97, 114]	[7.788804, 13.200696]	[97, 114]	[203047459, 203047476]	[203047459, 203047476]
658_10193	chr1	211613880	211614280	+	1000	119.0	[10.535975]	[63]	[9.107981]	[63]	[211614042]	[211614042]
658_10198	chr1	246748913	246749313	+	1000	119.0	[15.887955]	[98]	[14.058652]	[98]	[246749110]	[246749110]
658_1020	chr17	48505825	48506225	+	1000	369.0	[15.887955]	[96]	[14.058652]	[96]	[48506014]	[48506014]
658_10200	chr10	43380709	43381109	+	1000	119.0	[10.182369]	[135]	[8.428265]	[135]	[43380926]	[43380926]
658_10201	chr10	69101727	69102127	+	1000	119.0	[14.169626]	[88]	[11.371393]	[88]	[69101913]	[69101913]
658_10203	chr10	80477807	80478207	+	1000	119.0	[6.526481, 11.393932, 7.0539017]	[107, 132, 146]	[12.655612, 8.595078]	[132, 146]	[80477993, 80478018, 80478032]	[80478018, 80478032]
658_10204	chr11	10406159	10406559	+	1000	119.0	[9.162701]	[133]	[6.4862795]	[133]	[10406390]	[10406390]
658_10206	chr11	66904041	66904441	+	1000	119.0	[11.482367]	[102]	[9.653064]	[102]	[66904234]	[66904234]
658_10207	chr11	72336163	72336563	+	1000	119.0	[12.655612]	[130]	[11.393932]	[130]	[72336377]	[72336377]
658_1021	chr9	19154164	19154564	+	1000	369.0	[13.223235]	[93]	[10.826309]	[93]	[19154354]	[19154354]
658_10215	chr12	64088363	64088763	+	1000	119.0	[11.371393]	[107]	[14.169626]	[107]	[64088564]	[64088564]
658_10217	chr12	91618296	91618696	+	1000	119.0	[8.464041, 8.90054]	[93, 148]	[9.464114]	[148]	[91618486, 91618541]	[91618541]
658_10219	chr13	91369387	91369787	+	1000	119.0	[13.200696]	[96]	[12.340323]	[96]	[91369579]	[91369579]
658_1022	chr9	88747770	88748170	+	1000	369.0	[15.887955]	[117]	[14.058652]	[117]	[88747980]	[88747980]
658_10220	chr14	34425421	34425821	+	1000	119.0	[13.223235, 8.706673]	[105, 133]	[10.826309, 10.9372835]	[105, 133]	[34425624, 34425652]	[34425624, 34425652]
658_10222	chr14	91858488	91858888	+	1000	119.0	[14.058652]	[96]	[15.887955]	[96]	[91858670]	[91858670]
658_10225	chr16	8182736	8183136	+	1000	119.0	[7.027779]	[165]	[7.822337]	[165]	[8182956]	[8182956]
658_10226	chr16	34586065	34586465	+	1000	119.0	[8.578454]	[110]	[7.6827416, 6.2821555]	[110, 162]	[34586254]	[34586254, 34586306]
658_10228	chr16	81624838	81625238	+	1000	119.0	[]	[]	[7.9106913]	[125]	[]	[81625051]
658_10229	chr17	3969140	3969540	+	1000	119.0	[7.6028485, 7.997545]	[87, 148]	[]	[]	[3969303, 3969364]	[]
658_10231	chr17	40341171	40341571	+	1000	119.0	[6.38505, 8.446094]	[153, 166]	[6.3186293]	[166]	[40341405, 40341418]	[40341418]
658_10235	chr19	17097557	17097957	+	1000	119.0	[11.393932]	[117]	[12.655612]	[117]	[17097767]	[17097767]
658_10241	chr2	16636413	16636813	+	1000	119.0	[8.706673]	[84]	[10.9372835]	[84]	[16636592]	[16636592]
658_10243	chr2	159226158	159226558	+	1000	119.0	[8.706673]	[101]	[10.9372835]	[101]	[159226353]	[159226353]
658_10245	chr2	167944883	167945283	+	1000	119.0	[]	[]	[7.421833]	[90]	[]	[167945058]
658_10254	chr21	39483993	39484393	+	1000	119.0	[9.990892]	[101]	[8.16159]	[101]	[39484190]	[39484190]
658_10258	chr22	22586900	22587300	+	1000	119.0	[6.502496]	[145]	[6.12765, 6.423249]	[95, 145]	[22587140]	[22587090, 22587140]
658_1026	chr4	150302488	150302888	+	1000	368.0	[12.655612]	[142]	[11.393932]	[142]	[150302727]	[150302727]
658_10261	chr22	45618649	45619049	+	1000	119.0	[8.595078]	[127]	[7.0539017]	[127]	[45618873]	[45618873]
658_10262	chr3	43632164	43632564	+	1000	119.0	[11.393932]	[136]	[12.655612]	[136]	[43632384]	[43632384]
658_10267	chr3	125633034	125633434	+	1000	119.0	[10.037228, 9.990892]	[131, 155]	[7.9295206, 8.16159]	[131, 155]	[125633231, 125633255]	[125633231, 125633255]
658_1027	chr1	112819059	112819459	+	1000	367.0	[10.575411]	[121]	[8.680293]	[121]	[112819277]	[112819277]
658_10270	chr4	71026115	71026515	+	1000	119.0	[6.4862795]	[84]	[9.162701]	[84]	[71026283]	[71026283]
658_10271	chr4	127631416	127631816	+	1000	119.0	[15.887955]	[90]	[14.058652]	[90]	[127631605]	[127631605]
658_10273	chr5	54845550	54845950	+	1000	119.0	[12.340323]	[105]	[13.200696]	[105]	[54845754]	[54845754]
658_10276	chr5	178113324	178113724	+	1000	119.0	[9.107981]	[101]	[10.535975]	[101]	[178113518]	[178113518]
658_10279	chr6	11535686	11536086	+	1000	119.0	[10.414554]	[93]	[9.441575]	[93]	[11535878]	[11535878]
658_1028	chr1	234866084	234866484	+	1000	367.0	[9.653064]	[88]	[11.482367]	[88]	[234866262]	[234866262]
658_10281	chr6	16005777	16006177	+	1000	119.0	[7.821013]	[101]	[9.719484]	[101]	[16005959]	[16005959]
658_10282	chr6	26221186	26221586	+	1000	119.0	[13.200696]	[99]	[12.340323]	[99]	[26221376]	[26221376]
658_10290	chr6	84791243	84791643	+	1000	119.0	[10.826309]	[97]	[13.223235]	[97]	[84791434]	[84791434]
658_10294	chr7	72405382	72405782	+	1000	119.0	[15.887955]	[114]	[14.058652]	[114]	[72405583]	[72405583]
658_1030	chr12	121748854	121749254	+	1000	367.0	[8.16159]	[144]	[9.990892]	[144]	[121749097]	[121749097]
658_10303	chr8	101090818	101091218	+	1000	119.0	[9.653064]	[88]	[11.482367]	[88]	[101091006]	[101091006]
658_10307	chr8	140693077	140693477	+	1000	119.0	[11.482367]	[112]	[9.653064]	[112]	[140693283]	[140693283]
658_10308	chr9	34079153	34079553	+	1000	119.0	[13.200696]	[107]	[12.340323]	[107]	[34079360]	[34079360]
658_10310	chrX	65596275	65596675	+	1000	119.0	[13.200696, 7.5176497]	[98, 102]	[12.340323]	[98]	[65596470, 65596474]	[65596470]
658_10311	chrX	69109679	69110079	+	1000	119.0	[10.826309]	[99]	[13.223235]	[99]	[69109873]	[69109873]
658_10312	chrX	130260307	130260707	+	1000	119.0	[11.371393]	[94]	[14.169626]	[94]	[130260498]	[130260498]
658_10317	chr1	28416509	28416909	+	1000	118.0	[8.335119]	[113]	[10.835192]	[113]	[28416718]	[28416718]
658_1032	chr17	69857388	69857788	+	1000	367.0	[15.887955]	[98]	[14.058652]	[98]	[69857578]	[69857578]
658_10321	chr1	89945856	89946256	+	1000	118.0	[11.482367, 14.058652]	[108, 152]	[9.653064, 15.887955]	[108, 152]	[89946040, 89946084]	[89946040, 89946084]
658_10322	chr1	116556590	116556990	+	1000	118.0	[9.107981]	[112]	[10.535975]	[112]	[116556797]	[116556797]
658_10325	chr1	154431626	154432026	+	1000	118.0	[12.132883]	[133]	[12.128834]	[133]	[154431843]	[154431843]
658_10329	chr1	204523818	204524218	+	1000	118.0	[10.9372835, 12.655612, 10.9372835]	[102, 112, 141]	[8.706673, 11.393932, 8.706673]	[102, 112, 141]	[204524015, 204524025, 204524054]	[204524015, 204524025, 204524054]
658_10330	chr1	230824939	230825339	+	1000	118.0	[11.371393]	[87]	[14.169626]	[87]	[230825126]	[230825126]
658_10331	chr1	236492416	236492816	+	1000	118.0	[11.482367]	[126]	[9.653064]	[126]	[236492630]	[236492630]
658_10332	chr1	241596595	241596995	+	1000	118.0	[15.887955]	[80]	[14.058652]	[80]	[241596772]	[241596772]
658_10333	chr10	60964439	60964839	+	1000	118.0	[11.827421, 8.000293]	[100, 111]	[9.718622, 9.1401615]	[100, 111]	[60964635, 60964646]	[60964635, 60964646]
658_10336	chr11	10307970	10308370	+	1000	118.0	[10.9372835]	[94]	[8.706673]	[94]	[10308160]	[10308160]
658_10337	chr11	61164253	61164653	+	1000	118.0	[8.147932]	[91]	[6.6167903]	[91]	[61164427]	[61164427]
658_1034	chr3	33791622	33792022	+	1000	367.0	[9.719484]	[124]	[7.821013]	[124]	[33791842]	[33791842]
658_10340	chr11	77637635	77638035	+	1000	118.0	[9.005888]	[135]	[10.164422]	[135]	[77637856]	[77637856]
658_10341	chr11	77705600	77706000	+	1000	118.0	[13.200696]	[119]	[12.340323]	[119]	[77705806]	[77705806]
658_10342	chr11	86162256	86162656	+	1000	118.0	[14.058652]	[117]	[15.887955]	[117]	[86162459]	[86162459]
658_10349	chr13	25380216	25380616	+	1000	118.0	[12.340323]	[120]	[13.200696]	[120]	[25380424]	[25380424]
658_1035	chr5	140310905	140311305	+	1000	367.0	[15.887955]	[109]	[14.058652]	[109]	[140311105]	[140311105]
658_10358	chr16	17273097	17273497	+	1000	118.0	[9.653064]	[102]	[11.482367]	[102]	[17273298]	[17273298]
658_10364	chr17	59287439	59287839	+	1000	118.0	[11.371393, 9.468163]	[96, 136]	[14.169626, 8.896491]	[96, 136]	[59287627, 59287667]	[59287627, 59287667]
658_10366	chr17	76601843	76602243	+	1000	118.0	[8.595078]	[124]	[7.0539017]	[124]	[76602056]	[76602056]
658_10367	chr17	81711736	81712136	+	1000	118.0	[11.482367]	[118]	[9.653064]	[118]	[81711944]	[81711944]
658_1037	chr7	106534395	106534795	+	1000	367.0	[11.827421]	[111]	[9.718622]	[111]	[106534605]	[106534605]
658_10371	chr19	1415411	1415811	+	1000	118.0	[9.990892]	[70]	[8.16159]	[70]	[1415571]	[1415571]
658_10374	chr19	55547850	55548250	+	1000	118.0	[11.482367]	[110]	[9.653064]	[110]	[55548059]	[55548059]
658_10375	chr2	38775041	38775441	+	1000	118.0	[14.169626]	[94]	[11.371393]	[94]	[38775234]	[38775234]
658_10376	chr2	68917015	68917415	+	1000	118.0	[15.887955]	[119]	[14.058652]	[119]	[68917224]	[68917224]
658_10379	chr2	71971467	71971867	+	1000	118.0	[11.547925]	[84]	[9.998118]	[84]	[71971647]	[71971647]
658_1038	chr11	118415697	118416097	+	1000	366.0	[8.706673]	[116]	[10.9372835]	[116]	[118415913]	[118415913]
658_10382	chr2	121775608	121776008	+	1000	118.0	[8.116143, 14.169626, 8.318899]	[91, 103, 117]	[11.371393]	[103]	[121775790, 121775802, 121775816]	[121775802]
658_10384	chr21	33854695	33855095	+	1000	118.0	[15.887955]	[88]	[14.058652]	[88]	[33854881]	[33854881]
658_10390	chr3	31114891	31115291	+	1000	118.0	[11.437814]	[108]	[10.508272]	[108]	[31115099]	[31115099]
658_10394	chr3	72155498	72155898	+	1000	118.0	[10.9372835]	[126]	[8.706673]	[126]	[72155711]	[72155711]
658_104	chr20	50166024	50166424	+	1000	562.0	[7.3430686, 13.223235]	[53, 76]	[10.826309]	[76]	[50166176, 50166199]	[50166199]
658_10400	chr4	38189434	38189834	+	1000	118.0	[8.706673, 9.653064]	[77, 99]	[10.9372835, 11.482367]	[77, 99]	[38189609, 38189631]	[38189609, 38189631]
658_10401	chr4	40525955	40526355	+	1000	118.0	[14.169626]	[112]	[11.371393]	[112]	[40526152]	[40526152]
658_10402	chr4	98643159	98643559	+	1000	118.0	[15.887955]	[118]	[14.058652]	[118]	[98643363]	[98643363]
658_10405	chr4	183011163	183011563	+	1000	118.0	[10.826309]	[104]	[8.539239, 13.223235]	[77, 104]	[183011361]	[183011334, 183011361]
658_10411	chr5	179275880	179276280	+	1000	118.0	[13.223235, 6.7076235]	[122, 163]	[10.826309]	[122]	[179276088, 179276129]	[179276088]
658_10412	chr6	7919816	7920216	+	1000	118.0	[11.482367]	[82]	[9.653064]	[82]	[7919989]	[7919989]
658_10413	chr6	17868978	17869378	+	1000	118.0	[9.468163]	[79]	[8.896491]	[79]	[17869147]	[17869147]
658_10419	chr6	143200188	143200588	+	1000	118.0	[11.371393]	[92]	[14.169626]	[92]	[143200371]	[143200371]
658_10424	chr7	98106634	98107034	+	1000	118.0	[7.106525]	[177]	[]	[]	[98106867]	[]
658_10425	chr7	100125560	100125960	+	1000	118.0	[11.482367]	[115]	[9.653064]	[115]	[100125773]	[100125773]
658_10426	chr7	129875159	129875559	+	1000	118.0	[11.827421]	[72]	[9.718622, 6.60213]	[72, 136]	[129875329]	[129875329, 129875393]
658_10429	chr8	22658641	22659041	+	1000	118.0	[8.706673]	[153]	[10.9372835]	[153]	[22658891]	[22658891]
658_1043	chr2	8894302	8894702	+	1000	366.0	[12.132883, 15.887955]	[56, 139]	[12.128834, 14.058652]	[56, 139]	[8894453, 8894536]	[8894453, 8894536]
658_10431	chr8	23252807	23253207	+	1000	118.0	[]	[]	[8.480081]	[83]	[]	[23252989]
658_10433	chr8	123613324	123613724	+	1000	118.0	[13.200696]	[111]	[12.340323]	[111]	[123613527]	[123613527]
658_10434	chr8	124447171	124447571	+	1000	118.0	[11.393932]	[108]	[12.655612, 6.2840924]	[108, 155]	[124447368]	[124447368, 124447415]
658_10438	chrX	136131017	136131417	+	1000	118.0	[12.128834]	[109]	[12.132883]	[109]	[136131225]	[136131225]
658_10440	chr1	6157679	6158079	+	1000	117.0	[11.482367, 13.223235]	[93, 111]	[9.653064, 10.826309]	[93, 111]	[6157871, 6157889]	[6157871, 6157889]
658_10442	chr1	39799187	39799587	+	1000	117.0	[6.278107]	[103]	[]	[]	[39799384]	[]
658_10443	chr1	55443626	55444026	+	1000	117.0	[9.719484]	[93]	[7.821013]	[93]	[55443816]	[55443816]
658_10444	chr1	75412629	75413029	+	1000	117.0	[10.410505, 9.718622]	[66, 116]	[9.445623, 11.827421]	[66, 116]	[75412783, 75412833]	[75412783, 75412833]
658_10452	chr10	43287334	43287734	+	1000	117.0	[9.653064]	[123]	[11.482367]	[123]	[43287538]	[43287538]
658_10457	chr11	96132429	96132829	+	1000	117.0	[14.058652]	[81]	[15.887955]	[81]	[96132608]	[96132608]
658_10459	chr12	31763101	31763501	+	1000	117.0	[15.887955, 12.655612]	[61, 95]	[14.058652, 11.393932]	[61, 95]	[31763255, 31763289]	[31763255, 31763289]
658_10463	chr12	69623973	69624373	+	1000	117.0	[7.592848, 8.860666]	[67, 102]	[8.279789]	[102]	[69624132, 69624167]	[69624167]
658_10466	chr13	38602285	38602685	+	1000	117.0	[15.887955]	[130]	[14.058652]	[130]	[38602498]	[38602498]
658_10467	chr14	49972874	49973274	+	1000	117.0	[11.482367, 7.080119]	[117, 146]	[9.653064, 6.4053016]	[117, 146]	[49973084, 49973113]	[49973084, 49973113]
658_10474	chr16	20944892	20945292	+	1000	117.0	[]	[]	[7.4997025, 7.372508]	[94, 101]	[]	[20945086, 20945093]
658_10475	chr16	27033245	27033645	+	1000	117.0	[9.990892]	[140]	[8.16159]	[140]	[27033468]	[27033468]
658_10479	chr17	27473552	27473952	+	1000	117.0	[13.200696]	[102]	[12.340323]	[102]	[27473746]	[27473746]
658_10486	chr17	79905716	79906116	+	1000	117.0	[12.340323]	[111]	[13.200696]	[111]	[79905918]	[79905918]
658_10487	chr19	2503411	2503811	+	1000	117.0	[9.653064]	[97]	[7.4997025, 11.482367]	[63, 97]	[2503599]	[2503565, 2503599]
658_1049	chr1	6784371	6784771	+	1000	365.0	[14.058652]	[97]	[15.887955]	[97]	[6784565]	[6784565]
658_10497	chr2	61727726	61728126	+	1000	117.0	[14.058652, 6.341168]	[92, 106]	[15.887955, 6.93208]	[92, 106]	[61727917, 61727931]	[61727917, 61727931]
658_10498	chr2	68564488	68564888	+	1000	117.0	[8.16159]	[120]	[9.990892]	[120]	[68564705]	[68564705]
658_10499	chr2	101305672	101306072	+	1000	117.0	[9.653064]	[115]	[11.482367]	[115]	[101305886]	[101305886]
658_1050	chr1	26378058	26378458	+	1000	365.0	[13.223235]	[103]	[10.826309]	[103]	[26378257]	[26378257]
658_10501	chr2	196601408	196601808	+	1000	117.0	[11.482367]	[124]	[9.653064]	[124]	[196601622]	[196601622]
658_10503	chr20	2870422	2870822	+	1000	117.0	[15.887955]	[118]	[14.058652]	[118]	[2870631]	[2870631]
658_10504	chr20	4082481	4082881	+	1000	117.0	[14.058652]	[109]	[15.887955]	[109]	[4082674]	[4082674]
658_10505	chr20	9051540	9051940	+	1000	117.0	[15.887955, 10.9372835]	[100, 161]	[14.058652, 8.706673]	[100, 161]	[9051730, 9051791]	[9051730, 9051791]
658_1051	chr1	39117211	39117611	+	1000	365.0	[11.371393]	[116]	[14.169626]	[116]	[39117421]	[39117421]
658_10512	chr3	48742143	48742543	+	1000	117.0	[9.829596]	[150]	[7.3108587]	[150]	[48742365]	[48742365]
658_10513	chr3	72015454	72015854	+	1000	117.0	[14.058652]	[99]	[15.887955]	[99]	[72015653]	[72015653]
658_10515	chr3	110521017	110521417	+	1000	117.0	[10.535975]	[147]	[9.107981]	[147]	[110521258]	[110521258]
658_10516	chr3	126886208	126886608	+	1000	117.0	[12.128834, 6.950027]	[96, 147]	[12.132883]	[96]	[126886393, 126886444]	[126886393]
658_10517	chr3	153023926	153024326	+	1000	117.0	[10.9372835]	[113]	[8.706673]	[113]	[153024136]	[153024136]
658_10518	chr3	157475865	157476265	+	1000	117.0	[12.655612]	[87]	[11.393932, 8.539239]	[87, 123]	[157476044]	[157476044, 157476080]
658_10528	chr5	160182012	160182412	+	1000	117.0	[11.371393]	[116]	[14.169626]	[116]	[160182219]	[160182219]
658_1053	chr14	29805629	29806029	+	1000	365.0	[12.340323]	[103]	[13.200696]	[103]	[29805825]	[29805825]
658_10531	chr6	20750481	20750881	+	1000	117.0	[14.169626]	[113]	[11.371393]	[113]	[20750693]	[20750693]
658_10532	chr6	25660533	25660933	+	1000	117.0	[8.706673, 9.608511]	[88, 126]	[10.9372835, 12.337575]	[88, 126]	[25660706, 25660744]	[25660706, 25660744]
