#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2F2_idr.fa NR2F2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
507_10292	chr4	109810991	109811391	+	1000	79.0	[7.9201093, 8.015333]	[107, 151]	[]	[]	[109811195, 109811239]	[]
507_10293	chr4	110193168	110193568	+	1000	79.0	[9.739339]	[133]	[]	[]	[110193389]	[]
507_10294	chr4	128259875	128260275	+	1000	79.0	[]	[]	[9.964856]	[78]	[]	[128260040]
507_1030	chr6	36954201	36954601	+	1000	260.0	[]	[]	[8.015333]	[147]	[]	[36954430]
507_10302	chr5	54313234	54313634	+	1000	79.0	[]	[]	[8.614196]	[94]	[]	[54313399]
507_10304	chr5	95986926	95987326	+	1000	79.0	[]	[]	[12.953519]	[96]	[]	[95987105]
507_10309	chr6	2999131	2999531	+	1000	79.0	[]	[]	[12.953519, 12.953519]	[84, 141]	[]	[2999308, 2999365]
507_10310	chr6	13992534	13992934	+	1000	79.0	[7.663098]	[170]	[]	[]	[13992743]	[]
507_10322	chr6	41895314	41895714	+	1000	79.0	[8.614196]	[107]	[]	[]	[41895517]	[]
507_10323	chr6	51166938	51167338	+	1000	79.0	[]	[]	[9.5729685]	[138]	[]	[51167154]
507_10333	chr7	16344960	16345360	+	1000	79.0	[9.739339]	[123]	[]	[]	[16345175]	[]
507_10335	chr7	30290250	30290650	+	1000	79.0	[9.964856, 7.7032084]	[67, 108]	[]	[]	[30290414, 30290455]	[]
507_10341	chr7	105008665	105009065	+	1000	79.0	[9.739339]	[94]	[]	[]	[105008844]	[]
507_10345	chr7	150407092	150407492	+	1000	79.0	[12.953519]	[156]	[8.614196]	[87]	[150407331]	[150407262]
507_10349	chr8	27440375	27440775	+	1000	79.0	[8.614196]	[86]	[]	[]	[27440549]	[]
507_10351	chr8	38151672	38152072	+	1000	79.0	[12.953519]	[146]	[]	[]	[38151862]	[]
507_10362	chr9	128870375	128870775	+	1000	79.0	[9.739339]	[112]	[]	[]	[128870586]	[]
507_10372	chr1	9234093	9234493	+	1000	78.0	[8.614196]	[119]	[]	[]	[9234299]	[]
507_10376	chr1	27538718	27539118	+	1000	78.0	[8.614196]	[90]	[]	[]	[27538896]	[]
507_10383	chr1	53183378	53183778	+	1000	78.0	[]	[]	[7.58023]	[134]	[]	[53183611]
507_1039	chr19	11268965	11269365	+	1000	259.0	[8.015333]	[111]	[]	[]	[11269164]	[]
507_10390	chr1	153923916	153924316	+	1000	78.0	[12.953519]	[100]	[]	[]	[153924104]	[]
507_10392	chr1	168195216	168195616	+	665	78.0	[]	[]	[12.953519, 9.5729685]	[132, 150]	[]	[168195433, 168195451]
507_10407	chr1	247359971	247360371	+	1000	78.0	[12.953519]	[148]	[]	[]	[247360216]	[]
507_1041	chr8	107215267	107215667	+	1000	259.0	[8.614196]	[59]	[7.4965763]	[67]	[107215422]	[107215430]
507_10411	chr10	31862473	31862873	+	1000	78.0	[]	[]	[9.739339]	[96]	[]	[31862664]
507_10412	chr10	32992843	32993243	+	1000	78.0	[8.614196]	[98]	[]	[]	[32993031]	[]
507_10419	chr11	64501432	64501832	+	1000	78.0	[]	[]	[7.9180784]	[144]	[]	[64501676]
507_10430	chr12	110262419	110262819	+	1000	78.0	[9.739339]	[120]	[]	[]	[110262629]	[]
507_10432	chr12	121629798	121630198	+	1000	78.0	[7.7804747]	[95]	[12.953519]	[114]	[121629985]	[121630004]
507_10439	chr14	103116713	103117113	+	1000	78.0	[12.953519]	[175]	[]	[]	[103116942]	[]
507_10442	chr15	88985714	88986114	+	1000	78.0	[]	[]	[7.7804747]	[137]	[]	[88985933]
507_10447	chr16	75624842	75625242	+	1000	78.0	[]	[]	[7.663098]	[133]	[]	[75625068]
507_10449	chr17	16381043	16381443	+	1000	78.0	[9.739339]	[186]	[7.9180784]	[152]	[16381239]	[16381205]
507_10467	chr19	18375298	18375698	+	1000	78.0	[]	[]	[7.9201093]	[96]	[]	[18375471]
507_10469	chr19	19105368	19105768	+	1000	78.0	[]	[]	[12.953519]	[82]	[]	[19105539]
507_1047	chr16	50071075	50071475	+	1000	258.0	[]	[]	[9.964856]	[85]	[]	[50071259]
507_10470	chr19	47683035	47683435	+	776	78.0	[]	[]	[9.5729685]	[109]	[]	[47683235]
507_10471	chr19	48398920	48399320	+	1000	78.0	[8.614196]	[92]	[]	[]	[48399080]	[]
507_10473	chr19	51690378	51690778	+	1000	78.0	[]	[]	[8.614196]	[118]	[]	[51690570]
507_10478	chr2	12456190	12456590	+	1000	78.0	[]	[]	[8.614196]	[74]	[]	[12456353]
507_10483	chr2	126308103	126308503	+	1000	78.0	[7.7032084]	[153]	[]	[]	[126308346]	[]
507_10486	chr2	189661017	189661417	+	1000	78.0	[9.739339]	[123]	[]	[]	[189661223]	[]
507_10487	chr2	215388315	215388715	+	1000	78.0	[7.7032084, 8.614196]	[52, 77]	[7.5738697]	[81]	[215388467, 215388492]	[215388496]
507_10488	chr20	5776089	5776489	+	1000	78.0	[12.953519]	[124]	[]	[]	[5776307]	[]
507_10490	chr20	58390321	58390721	+	1000	78.0	[7.663098]	[151]	[7.6892543]	[117]	[58390569]	[58390535]
507_10497	chr22	46314233	46314633	+	1000	78.0	[9.739339]	[96]	[]	[]	[46314418]	[]
507_1050	chr2	102050743	102051143	+	1000	258.0	[12.953519]	[114]	[]	[]	[102050946]	[]
507_10503	chr3	38275171	38275571	+	1000	78.0	[12.953519]	[73]	[]	[]	[38275343]	[]
507_1051	chr20	4673607	4674007	+	1000	258.0	[7.7032084]	[155]	[]	[]	[4673849]	[]
507_10516	chr4	190122342	190122742	+	1000	78.0	[8.614196, 8.614196, 8.614196, 8.614196, 8.614196]	[90, 96, 102, 108, 114]	[]	[]	[190122528, 190122534, 190122540, 190122546, 190122552]	[]
507_10517	chr5	32297696	32298096	+	1000	78.0	[12.953519]	[149]	[]	[]	[32297937]	[]
507_10522	chr5	149466674	149467074	+	1000	78.0	[7.4965763]	[148]	[]	[]	[149466908]	[]
507_10526	chr6	3324456	3324856	+	1000	78.0	[]	[]	[8.614196]	[92]	[]	[3324644]
507_1054	chr3	143222549	143222949	+	1000	258.0	[12.953519]	[103]	[7.7032084]	[94]	[143222747]	[143222738]
507_10540	chr6	37164530	37164930	+	1000	78.0	[9.739339]	[147]	[]	[]	[37164759]	[]
507_10545	chr6	108565909	108566309	+	1000	78.0	[]	[]	[9.739339]	[130]	[]	[108566138]
507_1055	chr3	187522270	187522670	+	1000	258.0	[8.614196]	[150]	[12.953519]	[89]	[187522518]	[187522457]
507_10550	chr7	18036728	18037128	+	878	78.0	[12.953519]	[127]	[]	[]	[18036952]	[]
507_10553	chr7	44870353	44870753	+	1000	78.0	[]	[]	[7.58023]	[136]	[]	[44870581]
507_10554	chr7	73530780	73531180	+	1000	78.0	[7.663098]	[61]	[]	[]	[73530932]	[]
507_10558	chr7	106815641	106816041	+	1000	78.0	[12.953519, 12.953519]	[139, 146]	[]	[]	[106815853, 106815860]	[]
507_10567	chr8	97763578	97763978	+	1000	78.0	[]	[]	[12.953519, 8.614196]	[97, 111]	[]	[97763757, 97763771]
507_10569	chr8	124196814	124197214	+	1000	78.0	[]	[]	[7.663098]	[129]	[]	[124197022]
507_10570	chr8	124830631	124831031	+	1000	78.0	[]	[]	[9.739339]	[163]	[]	[124830865]
507_10571	chr9	35814164	35814564	+	1000	78.0	[]	[]	[9.739339]	[130]	[]	[35814389]
507_10573	chr9	112544447	112544847	+	1000	78.0	[7.7804747, 12.953519]	[78, 122]	[]	[]	[112544612, 112544656]	[]
507_10575	chr9	124143850	124144250	+	1000	78.0	[9.739339]	[125]	[]	[]	[124144052]	[]
507_10577	chr9	130869301	130869701	+	1000	78.0	[7.4063363, 9.964856]	[73, 94]	[]	[]	[130869460, 130869481]	[]
507_1058	chrX	109859661	109860061	+	1000	258.0	[7.7032084, 9.739339]	[104, 135]	[]	[]	[109859860, 109859891]	[]
507_10581	chrX	153776195	153776595	+	1000	78.0	[]	[]	[8.614196, 9.739339]	[89, 110]	[]	[153776383, 153776404]
507_10584	chr1	9382873	9383273	+	1000	77.0	[8.015333]	[128]	[]	[]	[9383092]	[]
507_10587	chr1	26280293	26280693	+	1000	77.0	[]	[]	[8.614196]	[124]	[]	[26280475]
507_10597	chr1	61170040	61170440	+	1000	77.0	[7.9201093]	[150]	[]	[]	[61170283]	[]
507_10599	chr1	84478997	84479397	+	1000	77.0	[9.5729685]	[150]	[]	[]	[84479213]	[]
507_10602	chr1	119859650	119860050	+	1000	77.0	[7.9201093]	[97]	[]	[]	[119859834]	[]
507_10605	chr1	155273429	155273829	+	1000	77.0	[7.4965763]	[118]	[]	[]	[155273631]	[]
507_10608	chr1	167933839	167934239	+	1000	77.0	[8.614196, 12.953519]	[77, 83]	[]	[]	[167934000, 167934006]	[]
507_1061	chr11	86931523	86931923	+	1000	257.0	[]	[]	[7.5738697]	[134]	[]	[86931752]
507_10610	chr1	182430654	182431054	+	1000	77.0	[12.953519]	[147]	[]	[]	[182430886]	[]
507_10614	chr1	227846449	227846849	+	1000	77.0	[12.953519]	[136]	[]	[]	[227846678]	[]
507_10620	chr10	25508464	25508864	+	1000	77.0	[8.015333, 8.015333, 8.614196]	[115, 134, 143]	[]	[]	[25508667, 25508686, 25508695]	[]
507_10621	chr10	31977349	31977749	+	1000	77.0	[7.58023]	[72]	[8.614196, 8.614196, 9.5729685]	[79, 96, 133]	[31977516]	[31977523, 31977540, 31977577]
507_10622	chr10	50583287	50583687	+	1000	77.0	[]	[]	[9.739339]	[77]	[]	[50583441]
507_1063	chr4	80253531	80253931	+	1000	257.0	[8.614196]	[99]	[]	[]	[80253711]	[]
507_10630	chr10	74738902	74739302	+	1000	77.0	[7.5738697]	[161]	[]	[]	[74739146]	[]
507_10635	chr10	117322248	117322648	+	1000	77.0	[]	[]	[7.7804747]	[130]	[]	[117322470]
507_1064	chr4	121790963	121791363	+	1000	257.0	[]	[]	[12.953519]	[150]	[]	[121791207]
507_10643	chr11	77930357	77930757	+	1000	77.0	[]	[]	[9.5729685, 9.739339]	[84, 148]	[]	[77930511, 77930575]
507_10645	chr11	94046373	94046773	+	1000	77.0	[7.58023]	[108]	[]	[]	[94046556]	[]
507_10652	chr12	74552161	74552561	+	1000	77.0	[8.614196, 7.663098]	[101, 108]	[]	[]	[74552341, 74552348]	[]
507_10654	chr12	96375934	96376334	+	1000	77.0	[]	[]	[7.7804747]	[92]	[]	[96376111]
507_10655	chr12	107107340	107107740	+	1000	77.0	[12.953519]	[153]	[]	[]	[107107567]	[]
507_1066	chr8	11942190	11942590	+	1000	257.0	[8.015333]	[60]	[]	[]	[11942349]	[]
507_10660	chr13	33785388	33785788	+	575	77.0	[]	[]	[7.9201093]	[135]	[]	[33785618]
507_10663	chr14	34649317	34649717	+	1000	77.0	[]	[]	[9.739339]	[179]	[]	[34649564]
507_10665	chr14	69658700	69659100	+	1000	77.0	[]	[]	[9.5729685]	[154]	[]	[69658924]
507_10669	chr15	28955177	28955577	+	1000	77.0	[12.953519]	[136]	[]	[]	[28955388]	[]
507_10670	chr15	49619187	49619587	+	1000	77.0	[12.953519, 12.953519]	[112, 122]	[]	[]	[49619378, 49619388]	[]
507_10672	chr15	69452249	69452649	+	1000	77.0	[8.614196]	[134]	[]	[]	[69452466]	[]
507_10673	chr16	19601	20001	+	1000	77.0	[]	[]	[8.614196, 8.614196, 8.614196, 8.614196, 8.614196, 8.614196, 8.614196, 8.614196, 8.614196, 8.614196]	[65, 71, 77, 89, 101, 107, 113, 137, 143, 149]	[]	[19762, 19768, 19774, 19786, 19798, 19804, 19810, 19834, 19840, 19846]
507_10677	chr16	31509175	31509575	+	1000	77.0	[]	[]	[7.5738697]	[67]	[]	[31509326]
507_1068	chr1	154187001	154187401	+	1000	256.0	[]	[]	[8.614196]	[68]	[]	[154187164]
507_10686	chr17	47810105	47810505	+	1000	77.0	[7.4063363]	[152]	[]	[]	[47810331]	[]
507_1069	chr12	113582640	113583040	+	1000	256.0	[]	[]	[8.015333]	[93]	[]	[113582820]
507_10690	chr18	12997313	12997713	+	1000	77.0	[]	[]	[12.953519]	[98]	[]	[12997508]
507_10693	chr19	3338894	3339294	+	1000	77.0	[9.739339, 7.58023]	[87, 101]	[]	[]	[3339080, 3339094]	[]
507_107	chr16	10972183	10972583	+	1000	481.0	[]	[]	[8.614196, 9.5729685]	[91, 154]	[]	[10972346, 10972409]
507_10701	chr19	41367745	41368145	+	1000	77.0	[]	[]	[7.663098]	[124]	[]	[41367951]
507_10703	chr19	46616953	46617353	+	1000	77.0	[7.9201093]	[87]	[]	[]	[46617106]	[]
507_10705	chr19	51689823	51690223	+	1000	77.0	[8.614196]	[145]	[]	[]	[51690066]	[]
507_10706	chr2	39338488	39338888	+	1000	77.0	[9.964856]	[163]	[]	[]	[39338719]	[]
507_10707	chr2	73780012	73780412	+	1000	77.0	[8.015333]	[115]	[]	[]	[73780225]	[]
507_10711	chr2	206069432	206069832	+	1000	77.0	[8.614196]	[111]	[]	[]	[206069622]	[]
507_10712	chr20	1255634	1256034	+	1000	77.0	[7.9201093]	[71]	[]	[]	[1255798]	[]
507_10721	chr22	20279612	20280012	+	1000	77.0	[7.58023]	[76]	[]	[]	[20279775]	[]
507_10726	chr22	38141510	38141910	+	1000	77.0	[12.953519]	[130]	[]	[]	[38141701]	[]
507_10727	chr22	39311019	39311419	+	1000	77.0	[]	[]	[8.015333]	[153]	[]	[39311259]
507_1073	chr16	22282261	22282661	+	1000	256.0	[]	[]	[9.739339]	[82]	[]	[22282420]
507_10733	chr3	65018842	65019242	+	1000	77.0	[12.953519]	[121]	[]	[]	[65019058]	[]
507_10735	chr3	133663742	133664142	+	1000	77.0	[]	[]	[8.015333]	[67]	[]	[133663907]
507_10749	chr5	12772289	12772689	+	1000	77.0	[]	[]	[9.5729685, 8.015333]	[80, 157]	[]	[12772454, 12772531]
507_10754	chr5	62432623	62433023	+	1000	77.0	[12.953519]	[130]	[]	[]	[62432853]	[]
507_10759	chr5	90967409	90967809	+	1000	77.0	[7.7032084]	[66]	[9.964856]	[86]	[90967571]	[90967591]
507_1076	chr5	150350480	150350880	+	1000	256.0	[]	[]	[12.953519, 12.953519, 9.739339]	[79, 85, 151]	[]	[150350657, 150350663, 150350729]
507_10761	chr5	135153559	135153959	+	1000	77.0	[8.015333]	[67]	[12.953519]	[98]	[135153724]	[135153755]
507_10770	chr6	11918471	11918871	+	1000	77.0	[9.739339]	[148]	[]	[]	[11918705]	[]
507_10782	chr6	52333756	52334156	+	1000	77.0	[12.953519]	[128]	[]	[]	[52333977]	[]
507_10795	chr7	71220439	71220839	+	1000	77.0	[9.739339]	[147]	[]	[]	[71220661]	[]
507_10796	chr7	75994270	75994670	+	1000	77.0	[]	[]	[8.614196]	[137]	[]	[75994431]
507_10797	chr7	92149752	92150152	+	1000	77.0	[7.58023, 12.953519]	[104, 113]	[]	[]	[92149956, 92149965]	[]
507_1080	chr1	39711448	39711848	+	1000	255.0	[]	[]	[8.015333]	[153]	[]	[39711691]
507_10809	chr7	150369285	150369685	+	1000	77.0	[12.953519]	[186]	[]	[]	[150369525]	[]
507_10814	chr8	37899610	37900010	+	1000	77.0	[7.9180784, 8.614196]	[90, 151]	[]	[]	[37899793, 37899854]	[]
507_10818	chr8	105565326	105565726	+	1000	77.0	[12.953519]	[135]	[]	[]	[105565555]	[]
507_10820	chr9	19283088	19283488	+	1000	77.0	[7.7032084]	[117]	[]	[]	[19283290]	[]
507_10821	chr9	91962019	91962419	+	1000	77.0	[7.663098]	[143]	[9.5729685]	[85]	[91962249]	[91962191]
507_10822	chr9	99301801	99302201	+	1000	77.0	[12.953519, 8.015333]	[192, 209]	[]	[]	[99302032, 99302049]	[]
507_10823	chr9	109459049	109459449	+	1000	77.0	[9.739339, 8.015333]	[70, 89]	[]	[]	[109459216, 109459235]	[]
507_10825	chr9	130579246	130579646	+	1000	77.0	[12.953519]	[173]	[]	[]	[130579485]	[]
507_1083	chr12	107914449	107914849	+	1000	255.0	[8.015333]	[129]	[]	[]	[107914674]	[]
507_10835	chr1	19179919	19180319	+	1000	76.0	[7.7032084]	[127]	[]	[]	[19180139]	[]
507_10840	chr1	39026078	39026478	+	1000	76.0	[7.9180784, 9.739339]	[116, 154]	[]	[]	[39026274, 39026312]	[]
507_10847	chr1	60972780	60973180	+	1000	76.0	[]	[]	[12.953519]	[137]	[]	[60973007]
507_1085	chr19	6737903	6738303	+	1000	255.0	[]	[]	[8.015333, 8.614196, 9.964856]	[83, 146, 157]	[]	[6738073, 6738136, 6738147]
507_10852	chr1	147247105	147247505	+	1000	76.0	[9.964856]	[153]	[]	[]	[147247324]	[]
507_10853	chr1	150926078	150926478	+	1000	76.0	[]	[]	[7.6892543]	[133]	[]	[150926256]
507_10856	chr1	154591221	154591621	+	1000	76.0	[9.739339, 9.964856, 7.9180784]	[73, 81, 87]	[8.015333]	[64]	[154591384, 154591392, 154591398]	[154591375]
507_10859	chr1	156863086	156863486	+	1000	76.0	[]	[]	[9.739339]	[126]	[]	[156863308]
507_1086	chr19	13583077	13583477	+	1000	255.0	[9.739339]	[127]	[]	[]	[13583290]	[]
507_10861	chr1	168402479	168402879	+	1000	76.0	[]	[]	[12.953519]	[62]	[]	[168402633]
507_10866	chr1	201619978	201620378	+	1000	76.0	[12.953519, 12.953519]	[114, 125]	[]	[]	[201620157, 201620168]	[]
507_10868	chr1	234599692	234600092	+	1000	76.0	[]	[]	[7.663098, 7.7032084]	[57, 140]	[]	[234599845, 234599928]
507_1087	chr19	43616314	43616714	+	1000	255.0	[12.953519]	[113]	[]	[]	[43616527]	[]
507_1088	chr2	9703702	9704102	+	1000	255.0	[9.739339]	[133]	[12.953519]	[63]	[9703924]	[9703854]
507_10887	chr11	86182979	86183379	+	1000	76.0	[9.739339]	[89]	[]	[]	[86183130]	[]
507_10891	chr12	42442949	42443349	+	1000	76.0	[]	[]	[7.5738697]	[91]	[]	[42443121]
507_10898	chr12	98578833	98579233	+	1000	76.0	[9.739339]	[122]	[]	[]	[98579031]	[]
507_10899	chr12	111841685	111842085	+	1000	76.0	[]	[]	[9.739339]	[138]	[]	[111841862]
507_10905	chr12	131351488	131351888	+	1000	76.0	[]	[]	[8.015333]	[114]	[]	[131351702]
507_10906	chr14	23941241	23941641	+	1000	76.0	[]	[]	[8.015333]	[124]	[]	[23941465]
507_1091	chr1	45723259	45723659	+	1000	254.0	[]	[]	[8.614196]	[122]	[]	[45723480]
507_10912	chr16	69172646	69173046	+	1000	76.0	[7.9180784, 8.015333]	[116, 133]	[7.7032084]	[143]	[69172825, 69172842]	[69172852]
507_10919	chr17	27089367	27089767	+	1000	76.0	[8.015333]	[84]	[]	[]	[27089539]	[]
507_1092	chr11	44333310	44333710	+	1000	254.0	[9.5729685]	[80]	[12.953519]	[132]	[44333482]	[44333534]
507_10923	chr17	32915367	32915767	+	1000	76.0	[7.4063363]	[103]	[8.015333]	[120]	[32915559]	[32915576]
507_10933	chr17	59964895	59965295	+	1000	76.0	[]	[]	[9.964856, 12.953519]	[77, 120]	[]	[59965072, 59965115]
507_10939	chr19	8050813	8051213	+	1000	76.0	[9.739339]	[97]	[]	[]	[8051000]	[]
507_10943	chr19	14363919	14364319	+	1000	76.0	[9.739339]	[144]	[9.5729685]	[101]	[14364162]	[14364119]
507_10944	chr19	36025600	36026000	+	1000	76.0	[9.964856, 9.739339, 7.663098]	[117, 124, 131]	[]	[]	[36025779, 36025786, 36025793]	[]
507_10946	chr19	48854104	48854504	+	1000	76.0	[7.7804747]	[92]	[]	[]	[48854280]	[]
507_10947	chr19	50363717	50364117	+	1000	76.0	[7.9201093]	[109]	[]	[]	[50363921]	[]
507_1095	chr19	56125782	56126182	+	1000	254.0	[12.953519]	[64]	[]	[]	[56125943]	[]
