#PeakID(python identify_motif.py ./ENCODE_processed_files/GABPA_idr.fa GABPA --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
0_10252	chr15	98866060	98866460	+	1000	77.0	[7.8075023]	[135]	[10.937941, 6.6532393]	[75, 148]	[98866271]	[98866211, 98866284]
0_10258	chr16	88315727	88316127	+	1000	77.0	[]	[]	[9.887399]	[127]	[]	[88315938]
0_10261	chr17	44708430	44708830	+	1000	77.0	[]	[]	[9.82464]	[148]	[]	[44708654]
0_10262	chr17	64965891	64966291	+	1000	77.0	[8.907843]	[134]	[]	[]	[64966071]	[]
0_10264	chr17	75940889	75941289	+	1000	77.0	[]	[]	[9.0510845]	[134]	[]	[75941114]
0_10269	chr19	45642074	45642474	+	1000	77.0	[10.937941]	[110]	[]	[]	[45642270]	[]
0_1027	chr2	171922247	171922647	+	1000	628.0	[11.617513]	[88]	[]	[]	[171922434]	[]
0_10270	chr2	11554104	11554504	+	1000	77.0	[]	[]	[15.100268, 7.441135]	[114, 154]	[]	[11554307, 11554347]
0_10271	chr2	19347783	19348183	+	1000	77.0	[6.8062468]	[205]	[]	[]	[19348031]	[]
0_10272	chr2	46748979	46749379	+	1000	77.0	[]	[]	[8.04451]	[111]	[]	[46749170]
0_10273	chr2	55099920	55100320	+	1000	77.0	[13.864238, 8.234558]	[110, 177]	[]	[]	[55100097, 55100164]	[]
0_10278	chr2	219521199	219521599	+	1000	77.0	[11.590517, 8.936685]	[67, 114]	[]	[]	[219521365, 219521412]	[]
0_1028	chr7	91880525	91880925	+	1000	628.0	[6.6482825, 9.275414]	[74, 128]	[10.402516]	[109]	[91880690, 91880744]	[91880725]
0_10281	chr20	23152212	23152612	+	1000	77.0	[]	[]	[11.482137, 6.7834888, 11.482137]	[178, 182, 201]	[]	[23152434, 23152438, 23152457]
0_10290	chr22	36426180	36426580	+	1000	77.0	[]	[]	[15.100268]	[121]	[]	[36426398]
0_10291	chr22	49971010	49971410	+	1000	77.0	[8.08774]	[132]	[]	[]	[49971210]	[]
0_10293	chr3	38457559	38457959	+	1000	77.0	[6.64795, 11.290258]	[79, 153]	[14.022644]	[97]	[38457721, 38457795]	[38457739]
0_10295	chr3	54355786	54356186	+	1000	77.0	[10.783594]	[139]	[]	[]	[54356025]	[]
0_10296	chr3	115147307	115147707	+	1000	77.0	[8.428553]	[81]	[]	[]	[115147463]	[]
0_1030	chr19	9435373	9435773	+	1000	627.0	[8.705017]	[121]	[]	[]	[9435589]	[]
0_10302	chr4	87007311	87007711	+	1000	77.0	[]	[]	[11.482137]	[109]	[]	[87007517]
0_10303	chr4	127247526	127247926	+	1000	77.0	[11.543174]	[179]	[14.455669]	[164]	[127247777]	[127247762]
0_10304	chr4	185142954	185143354	+	1000	77.0	[]	[]	[7.7623734]	[63]	[]	[185143111]
0_10306	chr5	90644140	90644540	+	1000	77.0	[11.196773]	[162]	[9.247611]	[92]	[90644374]	[90644304]
0_10310	chr6	25006528	25006928	+	1000	77.0	[]	[]	[13.397782, 8.569641, 10.5476885]	[121, 127, 143]	[]	[25006736, 25006742, 25006758]
0_10317	chr6	134288681	134289081	+	1000	77.0	[]	[]	[11.570496]	[62]	[]	[134288833]
0_1032	chr21	29002600	29003000	+	1000	627.0	[]	[]	[8.533577]	[122]	[]	[29002819]
0_10327	chr7	100583715	100584115	+	1000	77.0	[]	[]	[6.891909, 13.077335]	[106, 146]	[]	[100583906, 100583946]
0_10328	chr7	106979074	106979474	+	1000	77.0	[]	[]	[8.403745]	[164]	[]	[106979266]
0_10334	chr8	61760124	61760524	+	1000	77.0	[9.188457, 14.504025]	[93, 131]	[]	[]	[61760307, 61760345]	[]
0_10337	chr9	113548656	113549056	+	1000	77.0	[8.814277, 8.303906]	[92, 144]	[9.59458]	[130]	[113548834, 113548886]	[113548872]
0_10338	chr9	129885048	129885448	+	1000	77.0	[]	[]	[8.677165]	[100]	[]	[129885235]
0_1034	chr5	88268669	88269069	+	1000	627.0	[]	[]	[9.275414, 14.455669]	[86, 109]	[]	[88268846, 88268869]
0_10344	chr1	2578245	2578645	+	1000	76.0	[]	[]	[9.296775]	[116]	[]	[2578447]
0_10348	chr1	20188368	20188768	+	1000	76.0	[]	[]	[15.100268, 15.100268]	[116, 137]	[]	[20188582, 20188603]
0_10349	chr1	20696668	20697068	+	1000	76.0	[]	[]	[13.28716]	[199]	[]	[20696898]
0_10356	chr1	94737343	94737743	+	1000	76.0	[6.597271, 11.196773]	[109, 143]	[]	[]	[94737547, 94737581]	[]
0_10357	chr1	109763096	109763496	+	1000	76.0	[15.100268]	[109]	[13.885272]	[141]	[109763304]	[109763336]
0_10358	chr1	119645812	119646212	+	1000	76.0	[]	[]	[10.951742]	[157]	[]	[119646031]
0_10360	chr1	201895925	201896325	+	1000	76.0	[]	[]	[8.191545]	[174]	[]	[201896169]
0_10362	chr1	205267331	205267731	+	1000	76.0	[12.1667385]	[104]	[]	[]	[205267520]	[]
0_10369	chr10	75294941	75295341	+	1000	76.0	[13.28716]	[111]	[]	[]	[75295141]	[]
0_1037	chr8	33484971	33485371	+	1000	627.0	[]	[]	[10.972914]	[109]	[]	[33485176]
0_10370	chr10	77582696	77583096	+	1000	76.0	[13.885272]	[105]	[]	[]	[77582900]	[]
0_10373	chr10	133259199	133259599	+	1000	76.0	[]	[]	[8.835999, 15.100268]	[158, 171]	[]	[133259412, 133259425]
0_10376	chr11	66727306	66727706	+	1000	76.0	[8.903031]	[172]	[]	[]	[66727550]	[]
0_10377	chr11	94493794	94494194	+	1000	76.0	[]	[]	[11.02127]	[109]	[]	[94493994]
0_1038	chr10	27241987	27242387	+	1000	626.0	[7.280992, 9.915027]	[78, 120]	[]	[]	[27242158, 27242200]	[]
0_10380	chr12	123742961	123743361	+	1000	76.0	[11.617513, 8.375894]	[154, 183]	[]	[]	[123743178, 123743207]	[]
0_10381	chr14	22471560	22471960	+	1000	76.0	[7.7140174]	[110]	[]	[]	[22471762]	[]
0_10386	chr15	65339902	65340302	+	1000	76.0	[10.186114]	[142]	[6.973034, 11.230427]	[113, 130]	[65340136]	[65340107, 65340124]
0_1039	chr11	111879012	111879412	+	1000	626.0	[11.8865]	[71]	[]	[]	[111879182]	[]
0_10392	chr16	31142315	31142715	+	1000	76.0	[7.3535852, 8.17051]	[163, 172]	[]	[]	[31142493, 31142502]	[]
0_10393	chr16	46972414	46972814	+	1000	76.0	[10.381482]	[89]	[14.337926]	[105]	[46972603]	[46972619]
0_104	chr12	131710834	131711234	+	1000	781.0	[]	[]	[8.683983]	[114]	[]	[131711048]
0_10405	chr19	6516006	6516406	+	1000	76.0	[]	[]	[9.155027, 6.5600133]	[93, 124]	[]	[6516181, 6516212]
0_10407	chr19	14356257	14356657	+	1000	76.0	[10.735237]	[144]	[]	[]	[14356492]	[]
0_10413	chr19	53196950	53197350	+	1000	76.0	[]	[]	[7.7623734]	[99]	[]	[53197104]
0_10417	chr2	71748202	71748602	+	1000	76.0	[]	[]	[6.837227, 12.1667385]	[99, 117]	[]	[71748380, 71748398]
0_10419	chr2	159497222	159497622	+	1000	76.0	[8.166533, 11.562802]	[87, 124]	[]	[]	[159497390, 159497427]	[]
0_1042	chr8	123768242	123768642	+	1000	626.0	[8.683983]	[104]	[8.705017]	[79]	[123768444]	[123768419]
0_10422	chr2	201151429	201151829	+	1000	76.0	[16.797768]	[117]	[]	[]	[201151616]	[]
0_10423	chr2	231545467	231545867	+	1000	76.0	[9.155027, 13.397782]	[137, 161]	[]	[]	[231545654, 231545678]	[]
0_10427	chr20	46089642	46090042	+	1000	76.0	[6.5148845]	[139]	[]	[]	[46089800]	[]
0_10428	chr20	50455825	50456225	+	1000	76.0	[]	[]	[7.7476707, 11.8865]	[90, 94]	[]	[50456001, 50456005]
0_10436	chr22	24146190	24146590	+	1000	76.0	[10.783594]	[84]	[]	[]	[24146367]	[]
0_10444	chr3	171806477	171806877	+	1000	76.0	[8.659988]	[162]	[11.52214]	[119]	[171806726]	[171806683]
0_10445	chr3	172750352	172750752	+	1000	76.0	[9.669839, 7.300838]	[100, 111]	[]	[]	[172750541, 172750552]	[]
0_10447	chr4	74038816	74039216	+	1000	76.0	[]	[]	[10.353631]	[189]	[]	[74039061]
0_10449	chr4	80006847	80007247	+	1000	76.0	[]	[]	[8.263244, 6.565744, 9.8184395]	[72, 99, 127]	[]	[80007003, 80007030, 80007058]
0_1045	chr1	153990520	153990920	+	1000	625.0	[13.864238]	[95]	[]	[]	[153990713]	[]
0_10450	chr4	81408253	81408653	+	1000	76.0	[]	[]	[9.254243, 13.397782, 13.397782]	[102, 123, 146]	[]	[81408422, 81408443, 81408466]
0_10454	chr5	91178524	91178924	+	1000	76.0	[16.797768]	[129]	[]	[]	[91178747]	[]
0_10459	chr5	173324213	173324613	+	1000	76.0	[]	[]	[8.561428]	[106]	[]	[173324403]
0_1046	chr13	113208539	113208939	+	1000	625.0	[11.617513]	[61]	[]	[]	[113208693]	[]
0_10464	chr6	34235381	34235781	+	1000	76.0	[7.1111274]	[88]	[]	[]	[34235539]	[]
0_10467	chr6	41936165	41936565	+	1000	76.0	[6.725526]	[166]	[]	[]	[41936389]	[]
0_1047	chr20	2840488	2840888	+	1000	625.0	[]	[]	[10.402516]	[122]	[]	[2840700]
0_10470	chr6	111793730	111794130	+	1000	76.0	[7.842371]	[126]	[16.797768]	[153]	[111793930]	[111793957]
0_10476	chr7	100226594	100226994	+	1000	76.0	[]	[]	[7.1436195]	[93]	[]	[100226775]
0_1048	chr22	50244849	50245249	+	1000	625.0	[]	[]	[6.627249]	[102]	[]	[50245045]
0_10481	chr7	135929786	135930186	+	1000	76.0	[]	[]	[7.441135]	[194]	[]	[135930022]
0_10482	chr7	143901775	143902175	+	1000	76.0	[6.831237]	[214]	[]	[]	[143902020]	[]
0_1049	chr4	1346876	1347276	+	1000	625.0	[]	[]	[6.8708754]	[77]	[]	[1347041]
0_10490	chr9	35914304	35914704	+	1000	76.0	[9.204437]	[134]	[6.755474, 10.266081]	[82, 155]	[35914525]	[35914473, 35914546]
0_10491	chr9	90842927	90843327	+	1000	76.0	[]	[]	[7.8741784, 14.504025]	[89, 106]	[]	[90843101, 90843118]
0_10492	chr9	96566793	96567193	+	1000	76.0	[]	[]	[8.561428]	[112]	[]	[96566988]
0_10497	chrX	48936986	48937386	+	1000	76.0	[7.5501113, 6.959488]	[114, 130]	[7.569826, 6.941172]	[66, 119]	[48937187, 48937203]	[48937139, 48937192]
0_105	chr3	150546494	150546894	+	1000	781.0	[]	[]	[13.315012]	[83]	[]	[150546668]
0_10501	chr1	24415386	24415786	+	1000	75.0	[11.341048]	[84]	[]	[]	[24415559]	[]
0_10504	chr1	42765920	42766320	+	1000	75.0	[10.302213]	[90]	[8.766753, 9.804404]	[122, 148]	[42766073]	[42766105, 42766131]
0_10510	chr1	154496963	154497363	+	1000	75.0	[7.8937893]	[153]	[11.841372]	[136]	[154497178]	[154497161]
0_10512	chr1	172907125	172907525	+	1000	75.0	[11.807504]	[164]	[]	[]	[172907368]	[]
0_10515	chr1	205832434	205832834	+	1000	75.0	[8.561428]	[118]	[]	[]	[205832614]	[]
0_10527	chr10	73586666	73587066	+	1000	75.0	[8.747017]	[93]	[]	[]	[73586847]	[]
0_1053	chr5	126600725	126601125	+	1000	624.0	[]	[]	[11.617513]	[86]	[]	[126600910]
0_10531	chr11	64745063	64745463	+	1000	75.0	[6.761118, 9.240441]	[133, 191]	[]	[]	[64745252, 64745310]	[]
0_10532	chr11	117511932	117512332	+	1000	75.0	[9.721299, 13.315012]	[95, 114]	[]	[]	[117512119, 117512138]	[]
0_10534	chr11	119684333	119684733	+	1000	75.0	[]	[]	[10.186114, 10.617495]	[84, 104]	[]	[119684509, 119684529]
0_10535	chr11	134483313	134483713	+	1000	75.0	[]	[]	[9.275414]	[95]	[]	[134483503]
0_10537	chr12	42426738	42427138	+	1000	75.0	[]	[]	[11.8865]	[71]	[]	[42426902]
0_1054	chr8	144950669	144951069	+	1000	624.0	[]	[]	[8.561428]	[106]	[]	[144950867]
0_10540	chr12	109573119	109573519	+	1000	75.0	[6.8594165]	[133]	[]	[]	[109573326]	[]
0_10542	chr12	120225853	120226253	+	1000	75.0	[11.07903]	[101]	[6.9403663, 6.4939]	[120, 129]	[120226042]	[120226061, 120226070]
0_10544	chr13	98981637	98982037	+	1000	75.0	[7.1347384]	[112]	[10.951742, 14.741034]	[135, 158]	[98981831]	[98981854, 98981877]
0_10547	chr14	56117842	56118242	+	1000	75.0	[]	[]	[11.8865]	[154]	[]	[56118074]
0_10549	chr14	103122072	103122472	+	1000	75.0	[]	[]	[11.543174]	[103]	[]	[103122264]
0_10551	chr15	77187837	77188237	+	1000	75.0	[]	[]	[13.885272, 9.643549]	[125, 146]	[]	[77188028, 77188049]
0_10554	chr17	7710326	7710726	+	1000	75.0	[]	[]	[10.782356, 12.18114, 14.741034, 16.797768]	[69, 75, 97, 118]	[]	[7710484, 7710490, 7710512, 7710533]
0_10558	chr17	73401919	73402319	+	1000	75.0	[6.7089868, 13.397782]	[88, 94]	[]	[]	[73402106, 73402112]	[]
0_1056	chr11	103091998	103092398	+	1000	623.0	[]	[]	[11.02127]	[100]	[]	[103092198]
0_10562	chr19	1491068	1491468	+	1000	75.0	[14.504025]	[218]	[]	[]	[1491297]	[]
0_10563	chr19	2944763	2945163	+	1000	75.0	[]	[]	[9.292399]	[156]	[]	[2945001]
0_10565	chr19	11091792	11092192	+	1000	75.0	[7.606359]	[146]	[]	[]	[11092018]	[]
0_10574	chr19	55494485	55494885	+	1000	75.0	[7.3535852]	[199]	[]	[]	[55494733]	[]
0_10575	chr2	21123522	21123922	+	1000	75.0	[8.108106]	[68]	[]	[]	[21123684]	[]
0_1058	chr12	57078796	57079196	+	1000	622.0	[]	[]	[11.055684]	[90]	[]	[57078984]
0_10581	chr2	96601742	96602142	+	1000	75.0	[]	[]	[8.548608]	[103]	[]	[96601932]
0_10582	chr2	105796164	105796564	+	1000	75.0	[14.741034]	[90]	[]	[]	[105796353]	[]
0_10583	chr2	121596340	121596740	+	1000	75.0	[6.8660955]	[120]	[10.650471]	[80]	[121596546]	[121596506]
0_10584	chr2	168936032	168936432	+	1000	75.0	[7.9251723, 8.441496]	[172, 183]	[]	[]	[168936268, 168936279]	[]
0_10586	chr2	170503954	170504354	+	1000	75.0	[10.381482]	[169]	[15.100268]	[133]	[170504191]	[170504155]
0_10588	chr2	174597620	174598020	+	1000	75.0	[13.538871, 6.6204314]	[106, 139]	[]	[]	[174597812, 174597845]	[]
0_10591	chr2	241804869	241805269	+	1000	75.0	[]	[]	[8.3116, 11.700283]	[110, 155]	[]	[241805072, 241805117]
0_10595	chr21	29966577	29966977	+	1000	75.0	[8.830417, 15.100268, 10.808876]	[69, 88, 118]	[]	[]	[29966731, 29966750, 29966780]	[]
0_106	chr1	183471872	183472272	+	1000	780.0	[]	[]	[10.184014]	[76]	[]	[183472047]
0_10602	chr3	47117759	47118159	+	1000	75.0	[]	[]	[8.548608]	[129]	[]	[47117978]
0_10606	chr3	146469448	146469848	+	1000	75.0	[]	[]	[8.561428]	[84]	[]	[146469599]
0_10617	chr5	62403568	62403968	+	1000	75.0	[]	[]	[7.0323954]	[150]	[]	[62403777]
0_10618	chr5	65032280	65032680	+	1000	75.0	[8.952971]	[148]	[]	[]	[65032502]	[]
0_10619	chr5	90657752	90658152	+	1000	75.0	[]	[]	[11.379836]	[125]	[]	[90657966]
0_1062	chr2	152175777	152176177	+	1000	622.0	[]	[]	[9.560779]	[119]	[]	[152175996]
0_10628	chr6	16947551	16947951	+	1000	75.0	[9.032381]	[89]	[]	[]	[16947730]	[]
0_1063	chr20	543626	544026	+	1000	622.0	[]	[]	[8.358616]	[77]	[]	[543803]
0_10631	chr6	36547158	36547558	+	1000	75.0	[]	[]	[13.538871]	[190]	[]	[36547368]
0_10636	chr6	157184198	157184598	+	1000	75.0	[6.736309]	[133]	[9.157671]	[80]	[157184427]	[157184374]
0_10637	chr6	167218452	167218852	+	1000	75.0	[9.275414]	[83]	[]	[]	[167218623]	[]
0_1064	chr15	59657323	59657723	+	1000	621.0	[]	[]	[11.02127, 9.887399]	[106, 125]	[]	[59657526, 59657545]
0_10641	chr7	37448711	37449111	+	1000	75.0	[13.885272, 8.486515, 6.6204314]	[120, 126, 130]	[]	[]	[37448904, 37448910, 37448914]	[]
0_10646	chr7	149865417	149865817	+	1000	75.0	[]	[]	[12.1667385]	[180]	[]	[149865664]
0_10654	chr9	137605659	137606059	+	1000	75.0	[]	[]	[7.7623734]	[148]	[]	[137605891]
0_10657	chr1	8211926	8212326	+	1000	74.0	[13.584]	[143]	[]	[]	[8212160]	[]
0_1066	chr19	49496170	49496570	+	1000	621.0	[13.885272]	[108]	[]	[]	[49496376]	[]
0_10660	chr1	43330250	43330650	+	1000	74.0	[9.706897]	[77]	[]	[]	[43330405]	[]
0_10663	chr1	100400359	100400759	+	1000	74.0	[11.52214, 7.5685887, 8.016659]	[108, 121, 125]	[]	[]	[100400546, 100400559, 100400563]	[]
0_10665	chr1	153540771	153541171	+	1000	74.0	[7.4575276]	[130]	[6.6204314]	[144]	[153540963]	[153540977]
0_1067	chr2	69643630	69644030	+	1000	621.0	[]	[]	[14.504025, 11.617513]	[64, 81]	[]	[69643791, 69643808]
0_10670	chr1	197775221	197775621	+	1000	74.0	[10.782356]	[129]	[]	[]	[197775433]	[]
0_10672	chr1	204763793	204764193	+	1000	74.0	[9.047306]	[97]	[12.640427]	[86]	[204763979]	[204763968]
0_10676	chr10	15313845	15314245	+	1000	74.0	[11.807504]	[118]	[]	[]	[15314041]	[]
