#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F7_idr.fa E2F7 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
103_10774	chr2	3377782	3378182	+	720	27.0	[]	[]	[7.2898073]	[91]	[]	[3377963]
103_10785	chr2	62086260	62086660	+	657	27.0	[4.3509426]	[141]	[7.360343]	[103]	[62086463]	[62086425]
103_1079	chr9	131276220	131276620	+	1000	57.5	[]	[]	[7.2898073]	[154]	[]	[131276467]
103_10791	chr2	99771802	99772202	+	690	27.0	[8.3977785]	[156]	[]	[]	[99772034]	[]
103_10811	chr20	57350976	57351376	+	682	27.0	[]	[]	[8.933427, 7.2898073]	[158, 199]	[]	[57351182, 57351223]
103_10818	chr22	19074139	19074539	+	713	27.0	[4.3509426]	[178]	[]	[]	[19074372]	[]
103_10832	chr22	20411908	20412308	+	555	27.0	[]	[]	[8.3977785]	[230]	[]	[20412143]
103_10835	chr22	20876651	20877051	+	744	27.0	[8.3977785]	[108]	[]	[]	[20876812]	[]
103_10837	chr22	21061928	21062328	+	740	27.0	[]	[]	[4.3509426]	[92]	[]	[21062081]
103_10847	chr22	23067487	23067887	+	728	27.0	[7.2898073]	[82]	[]	[]	[23067648]	[]
103_10851	chr22	30425524	30425924	+	712	27.0	[]	[]	[8.3977785, 7.2898073]	[147, 202]	[]	[30425719, 30425774]
103_10863	chr3	37176228	37176628	+	728	27.0	[7.2898073]	[125]	[]	[]	[37176408]	[]
103_10867	chr3	42904105	42904505	+	727	27.0	[8.3977785]	[125]	[]	[]	[42904302]	[]
103_10894	chr5	12574652	12575052	+	684	27.0	[15.05599]	[108]	[]	[]	[12574838]	[]
103_10900	chr5	57173834	57174234	+	759	27.0	[8.3977785]	[84]	[]	[]	[57174012]	[]
103_10904	chr5	91314329	91314729	+	665	27.0	[8.3977785]	[144]	[]	[]	[91314553]	[]
103_1091	chr2	190534521	190534921	+	1000	57.0	[]	[]	[4.3509426, 13.948019]	[140, 148]	[]	[190534759, 190534767]
103_10917	chr6	7202559	7202959	+	664	27.0	[]	[]	[7.2898073]	[172]	[]	[7202771]
103_10930	chr6	28490469	28490869	+	681	27.0	[]	[]	[8.3977785]	[124]	[]	[28490681]
103_10941	chr6	41779964	41780364	+	715	27.0	[]	[]	[4.3509426, 8.468314]	[141, 211]	[]	[41780125, 41780195]
103_10948	chr6	124965518	124965918	+	621	27.0	[8.3977785]	[112]	[]	[]	[124965693]	[]
103_1097	chr6	27290130	27290530	+	1000	57.0	[8.3977785]	[206]	[]	[]	[27290361]	[]
103_10990	chr7	127365161	127365561	+	731	27.0	[8.3977785]	[238]	[]	[]	[127365407]	[]
103_11008	chr8	66105708	66106108	+	716	27.0	[8.3977785]	[194]	[]	[]	[66105943]	[]
103_11019	chr8	140637176	140637576	+	737	27.0	[]	[]	[4.3509426]	[76]	[]	[140637329]
103_11037	chr9	128117636	128118036	+	625	27.0	[]	[]	[8.933427]	[159]	[]	[128117837]
103_11038	chr9	129862316	129862716	+	743	27.0	[8.3977785]	[183]	[]	[]	[129862519]	[]
103_11056	chr1	27529071	27529471	+	617	26.5	[8.3977785]	[145]	[]	[]	[27529272]	[]
103_11089	chr1	153963690	153964090	+	709	26.5	[8.3977785]	[151]	[]	[]	[153963868]	[]
103_1109	chr18	6676052	6676452	+	1000	56.5	[8.3977785]	[149]	[]	[]	[6676289]	[]
103_11134	chr10	79084181	79084581	+	684	26.5	[]	[]	[8.3977785]	[170]	[]	[79084375]
103_11139	chr10	110067961	110068361	+	642	26.5	[8.933427]	[152]	[]	[]	[110068204]	[]
103_11150	chr11	65899519	65899919	+	702	26.5	[]	[]	[4.3509426]	[103]	[]	[65899722]
103_11159	chr11	124190252	124190652	+	688	26.5	[]	[]	[8.3977785]	[158]	[]	[124190501]
103_1116	chr20	50739707	50740107	+	1000	56.5	[]	[]	[15.05599]	[129]	[]	[50739894]
103_11162	chr12	47963365	47963765	+	661	26.5	[4.3509426]	[138]	[4.3509426]	[82]	[47963585]	[47963529]
103_11172	chr12	110048460	110048860	+	716	26.5	[7.2898073]	[166]	[]	[]	[110048687]	[]
103_11178	chr13	30465914	30466314	+	657	26.5	[]	[]	[8.3977785]	[118]	[]	[30466119]
103_11188	chr13	93267239	93267639	+	648	26.5	[8.468314]	[103]	[]	[]	[93267439]	[]
103_11198	chr15	40763025	40763425	+	697	26.5	[]	[]	[7.2898073]	[227]	[]	[40763257]
103_112	chr17_GL000205v2_random	140581	140981	+	1000	224.5	[4.3509426]	[110]	[]	[]	[140791]	[]
103_11205	chr15	78148683	78149083	+	602	26.5	[4.886591]	[183]	[]	[]	[78148916]	[]
103_11217	chr16	79964045	79964445	+	549	26.5	[8.3977785]	[142]	[]	[]	[79964257]	[]
103_11220	chr16	84143563	84143963	+	610	26.5	[]	[]	[8.3977785]	[159]	[]	[84143765]
103_11221	chr16	84607752	84608152	+	709	26.5	[]	[]	[8.3977785]	[65]	[]	[84607910]
103_11231	chr17	39334156	39334556	+	692	26.5	[8.3977785]	[241]	[]	[]	[39334399]	[]
103_11242	chr17	78213907	78214307	+	649	26.5	[]	[]	[8.3977785]	[202]	[]	[78214146]
103_11243	chr17	80147123	80147523	+	633	26.5	[4.3509426, 13.948019]	[121, 137]	[7.2898073]	[141]	[80147297, 80147313]	[80147317]
103_11255	chr19	863697	864097	+	607	26.5	[]	[]	[13.948019]	[154]	[]	[863942]
103_11259	chr19	10027651	10028051	+	589	26.5	[8.3977785, 8.3977785]	[131, 179]	[]	[]	[10027813, 10027861]	[]
103_11280	chr19	52734905	52735305	+	684	26.5	[]	[]	[15.05599, 4.3509426]	[79, 124]	[]	[52735082, 52735127]
103_11282	chr19	55146686	55147086	+	662	26.5	[8.3977785]	[173]	[4.3509426]	[110]	[55146918]	[55146855]
103_11295	chr2	158214449	158214849	+	603	26.5	[8.933427]	[197]	[]	[]	[158214676]	[]
103_11298	chr2	170299037	170299437	+	562	26.5	[]	[]	[8.3977785]	[94]	[]	[170299200]
103_113	chr5	40755883	40756283	+	1000	222.5	[]	[]	[13.948019]	[104]	[]	[40756076]
103_11303	chr20	818728	819128	+	704	26.5	[8.468314, 7.2898073]	[78, 87]	[]	[]	[818888, 818897]	[]
103_11315	chr20	63864002	63864402	+	567	26.5	[4.3509426]	[130]	[]	[]	[63864165]	[]
103_11326	chr21	42942246	42942646	+	656	26.5	[15.05599]	[120]	[]	[]	[42942453]	[]
103_11329	chr21	46635744	46636144	+	711	26.5	[8.3977785, 8.3977785]	[202, 212]	[]	[]	[46635977, 46635987]	[]
103_11336	chr22	19378966	19379366	+	655	26.5	[8.468314, 8.3977785]	[107, 140]	[]	[]	[19379124, 19379157]	[]
103_11379	chr3	47522042	47522442	+	676	26.5	[]	[]	[8.933427]	[140]	[]	[47522237]
103_11383	chr3	80733468	80733868	+	587	26.5	[]	[]	[15.05599]	[135]	[]	[80733666]
103_11419	chr5	54738573	54738973	+	668	26.5	[7.2898073]	[128]	[]	[]	[54738792]	[]
103_11422	chr5	80204837	80205237	+	694	26.5	[]	[]	[7.2898073]	[126]	[]	[80204995]
103_11447	chr6	26314004	26314404	+	677	26.5	[]	[]	[8.3977785]	[128]	[]	[26314220]
103_11460	chr6	41682151	41682551	+	703	26.5	[]	[]	[8.3977785]	[104]	[]	[41682307]
103_11464	chr6	49662137	49662537	+	608	26.5	[]	[]	[8.3977785]	[177]	[]	[49662322]
103_1147	chr22	41205013	41205413	+	1000	56.0	[8.3977785]	[83]	[8.3977785]	[105]	[41205187]	[41205209]
103_11484	chr6	159988254	159988654	+	688	26.5	[]	[]	[8.468314]	[117]	[]	[159988427]
103_115	chr16	74666723	74667123	+	1000	217.0	[8.3977785]	[81]	[]	[]	[74666897]	[]
103_11526	chr7	139387784	139388184	+	685	26.5	[7.2898073]	[88]	[]	[]	[139387971]	[]
103_1153	chr5	82969211	82969611	+	1000	56.0	[]	[]	[15.05599]	[104]	[]	[82969389]
103_11530	chr7	148262834	148263234	+	676	26.5	[8.3977785]	[83]	[]	[]	[148263017]	[]
103_11538	chr8	22366805	22367205	+	633	26.5	[13.948019]	[160]	[]	[]	[22367017]	[]
103_11545	chr8	101098418	101098818	+	620	26.5	[8.933427]	[124]	[]	[]	[101098641]	[]
103_11561	chr9	128246494	128246894	+	604	26.5	[8.3977785, 8.3977785]	[111, 122]	[]	[]	[128246697, 128246708]	[]
103_11563	chr9	128783545	128783945	+	710	26.5	[8.3977785]	[180]	[]	[]	[128783730]	[]
103_11564	chr9	129698295	129698695	+	619	26.5	[15.05599]	[115]	[]	[]	[129698502]	[]
103_11573	chrX	101932062	101932462	+	681	26.5	[]	[]	[7.2898073]	[96]	[]	[101932258]
103_11575	chrX	130121059	130121459	+	549	26.5	[]	[]	[4.3509426]	[156]	[]	[130121303]
103_11579	chrX	153928257	153928657	+	677	26.5	[8.3977785]	[199]	[8.3977785]	[159]	[153928488]	[153928448]
103_11592	chr1	16194441	16194841	+	634	26.0	[]	[]	[8.3977785]	[123]	[]	[16194663]
103_11606	chr1	27857978	27858378	+	661	26.0	[8.3977785]	[141]	[8.3977785]	[90]	[27858203]	[27858152]
103_11607	chr1	28249892	28250292	+	641	26.0	[8.3977785]	[114]	[]	[]	[28250106]	[]
103_11643	chr1	119859617	119860017	+	612	26.0	[]	[]	[7.2898073]	[114]	[]	[119859827]
103_11650	chr1	155562096	155562496	+	585	26.0	[]	[]	[8.3977785]	[182]	[]	[155562298]
103_11652	chr1	156125147	156125547	+	604	26.0	[]	[]	[15.05599]	[183]	[]	[156125364]
103_11660	chr1	168224528	168224928	+	674	26.0	[8.3977785, 8.3977785]	[148, 169]	[]	[]	[168224707, 168224728]	[]
103_1167	chr14	21383964	21384364	+	1000	55.5	[]	[]	[7.2898073, 7.2898073]	[110, 133]	[]	[21384138, 21384161]
103_11689	chr1	234894005	234894405	+	625	26.0	[8.3977785]	[78]	[]	[]	[234894181]	[]
103_11693	chr10	3809620	3810020	+	558	26.0	[8.468314]	[126]	[4.3509426]	[88]	[3809830]	[3809792]
103_11720	chr11	47153133	47153533	+	641	26.0	[15.05599]	[132]	[]	[]	[47153304]	[]
103_11726	chr11	66371998	66372398	+	677	26.0	[8.3977785]	[71]	[7.2898073]	[106]	[66372159]	[66372194]
103_11728	chr11	72223304	72223704	+	653	26.0	[]	[]	[4.3509426]	[80]	[]	[72223481]
103_11730	chr11	73875880	73876280	+	610	26.0	[4.3509426, 8.3977785]	[80, 128]	[8.3977785]	[67]	[73876045, 73876093]	[73876032]
103_11739	chr12	25386157	25386557	+	621	26.0	[]	[]	[8.3977785]	[215]	[]	[25386399]
103_11752	chr12	109845319	109845719	+	675	26.0	[]	[]	[8.468314, 7.2898073]	[154, 162]	[]	[109845551, 109845559]
103_11758	chr13	46281665	46282065	+	634	26.0	[8.3977785]	[166]	[]	[]	[46281872]	[]
103_1179	chr22	20206080	20206480	+	1000	55.5	[]	[]	[8.3977785]	[173]	[]	[20206266]
103_11791	chr16	10743614	10744014	+	658	26.0	[9.901183]	[82]	[8.3977785, 8.3977785]	[116, 154]	[10743774]	[10743808, 10743846]
103_11799	chr16	57712489	57712889	+	614	26.0	[]	[]	[4.3509426]	[155]	[]	[57712726]
103_118	chr22	20496195	20496595	+	1000	210.5	[8.3977785, 8.3977785]	[122, 167]	[]	[]	[20496400, 20496445]	[]
103_11802	chr16	87915940	87916340	+	573	26.0	[4.3509426]	[125]	[]	[]	[87916120]	[]
103_11803	chr16	89816723	89817123	+	630	26.0	[8.3977785]	[85]	[8.3977785, 7.2898073]	[90, 159]	[89816877]	[89816882, 89816951]
103_11824	chr17	60389765	60390165	+	595	26.0	[4.3509426]	[174]	[8.468314]	[136]	[60389969]	[60389931]
103_11828	chr17	78140046	78140446	+	662	26.0	[]	[]	[8.3977785]	[97]	[]	[78140227]
103_11835	chr18	9912002	9912402	+	594	26.0	[]	[]	[8.468314]	[175]	[]	[9912180]
103_11841	chr19	2974437	2974837	+	664	26.0	[8.3977785]	[78]	[]	[]	[2974615]	[]
103_11843	chr19	6771634	6772034	+	546	26.0	[]	[]	[8.3977785]	[149]	[]	[6771836]
103_11844	chr19	7637592	7637992	+	648	26.0	[8.3977785]	[128]	[]	[]	[7637763]	[]
103_11852	chr19	18291796	18292196	+	614	26.0	[]	[]	[8.3977785]	[133]	[]	[18292024]
103_11855	chr19	35748142	35748542	+	653	26.0	[8.3977785]	[103]	[7.2898073]	[70]	[35748328]	[35748295]
103_11860	chr19	47013069	47013469	+	685	26.0	[]	[]	[8.3977785]	[141]	[]	[47013284]
103_11868	chr19	58278311	58278711	+	633	26.0	[8.3977785]	[101]	[]	[]	[58278484]	[]
103_11888	chr2	70190087	70190487	+	674	26.0	[]	[]	[8.3977785]	[142]	[]	[70190238]
103_1189	chr1	205157155	205157555	+	1000	55.0	[8.3977785]	[154]	[]	[]	[205157332]	[]
103_11902	chr2	216114729	216115129	+	613	26.0	[]	[]	[7.2898073]	[187]	[]	[216114977]
103_11905	chr20	32665290	32665690	+	680	26.0	[]	[]	[8.3977785]	[144]	[]	[32665487]
103_11926	chr22	16601841	16602241	+	662	26.0	[]	[]	[8.3977785]	[136]	[]	[16602009]
103_1193	chr12	55972988	55973388	+	1000	55.0	[]	[]	[8.3977785]	[132]	[]	[55973215]
103_11956	chr22	37255512	37255912	+	603	26.0	[]	[]	[8.3977785]	[182]	[]	[37255749]
103_11978	chr3	129161043	129161443	+	627	26.0	[]	[]	[7.2898073]	[217]	[]	[129161279]
103_11982	chr3	157572539	157572939	+	616	26.0	[]	[]	[8.3977785]	[200]	[]	[157572772]
103_11984	chr3	184298567	184298967	+	626	26.0	[]	[]	[8.3977785]	[157]	[]	[184298788]
103_11997	chr4	152536448	152536848	+	624	26.0	[7.2898073]	[111]	[]	[]	[152536641]	[]
103_12008	chr5	141591942	141592342	+	594	26.0	[]	[]	[7.2898073]	[189]	[]	[141592171]
103_1201	chr22	22109689	22110089	+	1000	55.0	[8.3977785, 8.3977785]	[109, 197]	[]	[]	[22109850, 22109938]	[]
103_12012	chr5	177591718	177592118	+	686	26.0	[4.3509426]	[156]	[]	[]	[177591926]	[]
103_12019	chr6	15977247	15977647	+	684	26.0	[4.3509426]	[131]	[]	[]	[15977432]	[]
103_1204	chr22	23069820	23070220	+	1000	55.0	[7.2898073]	[95]	[]	[]	[23070014]	[]
103_12040	chr6	135321299	135321699	+	624	26.0	[]	[]	[7.2898073]	[184]	[]	[135321521]
103_12051	chr7	13990906	13991306	+	645	26.0	[]	[]	[8.933427]	[147]	[]	[13991136]
103_12059	chr7	88220043	88220443	+	601	26.0	[]	[]	[4.3509426]	[95]	[]	[88220229]
103_12067	chr7	123719208	123719608	+	598	26.0	[]	[]	[8.3977785]	[144]	[]	[123719448]
103_1208	chr5	173055993	173056393	+	1000	55.0	[8.3977785]	[127]	[]	[]	[173056197]	[]
103_12095	chr8	124526321	124526721	+	614	26.0	[]	[]	[8.3977785]	[144]	[]	[124526496]
103_12097	chr8	127749922	127750322	+	691	26.0	[8.3977785]	[137]	[]	[]	[127750137]	[]
103_1212	chr9	130835531	130835931	+	1000	55.0	[7.360343]	[160]	[]	[]	[130835777]	[]
103_12120	chr9	130980120	130980520	+	562	26.0	[8.3977785]	[129]	[]	[]	[130980303]	[]
103_12143	chr1	24705233	24705633	+	613	25.5	[4.3509426]	[215]	[]	[]	[24705454]	[]
103_12147	chr1	27479679	27480079	+	552	25.5	[8.3977785]	[60]	[]	[]	[27479831]	[]
103_12153	chr1	28887753	28888153	+	631	25.5	[8.3977785]	[221]	[]	[]	[28887991]	[]
103_12159	chr1	40948829	40949229	+	601	25.5	[]	[]	[8.3977785]	[97]	[]	[40949015]
103_12165	chr1	51234190	51234590	+	641	25.5	[8.3977785]	[85]	[]	[]	[51234375]	[]
103_12167	chr1	66934225	66934625	+	628	25.5	[]	[]	[4.3509426]	[176]	[]	[66934462]
103_12169	chr1	84506191	84506591	+	601	25.5	[]	[]	[4.3509426]	[235]	[]	[84506441]
103_1217	chr15	90901745	90902145	+	1000	54.5	[]	[]	[8.3977785]	[76]	[]	[90901906]
103_1219	chr16	30092452	30092852	+	1000	54.5	[]	[]	[15.05599]	[98]	[]	[30092641]
103_1221	chr18	31738920	31739320	+	1000	54.5	[15.05599]	[119]	[]	[]	[31739112]	[]
103_12218	chr10	24897289	24897689	+	637	25.5	[]	[]	[8.3977785]	[182]	[]	[24897507]
103_12227	chr10	50323391	50323791	+	577	25.5	[8.3977785]	[153]	[]	[]	[50323575]	[]
103_12243	chr11	4072727	4073127	+	553	25.5	[]	[]	[8.933427]	[147]	[]	[4072950]
103_12249	chr11	61360762	61361162	+	639	25.5	[8.3977785]	[134]	[]	[]	[61360944]	[]
103_1225	chr19	48899918	48900318	+	1000	54.5	[]	[]	[15.05599]	[108]	[]	[48900123]
103_12254	chr11	67390990	67391390	+	630	25.5	[11.009154]	[122]	[]	[]	[67391161]	[]
103_12258	chr11	75399325	75399725	+	645	25.5	[4.3509426]	[63]	[8.3977785]	[123]	[75399479]	[75399539]
103_12276	chr12	100200415	100200815	+	580	25.5	[]	[]	[4.886591]	[66]	[]	[100200574]
103_12282	chr12	116533345	116533745	+	546	25.5	[]	[]	[8.3977785]	[86]	[]	[116533509]
103_12285	chr12	124992835	124993235	+	609	25.5	[4.3509426, 8.3977785]	[205, 234]	[8.3977785]	[191]	[124993056, 124993085]	[124993042]
103_123	chr17	36948596	36948996	+	1000	203.0	[13.948019]	[133]	[]	[]	[36948828]	[]
103_12305	chr15	64841414	64841814	+	617	25.5	[4.3509426, 8.3977785]	[76, 85]	[8.3977785]	[112]	[64841586, 64841595]	[64841622]
103_12306	chr15	76335681	76336081	+	614	25.5	[]	[]	[8.3977785]	[101]	[]	[76335871]
103_12313	chr16	2008708	2009108	+	629	25.5	[15.05599]	[173]	[]	[]	[2008949]	[]
103_12336	chr17	41549134	41549534	+	552	25.5	[8.3977785]	[220]	[]	[]	[41549355]	[]
103_12337	chr17	48545883	48546283	+	623	25.5	[8.3977785]	[78]	[]	[]	[48546036]	[]
103_1234	chr6	27472978	27473378	+	1000	54.5	[]	[]	[8.3977785]	[178]	[]	[27473168]
103_12351	chr19	544771	545171	+	618	25.5	[8.3977785, 8.3977785]	[106, 125]	[]	[]	[544971, 544990]	[]
103_12352	chr19	551413	551813	+	670	25.5	[8.3977785, 8.3977785]	[133, 157]	[]	[]	[551628, 551652]	[]
103_12355	chr19	2019646	2020046	+	558	25.5	[8.3977785]	[216]	[]	[]	[2019871]	[]
