#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2C1_idr.fa NR2C1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
768_10204	chr2	25253231	25253631	+	851	51.5	[10.371254, 10.371254]	[123, 130]	[]	[]	[25253425, 25253432]	[]
768_10211	chr20	49979107	49979507	+	980	51.5	[]	[]	[10.338945]	[153]	[]	[49979292]
768_10213	chr20	62972075	62972475	+	932	51.5	[]	[]	[10.338945, 10.338945]	[134, 189]	[]	[62972247, 62972302]
768_10216	chr22	22020347	22020747	+	970	51.5	[10.338945]	[164]	[]	[]	[22020575]	[]
768_1022	chr20	57461071	57461471	+	1000	310.0	[10.338945]	[107]	[10.371254]	[116]	[57461266]	[57461275]
768_10223	chr22	37561666	37562066	+	932	51.5	[]	[]	[7.9191227]	[150]	[]	[37561897]
768_1024	chr6	43181951	43182351	+	1000	309.5	[]	[]	[10.338945]	[129]	[]	[43182162]
768_10240	chr5	134225272	134225672	+	799	51.5	[]	[]	[10.338945]	[106]	[]	[134225462]
768_10241	chr5	135141181	135141581	+	947	51.5	[]	[]	[10.371254]	[113]	[]	[135141382]
768_10253	chr6	158031468	158031868	+	872	51.5	[10.338945]	[184]	[]	[]	[158031654]	[]
768_10271	chr8	122760192	122760592	+	732	51.5	[10.338945, 10.338945]	[114, 122]	[]	[]	[122760406, 122760414]	[]
768_1028	chr5	140401338	140401738	+	1000	308.0	[10.338945, 7.9514318]	[130, 171]	[]	[]	[140401539, 140401580]	[]
768_10285	chr1	29304356	29304756	+	896	51.0	[]	[]	[10.338945]	[137]	[]	[29304588]
768_103	chr20	35699189	35699589	+	1000	1150.5	[]	[]	[7.9191227]	[152]	[]	[35699432]
768_10316	chr11	86924722	86925122	+	953	51.0	[10.338945]	[66]	[]	[]	[86924876]	[]
768_10319	chr12	57591053	57591453	+	705	51.0	[7.9191227]	[101]	[]	[]	[57591229]	[]
768_1033	chr16	58121110	58121510	+	1000	306.5	[10.371254]	[111]	[]	[]	[58121314]	[]
768_10333	chr16	48603568	48603968	+	695	51.0	[10.338945]	[176]	[10.338945]	[150]	[48603817]	[48603791]
768_10335	chr17	7630279	7630679	+	968	51.0	[]	[]	[10.371254, 10.371254, 10.338945]	[163, 170, 212]	[]	[7630480, 7630487, 7630529]
768_10338	chr17	51118291	51118691	+	946	51.0	[10.371254]	[163]	[10.338945]	[82]	[51118523]	[51118442]
768_10347	chr18	57533919	57534319	+	898	51.0	[10.371254]	[113]	[10.371254]	[150]	[57534131]	[57534168]
768_10375	chr22	20492167	20492567	+	948	51.0	[10.338945]	[122]	[]	[]	[20492324]	[]
768_10381	chr22	40856543	40856943	+	949	51.0	[]	[]	[10.371254]	[89]	[]	[40856694]
768_10391	chr3	72888916	72889316	+	670	51.0	[]	[]	[7.9514318]	[167]	[]	[72889136]
768_104	chr16	30698980	30699380	+	1000	1148.5	[10.371254, 10.338945, 10.371254]	[145, 152, 162]	[]	[]	[30699152, 30699159, 30699169]	[]
768_10400	chr6	31727481	31727881	+	961	51.0	[10.338945]	[93]	[]	[]	[31727650]	[]
768_10403	chr6	83065715	83066115	+	653	51.0	[]	[]	[10.338945]	[170]	[]	[83065921]
768_10406	chr6	163956641	163957041	+	810	51.0	[10.371254]	[136]	[]	[]	[163956860]	[]
768_10415	chr7	100852470	100852870	+	783	51.0	[7.9191227]	[211]	[]	[]	[100852637]	[]
768_10417	chr7	112422719	112423119	+	933	51.0	[10.371254]	[288]	[]	[]	[112422963]	[]
768_10419	chr7	151060028	151060428	+	974	51.0	[7.9514318, 10.338945]	[128, 140]	[]	[]	[151060205, 151060217]	[]
768_1042	chr7	100482996	100483396	+	1000	304.0	[10.371254]	[84]	[]	[]	[100483175]	[]
768_10439	chr1	107057724	107058124	+	934	50.5	[7.9514318]	[113]	[10.371254]	[88]	[107057906]	[107057881]
768_1044	chr19	17606310	17606710	+	1000	303.5	[]	[]	[10.371254, 10.338945]	[115, 153]	[]	[17606510, 17606548]
768_10460	chr11	118930086	118930486	+	943	50.5	[]	[]	[10.338945]	[123]	[]	[118930253]
768_1047	chr16	2189540	2189940	+	1000	302.0	[]	[]	[10.371254, 10.338945]	[108, 115]	[]	[2189747, 2189754]
768_10471	chr15	40098494	40098894	+	904	50.5	[]	[]	[10.371254]	[151]	[]	[40098660]
768_10474	chr15	48878069	48878469	+	950	50.5	[]	[]	[10.371254, 10.371254]	[95, 128]	[]	[48878221, 48878254]
768_10475	chr15	68279768	68280168	+	878	50.5	[]	[]	[10.371254]	[187]	[]	[68279991]
768_10476	chr15	72232109	72232509	+	867	50.5	[]	[]	[10.371254]	[183]	[]	[72232296]
768_10487	chr17	40647831	40648231	+	946	50.5	[]	[]	[7.9514318]	[169]	[]	[40648069]
768_10495	chr19	9435326	9435726	+	904	50.5	[]	[]	[7.9514318]	[79]	[]	[9435488]
768_10498	chr19	18341216	18341616	+	931	50.5	[10.338945]	[161]	[]	[]	[18341458]	[]
768_10509	chr2	46500124	46500524	+	868	50.5	[10.371254, 10.338945]	[59, 70]	[]	[]	[46500279, 46500290]	[]
768_10513	chr2	238379405	238379805	+	774	50.5	[]	[]	[10.371254]	[114]	[]	[238379613]
768_10514	chr2	239378517	239378917	+	786	50.5	[]	[]	[10.338945, 10.338945, 10.338945]	[106, 170, 186]	[]	[239378671, 239378735, 239378751]
768_1053	chr6	143677773	143678173	+	1000	300.5	[]	[]	[10.338945]	[61]	[]	[143677930]
768_10535	chr3	47802547	47802947	+	897	50.5	[]	[]	[10.338945]	[129]	[]	[47802707]
768_10542	chr4	38662035	38662435	+	938	50.5	[10.338945]	[113]	[]	[]	[38662233]	[]
768_10546	chr5	55712124	55712524	+	954	50.5	[7.9191227]	[189]	[]	[]	[55712336]	[]
768_10547	chr5	75669111	75669511	+	948	50.5	[]	[]	[10.338945]	[145]	[]	[75669325]
768_10551	chr5	138551461	138551861	+	793	50.5	[]	[]	[10.338945]	[152]	[]	[138551678]
768_1056	chr11	72779665	72780065	+	1000	299.0	[10.338945, 10.371254]	[165, 179]	[]	[]	[72779887, 72779901]	[]
768_1057	chr11	61890821	61891221	+	1000	298.5	[10.371254, 10.371254]	[146, 153]	[]	[]	[61891047, 61891054]	[]
768_1059	chr19	53328918	53329318	+	1000	298.5	[]	[]	[10.371254]	[108]	[]	[53329123]
768_10591	chr9	132780695	132781095	+	957	50.5	[10.371254]	[194]	[]	[]	[132780914]	[]
768_10593	chrX	48702085	48702485	+	952	50.5	[]	[]	[10.338945, 10.371254]	[133, 142]	[]	[48702268, 48702277]
768_1060	chr7	129054730	129055130	+	1000	297.0	[7.9514318]	[157]	[]	[]	[129054958]	[]
768_1061	chr16	19067613	19068013	+	1000	296.5	[7.9191227, 10.371254]	[94, 103]	[]	[]	[19067806, 19067815]	[]
768_10628	chr10	100359027	100359427	+	929	50.0	[]	[]	[10.371254]	[103]	[]	[100359186]
768_10632	chr11	65498545	65498945	+	860	50.0	[]	[]	[10.338945]	[223]	[]	[65498773]
768_10635	chr11	106076988	106077388	+	706	50.0	[10.338945]	[218]	[]	[]	[106077234]	[]
768_10637	chr12	108700014	108700414	+	913	50.0	[]	[]	[7.9191227]	[185]	[]	[108700204]
768_10640	chr13	60396029	60396429	+	936	50.0	[]	[]	[10.371254]	[162]	[]	[60396226]
768_10649	chr17	8177046	8177446	+	854	50.0	[]	[]	[7.9514318, 10.371254]	[102, 110]	[]	[8177244, 8177252]
768_1065	chrX	48917288	48917688	+	1000	295.5	[]	[]	[10.371254]	[157]	[]	[48917504]
768_1066	chr1	1433034	1433434	+	1000	294.5	[10.338945, 10.338945]	[75, 109]	[]	[]	[1433190, 1433224]	[]
768_10667	chr19	49128672	49129072	+	906	50.0	[10.371254]	[148]	[10.338945]	[82]	[49128890]	[49128824]
768_1067	chr19	53869425	53869825	+	1000	294.5	[10.338945]	[122]	[]	[]	[53869638]	[]
768_10675	chr2	74206132	74206532	+	909	50.0	[10.371254]	[96]	[10.371254]	[82]	[74206299]	[74206285]
768_10709	chr5	68505874	68506274	+	936	50.0	[10.371254]	[162]	[]	[]	[68506073]	[]
768_10711	chr5	149632350	149632750	+	932	50.0	[10.338945]	[105]	[]	[]	[149632542]	[]
768_10715	chr6	14727839	14728239	+	615	50.0	[10.371254]	[193]	[10.338945]	[178]	[14728040]	[14728025]
768_10719	chr6	42048182	42048582	+	947	50.0	[]	[]	[7.9191227, 10.338945]	[155, 164]	[]	[42048404, 42048413]
768_1072	chr16	29815883	29816283	+	1000	292.5	[]	[]	[10.338945]	[149]	[]	[29816116]
768_1073	chr22	21564495	21564895	+	1000	291.0	[10.338945]	[109]	[]	[]	[21564695]	[]
768_10741	chr7	155296709	155297109	+	893	50.0	[]	[]	[10.371254]	[172]	[]	[155296947]
768_10745	chr8	141222972	141223372	+	828	50.0	[]	[]	[10.371254]	[162]	[]	[141223199]
768_10761	chr1	25810720	25811120	+	846	49.5	[]	[]	[10.338945]	[159]	[]	[25810940]
768_1078	chr19	55544884	55545284	+	1000	289.5	[10.338945]	[112]	[]	[]	[55545058]	[]
768_10787	chr11	46379125	46379525	+	721	49.5	[10.371254]	[99]	[]	[]	[46379309]	[]
768_10791	chr11	65588447	65588847	+	849	49.5	[10.371254]	[171]	[10.338945, 10.338945]	[159, 179]	[65588630]	[65588618, 65588638]
768_10805	chr15	27235087	27235487	+	904	49.5	[10.371254, 10.371254]	[138, 145]	[]	[]	[27235306, 27235313]	[]
768_10810	chr15	89002322	89002722	+	922	49.5	[]	[]	[10.371254]	[197]	[]	[89002545]
768_10812	chr16	14420722	14421122	+	927	49.5	[]	[]	[10.371254]	[122]	[]	[14420922]
768_10813	chr16	21525337	21525737	+	934	49.5	[]	[]	[10.338945]	[120]	[]	[21525522]
768_10821	chr16	88686545	88686945	+	865	49.5	[]	[]	[7.9191227]	[100]	[]	[88686703]
768_10833	chr19	2269807	2270207	+	614	49.5	[7.9191227, 7.9514318]	[133, 140]	[]	[]	[2270018, 2270025]	[]
768_1084	chr22	50705126	50705526	+	1000	287.5	[]	[]	[10.338945, 10.338945, 10.371254]	[108, 115, 122]	[]	[50705305, 50705312, 50705319]
768_10843	chr19	15169889	15170289	+	840	49.5	[10.338945, 10.371254]	[82, 101]	[]	[]	[15170046, 15170065]	[]
768_10845	chr19	38850944	38851344	+	938	49.5	[]	[]	[7.9191227]	[162]	[]	[38851111]
768_10848	chr19	48741583	48741983	+	905	49.5	[]	[]	[10.371254]	[116]	[]	[48741785]
768_10849	chr19	49680607	49681007	+	884	49.5	[7.9514318]	[201]	[]	[]	[49680843]	[]
768_1085	chr11	3404436	3404836	+	1000	287.0	[10.338945]	[133]	[]	[]	[3404655]	[]
768_1086	chr6	109446032	109446432	+	1000	286.0	[10.338945]	[120]	[]	[]	[109446243]	[]
768_10860	chr2	208489115	208489515	+	793	49.5	[10.371254, 10.371254]	[79, 121]	[]	[]	[208489281, 208489323]	[]
768_10866	chr21	42398347	42398747	+	777	49.5	[10.371254, 10.371254]	[150, 157]	[]	[]	[42398591, 42398598]	[]
768_10873	chr3	36941710	36942110	+	920	49.5	[10.371254]	[197]	[]	[]	[36941954]	[]
768_10874	chr3	56557049	56557449	+	825	49.5	[10.371254]	[150]	[]	[]	[56557233]	[]
768_10883	chr5	36877494	36877894	+	933	49.5	[]	[]	[10.338945]	[110]	[]	[36877672]
768_10885	chr5	112737506	112737906	+	679	49.5	[7.9191227]	[213]	[]	[]	[112737737]	[]
768_10895	chr6	26611674	26612074	+	728	49.5	[10.338945, 10.338945]	[127, 147]	[]	[]	[26611896, 26611916]	[]
768_1090	chr1	46303167	46303567	+	1000	285.0	[10.371254]	[113]	[]	[]	[46303376]	[]
768_10905	chr6	111259070	111259470	+	940	49.5	[]	[]	[10.338945]	[178]	[]	[111259314]
768_10910	chr7	32879471	32879871	+	911	49.5	[10.371254]	[92]	[]	[]	[32879663]	[]
768_10915	chr7	103810156	103810556	+	936	49.5	[10.371254]	[128]	[]	[]	[103810352]	[]
768_1092	chr19	49676937	49677337	+	1000	285.0	[7.9191227]	[165]	[10.371254]	[79]	[49677175]	[49677089]
768_10930	chr9	75027562	75027962	+	828	49.5	[10.371254]	[143]	[]	[]	[75027776]	[]
768_10942	chr1	6045104	6045504	+	843	49.0	[10.338945]	[136]	[10.338945, 10.338945]	[127, 142]	[6045336]	[6045327, 6045342]
768_1096	chr1	155911170	155911570	+	1000	284.0	[]	[]	[10.371254, 10.338945]	[90, 97]	[]	[155911349, 155911356]
768_10964	chr1	182586469	182586869	+	899	49.0	[10.371254]	[187]	[]	[]	[182586688]	[]
768_10972	chr11	5581114	5581514	+	895	49.0	[10.371254]	[158]	[]	[]	[5581349]	[]
768_10981	chr11	72229632	72230032	+	818	49.0	[10.371254]	[137]	[]	[]	[72229851]	[]
768_1099	chr11	117224632	117225032	+	1000	283.5	[]	[]	[10.371254]	[145]	[]	[117224844]
768_11	chr16	30922422	30922822	+	1000	1258.0	[7.9514318, 7.9514318]	[103, 116]	[]	[]	[30922624, 30922637]	[]
768_11000	chr14	100192627	100193027	+	909	49.0	[10.371254]	[152]	[]	[]	[100192842]	[]
768_11024	chr19	38728955	38729355	+	659	49.0	[10.371254]	[158]	[]	[]	[38729117]	[]
768_11027	chr19	50657592	50657992	+	815	49.0	[]	[]	[10.371254]	[146]	[]	[50657771]
768_11031	chr2	55048895	55049295	+	906	49.0	[10.338945]	[169]	[]	[]	[55049146]	[]
768_1104	chr10	48470075	48470475	+	1000	282.5	[]	[]	[10.371254]	[97]	[]	[48470270]
768_1105	chr2	30253046	30253446	+	1000	282.0	[10.338945]	[124]	[10.371254]	[113]	[30253249]	[30253238]
768_11053	chr22	22736256	22736656	+	891	49.0	[10.338945]	[240]	[]	[]	[22736506]	[]
768_1106	chr22	21982632	21983032	+	1000	282.0	[7.9191227]	[146]	[]	[]	[21982860]	[]
768_11061	chr3	152235895	152236295	+	658	49.0	[]	[]	[10.338945]	[205]	[]	[152236130]
768_1107	chr7	151091411	151091811	+	1000	282.0	[10.371254]	[131]	[]	[]	[151091630]	[]
768_11084	chr6	70163017	70163417	+	886	49.0	[]	[]	[10.371254]	[224]	[]	[70163246]
768_11098	chr7	139888224	139888624	+	557	49.0	[]	[]	[10.338945]	[238]	[]	[139888414]
768_1110	chrX	43279273	43279673	+	1000	281.5	[10.371254, 10.338945, 10.371254]	[87, 117, 129]	[]	[]	[43279460, 43279490, 43279502]	[]
768_11122	chr1	6523614	6524014	+	890	48.5	[]	[]	[10.338945, 10.371254]	[76, 147]	[]	[6523782, 6523853]
768_11130	chr1	116631591	116631991	+	899	48.5	[10.371254]	[106]	[]	[]	[116631796]	[]
768_11136	chr1	184664675	184665075	+	648	48.5	[10.338945]	[119]	[]	[]	[184664886]	[]
768_11142	chr10	100972531	100972931	+	624	48.5	[]	[]	[10.371254]	[152]	[]	[100972776]
768_1115	chr5	88268709	88269109	+	1000	280.0	[]	[]	[7.9191227]	[95]	[]	[88268901]
768_11150	chr11	119491799	119492199	+	851	48.5	[]	[]	[10.371254, 10.338945]	[108, 140]	[]	[119491991, 119492023]
768_11151	chr12	8066263	8066663	+	883	48.5	[]	[]	[10.371254]	[117]	[]	[8066461]
768_11152	chr12	50354948	50355348	+	662	48.5	[]	[]	[10.371254]	[154]	[]	[50355181]
768_11174	chr17	51166907	51167307	+	710	48.5	[]	[]	[7.9191227]	[157]	[]	[51167110]
768_11208	chr22	21843378	21843778	+	907	48.5	[7.9514318]	[87]	[]	[]	[21843534]	[]
768_11219	chr3	108589396	108589796	+	745	48.5	[7.9191227]	[88]	[]	[]	[108589562]	[]
768_11233	chr5	138476342	138476742	+	669	48.5	[10.338945]	[99]	[]	[]	[138476513]	[]
768_11234	chr5	149702958	149703358	+	856	48.5	[10.338945]	[147]	[10.338945]	[178]	[149703177]	[149703208]
768_11259	chr8	90579755	90580155	+	901	48.5	[]	[]	[10.338945]	[163]	[]	[90580000]
768_1127	chr12	113966140	113966540	+	1000	277.0	[]	[]	[10.371254]	[125]	[]	[113966357]
768_1128	chr15	56887562	56887962	+	1000	276.5	[]	[]	[10.371254]	[104]	[]	[56887740]
768_113	chr8	123274109	123274509	+	1000	1136.5	[]	[]	[10.371254]	[91]	[]	[123274300]
768_1130	chr17	17840242	17840642	+	1000	276.5	[10.371254]	[136]	[7.9514318]	[160]	[17840464]	[17840488]
768_11307	chr10	11898719	11899119	+	858	48.0	[10.338945]	[194]	[]	[]	[11898936]	[]
768_1131	chr10	72275390	72275790	+	1000	276.0	[7.9514318, 7.9514318]	[106, 113]	[]	[]	[72275595, 72275602]	[]
768_11310	chr10	60778377	60778777	+	896	48.0	[10.338945, 7.9191227]	[116, 122]	[]	[]	[60778583, 60778589]	[]
768_11316	chr11	3867288	3867688	+	890	48.0	[10.371254]	[112]	[]	[]	[3867445]	[]
768_11320	chr11	67351199	67351599	+	678	48.0	[7.9514318]	[82]	[]	[]	[67351377]	[]
768_11331	chr13	21259802	21260202	+	807	48.0	[10.338945, 10.371254]	[156, 163]	[]	[]	[21260015, 21260022]	[]
768_11332	chr13	97356612	97357012	+	902	48.0	[]	[]	[7.9514318, 10.371254]	[147, 180]	[]	[97356823, 97356856]
768_1135	chr2	152175807	152176207	+	1000	274.5	[]	[]	[7.9191227]	[129]	[]	[152176024]
768_11356	chr19	7534450	7534850	+	854	48.0	[]	[]	[10.338945]	[206]	[]	[7534698]
768_1137	chr12	57001425	57001825	+	1000	274.0	[10.371254]	[142]	[]	[]	[57001650]	[]
768_11370	chr2	24623013	24623413	+	673	48.0	[10.371254]	[208]	[]	[]	[24623191]	[]
768_11378	chr20	38109834	38110234	+	573	48.0	[10.371254]	[170]	[]	[]	[38110072]	[]
768_11380	chr21	21200025	21200425	+	889	48.0	[]	[]	[10.338945]	[104]	[]	[21200194]
768_1139	chr1	45622181	45622581	+	1000	273.5	[]	[]	[10.371254, 10.371254]	[85, 99]	[]	[45622365, 45622379]
768_11398	chr4	6910464	6910864	+	838	48.0	[]	[]	[10.338945]	[181]	[]	[6910699]
768_1140	chr12	132084780	132085180	+	1000	273.5	[]	[]	[10.338945]	[167]	[]	[132085009]
768_11406	chr6	15304377	15304777	+	588	48.0	[]	[]	[10.371254]	[160]	[]	[15304574]
768_1142	chr19	13051562	13051962	+	939	273.0	[]	[]	[10.371254, 10.338945]	[80, 102]	[]	[13051739, 13051761]
768_11441	chr8	1745784	1746184	+	773	48.0	[]	[]	[10.371254]	[107]	[]	[1745980]
768_11443	chr8	47960689	47961089	+	855	48.0	[]	[]	[7.9514318]	[129]	[]	[47960909]
768_11447	chr8	144509031	144509431	+	842	48.0	[]	[]	[10.338945]	[204]	[]	[144509252]
768_11456	chr9	134205091	134205491	+	828	48.0	[]	[]	[10.371254, 10.371254]	[138, 145]	[]	[134205291, 134205298]
768_1146	chr18	9869833	9870233	+	1000	272.5	[]	[]	[10.338945, 10.371254]	[95, 139]	[]	[9870008, 9870052]
768_11460	chrX	13653324	13653724	+	895	48.0	[10.338945]	[108]	[]	[]	[13653530]	[]
768_11472	chr1	46440430	46440830	+	873	47.5	[]	[]	[10.371254]	[103]	[]	[46440627]
768_11474	chr1	52551786	52552186	+	887	47.5	[10.371254]	[165]	[]	[]	[52552018]	[]
768_1148	chr8	129939615	129940015	+	1000	272.0	[]	[]	[10.338945]	[120]	[]	[129939808]
768_11486	chr1	200640834	200641234	+	883	47.5	[10.371254]	[112]	[]	[]	[200641028]	[]
768_11492	chr10	21533341	21533741	+	831	47.5	[]	[]	[10.371254]	[223]	[]	[21533577]
768_11495	chr10	106942249	106942649	+	683	47.5	[]	[]	[10.338945]	[128]	[]	[106942457]
768_11497	chr11	5269813	5270213	+	877	47.5	[]	[]	[10.371254]	[152]	[]	[5270036]
768_1150	chr10	102245617	102246017	+	1000	271.5	[10.371254]	[168]	[]	[]	[102245780]	[]
768_11506	chr12	57102121	57102521	+	879	47.5	[]	[]	[10.371254]	[136]	[]	[57102286]
768_1151	chr11	126268826	126269226	+	1000	271.5	[10.371254]	[216]	[]	[]	[126269042]	[]
768_11512	chr12	120903375	120903775	+	714	47.5	[10.338945]	[88]	[]	[]	[120903560]	[]
768_11517	chr13	97142513	97142913	+	689	47.5	[]	[]	[10.371254]	[164]	[]	[97142683]
768_1152	chr2	177552800	177553200	+	1000	271.5	[7.9191227]	[124]	[]	[]	[177553020]	[]
768_11535	chr17	74775994	74776394	+	639	47.5	[]	[]	[7.9191227]	[160]	[]	[74776220]
768_1154	chr17	47266015	47266415	+	1000	270.5	[10.371254]	[92]	[]	[]	[47266185]	[]
768_1156	chr5	1799664	1800064	+	1000	270.5	[10.338945]	[130]	[7.9191227]	[63]	[1799884]	[1799817]
768_11560	chr2	64751302	64751702	+	734	47.5	[10.338945]	[119]	[]	[]	[64751491]	[]
768_11595	chr5	10724753	10725153	+	881	47.5	[]	[]	[10.338945]	[173]	[]	[10724994]
768_116	chr19	2273636	2274036	+	1000	1129.5	[7.9191227]	[94]	[]	[]	[2273828]	[]
768_1160	chr17	49556109	49556509	+	1000	269.5	[]	[]	[10.371254, 10.371254]	[101, 130]	[]	[49556286, 49556315]
768_11612	chr6	33320336	33320736	+	884	47.5	[10.338945]	[147]	[10.371254]	[70]	[33320582]	[33320505]
768_11616	chr6	41885984	41886384	+	598	47.5	[]	[]	[10.371254]	[143]	[]	[41886135]
768_11620	chr7	2104190	2104590	+	699	47.5	[]	[]	[10.338945]	[242]	[]	[2104438]
768_11621	chr7	5429409	5429809	+	863	47.5	[]	[]	[10.371254]	[188]	[]	[5429644]
768_11623	chr7	76318699	76319099	+	851	47.5	[]	[]	[10.371254]	[171]	[]	[76318942]
768_1163	chr19	35889385	35889785	+	1000	269.0	[10.371254, 10.371254, 10.371254, 10.371254, 10.371254, 10.371254]	[68, 75, 87, 121, 143, 156]	[]	[]	[35889536, 35889543, 35889555, 35889589, 35889611, 35889624]	[]
768_11637	chr8	143943679	143944079	+	717	47.5	[]	[]	[10.338945]	[130]	[]	[143943844]
768_1164	chr6	33677703	33678103	+	1000	269.0	[]	[]	[10.371254, 10.338945]	[101, 169]	[]	[33677876, 33677944]
768_11648	chrX	154357093	154357493	+	815	47.5	[10.371254]	[117]	[10.371254]	[71]	[154357305]	[154357259]
768_11654	chr1	27137435	27137835	+	782	47.0	[]	[]	[10.371254]	[126]	[]	[27137647]
768_11657	chr1	60894056	60894456	+	681	47.0	[10.338945, 10.371254]	[167, 174]	[]	[]	[60894258, 60894265]	[]
768_1168	chr16	70428177	70428577	+	1000	268.0	[]	[]	[10.371254]	[162]	[]	[70428418]
768_1169	chr6	31781618	31782018	+	1000	268.0	[10.371254, 10.371254]	[102, 109]	[]	[]	[31781776, 31781783]	[]
768_11695	chr14	37596009	37596409	+	872	47.0	[10.371254]	[204]	[]	[]	[37596255]	[]
768_117	chr7	73522277	73522677	+	1000	1129.0	[10.371254]	[89]	[]	[]	[73522464]	[]
768_1170	chr1	226804759	226805159	+	1000	267.5	[]	[]	[10.371254]	[68]	[]	[226804910]
768_11703	chr15	76377175	76377575	+	777	47.0	[]	[]	[10.338945]	[178]	[]	[76377423]
