#PeakID(python identify_motif.py ./ENCODE_processed_files/FOXJ2_idr.fa FOXJ2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
303_10128	chr9	34663258	34663658	+	1000	47.0	[]	[]	[6.4206944, 8.10693]	[148, 190]	[]	[34663466, 34663508]
303_1014	chr2	44087207	44087607	+	1000	124.0	[]	[]	[12.285931]	[104]	[]	[44087410]
303_10151	chrX	1481748	1482148	+	1000	47.0	[]	[]	[10.162791]	[94]	[]	[1481913]
303_10154	chrX	119015492	119015892	+	1000	47.0	[8.325381]	[95]	[]	[]	[119015679]	[]
303_10157	chrX	135385495	135385895	+	1000	47.0	[8.1802225]	[126]	[7.3291993, 7.3291993]	[121, 159]	[135385708]	[135385703, 135385741]
303_10186	chr1	89822982	89823382	+	1000	46.0	[]	[]	[10.162791]	[96]	[]	[89823140]
303_10188	chr1	109274747	109275147	+	1000	46.0	[12.285931]	[123]	[]	[]	[109274936]	[]
303_10194	chr1	146007151	146007551	+	1000	46.0	[]	[]	[8.10693, 12.067478]	[68, 103]	[]	[146007302, 146007337]
303_10199	chr1	167198469	167198869	+	1000	46.0	[]	[]	[8.1802225]	[77]	[]	[167198646]
303_10209	chr1	245986938	245987338	+	1000	46.0	[10.162791]	[70]	[]	[]	[245987091]	[]
303_10210	chr10	625009	625409	+	1000	46.0	[7.3291993]	[76]	[]	[]	[625169]	[]
303_10211	chr10	3782292	3782692	+	1000	46.0	[]	[]	[10.162791]	[129]	[]	[3782519]
303_10212	chr10	3851523	3851923	+	1000	46.0	[7.961771, 12.285931]	[97, 152]	[]	[]	[3851705, 3851760]	[]
303_10215	chr10	17002416	17002816	+	1000	46.0	[]	[]	[8.1802225]	[116]	[]	[17002621]
303_10232	chr10	92087796	92088196	+	1000	46.0	[8.325381, 12.067478]	[107, 121]	[]	[]	[92087995, 92088009]	[]
303_10241	chr11	14892276	14892676	+	1000	46.0	[]	[]	[10.381243]	[123]	[]	[14892478]
303_10244	chr11	43920686	43921086	+	1000	46.0	[]	[]	[8.325381]	[143]	[]	[43920919]
303_10247	chr11	62787091	62787491	+	1000	46.0	[8.1802225]	[216]	[]	[]	[62787319]	[]
303_10248	chr11	63534850	63535250	+	1000	46.0	[12.067478]	[119]	[]	[]	[63535046]	[]
303_10261	chr11	121035802	121036202	+	1000	46.0	[]	[]	[10.381243]	[102]	[]	[121035985]
303_1027	chr17	43483724	43484124	+	1000	123.0	[12.285931]	[120]	[]	[]	[43483933]	[]
303_10277	chr12	121802683	121803083	+	1000	46.0	[8.10693]	[60]	[]	[]	[121802842]	[]
303_10285	chr13	97165841	97166241	+	1000	46.0	[8.1802225, 7.5476513]	[70, 109]	[7.3291993]	[133]	[97166010, 97166049]	[97166073]
303_10288	chr14	20305700	20306100	+	1000	46.0	[8.10693]	[61]	[]	[]	[20305853]	[]
303_1029	chr2	178273708	178274108	+	1000	123.0	[7.5476513]	[135]	[10.162791]	[104]	[178273932]	[178273901]
303_10293	chr14	55411745	55412145	+	1000	46.0	[]	[]	[8.10693]	[204]	[]	[55411972]
303_10297	chr15	22887448	22887848	+	1000	46.0	[6.4206944]	[139]	[]	[]	[22887684]	[]
303_10303	chr15	58750003	58750403	+	1000	46.0	[12.285931]	[129]	[]	[]	[58750229]	[]
303_10304	chr15	67370095	67370495	+	1000	46.0	[]	[]	[10.381243]	[144]	[]	[67370325]
303_1031	chr21	29175391	29175791	+	1000	123.0	[12.285931]	[94]	[]	[]	[29175585]	[]
303_10321	chr16	47037752	47038152	+	1000	46.0	[10.381243]	[81]	[]	[]	[47037907]	[]
303_10323	chr16	69443988	69444388	+	1000	46.0	[12.067478]	[170]	[]	[]	[69444234]	[]
303_10331	chr17	16289132	16289532	+	1000	46.0	[10.381243]	[80]	[]	[]	[16289299]	[]
303_10337	chr17	42519014	42519414	+	1000	46.0	[8.325381]	[167]	[]	[]	[42519261]	[]
303_10339	chr17	43388322	43388722	+	1000	46.0	[8.325381]	[94]	[8.325381]	[143]	[43388477]	[43388526]
303_1034	chr5	115542063	115542463	+	1000	123.0	[]	[]	[12.285931, 6.5088143]	[103, 137]	[]	[115542253, 115542287]
303_10345	chr17	59695997	59696397	+	1000	46.0	[12.285931]	[139]	[6.5088143]	[149]	[59696197]	[59696207]
303_10369	chr19	35740895	35741295	+	1000	46.0	[]	[]	[6.4206944]	[116]	[]	[35741072]
303_10377	chr19	48901047	48901447	+	1000	46.0	[7.3291993, 7.3291993]	[109, 113]	[]	[]	[48901199, 48901203]	[]
303_1038	chr7	4744870	4745270	+	1000	123.0	[7.3291993]	[88]	[12.285931]	[83]	[4745056]	[4745051]
303_10415	chr20	28602612	28603012	+	1000	46.0	[12.285931]	[76]	[]	[]	[28602779]	[]
303_10431	chr21	38907109	38907509	+	1000	46.0	[7.3291993, 12.285931]	[105, 117]	[]	[]	[38907295, 38907307]	[]
303_10437	chr22	20807439	20807839	+	1000	46.0	[8.325381]	[155]	[]	[]	[20807642]	[]
303_10441	chr22	21854563	21854963	+	1000	46.0	[8.325381]	[150]	[]	[]	[21854756]	[]
303_10447	chr22	31901767	31902167	+	1000	46.0	[]	[]	[8.10693]	[220]	[]	[31902002]
303_1046	chr1	156104155	156104555	+	1000	122.0	[8.1802225]	[100]	[6.4206944]	[88]	[156104350]	[156104338]
303_10460	chr3	142447884	142448284	+	1000	46.0	[6.4206944]	[117]	[]	[]	[142448038]	[]
303_10463	chr3	152717272	152717672	+	1000	46.0	[6.5088143]	[116]	[8.325381]	[95]	[152717476]	[152717455]
303_10464	chr3	158679539	158679939	+	1000	46.0	[]	[]	[10.162791]	[127]	[]	[158679722]
303_10479	chr4	38094286	38094686	+	1000	46.0	[]	[]	[7.3291993]	[128]	[]	[38094497]
303_10480	chr4	38967214	38967614	+	1000	46.0	[7.5476513]	[182]	[]	[]	[38967447]	[]
303_10481	chr4	54473099	54473499	+	1000	46.0	[]	[]	[10.381243]	[155]	[]	[54473316]
303_10489	chr4	173878725	173879125	+	1000	46.0	[8.10693]	[159]	[]	[]	[173878975]	[]
303_1049	chr15	65805119	65805519	+	1000	122.0	[12.285931]	[161]	[]	[]	[65805357]	[]
303_10493	chr5	757963	758363	+	1000	46.0	[]	[]	[7.961771]	[82]	[]	[758130]
303_10499	chr5	68549242	68549642	+	1000	46.0	[6.2755356]	[172]	[]	[]	[68549492]	[]
303_10504	chr5	124655925	124656325	+	1000	46.0	[6.5088143]	[75]	[]	[]	[124656087]	[]
303_10520	chr6	15905849	15906249	+	1000	46.0	[12.067478]	[86]	[]	[]	[15906033]	[]
303_10524	chr6	52286837	52287237	+	1000	46.0	[7.3387127, 8.325381]	[116, 138]	[]	[]	[52287034, 52287056]	[]
303_10532	chr6	98947288	98947688	+	1000	46.0	[12.285931]	[155]	[]	[]	[98947502]	[]
303_10539	chr6	126029989	126030389	+	1000	46.0	[]	[]	[12.067478]	[123]	[]	[126030197]
303_10545	chr6	139595129	139595529	+	1000	46.0	[]	[]	[6.5088143]	[154]	[]	[139595345]
303_10565	chr7	93620860	93621260	+	1000	46.0	[10.162791]	[141]	[]	[]	[93621073]	[]
303_1057	chr3	171967137	171967537	+	1000	122.0	[]	[]	[12.067478]	[98]	[]	[171967289]
303_10577	chr7	129875977	129876377	+	1000	46.0	[]	[]	[6.5088143]	[231]	[]	[129876210]
303_10581	chr8	22314186	22314586	+	1000	46.0	[]	[]	[7.5476513]	[85]	[]	[22314345]
303_10588	chr8	73312286	73312686	+	1000	46.0	[8.1802225]	[210]	[]	[]	[73312526]	[]
303_10589	chr8	93397953	93398353	+	1000	46.0	[7.3291993]	[140]	[8.325381]	[114]	[93398182]	[93398156]
303_1059	chr4	40577187	40577587	+	1000	122.0	[6.5088143]	[117]	[6.4206944, 7.5476513]	[80, 107]	[40577398]	[40577361, 40577388]
303_10593	chr8	101138335	101138735	+	1000	46.0	[10.162791]	[133]	[]	[]	[101138541]	[]
303_10596	chr8	119873432	119873832	+	1000	46.0	[]	[]	[12.067478]	[87]	[]	[119873588]
303_10599	chr8	123693754	123694154	+	1000	46.0	[12.067478]	[124]	[]	[]	[123693953]	[]
303_106	chr12	49201877	49202277	+	1000	313.0	[]	[]	[8.1802225]	[88]	[]	[49202061]
303_1060	chr5	39073200	39073600	+	1000	122.0	[12.285931, 12.285931]	[124, 152]	[]	[]	[39073418, 39073446]	[]
303_10604	chr9	31824721	31825121	+	1000	46.0	[7.3291993]	[87]	[]	[]	[31824898]	[]
303_10607	chr9	91361677	91362077	+	1000	46.0	[]	[]	[6.4206944, 12.285931]	[193, 200]	[]	[91361889, 91361896]
303_10610	chr9	97943256	97943656	+	1000	46.0	[]	[]	[10.162791]	[92]	[]	[97943444]
303_10611	chr9	100028031	100028431	+	1000	46.0	[8.10693]	[123]	[]	[]	[100028216]	[]
303_10612	chr9	109017036	109017436	+	1000	46.0	[]	[]	[12.285931]	[102]	[]	[109017229]
303_10619	chr9	133147542	133147942	+	1000	46.0	[8.325381]	[96]	[6.4206944]	[124]	[133147736]	[133147764]
303_10625	chrX	54639439	54639839	+	1000	46.0	[8.10693]	[189]	[]	[]	[54639675]	[]
303_10627	chrX	118353168	118353568	+	1000	46.0	[7.3387127]	[89]	[8.10693]	[73]	[118353340]	[118353324]
303_10629	chrX	136204646	136205046	+	1000	46.0	[]	[]	[7.3291993]	[126]	[]	[136204866]
303_10633	chr1	3618869	3619269	+	1000	45.0	[7.961771]	[145]	[]	[]	[3619099]	[]
303_10635	chr1	8712713	8713113	+	1000	45.0	[8.10693]	[64]	[7.3291993]	[98]	[8712869]	[8712903]
303_10646	chr1	36374374	36374774	+	1000	45.0	[6.4206944]	[173]	[]	[]	[36374581]	[]
303_10666	chr1	109399300	109399700	+	1000	45.0	[8.10693]	[140]	[]	[]	[109399535]	[]
303_10680	chr1	160251948	160252348	+	1000	45.0	[7.5476513, 12.067478]	[122, 177]	[]	[]	[160252140, 160252195]	[]
303_10682	chr1	162421229	162421629	+	1000	45.0	[]	[]	[12.067478]	[105]	[]	[162421410]
303_10685	chr1	172969589	172969989	+	1000	45.0	[12.285931]	[127]	[]	[]	[172969801]	[]
303_10688	chr1	182794836	182795236	+	1000	45.0	[]	[]	[10.381243]	[99]	[]	[182795018]
303_10689	chr1	184929681	184930081	+	1000	45.0	[12.285931]	[103]	[]	[]	[184929871]	[]
303_107	chr19	49813482	49813882	+	1000	312.0	[12.285931]	[95]	[]	[]	[49813676]	[]
303_10707	chr10	28785001	28785401	+	1000	45.0	[]	[]	[8.1802225]	[65]	[]	[28785160]
303_10709	chr10	30433809	30434209	+	1000	45.0	[]	[]	[12.285931]	[141]	[]	[30434046]
303_10714	chr10	50739594	50739994	+	1000	45.0	[]	[]	[10.381243]	[150]	[]	[50739831]
303_10715	chr10	58269512	58269912	+	1000	45.0	[]	[]	[7.5476513]	[71]	[]	[58269668]
303_10720	chr10	72244053	72244453	+	1000	45.0	[]	[]	[7.961771, 8.1802225]	[156, 160]	[]	[72244274, 72244278]
303_10724	chr10	80414046	80414446	+	1000	45.0	[]	[]	[7.3291993, 7.3291993]	[96, 100]	[]	[80414223, 80414227]
303_10732	chr11	9384356	9384756	+	1000	45.0	[]	[]	[7.3291993]	[88]	[]	[9384532]
303_10737	chr11	36540946	36541346	+	1000	45.0	[12.285931, 12.285931]	[116, 136]	[]	[]	[36541136, 36541156]	[]
303_10744	chr11	94493605	94494005	+	1000	45.0	[8.325381]	[149]	[]	[]	[94493767]	[]
303_10747	chr11	118359345	118359745	+	1000	45.0	[]	[]	[10.162791]	[141]	[]	[118359574]
303_10766	chr13	98975921	98976321	+	1000	45.0	[]	[]	[12.285931]	[96]	[]	[98976079]
303_10773	chr14	30223338	30223738	+	1000	45.0	[12.285931]	[111]	[]	[]	[30223540]	[]
303_1078	chr16	84116660	84117060	+	1000	121.0	[]	[]	[12.285931]	[81]	[]	[84116818]
303_10781	chr15	44888828	44889228	+	1000	45.0	[12.067478, 12.067478]	[86, 100]	[]	[]	[44888999, 44889013]	[]
303_10786	chr15	65832656	65833056	+	1000	45.0	[6.4206944]	[131]	[10.381243]	[84]	[65832860]	[65832813]
303_108	chr9	133133687	133134087	+	1000	312.0	[7.3291993]	[90]	[12.285931]	[85]	[133133877]	[133133872]
303_1081	chr2	42722475	42722875	+	1000	121.0	[]	[]	[8.10693]	[83]	[]	[42722642]
303_1082	chr2	43227094	43227494	+	1000	121.0	[12.285931]	[101]	[]	[]	[43227279]	[]
303_10822	chr17	36728114	36728514	+	1000	45.0	[8.325381]	[140]	[]	[]	[36728353]	[]
303_10825	chr17	50566003	50566403	+	1000	45.0	[6.4206944]	[108]	[]	[]	[50566184]	[]
303_10826	chr17	50944476	50944876	+	1000	45.0	[]	[]	[7.961771]	[116]	[]	[50944641]
303_10829	chr17	63773668	63774068	+	1000	45.0	[8.1802225]	[151]	[]	[]	[63773917]	[]
303_1083	chr2	68121038	68121438	+	1000	121.0	[]	[]	[12.067478]	[85]	[]	[68121208]
303_10835	chr18	1464419	1464819	+	1000	45.0	[7.5476513]	[64]	[]	[]	[1464581]	[]
303_10840	chr18	12606925	12607325	+	1000	45.0	[]	[]	[8.10693]	[164]	[]	[12607154]
303_10842	chr18	57630049	57630449	+	1000	45.0	[]	[]	[6.4206944]	[229]	[]	[57630287]
303_10875	chr2	25877350	25877750	+	1000	45.0	[6.5088143]	[229]	[]	[]	[25877594]	[]
303_1088	chr6	108971218	108971618	+	1000	121.0	[]	[]	[7.3291993]	[92]	[]	[108971397]
303_10880	chr2	33475706	33476106	+	1000	45.0	[]	[]	[7.5476513]	[107]	[]	[33475887]
303_10886	chr2	70087797	70088197	+	1000	45.0	[10.162791]	[160]	[]	[]	[70087990]	[]
303_10894	chr2	103448479	103448879	+	1000	45.0	[7.3291993]	[81]	[7.961771]	[142]	[103448644]	[103448705]
303_10895	chr2	120503661	120504061	+	1000	45.0	[]	[]	[10.162791, 6.2755356, 12.285931]	[98, 104, 130]	[]	[120503858, 120503864, 120503890]
303_10897	chr2	151968103	151968503	+	1000	45.0	[7.5476513]	[108]	[8.325381]	[82]	[151968300]	[151968274]
303_1090	chr7	107169599	107169999	+	1000	121.0	[8.10693]	[80]	[]	[]	[107169773]	[]
303_10911	chr20	50958475	50958875	+	1000	45.0	[8.1802225]	[182]	[]	[]	[50958722]	[]
303_10913	chr20	54044129	54044529	+	1000	45.0	[]	[]	[8.10693, 8.325381]	[120, 153]	[]	[54044317, 54044350]
303_10918	chr21	35520282	35520682	+	1000	45.0	[10.381243]	[116]	[]	[]	[35520491]	[]
303_10919	chr21	36073234	36073634	+	1000	45.0	[8.325381]	[102]	[]	[]	[36073418]	[]
303_10931	chr22	23289938	23290338	+	1000	45.0	[]	[]	[8.10693]	[167]	[]	[23290187]
303_10941	chr3	15630704	15631104	+	1000	45.0	[6.5088143]	[88]	[]	[]	[15630858]	[]
303_10946	chr3	37283047	37283447	+	1000	45.0	[12.067478]	[166]	[]	[]	[37283293]	[]
303_10951	chr3	47612161	47612561	+	1000	45.0	[8.325381]	[69]	[8.10693]	[86]	[47612327]	[47612344]
303_10969	chr3	183287453	183287853	+	1000	45.0	[8.325381]	[160]	[]	[]	[183287652]	[]
303_1098	chr12	7850819	7851219	+	1000	120.0	[]	[]	[8.325381]	[92]	[]	[7850974]
303_10982	chr4	94550280	94550680	+	1000	45.0	[7.5476513]	[122]	[6.4206944]	[97]	[94550484]	[94550459]
303_10989	chr4	154205503	154205903	+	1000	45.0	[12.285931]	[108]	[]	[]	[154205705]	[]
303_10998	chr5	79093747	79094147	+	1000	45.0	[]	[]	[7.5476513]	[98]	[]	[79093904]
303_11	chrM	7900	8300	+	1000	634.0	[8.10693]	[131]	[]	[]	[8095]	[]
303_110	chr7	150877127	150877527	+	1000	310.0	[7.3291993]	[134]	[12.285931]	[104]	[150877354]	[150877324]
303_11000	chr5	96935021	96935421	+	1000	45.0	[]	[]	[10.162791]	[96]	[]	[96935177]
303_11008	chr5	142421308	142421708	+	1000	45.0	[6.2755356]	[120]	[]	[]	[142421490]	[]
303_1102	chr15	92809190	92809590	+	1000	120.0	[8.325381]	[105]	[]	[]	[92809383]	[]
303_11042	chr6	145736604	145737004	+	1000	45.0	[12.067478]	[148]	[10.162791]	[104]	[145736836]	[145736792]
303_11051	chr7	29793525	29793925	+	1000	45.0	[8.10693]	[172]	[]	[]	[29793748]	[]
303_11061	chr7	95596658	95597058	+	1000	45.0	[]	[]	[12.285931]	[120]	[]	[95596870]
303_11071	chr7	131602954	131603354	+	1000	45.0	[12.067478]	[183]	[]	[]	[131603180]	[]
303_11077	chr7	135800962	135801362	+	1000	45.0	[12.285931]	[124]	[]	[]	[135801173]	[]
303_11080	chr7	139118178	139118578	+	1000	45.0	[12.067478]	[151]	[]	[]	[139118374]	[]
303_11085	chr7	150483985	150484385	+	1000	45.0	[]	[]	[7.5476513, 8.325381, 8.325381]	[75, 113, 137]	[]	[150484139, 150484177, 150484201]
303_11087	chr7	157041023	157041423	+	1000	45.0	[7.5476513]	[135]	[]	[]	[157041247]	[]
303_11093	chr8	22244876	22245276	+	1000	45.0	[7.961771]	[118]	[]	[]	[22245052]	[]
303_11094	chr8	28714331	28714731	+	1000	45.0	[]	[]	[7.3291993, 12.067478]	[107, 111]	[]	[28714485, 28714489]
303_11097	chr8	58833822	58834222	+	1000	45.0	[12.067478]	[166]	[]	[]	[58834072]	[]
303_11098	chr8	65717350	65717750	+	1000	45.0	[12.285931]	[149]	[]	[]	[65717569]	[]
303_111	chr20	22414270	22414670	+	1000	308.0	[7.961771]	[128]	[]	[]	[22414493]	[]
303_11108	chr8	128326879	128327279	+	1000	45.0	[7.5476513]	[67]	[]	[]	[128327046]	[]
303_11114	chr9	38039078	38039478	+	1000	45.0	[8.10693, 6.5088143]	[149, 186]	[]	[]	[38039240, 38039277]	[]
303_1113	chr6	37103311	37103711	+	1000	120.0	[]	[]	[7.3291993, 6.2755356]	[119, 147]	[]	[37103507, 37103535]
303_11139	chrX	73851076	73851476	+	1000	45.0	[7.1202607]	[105]	[]	[]	[73851262]	[]
303_11142	chr1	6359671	6360071	+	1000	44.0	[]	[]	[6.5088143]	[125]	[]	[6359868]
303_11144	chr1	8879974	8880374	+	1000	44.0	[10.162791]	[178]	[]	[]	[8880205]	[]
303_11148	chr1	26541692	26542092	+	1000	44.0	[8.1802225]	[167]	[]	[]	[26541931]	[]
303_11151	chr1	36481943	36482343	+	1000	44.0	[12.067478]	[65]	[]	[]	[36482103]	[]
303_11152	chr1	37999423	37999823	+	1000	44.0	[]	[]	[8.325381]	[144]	[]	[37999666]
303_11156	chr1	52552069	52552469	+	1000	44.0	[]	[]	[12.285931]	[187]	[]	[52552301]
303_11161	chr1	91578621	91579021	+	1000	44.0	[12.285931]	[192]	[]	[]	[91578870]	[]
303_11165	chr1	108747307	108747707	+	1000	44.0	[12.067478]	[136]	[]	[]	[108747515]	[]
303_1117	chr1	14507187	14507587	+	1000	119.0	[12.067478, 12.067478]	[139, 145]	[]	[]	[14507421, 14507427]	[]
303_11172	chr1	153626788	153627188	+	1000	44.0	[]	[]	[7.3291993, 12.067478]	[104, 121]	[]	[153626963, 153626980]
303_11180	chr1	167937431	167937831	+	1000	44.0	[8.325381]	[129]	[]	[]	[167937647]	[]
303_11184	chr1	192747916	192748316	+	1000	44.0	[]	[]	[12.285931, 10.162791]	[124, 138]	[]	[192748109, 192748123]
303_11193	chr1	212414789	212415189	+	1000	44.0	[]	[]	[10.162791]	[74]	[]	[212414947]
303_11196	chr1	234960671	234961071	+	1000	44.0	[8.1802225]	[103]	[10.381243]	[161]	[234960829]	[234960887]
303_1120	chr10	92756260	92756660	+	1000	119.0	[]	[]	[6.5088143]	[135]	[]	[92756481]
303_11200	chr1	246960012	246960412	+	1000	44.0	[12.285931]	[117]	[]	[]	[246960215]	[]
303_11201	chr10	6019263	6019663	+	1000	44.0	[8.1802225]	[110]	[]	[]	[6019448]	[]
303_11210	chr10	50325366	50325766	+	1000	44.0	[]	[]	[12.285931, 10.162791]	[92, 146]	[]	[50325530, 50325584]
303_11217	chr10	72892171	72892571	+	1000	44.0	[]	[]	[8.10693, 6.5088143]	[134, 143]	[]	[72892397, 72892406]
303_11221	chr10	95287382	95287782	+	1000	44.0	[8.10693, 10.381243]	[97, 104]	[]	[]	[95287564, 95287571]	[]
303_1123	chr2	117997895	117998295	+	1000	119.0	[]	[]	[6.2755356]	[98]	[]	[117998092]
303_1124	chr5	56123709	56124109	+	1000	119.0	[7.5476513]	[116]	[]	[]	[56123891]	[]
303_11256	chr11	108593498	108593898	+	1000	44.0	[]	[]	[6.2755356]	[210]	[]	[108593711]
303_1126	chr6	31652598	31652998	+	1000	119.0	[8.10693]	[115]	[]	[]	[31652782]	[]
303_11276	chr13	28574796	28575196	+	1000	44.0	[]	[]	[10.162791]	[161]	[]	[28575023]
303_11283	chr14	24093774	24094174	+	1000	44.0	[]	[]	[7.5476513]	[127]	[]	[24093992]
303_11295	chr15	58889435	58889835	+	1000	44.0	[8.325381, 7.3387127]	[73, 88]	[]	[]	[58889595, 58889610]	[]
303_11299	chr15	70091901	70092301	+	1000	44.0	[6.5088143]	[126]	[7.5476513]	[149]	[70092126]	[70092149]
303_11328	chr17	19977652	19978052	+	1000	44.0	[10.162791]	[65]	[]	[]	[19977804]	[]
303_11341	chr18	22704305	22704705	+	1000	44.0	[8.1802225, 8.1802225, 12.067478]	[118, 137, 141]	[]	[]	[22704520, 22704539, 22704543]	[]
303_11342	chr18	37666975	37667375	+	1000	44.0	[8.1802225]	[134]	[]	[]	[37667158]	[]
303_11343	chr18	48932962	48933362	+	1000	44.0	[]	[]	[12.067478]	[86]	[]	[48933136]
303_11384	chr2	28359274	28359674	+	1000	44.0	[]	[]	[7.5476513]	[93]	[]	[28359450]
303_11385	chr2	32627847	32628247	+	1000	44.0	[]	[]	[8.10693]	[186]	[]	[32628086]
303_11387	chr2	53969271	53969671	+	1000	44.0	[7.1202607, 12.285931]	[75, 134]	[]	[]	[53969426, 53969485]	[]
303_11390	chr2	64177324	64177724	+	1000	44.0	[]	[]	[8.325381]	[64]	[]	[64177477]
303_11400	chr2	127226649	127227049	+	1000	44.0	[12.285931]	[106]	[12.285931]	[68]	[127226845]	[127226807]
303_11407	chr2	189515216	189515616	+	1000	44.0	[]	[]	[12.067478]	[106]	[]	[189515419]
303_11416	chr2	241686686	241687086	+	1000	44.0	[10.381243]	[91]	[]	[]	[241686845]	[]
303_1142	chr3	173007135	173007535	+	1000	118.0	[8.10693]	[101]	[]	[]	[173007321]	[]
303_11434	chr21	37370696	37371096	+	1000	44.0	[]	[]	[7.1202607]	[133]	[]	[37370919]
303_11438	chr22	20129227	20129627	+	1000	44.0	[]	[]	[10.381243]	[135]	[]	[20129452]
303_1144	chr4	159047383	159047783	+	1000	118.0	[8.325381]	[66]	[]	[]	[159047538]	[]
303_11453	chr3	36912458	36912858	+	1000	44.0	[]	[]	[7.3387127]	[196]	[]	[36912704]
303_11455	chr3	40623550	40623950	+	1000	44.0	[7.961771]	[84]	[]	[]	[40623713]	[]
303_11457	chr3	42836553	42836953	+	1000	44.0	[7.961771]	[151]	[]	[]	[42836802]	[]
303_11460	chr3	49786417	49786817	+	1000	44.0	[10.162791]	[174]	[]	[]	[49786619]	[]
303_11474	chr3	139288480	139288880	+	1000	44.0	[]	[]	[12.067478]	[107]	[]	[139288674]
303_11478	chr3	154956162	154956562	+	1000	44.0	[]	[]	[7.3291993, 12.067478]	[142, 150]	[]	[154956398, 154956406]
303_11480	chr3	172065576	172065976	+	1000	44.0	[]	[]	[12.067478]	[198]	[]	[172065795]
303_11484	chr3	179147149	179147549	+	1000	44.0	[10.381243]	[178]	[]	[]	[179147377]	[]
303_11488	chr3	185175288	185175688	+	1000	44.0	[]	[]	[7.961771, 6.4206944]	[110, 122]	[]	[185175487, 185175499]
303_11494	chr4	76803444	76803844	+	1000	44.0	[]	[]	[6.5088143]	[121]	[]	[76803620]
303_11496	chr4	114713528	114713928	+	1000	44.0	[]	[]	[8.325381, 12.067478]	[88, 106]	[]	[114713711, 114713729]
303_11501	chr4	183571246	183571646	+	1000	44.0	[7.3291993]	[102]	[]	[]	[183571432]	[]
303_11504	chr5	33550043	33550443	+	1000	44.0	[]	[]	[10.381243]	[95]	[]	[33550235]
303_1151	chr7	129958658	129959058	+	1000	118.0	[]	[]	[12.067478]	[133]	[]	[129958887]
303_11510	chr5	75236793	75237193	+	1000	44.0	[]	[]	[8.10693]	[156]	[]	[75237044]
303_11513	chr5	109690911	109691311	+	1000	44.0	[]	[]	[7.3291993]	[144]	[]	[109691139]
303_11518	chr5	124661350	124661750	+	1000	44.0	[12.285931]	[124]	[]	[]	[124661552]	[]
303_11527	chr5	179821466	179821866	+	1000	44.0	[12.285931]	[66]	[]	[]	[179821617]	[]
303_11533	chr6	10747127	10747527	+	1000	44.0	[12.285931, 7.3291993]	[121, 125]	[]	[]	[10747316, 10747320]	[]
303_11534	chr6	13979497	13979897	+	1000	44.0	[]	[]	[6.5088143]	[147]	[]	[13979649]
303_11554	chr6	70371396	70371796	+	795	44.0	[12.285931, 12.285931]	[99, 132]	[]	[]	[70371556, 70371589]	[]
303_11557	chr6	84764396	84764796	+	1000	44.0	[6.2755356]	[126]	[]	[]	[84764620]	[]
303_11558	chr6	105815125	105815525	+	1000	44.0	[]	[]	[12.285931]	[93]	[]	[105815310]
303_11562	chr6	146896060	146896460	+	1000	44.0	[]	[]	[6.4206944]	[88]	[]	[146896215]
303_11566	chr6	156822805	156823205	+	1000	44.0	[12.285931]	[105]	[]	[]	[156822992]	[]
303_11568	chr6	157825406	157825806	+	1000	44.0	[]	[]	[12.285931]	[183]	[]	[157825645]
