#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF16_idr.fa KLF16 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
805_101	chr16	88992386	88992786	+	1000	409.0	[]	[]	[9.679184]	[126]	[]	[88992589]
805_1010	chr1	12038649	12039049	+	1000	189.0	[]	[]	[6.69701]	[136]	[]	[12038881]
805_10101	chr6	37169531	37169931	+	1000	56.0	[8.481186, 6.9816003, 10.131101]	[182, 187, 227]	[]	[]	[37169728, 37169733, 37169773]	[]
805_10103	chr6	43129787	43130187	+	1000	56.0	[12.000808]	[81]	[]	[]	[43129966]	[]
805_1011	chr1	203306230	203306630	+	1000	189.0	[7.6482563]	[157]	[]	[]	[203306473]	[]
805_10112	chr7	6640239	6640639	+	1000	56.0	[]	[]	[8.59887]	[89]	[]	[6640393]
805_10117	chr7	37590857	37591257	+	1000	56.0	[]	[]	[8.2890625]	[152]	[]	[37591075]
805_10118	chr7	66557545	66557945	+	1000	56.0	[]	[]	[8.42266, 7.473779]	[126, 127]	[]	[66557751, 66557752]
805_10119	chr7	76359276	76359676	+	1000	56.0	[8.933888]	[128]	[]	[]	[76359499]	[]
805_1012	chr10	79027384	79027784	+	1000	189.0	[9.930836]	[74]	[]	[]	[79027554]	[]
805_10126	chr7	128738603	128739003	+	1000	56.0	[]	[]	[13.286267]	[141]	[]	[128738825]
805_10128	chr7	131692025	131692425	+	1000	56.0	[6.689266]	[157]	[]	[]	[131692275]	[]
805_1013	chr12	28192142	28192542	+	1000	189.0	[]	[]	[11.896146]	[118]	[]	[28192346]
805_10144	chr8	89650177	89650577	+	1000	56.0	[12.000808, 8.59887]	[67, 83]	[]	[]	[89650344, 89650360]	[]
805_10145	chr8	95226472	95226872	+	1000	56.0	[]	[]	[7.578269]	[114]	[]	[95226648]
805_10146	chr8	95228805	95229205	+	1000	56.0	[]	[]	[10.219348]	[99]	[]	[95228999]
805_10147	chr8	96524142	96524542	+	1000	56.0	[6.5572]	[148]	[]	[]	[96524388]	[]
805_10158	chr8	141160855	141161255	+	1000	56.0	[6.538516]	[135]	[]	[]	[141161079]	[]
805_10159	chr8	143401145	143401545	+	1000	56.0	[8.557642]	[66]	[9.708119]	[148]	[143401308]	[143401390]
805_1016	chr17	43403829	43404229	+	1000	189.0	[11.216295]	[112]	[8.267059]	[124]	[43404030]	[43404042]
805_10162	chr8	144901915	144902315	+	1000	56.0	[]	[]	[9.168893]	[111]	[]	[144902125]
805_10164	chr9	34675042	34675442	+	1000	56.0	[]	[]	[9.168893]	[98]	[]	[34675222]
805_10165	chr9	76667501	76667901	+	1000	56.0	[]	[]	[8.540713]	[141]	[]	[76667723]
805_10167	chr9	101449024	101449424	+	1000	56.0	[]	[]	[10.131101]	[133]	[]	[101449253]
805_10169	chr9	120878131	120878531	+	1000	56.0	[]	[]	[6.5499396]	[193]	[]	[120878367]
805_10172	chr9	132259148	132259548	+	1000	56.0	[12.562974, 7.369117]	[122, 128]	[11.883123, 9.609028, 7.316851]	[102, 138, 141]	[132259348, 132259354]	[132259328, 132259364, 132259367]
805_10173	chr9	133144429	133144829	+	1000	56.0	[15.238556, 13.576849]	[134, 142]	[9.679184]	[156]	[133144654, 133144662]	[133144676]
805_10177	chrX	40175851	40176251	+	1000	56.0	[10.610686, 7.596654]	[133, 154]	[9.265699]	[65]	[40176070, 40176091]	[40176002]
805_10179	chrX	85003647	85004047	+	1000	56.0	[]	[]	[8.481186, 6.987592]	[74, 84]	[]	[85003812, 85003822]
805_10180	chrX	100743251	100743651	+	1000	56.0	[]	[]	[8.2890625]	[113]	[]	[100743458]
805_10182	chr1	1433111	1433511	+	1000	55.0	[]	[]	[8.178812, 7.2907114, 8.502228, 7.5390553]	[91, 113, 119, 125]	[]	[1433293, 1433315, 1433321, 1433327]
805_10185	chr1	3869905	3870305	+	1000	55.0	[13.286267]	[146]	[]	[]	[3870144]	[]
805_10186	chr1	6359665	6360065	+	1000	55.0	[11.896146]	[206]	[]	[]	[6359915]	[]
805_1019	chr6	13395327	13395727	+	1000	189.0	[7.609212]	[139]	[]	[]	[13395533]	[]
805_10190	chr1	9867464	9867864	+	1000	55.0	[]	[]	[7.1121063]	[104]	[]	[9867661]
805_10196	chr1	19630992	19631392	+	1000	55.0	[]	[]	[6.9816003]	[99]	[]	[19631170]
805_10199	chr1	26145099	26145499	+	1000	55.0	[9.597125]	[106]	[]	[]	[26145288]	[]
805_10201	chr1	27112039	27112439	+	1000	55.0	[]	[]	[11.416559]	[129]	[]	[27112249]
805_10204	chr1	31564049	31564449	+	1000	55.0	[]	[]	[6.8069506]	[91]	[]	[31564240]
805_10206	chr1	38037462	38037862	+	1000	55.0	[]	[]	[7.3308363, 7.644837]	[144, 153]	[]	[38037703, 38037712]
805_10215	chr1	110053818	110054218	+	1000	55.0	[7.7268963, 7.0975323]	[86, 107]	[]	[]	[110053998, 110054019]	[]
805_1022	chrUn_GL000219v1	99569	99969	+	1000	189.0	[]	[]	[8.381167]	[148]	[]	[99814]
805_10221	chr1	143724169	143724569	+	1000	55.0	[8.540713]	[157]	[]	[]	[143724394]	[]
805_10225	chr1	153494882	153495282	+	1000	55.0	[9.265699]	[120]	[]	[]	[153495078]	[]
805_10227	chr1	155078478	155078878	+	1000	55.0	[8.469394]	[169]	[]	[]	[155078720]	[]
805_10232	chr1	179017059	179017459	+	1000	55.0	[6.5923476]	[152]	[7.1509056]	[103]	[179017292]	[179017243]
805_10233	chr1	179794588	179794988	+	1000	55.0	[]	[]	[9.826173]	[100]	[]	[179794786]
805_10234	chr1	185317361	185317761	+	1000	55.0	[7.644837, 7.6236315]	[124, 143]	[]	[]	[185317543, 185317562]	[]
805_10240	chr1	205344421	205344821	+	1000	55.0	[]	[]	[7.6567397]	[136]	[]	[205344646]
805_10241	chr1	211537219	211537619	+	1000	55.0	[9.754853, 12.186728, 10.610686, 9.220879]	[63, 83, 97, 113]	[]	[]	[211537371, 211537391, 211537405, 211537421]	[]
805_10245	chr1	228463532	228463932	+	1000	55.0	[]	[]	[11.883123]	[152]	[]	[228463742]
805_10251	chr1	248906261	248906661	+	1000	55.0	[]	[]	[8.2890625]	[106]	[]	[248906467]
805_10252	chr10	5629822	5630222	+	1000	55.0	[7.6214185]	[73]	[]	[]	[5629992]	[]
805_10253	chr10	7818164	7818564	+	1000	55.0	[10.237877]	[127]	[]	[]	[7818375]	[]
805_10255	chr10	28991718	28992118	+	1000	55.0	[7.2721825, 6.5752125, 10.901268]	[77, 79, 82]	[]	[]	[28991889, 28991891, 28991894]	[]
805_10256	chr10	30349207	30349607	+	976	55.0	[]	[]	[10.861683]	[55]	[]	[30349358]
805_10261	chr10	46030454	46030854	+	1000	55.0	[7.6848807]	[89]	[]	[]	[46030640]	[]
805_10263	chr10	61475339	61475739	+	1000	55.0	[7.6236315]	[170]	[]	[]	[61475587]	[]
805_10265	chr10	103504334	103504734	+	1000	55.0	[]	[]	[8.930296]	[155]	[]	[103504567]
805_10266	chr10	104253122	104253522	+	981	55.0	[]	[]	[7.1279345, 7.578269]	[109, 111]	[]	[104253318, 104253320]
805_10268	chr11	9565964	9566364	+	1000	55.0	[6.689266]	[152]	[]	[]	[9566194]	[]
805_10269	chr11	9748484	9748884	+	1000	55.0	[7.644837]	[77]	[]	[]	[9748641]	[]
805_10272	chr11	18105922	18106322	+	1000	55.0	[7.216604]	[134]	[]	[]	[18106135]	[]
805_10273	chr11	20610069	20610469	+	1000	55.0	[]	[]	[6.719461, 10.610686]	[155, 159]	[]	[20610302, 20610306]
805_10276	chr11	57457316	57457716	+	1000	55.0	[7.1426477]	[154]	[9.597125]	[98]	[57457563]	[57457507]
805_10282	chr11	64449502	64449902	+	1000	55.0	[7.778771]	[76]	[]	[]	[64449665]	[]
805_10285	chr11	65888396	65888796	+	1000	55.0	[]	[]	[6.69701, 7.473779, 8.649299, 7.216604]	[156, 162, 167, 236]	[]	[65888564, 65888570, 65888575, 65888644]
805_10286	chr11	67630567	67630967	+	1000	55.0	[7.644837, 7.8834333]	[79, 122]	[]	[]	[67630744, 67630787]	[]
805_10288	chr11	74702370	74702770	+	1000	55.0	[6.5499396]	[93]	[]	[]	[74702552]	[]
805_10289	chr11	77191961	77192361	+	1000	55.0	[10.894487, 7.0975323]	[109, 157]	[]	[]	[77192141, 77192189]	[]
805_10291	chr11	118930224	118930624	+	1000	55.0	[]	[]	[10.901268]	[58]	[]	[118930382]
805_10296	chr12	6875560	6875960	+	962	55.0	[]	[]	[7.9128156]	[107]	[]	[6875759]
805_10299	chr12	49707507	49707907	+	1000	55.0	[7.5271525]	[85]	[]	[]	[49707685]	[]
805_1030	chr17	29617902	29618302	+	1000	188.0	[]	[]	[8.952417]	[144]	[]	[29618134]
805_10300	chr12	49945535	49945935	+	1000	55.0	[]	[]	[9.168893]	[108]	[]	[49945732]
805_10301	chr12	54419269	54419669	+	1000	55.0	[]	[]	[7.2591763]	[100]	[]	[54419469]
805_10303	chr12	104253410	104253810	+	1000	55.0	[12.000808]	[107]	[]	[]	[104253616]	[]
805_10306	chr12	121794906	121795306	+	1000	55.0	[8.218906]	[113]	[]	[]	[121795115]	[]
805_10309	chr12	132687294	132687694	+	1000	55.0	[]	[]	[7.6567397, 6.483108]	[119, 177]	[]	[132687467, 132687525]
805_10311	chr14	23056130	23056530	+	1000	55.0	[6.9816003, 8.2890625]	[91, 132]	[]	[]	[23056314, 23056355]	[]
805_10319	chr15	67882412	67882812	+	1000	55.0	[]	[]	[11.883123, 7.287687, 8.381167]	[108, 114, 134]	[]	[67882605, 67882611, 67882631]
805_1032	chr17	74715061	74715461	+	1000	188.0	[]	[]	[6.860324, 12.186728]	[68, 123]	[]	[74715229, 74715284]
805_10320	chr15	75029269	75029669	+	1000	55.0	[]	[]	[9.609028]	[99]	[]	[75029461]
805_10323	chr15	91472180	91472580	+	1000	55.0	[8.267059, 7.313411]	[68, 106]	[]	[]	[91472346, 91472384]	[]
805_10324	chr15	98776874	98777274	+	1000	55.0	[]	[]	[8.273051]	[155]	[]	[98777098]
805_10329	chr16	27179476	27179876	+	1000	55.0	[]	[]	[10.700085, 7.5520773, 7.2591763]	[103, 142, 153]	[]	[27179667, 27179706, 27179717]
805_10332	chr16	30355257	30355657	+	1000	55.0	[]	[]	[8.544636]	[154]	[]	[30355490]
805_10333	chr16	30585549	30585949	+	1000	55.0	[7.1628084]	[109]	[]	[]	[30585741]	[]
805_10338	chr16	81096234	81096634	+	1000	55.0	[]	[]	[13.953096, 9.239975]	[73, 129]	[]	[81096401, 81096457]
805_10339	chr16	84622749	84623149	+	1000	55.0	[]	[]	[8.502228]	[121]	[]	[84622965]
805_1034	chr19	14363560	14363960	+	1000	188.0	[13.953096, 11.416559]	[81, 89]	[]	[]	[14363719, 14363727]	[]
805_10341	chr16	89333660	89334060	+	1000	55.0	[]	[]	[13.8484335, 7.6214185]	[136, 138]	[]	[89333882, 89333884]
805_10342	chr17	7857784	7858184	+	1000	55.0	[11.883123]	[76]	[]	[]	[7857958]	[]
805_10347	chr17	44779119	44779519	+	1000	55.0	[7.0001297, 10.221417]	[83, 158]	[7.473779]	[139]	[44779286, 44779361]	[44779342]
805_10348	chr17	45149126	45149526	+	1000	55.0	[]	[]	[6.5499396]	[152]	[]	[45149376]
805_10350	chr17	45428046	45428446	+	1000	55.0	[8.952417]	[65]	[7.693098]	[102]	[45428199]	[45428236]
805_10351	chr17	45894173	45894573	+	1000	55.0	[9.309962]	[137]	[7.0001297]	[56]	[45894409]	[45894328]
805_10354	chr17	59388009	59388409	+	1000	55.0	[9.265699]	[82]	[]	[]	[59388166]	[]
805_10355	chr17	63834845	63835245	+	1000	55.0	[7.0396867]	[148]	[]	[]	[63835077]	[]
805_10356	chr17	63919210	63919610	+	1000	55.0	[6.483108]	[96]	[]	[]	[63919405]	[]
805_10358	chr17	75896266	75896666	+	1000	55.0	[7.0001297, 7.473779]	[155, 159]	[]	[]	[75896497, 75896501]	[]
805_10359	chr17	77088501	77088901	+	1000	55.0	[]	[]	[11.216295]	[69]	[]	[77088670]
805_1036	chr22	22576341	22576741	+	1000	188.0	[]	[]	[7.8834333]	[107]	[]	[22576539]
805_10366	chr19	1632927	1633327	+	1000	55.0	[]	[]	[8.649299, 8.649299, 8.952417]	[84, 89, 93]	[]	[1633089, 1633094, 1633098]
805_10369	chr19	3821896	3822296	+	1000	55.0	[7.8834333]	[131]	[]	[]	[3822101]	[]
805_1037	chr5	178417359	178417759	+	1000	188.0	[7.7268963, 7.835399]	[84, 92]	[]	[]	[178417540, 178417548]	[]
805_10370	chr19	6065904	6066304	+	1000	55.0	[]	[]	[8.469394, 13.286267]	[116, 122]	[]	[6066115, 6066121]
805_10371	chr19	6276411	6276811	+	1000	55.0	[12.000808]	[171]	[]	[]	[6276659]	[]
805_10374	chr19	10870603	10871003	+	1000	55.0	[]	[]	[6.69701]	[149]	[]	[10870822]
805_10377	chr19	17399021	17399421	+	1000	55.0	[]	[]	[9.012356, 8.687048, 12.29139]	[103, 168, 170]	[]	[17399205, 17399270, 17399272]
805_10380	chr19	35374892	35375292	+	1000	55.0	[]	[]	[11.216295]	[121]	[]	[35375112]
805_10381	chr19	40663880	40664280	+	705	55.0	[]	[]	[7.6381464]	[158]	[]	[40664128]
805_10382	chr19	41321755	41322155	+	1000	55.0	[10.9646435]	[98]	[]	[]	[41321953]	[]
805_10386	chr19	50929797	50930197	+	1000	55.0	[7.717715, 10.610686]	[70, 75]	[]	[]	[50929960, 50929965]	[]
805_10389	chr19	56252809	56253209	+	1000	55.0	[10.610686, 12.29139, 7.791171]	[79, 83, 85]	[]	[]	[56252983, 56252987, 56252989]	[]
805_10392	chr2	25361919	25362319	+	1000	55.0	[]	[]	[9.265699]	[111]	[]	[25362123]
805_10393	chr2	27754106	27754506	+	1000	55.0	[]	[]	[8.540713]	[114]	[]	[27754311]
805_10399	chr2	58571206	58571606	+	1000	55.0	[]	[]	[7.5071864]	[130]	[]	[58571433]
805_104	chr10	46001244	46001644	+	1000	408.0	[]	[]	[13.286267]	[149]	[]	[46001492]
805_10406	chr2	122186936	122187336	+	1000	55.0	[7.518969]	[127]	[]	[]	[122187136]	[]
805_1041	chr11	70419934	70420334	+	1000	187.0	[8.273051]	[87]	[]	[]	[70420088]	[]
805_10410	chr2	171513688	171514088	+	1000	55.0	[9.464272, 10.219348]	[53, 139]	[]	[]	[171513841, 171513927]	[]
805_10414	chr2	218360365	218360765	+	1000	55.0	[7.313411]	[90]	[]	[]	[218360546]	[]
805_10415	chr2	218397610	218398010	+	1000	55.0	[8.933888]	[129]	[]	[]	[218397803]	[]
805_10417	chr20	4068719	4069119	+	1000	55.0	[]	[]	[6.5752125, 7.2721825, 7.0605884]	[70, 72, 119]	[]	[4068874, 4068876, 4068923]
805_10418	chr20	32674306	32674706	+	1000	55.0	[6.5572]	[93]	[7.313411]	[64]	[32674496]	[32674467]
805_1042	chr12	51972790	51973190	+	1000	187.0	[7.9128156, 9.679184]	[81, 95]	[]	[]	[51972965, 51972979]	[]
805_10421	chr20	51594997	51595397	+	1000	55.0	[]	[]	[9.464272]	[116]	[]	[51595198]
805_10423	chr20	58650980	58651380	+	1000	55.0	[7.9976654]	[73]	[]	[]	[58651144]	[]
805_1043	chr19	58584395	58584795	+	1000	187.0	[]	[]	[13.286267]	[112]	[]	[58584605]
805_10431	chr22	19940867	19941267	+	997	55.0	[]	[]	[9.679184]	[143]	[]	[19941047]
805_10432	chr22	19959156	19959556	+	1000	55.0	[7.935419, 8.178812]	[163, 167]	[13.8484335]	[152]	[19959387, 19959391]	[19959376]
805_10433	chr22	21056717	21057117	+	1000	55.0	[]	[]	[7.1509056]	[120]	[]	[21056869]
805_10435	chr22	22729129	22729529	+	1000	55.0	[7.026269]	[152]	[]	[]	[22729304]	[]
805_10442	chr3	13452742	13453142	+	1000	55.0	[]	[]	[6.9816003]	[130]	[]	[13452961]
805_10445	chr3	15427347	15427747	+	1000	55.0	[9.609028]	[78]	[]	[]	[15427518]	[]
805_10449	chr3	37974646	37975046	+	1000	55.0	[]	[]	[6.8069506]	[119]	[]	[37974829]
805_10451	chr3	39152661	39153061	+	1000	55.0	[7.644837]	[225]	[]	[]	[39152890]	[]
805_10457	chr3	126985974	126986374	+	1000	55.0	[7.609212]	[92]	[]	[]	[126986137]	[]
805_10462	chr4	83618948	83619348	+	1000	55.0	[]	[]	[11.896146]	[138]	[]	[83619174]
805_10467	chr4	138919084	138919484	+	1000	55.0	[6.942383]	[99]	[]	[]	[138919276]	[]
805_10469	chr4	150321122	150321522	+	1000	55.0	[]	[]	[6.8722267]	[84]	[]	[150321297]
805_10475	chr5	4879685	4880085	+	1000	55.0	[]	[]	[6.483108]	[139]	[]	[4879921]
805_1048	chr1	21320039	21320439	+	1000	186.0	[12.562974]	[94]	[]	[]	[21320219]	[]
805_10481	chr5	132419640	132420040	+	1000	55.0	[7.9824696]	[117]	[]	[]	[132419846]	[]
805_10482	chr5	134577766	134578166	+	1000	55.0	[6.483108]	[142]	[]	[]	[134578007]	[]
805_10484	chr5	154940898	154941298	+	1000	55.0	[]	[]	[7.0001297]	[99]	[]	[154941096]
805_10485	chr5	159204140	159204540	+	1000	55.0	[]	[]	[9.4715605, 10.861683, 8.502228]	[165, 167, 171]	[]	[159204385, 159204387, 159204391]
805_10486	chr5	175729821	175730221	+	1000	55.0	[]	[]	[6.8069506]	[75]	[]	[175729982]
805_10488	chr5	178120867	178121267	+	1000	55.0	[]	[]	[8.502228]	[90]	[]	[178121057]
805_10489	chr6	6749919	6750319	+	1000	55.0	[]	[]	[7.287687]	[134]	[]	[6750142]
805_1049	chr1	65317848	65318248	+	1000	186.0	[]	[]	[8.831296]	[72]	[]	[65318017]
805_10494	chr6	31580830	31581230	+	1000	55.0	[7.693098, 7.473779, 7.609212]	[80, 97, 154]	[]	[]	[31580994, 31581011, 31581068]	[]
805_10497	chr6	34055208	34055608	+	1000	55.0	[10.901268, 7.935419]	[156, 160]	[]	[]	[34055444, 34055448]	[]
805_10498	chr6	35294322	35294722	+	1000	55.0	[]	[]	[7.0975323]	[57]	[]	[35294474]
805_10499	chr6	42104119	42104519	+	1000	55.0	[7.0001297]	[133]	[]	[]	[42104328]	[]
805_105	chr22	23177154	23177554	+	1000	408.0	[7.313411]	[76]	[]	[]	[23177326]	[]
805_10502	chr6	52389287	52389687	+	1000	55.0	[]	[]	[13.953096, 7.313411]	[137, 143]	[]	[52389517, 52389523]
805_10503	chr6	90078977	90079377	+	1000	55.0	[]	[]	[6.8722267]	[118]	[]	[90079188]
805_10505	chr6	109382278	109382678	+	1000	55.0	[6.942383, 8.747796]	[98, 128]	[]	[]	[109382439, 109382469]	[]
805_10508	chr6	131657560	131657960	+	1000	55.0	[]	[]	[6.5752125, 8.557642]	[82, 84]	[]	[131657716, 131657718]
805_10511	chr6	163572494	163572894	+	899	55.0	[6.5176144, 10.861683, 10.861683, 10.861683, 7.2591763]	[77, 78, 79, 80, 86]	[]	[]	[163572670, 163572671, 163572672, 163572673, 163572679]	[]
805_10512	chr6	169751419	169751819	+	1000	55.0	[]	[]	[8.178812, 8.630112]	[81, 86]	[]	[169751597, 169751602]
805_10513	chr7	520507	520907	+	1000	55.0	[]	[]	[7.313411]	[125]	[]	[520720]
805_10515	chr7	30284678	30285078	+	1000	55.0	[]	[]	[7.313411, 8.178812, 7.2591763]	[74, 77, 105]	[]	[30284852, 30284855, 30284883]
805_10518	chr7	55657658	55658058	+	1000	55.0	[8.540713]	[105]	[]	[]	[55657841]	[]
805_10519	chr7	67129105	67129505	+	1000	55.0	[9.930836]	[81]	[]	[]	[67129277]	[]
805_10523	chr7	98841723	98842123	+	1000	55.0	[9.787687]	[52]	[]	[]	[98841875]	[]
805_10527	chr7	100705229	100705629	+	1000	55.0	[]	[]	[7.8834333]	[106]	[]	[100705428]
805_10529	chr7	113125764	113126164	+	1000	55.0	[7.6236315, 7.6482563, 10.901268]	[99, 101, 105]	[]	[]	[113125952, 113125954, 113125958]	[]
805_10530	chr7	116212268	116212668	+	1000	55.0	[]	[]	[7.6567397]	[148]	[]	[116212504]
805_10539	chr7	148850526	148850926	+	1000	55.0	[9.609028, 6.991045, 6.483108]	[136, 143, 148]	[]	[]	[148850752, 148850759, 148850764]	[]
805_1054	chr1	219907488	219907888	+	1000	186.0	[]	[]	[7.1279345, 8.942199]	[116, 157]	[]	[219907695, 219907736]
805_10543	chr8	55939963	55940363	+	1000	55.0	[7.313411, 8.00492, 7.287687]	[70, 96, 104]	[]	[]	[55940127, 55940153, 55940161]	[]
805_10545	chr8	95212417	95212817	+	1000	55.0	[]	[]	[8.469394]	[70]	[]	[95212578]
805_1055	chr10	124692851	124693251	+	1000	186.0	[]	[]	[8.017478]	[114]	[]	[124693055]
805_10550	chr8	143977092	143977492	+	1000	55.0	[7.473779, 8.42266, 7.7268963, 7.316851]	[143, 144, 171, 179]	[6.719461]	[112]	[143977307, 143977308, 143977335, 143977343]	[143977276]
805_10552	chr9	93060845	93061245	+	1000	55.0	[]	[]	[7.9976654]	[82]	[]	[93061025]
805_10566	chrUn_KI270744v1	110569	110969	+	1000	55.0	[]	[]	[9.574522, 13.8484335]	[76, 126]	[]	[110725, 110775]
805_10568	chrX	71103194	71103594	+	1000	55.0	[9.679184, 6.5499396, 12.000808, 10.221417]	[65, 82, 109, 115]	[]	[]	[71103350, 71103367, 71103394, 71103400]	[]
805_10572	chr1	1440856	1441256	+	1000	54.0	[6.445277]	[80]	[]	[]	[1441014]	[]
805_10577	chr1	9275443	9275843	+	1000	54.0	[7.947322, 10.75702]	[155, 157]	[]	[]	[9275664, 9275666]	[]
805_10578	chr1	9717629	9718029	+	1000	54.0	[]	[]	[6.9816003, 7.791171, 12.29139]	[75, 79, 81]	[]	[9717792, 9717796, 9717798]
805_10582	chr1	19341459	19341859	+	1000	54.0	[9.168893]	[93]	[6.4933114]	[103]	[19341651]	[19341661]
805_10586	chr1	22930279	22930679	+	1000	54.0	[]	[]	[7.7268963, 10.131101, 7.7268963]	[57, 65, 127]	[]	[22930436, 22930444, 22930506]
805_1059	chr3	171470718	171471118	+	1000	186.0	[8.017478]	[122]	[]	[]	[171470939]	[]
805_10594	chr1	28449905	28450305	+	1000	54.0	[6.5923476, 7.6039934, 7.791171]	[110, 121, 123]	[]	[]	[28450112, 28450123, 28450125]	[]
805_10596	chr1	33036905	33037305	+	1000	54.0	[]	[]	[11.883123, 8.381167, 8.576171, 12.562974]	[132, 156, 160, 173]	[]	[33037061, 33037085, 33037089, 33037102]
805_10599	chr1	36088603	36089003	+	1000	54.0	[]	[]	[8.317997, 7.026269]	[119, 130]	[]	[36088799, 36088810]
805_10601	chr1	39196814	39197214	+	1000	54.0	[]	[]	[7.1279345]	[139]	[]	[39197014]
805_10608	chr1	109254207	109254607	+	1000	54.0	[]	[]	[7.313411, 8.017478]	[129, 146]	[]	[109254403, 109254420]
805_10609	chr1	110338307	110338707	+	1000	54.0	[]	[]	[13.953096]	[171]	[]	[110338513]
805_1061	chr7	72711018	72711418	+	1000	186.0	[7.6848807]	[164]	[]	[]	[72711262]	[]
805_10611	chr1	112704873	112705273	+	639	54.0	[]	[]	[6.9816003]	[113]	[]	[112705083]
