#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2F6_idr.fa NR2F6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
681_10131	chr10	45582008	45582408	+	1000	36.0	[13.574681, 7.3238416]	[137, 144]	[]	[]	[45582188, 45582195]	[]
681_10136	chr10	70888055	70888455	+	1000	36.0	[]	[]	[7.5666924]	[135]	[]	[70888286]
681_10138	chr10	71582036	71582436	+	1000	36.0	[11.258537]	[96]	[]	[]	[71582223]	[]
681_1014	chr3	44400768	44401168	+	1000	91.0	[]	[]	[8.780026]	[138]	[]	[44400994]
681_10158	chr11	57353796	57354196	+	907	36.0	[12.02581]	[226]	[15.375314]	[197]	[57354027]	[57353998]
681_10184	chr12	44948722	44949122	+	884	36.0	[10.026865]	[131]	[]	[]	[44948934]	[]
681_10191	chr12	54641058	54641458	+	1000	36.0	[]	[]	[15.375314, 7.2561]	[137, 159]	[]	[54641237, 54641259]
681_10207	chr13	89811990	89812390	+	1000	36.0	[9.188388]	[72]	[]	[]	[89812151]	[]
681_1021	chr9	76362522	76362922	+	1000	91.0	[8.66444]	[80]	[]	[]	[76362696]	[]
681_10219	chr13	92293935	92294335	+	638	36.0	[7.3238416]	[221]	[]	[]	[92294165]	[]
681_10223	chr13	93321640	93322040	+	1000	36.0	[8.317622]	[72]	[]	[]	[93321807]	[]
681_10224	chr13	93335504	93335904	+	1000	36.0	[8.780026]	[144]	[]	[]	[93335730]	[]
681_10231	chr13	113219505	113219905	+	824	36.0	[11.531816]	[149]	[]	[]	[113219745]	[]
681_10235	chr14	105487659	105488059	+	1000	36.0	[7.6651616, 8.182312]	[106, 125]	[]	[]	[105487848, 105487867]	[]
681_1024	chr1	39799661	39800061	+	1000	90.0	[13.574681]	[141]	[]	[]	[39799893]	[]
681_10249	chr15	74425691	74426091	+	1000	36.0	[9.6081915, 9.6081915]	[80, 123]	[]	[]	[74425866, 74425909]	[]
681_10257	chr15	101731760	101732160	+	1000	36.0	[7.294452]	[89]	[]	[]	[101731931]	[]
681_10258	chr16	358964	359364	+	1000	36.0	[]	[]	[10.225179, 12.02581, 9.188388]	[120, 127, 141]	[]	[359170, 359177, 359191]
681_10266	chr16	14485301	14485701	+	1000	36.0	[]	[]	[13.05917]	[116]	[]	[14485460]
681_10268	chr16	15521424	15521824	+	1000	36.0	[11.136818, 10.225179]	[138, 204]	[]	[]	[15521597, 15521663]	[]
681_1027	chr11	66257095	66257495	+	1000	90.0	[7.5666924]	[68]	[]	[]	[66257261]	[]
681_10272	chr16	67028616	67029016	+	1000	36.0	[]	[]	[9.530729]	[239]	[]	[67028864]
681_10274	chr16	69311185	69311585	+	1000	36.0	[7.3683796]	[139]	[]	[]	[69311349]	[]
681_10278	chr16	85402997	85403397	+	936	36.0	[]	[]	[7.2750764]	[130]	[]	[85403224]
681_10284	chr16	88856007	88856407	+	1000	36.0	[6.9523535, 11.531816]	[82, 98]	[8.274998]	[119]	[88856187, 88856203]	[88856224]
681_10288	chr17	7156314	7156714	+	1000	36.0	[8.385029, 15.375314]	[93, 139]	[]	[]	[7156480, 7156526]	[]
681_10291	chr17	28925062	28925462	+	1000	36.0	[9.6081915]	[76]	[]	[]	[28925217]	[]
681_103	chr10	78256203	78256603	+	1000	227.0	[]	[]	[10.400684, 6.907464]	[88, 146]	[]	[78256383, 78256441]
681_10302	chr17	45252573	45252973	+	583	36.0	[9.28672, 8.738236]	[79, 86]	[]	[]	[45252743, 45252750]	[]
681_10304	chr17	46279857	46280257	+	1000	36.0	[]	[]	[9.693964]	[122]	[]	[46280009]
681_10309	chr17	59964381	59964781	+	1000	36.0	[6.7890983]	[126]	[]	[]	[59964604]	[]
681_10311	chr17	60392047	60392447	+	1000	36.0	[]	[]	[8.182312, 7.3877554]	[114, 129]	[]	[60392256, 60392271]
681_10319	chr17	80989137	80989537	+	1000	36.0	[]	[]	[7.060183]	[162]	[]	[80989318]
681_10321	chr17	82368046	82368446	+	1000	36.0	[7.6651616]	[140]	[]	[]	[82368272]	[]
681_10326	chr18	12879034	12879434	+	1000	36.0	[7.699957]	[102]	[]	[]	[12879231]	[]
681_10328	chr19	2057393	2057793	+	1000	36.0	[]	[]	[6.9793944, 7.6564493]	[134, 170]	[]	[2057563, 2057599]
681_10329	chr19	3451349	3451749	+	826	36.0	[]	[]	[10.016101]	[110]	[]	[3451548]
681_10335	chr19	8580730	8581130	+	955	36.0	[7.2561]	[139]	[]	[]	[8580951]	[]
681_10343	chr19	18280374	18280774	+	1000	36.0	[6.904866]	[170]	[]	[]	[18280568]	[]
681_10344	chr19	21197629	21198029	+	1000	36.0	[9.965039]	[80]	[]	[]	[21197808]	[]
681_10350	chr19	39409369	39409769	+	992	36.0	[]	[]	[7.264312]	[122]	[]	[39409574]
681_10353	chr19	43784391	43784791	+	1000	36.0	[6.9654317]	[154]	[]	[]	[43784631]	[]
681_10356	chr19	45669248	45669648	+	993	36.0	[9.965039]	[181]	[]	[]	[45669453]	[]
681_10358	chr19	47112186	47112586	+	1000	36.0	[8.9727955]	[142]	[]	[]	[47112420]	[]
681_1036	chr3	39101089	39101489	+	1000	90.0	[]	[]	[10.026865]	[108]	[]	[39101296]
681_10376	chr2	42828857	42829257	+	1000	36.0	[7.294452]	[128]	[]	[]	[42829064]	[]
681_10377	chr2	43179049	43179449	+	1000	36.0	[6.7671185]	[109]	[]	[]	[43179224]	[]
681_10379	chr2	44361740	44362140	+	1000	36.0	[]	[]	[7.2529516]	[124]	[]	[44361919]
681_1038	chr6	26475121	26475521	+	1000	90.0	[9.110114]	[131]	[]	[]	[26475319]	[]
681_10392	chr2	113012772	113013172	+	1000	36.0	[]	[]	[7.415039]	[104]	[]	[113012963]
681_10396	chr2	131104399	131104799	+	1000	36.0	[]	[]	[10.016101, 6.8528676]	[122, 153]	[]	[131104573, 131104604]
681_10398	chr2	134773922	134774322	+	860	36.0	[]	[]	[7.415039]	[148]	[]	[134774169]
681_10399	chr2	156400913	156401313	+	1000	36.0	[12.93745]	[117]	[]	[]	[156401091]	[]
681_1040	chr8	28390174	28390574	+	1000	90.0	[7.7937036, 10.466044]	[75, 82]	[10.225179]	[116]	[28390343, 28390350]	[28390384]
681_10403	chr2	180056496	180056896	+	1000	36.0	[8.718861, 7.415039]	[124, 132]	[]	[]	[180056701, 180056709]	[]
681_1041	chr8	28889674	28890074	+	1000	90.0	[10.314935, 10.026865, 8.565256]	[74, 81, 88]	[]	[]	[28889838, 28889845, 28889852]	[]
681_10411	chr20	48126177	48126577	+	989	36.0	[12.02581, 8.785878]	[119, 126]	[]	[]	[48126360, 48126367]	[]
681_10412	chr20	49279234	49279634	+	1000	36.0	[]	[]	[10.016101]	[124]	[]	[49279407]
681_10414	chr20	53623783	53624183	+	1000	36.0	[13.574681]	[124]	[8.767773]	[92]	[53624005]	[53623973]
681_10415	chr20	60589602	60590002	+	1000	36.0	[]	[]	[7.417145, 7.417145]	[106, 133]	[]	[60589801, 60589828]
681_10416	chr20	61951946	61952346	+	1000	36.0	[6.9793944]	[145]	[]	[]	[61952174]	[]
681_1042	chr8	74337430	74337830	+	1000	90.0	[10.016101]	[118]	[13.574681]	[157]	[74337629]	[74337668]
681_10426	chr22	19014189	19014589	+	1000	36.0	[12.266677]	[108]	[]	[]	[19014367]	[]
681_10427	chr22	19214061	19214461	+	1000	36.0	[]	[]	[9.103049]	[81]	[]	[19214227]
681_10430	chr22	19328685	19329085	+	1000	36.0	[]	[]	[9.274022]	[133]	[]	[19328862]
681_10432	chr22	19488133	19488533	+	1000	36.0	[7.775529]	[130]	[]	[]	[19488329]	[]
681_10436	chr22	19605461	19605861	+	1000	36.0	[]	[]	[10.046241]	[100]	[]	[19605617]
681_10437	chr22	19660569	19660969	+	1000	36.0	[6.907464]	[86]	[]	[]	[19660755]	[]
681_10440	chr22	19700529	19700929	+	1000	36.0	[]	[]	[10.016101]	[126]	[]	[19700740]
681_10441	chr22	19771665	19772065	+	1000	36.0	[7.3877554]	[146]	[]	[]	[19771885]	[]
681_1045	chr1	146051931	146052331	+	1000	89.0	[]	[]	[10.225179]	[136]	[]	[146052154]
681_10451	chr22	20043981	20044381	+	1000	36.0	[7.807559, 8.176768]	[158, 187]	[]	[]	[20044186, 20044215]	[]
681_10453	chr22	20075795	20076195	+	697	36.0	[]	[]	[10.046241]	[87]	[]	[20075969]
681_10458	chr22	20271486	20271886	+	1000	36.0	[]	[]	[8.423179]	[194]	[]	[20271708]
681_1046	chr10	5043414	5043814	+	1000	89.0	[]	[]	[9.066098]	[149]	[]	[5043656]
681_10467	chr22	20525339	20525739	+	1000	36.0	[12.623525]	[179]	[]	[]	[20525520]	[]
681_1047	chr10	48468123	48468523	+	1000	89.0	[]	[]	[6.7890983]	[107]	[]	[48468315]
681_10475	chr22	20691638	20692038	+	1000	36.0	[]	[]	[6.860204]	[145]	[]	[20691876]
681_1048	chr10	71882835	71883235	+	1000	89.0	[13.574681]	[104]	[]	[]	[71883024]	[]
681_10483	chr22	20986859	20987259	+	1000	36.0	[7.1865106]	[127]	[]	[]	[20987010]	[]
681_1049	chr11	73376912	73377312	+	1000	89.0	[]	[]	[7.5666924]	[114]	[]	[73377106]
681_10493	chr22	22011428	22011828	+	1000	36.0	[]	[]	[8.478332]	[103]	[]	[22011624]
681_10494	chr22	22019224	22019624	+	1000	36.0	[7.8676777]	[147]	[]	[]	[22019446]	[]
681_10497	chr22	22142458	22142858	+	977	36.0	[8.710301]	[134]	[]	[]	[22142687]	[]
681_10504	chr22	22336909	22337309	+	1000	36.0	[]	[]	[8.385029]	[122]	[]	[22337124]
681_10509	chr22	22432891	22433291	+	1000	36.0	[12.02581]	[82]	[]	[]	[22433072]	[]
681_1051	chr17	1467788	1468188	+	1000	89.0	[7.595884]	[148]	[8.182312]	[69]	[1468018]	[1467939]
681_10512	chr22	22483326	22483726	+	1000	36.0	[10.016101]	[82]	[9.389633]	[114]	[22483495]	[22483527]
681_10514	chr22	22536154	22536554	+	830	36.0	[8.514302]	[129]	[]	[]	[22536352]	[]
681_10516	chr22	22852137	22852537	+	1000	36.0	[6.929461]	[91]	[]	[]	[22852316]	[]
681_1052	chr17	76182134	76182534	+	1000	89.0	[6.7259293, 9.367325]	[64, 71]	[]	[]	[76182292, 76182299]	[]
681_10520	chr22	22963929	22964329	+	1000	36.0	[]	[]	[6.9421754]	[171]	[]	[22964104]
681_10522	chr22	22983114	22983514	+	1000	36.0	[11.426259]	[173]	[]	[]	[22983336]	[]
681_10523	chr22	23020029	23020429	+	1000	36.0	[]	[]	[6.9671407]	[146]	[]	[23020193]
681_10525	chr22	27299608	27300008	+	1000	36.0	[15.375314, 7.578237]	[109, 116]	[]	[]	[27299776, 27299783]	[]
681_10527	chr22	38853889	38854289	+	1000	36.0	[6.9793944]	[109]	[9.367325]	[116]	[38854074]	[38854081]
681_10528	chr22	46138331	46138731	+	1000	36.0	[11.531816, 9.540887]	[224, 233]	[9.075708]	[160]	[46138558, 46138567]	[46138494]
681_10529	chr22	46657330	46657730	+	1000	36.0	[8.66444, 13.574681]	[118, 125]	[]	[]	[46657533, 46657540]	[]
681_10532	chr3	9786297	9786697	+	1000	36.0	[]	[]	[11.816733]	[101]	[]	[9786476]
681_10538	chr3	39126543	39126943	+	1000	36.0	[10.822892, 6.9824934, 7.775529]	[113, 145, 168]	[]	[]	[39126734, 39126766, 39126789]	[]
681_1054	chr19	16258372	16258772	+	1000	89.0	[]	[]	[10.016101]	[108]	[]	[16258571]
681_10542	chr3	46866687	46867087	+	1000	36.0	[10.225179]	[116]	[]	[]	[46866881]	[]
681_10545	chr3	47725648	47726048	+	1000	36.0	[]	[]	[10.016101]	[102]	[]	[47725844]
681_10549	chr3	53071993	53072393	+	745	36.0	[]	[]	[8.164407]	[131]	[]	[53072197]
681_10556	chr3	153038716	153039116	+	1000	36.0	[10.016101]	[171]	[]	[]	[153038933]	[]
681_1056	chr22	17171134	17171534	+	1000	89.0	[]	[]	[7.730097, 12.716828]	[117, 133]	[]	[17171345, 17171361]
681_10565	chr4	55637218	55637618	+	1000	36.0	[6.9793944]	[82]	[7.563146, 9.075708]	[94, 114]	[55637400]	[55637412, 55637432]
681_10568	chr4	72689915	72690315	+	1000	36.0	[]	[]	[12.716828]	[152]	[]	[72690160]
681_10572	chr4	80466605	80467005	+	560	36.0	[7.2750764]	[108]	[]	[]	[80466786]	[]
681_10578	chr4	153143549	153143949	+	1000	36.0	[]	[]	[12.716828]	[98]	[]	[153143735]
681_1058	chr22	21984766	21985166	+	1000	89.0	[]	[]	[11.136818]	[207]	[]	[21984999]
681_10582	chr5	34196084	34196484	+	1000	36.0	[]	[]	[6.929461]	[54]	[]	[34196238]
681_10583	chr5	39021464	39021864	+	970	36.0	[8.780026]	[113]	[]	[]	[39021655]	[]
681_10585	chr5	68405687	68406087	+	970	36.0	[13.574681]	[126]	[]	[]	[68405912]	[]
681_10587	chr5	79556184	79556584	+	1000	36.0	[6.749954]	[182]	[7.415039]	[187]	[79556421]	[79556426]
681_10596	chr5	171642869	171643269	+	743	36.0	[]	[]	[15.375314]	[124]	[]	[171643079]
681_10599	chr5	176994442	176994842	+	1000	36.0	[7.9382257]	[156]	[]	[]	[176994678]	[]
681_106	chr2	177392548	177392948	+	1000	226.0	[12.623525]	[95]	[]	[]	[177392738]	[]
681_10605	chr6	3195791	3196191	+	1000	36.0	[]	[]	[7.0428286]	[176]	[]	[3196026]
681_10607	chr6	8100323	8100723	+	1000	36.0	[7.060183]	[147]	[]	[]	[8100552]	[]
681_10608	chr6	15033160	15033560	+	949	36.0	[6.907464]	[94]	[]	[]	[15033352]	[]
681_10615	chr6	28864521	28864921	+	1000	36.0	[]	[]	[7.695302, 6.7864943]	[134, 141]	[]	[28864747, 28864754]
681_10618	chr6	28961095	28961495	+	1000	36.0	[7.578237]	[115]	[]	[]	[28961287]	[]
681_10622	chr6	31831574	31831974	+	1000	36.0	[]	[]	[11.816733]	[116]	[]	[31831733]
681_10623	chr6	31837299	31837699	+	1000	36.0	[6.954626]	[205]	[]	[]	[31837516]	[]
681_10628	chr6	35920817	35921217	+	954	36.0	[7.563146]	[125]	[]	[]	[35921040]	[]
681_1063	chr6	3212670	3213070	+	1000	89.0	[]	[]	[7.415039]	[70]	[]	[3212840]
681_10633	chr6	41278977	41279377	+	1000	36.0	[6.7563543]	[114]	[]	[]	[41279173]	[]
681_10636	chr6	43835996	43836396	+	1000	36.0	[7.893332, 8.780026, 9.6081915]	[84, 117, 126]	[]	[]	[43836168, 43836201, 43836210]	[]
681_10644	chr6	108848121	108848521	+	1000	36.0	[6.9793944]	[140]	[]	[]	[108848319]	[]
681_10649	chr6	134017839	134018239	+	1000	36.0	[8.565256, 8.785878]	[75, 86]	[]	[]	[134017993, 134018004]	[]
681_1065	chr7	455617	456017	+	1000	89.0	[6.7259293]	[147]	[]	[]	[455863]	[]
681_10651	chr6	143804826	143805226	+	902	36.0	[]	[]	[9.709666]	[115]	[]	[143805027]
681_10652	chr6	143840611	143841011	+	860	36.0	[9.500589]	[88]	[]	[]	[143840793]	[]
681_10671	chr7	64691773	64692173	+	1000	36.0	[]	[]	[12.623525, 15.375314]	[160, 167]	[]	[64692001, 64692008]
681_10673	chr7	73758562	73758962	+	1000	36.0	[6.7259293]	[205]	[]	[]	[73758810]	[]
681_10674	chr7	96708885	96709285	+	1000	36.0	[8.7080965]	[78]	[]	[]	[96709042]	[]
681_10678	chr7	105332365	105332765	+	1000	36.0	[]	[]	[7.264312, 10.016101]	[100, 124]	[]	[105332522, 105332546]
681_10679	chr7	105365929	105366329	+	1000	36.0	[9.6081915]	[53]	[]	[]	[105366082]	[]
681_1068	chr1	19407748	19408148	+	1000	88.0	[7.415039, 6.7864943]	[121, 134]	[]	[]	[19407954, 19407967]	[]
681_10680	chr7	105387884	105388284	+	1000	36.0	[]	[]	[6.860204]	[131]	[]	[105388054]
681_10684	chr7	111223829	111224229	+	703	36.0	[8.288293, 6.9523535]	[234, 241]	[]	[]	[111224072, 111224079]	[]
681_10687	chr7	123737158	123737558	+	1000	36.0	[]	[]	[7.807559]	[127]	[]	[123737378]
681_10688	chr7	129434266	129434666	+	1000	36.0	[7.7873144]	[78]	[]	[]	[129434442]	[]
681_10691	chr7	135160130	135160530	+	1000	36.0	[6.7671185, 10.026865]	[92, 99]	[7.759486]	[129]	[135160317, 135160324]	[135160354]
681_10695	chr7	150373379	150373779	+	1000	36.0	[]	[]	[7.8784423]	[103]	[]	[150373563]
681_10698	chr7	157423453	157423853	+	1000	36.0	[]	[]	[15.375314]	[150]	[]	[157423658]
681_10699	chr8	2128312	2128712	+	1000	36.0	[13.574681]	[121]	[7.2746873]	[133]	[2128531]	[2128543]
681_1070	chr1	124266601	124267001	+	1000	88.0	[8.589731]	[83]	[7.1030235, 7.2746873]	[76, 96]	[124266784]	[124266777, 124266797]
681_10701	chr8	26572220	26572620	+	754	36.0	[]	[]	[6.9631176]	[86]	[]	[26572395]
681_10707	chr8	141383302	141383702	+	1000	36.0	[]	[]	[9.367325, 13.574681]	[90, 97]	[]	[141383470, 141383477]
681_10712	chr8	144804944	144805344	+	731	36.0	[]	[]	[12.716828]	[122]	[]	[144805138]
681_10714	chr9	35914372	35914772	+	1000	36.0	[]	[]	[9.169012]	[88]	[]	[35914540]
681_10715	chr9	91197248	91197648	+	1000	36.0	[12.266677]	[124]	[]	[]	[91197462]	[]
681_10721	chr9	121370513	121370913	+	1000	36.0	[]	[]	[10.016101]	[197]	[]	[121370756]
681_10722	chr9	121545904	121546304	+	857	36.0	[]	[]	[8.288293]	[67]	[]	[121546068]
681_1073	chr2	41836947	41837347	+	1000	88.0	[]	[]	[12.716828, 8.245195]	[105, 125]	[]	[41837145, 41837165]
681_10730	chr9	129762397	129762797	+	1000	36.0	[7.699957]	[163]	[]	[]	[129762596]	[]
681_10732	chr9	131202491	131202891	+	1000	36.0	[7.294452]	[113]	[]	[]	[131202693]	[]
681_10736	chr9	133992899	133993299	+	1000	36.0	[]	[]	[7.415039]	[99]	[]	[133993097]
681_10742	chrUn_KI270742v1	26709	27109	+	821	36.0	[6.860204]	[113]	[]	[]	[26886]	[]
681_10744	chrX	47219050	47219450	+	1000	36.0	[12.716828]	[139]	[]	[]	[47219260]	[]
681_10746	chrX	49590084	49590484	+	1000	36.0	[13.574681]	[57]	[]	[]	[49590237]	[]
681_10747	chrX	152733552	152733952	+	664	36.0	[]	[]	[7.415039]	[121]	[]	[152733771]
681_10755	chr1	3668839	3669239	+	1000	35.0	[]	[]	[7.0354786]	[123]	[]	[3669046]
681_10757	chr1	6357237	6357637	+	930	35.0	[]	[]	[6.9824934, 13.574681]	[126, 140]	[]	[6357446, 6357460]
681_1076	chr4	48804899	48805299	+	1000	88.0	[13.574681]	[121]	[]	[]	[48805099]	[]
681_10763	chr1	10415023	10415423	+	959	35.0	[6.9793944, 9.28672]	[72, 103]	[]	[]	[10415193, 10415224]	[]
681_10768	chr1	16008993	16009393	+	1000	35.0	[6.860204]	[85]	[]	[]	[16009162]	[]
681_10773	chr1	21934608	21935008	+	1000	35.0	[6.907464]	[135]	[]	[]	[21934824]	[]
681_10774	chr1	22043035	22043435	+	996	35.0	[7.0928655]	[171]	[]	[]	[22043253]	[]
681_10776	chr1	25542154	25542554	+	1000	35.0	[9.367325]	[121]	[7.051181, 10.400684]	[96, 102]	[25542359]	[25542334, 25542340]
681_10778	chr1	27012926	27013326	+	1000	35.0	[7.881086]	[162]	[9.367325]	[140]	[27013159]	[27013137]
681_1078	chr5	55917976	55918376	+	1000	88.0	[15.375314]	[123]	[]	[]	[55918193]	[]
681_10782	chr1	30783484	30783884	+	1000	35.0	[6.9793944]	[167]	[]	[]	[30783733]	[]
681_10784	chr1	31573777	31574177	+	975	35.0	[8.718861]	[162]	[8.917174, 8.917174]	[107, 115]	[31574027]	[31573972, 31573980]
681_10790	chr1	38242493	38242893	+	641	35.0	[8.514302]	[190]	[10.466044]	[143]	[38242736]	[38242689]
681_10795	chr1	44739273	44739673	+	1000	35.0	[7.527175]	[128]	[8.600052]	[118]	[44739498]	[44739488]
681_10800	chr1	52954380	52954780	+	955	35.0	[7.699957]	[100]	[]	[]	[52954577]	[]
681_10804	chr1	65467524	65467924	+	1000	35.0	[6.9376044]	[138]	[]	[]	[65467707]	[]
681_10807	chr1	88774185	88774585	+	542	35.0	[]	[]	[8.565256]	[87]	[]	[88774337]
681_10808	chr1	89704003	89704403	+	1000	35.0	[15.375314, 9.540887]	[86, 120]	[]	[]	[89704187, 89704221]	[]
681_1081	chr7	5625834	5626234	+	1000	88.0	[]	[]	[15.375314]	[136]	[]	[5626047]
681_10813	chr1	113034251	113034651	+	1000	35.0	[15.375314, 7.893332, 10.822892]	[100, 107, 119]	[]	[]	[113034418, 113034425, 113034437]	[]
681_10818	chr1	153342203	153342603	+	1000	35.0	[]	[]	[10.225179]	[138]	[]	[153342430]
681_1082	chr8	31035288	31035688	+	1000	88.0	[]	[]	[13.574681]	[134]	[]	[31035509]
681_10821	chr1	161009574	161009974	+	885	35.0	[]	[]	[7.699957]	[103]	[]	[161009750]
681_10824	chr1	166471267	166471667	+	722	35.0	[10.225179]	[84]	[]	[]	[166471426]	[]
681_10829	chr1	173913163	173913563	+	913	35.0	[6.9421754]	[83]	[6.7065535]	[119]	[173913317]	[173913353]
681_10832	chr1	180918473	180918873	+	678	35.0	[]	[]	[8.66444]	[143]	[]	[180918709]
681_10833	chr1	181130225	181130625	+	1000	35.0	[]	[]	[9.965039]	[180]	[]	[181130434]
681_10840	chr1	212159034	212159434	+	1000	35.0	[]	[]	[7.608377]	[111]	[]	[212159217]
681_10843	chr1	225890620	225891020	+	1000	35.0	[]	[]	[13.574681]	[81]	[]	[225890787]
681_10846	chr1	228458262	228458662	+	1000	35.0	[]	[]	[7.3683796]	[132]	[]	[228458467]
681_10848	chr1	244337117	244337517	+	1000	35.0	[9.731183]	[132]	[8.028181]	[86]	[244337332]	[244337286]
681_10855	chr10	22389780	22390180	+	1000	35.0	[9.625627]	[72]	[]	[]	[22389951]	[]
681_10856	chr10	24503625	24504025	+	1000	35.0	[6.7065535]	[117]	[7.415039]	[87]	[24503817]	[24503787]
681_10858	chr10	28838854	28839254	+	974	35.0	[7.699957]	[80]	[]	[]	[28839007]	[]
681_10861	chr10	43404407	43404807	+	974	35.0	[]	[]	[10.016101]	[144]	[]	[43404640]
