#PeakID(python identify_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_1030	chr14	72826039	72826439	+	1000	456.0	[]	[]	[8.891774]	[110]	[]	[72826243]
368_10305	chr11	59755934	59756334	+	1000	76.5	[8.090539]	[72]	[]	[]	[59756097]	[]
368_10309	chr13	51613548	51613948	+	1000	76.5	[]	[]	[8.779576]	[161]	[]	[51613783]
368_10312	chr16	3085267	3085667	+	1000	76.5	[8.891774]	[147]	[8.891774]	[146]	[3085479]	[3085478]
368_10318	chr19	27776519	27776919	+	1000	76.5	[8.069409]	[156]	[]	[]	[27776770]	[]
368_10326	chr3	46890055	46890455	+	1000	76.5	[8.001244, 12.567606]	[124, 141]	[]	[]	[46890254, 46890271]	[]
368_10327	chr3	193599370	193599770	+	1000	76.5	[8.001244]	[153]	[]	[]	[193599594]	[]
368_10328	chr3	196650896	196651296	+	999	76.5	[]	[]	[8.228404]	[77]	[]	[196651073]
368_10330	chr4	102780337	102780737	+	1000	76.5	[]	[]	[7.549868]	[86]	[]	[102780503]
368_10331	chr4	127515243	127515643	+	555	76.5	[]	[]	[12.567606, 8.182954]	[93, 152]	[]	[127515404, 127515463]
368_10334	chr5	3835752	3836152	+	1000	76.5	[]	[]	[7.7957826, 8.228404]	[80, 108]	[]	[3835925, 3835953]
368_10335	chr5	68423211	68423611	+	1000	76.5	[8.090539]	[80]	[]	[]	[68423378]	[]
368_10336	chr5	151556208	151556608	+	1000	76.5	[8.891774]	[105]	[]	[]	[151556377]	[]
368_10347	chrX	130830606	130831006	+	1000	76.5	[8.069409]	[101]	[]	[]	[130830792]	[]
368_10355	chr1	224516512	224516912	+	1000	76.0	[8.228404, 9.473919]	[80, 123]	[]	[]	[224516677, 224516720]	[]
368_10357	chr10	133390148	133390548	+	891	76.0	[8.779576]	[126]	[8.069409]	[158]	[133390315]	[133390347]
368_10359	chr11	64659664	64660064	+	1000	76.0	[8.891774]	[181]	[8.891774]	[180]	[64659867]	[64659866]
368_10365	chr16	31347497	31347897	+	1000	76.0	[8.001244]	[135]	[]	[]	[31347713]	[]
368_10367	chr16	89607426	89607826	+	1000	76.0	[8.320784]	[129]	[]	[]	[89607634]	[]
368_10368	chr17	5042214	5042614	+	1000	76.0	[8.320784]	[114]	[]	[]	[5042410]	[]
368_1037	chr16	57976418	57976818	+	1000	453.0	[8.320784]	[91]	[]	[]	[57976595]	[]
368_10371	chr17	45686238	45686638	+	1000	76.0	[8.069409]	[82]	[]	[]	[45686391]	[]
368_10377	chr19	10303917	10304317	+	1000	76.0	[]	[]	[8.090539]	[115]	[]	[10304117]
368_10378	chr19	17717274	17717674	+	1000	76.0	[]	[]	[9.473919]	[212]	[]	[17717484]
368_10386	chr2	202049815	202050215	+	674	76.0	[]	[]	[8.069409, 7.7957826]	[133, 159]	[]	[202050039, 202050065]
368_10394	chr3	58326525	58326925	+	1000	76.0	[]	[]	[8.494345]	[190]	[]	[58326759]
368_10395	chr3	108677794	108678194	+	714	76.0	[8.891774]	[130]	[8.069409, 8.182954]	[83, 86]	[108678015]	[108677968, 108677971]
368_10398	chr4	13525888	13526288	+	1000	76.0	[]	[]	[8.779576]	[109]	[]	[13526068]
368_10399	chr4	105650176	105650576	+	1000	76.0	[8.228404]	[168]	[]	[]	[105650406]	[]
368_1040	chr8	15582566	15582966	+	1000	453.0	[8.182954]	[148]	[]	[]	[15582806]	[]
368_10402	chr5	112371036	112371436	+	1000	76.0	[]	[]	[8.891774]	[69]	[]	[112371197]
368_10404	chr5	149400341	149400741	+	1000	76.0	[8.891774]	[131]	[8.069409]	[104]	[149400556]	[149400529]
368_10407	chr6	33590184	33590584	+	1000	76.0	[8.779576]	[151]	[]	[]	[33590410]	[]
368_10409	chr6	125293558	125293958	+	1000	76.0	[]	[]	[8.779576]	[104]	[]	[125293735]
368_10411	chr6	150861787	150862187	+	1000	76.0	[8.069409]	[113]	[]	[]	[150861954]	[]
368_10412	chr7	22704819	22705219	+	1000	76.0	[8.182954, 12.567606]	[227, 286]	[]	[]	[22704993, 22705052]	[]
368_10416	chr7	140419826	140420226	+	1000	76.0	[]	[]	[8.001244]	[141]	[]	[140420057]
368_10418	chr7	158706167	158706567	+	965	76.0	[]	[]	[7.7957826]	[110]	[]	[158706354]
368_10428	chr1	120850626	120851026	+	1000	75.5	[8.527855]	[161]	[]	[]	[120850792]	[]
368_10433	chr1	204398506	204398906	+	1000	75.5	[]	[]	[8.779576]	[90]	[]	[204398689]
368_10442	chr12	50039175	50039575	+	1000	75.5	[8.891774, 8.320784]	[82, 102]	[]	[]	[50039353, 50039373]	[]
368_10443	chr12	51017530	51017930	+	739	75.5	[]	[]	[8.02331]	[163]	[]	[51017737]
368_10445	chr12	65125996	65126396	+	948	75.5	[8.891774]	[162]	[]	[]	[65126218]	[]
368_10447	chr12	104408659	104409059	+	688	75.5	[]	[]	[8.069409]	[170]	[]	[104408883]
368_10448	chr15	78522445	78522845	+	1000	75.5	[]	[]	[8.527855]	[131]	[]	[78522646]
368_10449	chr16	31128728	31129128	+	1000	75.5	[7.549868]	[65]	[8.001244]	[143]	[31128882]	[31128960]
368_10451	chr17	29677838	29678238	+	565	75.5	[]	[]	[8.001244, 7.549868]	[90, 118]	[]	[29678022, 29678050]
368_10465	chr2	174049889	174050289	+	1000	75.5	[8.320784]	[106]	[]	[]	[174050086]	[]
368_10471	chr22	39994002	39994402	+	1000	75.5	[8.805163]	[98]	[8.805163]	[97]	[39994167]	[39994166]
368_10473	chr22	43275530	43275930	+	1000	75.5	[]	[]	[8.805163]	[173]	[]	[43275753]
368_10474	chr3	69776297	69776697	+	842	75.5	[8.02331]	[135]	[]	[]	[69776495]	[]
368_10478	chr4	96472215	96472615	+	1000	75.5	[8.891774]	[139]	[]	[]	[96472441]	[]
368_10485	chr7	135959665	135960065	+	1000	75.5	[8.069409]	[174]	[]	[]	[135959876]	[]
368_10486	chr8	23360491	23360891	+	1000	75.5	[8.891774]	[95]	[]	[]	[23360659]	[]
368_10501	chr12	124245832	124246232	+	1000	75.0	[]	[]	[8.001244]	[93]	[]	[124245987]
368_10514	chr2	7574366	7574766	+	968	75.0	[8.891774]	[134]	[]	[]	[7574561]	[]
368_1052	chr6	40715761	40716161	+	1000	451.5	[]	[]	[8.891774, 7.7957826]	[57, 60]	[]	[40715917, 40715920]
368_10523	chr5	53554422	53554822	+	1000	75.0	[8.891774]	[133]	[8.891774]	[132]	[53554651]	[53554650]
368_10526	chr5	85823820	85824220	+	964	75.0	[8.069409]	[142]	[]	[]	[85824054]	[]
368_10529	chr5	177760957	177761357	+	867	75.0	[8.891774, 8.069409]	[120, 152]	[]	[]	[177761172, 177761204]	[]
368_10534	chr6	152874641	152875041	+	988	75.0	[]	[]	[8.527855]	[85]	[]	[152874819]
368_10536	chr7	24748520	24748920	+	961	75.0	[]	[]	[8.320784]	[98]	[]	[24748718]
368_10538	chr8	17185670	17186070	+	1000	75.0	[7.7957826]	[127]	[]	[]	[17185868]	[]
368_10540	chr8	141340344	141340744	+	1000	75.0	[]	[]	[8.001244]	[153]	[]	[141340562]
368_10542	chr1	12528547	12528947	+	1000	74.5	[8.001244]	[109]	[]	[]	[12528732]	[]
368_10548	chr1	160362421	160362821	+	693	74.5	[]	[]	[7.7957826]	[114]	[]	[160362631]
368_10549	chr10	5669622	5670022	+	1000	74.5	[]	[]	[12.567606]	[143]	[]	[5669853]
368_10552	chr12	6167798	6168198	+	896	74.5	[7.7957826]	[108]	[7.549868]	[149]	[6167997]	[6168038]
368_10554	chr12	127108789	127109189	+	1000	74.5	[8.779576]	[153]	[8.320784]	[160]	[127108946]	[127108953]
368_10560	chr16	57675565	57675965	+	986	74.5	[]	[]	[8.228404]	[143]	[]	[57675797]
368_10569	chr2	88673445	88673845	+	730	74.5	[]	[]	[8.182954]	[101]	[]	[88673644]
368_10572	chr20	9136091	9136491	+	1000	74.5	[]	[]	[8.182954]	[87]	[]	[9136271]
368_10573	chr20	44970057	44970457	+	1000	74.5	[]	[]	[8.891774]	[187]	[]	[44970282]
368_10578	chr3	170903171	170903571	+	1000	74.5	[12.567606]	[155]	[]	[]	[170903396]	[]
368_10579	chr3	186882947	186883347	+	1000	74.5	[]	[]	[8.891774]	[366]	[]	[186883197]
368_1058	chr12	32054143	32054543	+	1000	450.0	[8.001244, 12.567606]	[60, 66]	[]	[]	[32054294, 32054300]	[]
368_10580	chr4	8191434	8191834	+	1000	74.5	[7.7957826]	[129]	[]	[]	[8191614]	[]
368_10581	chr4	46081661	46082061	+	725	74.5	[]	[]	[8.891774]	[167]	[]	[46081904]
368_10588	chr5	140623064	140623464	+	949	74.5	[8.891774]	[98]	[8.891774]	[97]	[140623258]	[140623257]
368_10589	chr6	20750586	20750986	+	1000	74.5	[8.779576]	[220]	[]	[]	[20750836]	[]
368_10592	chr6	143117027	143117427	+	1000	74.5	[]	[]	[8.069409]	[130]	[]	[143117240]
368_10597	chr8	22113762	22114162	+	794	74.5	[8.968127]	[80]	[]	[]	[22113942]	[]
368_10598	chr8	52250178	52250578	+	1000	74.5	[]	[]	[8.891774]	[171]	[]	[52250415]
368_10606	chr1	36275520	36275920	+	1000	74.0	[8.090539]	[163]	[]	[]	[36275718]	[]
368_10608	chr1	51622484	51622884	+	1000	74.0	[]	[]	[8.891774]	[259]	[]	[51622715]
368_10609	chr1	112688946	112689346	+	1000	74.0	[]	[]	[8.779576]	[138]	[]	[112689135]
368_10611	chr1	168402466	168402866	+	1000	74.0	[8.891774]	[99]	[8.891774]	[98]	[168402641]	[168402640]
368_10614	chr1	248926720	248927120	+	921	74.0	[7.7957826]	[147]	[]	[]	[248926913]	[]
368_10617	chr11	124608023	124608423	+	960	74.0	[]	[]	[8.779576]	[256]	[]	[124608216]
368_10628	chr17	22213125	22213525	+	1000	74.0	[8.891774]	[133]	[]	[]	[22213324]	[]
368_1063	chr7	104967100	104967500	+	1000	449.0	[]	[]	[8.320784, 8.891774]	[56, 131]	[]	[104967252, 104967327]
368_10633	chr17	62179428	62179828	+	1000	74.0	[]	[]	[8.228404]	[123]	[]	[62179583]
368_1064	chr12	1304290	1304690	+	1000	448.5	[8.527855]	[85]	[]	[]	[1304473]	[]
368_10647	chr20	36777086	36777486	+	1000	74.0	[8.320784]	[91]	[]	[]	[36777276]	[]
368_10665	chr6	14972351	14972751	+	1000	74.0	[]	[]	[8.069409]	[101]	[]	[14972524]
368_10667	chr7	1460671	1461071	+	1000	74.0	[8.891774]	[204]	[8.527855, 8.891774]	[167, 203]	[1460868]	[1460831, 1460867]
368_10669	chr7	42964268	42964668	+	1000	74.0	[]	[]	[8.320784]	[94]	[]	[42964430]
368_10676	chr9	121235541	121235941	+	1000	74.0	[8.320784]	[180]	[]	[]	[121235774]	[]
368_10688	chr12	6262603	6263003	+	1000	73.5	[]	[]	[8.891774]	[98]	[]	[6262789]
368_1069	chrX	152177055	152177455	+	1000	448.0	[]	[]	[8.182954]	[105]	[]	[152177228]
368_10698	chr17	40871332	40871732	+	1000	73.5	[]	[]	[8.891774]	[119]	[]	[40871524]
368_107	chr17	69047326	69047726	+	1000	736.5	[]	[]	[8.891774, 8.228404]	[70, 107]	[]	[69047495, 69047532]
368_10702	chr19	17305402	17305802	+	1000	73.5	[8.891774]	[144]	[]	[]	[17305602]	[]
368_10720	chr9	86636634	86637034	+	1000	73.5	[]	[]	[8.228404]	[161]	[]	[86636856]
368_10727	chr1	25272211	25272611	+	1000	73.0	[]	[]	[8.968127]	[138]	[]	[25272447]
368_10729	chr1	42873673	42874073	+	566	73.0	[8.001244]	[146]	[]	[]	[42873866]	[]
368_1073	chr1	203005329	203005729	+	1000	446.5	[8.320784]	[78]	[9.473919]	[87]	[203005504]	[203005513]
368_10732	chr11	76184728	76185128	+	1000	73.0	[8.001244]	[123]	[8.891774, 7.7957826]	[164, 167]	[76184898]	[76184939, 76184942]
368_10737	chr12	104480005	104480405	+	1000	73.0	[8.001244]	[77]	[]	[]	[104480162]	[]
368_1074	chr16	56289834	56290234	+	1000	446.5	[8.069409]	[153]	[]	[]	[56290045]	[]
368_10740	chr13	98478682	98479082	+	1000	73.0	[8.182954, 9.473919]	[135, 144]	[]	[]	[98478885, 98478894]	[]
368_10742	chr14	44914780	44915180	+	1000	73.0	[]	[]	[9.473919]	[129]	[]	[44914965]
368_10755	chr17	35801829	35802229	+	972	73.0	[]	[]	[8.320784]	[129]	[]	[35802005]
368_10758	chr18	2706920	2707320	+	1000	73.0	[8.320784]	[115]	[]	[]	[2707098]	[]
368_10761	chr19	7742500	7742900	+	698	73.0	[]	[]	[8.069409, 8.182954, 8.527855]	[89, 92, 99]	[]	[7742676, 7742679, 7742686]
368_10763	chr19	44911117	44911517	+	1000	73.0	[8.891774, 8.001244, 8.069409]	[103, 112, 140]	[]	[]	[44911282, 44911291, 44911319]	[]
368_10766	chr20	36421607	36422007	+	1000	73.0	[]	[]	[8.968127]	[73]	[]	[36421766]
368_1077	chr14	30822017	30822417	+	1000	446.0	[8.228404]	[82]	[8.320784]	[145]	[30822171]	[30822234]
368_10773	chr4	94407118	94407518	+	1000	73.0	[8.891774]	[84]	[8.891774]	[83]	[94407270]	[94407269]
368_10777	chr5	74584508	74584908	+	1000	73.0	[]	[]	[8.891774]	[134]	[]	[74584694]
368_10779	chr6	781451	781851	+	1000	73.0	[]	[]	[8.779576]	[173]	[]	[781693]
368_10782	chr6	104671394	104671794	+	1000	73.0	[]	[]	[8.891774, 8.891774]	[183, 199]	[]	[104671620, 104671636]
368_10783	chr6	159973954	159974354	+	1000	73.0	[8.779576]	[119]	[]	[]	[159974146]	[]
368_10785	chr7	12351858	12352258	+	1000	73.0	[8.090539]	[99]	[]	[]	[12352042]	[]
368_10787	chr7	129852952	129853352	+	1000	73.0	[8.320784]	[148]	[]	[]	[129853178]	[]
368_10788	chr7	138164750	138165150	+	1000	73.0	[8.779576]	[93]	[]	[]	[138164928]	[]
368_10792	chr1	23685244	23685644	+	1000	72.5	[]	[]	[8.968127]	[150]	[]	[23685458]
368_10796	chr1	44676580	44676980	+	1000	72.5	[]	[]	[8.001244]	[220]	[]	[44676736]
368_10798	chr1	228514305	228514705	+	1000	72.5	[]	[]	[8.779576]	[82]	[]	[228514473]
368_10799	chr1	236509884	236510284	+	1000	72.5	[]	[]	[8.779576]	[140]	[]	[236510045]
368_10808	chr15	40379390	40379790	+	1000	72.5	[8.779576]	[117]	[]	[]	[40379605]	[]
368_1081	chr18	77321925	77322325	+	1000	445.5	[8.02331]	[98]	[]	[]	[77322120]	[]
368_10819	chr2	68565831	68566231	+	1000	72.5	[8.320784]	[86]	[]	[]	[68565984]	[]
368_10828	chr3	71370513	71370913	+	901	72.5	[8.320784]	[184]	[]	[]	[71370739]	[]
368_10830	chr3	128830703	128831103	+	1000	72.5	[]	[]	[7.7957826]	[111]	[]	[128830911]
368_10835	chr4	68344064	68344464	+	971	72.5	[8.001244, 8.228404]	[172, 181]	[]	[]	[68344293, 68344302]	[]
368_10838	chr4	174192924	174193324	+	621	72.5	[]	[]	[8.805163]	[73]	[]	[174193078]
368_1084	chr5	56310805	56311205	+	1000	445.5	[8.891774]	[94]	[]	[]	[56310995]	[]
368_10842	chr6	34052935	34053335	+	1000	72.5	[]	[]	[8.891774]	[140]	[]	[34053173]
368_10846	chr7	117045897	117046297	+	1000	72.5	[]	[]	[8.001244]	[95]	[]	[117046057]
368_10855	chr1	146409930	146410330	+	887	72.0	[8.182954]	[163]	[]	[]	[146410153]	[]
368_10857	chr1	165773416	165773816	+	781	72.0	[]	[]	[8.779576]	[149]	[]	[165773659]
368_10859	chr10	21751240	21751640	+	1000	72.0	[8.320784]	[103]	[9.473919]	[112]	[21751435]	[21751444]
368_10861	chr10	96677450	96677850	+	1000	72.0	[8.805163]	[159]	[]	[]	[96677679]	[]
368_10887	chr3	155014962	155015362	+	725	72.0	[]	[]	[8.090539]	[168]	[]	[155015207]
368_10894	chr4	186798931	186799331	+	984	72.0	[8.090539]	[191]	[]	[]	[186799135]	[]
368_10895	chr5	179622580	179622980	+	970	72.0	[]	[]	[7.7957826]	[98]	[]	[179622743]
368_10897	chr6	17870596	17870996	+	681	72.0	[]	[]	[8.891774]	[89]	[]	[17870763]
368_10899	chr6	42702112	42702512	+	995	72.0	[]	[]	[8.182954]	[117]	[]	[42702307]
368_1090	chr12	122097894	122098294	+	1000	444.5	[8.891774]	[86]	[]	[]	[122098072]	[]
368_10901	chr6	125954866	125955266	+	1000	72.0	[8.891774]	[122]	[8.891774]	[121]	[125955043]	[125955042]
368_1091	chr15	39897323	39897723	+	1000	444.5	[]	[]	[8.891774]	[123]	[]	[39897544]
368_10910	chr9	111892019	111892419	+	1000	72.0	[]	[]	[8.891774, 8.891774]	[230, 248]	[]	[111892243, 111892261]
368_10911	chr9	123823552	123823952	+	1000	72.0	[]	[]	[12.567606]	[88]	[]	[123823730]
368_10916	chr1	32120772	32121172	+	577	71.5	[8.069409]	[124]	[8.090539]	[160]	[32120984]	[32121020]
368_10919	chr1	59295577	59295977	+	1000	71.5	[8.779576]	[99]	[]	[]	[59295762]	[]
368_10922	chr1	150999204	150999604	+	1000	71.5	[8.891774]	[172]	[8.891774]	[171]	[150999434]	[150999433]
368_10927	chr10	102455781	102456181	+	1000	71.5	[]	[]	[8.001244]	[108]	[]	[102455934]
368_10932	chr13	99686134	99686534	+	1000	71.5	[8.494345, 7.7957826, 8.182954]	[114, 130, 139]	[8.069409]	[84]	[99686329, 99686345, 99686354]	[99686299]
368_10934	chr15	31364315	31364715	+	1000	71.5	[]	[]	[8.090539]	[166]	[]	[31364564]
368_10935	chr15	58113272	58113672	+	669	71.5	[]	[]	[8.779576]	[70]	[]	[58113423]
368_10937	chr15	92745943	92746343	+	1000	71.5	[]	[]	[8.779576]	[140]	[]	[92746137]
368_10943	chr17	55436212	55436612	+	1000	71.5	[8.320784]	[59]	[]	[]	[55436368]	[]
368_10944	chr17	60406439	60406839	+	785	71.5	[8.182954, 8.069409]	[72, 94]	[]	[]	[60406601, 60406623]	[]
368_10946	chr18	8865918	8866318	+	978	71.5	[7.7957826]	[103]	[]	[]	[8866074]	[]
