#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF16_idr.fa KLF16 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
805_10339	chr16	84622749	84623149	+	1000	55.0	[]	[]	[8.502228]	[121]	[]	[84622965]
805_10341	chr16	89333660	89334060	+	1000	55.0	[]	[]	[13.8484335, 7.6214185]	[136, 138]	[]	[89333882, 89333884]
805_10350	chr17	45428046	45428446	+	1000	55.0	[8.952417]	[65]	[7.693098]	[102]	[45428199]	[45428236]
805_10355	chr17	63834845	63835245	+	1000	55.0	[7.0396867]	[148]	[]	[]	[63835077]	[]
805_10356	chr17	63919210	63919610	+	1000	55.0	[6.483108]	[96]	[]	[]	[63919405]	[]
805_10358	chr17	75896266	75896666	+	1000	55.0	[7.0001297, 7.473779]	[155, 159]	[]	[]	[75896497, 75896501]	[]
805_1036	chr22	22576341	22576741	+	1000	188.0	[]	[]	[7.8834333]	[107]	[]	[22576539]
805_10369	chr19	3821896	3822296	+	1000	55.0	[7.8834333]	[131]	[]	[]	[3822101]	[]
805_10370	chr19	6065904	6066304	+	1000	55.0	[]	[]	[8.469394, 13.286267]	[116, 122]	[]	[6066115, 6066121]
805_10377	chr19	17399021	17399421	+	1000	55.0	[]	[]	[9.012356, 8.687048, 12.29139]	[103, 168, 170]	[]	[17399205, 17399270, 17399272]
805_10380	chr19	35374892	35375292	+	1000	55.0	[]	[]	[11.216295]	[121]	[]	[35375112]
805_10381	chr19	40663880	40664280	+	705	55.0	[]	[]	[7.6381464]	[158]	[]	[40664128]
805_10382	chr19	41321755	41322155	+	1000	55.0	[10.9646435]	[98]	[]	[]	[41321953]	[]
805_10386	chr19	50929797	50930197	+	1000	55.0	[7.717715, 10.610686]	[70, 75]	[]	[]	[50929960, 50929965]	[]
805_10389	chr19	56252809	56253209	+	1000	55.0	[10.610686, 12.29139, 7.791171]	[79, 83, 85]	[]	[]	[56252983, 56252987, 56252989]	[]
805_10393	chr2	27754106	27754506	+	1000	55.0	[]	[]	[8.540713]	[114]	[]	[27754311]
805_10410	chr2	171513688	171514088	+	1000	55.0	[9.464272, 10.219348]	[53, 139]	[]	[]	[171513841, 171513927]	[]
805_10414	chr2	218360365	218360765	+	1000	55.0	[7.313411]	[90]	[]	[]	[218360546]	[]
805_10418	chr20	32674306	32674706	+	1000	55.0	[6.5572]	[93]	[7.313411]	[64]	[32674496]	[32674467]
805_1042	chr12	51972790	51973190	+	1000	187.0	[7.9128156, 9.679184]	[81, 95]	[]	[]	[51972965, 51972979]	[]
805_1043	chr19	58584395	58584795	+	1000	187.0	[]	[]	[13.286267]	[112]	[]	[58584605]
805_10432	chr22	19959156	19959556	+	1000	55.0	[7.935419, 8.178812]	[163, 167]	[13.8484335]	[152]	[19959387, 19959391]	[19959376]
805_10442	chr3	13452742	13453142	+	1000	55.0	[]	[]	[6.9816003]	[130]	[]	[13452961]
805_10449	chr3	37974646	37975046	+	1000	55.0	[]	[]	[6.8069506]	[119]	[]	[37974829]
805_10451	chr3	39152661	39153061	+	1000	55.0	[7.644837]	[225]	[]	[]	[39152890]	[]
805_10457	chr3	126985974	126986374	+	1000	55.0	[7.609212]	[92]	[]	[]	[126986137]	[]
805_1048	chr1	21320039	21320439	+	1000	186.0	[12.562974]	[94]	[]	[]	[21320219]	[]
805_10482	chr5	134577766	134578166	+	1000	55.0	[6.483108]	[142]	[]	[]	[134578007]	[]
805_10485	chr5	159204140	159204540	+	1000	55.0	[]	[]	[9.4715605, 10.861683, 8.502228]	[165, 167, 171]	[]	[159204385, 159204387, 159204391]
805_10486	chr5	175729821	175730221	+	1000	55.0	[]	[]	[6.8069506]	[75]	[]	[175729982]
805_1049	chr1	65317848	65318248	+	1000	186.0	[]	[]	[8.831296]	[72]	[]	[65318017]
805_105	chr22	23177154	23177554	+	1000	408.0	[7.313411]	[76]	[]	[]	[23177326]	[]
805_10508	chr6	131657560	131657960	+	1000	55.0	[]	[]	[6.5752125, 8.557642]	[82, 84]	[]	[131657716, 131657718]
805_10515	chr7	30284678	30285078	+	1000	55.0	[]	[]	[7.313411, 8.178812, 7.2591763]	[74, 77, 105]	[]	[30284852, 30284855, 30284883]
805_10518	chr7	55657658	55658058	+	1000	55.0	[8.540713]	[105]	[]	[]	[55657841]	[]
805_10519	chr7	67129105	67129505	+	1000	55.0	[9.930836]	[81]	[]	[]	[67129277]	[]
805_10523	chr7	98841723	98842123	+	1000	55.0	[9.787687]	[52]	[]	[]	[98841875]	[]
805_10529	chr7	113125764	113126164	+	1000	55.0	[7.6236315, 7.6482563, 10.901268]	[99, 101, 105]	[]	[]	[113125952, 113125954, 113125958]	[]
805_10530	chr7	116212268	116212668	+	1000	55.0	[]	[]	[7.6567397]	[148]	[]	[116212504]
805_10539	chr7	148850526	148850926	+	1000	55.0	[9.609028, 6.991045, 6.483108]	[136, 143, 148]	[]	[]	[148850752, 148850759, 148850764]	[]
805_1054	chr1	219907488	219907888	+	1000	186.0	[]	[]	[7.1279345, 8.942199]	[116, 157]	[]	[219907695, 219907736]
805_10545	chr8	95212417	95212817	+	1000	55.0	[]	[]	[8.469394]	[70]	[]	[95212578]
805_1055	chr10	124692851	124693251	+	1000	186.0	[]	[]	[8.017478]	[114]	[]	[124693055]
805_10552	chr9	93060845	93061245	+	1000	55.0	[]	[]	[7.9976654]	[82]	[]	[93061025]
805_10566	chrUn_KI270744v1	110569	110969	+	1000	55.0	[]	[]	[9.574522, 13.8484335]	[76, 126]	[]	[110725, 110775]
805_10568	chrX	71103194	71103594	+	1000	55.0	[9.679184, 6.5499396, 12.000808, 10.221417]	[65, 82, 109, 115]	[]	[]	[71103350, 71103367, 71103394, 71103400]	[]
805_10577	chr1	9275443	9275843	+	1000	54.0	[7.947322, 10.75702]	[155, 157]	[]	[]	[9275664, 9275666]	[]
805_10586	chr1	22930279	22930679	+	1000	54.0	[]	[]	[7.7268963, 10.131101, 7.7268963]	[57, 65, 127]	[]	[22930436, 22930444, 22930506]
805_1059	chr3	171470718	171471118	+	1000	186.0	[8.017478]	[122]	[]	[]	[171470939]	[]
805_10596	chr1	33036905	33037305	+	1000	54.0	[]	[]	[11.883123, 8.381167, 8.576171, 12.562974]	[132, 156, 160, 173]	[]	[33037061, 33037085, 33037089, 33037102]
805_10599	chr1	36088603	36089003	+	1000	54.0	[]	[]	[8.317997, 7.026269]	[119, 130]	[]	[36088799, 36088810]
805_10601	chr1	39196814	39197214	+	1000	54.0	[]	[]	[7.1279345]	[139]	[]	[39197014]
805_10609	chr1	110338307	110338707	+	1000	54.0	[]	[]	[13.953096]	[171]	[]	[110338513]
805_1061	chr7	72711018	72711418	+	1000	186.0	[7.6848807]	[164]	[]	[]	[72711262]	[]
805_10631	chr1	206798098	206798498	+	1000	54.0	[9.574522]	[114]	[15.238556, 7.6214185]	[103, 105]	[206798307]	[206798296, 206798298]
805_10633	chr1	219041898	219042298	+	1000	54.0	[]	[]	[6.614798]	[117]	[]	[219042086]
805_10638	chr1	247337192	247337592	+	1000	54.0	[]	[]	[12.000808, 12.000808]	[142, 238]	[]	[247337347, 247337443]
805_10652	chr10	79195404	79195804	+	1000	54.0	[]	[]	[6.839118]	[129]	[]	[79195633]
805_10653	chr10	79400442	79400842	+	1000	54.0	[8.2890625, 7.6381464, 8.502228]	[78, 98, 107]	[]	[]	[79400618, 79400638, 79400647]	[]
805_10660	chr11	22829804	22830204	+	1000	54.0	[6.840522, 8.649299]	[129, 135]	[]	[]	[22830026, 22830032]	[]
805_10662	chr11	47767263	47767663	+	1000	54.0	[]	[]	[7.5271525]	[148]	[]	[47767499]
805_10663	chr11	47916319	47916719	+	1000	54.0	[7.313411]	[158]	[]	[]	[47916538]	[]
805_10664	chr11	59545178	59545578	+	1000	54.0	[]	[]	[11.896146]	[185]	[]	[59545422]
805_1067	chr1	247110605	247111005	+	1000	185.0	[6.860324, 7.473779, 7.357674]	[81, 132, 134]	[]	[]	[247110770, 247110821, 247110823]	[]
805_10670	chr11	67436389	67436789	+	1000	54.0	[7.6567397]	[84]	[]	[]	[67436560]	[]
805_10671	chr11	69950590	69950990	+	695	54.0	[7.714338]	[187]	[]	[]	[69950821]	[]
805_10673	chr11	75030113	75030513	+	1000	54.0	[]	[]	[10.75702, 12.29139, 10.75702, 7.6039934]	[167, 169, 173, 175]	[]	[75030350, 75030352, 75030356, 75030358]
805_10679	chr11	117219990	117220390	+	1000	54.0	[]	[]	[9.220879]	[101]	[]	[117220178]
805_10688	chr12	45728807	45729207	+	1000	54.0	[]	[]	[7.316851]	[98]	[]	[45728982]
805_10689	chr12	46189991	46190391	+	1000	54.0	[7.5520773]	[89]	[]	[]	[46190157]	[]
805_10695	chr12	98345266	98345666	+	1000	54.0	[]	[]	[8.894671]	[167]	[]	[98345507]
805_107	chr22	19419683	19420083	+	1000	406.0	[7.1509056]	[94]	[]	[]	[19419867]	[]
805_10702	chr12	122063934	122064334	+	1000	54.0	[7.644837, 6.69701]	[127, 131]	[8.933888]	[148]	[122064145, 122064149]	[122064166]
805_10709	chr14	23294973	23295373	+	1000	54.0	[7.2473845, 11.506877, 8.325146, 12.000808]	[54, 56, 58, 61]	[]	[]	[23295124, 23295126, 23295128, 23295131]	[]
805_10716	chr14	95523230	95523630	+	1000	54.0	[7.518969]	[76]	[]	[]	[95523393]	[]
805_10723	chr15	66323372	66323772	+	1000	54.0	[]	[]	[7.072491]	[106]	[]	[66323572]
805_10727	chr15	89334795	89335195	+	1000	54.0	[]	[]	[7.8755774]	[154]	[]	[89335020]
805_10728	chr15	89740045	89740445	+	1000	54.0	[]	[]	[8.824514]	[161]	[]	[89740286]
805_10739	chr16	67493985	67494385	+	1000	54.0	[7.6848807]	[107]	[]	[]	[67494186]	[]
805_10741	chr16	81737969	81738369	+	1000	54.0	[]	[]	[12.000808]	[66]	[]	[81738134]
805_10753	chr17	45148333	45148733	+	1000	54.0	[]	[]	[7.313411, 7.313411, 8.178812, 7.644837]	[107, 138, 141, 145]	[]	[45148522, 45148553, 45148556, 45148560]
805_1076	chr4	78621399	78621799	+	1000	185.0	[7.1628084]	[105]	[]	[]	[78621602]	[]
805_10768	chr19	2151667	2152067	+	1000	54.0	[10.610686]	[91]	[7.369117, 12.562974]	[112, 128]	[2151841]	[2151862, 2151878]
805_10769	chr19	3608250	3608650	+	1000	54.0	[]	[]	[7.313411, 6.8069506]	[98, 134]	[]	[3608421, 3608457]
805_10770	chr19	4139739	4140139	+	1000	54.0	[]	[]	[8.2890625]	[154]	[]	[4139968]
805_10774	chr19	10092115	10092515	+	1000	54.0	[]	[]	[9.597125]	[77]	[]	[10092282]
805_10775	chr19	15640555	15640955	+	1000	54.0	[6.8829293]	[125]	[]	[]	[15640765]	[]
805_10785	chr19	51806995	51807395	+	1000	54.0	[]	[]	[9.4715605, 6.5176144, 12.147141, 6.587771, 7.947322]	[133, 135, 136, 137, 138]	[]	[51807215, 51807217, 51807218, 51807219, 51807220]
805_1079	chr9	124202332	124202732	+	1000	185.0	[10.610686]	[131]	[]	[]	[124202559]	[]
805_10793	chr2	26750104	26750504	+	1000	54.0	[6.4703717, 6.5061984]	[68, 82]	[]	[]	[26750258, 26750272]	[]
805_10801	chr2	85421656	85422056	+	1000	54.0	[6.8069506, 7.287687, 7.16752]	[142, 144, 152]	[]	[]	[85421893, 85421895, 85421903]	[]
805_10814	chr20	1190825	1191225	+	1000	54.0	[]	[]	[6.860324]	[118]	[]	[1191032]
805_10817	chr20	38113413	38113813	+	1000	54.0	[]	[]	[8.933888]	[165]	[]	[38113664]
805_10827	chr22	20007469	20007869	+	1000	54.0	[]	[]	[11.896146]	[93]	[]	[20007634]
805_10835	chr22	37309623	37310023	+	1000	54.0	[]	[]	[8.502228]	[140]	[]	[37309854]
805_1084	chr11	45185309	45185709	+	1000	184.0	[]	[]	[10.610686, 9.220879, 7.2473845]	[123, 127, 129]	[]	[45185489, 45185493, 45185495]
805_10841	chr3	32467793	32468193	+	1000	54.0	[15.238556]	[109]	[]	[]	[32467995]	[]
805_10845	chr3	43670677	43671077	+	1000	54.0	[6.719461]	[151]	[]	[]	[43670924]	[]
805_10846	chr3	45061959	45062359	+	1000	54.0	[]	[]	[7.313411]	[172]	[]	[45062177]
805_10847	chr3	47324249	47324649	+	1000	54.0	[]	[]	[6.6205754]	[123]	[]	[47324461]
805_10849	chr3	108124738	108125138	+	1000	54.0	[]	[]	[7.6567397]	[121]	[]	[108124941]
805_1085	chr11	75031364	75031764	+	1000	184.0	[9.464272]	[98]	[]	[]	[75031555]	[]
805_10850	chr3	141011483	141011883	+	1000	54.0	[]	[]	[7.1426477]	[135]	[]	[141011703]
805_10852	chr3	165921060	165921460	+	1000	54.0	[6.412952]	[179]	[]	[]	[165921296]	[]
805_10858	chr3	196279207	196279607	+	1000	54.0	[7.7268963]	[133]	[]	[]	[196279435]	[]
805_10867	chr4	82739282	82739682	+	1000	54.0	[7.026269]	[162]	[]	[]	[82739530]	[]
805_10875	chr5	17413276	17413676	+	1000	54.0	[]	[]	[6.8069506, 13.286267]	[86, 130]	[]	[17413457, 17413501]
805_10877	chr5	43075378	43075778	+	1000	54.0	[]	[]	[8.942199]	[154]	[]	[43075623]
805_10883	chr5	139232207	139232607	+	979	54.0	[]	[]	[6.445277]	[182]	[]	[139232445]
805_10897	chr6	25866017	25866417	+	1000	54.0	[]	[]	[9.574522]	[106]	[]	[25866217]
805_10909	chr6	36577355	36577755	+	1000	54.0	[]	[]	[6.8829293]	[184]	[]	[36577601]
805_10912	chr6	41682127	41682527	+	1000	54.0	[7.216604, 12.29139, 10.75702, 9.220879]	[59, 65, 67, 139]	[]	[]	[41682283, 41682289, 41682291, 41682363]	[]
805_10914	chr6	43887960	43888360	+	1000	54.0	[7.473779]	[144]	[]	[]	[43888185]	[]
805_10928	chr7	5574225	5574625	+	1000	54.0	[8.325146]	[128]	[]	[]	[5574433]	[]
805_10931	chr7	25940921	25941321	+	1000	54.0	[]	[]	[7.644837]	[149]	[]	[25941132]
805_10934	chr7	74275270	74275670	+	1000	54.0	[6.839118]	[84]	[]	[]	[74275451]	[]
805_10935	chr7	74449914	74450314	+	1000	54.0	[13.168583]	[70]	[]	[]	[74450072]	[]
805_10942	chr7	100479129	100479529	+	1000	54.0	[7.644837, 7.644837]	[117, 121]	[]	[]	[100479305, 100479309]	[]
805_10946	chr7	104848400	104848800	+	1000	54.0	[]	[]	[7.644837]	[131]	[]	[104848627]
805_10950	chr7	121438367	121438767	+	1000	54.0	[8.502228]	[84]	[]	[]	[121438543]	[]
805_10960	chr7	158706156	158706556	+	1000	54.0	[7.208749, 10.610686, 10.221417]	[102, 149, 153]	[]	[]	[158706345, 158706392, 158706396]	[]
805_10977	chr9	100145163	100145563	+	1000	54.0	[]	[]	[10.219348]	[132]	[]	[100145361]
805_10978	chr9	113379456	113379856	+	1000	54.0	[]	[]	[6.4703717]	[145]	[]	[113379654]
805_10991	chrX	90458276	90458676	+	1000	54.0	[]	[]	[6.69701, 7.791171, 9.232781]	[92, 96, 98]	[]	[90458438, 90458442, 90458444]
805_10992	chrX	136896559	136896959	+	1000	54.0	[8.178812]	[121]	[]	[]	[136896773]	[]
805_10996	chr1	8988035	8988435	+	1000	53.0	[7.6039934]	[164]	[7.0975323]	[129]	[8988285]	[8988250]
805_11002	chr1	25369962	25370362	+	1000	53.0	[]	[]	[7.0001297, 6.8069506]	[149, 155]	[]	[25370191, 25370197]
805_11003	chr1	25420720	25421120	+	1000	53.0	[]	[]	[6.9816003]	[147]	[]	[25420966]
805_11006	chr1	28927947	28928347	+	1000	53.0	[7.6848807]	[161]	[]	[]	[28928160]	[]
805_1102	chr3	5002388	5002788	+	1000	183.0	[8.325146, 6.9816003, 12.29139]	[121, 124, 129]	[]	[]	[5002576, 5002579, 5002584]	[]
805_11020	chr1	110058999	110059399	+	1000	53.0	[7.578269, 7.791171]	[66, 68]	[9.574522, 7.2721825, 10.75702]	[109, 146, 150]	[110059162, 110059164]	[110059205, 110059242, 110059246]
805_11025	chr1	151071012	151071412	+	1000	53.0	[]	[]	[7.8834333]	[123]	[]	[151071222]
805_11032	chr1	156910214	156910614	+	1000	53.0	[8.325146, 12.000808, 7.9976654, 7.693098]	[141, 144, 151, 157]	[6.8069506]	[114]	[156910447, 156910450, 156910457, 156910463]	[156910420]
805_11035	chr1	171644871	171645271	+	1000	53.0	[8.540713]	[96]	[]	[]	[171645033]	[]
805_11043	chr1	200669369	200669769	+	1000	53.0	[9.930836, 10.901268]	[69, 90]	[6.8824453]	[150]	[200669520, 200669541]	[200669601]
805_11047	chr1	203625619	203626019	+	1000	53.0	[]	[]	[12.186728, 7.2473845, 6.7358594, 8.687048, 13.576849]	[117, 119, 125, 131, 133]	[]	[203625834, 203625836, 203625842, 203625848, 203625850]
805_11053	chr1	211476212	211476612	+	1000	53.0	[7.1426477, 10.901268, 10.882585]	[73, 80, 86]	[]	[]	[211476379, 211476386, 211476392]	[]
805_11054	chr1	212558802	212559202	+	1000	53.0	[8.933888]	[141]	[13.953096, 8.630112]	[99, 113]	[212559039]	[212558997, 212559011]
805_11065	chr10	32210309	32210709	+	1000	53.0	[11.896146]	[110]	[]	[]	[32210510]	[]
805_11066	chr10	43202099	43202499	+	1000	53.0	[]	[]	[11.506877]	[151]	[]	[43202343]
805_11079	chr11	58770837	58771237	+	1000	53.0	[]	[]	[10.901268, 7.6567397]	[61, 108]	[]	[58770994, 58771041]
805_11086	chr11	65477357	65477757	+	1000	53.0	[7.2907114]	[162]	[8.502228]	[114]	[65477556]	[65477508]
805_11087	chr11	65652475	65652875	+	1000	53.0	[7.195727, 9.597125, 11.883123, 7.8834333, 7.6086707]	[65, 95, 113, 123, 125]	[7.5520773]	[77]	[65652639, 65652669, 65652687, 65652697, 65652699]	[65652651]
805_11092	chr11	92082622	92083022	+	1000	53.0	[]	[]	[8.178812]	[68]	[]	[92082790]
805_11094	chr11	113532707	113533107	+	1000	53.0	[6.4322557]	[127]	[]	[]	[113532918]	[]
805_11097	chr12	46193163	46193563	+	1000	53.0	[]	[]	[9.464272]	[114]	[]	[46193330]
805_11098	chr12	46585820	46586220	+	1000	53.0	[8.325146, 12.000808]	[181, 184]	[]	[]	[46586045, 46586048]	[]
805_11102	chr12	54285896	54286296	+	1000	53.0	[]	[]	[6.4322557]	[166]	[]	[54286135]
805_11109	chr12	113425317	113425717	+	1000	53.0	[7.6086707]	[100]	[7.1121063]	[80]	[113425514]	[113425494]
805_11113	chr12	121494162	121494562	+	1000	53.0	[7.1279345]	[89]	[]	[]	[121494340]	[]
805_11114	chr12	122083022	122083422	+	1000	53.0	[]	[]	[6.719461]	[121]	[]	[122083236]
805_11115	chr12	133181191	133181591	+	1000	53.0	[15.238556]	[98]	[]	[]	[133181374]	[]
805_11116	chr13	32468739	32469139	+	1000	53.0	[]	[]	[11.896146]	[93]	[]	[32468932]
