#PeakID(python identify_motif.py ./ENCODE_processed_files/ELF1_idr.fa ELF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
686_10184	chr22	23264550	23264950	+	738	30.5	[]	[]	[16.017126]	[171]	[]	[23264741]
686_10186	chr3	4533675	4534075	+	773	30.5	[9.854824]	[181]	[]	[]	[4533888]	[]
686_1019	chr17	7572364	7572764	+	1000	135.0	[]	[]	[9.351434]	[130]	[]	[7572593]
686_102	chr10	16817527	16817927	+	1000	359.5	[9.919916]	[117]	[]	[]	[16817726]	[]
686_1020	chr2	70142669	70143069	+	1000	135.0	[8.716876]	[130]	[]	[]	[70142860]	[]
686_10202	chr5	60700041	60700441	+	599	30.5	[9.56109]	[124]	[]	[]	[60700216]	[]
686_10207	chr5	151214144	151214544	+	761	30.5	[9.449611, 9.106304]	[118, 171]	[]	[]	[151214312, 151214365]	[]
686_1021	chr6	33271769	33272169	+	1000	135.0	[9.473548]	[88]	[]	[]	[33271938]	[]
686_10220	chr6	31560287	31560687	+	701	30.5	[]	[]	[7.793728]	[99]	[]	[31560438]
686_1023	chr1	169367818	169368218	+	1000	134.5	[9.473548]	[146]	[]	[]	[169367986]	[]
686_1024	chr10	73252453	73252853	+	1000	134.5	[8.716876]	[88]	[]	[]	[73252633]	[]
686_1026	chr19	7636931	7637331	+	1000	134.5	[8.716876]	[100]	[]	[]	[7637119]	[]
686_10266	chrX	132217171	132217571	+	747	30.5	[9.854824]	[187]	[]	[]	[132217414]	[]
686_1027	chr2	73926618	73927018	+	1000	134.5	[9.919916]	[145]	[16.017126]	[79]	[73926863]	[73926797]
686_10274	chr1	32755845	32756245	+	730	30.0	[13.15916]	[147]	[11.651423]	[188]	[32756030]	[32756071]
686_1028	chr4	173168079	173168479	+	1000	134.5	[7.6718717]	[147]	[9.054054]	[116]	[173168264]	[173168233]
686_10283	chr1	161721831	161722231	+	660	30.0	[11.964272, 7.080435]	[135, 143]	[]	[]	[161722025, 161722033]	[]
686_1029	chr5	28809101	28809501	+	1000	134.5	[16.017126]	[83]	[]	[]	[28809276]	[]
686_10305	chr12	49233050	49233450	+	746	30.0	[]	[]	[7.123038]	[129]	[]	[49233254]
686_10309	chr12	106301715	106302115	+	683	30.0	[10.6445]	[130]	[]	[]	[106301902]	[]
686_10318	chr15	92831882	92832282	+	759	30.0	[8.240355]	[215]	[]	[]	[92832101]	[]
686_10320	chr16	46743240	46743640	+	695	30.0	[]	[]	[11.964272]	[166]	[]	[46743446]
686_10322	chr16	57480210	57480610	+	747	30.0	[]	[]	[6.3558517, 9.441459]	[68, 93]	[]	[57480367, 57480392]
686_10328	chr17	28577044	28577444	+	752	30.0	[13.502466]	[141]	[]	[]	[28577254]	[]
686_1033	chr19	12610553	12610953	+	1000	134.0	[9.550997]	[64]	[6.4493685]	[70]	[12610707]	[12610713]
686_10330	chr17	40287766	40288166	+	736	30.0	[7.9740243]	[172]	[]	[]	[40287998]	[]
686_10333	chr18	6929864	6930264	+	724	30.0	[]	[]	[9.213819, 7.900327]	[76, 139]	[]	[6930040, 6930103]
686_10338	chr19	6460036	6460436	+	676	30.0	[]	[]	[8.52967]	[220]	[]	[6460271]
686_1034	chr2	168802333	168802733	+	1000	134.0	[9.875818]	[128]	[10.257094]	[73]	[168802559]	[168802504]
686_10343	chr19	13102907	13103307	+	656	30.0	[]	[]	[10.687102]	[236]	[]	[13103155]
686_10344	chr19	14496095	14496495	+	747	30.0	[]	[]	[7.534257]	[94]	[]	[14496280]
686_1035	chr4	169757722	169758122	+	1000	134.0	[]	[]	[8.716876]	[147]	[]	[169757938]
686_10352	chr2	20424791	20425191	+	760	30.0	[12.453062]	[127]	[12.800334]	[158]	[20424976]	[20425007]
686_1036	chr8	100953166	100953566	+	1000	134.0	[6.699158]	[117]	[]	[]	[100953373]	[]
686_10362	chr2	171523633	171524033	+	604	30.0	[8.137034, 6.401559]	[144, 165]	[8.240355]	[121]	[171523839, 171523860]	[171523816]
686_10369	chr20	21325279	21325679	+	621	30.0	[6.6380315]	[128]	[]	[]	[21325450]	[]
686_10371	chr20	44210835	44211235	+	760	30.0	[]	[]	[6.5834923]	[127]	[]	[44211058]
686_1038	chr13	30617688	30618088	+	1000	133.5	[9.449611]	[99]	[]	[]	[30617878]	[]
686_10396	chr3	9398093	9398493	+	673	30.0	[]	[]	[8.7474785, 6.8903494]	[123, 174]	[]	[9398267, 9398318]
686_1040	chr19	52897463	52897863	+	1000	133.5	[]	[]	[8.716876]	[121]	[]	[52897680]
686_10401	chr3	64023337	64023737	+	718	30.0	[]	[]	[7.5927477]	[159]	[]	[64023564]
686_10407	chr3	194633652	194634052	+	752	30.0	[7.9277945]	[204]	[]	[]	[194633880]	[]
686_1041	chr2	100562726	100563126	+	1000	133.5	[]	[]	[8.224974]	[71]	[]	[100562878]
686_1044	chr3	131026622	131027022	+	1000	133.5	[]	[]	[9.919916]	[99]	[]	[131026814]
686_10440	chr7	12687438	12687838	+	777	30.0	[6.705439]	[197]	[]	[]	[12687654]	[]
686_10449	chr7	73715451	73715851	+	777	30.0	[]	[]	[8.659936]	[165]	[]	[73715625]
686_1045	chr11	18634190	18634590	+	1000	133.0	[]	[]	[7.971893, 12.777884]	[81, 123]	[]	[18634344, 18634386]
686_10471	chr9	3526287	3526687	+	749	30.0	[7.867843]	[155]	[9.236269]	[228]	[3526464]	[3526537]
686_1048	chr7	151057951	151058351	+	1000	133.0	[9.441459]	[106]	[]	[]	[151058122]	[]
686_10483	chr9	133375056	133375456	+	723	30.0	[]	[]	[6.893543]	[155]	[]	[133375244]
686_10484	chr9	135506421	135506821	+	607	30.0	[]	[]	[6.6342473]	[193]	[]	[135506654]
686_10487	chrX	15335378	15335778	+	733	30.0	[]	[]	[6.6342473]	[155]	[]	[15335554]
686_10488	chrX	55451858	55452258	+	648	30.0	[7.0178514]	[107]	[6.7688527, 10.6445]	[79, 133]	[55452053]	[55452025, 55452079]
686_10506	chr1	33346842	33347242	+	573	29.5	[12.800334, 6.7216086]	[208, 224]	[]	[]	[33347076, 33347092]	[]
686_1051	chr1	31788412	31788812	+	1000	132.5	[]	[]	[8.725028]	[108]	[]	[31788607]
686_10518	chr1	160285038	160285438	+	722	29.5	[8.651784]	[156]	[]	[]	[160285263]	[]
686_1052	chr1	154157686	154158086	+	1000	132.5	[]	[]	[16.017126]	[153]	[]	[154157918]
686_10520	chr1	165842681	165843081	+	739	29.5	[]	[]	[9.441459, 7.8291354, 10.758294]	[138, 148, 194]	[]	[165842843, 165842853, 165842899]
686_1053	chr17	48944649	48945049	+	1000	132.5	[]	[]	[12.800334, 7.658413]	[122, 150]	[]	[48944865, 48944893]
686_10534	chr10	63629533	63629933	+	742	29.5	[]	[]	[7.5255246]	[160]	[]	[63629711]
686_10539	chr11	59810657	59811057	+	591	29.5	[]	[]	[8.749358]	[132]	[]	[59810869]
686_10548	chr12	14257715	14258115	+	625	29.5	[7.08763]	[118]	[7.1942296]	[112]	[14257930]	[14257924]
686_1055	chr2	196068686	196069086	+	1000	132.5	[]	[]	[9.56109]	[110]	[]	[196068885]
686_10555	chr12	70243942	70244342	+	735	29.5	[8.659936]	[222]	[]	[]	[70244183]	[]
686_10557	chr12	104288542	104288942	+	661	29.5	[7.552349]	[181]	[]	[]	[104288783]	[]
686_10558	chr12	109994497	109994897	+	736	29.5	[9.854824]	[209]	[]	[]	[109994743]	[]
686_10562	chr14	22700058	22700458	+	651	29.5	[16.017126, 9.938401]	[95, 158]	[]	[]	[22700210, 22700273]	[]
686_10565	chr14	103562939	103563339	+	734	29.5	[8.725028]	[132]	[]	[]	[103563164]	[]
686_10567	chr15	55897666	55898066	+	560	29.5	[]	[]	[7.867843, 7.590416, 8.7474785]	[107, 113, 123]	[]	[55897864, 55897870, 55897880]
686_1057	chr1	6603887	6604287	+	1000	132.0	[]	[]	[12.800334]	[123]	[]	[6604094]
686_10570	chr15	78738196	78738596	+	724	29.5	[16.017126]	[81]	[]	[]	[78738372]	[]
686_1058	chr1	47437601	47438001	+	1000	132.0	[]	[]	[6.3558517]	[98]	[]	[47437752]
686_10587	chr17	46782344	46782744	+	622	29.5	[16.017126]	[136]	[]	[]	[46782528]	[]
686_1059	chr10	5889933	5890333	+	1000	132.0	[]	[]	[7.0373144]	[157]	[]	[5890179]
686_10592	chr18	805854	806254	+	707	29.5	[]	[]	[16.017126]	[150]	[]	[806009]
686_10595	chr19	1103668	1104068	+	570	29.5	[]	[]	[7.505192]	[75]	[]	[1103838]
686_1060	chr17	39199845	39200245	+	1000	132.0	[9.122051]	[150]	[9.875818, 6.401559]	[96, 130]	[39200086]	[39200032, 39200066]
686_10600	chr19	10402541	10402941	+	746	29.5	[7.971261]	[230]	[]	[]	[10402782]	[]
686_10603	chr19	16371470	16371870	+	736	29.5	[7.590416, 16.017126]	[112, 140]	[]	[]	[16371639, 16371667]	[]
686_10608	chr19	45509007	45509407	+	729	29.5	[]	[]	[13.115062]	[212]	[]	[45509245]
686_10614	chr2	7007921	7008321	+	733	29.5	[6.378302]	[91]	[9.148726]	[125]	[7008073]	[7008107]
686_10618	chr2	170845349	170845749	+	673	29.5	[9.473548]	[130]	[8.583661]	[124]	[170845559]	[170845553]
686_1062	chr6	30818430	30818830	+	1000	132.0	[]	[]	[13.502466]	[144]	[]	[30818636]
686_10623	chr20	30376718	30377118	+	694	29.5	[]	[]	[7.0373144]	[159]	[]	[30376932]
686_10625	chr20	38448115	38448515	+	672	29.5	[]	[]	[16.017126]	[108]	[]	[38448299]
686_10628	chr20	59948203	59948603	+	654	29.5	[]	[]	[10.6445]	[177]	[]	[59948402]
686_1064	chr1	25246797	25247197	+	1000	131.5	[]	[]	[9.122051]	[220]	[]	[25247024]
686_10653	chr3	50600228	50600628	+	722	29.5	[16.017126]	[147]	[]	[]	[50600387]	[]
686_10658	chr3	160399650	160400050	+	709	29.5	[]	[]	[6.8903494]	[168]	[]	[160399878]
686_10659	chr3	173007092	173007492	+	706	29.5	[7.2748194]	[119]	[]	[]	[173007301]	[]
686_1067	chr2	3575041	3575441	+	1000	131.5	[]	[]	[11.95612]	[74]	[]	[3575197]
686_10684	chr6	36098903	36099303	+	713	29.5	[7.7344794]	[148]	[]	[]	[36099135]	[]
686_10689	chr6	45436782	45437182	+	720	29.5	[]	[]	[12.453062]	[100]	[]	[45436977]
686_1069	chr1	1157887	1158287	+	1000	131.0	[6.699158]	[119]	[6.7770047]	[160]	[1158067]	[1158108]
686_10690	chr6	69796652	69797052	+	740	29.5	[]	[]	[8.716876]	[139]	[]	[69796885]
686_10694	chr6	125174474	125174874	+	754	29.5	[7.080435]	[159]	[]	[]	[125174660]	[]
686_10696	chr6	135147915	135148315	+	637	29.5	[]	[]	[7.382767]	[112]	[]	[135148101]
686_10698	chr6	149316977	149317377	+	665	29.5	[]	[]	[8.224974]	[89]	[]	[149317155]
686_107	chr21	28992709	28993109	+	1000	354.0	[6.3558517]	[82]	[9.473548, 7.2376213, 9.919916]	[64, 141, 153]	[28992882]	[28992864, 28992941, 28992953]
686_1070	chr11	72080496	72080896	+	1000	131.0	[]	[]	[8.716876]	[121]	[]	[72080663]
686_10701	chr7	5532800	5533200	+	730	29.5	[9.236269, 10.6445]	[183, 191]	[]	[]	[5533034, 5533042]	[]
686_1071	chr16	15094113	15094513	+	1000	131.0	[9.473548]	[102]	[]	[]	[15094303]	[]
686_10710	chr7	111474918	111475318	+	561	29.5	[8.133188]	[156]	[]	[]	[111475140]	[]
686_10717	chr7	149065739	149066139	+	669	29.5	[6.7770047]	[93]	[8.7474785]	[120]	[149065899]	[149065926]
686_10721	chr8	48925821	48926221	+	733	29.5	[10.076016]	[136]	[]	[]	[48926041]	[]
686_10723	chr8	101198478	101198878	+	668	29.5	[12.800334]	[164]	[]	[]	[101198662]	[]
686_1073	chr19	48321782	48322182	+	1000	131.0	[9.919916]	[115]	[]	[]	[48321968]	[]
686_10734	chrX	54639484	54639884	+	625	29.5	[8.7474785]	[166]	[]	[]	[54639683]	[]
686_10739	chr1	21468636	21469036	+	727	29.0	[]	[]	[13.502466]	[165]	[]	[21468867]
686_10743	chr1	42952500	42952900	+	624	29.0	[13.115062]	[165]	[]	[]	[42952717]	[]
686_1075	chr2	112683796	112684196	+	1000	131.0	[]	[]	[16.017126]	[101]	[]	[112683983]
686_10760	chr1	205591681	205592081	+	684	29.0	[7.336987]	[125]	[]	[]	[205591841]	[]
686_10762	chr1	222711624	222712024	+	589	29.0	[6.4718184, 6.378302]	[148, 157]	[]	[]	[222711828, 222711837]	[]
686_10767	chr10	5284490	5284890	+	680	29.0	[9.898269]	[156]	[]	[]	[5284726]	[]
686_10769	chr10	22315639	22316039	+	597	29.0	[9.449611]	[71]	[]	[]	[22315795]	[]
686_1077	chr9	130768241	130768641	+	1000	131.0	[7.900327, 12.712791]	[120, 151]	[]	[]	[130768438, 130768469]	[]
686_10774	chr10	73517447	73517847	+	703	29.0	[9.441459]	[141]	[]	[]	[73517640]	[]
686_10782	chr11	12842172	12842572	+	718	29.0	[12.712791]	[103]	[]	[]	[12842367]	[]
686_10786	chr11	68040289	68040689	+	613	29.0	[13.15916]	[104]	[]	[]	[68040464]	[]
686_10795	chr12	107660155	107660555	+	739	29.0	[9.56109]	[127]	[]	[]	[107660334]	[]
686_10798	chr12	131947476	131947876	+	695	29.0	[12.800334]	[154]	[]	[]	[131947701]	[]
686_108	chr15	57706509	57706909	+	1000	353.5	[]	[]	[6.699158]	[108]	[]	[57706715]
686_1080	chr1	201983150	201983550	+	1000	130.5	[]	[]	[10.257094]	[76]	[]	[201983319]
686_10802	chr13	91315958	91316358	+	725	29.0	[7.123239]	[127]	[6.4718184]	[191]	[91316112]	[91316176]
686_10806	chr15	56465039	56465439	+	600	29.0	[7.7939863]	[123]	[]	[]	[56465246]	[]
686_1081	chr10	15860306	15860706	+	1000	130.5	[12.777884]	[107]	[8.784873]	[123]	[15860500]	[15860516]
686_10810	chr15	95929261	95929661	+	690	29.0	[]	[]	[6.4641566, 12.0241165]	[124, 169]	[]	[95929462, 95929507]
686_10813	chr16	9258415	9258815	+	562	29.0	[11.651423]	[193]	[7.0178514]	[138]	[9258666]	[9258611]
686_10817	chr16	28822470	28822870	+	618	29.0	[]	[]	[9.106304]	[183]	[]	[28822682]
686_10818	chr16	56743942	56744342	+	627	29.0	[]	[]	[9.938401]	[86]	[]	[56744121]
686_10819	chr16	68090544	68090944	+	738	29.0	[9.854824, 7.658413]	[98, 152]	[]	[]	[68090726, 68090780]	[]
686_1082	chr10	43397182	43397582	+	1000	130.5	[16.017126]	[122]	[]	[]	[43397388]	[]
686_10822	chr16	85328147	85328547	+	715	29.0	[12.453062]	[188]	[7.9740243]	[163]	[85328379]	[85328354]
686_10824	chr17	5111760	5112160	+	683	29.0	[]	[]	[7.590416]	[218]	[]	[5111997]
686_10825	chr17	15236225	15236625	+	734	29.0	[]	[]	[12.777884]	[134]	[]	[15236441]
686_10836	chr18	9885402	9885802	+	732	29.0	[6.466288]	[225]	[]	[]	[9885632]	[]
686_1084	chr11	3057246	3057646	+	1000	130.5	[9.875818]	[95]	[12.0241165]	[65]	[3057434]	[3057404]
686_10843	chr19	13099583	13099983	+	614	29.0	[]	[]	[6.779136]	[99]	[]	[13099780]
686_10851	chr19	50358723	50359123	+	621	29.0	[]	[]	[7.971261]	[204]	[]	[50358929]
686_10853	chr19	53879504	53879904	+	609	29.0	[9.213819]	[143]	[8.7474785]	[180]	[53879676]	[53879713]
686_10863	chr2	127864839	127865239	+	653	29.0	[12.453062]	[131]	[]	[]	[127865013]	[]
686_10866	chr2	169799586	169799986	+	692	29.0	[16.017126]	[189]	[]	[]	[169799815]	[]
686_10870	chr2	206159377	206159777	+	738	29.0	[12.777884]	[202]	[]	[]	[206159595]	[]
686_10874	chr20	53934546	53934946	+	704	29.0	[]	[]	[9.495998]	[169]	[]	[53934759]
686_10882	chr22	19232492	19232892	+	710	29.0	[9.286342]	[135]	[]	[]	[19232655]	[]
686_10904	chr3	42635089	42635489	+	705	29.0	[9.942367]	[210]	[]	[]	[42635302]	[]
686_10909	chr3	101724163	101724563	+	559	29.0	[]	[]	[7.8562293]	[127]	[]	[101724332]
686_1091	chr22	19217946	19218346	+	1000	130.5	[10.831991, 9.550997]	[142, 208]	[]	[]	[19218102, 19218168]	[]
686_10913	chr3	177597798	177598198	+	701	29.0	[]	[]	[12.800334, 7.4027147]	[184, 195]	[]	[177598023, 177598034]
686_10915	chr4	8593202	8593602	+	606	29.0	[7.552349, 12.777884]	[118, 128]	[]	[]	[8593372, 8593382]	[]
686_10917	chr4	119212161	119212561	+	703	29.0	[]	[]	[6.751425]	[88]	[]	[119212326]
686_1092	chr4	112637242	112637642	+	1000	130.5	[6.594993]	[115]	[]	[]	[112637441]	[]
686_10922	chr5	36690382	36690782	+	540	29.0	[]	[]	[13.15916]	[123]	[]	[36690580]
686_10925	chr5	139197597	139197997	+	710	29.0	[7.4703093]	[64]	[]	[]	[139197748]	[]
686_10927	chr5	154940858	154941258	+	728	29.0	[9.898269]	[112]	[]	[]	[154941031]	[]
686_10928	chr6	5671186	5671586	+	675	29.0	[10.257094]	[200]	[]	[]	[5671406]	[]
686_1093	chr9	127862237	127862637	+	1000	130.5	[]	[]	[12.590676, 6.591644]	[168, 172]	[]	[127862419, 127862423]
686_10934	chr6	29752326	29752726	+	681	29.0	[]	[]	[7.080435]	[114]	[]	[29752490]
686_1094	chr1	179365751	179366151	+	1000	130.0	[13.15916]	[134]	[]	[]	[179365976]	[]
686_10941	chr6	36546379	36546779	+	726	29.0	[]	[]	[6.5906878]	[165]	[]	[36546589]
686_10944	chr6	41578136	41578536	+	720	29.0	[]	[]	[7.123038]	[192]	[]	[41578334]
686_10947	chr6	136593742	136594142	+	627	29.0	[6.836773, 8.087358]	[131, 151]	[]	[]	[136593949, 136593969]	[]
686_10950	chr7	12731797	12732197	+	723	29.0	[13.115062]	[81]	[]	[]	[12731976]	[]
686_10952	chr7	26329846	26330246	+	704	29.0	[13.15916, 11.964272]	[78, 91]	[7.0323467]	[135]	[26330021, 26330034]	[26330078]
686_1096	chr16	53435406	53435806	+	1000	130.0	[7.1053114, 6.836773]	[90, 101]	[]	[]	[53435593, 53435604]	[]
686_10963	chr7	127877917	127878317	+	549	29.0	[7.080435]	[224]	[13.15916]	[208]	[127878161]	[127878145]
686_1097	chr5	173887961	173888361	+	1000	130.0	[]	[]	[8.659936]	[163]	[]	[173888190]
686_10979	chr9	112867460	112867860	+	581	29.0	[]	[]	[7.9740243]	[101]	[]	[112867621]
686_10986	chr9	136791791	136792191	+	613	29.0	[9.854824]	[150]	[]	[]	[136791984]	[]
686_11	chr1	151165820	151166220	+	1000	619.0	[7.900327, 10.263223, 12.453062]	[108, 122, 141]	[6.659025]	[83]	[151166010, 151166024, 151166043]	[151165985]
686_1100	chr16	3124459	3124859	+	1000	129.5	[]	[]	[12.777884, 7.7850375]	[107, 123]	[]	[3124655, 3124671]
686_11009	chr1	67736098	67736498	+	695	28.5	[6.7770047]	[137]	[]	[]	[67736322]	[]
686_11012	chr1	95084512	95084912	+	623	28.5	[8.087358]	[167]	[]	[]	[95084681]	[]
686_11014	chr1	145918665	145919065	+	574	28.5	[6.683428]	[111]	[]	[]	[145918827]	[]
686_1102	chr19	9818637	9819037	+	1000	129.5	[]	[]	[9.919916, 8.716876]	[95, 101]	[]	[9818829, 9818835]
686_11025	chr1	247332138	247332538	+	667	28.5	[]	[]	[6.779136]	[144]	[]	[247332337]
686_11027	chr10	68328262	68328662	+	719	28.5	[]	[]	[6.8592234]	[172]	[]	[68328505]
686_11039	chr11	86067989	86068389	+	558	28.5	[]	[]	[6.705439]	[142]	[]	[86068154]
686_1104	chr7	44200771	44201171	+	1000	129.5	[12.777884, 7.2679267]	[134, 153]	[]	[]	[44200970, 44200989]	[]
686_11049	chr12	109573170	109573570	+	684	28.5	[]	[]	[7.0454664]	[135]	[]	[109573326]
686_1105	chr7	157336773	157337173	+	1000	129.5	[6.615581]	[94]	[12.800334]	[131]	[157336961]	[157336998]
686_11050	chr12	113462213	113462613	+	699	28.5	[11.107086, 9.026612]	[128, 188]	[]	[]	[113462396, 113462456]	[]
686_1106	chr1	109548321	109548721	+	1000	129.0	[12.777884]	[145]	[7.0178514, 7.123038]	[74, 98]	[109548562]	[109548491, 109548515]
686_11062	chr16	29662750	29663150	+	698	28.5	[]	[]	[7.9740243]	[169]	[]	[29662928]
686_11069	chr17	7842896	7843296	+	700	28.5	[8.240355, 8.240355]	[120, 134]	[]	[]	[7843101, 7843115]	[]
686_11072	chr17	32894346	32894746	+	618	28.5	[]	[]	[16.017126]	[97]	[]	[32894520]
686_11075	chr17	59220670	59221070	+	691	28.5	[7.080435, 7.5927477]	[104, 139]	[9.213819]	[134]	[59220850, 59220885]	[59220880]
686_11079	chr18	3655451	3655851	+	667	28.5	[9.938401]	[175]	[6.568722, 13.502466]	[194, 209]	[3655642]	[3655661, 3655676]
686_1108	chr14	22829639	22830039	+	1000	129.0	[]	[]	[13.115062, 10.263223]	[95, 144]	[]	[22829831, 22829880]
686_11083	chr19	12734374	12734774	+	643	28.5	[]	[]	[7.9740243]	[134]	[]	[12734526]
686_11088	chr19	34963913	34964313	+	626	28.5	[12.712791, 6.7770047]	[98, 182]	[]	[]	[34964078, 34964162]	[]
686_11093	chr19	55156324	55156724	+	659	28.5	[]	[]	[9.919916]	[89]	[]	[55156510]
686_111	chr17	38825158	38825558	+	1000	350.0	[]	[]	[12.777884]	[90]	[]	[38825328]
686_1110	chr19	47349095	47349495	+	1000	129.0	[9.473548]	[161]	[]	[]	[47349325]	[]
686_11105	chr2	195513240	195513640	+	570	28.5	[8.583661]	[146]	[]	[]	[195513464]	[]
686_1111	chr7	106661105	106661505	+	1000	129.0	[]	[]	[11.651423]	[86]	[]	[106661278]
686_11113	chr20	45229454	45229854	+	611	28.5	[10.758294]	[136]	[9.441459]	[130]	[45229660]	[45229654]
686_1112	chr11	66958509	66958909	+	1000	128.5	[9.919916]	[107]	[]	[]	[66958708]	[]
686_11137	chr3	40505724	40506124	+	597	28.5	[8.3152]	[111]	[6.7770047]	[74]	[40505925]	[40505888]
