#PeakID(python identify_motif.py ./ENCODE_processed_files/ETV6_idr.fa ETV6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
418_1031	chr1	16904998	16905398	+	1000	91.0	[12.8385725]	[106]	[]	[]	[16905184]	[]
418_10310	chr2	219597845	219598245	+	1000	33.0	[]	[]	[8.119915, 7.881745]	[179, 185]	[]	[219598067, 219598073]
418_10314	chr20	44979229	44979629	+	1000	33.0	[10.77997]	[136]	[]	[]	[44979416]	[]
418_1033	chr1	183471813	183472213	+	1000	91.0	[]	[]	[6.933092]	[116]	[]	[183472016]
418_10345	chr22	21989068	21989468	+	1000	33.0	[7.881745]	[228]	[]	[]	[21989311]	[]
418_10365	chr22	23211807	23212207	+	1000	33.0	[]	[]	[9.058782]	[87]	[]	[23211967]
418_10386	chr3	49098529	49098929	+	595	33.0	[10.77997]	[92]	[]	[]	[49098701]	[]
418_1040	chr17	76179843	76180243	+	1000	91.0	[6.933092]	[126]	[7.881745]	[140]	[76180035]	[76180049]
418_10400	chr3	177300032	177300432	+	1000	33.0	[]	[]	[8.755716]	[81]	[]	[177300187]
418_10404	chr3	184249327	184249727	+	827	33.0	[12.8385725]	[194]	[]	[]	[184249566]	[]
418_10415	chr4	2468883	2469283	+	1000	33.0	[12.8385725, 12.8385725]	[70, 134]	[]	[]	[2469044, 2469108]	[]
418_10416	chr4	2963254	2963654	+	1000	33.0	[]	[]	[7.881745, 6.8263144]	[117, 146]	[]	[2963407, 2963436]
418_10417	chr4	17810507	17810907	+	1000	33.0	[]	[]	[12.8385725]	[154]	[]	[17810752]
418_10419	chr4	39366161	39366561	+	1000	33.0	[]	[]	[9.940348]	[163]	[]	[39366401]
418_10420	chr4	39527712	39528112	+	1000	33.0	[8.371923]	[231]	[]	[]	[39527952]	[]
418_10423	chr4	67575263	67575663	+	1000	33.0	[10.77997]	[141]	[]	[]	[67575482]	[]
418_10432	chr4	146520815	146521215	+	1000	33.0	[12.8385725]	[153]	[]	[]	[146521042]	[]
418_10436	chr5	16522090	16522490	+	805	33.0	[]	[]	[7.772714]	[121]	[]	[16522302]
418_10438	chr5	39158113	39158513	+	1000	33.0	[7.772714]	[100]	[]	[]	[39158308]	[]
418_1044	chr2	64220252	64220652	+	1000	91.0	[]	[]	[10.77997, 7.772714]	[113, 135]	[]	[64220465, 64220487]
418_10443	chr5	124629118	124629518	+	1000	33.0	[]	[]	[7.881745]	[124]	[]	[124629282]
418_10444	chr5	124659148	124659548	+	1000	33.0	[]	[]	[12.8385725]	[233]	[]	[124659385]
418_10456	chr5	154940896	154941296	+	1000	33.0	[]	[]	[9.940348]	[94]	[]	[154941087]
418_10457	chr5	159331546	159331946	+	1000	33.0	[]	[]	[9.831317]	[131]	[]	[159331717]
418_1048	chr5	119330565	119330965	+	1000	91.0	[8.371923]	[68]	[9.058782]	[154]	[119330721]	[119330807]
418_10488	chr6	30690915	30691315	+	1000	33.0	[]	[]	[9.940348]	[115]	[]	[30691100]
418_10489	chr6	30741813	30742213	+	981	33.0	[9.058782]	[218]	[]	[]	[30742057]	[]
418_1049	chr6	20069158	20069558	+	1000	91.0	[9.940348]	[125]	[]	[]	[20069383]	[]
418_10499	chr6	44246324	44246724	+	1000	33.0	[]	[]	[8.371923]	[98]	[]	[44246485]
418_105	chr2	54589565	54589965	+	1000	282.0	[]	[]	[6.933092, 7.881745]	[114, 121]	[]	[54589778, 54589785]
418_1050	chr6	32967452	32967852	+	1000	91.0	[]	[]	[7.772714]	[98]	[]	[32967615]
418_10502	chr6	57317465	57317865	+	1000	33.0	[]	[]	[8.119915, 12.8385725]	[61, 154]	[]	[57317618, 57317711]
418_10509	chr6	134585421	134585821	+	1000	33.0	[]	[]	[8.755716]	[179]	[]	[134585671]
418_10510	chr6	135299281	135299681	+	1000	33.0	[]	[]	[12.8385725]	[157]	[]	[135299526]
418_10514	chr6	143942119	143942519	+	1000	33.0	[]	[]	[8.371923]	[93]	[]	[143942308]
418_10516	chr6	157990562	157990962	+	982	33.0	[8.119915]	[168]	[10.77997]	[183]	[157990789]	[157990804]
418_10519	chr6	161351909	161352309	+	970	33.0	[]	[]	[7.772714]	[75]	[]	[161352071]
418_10524	chr7	4738736	4739136	+	799	33.0	[]	[]	[10.77997]	[159]	[]	[4738927]
418_10526	chr7	5532831	5533231	+	1000	33.0	[10.77997]	[120]	[]	[]	[5533043]	[]
418_10527	chr7	12686306	12686706	+	653	33.0	[]	[]	[8.755716]	[192]	[]	[12686525]
418_1053	chr6	49463165	49463565	+	1000	91.0	[]	[]	[6.933092, 12.8385725]	[111, 132]	[]	[49463349, 49463370]
418_10530	chr7	27739912	27740312	+	1000	33.0	[8.119915, 12.8385725]	[134, 155]	[]	[]	[27740094, 27740115]	[]
418_10531	chr7	30504883	30505283	+	1000	33.0	[]	[]	[7.881745]	[112]	[]	[30505044]
418_10532	chr7	44797211	44797611	+	1000	33.0	[9.831317]	[193]	[]	[]	[44797461]	[]
418_10540	chr7	76549112	76549512	+	850	33.0	[]	[]	[6.8263144, 7.881745]	[160, 177]	[]	[76549325, 76549342]
418_10542	chr7	93014417	93014817	+	1000	33.0	[]	[]	[10.77997]	[123]	[]	[93014610]
418_10554	chr7	128408882	128409282	+	1000	33.0	[8.371923]	[83]	[]	[]	[128409054]	[]
418_10563	chr7	143380712	143381112	+	844	33.0	[]	[]	[6.8263144]	[179]	[]	[143380958]
418_10567	chr7	149960739	149961139	+	996	33.0	[10.77997, 10.77997, 10.77997, 10.77997, 10.77997]	[106, 123, 136, 153, 170]	[]	[]	[149960914, 149960931, 149960944, 149960961, 149960978]	[]
418_10575	chr8	56073440	56073840	+	1000	33.0	[9.940348]	[155]	[6.9452558, 10.77997]	[150, 169]	[56073654]	[56073649, 56073668]
418_10586	chr9	6681244	6681644	+	966	33.0	[]	[]	[12.8385725, 10.77997]	[142, 151]	[]	[6681461, 6681470]
418_10590	chr9	99104468	99104868	+	1000	33.0	[]	[]	[8.119915]	[162]	[]	[99104708]
418_10602	chr9	130908091	130908491	+	1000	33.0	[]	[]	[7.881745]	[161]	[]	[130908323]
418_10615	chrX	40273302	40273702	+	1000	33.0	[9.831317]	[150]	[]	[]	[40273543]	[]
418_1062	chr1	93345623	93346023	+	1000	90.0	[9.940348, 12.8385725]	[64, 133]	[]	[]	[93345783, 93345852]	[]
418_1063	chr1	212683252	212683652	+	1000	90.0	[10.77997]	[119]	[10.77997]	[154]	[212683460]	[212683495]
418_10643	chr1	36703646	36704046	+	796	32.0	[]	[]	[7.881745]	[75]	[]	[36703799]
418_10648	chr1	46603908	46604308	+	887	32.0	[]	[]	[8.371923]	[164]	[]	[46604107]
418_10652	chr1	58546543	58546943	+	786	32.0	[]	[]	[10.77997]	[191]	[]	[58546763]
418_10656	chr1	86429855	86430255	+	550	32.0	[7.0784545]	[136]	[10.77997]	[122]	[86430087]	[86430073]
418_10666	chr1	151327684	151328084	+	1000	32.0	[]	[]	[8.755716]	[176]	[]	[151327917]
418_10667	chr1	154999077	154999477	+	950	32.0	[8.371923]	[125]	[]	[]	[154999295]	[]
418_10686	chr1	201551809	201552209	+	973	32.0	[]	[]	[10.77997]	[126]	[]	[201551997]
418_10689	chr1	203305422	203305822	+	985	32.0	[]	[]	[7.881745]	[195]	[]	[203305659]
418_1069	chr16	81451692	81452092	+	1000	90.0	[10.77997]	[124]	[]	[]	[81451864]	[]
418_10691	chr1	205284766	205285166	+	1000	32.0	[]	[]	[7.881745]	[159]	[]	[205284965]
418_10695	chr1	207751947	207752347	+	1000	32.0	[]	[]	[9.058782, 8.119915]	[123, 180]	[]	[207752141, 207752198]
418_107	chr10	15325604	15326004	+	1000	279.0	[10.77997, 9.058782]	[79, 117]	[]	[]	[15325776, 15325814]	[]
418_10729	chr10	35056700	35057100	+	956	32.0	[]	[]	[10.77997, 10.77997, 8.755716]	[153, 166, 176]	[]	[35056918, 35056931, 35056941]
418_10730	chr10	43384715	43385115	+	798	32.0	[6.933092]	[136]	[]	[]	[43384876]	[]
418_10733	chr10	44974796	44975196	+	1000	32.0	[9.831317]	[108]	[]	[]	[44974992]	[]
418_10745	chr10	112912449	112912849	+	864	32.0	[]	[]	[10.77997]	[154]	[]	[112912679]
418_10748	chr11	6619193	6619593	+	1000	32.0	[]	[]	[8.371923]	[133]	[]	[6619406]
418_1075	chr3	195954316	195954716	+	1000	90.0	[]	[]	[12.8385725]	[137]	[]	[195954547]
418_10751	chr11	14657081	14657481	+	1000	32.0	[6.933092]	[131]	[]	[]	[14657304]	[]
418_10758	chr11	45917682	45918082	+	1000	32.0	[]	[]	[7.881745, 9.940348, 12.8385725]	[119, 140, 174]	[]	[45917869, 45917890, 45917924]
418_1076	chr4	146511399	146511799	+	1000	90.0	[]	[]	[9.058782, 9.058782]	[87, 101]	[]	[146511568, 146511582]
418_10769	chr11	83194467	83194867	+	1000	32.0	[6.8263144]	[145]	[10.77997]	[190]	[83194656]	[83194701]
418_1077	chr4	152679845	152680245	+	1000	90.0	[10.77997]	[144]	[7.772714]	[80]	[152680066]	[152680002]
418_10771	chr11	87037788	87038188	+	1000	32.0	[]	[]	[6.8263144]	[101]	[]	[87037941]
418_10775	chr11	95066905	95067305	+	1000	32.0	[12.8385725]	[88]	[]	[]	[95067060]	[]
418_10780	chr11	118912848	118913248	+	779	32.0	[7.772714]	[127]	[]	[]	[118913053]	[]
418_10790	chr12	46473627	46474027	+	970	32.0	[]	[]	[10.77997]	[157]	[]	[46473873]
418_10793	chr12	54188953	54189353	+	631	32.0	[10.77997]	[176]	[]	[]	[54189171]	[]
418_10804	chr12	113966125	113966525	+	1000	32.0	[12.8385725]	[153]	[]	[]	[113966366]	[]
418_10809	chr13	31161841	31162241	+	1000	32.0	[]	[]	[12.8385725, 7.881745]	[82, 88]	[]	[31162011, 31162017]
418_1081	chr7	113086632	113087032	+	1000	90.0	[10.77997]	[91]	[]	[]	[113086820]	[]
418_10816	chr14	23006813	23007213	+	817	32.0	[6.8263144]	[176]	[]	[]	[23007013]	[]
418_10820	chr14	64338658	64339058	+	953	32.0	[]	[]	[10.77997]	[148]	[]	[64338870]
418_10821	chr14	73785821	73786221	+	1000	32.0	[7.881745]	[170]	[]	[]	[73786062]	[]
418_10822	chr14	102088488	102088888	+	611	32.0	[9.940348]	[164]	[]	[]	[102088688]	[]
418_10828	chr15	51004078	51004478	+	952	32.0	[10.77997]	[143]	[]	[]	[51004321]	[]
418_10832	chr15	64507327	64507727	+	988	32.0	[]	[]	[7.772714]	[111]	[]	[64507515]
418_10834	chr15	66661520	66661920	+	769	32.0	[10.77997]	[209]	[]	[]	[66661740]	[]
418_10835	chr15	72231082	72231482	+	1000	32.0	[7.881745]	[241]	[]	[]	[72231331]	[]
418_10841	chr15	90185199	90185599	+	972	32.0	[9.058782]	[116]	[6.8263144]	[174]	[90185383]	[90185441]
418_10854	chr16	53054672	53055072	+	955	32.0	[]	[]	[9.831317]	[166]	[]	[53054901]
418_10856	chr16	66522172	66522572	+	1000	32.0	[]	[]	[9.058782]	[143]	[]	[66522386]
418_10866	chr16	85620321	85620721	+	681	32.0	[]	[]	[12.8385725]	[159]	[]	[85620546]
418_10880	chr17	31901579	31901979	+	971	32.0	[]	[]	[9.940348]	[102]	[]	[31901766]
418_10888	chr17	44141816	44142216	+	996	32.0	[9.940348]	[114]	[8.755716]	[141]	[44142025]	[44142052]
418_1089	chr10	23016599	23016999	+	1000	89.0	[]	[]	[7.772714]	[70]	[]	[23016768]
418_10891	chr17	49362339	49362739	+	1000	32.0	[7.881745]	[157]	[]	[]	[49362579]	[]
418_10897	chr17	75131349	75131749	+	792	32.0	[7.881745]	[141]	[]	[]	[75131574]	[]
418_109	chr7	100675732	100676132	+	1000	278.0	[]	[]	[7.881745, 9.058782, 6.933092]	[120, 132, 144]	[]	[100675945, 100675957, 100675969]
418_10905	chr18	840044	840444	+	1000	32.0	[12.8385725]	[69]	[]	[]	[840200]	[]
418_10908	chr18	3012352	3012752	+	1000	32.0	[6.8263144]	[98]	[]	[]	[3012550]	[]
418_10918	chr19	6460031	6460431	+	548	32.0	[]	[]	[7.881745]	[190]	[]	[6460272]
418_10922	chr19	10759493	10759893	+	1000	32.0	[]	[]	[10.77997, 10.77997]	[107, 168]	[]	[10759679, 10759740]
418_10923	chr19	10928580	10928980	+	987	32.0	[8.119915]	[134]	[]	[]	[10928814]	[]
418_10924	chr19	13164458	13164858	+	1000	32.0	[]	[]	[10.77997]	[150]	[]	[13164682]
418_10925	chr19	14081227	14081627	+	1000	32.0	[]	[]	[9.058782]	[137]	[]	[14081453]
418_10935	chr19	39310611	39311011	+	583	32.0	[]	[]	[9.940348]	[86]	[]	[39310768]
418_10958	chr2	9052745	9053145	+	987	32.0	[]	[]	[7.881745]	[77]	[]	[9052914]
418_1096	chr12	120194533	120194933	+	1000	89.0	[]	[]	[9.940348, 9.940348]	[104, 115]	[]	[120194722, 120194733]
418_1098	chr17	50372993	50373393	+	1000	89.0	[]	[]	[12.8385725, 12.8385725, 12.8385725]	[108, 131, 152]	[]	[50373185, 50373208, 50373229]
418_10980	chr2	85579553	85579953	+	1000	32.0	[10.77997]	[129]	[]	[]	[85579770]	[]
418_10983	chr2	100562710	100563110	+	820	32.0	[]	[]	[9.940348]	[153]	[]	[100562915]
418_10984	chr2	127293948	127294348	+	1000	32.0	[9.940348]	[198]	[12.8385725]	[183]	[127294166]	[127294151]
418_1099	chr20	38863069	38863469	+	1000	89.0	[]	[]	[10.77997, 9.058782]	[81, 136]	[]	[38863238, 38863293]
418_10999	chr2	180983723	180984123	+	864	32.0	[7.881745]	[113]	[]	[]	[180983905]	[]
418_11	chr19	41859576	41859976	+	1000	662.0	[8.119915]	[93]	[7.0784545]	[146]	[41859758]	[41859811]
418_110	chr5	140664624	140665024	+	1000	277.0	[9.940348]	[98]	[12.8385725]	[75]	[140664822]	[140664799]
418_11004	chr2	238422242	238422642	+	1000	32.0	[]	[]	[6.666218]	[64]	[]	[238422402]
418_11026	chr22	17920283	17920683	+	725	32.0	[]	[]	[7.881745]	[132]	[]	[17920512]
418_1104	chr3	141558361	141558761	+	1000	89.0	[7.881745, 10.77997]	[64, 108]	[]	[]	[141558514, 141558558]	[]
418_11053	chr22	22823211	22823611	+	949	32.0	[]	[]	[7.881745]	[68]	[]	[22823367]
418_1106	chr5	159263028	159263428	+	1000	89.0	[7.881745]	[127]	[9.831317, 12.8385725]	[154, 174]	[159263206]	[159263233, 159263253]
418_11063	chr3	9397071	9397471	+	866	32.0	[]	[]	[9.058782]	[237]	[]	[9397317]
418_11066	chr3	15065124	15065524	+	1000	32.0	[]	[]	[9.058782]	[161]	[]	[15065307]
418_11072	chr3	45668053	45668453	+	961	32.0	[9.058782]	[171]	[]	[]	[45668233]	[]
418_11074	chr3	49018432	49018832	+	943	32.0	[6.681529]	[203]	[12.8385725]	[154]	[49018663]	[49018614]
418_11075	chr3	72258581	72258981	+	1000	32.0	[10.77997]	[147]	[]	[]	[72258814]	[]
418_11095	chr3	195782358	195782758	+	715	32.0	[10.77997, 10.77997]	[128, 176]	[]	[]	[195782534, 195782582]	[]
418_111	chr17	7842903	7843303	+	1000	276.0	[9.058782, 9.058782]	[108, 122]	[]	[]	[7843102, 7843116]	[]
418_11102	chr4	39032158	39032558	+	1000	32.0	[]	[]	[7.881745]	[138]	[]	[39032366]
418_11109	chr4	127880810	127881210	+	546	32.0	[8.371923]	[114]	[]	[]	[127880966]	[]
418_1111	chr8	22604417	22604817	+	1000	89.0	[]	[]	[10.77997, 12.8385725]	[84, 117]	[]	[22604601, 22604634]
418_11112	chr4	152464049	152464449	+	736	32.0	[10.77997]	[136]	[]	[]	[152464253]	[]
418_11115	chr4	183444477	183444877	+	1000	32.0	[12.8385725]	[152]	[]	[]	[183444632]	[]
418_11120	chr5	65562978	65563378	+	1000	32.0	[7.881745]	[146]	[]	[]	[65563139]	[]
418_11123	chr5	69369267	69369667	+	578	32.0	[9.940348]	[148]	[]	[]	[69369479]	[]
418_11125	chr5	86617709	86618109	+	682	32.0	[]	[]	[9.831317]	[103]	[]	[86617891]
418_11132	chr5	160418861	160419261	+	985	32.0	[]	[]	[12.8385725]	[127]	[]	[160419086]
418_1114	chr9	120876417	120876817	+	1000	89.0	[7.881745]	[101]	[]	[]	[120876605]	[]
418_11141	chr5	181261774	181262174	+	981	32.0	[]	[]	[10.77997]	[157]	[]	[181261986]
418_11148	chr6	6858564	6858964	+	839	32.0	[]	[]	[7.881745]	[104]	[]	[6858751]
418_11149	chr6	10633227	10633627	+	1000	32.0	[7.772714]	[85]	[]	[]	[10633409]	[]
418_11155	chr6	26321907	26322307	+	1000	32.0	[9.058782]	[135]	[]	[]	[26322080]	[]
418_1116	chr1	55474141	55474541	+	1000	88.0	[9.058782]	[132]	[]	[]	[55474368]	[]
418_1117	chr11	10623273	10623673	+	1000	88.0	[10.77997]	[135]	[7.881745]	[113]	[10623502]	[10623480]
418_11171	chr6	32127827	32128227	+	863	32.0	[]	[]	[10.77997]	[164]	[]	[32128035]
418_11172	chr6	33289015	33289415	+	1000	32.0	[9.940348]	[173]	[]	[]	[33289241]	[]
418_11173	chr6	33454415	33454815	+	552	32.0	[]	[]	[9.940348]	[74]	[]	[33454577]
418_11177	chr6	36649621	36650021	+	939	32.0	[]	[]	[7.881745]	[189]	[]	[36649843]
418_1118	chr11	75143137	75143537	+	1000	88.0	[10.77997]	[118]	[7.881745]	[75]	[75143337]	[75143294]
418_11186	chr6	52390345	52390745	+	1000	32.0	[10.77997]	[141]	[]	[]	[52390580]	[]
418_11188	chr6	56955827	56956227	+	989	32.0	[7.881745]	[100]	[]	[]	[56956023]	[]
418_11190	chr6	73585495	73585895	+	929	32.0	[]	[]	[6.933092]	[132]	[]	[73585708]
418_11194	chr6	104952828	104953228	+	1000	32.0	[8.371923]	[177]	[]	[]	[104953079]	[]
418_11199	chr6	126112297	126112697	+	1000	32.0	[]	[]	[7.881745]	[142]	[]	[126112485]
418_112	chr17	79826261	79826661	+	1000	275.0	[]	[]	[12.8385725]	[117]	[]	[79826473]
418_11200	chr6	129691017	129691417	+	1000	32.0	[10.77997]	[66]	[]	[]	[129691172]	[]
418_11207	chr6	157184203	157184603	+	1000	32.0	[12.8385725]	[120]	[]	[]	[157184376]	[]
418_1121	chr12	53180426	53180826	+	1000	88.0	[12.8385725]	[129]	[]	[]	[53180640]	[]
418_11221	chr7	50355703	50356103	+	1000	32.0	[]	[]	[8.755716]	[140]	[]	[50355937]
418_1123	chr15	82750306	82750706	+	1000	88.0	[]	[]	[10.77997]	[121]	[]	[82750514]
418_11230	chr7	99273977	99274377	+	756	32.0	[]	[]	[7.772714, 8.119915]	[90, 99]	[]	[99274132, 99274141]
418_1124	chr16	88978984	88979384	+	1000	88.0	[10.77997]	[128]	[]	[]	[88979198]	[]
418_11244	chr7	123747555	123747955	+	1000	32.0	[]	[]	[9.940348]	[212]	[]	[123747788]
418_11251	chr7	130494426	130494826	+	1000	32.0	[7.772714]	[80]	[]	[]	[130494591]	[]
418_11261	chr7	148914272	148914672	+	1000	32.0	[9.058782]	[145]	[]	[]	[148914497]	[]
418_11270	chr8	61004503	61004903	+	989	32.0	[7.881745]	[94]	[]	[]	[61004661]	[]
418_11275	chr8	105633176	105633576	+	1000	32.0	[]	[]	[7.772714]	[204]	[]	[105633423]
418_1128	chr2	113583854	113584254	+	1000	88.0	[6.8263144, 9.940348]	[106, 145]	[]	[]	[113584058, 113584097]	[]
418_11281	chr8	124840334	124840734	+	847	32.0	[]	[]	[10.77997]	[168]	[]	[124840569]
418_11290	chr9	34049399	34049799	+	1000	32.0	[8.371923]	[156]	[]	[]	[34049607]	[]
418_11295	chr9	89310535	89310935	+	812	32.0	[]	[]	[9.940348]	[152]	[]	[89310785]
418_11297	chr9	93575654	93576054	+	962	32.0	[9.058782, 10.77997]	[73, 133]	[]	[]	[93575816, 93575876]	[]
418_11299	chr9	97633386	97633786	+	858	32.0	[8.371923, 8.371923]	[189, 204]	[]	[]	[97633582, 97633597]	[]
