#PeakID(python identify_motif.py ./ENCODE_processed_files/SREBF2_idr.fa SREBF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
99_11109	chr6	157489665	157490065	+	1000	44.0	[]	[]	[7.524402]	[127]	[]	[157489825]
99_11122	chr7	16397564	16397964	+	1000	44.0	[6.652468, 9.818341, 10.012176, 8.123691, 5.206837, 8.069822]	[114, 143, 154, 165, 185, 196]	[5.5208254, 11.213679, 9.796326, 5.206837, 7.98505, 5.326991]	[114, 143, 154, 165, 185, 196]	[16397727, 16397756, 16397767, 16397778, 16397798, 16397809]	[16397727, 16397756, 16397767, 16397778, 16397798, 16397809]
99_11125	chr7	30743394	30743794	+	1000	44.0	[4.805952]	[109]	[5.427188]	[109]	[30743568]	[30743568]
99_11134	chr7	66627686	66628086	+	1000	44.0	[9.16307]	[160]	[10.27358]	[160]	[66627917]	[66627917]
99_11140	chr7	99312668	99313068	+	796	44.0	[7.0714707]	[235]	[7.691886]	[235]	[99312906]	[99312906]
99_11157	chr7	106996338	106996738	+	1000	44.0	[8.867815]	[169]	[8.509716]	[169]	[106996569]	[106996569]
99_11158	chr7	107008465	107008865	+	1000	44.0	[5.115098]	[215]	[5.830057]	[215]	[107008713]	[107008713]
99_11199	chr7	150919231	150919631	+	1000	44.0	[9.818341]	[72]	[11.213679]	[72]	[150919395]	[150919395]
99_11201	chr7	151113749	151114149	+	1000	44.0	[6.223306]	[144]	[5.233354]	[144]	[151113922]	[151113922]
99_11204	chr7	152406153	152406553	+	1000	44.0	[7.71893]	[142]	[6.339766]	[142]	[152406358]	[152406358]
99_11208	chr7	157399079	157399479	+	1000	44.0	[]	[]	[8.615629]	[174]	[]	[157399269]
99_11230	chr8	140464946	140465346	+	1000	44.0	[6.1819606]	[174]	[5.414555]	[174]	[140465129]	[140465129]
99_11243	chr9	120820666	120821066	+	1000	44.0	[5.2874784]	[210]	[]	[]	[120820914]	[]
99_11260	chr9	136785027	136785427	+	1000	44.0	[7.691886, 5.0314274]	[122, 148]	[7.0714707, 6.3137712]	[122, 148]	[136785235, 136785261]	[136785235, 136785261]
99_11266	chrX	55161306	55161706	+	1000	44.0	[8.73989]	[140]	[7.6992993]	[140]	[55161466]	[55161466]
99_11305	chr1	24419628	24420028	+	1000	43.0	[4.757032]	[167]	[6.783023]	[167]	[24419861]	[24419861]
99_11326	chr1	38265638	38266038	+	1000	43.0	[6.174386]	[94]	[6.589189]	[94]	[38265800]	[38265800]
99_11352	chr1	110412493	110412893	+	1000	43.0	[]	[]	[4.9095244]	[128]	[]	[110412656]
99_11358	chr1	116416567	116416967	+	1000	43.0	[]	[]	[5.146488]	[154]	[]	[116416743]
99_11362	chr1	150630500	150630900	+	1000	43.0	[7.0714707]	[207]	[7.691886]	[207]	[150630730]	[150630730]
99_11365	chr1	155307512	155307912	+	1000	43.0	[7.0714707]	[160]	[7.691886]	[160]	[155307754]	[155307754]
99_11379	chr1	161427949	161428349	+	1000	43.0	[8.3210535]	[151]	[5.07576]	[151]	[161428200]	[161428200]
99_1139	chr9	130787714	130788114	+	1000	75.0	[8.216677]	[177]	[7.401771]	[177]	[130787903]	[130787903]
99_11391	chr1	173476807	173477207	+	1000	43.0	[5.224309, 9.047765]	[128, 148]	[10.950523]	[148]	[173477035, 173477055]	[173477055]
99_11392	chr1	173526883	173527283	+	1000	43.0	[9.16307]	[177]	[10.27358]	[177]	[173527076]	[173527076]
99_11397	chr1	179217207	179217607	+	1000	43.0	[8.856226]	[147]	[9.356904]	[147]	[179217403]	[179217403]
99_1141	chr9	130812758	130813158	+	1000	75.0	[10.27358]	[178]	[9.16307]	[178]	[130812991]	[130812991]
99_11419	chr1	207635479	207635879	+	1000	43.0	[]	[]	[4.8152113]	[192]	[]	[207635682]
99_1145	chr9	131157932	131158332	+	1000	75.0	[5.115098]	[159]	[7.524402, 5.830057]	[119, 159]	[131158175]	[131158135, 131158175]
99_1146	chr9	131195631	131196031	+	1000	75.0	[10.27358]	[145]	[9.16307]	[145]	[131195803]	[131195803]
99_11468	chr10	71881514	71881914	+	1000	43.0	[9.16307]	[107]	[10.27358]	[107]	[71881702]	[71881702]
99_11478	chr10	78043462	78043862	+	1000	43.0	[4.8358445]	[179]	[]	[]	[78043668]	[]
99_11502	chr11	62862738	62863138	+	1000	43.0	[6.783546]	[123]	[5.3234625, 7.524402]	[123, 198]	[62862903]	[62862903, 62862978]
99_11520	chr11	75096800	75097200	+	1000	43.0	[]	[]	[5.9712152]	[162]	[]	[75097003]
99_11535	chr12	49622475	49622875	+	1000	43.0	[9.831349]	[184]	[9.078938]	[184]	[49622714]	[49622714]
99_11554	chr12	110403972	110404372	+	1000	43.0	[]	[]	[7.04495]	[67]	[]	[110404128]
99_11564	chr12	123385573	123385973	+	949	43.0	[4.798817]	[191]	[]	[]	[123385804]	[]
99_11565	chr12	123386920	123387320	+	1000	43.0	[6.586282]	[112]	[9.0321665]	[112]	[123387088]	[123387088]
99_11599	chr15	42509598	42509998	+	1000	43.0	[10.27358]	[331]	[9.16307]	[331]	[42509846]	[42509846]
99_11604	chr15	52011103	52011503	+	1000	43.0	[7.88572]	[136]	[5.6541166]	[136]	[52011291]	[52011291]
99_11621	chr16	4253499	4253899	+	1000	43.0	[6.216803]	[167]	[6.413446]	[167]	[4253735]	[4253735]
99_1165	chr17	36948597	36948997	+	1000	74.0	[9.796326]	[113]	[10.012176]	[113]	[36948795]	[36948795]
99_11651	chr16	85522395	85522795	+	887	43.0	[7.1114125]	[152]	[6.5715]	[152]	[85522615]	[85522615]
99_11652	chr16	85528631	85529031	+	1000	43.0	[]	[]	[5.5897145]	[156]	[]	[85528826]
99_11679	chr17	46779620	46780020	+	1000	43.0	[5.115098]	[224]	[5.830057]	[224]	[46779855]	[46779855]
99_11693	chr17	78257132	78257532	+	1000	43.0	[]	[]	[4.8142886]	[94]	[]	[78257297]
99_11700	chr18	779907	780307	+	1000	43.0	[5.830057]	[143]	[5.115098]	[143]	[780137]	[780137]
99_11713	chr19	4815516	4815916	+	1000	43.0	[5.144649]	[234]	[5.916586]	[234]	[4815763]	[4815763]
99_11724	chr19	11577947	11578347	+	1000	43.0	[8.73989]	[189]	[7.6992993]	[189]	[11578170]	[11578170]
99_11726	chr19	12640187	12640587	+	1000	43.0	[5.441064]	[75]	[]	[]	[12640346]	[]
99_11744	chr19	18291672	18292072	+	1000	43.0	[6.5715]	[77]	[7.1114125]	[77]	[18291849]	[18291849]
99_11747	chr19	19115914	19116314	+	1000	43.0	[6.216803]	[151]	[6.413446]	[151]	[19116163]	[19116163]
99_1176	chr22	20840283	20840683	+	1000	74.0	[]	[]	[6.375795]	[244]	[]	[20840530]
99_11762	chr19	44770782	44771182	+	1000	43.0	[4.8323154]	[116]	[]	[]	[44770996]	[]
99_1179	chr22	21822908	21823308	+	1000	74.0	[10.27358]	[124]	[9.16307]	[124]	[21823074]	[21823074]
99_11816	chr2	169824914	169825314	+	1000	43.0	[]	[]	[7.601611]	[111]	[]	[169825072]
99_1182	chr22	22718409	22718809	+	1000	74.0	[7.9399495]	[110]	[5.374046]	[110]	[22718587]	[22718587]
99_11844	chr21	37449968	37450368	+	1000	43.0	[4.986595]	[185]	[5.0219765]	[185]	[37450160]	[37450160]
99_11854	chr22	16584857	16585257	+	1000	43.0	[7.0714707]	[138]	[7.691886]	[138]	[16585064]	[16585064]
99_11857	chr22	16789819	16790219	+	1000	43.0	[9.0321665]	[144]	[6.586282]	[144]	[16790051]	[16790051]
99_1186	chr3	10248047	10248447	+	1000	74.0	[5.942088]	[200]	[4.8516054]	[200]	[10248286]	[10248286]
99_11861	chr22	19113613	19114013	+	934	43.0	[10.27358]	[203]	[9.16307]	[203]	[19113836]	[19113836]
99_11864	chr22	19230942	19231342	+	1000	43.0	[4.961886]	[193]	[]	[]	[19231177]	[]
99_11866	chr22	19325220	19325620	+	1000	43.0	[7.691886]	[124]	[7.0714707]	[124]	[19325393]	[19325393]
99_11873	chr22	19490383	19490783	+	1000	43.0	[9.16307]	[169]	[10.27358]	[169]	[19490607]	[19490607]
99_11882	chr22	19697363	19697763	+	1000	43.0	[7.0714707]	[128]	[7.691886]	[128]	[19697521]	[19697521]
99_11886	chr22	19860071	19860471	+	1000	43.0	[7.691886]	[109]	[7.0714707]	[109]	[19860267]	[19860267]
99_11897	chr22	20519446	20519846	+	1000	43.0	[9.16307]	[239]	[10.27358]	[239]	[20519686]	[20519686]
99_11898	chr22	20562373	20562773	+	1000	43.0	[7.691886]	[140]	[7.0714707]	[140]	[20562613]	[20562613]
99_11907	chr22	21091161	21091561	+	1000	43.0	[7.641859]	[184]	[]	[]	[21091411]	[]
99_11920	chr22	22471073	22471473	+	1000	43.0	[5.115098]	[100]	[5.830057]	[100]	[22471245]	[22471245]
99_11939	chr3	5057914	5058314	+	1000	43.0	[7.0714707]	[198]	[7.691886]	[198]	[5058117]	[5058117]
99_11941	chr3	13001321	13001721	+	1000	43.0	[]	[]	[4.961886]	[155]	[]	[13001507]
99_11942	chr3	13451355	13451755	+	1000	43.0	[7.691886]	[140]	[7.0714707]	[140]	[13451515]	[13451515]
99_120	chr22	20496407	20496807	+	1000	158.0	[5.774573]	[63]	[6.329314]	[63]	[20496559]	[20496559]
99_12011	chr5	10504001	10504401	+	1000	43.0	[]	[]	[4.8104844]	[89]	[]	[10504189]
99_12051	chr6	10850361	10850761	+	1000	43.0	[9.16307]	[133]	[10.27358]	[133]	[10850512]	[10850512]
99_12055	chr6	15900630	15901030	+	1000	43.0	[6.589189]	[164]	[6.174386]	[164]	[15900799]	[15900799]
99_12056	chr6	16002798	16003198	+	1000	43.0	[5.115098]	[130]	[5.830057]	[130]	[16002969]	[16002969]
99_12058	chr6	17702056	17702456	+	1000	43.0	[5.374046]	[183]	[7.9399495]	[183]	[17702293]	[17702293]
99_12067	chr6	27176437	27176837	+	1000	43.0	[10.27358]	[131]	[9.16307]	[131]	[27176629]	[27176629]
99_12109	chr6	132819468	132819868	+	1000	43.0	[6.154417]	[106]	[7.6378217]	[106]	[132819642]	[132819642]
99_12122	chr6	150070938	150071338	+	902	43.0	[8.334932, 8.061131]	[149, 163]	[7.79502, 7.464036]	[149, 163]	[150071153, 150071167]	[150071153, 150071167]
99_12125	chr6	154951756	154952156	+	1000	43.0	[10.987299]	[189]	[7.2258306]	[189]	[154951964]	[154951964]
99_12138	chr7	5574025	5574425	+	1000	43.0	[9.16307]	[109]	[10.27358]	[109]	[5574229]	[5574229]
99_12158	chr7	75880387	75880787	+	1000	43.0	[]	[]	[5.10322]	[100]	[]	[75880566]
99_12163	chr7	76378958	76379358	+	1000	43.0	[5.830057]	[141]	[5.115098]	[141]	[76379123]	[76379123]
99_12179	chr7	106573724	106574124	+	1000	43.0	[5.878639]	[78]	[8.039114]	[78]	[106573899]	[106573899]
99_1218	chr9	131147749	131148149	+	1000	74.0	[10.27358]	[142]	[9.16307]	[142]	[131147964]	[131147964]
99_12184	chr7	106946619	106947019	+	1000	43.0	[10.27358]	[188]	[9.16307]	[188]	[106946841]	[106946841]
99_1219	chr1	16635930	16636330	+	1000	73.0	[10.27358]	[165]	[9.16307]	[165]	[16636124]	[16636124]
99_12205	chr7	129560345	129560745	+	1000	43.0	[7.691886]	[139]	[7.0714707]	[139]	[129560568]	[129560568]
99_12211	chr7	138461097	138461497	+	795	43.0	[7.84528]	[221]	[7.2959933]	[221]	[138461333]	[138461333]
99_1224	chr1	52703203	52703603	+	1000	73.0	[5.233354, 9.830373]	[124, 135]	[6.257601, 6.6088166]	[124, 135]	[52703407, 52703418]	[52703407, 52703418]
99_12269	chr9	94726424	94726824	+	1000	43.0	[5.2342973]	[153]	[]	[]	[94726667]	[]
99_12278	chr9	123298953	123299353	+	1000	43.0	[6.5676956]	[100]	[5.4006715]	[100]	[123299131]	[123299131]
99_12285	chr9	127940072	127940472	+	1000	43.0	[4.805952]	[155]	[5.427188]	[155]	[127940293]	[127940293]
99_12306	chr9	137491606	137492006	+	1000	43.0	[4.9491253, 4.996092]	[127, 193]	[6.410637]	[193]	[137491758, 137491824]	[137491824]
99_12315	chr1	1779666	1780066	+	1000	42.0	[8.528767]	[115]	[6.377666]	[115]	[1779842]	[1779842]
99_12333	chr1	12074850	12075250	+	1000	42.0	[7.0714707]	[110]	[7.691886]	[110]	[12075034]	[12075034]
99_12347	chr1	16444356	16444756	+	1000	42.0	[5.5897145]	[133]	[]	[]	[16444511]	[]
99_12348	chr1	16627411	16627811	+	1000	42.0	[7.7586694]	[233]	[]	[]	[16627654]	[]
99_1239	chr11	59550377	59550777	+	1000	73.0	[5.300137]	[184]	[]	[]	[59550594]	[]
99_1241	chr12	45990576	45990976	+	1000	73.0	[9.934966, 6.6691823]	[147, 152]	[10.012176, 6.487368]	[147, 152]	[45990806, 45990811]	[45990806, 45990811]
99_12427	chr1	155834273	155834673	+	1000	42.0	[6.549278]	[138]	[4.996092]	[138]	[155834508]	[155834508]
99_12442	chr1	167822377	167822777	+	1000	42.0	[5.3089323]	[151]	[5.3089323]	[170]	[167822540]	[167822559]
99_12446	chr1	173864796	173865196	+	1000	42.0	[7.0714707]	[183]	[7.691886]	[183]	[173864997]	[173864997]
99_12450	chr1	180213418	180213818	+	1000	42.0	[16.1302]	[139]	[16.1302]	[139]	[180213572]	[180213572]
99_12463	chr1	200639206	200639606	+	1000	42.0	[9.16307]	[161]	[10.27358]	[161]	[200639373]	[200639373]
99_12474	chr1	205488011	205488411	+	1000	42.0	[]	[]	[5.0340805]	[123]	[]	[205488184]
99_12475	chr1	206692090	206692490	+	1000	42.0	[6.780116]	[196]	[7.614812]	[196]	[206692333]	[206692333]
99_12509	chr1	244796773	244797173	+	1000	42.0	[5.8191347]	[188]	[6.33902]	[188]	[244796978]	[244796978]
99_12511	chr1	245051751	245052151	+	845	42.0	[6.123891]	[164]	[8.177755]	[164]	[245051958]	[245051958]
99_12514	chr1	246569507	246569907	+	1000	42.0	[4.8685822]	[98]	[]	[]	[246569664]	[]
99_1253	chr22	20979392	20979792	+	1000	73.0	[4.778447, 4.8516054]	[80, 109]	[5.942088]	[109]	[20979563, 20979592]	[20979592]
99_12551	chr10	79467083	79467483	+	1000	42.0	[10.27358]	[160]	[9.16307]	[160]	[79467311]	[79467311]
99_1258	chr22	21826358	21826758	+	1000	73.0	[6.174386, 5.374046]	[214, 222]	[6.589189, 7.9399495]	[214, 222]	[21826587, 21826595]	[21826587, 21826595]
99_12603	chr11	103087148	103087548	+	1000	42.0	[7.9399495]	[321]	[5.374046]	[321]	[103087393]	[103087393]
99_12634	chr12	112419455	112419855	+	1000	42.0	[8.039114]	[196]	[6.123891]	[196]	[112419663]	[112419663]
99_12649	chr13	92507944	92508344	+	1000	42.0	[5.0296783]	[200]	[]	[]	[92508185]	[]
99_1266	chr22	23259565	23259965	+	1000	73.0	[9.16307]	[157]	[10.27358]	[157]	[23259752]	[23259752]
99_12705	chr16	2479461	2479861	+	1000	42.0	[5.602598]	[114]	[6.477231]	[114]	[2479645]	[2479645]
99_12706	chr16	3099789	3100189	+	977	42.0	[]	[]	[7.04495]	[156]	[]	[3099995]
99_12709	chr16	9047470	9047870	+	1000	42.0	[]	[]	[7.7586694]	[114]	[]	[9047630]
99_12710	chr16	9090995	9091395	+	1000	42.0	[15.936364]	[178]	[17.547552]	[178]	[9091226]	[9091226]
99_12737	chr16	70801163	70801563	+	882	42.0	[]	[]	[6.671065]	[98]	[]	[70801359]
99_12758	chr16	88782643	88783043	+	1000	42.0	[4.8142886]	[171]	[]	[]	[88782890]	[]
99_12765	chr17	996455	996855	+	1000	42.0	[6.223306]	[63]	[5.200616]	[63]	[996616]	[996616]
99_12766	chr17	27352813	27353213	+	1000	42.0	[]	[]	[6.375795]	[164]	[]	[27353061]
99_12778	chr17	42319091	42319491	+	1000	42.0	[7.0714707]	[190]	[7.691886]	[190]	[42319319]	[42319319]
99_12797	chr17	58367467	58367867	+	1000	42.0	[6.219612]	[89]	[7.772798]	[89]	[58367621]	[58367621]
99_12810	chr17	82518980	82519380	+	1000	42.0	[5.4316607]	[105]	[]	[]	[82519161]	[]
99_12818	chr18	3612335	3612735	+	1000	42.0	[4.9224114]	[116]	[7.9127636]	[116]	[3612512]	[3612512]
99_12819	chr18	3660954	3661354	+	1000	42.0	[7.691886]	[112]	[7.0714707]	[112]	[3661129]	[3661129]
99_12850	chr19	17681514	17681914	+	1000	42.0	[5.2342973]	[120]	[]	[]	[17681687]	[]
99_12854	chr19	18408002	18408402	+	1000	42.0	[5.1985173]	[106]	[5.796432]	[106]	[18408197]	[18408197]
99_12865	chr19	35702046	35702446	+	1000	42.0	[6.522595]	[146]	[5.5678797]	[146]	[35702279]	[35702279]
99_12894	chr2	3303543	3303943	+	1000	42.0	[12.707735]	[108]	[12.9360485]	[108]	[3303742]	[3303742]
99_12899	chr2	26344553	26344953	+	1000	42.0	[10.27358, 11.352321]	[142, 183]	[9.16307, 9.818341]	[142, 183]	[26344742, 26344783]	[26344742, 26344783]
99_12900	chr2	26757026	26757426	+	1000	42.0	[7.691886]	[217]	[7.0714707]	[217]	[26757271]	[26757271]
99_12907	chr2	43169716	43170116	+	1000	42.0	[6.444684]	[84]	[]	[]	[43169871]	[]
99_12912	chr2	70010114	70010514	+	1000	42.0	[5.917151]	[205]	[]	[]	[70010349]	[]
99_12914	chr2	71510202	71510602	+	1000	42.0	[8.73989]	[87]	[7.6992993]	[87]	[71510384]	[71510384]
99_12930	chr2	159185242	159185642	+	1000	42.0	[5.942088]	[146]	[4.8516054]	[146]	[159185478]	[159185478]
99_12936	chr2	177693464	177693864	+	1000	42.0	[4.8685822]	[162]	[]	[]	[177693650]	[]
99_12944	chr20	1118237	1118637	+	1000	42.0	[7.0923624]	[205]	[9.061648]	[205]	[1118448]	[1118448]
99_12958	chr20	49280726	49281126	+	1000	42.0	[5.414555]	[159]	[6.1819606]	[159]	[49280960]	[49280960]
99_12975	chr21	46187805	46188205	+	1000	42.0	[5.1603675]	[74]	[]	[]	[46187962]	[]
99_12976	chr21	46450894	46451294	+	1000	42.0	[5.208402]	[255]	[]	[]	[46451063]	[]
99_12983	chr22	19090951	19091351	+	1000	42.0	[7.0714707]	[124]	[7.691886]	[124]	[19091136]	[19091136]
99_12985	chr22	19165959	19166359	+	1000	42.0	[7.0714707]	[153]	[7.691886]	[153]	[19166164]	[19166164]
99_12993	chr22	19380664	19381064	+	762	42.0	[8.097008, 9.16307]	[85, 95]	[5.7786255, 10.27358]	[85, 95]	[19380845, 19380855]	[19380845, 19380855]
99_12994	chr22	19452411	19452811	+	1000	42.0	[7.691886]	[179]	[7.0714707]	[179]	[19452621]	[19452621]
