#PeakID(python identify_motif.py ./ENCODE_processed_files/NFIC_idr.fa NFIC --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
366_10132	chr11	95338369	95338769	+	1000	203.5	[7.275311]	[98]	[7.275311]	[107]	[95338562]	[95338571]
366_10136	chr16	84806381	84806781	+	1000	203.5	[7.275311]	[216]	[7.275311]	[197]	[84806612]	[84806593]
366_10137	chr17	29124950	29125350	+	1000	203.5	[7.275311]	[118]	[7.275311, 7.275311, 7.275311]	[69, 120, 167]	[29125150]	[29125101, 29125152, 29125199]
366_10138	chr19	5690142	5690542	+	1000	203.5	[]	[]	[7.275311, 7.275311]	[141, 200]	[]	[5690301, 5690360]
366_10139	chr19	11324493	11324893	+	1000	203.5	[7.275311]	[221]	[]	[]	[11324688]	[]
366_10142	chr2	72901392	72901792	+	1000	203.5	[7.275311]	[70]	[]	[]	[72901548]	[]
366_10147	chr3	170355655	170356055	+	1000	203.5	[]	[]	[7.275311, 7.275311]	[92, 117]	[]	[170355813, 170355838]
366_10148	chr5	34587714	34588114	+	1000	203.5	[7.275311, 7.275311]	[163, 186]	[7.275311]	[165]	[34587885, 34587908]	[34587887]
366_10150	chr7	2996116	2996516	+	1000	203.5	[7.275311, 7.275311]	[120, 134]	[]	[]	[2996319, 2996333]	[]
366_10155	chr1	22641977	22642377	+	1000	203.0	[]	[]	[7.275311, 7.275311]	[83, 127]	[]	[22642158, 22642202]
366_10161	chr10	63629679	63630079	+	1000	203.0	[7.275311]	[68]	[7.275311]	[91]	[63629844]	[63629867]
366_10164	chr15	59105022	59105422	+	1000	203.0	[7.275311, 7.275311]	[205, 232]	[]	[]	[59105243, 59105270]	[]
366_10166	chr16	23452753	23453153	+	1000	203.0	[7.275311]	[144]	[7.275311]	[122]	[23452994]	[23452972]
366_10168	chr20	4068646	4069046	+	1000	203.0	[7.275311, 7.275311]	[87, 178]	[]	[]	[4068805, 4068896]	[]
366_10169	chr3	183099274	183099674	+	1000	203.0	[]	[]	[7.275311, 7.275311, 7.275311]	[116, 135, 179]	[]	[183099436, 183099455, 183099499]
366_10171	chr4	17762639	17763039	+	1000	203.0	[]	[]	[7.275311]	[119]	[]	[17762823]
366_10173	chr4	40897553	40897953	+	1000	203.0	[7.275311, 7.275311]	[84, 147]	[7.275311, 7.275311]	[77, 149]	[40897727, 40897790]	[40897720, 40897792]
366_10176	chr5	43483781	43484181	+	1000	203.0	[7.275311]	[146]	[7.275311]	[148]	[43483954]	[43483956]
366_10180	chr6	151040862	151041262	+	1000	203.0	[7.275311]	[144]	[7.275311]	[146]	[151041044]	[151041046]
366_10184	chr1	40691796	40692196	+	1000	202.5	[7.275311]	[187]	[7.275311, 7.275311]	[110, 168]	[40692024]	[40691947, 40692005]
366_10185	chr1	78004441	78004841	+	1000	202.5	[7.275311]	[165]	[]	[]	[78004690]	[]
366_10189	chr11	47257340	47257740	+	1000	202.5	[7.275311, 7.275311]	[84, 118]	[]	[]	[47257502, 47257536]	[]
366_10190	chr11	61603065	61603465	+	1000	202.5	[7.275311]	[84]	[]	[]	[61603227]	[]
366_10193	chr16	1770250	1770650	+	1000	202.5	[7.275311]	[92]	[7.275311, 7.275311]	[156, 178]	[1770412]	[1770476, 1770498]
366_10198	chr2	159086371	159086771	+	1000	202.5	[7.275311, 7.275311]	[105, 121]	[]	[]	[159086575, 159086591]	[]
366_10200	chr2	226977930	226978330	+	1000	202.5	[]	[]	[7.275311]	[93]	[]	[226978123]
366_10203	chr5	75933493	75933893	+	1000	202.5	[7.275311]	[103]	[7.275311, 7.275311]	[112, 122]	[75933690]	[75933699, 75933709]
366_10214	chr9	133348082	133348482	+	1000	202.5	[7.275311]	[135]	[7.275311, 7.275311]	[145, 168]	[133348267]	[133348277, 133348300]
366_10215	chr1	5189397	5189797	+	1000	202.0	[7.275311, 7.275311]	[88, 104]	[7.275311, 7.275311]	[99, 113]	[5189584, 5189600]	[5189595, 5189609]
366_10222	chr12	124914376	124914776	+	1000	202.0	[]	[]	[7.275311, 7.275311]	[108, 123]	[]	[124914547, 124914562]
366_10224	chr16	83826156	83826556	+	1000	202.0	[7.275311]	[187]	[]	[]	[83826357]	[]
366_10228	chr2	20579273	20579673	+	1000	202.0	[7.275311]	[137]	[7.275311]	[139]	[20579487]	[20579489]
366_10240	chr1	5423009	5423409	+	1000	201.5	[7.275311]	[169]	[7.275311, 7.275311]	[161, 178]	[5423239]	[5423231, 5423248]
366_10241	chr1	61403258	61403658	+	1000	201.5	[]	[]	[7.275311]	[113]	[]	[61403438]
366_10242	chr1	160228473	160228873	+	1000	201.5	[7.275311]	[87]	[7.275311, 7.275311]	[89, 96]	[160228624]	[160228626, 160228633]
366_10247	chr12	53171569	53171969	+	1000	201.5	[7.275311, 7.275311]	[102, 107]	[7.275311]	[155]	[53171747, 53171752]	[53171800]
366_1025	chrX	65588092	65588492	+	1000	1016.5	[7.275311, 7.275311, 7.275311]	[62, 96, 111]	[7.275311, 7.275311]	[98, 120]	[65588253, 65588287, 65588302]	[65588289, 65588311]
366_10257	chr2	65432402	65432802	+	1000	201.5	[]	[]	[7.275311]	[246]	[]	[65432581]
366_10258	chr2	144358953	144359353	+	1000	201.5	[]	[]	[7.275311]	[88]	[]	[144359127]
366_10263	chr3	9715833	9716233	+	1000	201.5	[]	[]	[7.275311]	[147]	[]	[9716047]
366_10264	chr3	46549304	46549704	+	1000	201.5	[7.275311]	[97]	[7.275311, 7.275311]	[87, 127]	[46549496]	[46549486, 46549526]
366_10267	chr5	131640167	131640567	+	1000	201.5	[7.275311]	[67]	[]	[]	[131640321]	[]
366_10268	chr6	44058514	44058914	+	1000	201.5	[7.275311]	[108]	[7.275311]	[110]	[44058676]	[44058678]
366_10269	chr6	90368982	90369382	+	1000	201.5	[7.275311]	[175]	[7.275311]	[177]	[90369224]	[90369226]
366_10279	chr16	71981875	71982275	+	1000	201.0	[7.275311, 7.275311]	[59, 75]	[7.275311, 7.275311]	[61, 111]	[71982033, 71982049]	[71982035, 71982085]
366_10280	chr17	63420510	63420910	+	1000	201.0	[7.275311, 7.275311]	[124, 153]	[]	[]	[63420704, 63420733]	[]
366_10281	chr2	24972062	24972462	+	1000	201.0	[7.275311]	[221]	[]	[]	[24972310]	[]
366_10282	chr21	33817965	33818365	+	1000	201.0	[7.275311, 7.275311]	[120, 138]	[7.275311]	[161]	[33818152, 33818170]	[33818193]
366_10284	chr4	1683802	1684202	+	1000	201.0	[]	[]	[7.275311, 7.275311]	[179, 200]	[]	[1683981, 1684002]
366_10285	chr5	32489704	32490104	+	1000	201.0	[]	[]	[7.275311]	[149]	[]	[32489939]
366_10288	chr6	31542058	31542458	+	1000	201.0	[]	[]	[7.275311]	[153]	[]	[31542296]
366_10295	chr1	158694644	158695044	+	1000	200.5	[]	[]	[7.275311]	[110]	[]	[158694848]
366_10297	chr1	205631883	205632283	+	1000	200.5	[7.275311]	[175]	[7.275311]	[153]	[205632097]	[205632075]
366_103	chrM	6653	7053	+	1000	2097.0	[]	[]	[7.275311]	[129]	[]	[6876]
366_10302	chr11	68659124	68659524	+	1000	200.5	[7.275311]	[124]	[7.275311]	[106]	[68659343]	[68659325]
366_10304	chr14	102504292	102504692	+	1000	200.5	[7.275311]	[98]	[7.275311]	[100]	[102504451]	[102504453]
366_10308	chr18	56128394	56128794	+	1000	200.5	[7.275311]	[107]	[7.275311]	[116]	[56128598]	[56128607]
366_10309	chr2	178679878	178680278	+	1000	200.5	[7.275311]	[80]	[7.275311]	[117]	[178680051]	[178680088]
366_1031	chr15	82849491	82849891	+	1000	1011.5	[]	[]	[7.275311]	[122]	[]	[82849708]
366_10310	chr22	43167175	43167575	+	1000	200.5	[7.275311]	[104]	[7.275311]	[113]	[43167355]	[43167364]
366_10311	chr3	48595639	48596039	+	1000	200.5	[7.275311, 7.275311]	[52, 100]	[]	[]	[48595790, 48595838]	[]
366_10312	chr3	54349313	54349713	+	1000	200.5	[7.275311]	[71]	[7.275311]	[89]	[54349482]	[54349500]
366_10317	chr7	2622141	2622541	+	1000	200.5	[7.275311, 7.275311]	[119, 126]	[7.275311]	[128]	[2622356, 2622363]	[2622365]
366_10319	chr7	130205179	130205579	+	1000	200.5	[7.275311]	[115]	[7.275311, 7.275311]	[137, 162]	[130205382]	[130205404, 130205429]
366_10322	chrX	153949399	153949799	+	1000	200.5	[7.275311, 7.275311]	[85, 89]	[7.275311]	[98]	[153949581, 153949585]	[153949594]
366_10323	chr1	9291787	9292187	+	1000	200.0	[7.275311]	[107]	[7.275311]	[116]	[9291991]	[9292000]
366_10324	chr1	26431999	26432399	+	1000	200.0	[7.275311]	[85]	[]	[]	[26432164]	[]
366_10325	chr1	62436475	62436875	+	1000	200.0	[7.275311]	[92]	[]	[]	[62436656]	[]
366_10326	chr11	126341619	126342019	+	1000	200.0	[7.275311]	[103]	[7.275311, 7.275311]	[105, 112]	[126341772]	[126341774, 126341781]
366_10331	chr17	82204834	82205234	+	1000	200.0	[7.275311, 7.275311, 7.275311]	[81, 129, 140]	[7.275311]	[90]	[82205002, 82205050, 82205061]	[82205011]
366_10332	chr19	1244392	1244792	+	1000	200.0	[]	[]	[7.275311, 7.275311]	[248, 319]	[]	[1244551, 1244622]
366_10333	chr19	8367249	8367649	+	1000	200.0	[7.275311, 7.275311]	[105, 134]	[7.275311]	[119]	[8367432, 8367461]	[8367446]
366_1034	chr17	62671530	62671930	+	1000	1010.0	[7.275311, 7.275311, 7.275311]	[70, 121, 156]	[7.275311]	[86]	[62671687, 62671738, 62671773]	[62671703]
366_10341	chr21	42684301	42684701	+	1000	200.0	[7.275311]	[102]	[7.275311, 7.275311]	[81, 111]	[42684502]	[42684481, 42684511]
366_10343	chr3	45890409	45890809	+	1000	200.0	[7.275311]	[82]	[7.275311]	[98]	[45890588]	[45890604]
366_1035	chr3	139016671	139017071	+	1000	1010.0	[7.275311, 7.275311]	[62, 102]	[7.275311]	[111]	[139016830, 139016870]	[139016879]
366_10355	chr9	129895376	129895776	+	1000	200.0	[7.275311, 7.275311]	[131, 138]	[7.275311]	[83]	[129895592, 129895599]	[129895544]
366_10358	chrX	149010262	149010662	+	1000	200.0	[7.275311]	[93]	[7.275311]	[102]	[149010453]	[149010462]
366_10361	chr1	191541745	191542145	+	1000	199.5	[7.275311]	[96]	[7.275311, 7.275311]	[105, 149]	[191541938]	[191541947, 191541991]
366_10362	chr1	228457610	228458010	+	1000	199.5	[7.275311]	[156]	[7.275311]	[169]	[228457778]	[228457791]
366_10363	chr11	2750618	2751018	+	1000	199.5	[]	[]	[7.275311, 7.275311]	[110, 118]	[]	[2750823, 2750831]
366_10376	chr2	145752193	145752593	+	1000	199.5	[7.275311, 7.275311]	[75, 153]	[]	[]	[145752351, 145752429]	[]
366_10380	chr22	20080949	20081349	+	1000	199.5	[7.275311]	[106]	[7.275311]	[108]	[20081109]	[20081111]
366_10386	chr3	88149736	88150136	+	1000	199.5	[7.275311]	[131]	[7.275311]	[214]	[88149901]	[88149984]
366_10388	chr4	1201099	1201499	+	1000	199.5	[7.275311]	[183]	[]	[]	[1201306]	[]
366_1039	chr11	14578431	14578831	+	1000	1009.5	[7.275311, 7.275311]	[88, 115]	[]	[]	[14578615, 14578642]	[]
366_10395	chr6	36721728	36722128	+	1000	199.5	[7.275311]	[102]	[7.275311, 7.275311, 7.275311]	[97, 111, 153]	[36721922]	[36721917, 36721931, 36721973]
366_10396	chr6	142400439	142400839	+	1000	199.5	[]	[]	[7.275311]	[102]	[]	[142400618]
366_10399	chr9	113275548	113275948	+	1000	199.5	[7.275311, 7.275311]	[164, 218]	[]	[]	[113275745, 113275799]	[]
366_104	chr4	159042190	159042590	+	1000	2096.0	[7.275311, 7.275311]	[102, 109]	[7.275311, 7.275311, 7.275311]	[79, 111, 157]	[159042377, 159042384]	[159042354, 159042386, 159042432]
366_1040	chr12	92403704	92404104	+	1000	1009.5	[7.275311]	[62]	[]	[]	[92403858]	[]
366_10400	chr1	6490319	6490719	+	1000	199.0	[]	[]	[7.275311]	[141]	[]	[6490506]
366_10405	chr12	54417196	54417596	+	1000	199.0	[7.275311]	[129]	[7.275311]	[144]	[54417422]	[54417437]
366_10406	chr12	92145643	92146043	+	1000	199.0	[]	[]	[7.275311]	[152]	[]	[92145882]
366_1041	chr2	144582811	144583211	+	1000	1009.5	[7.275311]	[119]	[]	[]	[144583009]	[]
366_10411	chr16	4679164	4679564	+	1000	199.0	[7.275311]	[161]	[7.275311]	[170]	[4679396]	[4679405]
366_10414	chr17	55487936	55488336	+	1000	199.0	[7.275311, 7.275311]	[74, 104]	[7.275311, 7.275311]	[113, 145]	[55488102, 55488132]	[55488141, 55488173]
366_10416	chr2	145800428	145800828	+	1000	199.0	[7.275311]	[92]	[]	[]	[145800614]	[]
366_10421	chr3	72938476	72938876	+	1000	199.0	[]	[]	[7.275311, 7.275311]	[102, 142]	[]	[72938659, 72938699]
366_10429	chr6	32167791	32168191	+	1000	199.0	[7.275311]	[159]	[]	[]	[32168022]	[]
366_10430	chr7	100335957	100336357	+	1000	199.0	[7.275311, 7.275311, 7.275311, 7.275311]	[90, 95, 121, 145]	[7.275311]	[153]	[100336140, 100336145, 100336171, 100336195]	[100336203]
366_10435	chr9	137236388	137236788	+	1000	199.0	[7.275311]	[91]	[]	[]	[137236557]	[]
366_10436	chr1	2227311	2227711	+	1000	198.5	[7.275311, 7.275311]	[134, 139]	[]	[]	[2227530, 2227535]	[]
366_10439	chr1	206612180	206612580	+	1000	198.5	[7.275311, 7.275311]	[62, 83]	[7.275311, 7.275311]	[107, 143]	[206612333, 206612354]	[206612378, 206612414]
366_10440	chr10	72097883	72098283	+	1000	198.5	[]	[]	[7.275311]	[111]	[]	[72098080]
366_10443	chr12	26846004	26846404	+	1000	198.5	[7.275311]	[200]	[]	[]	[26846240]	[]
366_10445	chr14	103108069	103108469	+	1000	198.5	[]	[]	[7.275311]	[116]	[]	[103108269]
366_10448	chr17	74758310	74758710	+	1000	198.5	[7.275311, 7.275311]	[84, 111]	[7.275311]	[120]	[74758479, 74758506]	[74758515]
366_10449	chr17	77779869	77780269	+	1000	198.5	[7.275311]	[107]	[7.275311]	[116]	[77780074]	[77780083]
366_1045	chr16	1271852	1272252	+	1000	1007.0	[7.275311, 7.275311, 7.275311]	[71, 108, 146]	[7.275311, 7.275311, 7.275311]	[80, 117, 155]	[1272010, 1272047, 1272085]	[1272019, 1272056, 1272094]
366_10450	chr19	35862505	35862905	+	1000	198.5	[7.275311, 7.275311]	[75, 88]	[]	[]	[35862672, 35862685]	[]
366_10454	chr2	216880540	216880940	+	1000	198.5	[7.275311, 7.275311, 7.275311]	[104, 113, 120]	[7.275311]	[122]	[216880733, 216880742, 216880749]	[216880751]
366_10456	chr20	31821355	31821755	+	1000	198.5	[7.275311]	[113]	[7.275311, 7.275311, 7.275311, 7.275311]	[81, 85, 122, 152]	[31821564]	[31821532, 31821536, 31821573, 31821603]
366_10459	chr6	27911951	27912351	+	1000	198.5	[]	[]	[7.275311]	[154]	[]	[27912197]
366_1046	chr17	8040729	8041129	+	1000	1006.5	[7.275311]	[102]	[7.275311]	[111]	[8040925]	[8040934]
366_10464	chr7	44707446	44707846	+	1000	198.5	[7.275311]	[101]	[7.275311, 7.275311]	[110, 153]	[44707643]	[44707652, 44707695]
366_10468	chr9	91838144	91838544	+	1000	198.5	[]	[]	[7.275311]	[96]	[]	[91838340]
366_10469	chr9	108933869	108934269	+	1000	198.5	[]	[]	[7.275311]	[153]	[]	[108934074]
366_10472	chr1	54547636	54548036	+	1000	198.0	[7.275311, 7.275311, 7.275311, 7.275311]	[62, 73, 125, 145]	[7.275311]	[82]	[54547796, 54547807, 54547859, 54547879]	[54547816]
366_10478	chr14	20632036	20632436	+	1000	198.0	[7.275311, 7.275311]	[129, 145]	[7.275311]	[138]	[20632264, 20632280]	[20632273]
366_1048	chr10	11757445	11757845	+	1000	1003.5	[]	[]	[7.275311, 7.275311]	[78, 160]	[]	[11757607, 11757689]
366_10487	chr4	105708504	105708904	+	1000	198.0	[7.275311]	[116]	[]	[]	[105708701]	[]
366_10494	chr6	44267970	44268370	+	1000	198.0	[7.275311, 7.275311, 7.275311, 7.275311]	[89, 113, 128, 160]	[7.275311, 7.275311]	[79, 130]	[44268148, 44268172, 44268187, 44268219]	[44268138, 44268189]
366_10495	chr8	37591392	37591792	+	1000	198.0	[7.275311]	[139]	[]	[]	[37591624]	[]
366_10498	chr1	151070639	151071039	+	1000	197.5	[7.275311]	[203]	[]	[]	[151070889]	[]
366_10499	chr1	154312959	154313359	+	1000	197.5	[7.275311]	[88]	[]	[]	[154313143]	[]
366_10509	chr19	44741814	44742214	+	1000	197.5	[7.275311]	[124]	[]	[]	[44742034]	[]
366_10517	chr3	39105208	39105608	+	1000	197.5	[7.275311, 7.275311]	[100, 118]	[7.275311]	[109]	[39105406, 39105424]	[39105415]
366_10518	chr3	96843511	96843911	+	1000	197.5	[7.275311]	[102]	[7.275311, 7.275311]	[107, 111]	[96843703]	[96843708, 96843712]
366_1052	chr22	21975274	21975674	+	1000	1001.0	[7.275311]	[87]	[7.275311]	[96]	[21975460]	[21975469]
366_10522	chr6	10401615	10402015	+	1000	197.5	[7.275311, 7.275311, 7.275311]	[138, 148, 184]	[]	[]	[10401812, 10401822, 10401858]	[]
366_10525	chr8	85937539	85937939	+	1000	197.5	[]	[]	[7.275311, 7.275311]	[102, 144]	[]	[85937733, 85937775]
366_10526	chr9	127637475	127637875	+	1000	197.5	[7.275311]	[93]	[]	[]	[127637652]	[]
366_1053	chr1	1919472	1919872	+	1000	1000.5	[7.275311]	[92]	[7.275311]	[156]	[1919651]	[1919715]
366_10532	chr1	229004089	229004489	+	1000	197.0	[7.275311]	[216]	[]	[]	[229004296]	[]
366_10533	chr1	248758287	248758687	+	1000	197.0	[]	[]	[7.275311]	[92]	[]	[248758476]
366_10535	chr12	2752574	2752974	+	1000	197.0	[7.275311]	[168]	[7.275311]	[99]	[2752822]	[2752753]
366_1054	chr14	49970587	49970987	+	1000	1000.5	[7.275311, 7.275311, 7.275311]	[128, 137, 166]	[]	[]	[49970798, 49970807, 49970836]	[]
366_10547	chr22	19522074	19522474	+	1000	197.0	[7.275311]	[191]	[7.275311]	[139]	[19522292]	[19522240]
366_10554	chr7	155296831	155297231	+	1000	197.0	[]	[]	[7.275311, 7.275311, 7.275311]	[101, 123, 171]	[]	[155296986, 155297008, 155297056]
366_10556	chr8	109577140	109577540	+	1000	197.0	[7.275311, 7.275311]	[74, 160]	[7.275311]	[162]	[109577302, 109577388]	[109577390]
366_10565	chr12	83015862	83016262	+	1000	196.5	[7.275311]	[151]	[]	[]	[83016089]	[]
366_10567	chr14	61524537	61524937	+	1000	196.5	[7.275311]	[94]	[7.275311]	[146]	[61524700]	[61524752]
366_10569	chr17	42387214	42387614	+	1000	196.5	[7.275311]	[114]	[]	[]	[42387397]	[]
366_10570	chr17	42632883	42633283	+	1000	196.5	[7.275311]	[237]	[7.275311]	[204]	[42633080]	[42633047]
366_10578	chr3	138937111	138937511	+	1000	196.5	[7.275311]	[119]	[7.275311]	[128]	[138937305]	[138937314]
366_10579	chr4	3073744	3074144	+	1000	196.5	[]	[]	[7.275311]	[143]	[]	[3073907]
366_10580	chr6	22025597	22025997	+	1000	196.5	[7.275311]	[213]	[]	[]	[22025782]	[]
366_10581	chr6	26364329	26364729	+	1000	196.5	[7.275311]	[231]	[]	[]	[26364559]	[]
366_10583	chr6	161439013	161439413	+	1000	196.5	[7.275311]	[161]	[7.275311]	[90]	[161439263]	[161439192]
366_10584	chr7	2717419	2717819	+	1000	196.5	[7.275311]	[117]	[]	[]	[2717590]	[]
366_10588	chr7	150961940	150962340	+	1000	196.5	[7.275311]	[154]	[]	[]	[150962148]	[]
366_1059	chr14	64762206	64762606	+	1000	998.5	[7.275311, 7.275311]	[85, 105]	[7.275311, 7.275311]	[114, 150]	[64762384, 64762404]	[64762413, 64762449]
366_10594	chr1	231970660	231971060	+	1000	196.0	[7.275311, 7.275311]	[131, 180]	[]	[]	[231970846, 231970895]	[]
366_10596	chr11	65210364	65210764	+	1000	196.0	[7.275311]	[166]	[7.275311, 7.275311, 7.275311]	[113, 132, 175]	[65210603]	[65210550, 65210569, 65210612]
366_10598	chr14	102759389	102759789	+	1000	196.0	[7.275311]	[140]	[7.275311, 7.275311]	[149, 172]	[102759603]	[102759612, 102759635]
366_10599	chr15	31263949	31264349	+	1000	196.0	[7.275311, 7.275311]	[84, 114]	[7.275311, 7.275311]	[71, 123]	[31264118, 31264148]	[31264105, 31264157]
366_106	chr7	103307801	103308201	+	1000	2091.5	[7.275311]	[103]	[7.275311]	[112]	[103308004]	[103308013]
366_10600	chr16	75148366	75148766	+	1000	196.0	[7.275311, 7.275311]	[119, 207]	[7.275311]	[216]	[75148519, 75148607]	[75148616]
366_10602	chr19	39031833	39032233	+	1000	196.0	[7.275311, 7.275311, 7.275311]	[78, 119, 155]	[7.275311, 7.275311, 7.275311]	[95, 108, 138]	[39031996, 39032037, 39032073]	[39032013, 39032026, 39032056]
