#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF16_idr.fa KLF16 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
805_10146	chr8	95228805	95229205	+	1000	56.0	[]	[]	[10.219348]	[99]	[]	[95228999]
805_10147	chr8	96524142	96524542	+	1000	56.0	[6.5572]	[148]	[]	[]	[96524388]	[]
805_10158	chr8	141160855	141161255	+	1000	56.0	[6.538516]	[135]	[]	[]	[141161079]	[]
805_10172	chr9	132259148	132259548	+	1000	56.0	[12.562974, 7.369117]	[122, 128]	[11.883123, 9.609028, 7.316851]	[102, 138, 141]	[132259348, 132259354]	[132259328, 132259364, 132259367]
805_10177	chrX	40175851	40176251	+	1000	56.0	[10.610686, 7.596654]	[133, 154]	[9.265699]	[65]	[40176070, 40176091]	[40176002]
805_10179	chrX	85003647	85004047	+	1000	56.0	[]	[]	[8.481186, 6.987592]	[74, 84]	[]	[85003812, 85003822]
805_10182	chr1	1433111	1433511	+	1000	55.0	[]	[]	[8.178812, 7.2907114, 8.502228, 7.5390553]	[91, 113, 119, 125]	[]	[1433293, 1433315, 1433321, 1433327]
805_10186	chr1	6359665	6360065	+	1000	55.0	[11.896146]	[206]	[]	[]	[6359915]	[]
805_10190	chr1	9867464	9867864	+	1000	55.0	[]	[]	[7.1121063]	[104]	[]	[9867661]
805_10199	chr1	26145099	26145499	+	1000	55.0	[9.597125]	[106]	[]	[]	[26145288]	[]
805_10215	chr1	110053818	110054218	+	1000	55.0	[7.7268963, 7.0975323]	[86, 107]	[]	[]	[110053998, 110054019]	[]
805_1022	chrUn_GL000219v1	99569	99969	+	1000	189.0	[]	[]	[8.381167]	[148]	[]	[99814]
805_10225	chr1	153494882	153495282	+	1000	55.0	[9.265699]	[120]	[]	[]	[153495078]	[]
805_10227	chr1	155078478	155078878	+	1000	55.0	[8.469394]	[169]	[]	[]	[155078720]	[]
805_10253	chr10	7818164	7818564	+	1000	55.0	[10.237877]	[127]	[]	[]	[7818375]	[]
805_10261	chr10	46030454	46030854	+	1000	55.0	[7.6848807]	[89]	[]	[]	[46030640]	[]
805_10263	chr10	61475339	61475739	+	1000	55.0	[7.6236315]	[170]	[]	[]	[61475587]	[]
805_10268	chr11	9565964	9566364	+	1000	55.0	[6.689266]	[152]	[]	[]	[9566194]	[]
805_10276	chr11	57457316	57457716	+	1000	55.0	[7.1426477]	[154]	[9.597125]	[98]	[57457563]	[57457507]
805_10286	chr11	67630567	67630967	+	1000	55.0	[7.644837, 7.8834333]	[79, 122]	[]	[]	[67630744, 67630787]	[]
805_10289	chr11	77191961	77192361	+	1000	55.0	[10.894487, 7.0975323]	[109, 157]	[]	[]	[77192141, 77192189]	[]
805_10291	chr11	118930224	118930624	+	1000	55.0	[]	[]	[10.901268]	[58]	[]	[118930382]
805_1030	chr17	29617902	29618302	+	1000	188.0	[]	[]	[8.952417]	[144]	[]	[29618134]
805_10301	chr12	54419269	54419669	+	1000	55.0	[]	[]	[7.2591763]	[100]	[]	[54419469]
805_10306	chr12	121794906	121795306	+	1000	55.0	[8.218906]	[113]	[]	[]	[121795115]	[]
805_10311	chr14	23056130	23056530	+	1000	55.0	[6.9816003, 8.2890625]	[91, 132]	[]	[]	[23056314, 23056355]	[]
805_10320	chr15	75029269	75029669	+	1000	55.0	[]	[]	[9.609028]	[99]	[]	[75029461]
805_10324	chr15	98776874	98777274	+	1000	55.0	[]	[]	[8.273051]	[155]	[]	[98777098]
805_10332	chr16	30355257	30355657	+	1000	55.0	[]	[]	[8.544636]	[154]	[]	[30355490]
805_10338	chr16	81096234	81096634	+	1000	55.0	[]	[]	[13.953096, 9.239975]	[73, 129]	[]	[81096401, 81096457]
805_1034	chr19	14363560	14363960	+	1000	188.0	[13.953096, 11.416559]	[81, 89]	[]	[]	[14363719, 14363727]	[]
805_10342	chr17	7857784	7858184	+	1000	55.0	[11.883123]	[76]	[]	[]	[7857958]	[]
805_10347	chr17	44779119	44779519	+	1000	55.0	[7.0001297, 10.221417]	[83, 158]	[7.473779]	[139]	[44779286, 44779361]	[44779342]
805_10348	chr17	45149126	45149526	+	1000	55.0	[]	[]	[6.5499396]	[152]	[]	[45149376]
805_10351	chr17	45894173	45894573	+	1000	55.0	[9.309962]	[137]	[7.0001297]	[56]	[45894409]	[45894328]
805_10354	chr17	59388009	59388409	+	1000	55.0	[9.265699]	[82]	[]	[]	[59388166]	[]
805_10359	chr17	77088501	77088901	+	1000	55.0	[]	[]	[11.216295]	[69]	[]	[77088670]
805_10366	chr19	1632927	1633327	+	1000	55.0	[]	[]	[8.649299, 8.649299, 8.952417]	[84, 89, 93]	[]	[1633089, 1633094, 1633098]
805_1037	chr5	178417359	178417759	+	1000	188.0	[7.7268963, 7.835399]	[84, 92]	[]	[]	[178417540, 178417548]	[]
805_10371	chr19	6276411	6276811	+	1000	55.0	[12.000808]	[171]	[]	[]	[6276659]	[]
805_10374	chr19	10870603	10871003	+	1000	55.0	[]	[]	[6.69701]	[149]	[]	[10870822]
805_10392	chr2	25361919	25362319	+	1000	55.0	[]	[]	[9.265699]	[111]	[]	[25362123]
805_10399	chr2	58571206	58571606	+	1000	55.0	[]	[]	[7.5071864]	[130]	[]	[58571433]
805_104	chr10	46001244	46001644	+	1000	408.0	[]	[]	[13.286267]	[149]	[]	[46001492]
805_10406	chr2	122186936	122187336	+	1000	55.0	[7.518969]	[127]	[]	[]	[122187136]	[]
805_1041	chr11	70419934	70420334	+	1000	187.0	[8.273051]	[87]	[]	[]	[70420088]	[]
805_10415	chr2	218397610	218398010	+	1000	55.0	[8.933888]	[129]	[]	[]	[218397803]	[]
805_10417	chr20	4068719	4069119	+	1000	55.0	[]	[]	[6.5752125, 7.2721825, 7.0605884]	[70, 72, 119]	[]	[4068874, 4068876, 4068923]
805_10421	chr20	51594997	51595397	+	1000	55.0	[]	[]	[9.464272]	[116]	[]	[51595198]
805_10423	chr20	58650980	58651380	+	1000	55.0	[7.9976654]	[73]	[]	[]	[58651144]	[]
805_10431	chr22	19940867	19941267	+	997	55.0	[]	[]	[9.679184]	[143]	[]	[19941047]
805_10433	chr22	21056717	21057117	+	1000	55.0	[]	[]	[7.1509056]	[120]	[]	[21056869]
805_10435	chr22	22729129	22729529	+	1000	55.0	[7.026269]	[152]	[]	[]	[22729304]	[]
805_10445	chr3	15427347	15427747	+	1000	55.0	[9.609028]	[78]	[]	[]	[15427518]	[]
805_10462	chr4	83618948	83619348	+	1000	55.0	[]	[]	[11.896146]	[138]	[]	[83619174]
805_10467	chr4	138919084	138919484	+	1000	55.0	[6.942383]	[99]	[]	[]	[138919276]	[]
805_10469	chr4	150321122	150321522	+	1000	55.0	[]	[]	[6.8722267]	[84]	[]	[150321297]
805_10475	chr5	4879685	4880085	+	1000	55.0	[]	[]	[6.483108]	[139]	[]	[4879921]
805_10481	chr5	132419640	132420040	+	1000	55.0	[7.9824696]	[117]	[]	[]	[132419846]	[]
805_10484	chr5	154940898	154941298	+	1000	55.0	[]	[]	[7.0001297]	[99]	[]	[154941096]
805_10488	chr5	178120867	178121267	+	1000	55.0	[]	[]	[8.502228]	[90]	[]	[178121057]
805_10489	chr6	6749919	6750319	+	1000	55.0	[]	[]	[7.287687]	[134]	[]	[6750142]
805_10494	chr6	31580830	31581230	+	1000	55.0	[7.693098, 7.473779, 7.609212]	[80, 97, 154]	[]	[]	[31580994, 31581011, 31581068]	[]
805_10497	chr6	34055208	34055608	+	1000	55.0	[10.901268, 7.935419]	[156, 160]	[]	[]	[34055444, 34055448]	[]
805_10498	chr6	35294322	35294722	+	1000	55.0	[]	[]	[7.0975323]	[57]	[]	[35294474]
805_10499	chr6	42104119	42104519	+	1000	55.0	[7.0001297]	[133]	[]	[]	[42104328]	[]
805_10502	chr6	52389287	52389687	+	1000	55.0	[]	[]	[13.953096, 7.313411]	[137, 143]	[]	[52389517, 52389523]
805_10503	chr6	90078977	90079377	+	1000	55.0	[]	[]	[6.8722267]	[118]	[]	[90079188]
805_10505	chr6	109382278	109382678	+	1000	55.0	[6.942383, 8.747796]	[98, 128]	[]	[]	[109382439, 109382469]	[]
805_10511	chr6	163572494	163572894	+	899	55.0	[6.5176144, 10.861683, 10.861683, 10.861683, 7.2591763]	[77, 78, 79, 80, 86]	[]	[]	[163572670, 163572671, 163572672, 163572673, 163572679]	[]
805_10512	chr6	169751419	169751819	+	1000	55.0	[]	[]	[8.178812, 8.630112]	[81, 86]	[]	[169751597, 169751602]
805_10513	chr7	520507	520907	+	1000	55.0	[]	[]	[7.313411]	[125]	[]	[520720]
805_10527	chr7	100705229	100705629	+	1000	55.0	[]	[]	[7.8834333]	[106]	[]	[100705428]
805_10543	chr8	55939963	55940363	+	1000	55.0	[7.313411, 8.00492, 7.287687]	[70, 96, 104]	[]	[]	[55940127, 55940153, 55940161]	[]
805_10550	chr8	143977092	143977492	+	1000	55.0	[7.473779, 8.42266, 7.7268963, 7.316851]	[143, 144, 171, 179]	[6.719461]	[112]	[143977307, 143977308, 143977335, 143977343]	[143977276]
805_10572	chr1	1440856	1441256	+	1000	54.0	[6.445277]	[80]	[]	[]	[1441014]	[]
805_10578	chr1	9717629	9718029	+	1000	54.0	[]	[]	[6.9816003, 7.791171, 12.29139]	[75, 79, 81]	[]	[9717792, 9717796, 9717798]
805_10582	chr1	19341459	19341859	+	1000	54.0	[9.168893]	[93]	[6.4933114]	[103]	[19341651]	[19341661]
805_10594	chr1	28449905	28450305	+	1000	54.0	[6.5923476, 7.6039934, 7.791171]	[110, 121, 123]	[]	[]	[28450112, 28450123, 28450125]	[]
805_10608	chr1	109254207	109254607	+	1000	54.0	[]	[]	[7.313411, 8.017478]	[129, 146]	[]	[109254403, 109254420]
805_10611	chr1	112704873	112705273	+	639	54.0	[]	[]	[6.9816003]	[113]	[]	[112705083]
805_10615	chr1	154183042	154183442	+	1000	54.0	[10.610686]	[143]	[]	[]	[154183264]	[]
805_10616	chr1	155137528	155137928	+	1000	54.0	[]	[]	[10.75702, 7.5071864]	[115, 117]	[]	[155137727, 155137729]
805_1063	chr9	136728040	136728440	+	1000	186.0	[7.543767, 7.9976654]	[117, 161]	[]	[]	[136728247, 136728291]	[]
805_10637	chr1	244970625	244971025	+	1000	54.0	[6.5499396, 7.644837]	[56, 62]	[]	[]	[244970781, 244970787]	[]
805_10649	chr10	69856803	69857203	+	1000	54.0	[7.849853, 7.609212]	[83, 162]	[]	[]	[69856959, 69857038]	[]
805_10651	chr10	75099913	75100313	+	1000	54.0	[]	[]	[10.1167555]	[124]	[]	[75100131]
805_10655	chr10	117266430	117266830	+	1000	54.0	[]	[]	[8.557642]	[109]	[]	[117266607]
805_10661	chr11	34650545	34650945	+	1000	54.0	[]	[]	[6.428879, 6.8722267]	[110, 115]	[]	[34650754, 34650759]
805_10667	chr11	64878441	64878841	+	1000	54.0	[6.9684057]	[85]	[8.502228]	[149]	[64878626]	[64878690]
805_10668	chr11	67053835	67054235	+	1000	54.0	[]	[]	[8.687048, 12.29139]	[144, 146]	[]	[67054076, 67054078]
805_10681	chr11	119339853	119340253	+	1000	54.0	[7.693098, 12.000808]	[93, 107]	[6.6167054, 9.679184, 7.9824696]	[72, 73, 134]	[119340032, 119340046]	[119340011, 119340012, 119340073]
805_10692	chr12	53180430	53180830	+	1000	54.0	[]	[]	[12.000808]	[161]	[]	[53180675]
805_10693	chr12	53701775	53702175	+	1000	54.0	[]	[]	[8.00492]	[78]	[]	[53701946]
805_10698	chr12	113245821	113246221	+	1000	54.0	[]	[]	[11.896146]	[127]	[]	[113246036]
805_10708	chr14	23058020	23058420	+	1000	54.0	[7.8834333, 7.232965]	[91, 142]	[]	[]	[23058208, 23058259]	[]
805_1071	chr16	88688106	88688506	+	1000	185.0	[6.69701, 12.562974, 7.0792723]	[82, 87, 91]	[]	[]	[88688264, 88688269, 88688273]	[]
805_10721	chr15	63487276	63487676	+	1000	54.0	[]	[]	[9.239975]	[117]	[]	[63487491]
805_10726	chr15	82540324	82540724	+	1000	54.0	[]	[]	[7.026269, 7.8834333]	[154, 167]	[]	[82540557, 82540570]
805_10729	chr16	2501155	2501555	+	1000	54.0	[]	[]	[7.2721825, 7.208749, 8.317997]	[61, 65, 102]	[]	[2501315, 2501319, 2501356]
805_10734	chr16	30814265	30814665	+	1000	54.0	[7.8834333]	[105]	[9.787687]	[163]	[30814441]	[30814499]
805_10738	chr16	58734180	58734580	+	1000	54.0	[]	[]	[6.9085846]	[137]	[]	[58734400]
805_1074	chr20	57410034	57410434	+	1000	185.0	[]	[]	[7.0396867]	[119]	[]	[57410223]
805_10740	chr16	67993245	67993645	+	1000	54.0	[7.0001297]	[80]	[]	[]	[67993424]	[]
805_10742	chr16	84116164	84116564	+	1000	54.0	[6.8069506]	[156]	[]	[]	[84116404]	[]
805_10743	chr16	85393639	85394039	+	1000	54.0	[6.8069506]	[62]	[8.894671, 8.017478]	[96, 154]	[85393792]	[85393826, 85393884]
805_10744	chr16	86925359	86925759	+	1000	54.0	[8.178812]	[71]	[]	[]	[86925528]	[]
805_10745	chr17	4852698	4853098	+	1000	54.0	[]	[]	[13.286267, 7.0975323, 13.286267, 7.0975323, 13.286267, 7.0975323, 13.286267, 7.0975323, 13.286267, 7.0975323, 13.286267, 7.0975323]	[66, 68, 83, 85, 100, 102, 117, 119, 135, 137, 151, 153]	[]	[4852856, 4852858, 4852873, 4852875, 4852890, 4852892, 4852907, 4852909, 4852925, 4852927, 4852941, 4852943]
805_10746	chr17	14069314	14069714	+	1000	54.0	[8.952417, 7.208749]	[67, 96]	[13.953096]	[107]	[14069477, 14069506]	[14069517]
805_10756	chr17	50200459	50200859	+	1000	54.0	[11.896146]	[76]	[7.473779, 8.649299]	[137, 142]	[50200634]	[50200695, 50200700]
805_10758	chr17	58249632	58250032	+	1000	54.0	[8.046412]	[102]	[6.9684057]	[78]	[58249822]	[58249798]
805_10761	chr17	74368243	74368643	+	1000	54.0	[]	[]	[6.5057116, 7.803074, 7.87323, 8.017478]	[139, 141, 142, 143]	[]	[74368477, 74368479, 74368480, 74368481]
805_10763	chr17	78592312	78592712	+	1000	54.0	[]	[]	[6.9816003]	[162]	[]	[78592555]
805_10764	chr17	81119749	81120149	+	1000	54.0	[11.883123]	[100]	[]	[]	[81119921]	[]
805_10765	chr18	1664059	1664459	+	1000	54.0	[6.8829293]	[101]	[]	[]	[1664223]	[]
805_10772	chr19	8671199	8671599	+	1000	54.0	[]	[]	[9.609028]	[119]	[]	[8671403]
805_10778	chr19	40603540	40603940	+	1000	54.0	[7.2131524, 6.8780885, 9.930836]	[74, 76, 103]	[7.644837]	[155]	[40603706, 40603708, 40603735]	[40603787]
805_10779	chr19	45467681	45468081	+	1000	54.0	[]	[]	[11.883123]	[185]	[]	[45467927]
805_10783	chr19	49473948	49474348	+	1000	54.0	[]	[]	[10.700085]	[112]	[]	[49474156]
805_10786	chr19	53103497	53103897	+	1000	54.0	[]	[]	[7.313411, 12.000808, 7.287687, 8.061128]	[96, 120, 157, 162]	[]	[53103668, 53103692, 53103729, 53103734]
805_10787	chr19	55301782	55302182	+	1000	54.0	[8.502228]	[147]	[6.6075435, 6.5752125, 7.2721825, 12.562974]	[95, 156, 158, 162]	[55302013]	[55301961, 55302022, 55302024, 55302028]
805_10798	chr2	70190853	70191253	+	1000	54.0	[6.4933114, 6.4933114]	[105, 126]	[]	[]	[70191052, 70191073]	[]
805_10805	chr2	119339270	119339670	+	1000	54.0	[6.6778235, 10.610686, 6.8069506, 9.220879]	[85, 90, 101, 122]	[]	[]	[119339427, 119339432, 119339443, 119339464]	[]
805_10813	chr2	238421383	238421783	+	1000	54.0	[11.778461]	[101]	[]	[]	[238421582]	[]
805_10816	chr20	25407424	25407824	+	1000	54.0	[10.610686, 7.026269, 7.195727]	[69, 75, 78]	[]	[]	[25407586, 25407592, 25407595]	[]
805_10837	chr3	4290286	4290686	+	1000	54.0	[8.00492]	[78]	[]	[]	[4290462]	[]
805_10848	chr3	98593528	98593928	+	1000	54.0	[]	[]	[8.649299, 8.933888]	[167, 224]	[]	[98593722, 98593779]
805_10851	chr3	149180048	149180448	+	1000	54.0	[7.6567397, 7.208749]	[95, 147]	[]	[]	[149180234, 149180286]	[]
805_10853	chr3	171460252	171460652	+	1000	54.0	[]	[]	[12.000808, 7.935419, 10.75702, 7.6039934, 9.464272, 13.286267]	[104, 108, 112, 114, 156, 167]	[]	[171460436, 171460440, 171460444, 171460446, 171460488, 171460499]
805_10856	chr3	183478088	183478488	+	1000	54.0	[7.216604, 8.178812]	[108, 127]	[]	[]	[183478289, 183478308]	[]
805_10869	chr4	145619134	145619534	+	1000	54.0	[7.2131524]	[124]	[11.883123]	[171]	[145619322]	[145619369]
805_10871	chr4	153950335	153950735	+	751	54.0	[6.6086726]	[187]	[]	[]	[153950573]	[]
805_10880	chr5	76175051	76175451	+	1000	54.0	[]	[]	[7.216604]	[103]	[]	[76175231]
805_10888	chr6	2634418	2634818	+	1000	54.0	[6.8069506]	[129]	[8.649299]	[97]	[2634635]	[2634603]
805_10891	chr6	7243442	7243842	+	1000	54.0	[13.286267, 10.9646435]	[123, 157]	[7.5520773]	[134]	[7243651, 7243685]	[7243662]
805_10900	chr6	27139015	27139415	+	1000	54.0	[12.000808]	[82]	[]	[]	[27139183]	[]
805_10907	chr6	33711642	33712042	+	1000	54.0	[]	[]	[8.397566]	[72]	[]	[33711793]
805_10908	chr6	36217243	36217643	+	771	54.0	[7.947322]	[94]	[]	[]	[36217426]	[]
805_10910	chr6	39303153	39303553	+	1000	54.0	[7.026269]	[78]	[]	[]	[39303328]	[]
805_10913	chr6	42136384	42136784	+	1000	54.0	[]	[]	[8.687048, 7.8834333]	[74, 157]	[]	[42136546, 42136629]
805_10915	chr6	44246746	44247146	+	1000	54.0	[13.953096]	[110]	[7.8755774, 8.2890625]	[82, 145]	[44246945]	[44246917, 44246980]
805_10916	chr6	45436770	45437170	+	1000	54.0	[13.8484335]	[108]	[]	[]	[45436968]	[]
805_10918	chr6	85483068	85483468	+	1000	54.0	[]	[]	[7.2591763]	[91]	[]	[85483250]
805_10926	chr7	5240168	5240568	+	1000	54.0	[7.369117]	[111]	[6.6273565]	[164]	[5240356]	[5240409]
805_10927	chr7	5486863	5487263	+	1000	54.0	[]	[]	[13.953096]	[68]	[]	[5487024]
805_10932	chr7	47188642	47189042	+	1000	54.0	[6.8069506, 9.930836]	[71, 77]	[]	[]	[47188803, 47188809]	[]
805_10936	chr7	76166415	76166815	+	1000	54.0	[8.630112]	[129]	[6.8780885]	[124]	[76166634]	[76166629]
805_10961	chr8	11016380	11016780	+	1000	54.0	[]	[]	[10.894487]	[143]	[]	[11016619]
805_10963	chr8	42140626	42141026	+	1000	54.0	[7.16752]	[100]	[]	[]	[42140815]	[]
805_10965	chr8	73174314	73174714	+	1000	54.0	[]	[]	[8.317997]	[66]	[]	[73174478]
805_10976	chr9	98998820	98999220	+	1000	54.0	[6.5752125, 8.469394]	[58, 61]	[]	[]	[98998977, 98998980]	[]
805_10980	chr9	130701013	130701413	+	1000	54.0	[]	[]	[8.2890625]	[103]	[]	[130701202]
805_11	chr17	75784927	75785327	+	1000	712.0	[7.313411]	[52]	[8.933888]	[151]	[75785079]	[75785178]
805_11007	chr1	37682362	37682762	+	1000	53.0	[7.6567397]	[98]	[]	[]	[37682556]	[]
805_11011	chr1	43975243	43975643	+	1000	53.0	[12.000808, 10.901268]	[139, 145]	[]	[]	[43975460, 43975466]	[]
805_11014	chr1	61446679	61447079	+	1000	53.0	[11.896146, 9.346587]	[168, 174]	[]	[]	[61446917, 61446923]	[]
805_11017	chr1	109493792	109494192	+	1000	53.0	[9.679184, 7.026269]	[102, 127]	[7.473779]	[66]	[109493988, 109494013]	[109493952]
805_11018	chr1	109532809	109533209	+	1000	53.0	[]	[]	[6.5923476]	[146]	[]	[109533052]
805_11027	chr1	152034552	152034952	+	1000	53.0	[7.1509056]	[152]	[]	[]	[152034773]	[]
805_11028	chr1	153533125	153533525	+	1000	53.0	[]	[]	[7.313411]	[149]	[]	[153533372]
805_11031	chr1	156838865	156839265	+	1000	53.0	[]	[]	[9.930836, 8.325146, 10.221417]	[172, 175, 177]	[]	[156839107, 156839110, 156839112]
805_11034	chr1	161209788	161210188	+	1000	53.0	[]	[]	[12.000808]	[148]	[]	[161210035]
805_11037	chr1	180252622	180253022	+	1000	53.0	[]	[]	[7.717715, 6.614798]	[72, 114]	[]	[180252782, 180252824]
805_11038	chr1	180533487	180533887	+	1000	53.0	[6.9816003]	[70]	[]	[]	[180533642]	[]
805_11048	chr1	204207055	204207455	+	1000	53.0	[10.026438]	[137]	[]	[]	[204207287]	[]
805_1107	chr9	132984774	132985174	+	1000	183.0	[8.469394]	[62]	[]	[]	[132984933]	[]
805_11073	chr11	3404491	3404891	+	1000	53.0	[7.2473845, 11.506877]	[108, 110]	[]	[]	[3404666, 3404668]	[]
805_1108	chr10	71635334	71635734	+	1000	182.0	[]	[]	[6.4158807, 7.644837]	[117, 156]	[]	[71635544, 71635583]
805_11089	chr11	72653370	72653770	+	1000	53.0	[]	[]	[11.216295]	[62]	[]	[72653523]
805_1109	chr10	71638715	71639115	+	1000	182.0	[]	[]	[10.75702, 12.29139]	[148, 150]	[]	[71638956, 71638958]
805_11090	chr11	73964294	73964694	+	1000	53.0	[]	[]	[8.930296]	[128]	[]	[73964506]
805_1110	chr10	125816517	125816917	+	1000	182.0	[]	[]	[7.5045495]	[62]	[]	[125816668]
805_11104	chr12	57756728	57757128	+	1000	53.0	[]	[]	[7.9976654]	[58]	[]	[57756879]
805_11105	chr12	70660837	70661237	+	1000	53.0	[]	[]	[6.78869, 7.609212, 7.16752]	[118, 123, 188]	[]	[70661010, 70661015, 70661080]
805_11132	chr15	65862626	65863026	+	1000	53.0	[7.3942986]	[76]	[10.75702, 13.576849]	[127, 129]	[65862791]	[65862842, 65862844]
805_11134	chr15	67784354	67784754	+	1000	53.0	[]	[]	[6.689266]	[77]	[]	[67784513]
805_11137	chr15	72272688	72273088	+	1000	53.0	[]	[]	[13.286267]	[87]	[]	[72272862]
805_11139	chr15	89243674	89244074	+	1000	53.0	[7.0396867, 8.952417]	[76, 145]	[]	[]	[89243848, 89243917]	[]
805_11142	chr16	76173	76573	+	1000	53.0	[]	[]	[9.4715605, 10.861683, 10.861683, 13.286267]	[131, 133, 134, 138]	[]	[76371, 76373, 76374, 76378]
805_11148	chr16	66873111	66873511	+	1000	53.0	[10.700085]	[92]	[]	[]	[66873299]	[]
805_11151	chr16	85253154	85253554	+	1000	53.0	[]	[]	[6.719461]	[81]	[]	[85253327]
805_11152	chr16	86962903	86963303	+	1000	53.0	[]	[]	[6.5752125]	[66]	[]	[86963068]
805_11159	chr17	7836765	7837165	+	1000	53.0	[10.610686]	[88]	[]	[]	[7836927]	[]
805_11164	chr17	42577596	42577996	+	1000	53.0	[]	[]	[13.953096]	[65]	[]	[42577758]
805_11165	chr17	44111089	44111489	+	1000	53.0	[]	[]	[12.000808, 8.952417]	[88, 134]	[]	[44111273, 44111319]
805_11167	chr17	47970609	47971009	+	1000	53.0	[7.6222334]	[169]	[]	[]	[47970851]	[]
805_11172	chr17	64281938	64282338	+	1000	53.0	[15.238556]	[87]	[]	[]	[64282117]	[]
805_11180	chr18	21997600	21998000	+	1000	53.0	[7.1509056]	[130]	[]	[]	[21997816]	[]
805_11205	chr19	49391880	49392280	+	1000	53.0	[]	[]	[10.882585]	[89]	[]	[49392067]
805_11206	chr19	50046797	50047197	+	1000	53.0	[6.8829293]	[94]	[]	[]	[50046949]	[]
805_11209	chr19	55599376	55599776	+	1000	53.0	[6.5499396, 8.59887, 9.597125, 7.5271525]	[88, 101, 115, 143]	[]	[]	[55599557, 55599570, 55599584, 55599612]	[]
805_1121	chr1	89821725	89822125	+	1000	181.0	[]	[]	[11.416559, 7.473779]	[119, 135]	[]	[89821943, 89821959]
805_11219	chr2	48106533	48106933	+	1000	53.0	[8.42266, 6.5057116, 7.0396867, 8.178812]	[131, 135, 136, 139]	[]	[]	[48106741, 48106745, 48106746, 48106749]	[]
805_11220	chr2	48420715	48421115	+	1000	53.0	[15.238556]	[93]	[]	[]	[48420908]	[]
805_11222	chr2	61764060	61764460	+	1000	53.0	[]	[]	[10.551159]	[131]	[]	[61764287]
805_11223	chr2	62966988	62967388	+	1000	53.0	[]	[]	[6.5288982]	[142]	[]	[62967217]
805_11227	chr2	96951159	96951559	+	1000	53.0	[8.381167]	[92]	[8.317997]	[60]	[96951346]	[96951314]
805_11235	chr2	172462030	172462430	+	1000	53.0	[]	[]	[7.5390553]	[146]	[]	[172462275]
