#PeakID(python identify_motif.py ./ENCODE_processed_files/JUN_idr.fa JUN --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
92_10828	chr11	65134419	65134819	+	1000	45.0	[8.503669]	[161]	[]	[]	[65134650]	[]
92_1083	chr6	51050027	51050427	+	1000	128.0	[6.6940527]	[93]	[6.4098377]	[96]	[51050217]	[51050220]
92_10830	chr11	66336593	66336993	+	1000	45.0	[]	[]	[5.6853056]	[101]	[]	[66336777]
92_10836	chr11	106022168	106022568	+	1000	45.0	[]	[]	[7.74844]	[219]	[]	[106022391]
92_10843	chr12	26628254	26628654	+	1000	45.0	[8.06698, 6.6940527, 15.35756]	[100, 108, 111]	[15.35756]	[111]	[26628447, 26628455, 26628458]	[26628458]
92_1086	chr9	98971190	98971590	+	1000	128.0	[10.897475]	[114]	[6.6940527]	[117]	[98971388]	[98971391]
92_10862	chr12	102478941	102479341	+	1000	45.0	[13.2645445]	[129]	[13.303303]	[129]	[102479155]	[102479155]
92_10866	chr13	41916546	41916946	+	1000	45.0	[]	[]	[7.2520623]	[123]	[]	[41916741]
92_10877	chr15	60393098	60393498	+	1000	45.0	[15.161812]	[131]	[6.648359]	[131]	[60393325]	[60393325]
92_1088	chr1	31701042	31701442	+	1000	127.0	[5.6962953]	[124]	[]	[]	[31701265]	[]
92_10882	chr15	89401769	89402169	+	1000	45.0	[9.330719]	[125]	[]	[]	[89401986]	[]
92_10884	chr15	90931603	90932003	+	1000	45.0	[]	[]	[6.0127234]	[217]	[]	[90931844]
92_10887	chr16	2223393	2223793	+	1000	45.0	[11.493755]	[81]	[8.706282]	[81]	[2223566]	[2223566]
92_10893	chr16	12675800	12676200	+	1000	45.0	[11.236842]	[126]	[8.741374]	[126]	[12676017]	[12676017]
92_10896	chr16	31459221	31459621	+	1000	45.0	[]	[]	[8.2299385]	[96]	[]	[31459400]
92_10897	chr16	34661029	34661429	+	1000	45.0	[6.3864, 8.440658]	[74, 100]	[]	[]	[34661202, 34661228]	[]
92_10898	chr16	58495030	58495430	+	1000	45.0	[10.56479]	[110]	[]	[]	[58495223]	[]
92_109	chr6	44966741	44967141	+	1000	237.0	[6.986784]	[88]	[]	[]	[44966926]	[]
92_10903	chr17	782115	782515	+	1000	45.0	[11.210287]	[108]	[11.210287]	[108]	[782321]	[782321]
92_10904	chr17	2393686	2394086	+	1000	45.0	[7.47221]	[109]	[7.47221]	[109]	[2393884]	[2393884]
92_10907	chr17	17819643	17820043	+	1000	45.0	[]	[]	[5.9078236]	[101]	[]	[17819823]
92_10912	chr17	29726870	29727270	+	1000	45.0	[]	[]	[5.824036]	[114]	[]	[29727063]
92_10914	chr17	39402502	39402902	+	1000	45.0	[9.147153]	[74]	[9.535344]	[74]	[39402668]	[39402668]
92_10919	chr17	59423367	59423767	+	1000	45.0	[6.401708]	[137]	[]	[]	[59423581]	[]
92_10923	chr17	61583282	61583682	+	1000	45.0	[17.21607]	[110]	[8.741374, 11.259249]	[110, 113]	[61583480]	[61583480, 61583483]
92_10935	chr18	741868	742268	+	1000	45.0	[5.643669]	[116]	[9.553168, 9.160225]	[81, 116]	[742073]	[742038, 742073]
92_10947	chr19	1857271	1857671	+	1000	45.0	[5.254826]	[118]	[]	[]	[1857479]	[]
92_1095	chr17	78861994	78862394	+	1000	127.0	[7.017481]	[131]	[]	[]	[78862217]	[]
92_10959	chr19	45717393	45717793	+	1000	45.0	[]	[]	[7.4602213]	[182]	[]	[45717641]
92_10969	chr19	55484991	55485391	+	1000	45.0	[9.147153]	[107]	[9.535344]	[107]	[55485180]	[55485180]
92_10971	chr2	8662468	8662868	+	1000	45.0	[6.9786544]	[179]	[]	[]	[8662713]	[]
92_10976	chr2	27891081	27891481	+	1000	45.0	[6.344375, 11.62836]	[122, 145]	[11.20141]	[145]	[27891280, 27891303]	[27891303]
92_10978	chr2	46914038	46914438	+	1000	45.0	[]	[]	[7.1418567]	[98]	[]	[46914232]
92_10985	chr2	127508539	127508939	+	1000	45.0	[5.6824274]	[191]	[]	[]	[127508784]	[]
92_10999	chr20	21303081	21303481	+	1000	45.0	[11.210287]	[102]	[11.210287]	[102]	[21303276]	[21303276]
92_11012	chr21	35075482	35075882	+	1000	45.0	[6.6940527, 6.6871166]	[127, 130]	[15.123054]	[130]	[35075690, 35075693]	[35075693]
92_11025	chr22	22929718	22930118	+	1000	45.0	[]	[]	[11.005662]	[133]	[]	[22929947]
92_11029	chr22	40527893	40528293	+	1000	45.0	[4.9575453, 7.0594378]	[107, 126]	[6.4086404, 8.834029, 10.470215]	[74, 107, 126]	[40528080, 40528099]	[40528047, 40528080, 40528099]
92_1103	chr6	119628294	119628694	+	1000	127.0	[10.508973]	[83]	[7.02068]	[83]	[119628472]	[119628472]
92_11030	chr22	43293685	43294085	+	1000	45.0	[]	[]	[6.0127234]	[93]	[]	[43293855]
92_11036	chr3	12194641	12195041	+	1000	45.0	[]	[]	[5.679303]	[128]	[]	[12194864]
92_1105	chr7	98418865	98419265	+	1000	127.0	[13.2645445]	[144]	[13.303303]	[144]	[98419096]	[98419096]
92_11068	chr4	89057037	89057437	+	1000	45.0	[]	[]	[6.828657]	[129]	[]	[89057251]
92_11069	chr4	94207385	94207785	+	1000	45.0	[]	[]	[10.139388]	[132]	[]	[94207600]
92_1107	chr9	5879510	5879910	+	1000	127.0	[7.3478417]	[77]	[6.9208927]	[77]	[5879685]	[5879685]
92_11070	chr4	105473855	105474255	+	1000	45.0	[]	[]	[6.879741]	[100]	[]	[105474049]
92_11077	chr4	185425821	185426221	+	1000	45.0	[13.303303]	[100]	[13.2645445]	[100]	[185426004]	[185426004]
92_11079	chr5	1516144	1516544	+	1000	45.0	[8.5036]	[73]	[]	[]	[1516310]	[]
92_11082	chr5	42583255	42583655	+	1000	45.0	[]	[]	[5.25817]	[104]	[]	[42583427]
92_11083	chr5	43772700	43773100	+	1000	45.0	[8.845548, 5.914794]	[150, 165]	[12.05523]	[97]	[43772931, 43772946]	[43772878]
92_11094	chr5	133995373	133995773	+	1000	45.0	[]	[]	[6.410653]	[79]	[]	[133995545]
92_11101	chr5	168317697	168318097	+	983	45.0	[6.9786544, 5.309057, 13.2645445]	[59, 95, 111]	[13.303303]	[111]	[168317848, 168317884, 168317900]	[168317900]
92_11126	chr6	116253972	116254372	+	1000	45.0	[11.393853]	[62]	[]	[]	[116254130]	[]
92_1113	chr1	9428788	9429188	+	1000	126.0	[13.2645445]	[96]	[8.530655, 13.303303]	[69, 96]	[9428983]	[9428956, 9428983]
92_11134	chr6	157906499	157906899	+	1000	45.0	[]	[]	[10.557858, 8.050568]	[132, 172]	[]	[157906699, 157906739]
92_11140	chr7	44959594	44959994	+	1000	45.0	[]	[]	[13.486869]	[101]	[]	[44959794]
92_11141	chr7	55951689	55952089	+	1000	45.0	[11.10532]	[101]	[6.6451597]	[101]	[55951869]	[55951869]
92_1115	chr1	32394237	32394637	+	1000	126.0	[6.6871166]	[87]	[15.123054]	[87]	[32394424]	[32394424]
92_11153	chr7	102273843	102274243	+	715	45.0	[]	[]	[5.6853056]	[101]	[]	[102274029]
92_11158	chr7	106978677	106979077	+	1000	45.0	[6.7436547]	[154]	[]	[]	[106978869]	[]
92_11173	chr8	37737590	37737990	+	1000	45.0	[6.9786544]	[147]	[]	[]	[37737833]	[]
92_11176	chr8	42843194	42843594	+	1000	45.0	[5.6853056]	[127]	[]	[]	[42843413]	[]
92_11178	chr8	73312275	73312675	+	1000	45.0	[6.401708]	[148]	[8.752467]	[97]	[73312507]	[73312456]
92_11181	chr8	123548159	123548559	+	1000	45.0	[]	[]	[8.200302]	[201]	[]	[123548380]
92_11182	chr8	125335553	125335953	+	1000	45.0	[5.121263]	[70]	[]	[]	[125335718]	[]
92_11189	chr9	127159286	127159686	+	1000	45.0	[]	[]	[7.213237]	[67]	[]	[127159445]
92_11190	chr9	128098082	128098482	+	1000	45.0	[9.535344]	[130]	[9.147153]	[130]	[128098306]	[128098306]
92_11201	chr1	8518171	8518571	+	1000	44.0	[7.0594378]	[117]	[9.469134, 10.470215]	[101, 117]	[8518379]	[8518363, 8518379]
92_11205	chr1	10378475	10378875	+	1000	44.0	[]	[]	[11.298007]	[132]	[]	[10378684]
92_11206	chr1	11448338	11448738	+	1000	44.0	[8.351284]	[56]	[8.351284]	[56]	[11448493]	[11448493]
92_11208	chr1	15464250	15464650	+	1000	44.0	[]	[]	[6.45261, 9.0798, 5.9131484]	[90, 137, 154]	[]	[15464436, 15464483, 15464500]
92_1121	chr18	57819995	57820395	+	1000	126.0	[8.611706]	[95]	[13.675624]	[95]	[57820178]	[57820178]
92_11224	chr1	40709020	40709420	+	1000	44.0	[6.0127234]	[94]	[]	[]	[40709205]	[]
92_11235	chr1	109198331	109198731	+	837	44.0	[9.072788]	[156]	[8.408928]	[120]	[109198578]	[109198542]
92_11255	chr1	184033084	184033484	+	1000	44.0	[12.000681]	[93]	[6.5485716]	[93]	[184033264]	[184033264]
92_11268	chr10	3314679	3315079	+	1000	44.0	[]	[]	[5.026435, 7.0895696, 7.0895696]	[70, 124, 152]	[]	[3314837, 3314891, 3314919]
92_11269	chr10	3482353	3482753	+	1000	44.0	[13.068796]	[123]	[]	[]	[3482575]	[]
92_11289	chr10	75035979	75036379	+	1000	44.0	[]	[]	[9.895116]	[69]	[]	[75036137]
92_11292	chr10	133012597	133012997	+	1000	44.0	[15.35756]	[157]	[15.35756]	[157]	[133012819]	[133012819]
92_11294	chr11	28108005	28108405	+	1000	44.0	[15.123054]	[156]	[6.6871166, 11.259249]	[156, 159]	[28108213]	[28108213, 28108216]
92_113	chr9	129777104	129777504	+	1000	236.0	[11.210287]	[70]	[11.210287]	[70]	[129777265]	[129777265]
92_1130	chr5	177454486	177454886	+	1000	126.0	[11.210287, 11.210287]	[96, 114]	[11.210287, 11.210287]	[96, 114]	[177454673, 177454691]	[177454673, 177454691]
92_11305	chr11	83193497	83193897	+	1000	44.0	[6.9755206]	[105]	[11.573731]	[105]	[83193688]	[83193688]
92_11319	chr12	93569659	93570059	+	1000	44.0	[11.959139]	[116]	[]	[]	[93569872]	[]
92_11328	chr12	130765262	130765662	+	1000	44.0	[17.21607, 10.557926, 15.35756, 5.8273573, 17.21607]	[134, 165, 182, 190, 224]	[8.741374, 6.582149, 15.35756, 5.300195, 8.741374]	[134, 165, 182, 207, 224]	[130765413, 130765444, 130765461, 130765469, 130765503]	[130765413, 130765444, 130765461, 130765486, 130765503]
92_1133	chr8	125271348	125271748	+	1000	126.0	[9.330719]	[64]	[]	[]	[125271501]	[]
92_11334	chr13	30430195	30430595	+	1000	44.0	[8.440658]	[79]	[]	[]	[30430357]	[]
92_11337	chr13	108915670	108916070	+	1000	44.0	[6.919377]	[121]	[]	[]	[108915856]	[]
92_11338	chr14	22918692	22919092	+	1000	44.0	[11.10532, 9.535344]	[144, 163]	[6.6451597, 9.147153]	[144, 163]	[22918899, 22918918]	[22918899, 22918918]
92_11347	chr15	34224784	34225184	+	1000	44.0	[8.699349]	[135]	[8.699349]	[135]	[34224989]	[34224989]
92_11351	chr15	50880581	50880981	+	1000	44.0	[]	[]	[14.157123]	[104]	[]	[50880771]
92_11356	chr15	73686694	73687094	+	1000	44.0	[7.2142787, 4.988018]	[132, 147]	[6.614463]	[132]	[73686905, 73686920]	[73686905]
92_11358	chr15	82750274	82750674	+	706	44.0	[6.4187145]	[159]	[]	[]	[82750486]	[]
92_11381	chr17	1080709	1081109	+	1000	44.0	[]	[]	[8.506867]	[90]	[]	[1080872]
92_11398	chr17	60526011	60526411	+	1000	44.0	[10.623671]	[143]	[5.199823]	[143]	[60526249]	[60526249]
92_11412	chr19	3507389	3507789	+	1000	44.0	[10.704721]	[95]	[15.729881]	[95]	[3507559]	[3507559]
92_11414	chr19	4791455	4791855	+	1000	44.0	[6.305685]	[155]	[]	[]	[4791691]	[]
92_11417	chr19	7629413	7629813	+	1000	44.0	[]	[]	[7.5409365]	[114]	[]	[7629620]
92_11419	chr19	9674912	9675312	+	1000	44.0	[9.147153]	[98]	[9.535344]	[98]	[9675099]	[9675099]
92_11426	chr19	18323118	18323518	+	1000	44.0	[8.768372]	[107]	[]	[]	[18323317]	[]
92_11441	chr19	49487345	49487745	+	1000	44.0	[]	[]	[8.046372]	[124]	[]	[49487547]
92_11442	chr19	49924317	49924717	+	1000	44.0	[7.8417473]	[81]	[]	[]	[49924480]	[]
92_1145	chr13	73090454	73090854	+	1000	125.0	[6.694121]	[84]	[13.068796]	[87]	[73090635]	[73090638]
92_11452	chr2	74206097	74206497	+	1000	44.0	[12.000681]	[117]	[9.519474, 6.5485716]	[105, 117]	[74206296]	[74206284, 74206296]
92_11463	chr20	3820586	3820986	+	1000	44.0	[8.530655]	[91]	[]	[]	[3820754]	[]
92_11473	chr20	53621460	53621860	+	1000	44.0	[7.82934]	[146]	[]	[]	[53621690]	[]
92_11479	chr21	6371737	6372137	+	1000	44.0	[]	[]	[6.525358]	[113]	[]	[6371950]
92_11487	chr22	20953769	20954169	+	1000	44.0	[12.565967]	[174]	[]	[]	[20954008]	[]
92_11488	chr22	22102946	22103346	+	1000	44.0	[6.979772]	[89]	[]	[]	[22103119]	[]
92_11491	chr22	29799168	29799568	+	1000	44.0	[5.30786]	[90]	[]	[]	[29799353]	[]
92_11496	chr3	5798795	5799195	+	1000	44.0	[12.259855]	[131]	[7.3017154]	[131]	[5799003]	[5799003]
92_115	chr6	3176726	3177126	+	1000	235.0	[7.3017154]	[88]	[12.259855]	[88]	[3176905]	[3176905]
