#PeakID(python identify_motif.py ./ENCODE_processed_files/ETV1_idr.fa ETV1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
5_10092	chr2	54574331	54574731	+	1000	48.5	[]	[]	[7.1607375]	[120]	[]	[54574539]
5_10094	chr2	134149080	134149480	+	1000	48.5	[7.419105]	[144]	[]	[]	[134149301]	[]
5_10097	chr20	37384627	37385027	+	1000	48.5	[7.2637205]	[126]	[]	[]	[37384838]	[]
5_10098	chr20	49762889	49763289	+	1000	48.5	[]	[]	[7.811098]	[69]	[]	[49763053]
5_10099	chr20	50003173	50003573	+	1000	48.5	[]	[]	[7.339126]	[121]	[]	[50003388]
5_101	chr7	13975805	13976205	+	1000	483.5	[7.9721684]	[69]	[]	[]	[13975963]	[]
5_1010	chr12	56118026	56118426	+	1000	170.0	[10.994075]	[127]	[]	[]	[56118229]	[]
5_10100	chr20	50366540	50366940	+	1000	48.5	[]	[]	[8.017384]	[105]	[]	[50366744]
5_10101	chr20	51984882	51985282	+	1000	48.5	[12.755134]	[153]	[9.44066]	[109]	[51985116]	[51985072]
5_10102	chr20	62146179	62146579	+	1000	48.5	[]	[]	[9.36461]	[137]	[]	[62146416]
5_10108	chr3	4495224	4495624	+	1000	48.5	[]	[]	[10.074151]	[126]	[]	[4495430]
5_1011	chr13	95438241	95438641	+	1000	170.0	[]	[]	[12.853083]	[105]	[]	[95438442]
5_10110	chr3	19933900	19934300	+	1000	48.5	[7.4515624]	[140]	[9.925969]	[166]	[19934122]	[19934148]
5_10111	chr3	20890020	20890420	+	1000	48.5	[12.853083]	[85]	[]	[]	[20890182]	[]
5_10112	chr3	28241417	28241817	+	1000	48.5	[6.8256197, 6.9248595]	[105, 124]	[]	[]	[28241607, 28241626]	[]
5_10114	chr3	48635243	48635643	+	990	48.5	[6.938056]	[130]	[]	[]	[48635452]	[]
5_10115	chr3	50341024	50341424	+	1000	48.5	[13.675058]	[104]	[]	[]	[50341222]	[]
5_10116	chr3	52694576	52694976	+	1000	48.5	[]	[]	[13.187814]	[148]	[]	[52694806]
5_10117	chr3	60333754	60334154	+	1000	48.5	[]	[]	[12.853083, 10.421753]	[60, 98]	[]	[60333905, 60333943]
5_10118	chr3	65591257	65591657	+	1000	48.5	[]	[]	[15.534065, 15.534065]	[139, 155]	[]	[65591476, 65591492]
5_10119	chr3	73073259	73073659	+	1000	48.5	[10.38262]	[102]	[]	[]	[73073457]	[]
5_10120	chr3	138174715	138175115	+	1000	48.5	[]	[]	[12.241628]	[130]	[]	[138174932]
5_10121	chr3	141487753	141488153	+	1000	48.5	[10.383697]	[77]	[12.853083, 6.846283]	[90, 150]	[141487928]	[141487941, 141488001]
5_10123	chr3	153051359	153051759	+	1000	48.5	[13.236065]	[151]	[8.981627]	[78]	[153051585]	[153051512]
5_10125	chr3	193794192	193794592	+	1000	48.5	[7.142768, 10.30907]	[162, 231]	[8.685703]	[201]	[193794371, 193794440]	[193794410]
5_10126	chr3	195028814	195029214	+	1000	48.5	[13.187814]	[124]	[]	[]	[195029012]	[]
5_10127	chr4	9925633	9926033	+	1000	48.5	[8.420924]	[87]	[]	[]	[9925807]	[]
5_10129	chr4	23001462	23001862	+	1000	48.5	[6.94983]	[129]	[]	[]	[23001686]	[]
5_1013	chr4	122803693	122804093	+	1000	170.0	[6.826696]	[64]	[]	[]	[122803857]	[]
5_10133	chr4	75841505	75841905	+	1000	48.5	[]	[]	[8.950266]	[114]	[]	[75841698]
5_10134	chr4	120066249	120066649	+	1000	48.5	[8.783867, 7.016632]	[145, 159]	[]	[]	[120066452, 120066466]	[]
5_10137	chr5	65624783	65625183	+	1000	48.5	[]	[]	[6.986307]	[140]	[]	[65624998]
5_10138	chr5	91311736	91312136	+	1000	48.5	[15.534065]	[81]	[11.66261]	[116]	[91311894]	[91311929]
5_10139	chr5	109688575	109688975	+	1000	48.5	[10.506831]	[110]	[]	[]	[109688728]	[]
5_1014	chr4	189940531	189940931	+	1000	170.0	[]	[]	[6.986307]	[108]	[]	[189940715]
5_10140	chr5	132386540	132386940	+	1000	48.5	[]	[]	[7.214393]	[66]	[]	[132386699]
5_10141	chr5	168219740	168220140	+	1000	48.5	[8.981627]	[112]	[15.534065]	[74]	[168219951]	[168219913]
5_10143	chr6	27127118	27127518	+	1000	48.5	[]	[]	[6.968649, 10.506831]	[101, 137]	[]	[27127299, 27127335]
5_10144	chr6	32393571	32393971	+	1000	48.5	[]	[]	[9.797814]	[199]	[]	[32393820]
5_10149	chr6	159969905	159970305	+	1000	48.5	[]	[]	[13.675058]	[54]	[]	[159970056]
5_10150	chr7	44019009	44019409	+	1000	48.5	[]	[]	[7.016632]	[98]	[]	[44019184]
5_10151	chr7	55366015	55366415	+	1000	48.5	[7.4235005]	[129]	[]	[]	[55366222]	[]
5_10154	chr7	108020559	108020959	+	1000	48.5	[9.316359]	[169]	[]	[]	[108020786]	[]
5_10155	chr7	113118510	113118910	+	1000	48.5	[]	[]	[11.66261]	[114]	[]	[113118701]
5_10156	chr7	120996283	120996683	+	1000	48.5	[]	[]	[9.296082, 7.339126]	[116, 152]	[]	[120996491, 120996527]
5_1016	chr9	87713387	87713787	+	1000	170.0	[]	[]	[9.098321]	[106]	[]	[87713591]
5_10160	chr7	150632199	150632599	+	1000	48.5	[15.534065]	[97]	[10.230494]	[121]	[150632377]	[150632401]
5_10161	chr7	159030464	159030864	+	1000	48.5	[10.717738]	[87]	[]	[]	[159030639]	[]
5_10162	chr8	22237226	22237626	+	1000	48.5	[7.1607375, 10.383697]	[61, 102]	[]	[]	[22237381, 22237422]	[]
5_10164	chr8	26267336	26267736	+	1000	48.5	[]	[]	[12.241628]	[115]	[]	[26267526]
5_10165	chr8	29263172	29263572	+	1000	48.5	[]	[]	[10.796314]	[157]	[]	[29263418]
5_10166	chr8	30421088	30421488	+	1000	48.5	[]	[]	[10.555081]	[128]	[]	[30421289]
5_10167	chr8	55773180	55773580	+	1000	48.5	[]	[]	[7.4235005]	[207]	[]	[55773423]
5_10168	chr8	101097739	101098139	+	1000	48.5	[10.717738]	[103]	[]	[]	[101097941]	[]
5_10169	chr8	103020973	103021373	+	1000	48.5	[]	[]	[9.679064, 10.278745]	[155, 171]	[]	[103021201, 103021217]
5_1017	chr1	204647517	204647917	+	1000	169.5	[10.717738]	[109]	[]	[]	[204647719]	[]
5_10170	chr8	130024626	130025026	+	1000	48.5	[12.853083]	[117]	[]	[]	[130024837]	[]
5_10176	chr9	136206763	136207163	+	1000	48.5	[7.205231]	[107]	[]	[]	[136206952]	[]
5_10177	chr9	136758375	136758775	+	1000	48.5	[]	[]	[10.357321]	[140]	[]	[136758612]
5_10178	chr9	137127484	137127884	+	1000	48.5	[11.66261]	[127]	[]	[]	[137127685]	[]
5_10180	chrX	48617537	48617937	+	1000	48.5	[12.576745]	[159]	[]	[]	[48617786]	[]
5_10183	chr1	6603817	6604217	+	1000	48.0	[6.673493]	[183]	[]	[]	[6604034]	[]
5_10184	chr1	23980437	23980837	+	1000	48.0	[10.506831]	[118]	[]	[]	[23980625]	[]
5_10185	chr1	24201901	24202301	+	1000	48.0	[13.236065]	[117]	[10.357321]	[188]	[24202081]	[24202152]
5_10186	chr1	25217054	25217454	+	1000	48.0	[6.968649, 7.0472255]	[83, 109]	[15.534065]	[161]	[25217227, 25217253]	[25217305]
5_10188	chr1	32133443	32133843	+	1000	48.0	[8.066961]	[87]	[]	[]	[32133625]	[]
5_10189	chr1	35269676	35270076	+	1000	48.0	[]	[]	[10.118057]	[162]	[]	[35269902]
5_1019	chr12	55715885	55716285	+	1000	169.5	[]	[]	[7.214393]	[105]	[]	[55716083]
5_10190	chr1	44799635	44800035	+	1000	48.0	[]	[]	[6.846283]	[92]	[]	[44799827]
5_10192	chr1	67570338	67570738	+	1000	48.0	[]	[]	[10.929488, 7.2626443]	[114, 157]	[]	[67570514, 67570557]
5_10193	chr1	89538371	89538771	+	1000	48.0	[]	[]	[9.316359]	[105]	[]	[89538574]
5_10194	chr1	109298683	109299083	+	1000	48.0	[]	[]	[7.205231]	[77]	[]	[109298860]
5_10195	chr1	116758057	116758457	+	1000	48.0	[8.066961, 9.296082, 7.239314, 8.618685]	[96, 119, 136, 144]	[]	[]	[116758253, 116758276, 116758293, 116758301]	[]
5_10197	chr1	160652119	160652519	+	1000	48.0	[10.383697]	[130]	[]	[]	[160652334]	[]
5_10199	chr1	183993084	183993484	+	1000	48.0	[11.977064]	[123]	[]	[]	[183993297]	[]
5_102	chr7	13923069	13923469	+	1000	482.0	[7.419105]	[167]	[]	[]	[13923298]	[]
5_1020	chr21	46286124	46286524	+	1000	169.5	[]	[]	[12.241628, 9.560645]	[54, 137]	[]	[46286277, 46286360]
5_10200	chr1	197994856	197995256	+	1000	48.0	[8.241081, 13.187814]	[55, 126]	[]	[]	[197995008, 197995079]	[]
5_10203	chr1	246182100	246182500	+	1000	48.0	[]	[]	[6.846283, 7.239314]	[98, 173]	[]	[246182272, 246182347]
5_10205	chr10	43348400	43348800	+	1000	48.0	[]	[]	[15.534065]	[66]	[]	[43348562]
5_10206	chr10	70092051	70092451	+	1000	48.0	[13.236065]	[58]	[13.675058]	[104]	[70092203]	[70092249]
5_10207	chr10	71638711	71639111	+	1000	48.0	[]	[]	[7.785974]	[86]	[]	[71638866]
5_10209	chr10	131962607	131963007	+	1000	48.0	[]	[]	[6.8256197]	[115]	[]	[131962812]
5_1021	chr8	11284250	11284650	+	1000	169.5	[]	[]	[8.684627]	[132]	[]	[11284482]
5_10210	chr11	329138	329538	+	1000	48.0	[9.463773]	[79]	[]	[]	[329317]	[]
5_10212	chr11	14657071	14657471	+	1000	48.0	[7.053353]	[154]	[]	[]	[14657309]	[]
5_10213	chr11	17351535	17351935	+	1000	48.0	[]	[]	[10.994075]	[126]	[]	[17351761]
5_10214	chr11	18396040	18396440	+	1000	48.0	[]	[]	[9.001667, 7.016632]	[123, 141]	[]	[18396238, 18396256]
5_10215	chr11	47004645	47005045	+	1000	48.0	[10.555081]	[110]	[]	[]	[47004852]	[]
5_10216	chr11	57527253	57527653	+	1000	48.0	[]	[]	[8.950266]	[87]	[]	[57527431]
5_10219	chr11	96155917	96156317	+	1000	48.0	[12.755134]	[76]	[7.2213445]	[61]	[96156083]	[96156068]
5_1022	chr1	51517964	51518364	+	1000	169.0	[10.717738]	[84]	[]	[]	[51518147]	[]
5_10222	chr11	125902882	125903282	+	1000	48.0	[]	[]	[7.4515624]	[72]	[]	[125903038]
5_10223	chr12	48409887	48410287	+	1000	48.0	[]	[]	[13.236065]	[117]	[]	[48410093]
5_10224	chr12	52790117	52790517	+	1000	48.0	[6.8256197]	[115]	[]	[]	[52790330]	[]
5_10226	chr12	122064826	122065226	+	1000	48.0	[12.576745]	[181]	[]	[]	[122065072]	[]
5_10227	chr13	21987726	21988126	+	1000	48.0	[7.2154694]	[119]	[]	[]	[21987921]	[]
5_10228	chr14	23161247	23161647	+	1000	48.0	[10.994075, 8.00723]	[114, 154]	[]	[]	[23161443, 23161483]	[]
5_10229	chr14	60094252	60094652	+	1000	48.0	[]	[]	[10.383697]	[153]	[]	[60094472]
5_1023	chr1	161389750	161390150	+	1000	169.0	[]	[]	[12.241628]	[120]	[]	[161389969]
5_10230	chr14	69191241	69191641	+	1000	48.0	[8.3701725]	[169]	[]	[]	[69191477]	[]
5_10231	chr14	70883137	70883537	+	1000	48.0	[15.534065, 7.402992]	[104, 152]	[9.895375]	[64]	[70883331, 70883379]	[70883291]
5_10232	chr14	92503766	92504166	+	1000	48.0	[7.4644327]	[123]	[]	[]	[92503975]	[]
5_10233	chr14	100440909	100441309	+	1000	48.0	[]	[]	[10.555081]	[119]	[]	[100441123]
5_10235	chr15	66481220	66481620	+	1000	48.0	[]	[]	[12.576745]	[158]	[]	[66481464]
5_10238	chr15	91055820	91056220	+	1000	48.0	[9.362884, 7.321157]	[85, 155]	[]	[]	[91055980, 91056050]	[]
5_1024	chr10	60313338	60313738	+	1000	169.0	[]	[]	[7.339126]	[108]	[]	[60313542]
5_10241	chr16	50659261	50659661	+	1000	48.0	[7.6279683, 10.717738]	[58, 137]	[]	[]	[50659413, 50659492]	[]
5_10244	chr17	1399978	1400378	+	1000	48.0	[]	[]	[6.8256197]	[163]	[]	[1400226]
5_10246	chr17	48624940	48625340	+	1000	48.0	[]	[]	[7.1517787]	[165]	[]	[48625156]
5_10247	chr17	62187633	62188033	+	1000	48.0	[]	[]	[8.250092]	[82]	[]	[62187806]
5_10248	chr17	64442167	64442567	+	1000	48.0	[]	[]	[10.994075]	[108]	[]	[64442371]
5_10249	chr17	65056332	65056732	+	1000	48.0	[13.675058]	[152]	[]	[]	[65056578]	[]
5_1025	chr16	89241097	89241497	+	1000	169.0	[]	[]	[9.943626]	[78]	[]	[89241270]
5_10251	chr17	78130443	78130843	+	1000	48.0	[15.534065]	[141]	[]	[]	[78130656]	[]
5_10253	chr18	56650906	56651306	+	1000	48.0	[]	[]	[10.383697]	[70]	[]	[56651072]
5_10254	chr19	4623105	4623505	+	1000	48.0	[7.214393]	[102]	[6.938056]	[99]	[4623276]	[4623273]
5_10255	chr19	5191080	5191480	+	1000	48.0	[]	[]	[12.576745]	[63]	[]	[5191234]
5_10256	chr19	13861718	13862118	+	1000	48.0	[9.001667]	[98]	[]	[]	[13861916]	[]
5_10257	chr19	14418032	14418432	+	1000	48.0	[8.008306, 7.4515624]	[95, 124]	[]	[]	[14418216, 14418245]	[]
5_10260	chr19	47729387	47729787	+	1000	48.0	[10.994075]	[136]	[]	[]	[47729596]	[]
5_10261	chr19	48397455	48397855	+	1000	48.0	[]	[]	[10.717738, 7.4644327]	[96, 145]	[]	[48397620, 48397669]
5_10264	chr2	85934209	85934609	+	1000	48.0	[9.36396]	[122]	[9.87639]	[100]	[85934416]	[85934394]
5_10266	chr2	121736627	121737027	+	1000	48.0	[]	[]	[10.796314]	[94]	[]	[121736795]
5_10267	chr2	130797577	130797977	+	1000	48.0	[7.016632]	[77]	[]	[]	[130797738]	[]
5_10268	chr2	152594225	152594625	+	1000	48.0	[]	[]	[10.38262]	[124]	[]	[152594445]
5_10270	chr2	165953849	165954249	+	1000	48.0	[6.9001327, 6.8238196]	[110, 153]	[10.074151]	[164]	[165954045, 165954088]	[165954099]
5_10271	chr2	170236124	170236524	+	1000	48.0	[8.685703]	[125]	[]	[]	[170236299]	[]
5_10272	chr2	177187536	177187936	+	1000	48.0	[10.118057]	[104]	[]	[]	[177187706]	[]
5_10273	chr2	199455579	199455979	+	1000	48.0	[]	[]	[15.534065]	[86]	[]	[199455761]
5_10274	chr2	201125600	201126000	+	1000	48.0	[7.7278996]	[100]	[6.846283]	[157]	[201125767]	[201125824]
5_10276	chr20	3209253	3209653	+	1000	48.0	[10.38262]	[158]	[6.8256197]	[145]	[3209484]	[3209471]
5_10277	chr20	64079400	64079800	+	1000	48.0	[]	[]	[7.5038767]	[120]	[]	[64079608]
5_10278	chr21	33324526	33324926	+	1000	48.0	[6.7520695]	[160]	[]	[]	[33324740]	[]
5_10279	chr21	45235511	45235911	+	1000	48.0	[6.8256197]	[139]	[]	[]	[45235734]	[]
5_1028	chr2	120253078	120253478	+	1000	169.0	[]	[]	[13.675058, 9.630813]	[113, 148]	[]	[120253283, 120253318]
5_10281	chr22	19477768	19478168	+	1000	48.0	[12.755134]	[140]	[]	[]	[19477969]	[]
5_10284	chr22	22710910	22711310	+	1000	48.0	[]	[]	[10.555081]	[160]	[]	[22711077]
5_10285	chr22	38034213	38034613	+	1000	48.0	[]	[]	[13.236065, 7.4370747]	[128, 179]	[]	[38034384, 38034435]
5_10288	chr22	45314149	45314549	+	1000	48.0	[]	[]	[7.1646957]	[124]	[]	[45314334]
5_1029	chr2	208929391	208929791	+	1000	169.0	[9.198133]	[127]	[]	[]	[208929601]	[]
5_10290	chr3	9843955	9844355	+	1000	48.0	[10.278745, 7.024672]	[115, 119]	[7.9721684]	[137]	[9844134, 9844138]	[9844156]
5_10291	chr3	14124162	14124562	+	1000	48.0	[]	[]	[10.38082, 9.070481]	[101, 133]	[]	[14124358, 14124390]
5_10293	chr3	36969940	36970340	+	1000	48.0	[]	[]	[10.230494]	[59]	[]	[36970093]
5_10294	chr3	46947134	46947534	+	1000	48.0	[]	[]	[15.534065]	[165]	[]	[46947384]
5_10295	chr3	50607736	50608136	+	1000	48.0	[7.2637205]	[94]	[]	[]	[50607930]	[]
5_10296	chr4	674084	674484	+	1000	48.0	[9.560645, 7.702714]	[86, 111]	[]	[]	[674266, 674291]	[]
5_10298	chr4	84966588	84966988	+	1000	48.0	[]	[]	[9.019745, 9.803603]	[115, 130]	[]	[84966788, 84966803]
5_1030	chr7	99990932	99991332	+	1000	169.0	[]	[]	[6.8003206]	[132]	[]	[99991157]
5_10300	chr5	122113146	122113546	+	1000	48.0	[11.66261]	[129]	[]	[]	[122113343]	[]
5_10301	chr5	131747072	131747472	+	1000	48.0	[]	[]	[9.316359]	[72]	[]	[131747244]
5_10303	chr5	142342320	142342720	+	1000	48.0	[]	[]	[9.44066]	[80]	[]	[142342485]
5_10304	chr5	148806485	148806885	+	1000	48.0	[]	[]	[7.737723]	[87]	[]	[148806672]
5_10305	chr5	172460881	172461281	+	1000	48.0	[9.44066]	[169]	[15.534065]	[113]	[172461129]	[172461073]
5_10306	chr6	341423	341823	+	1000	48.0	[]	[]	[7.4253]	[126]	[]	[341639]
5_10307	chr6	3409656	3410056	+	1000	48.0	[12.242703]	[122]	[]	[]	[3409862]	[]
5_10308	chr6	8182447	8182847	+	1000	48.0	[]	[]	[10.555081, 8.583237, 10.555081]	[84, 116, 151]	[]	[8182624, 8182656, 8182691]
5_10309	chr6	10518874	10519274	+	1000	48.0	[9.630813]	[113]	[]	[]	[10519083]	[]
5_1031	chr9	95875779	95876179	+	1000	169.0	[10.38262]	[84]	[6.7531486, 6.986307]	[126, 144]	[95875931]	[95875973, 95875991]
5_10310	chr6	26175341	26175741	+	1000	48.0	[]	[]	[12.655322]	[125]	[]	[26175549]
5_10314	chr6	33183113	33183513	+	1000	48.0	[15.534065, 12.853083, 13.236065]	[69, 88, 114]	[]	[]	[33183279, 33183298, 33183324]	[]
5_10315	chr6	105805503	105805903	+	1000	48.0	[7.4600716]	[96]	[]	[]	[105805689]	[]
5_10316	chr6	137794477	137794877	+	1000	48.0	[15.534065]	[156]	[]	[]	[137794717]	[]
5_10318	chr6	161550247	161550647	+	1000	48.0	[10.994075]	[91]	[]	[]	[161550434]	[]
5_10319	chr7	603337	603737	+	1000	48.0	[10.278745]	[152]	[]	[]	[603559]	[]
5_1032	chr11	58579514	58579914	+	1000	168.5	[]	[]	[10.383697]	[103]	[]	[58579709]
5_10320	chr7	1742071	1742471	+	1000	48.0	[]	[]	[12.853083, 6.938056]	[147, 177]	[]	[1742283, 1742313]
5_10321	chr7	75997257	75997657	+	1000	48.0	[8.70529, 9.803603]	[89, 93]	[]	[]	[75997443, 75997447]	[]
5_10325	chr7	129865485	129865885	+	1000	48.0	[]	[]	[10.421753]	[117]	[]	[129865675]
5_10326	chr7	131328014	131328414	+	1000	48.0	[9.560645]	[164]	[]	[]	[131328249]	[]
5_10327	chr8	9074804	9075204	+	1000	48.0	[]	[]	[7.4515624]	[197]	[]	[9075025]
5_1033	chr15	62119381	62119781	+	1000	168.5	[]	[]	[15.534065]	[123]	[]	[62119594]
5_10330	chr8	123018856	123019256	+	1000	48.0	[]	[]	[15.534065]	[79]	[]	[123019035]
5_10333	chr9	70258902	70259302	+	1000	48.0	[6.94983, 6.987383]	[126, 134]	[]	[]	[70259066, 70259074]	[]
5_10334	chr9	113222547	113222947	+	1000	48.0	[8.00723]	[97]	[]	[]	[113222737]	[]
5_10335	chr9	128296684	128297084	+	1000	48.0	[7.244986]	[89]	[]	[]	[128296867]	[]
5_10337	chr9	131108785	131109185	+	1000	48.0	[8.583237]	[164]	[]	[]	[131109024]	[]
5_10338	chrX	1480898	1481298	+	1000	48.0	[8.00723, 6.7250304]	[91, 117]	[]	[]	[1481088, 1481114]	[]
5_10339	chrX	53684402	53684802	+	1000	48.0	[]	[]	[7.2626443]	[80]	[]	[53684575]
5_1034	chr2	32165619	32166019	+	1000	168.5	[]	[]	[10.118057]	[72]	[]	[32165786]
