#PeakID(python identify_motif.py ./ENCODE_processed_files/MEIS2_idr.fa MEIS2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
596_10201	chr17	48871662	48872062	+	1000	137.0	[]	[]	[7.4989777]	[118]	[]	[48871871]
596_10214	chr6	26331925	26332325	+	1000	137.0	[]	[]	[11.310461]	[144]	[]	[26332137]
596_10217	chr7	12154124	12154524	+	1000	137.0	[]	[]	[11.310461]	[141]	[]	[12154324]
596_1022	chr6	4727639	4728039	+	1000	715.0	[7.239613, 7.4989777]	[99, 107]	[]	[]	[4727833, 4727841]	[]
596_10221	chr7	92424313	92424713	+	1000	137.0	[]	[]	[11.310461]	[181]	[]	[92424518]
596_10222	chr7	129227851	129228251	+	898	137.0	[7.239613]	[111]	[]	[]	[129228034]	[]
596_10223	chr8	102776430	102776830	+	1000	137.0	[7.239613]	[141]	[11.310461]	[90]	[102776664]	[102776613]
596_10224	chr8	103448212	103448612	+	1000	137.0	[7.239613]	[89]	[]	[]	[103448384]	[]
596_10230	chr1	67314736	67315136	+	1000	136.5	[7.239613]	[83]	[]	[]	[67314906]	[]
596_10237	chr10	95758714	95759114	+	1000	136.5	[]	[]	[7.705946]	[68]	[]	[95758872]
596_10239	chr12	51976743	51977143	+	983	136.5	[11.310461]	[110]	[]	[]	[51976947]	[]
596_1025	chrX	154799313	154799713	+	1000	714.0	[7.705946, 7.239613]	[59, 102]	[11.310461]	[95]	[154799466, 154799509]	[154799502]
596_10251	chr2	197434890	197435290	+	1000	136.5	[7.705946, 11.310461]	[139, 146]	[]	[]	[197435128, 197435135]	[]
596_10252	chr20	50510175	50510575	+	1000	136.5	[7.239613]	[168]	[]	[]	[50510379]	[]
596_10253	chr3	4741560	4741960	+	1000	136.5	[11.310461]	[110]	[]	[]	[4741768]	[]
596_10257	chr5	108382242	108382642	+	1000	136.5	[]	[]	[11.310461]	[190]	[]	[108382469]
596_10265	chr7	50497096	50497496	+	1000	136.5	[7.4989777]	[192]	[]	[]	[50497330]	[]
596_10272	chrX	71081872	71082272	+	1000	136.5	[]	[]	[11.310461]	[104]	[]	[71082071]
596_10276	chr1	93567393	93567793	+	1000	136.0	[]	[]	[11.310461]	[149]	[]	[93567607]
596_10284	chr11	107259775	107260175	+	1000	136.0	[11.310461, 11.310461]	[109, 115]	[]	[]	[107259980, 107259986]	[]
596_1029	chr6	100230416	100230816	+	1000	713.0	[]	[]	[11.310461]	[130]	[]	[100230644]
596_10291	chr15	76932492	76932892	+	1000	136.0	[]	[]	[7.705946]	[193]	[]	[76932742]
596_10294	chr16	75498926	75499326	+	1000	136.0	[11.310461]	[144]	[]	[]	[75499153]	[]
596_10296	chr17	74736246	74736646	+	1000	136.0	[]	[]	[11.310461]	[73]	[]	[74736418]
596_10298	chr19	21396791	21397191	+	1000	136.0	[]	[]	[11.310461]	[125]	[]	[21397008]
596_10307	chr3	169103940	169104340	+	1000	136.0	[7.705946]	[166]	[7.4989777]	[147]	[169104174]	[169104155]
596_10311	chr5	178787004	178787404	+	1000	136.0	[7.4989777]	[141]	[]	[]	[178787214]	[]
596_10325	chr8	37325946	37326346	+	1000	136.0	[11.310461]	[98]	[]	[]	[37326139]	[]
596_10327	chr8	79800675	79801075	+	1000	136.0	[]	[]	[7.4989777]	[111]	[]	[79800853]
596_10329	chr9	95316295	95316695	+	1000	136.0	[11.310461, 11.310461]	[91, 101]	[]	[]	[95316467, 95316477]	[]
596_1033	chr16	30370834	30371234	+	1000	710.5	[11.310461]	[101]	[]	[]	[30371017]	[]
596_10336	chr12	5226588	5226988	+	1000	135.5	[7.705946, 11.310461]	[95, 117]	[]	[]	[5226777, 5226799]	[]
596_10347	chr2	11260970	11261370	+	1000	135.5	[11.310461, 7.239613]	[81, 139]	[]	[]	[11261145, 11261203]	[]
596_10351	chr3	182921959	182922359	+	987	135.5	[7.4989777]	[116]	[]	[]	[182922159]	[]
596_10354	chr6	7389956	7390356	+	1000	135.5	[7.4989777]	[180]	[]	[]	[7390195]	[]
596_10355	chr6	73461636	73462036	+	1000	135.5	[]	[]	[7.705946]	[206]	[]	[73461818]
596_10356	chr6	95511448	95511848	+	1000	135.5	[7.705946]	[99]	[11.310461]	[67]	[95511646]	[95511614]
596_10360	chr1	54376730	54377130	+	1000	135.0	[7.4989777]	[137]	[11.310461]	[109]	[54376909]	[54376881]
596_10361	chr1	246306611	246307011	+	1000	135.0	[7.4989777]	[204]	[]	[]	[246306822]	[]
596_10363	chr10	44985383	44985783	+	1000	135.0	[11.310461]	[130]	[]	[]	[44985563]	[]
596_10365	chr11	4664755	4665155	+	1000	135.0	[7.239613]	[148]	[]	[]	[4664957]	[]
596_10366	chr11	18608385	18608785	+	1000	135.0	[11.310461]	[121]	[]	[]	[18608605]	[]
596_10370	chr12	53726339	53726739	+	1000	135.0	[7.239613]	[135]	[7.705946, 7.4989777]	[121, 154]	[53726528]	[53726514, 53726547]
596_10375	chr15	99175005	99175405	+	872	135.0	[]	[]	[11.310461]	[55]	[]	[99175156]
596_10387	chr5	79124619	79125019	+	1000	135.0	[]	[]	[7.4989777]	[81]	[]	[79124800]
596_10388	chr5	179730400	179730800	+	1000	135.0	[]	[]	[7.4989777]	[99]	[]	[179730598]
596_10396	chr9	108109925	108110325	+	1000	135.0	[]	[]	[11.310461]	[93]	[]	[108110101]
596_10397	chrX	47129137	47129537	+	1000	135.0	[]	[]	[11.310461]	[148]	[]	[47129381]
596_104	chr5	42876397	42876797	+	1000	1437.5	[]	[]	[7.4989777, 7.239613]	[96, 104]	[]	[42876590, 42876598]
596_10403	chr1	208100844	208101244	+	1000	134.5	[]	[]	[11.310461]	[93]	[]	[208101035]
596_1041	chr17	30323855	30324255	+	1000	707.5	[7.4989777, 7.4989777]	[118, 155]	[]	[]	[30324049, 30324086]	[]
596_10428	chr5	74116153	74116553	+	1000	134.5	[]	[]	[7.705946]	[96]	[]	[74116319]
596_10430	chr6	1903769	1904169	+	1000	134.5	[7.239613]	[106]	[]	[]	[1903951]	[]
596_10432	chr7	107018331	107018731	+	1000	134.5	[]	[]	[7.4989777]	[157]	[]	[107018550]
596_1044	chr1	222455364	222455764	+	1000	707.0	[]	[]	[11.310461]	[94]	[]	[222455557]
596_10445	chr10	49488063	49488463	+	1000	134.0	[]	[]	[11.310461]	[130]	[]	[49488285]
596_10448	chr11	72308480	72308880	+	1000	134.0	[7.705946]	[87]	[]	[]	[72308657]	[]
596_10462	chr17	51121776	51122176	+	1000	134.0	[7.705946]	[119]	[7.705946]	[102]	[51121947]	[51121930]
596_10468	chr19	42467409	42467809	+	1000	134.0	[11.310461]	[137]	[]	[]	[42467626]	[]
596_10470	chr22	26482244	26482644	+	869	134.0	[11.310461]	[168]	[]	[]	[26482461]	[]
596_10472	chr3	45631503	45631903	+	1000	134.0	[]	[]	[7.4989777]	[168]	[]	[45631754]
596_10474	chr3	141331765	141332165	+	1000	134.0	[7.4989777]	[154]	[]	[]	[141331939]	[]
596_10476	chr3	178263321	178263721	+	1000	134.0	[]	[]	[11.310461]	[155]	[]	[178263564]
596_10477	chr4	68141838	68142238	+	899	134.0	[]	[]	[11.310461]	[134]	[]	[68142060]
596_10480	chr4	173546844	173547244	+	1000	134.0	[11.310461]	[126]	[]	[]	[173547057]	[]
596_10494	chr7	159146581	159146981	+	1000	134.0	[]	[]	[11.310461, 11.310461, 11.310461, 11.310461]	[112, 123, 153, 164]	[]	[159146767, 159146778, 159146808, 159146819]
596_10496	chr8	128175603	128176003	+	1000	134.0	[11.310461]	[99]	[]	[]	[128175792]	[]
596_105	chr12	89678164	89678564	+	1000	1434.5	[7.239613]	[102]	[11.310461]	[91]	[89678365]	[89678354]
596_10525	chr17	50640846	50641246	+	869	133.5	[11.310461]	[99]	[11.310461]	[108]	[50641020]	[50641029]
596_1053	chr20	37850784	37851184	+	1000	704.5	[7.239613]	[67]	[]	[]	[37850950]	[]
596_10530	chr18	23529623	23530023	+	1000	133.5	[7.239613]	[139]	[]	[]	[23529843]	[]
596_10546	chr3	36907983	36908383	+	941	133.5	[7.4989777]	[110]	[]	[]	[36908180]	[]
596_10552	chr6	42569725	42570125	+	1000	133.5	[11.310461, 11.310461]	[71, 150]	[]	[]	[42569882, 42569961]	[]
596_10555	chr7	44921541	44921941	+	1000	133.5	[7.4989777]	[138]	[]	[]	[44921754]	[]
596_10559	chr8	130313815	130314215	+	1000	133.5	[11.310461]	[107]	[]	[]	[130314013]	[]
596_10562	chr9	127734611	127735011	+	1000	133.5	[]	[]	[11.310461]	[106]	[]	[127734801]
596_10563	chr9	136295530	136295930	+	1000	133.5	[11.310461, 7.705946]	[91, 122]	[11.310461]	[113]	[136295703, 136295734]	[136295725]
596_10570	chr1	39154455	39154855	+	1000	133.0	[11.310461]	[111]	[]	[]	[39154645]	[]
596_10576	chr11	27209473	27209873	+	1000	133.0	[]	[]	[11.310461, 11.310461]	[56, 68]	[]	[27209626, 27209638]
596_10597	chr2	207405184	207405584	+	1000	133.0	[11.310461]	[85]	[]	[]	[207405347]	[]
596_10604	chr3	196988485	196988885	+	1000	133.0	[7.4989777]	[99]	[]	[]	[196988679]	[]
596_10606	chr4	139296931	139297331	+	1000	133.0	[]	[]	[11.310461]	[141]	[]	[139297138]
596_10608	chr5	43105583	43105983	+	1000	133.0	[7.4989777]	[319]	[]	[]	[43105819]	[]
596_10619	chrX	11265348	11265748	+	896	133.0	[7.705946]	[112]	[11.310461]	[131]	[11265534]	[11265553]
596_10622	chr1	101283468	101283868	+	1000	132.5	[11.310461, 11.310461]	[104, 143]	[7.239613]	[84]	[101283640, 101283679]	[101283620]
596_10623	chr1	201567013	201567413	+	1000	132.5	[7.4989777]	[101]	[]	[]	[201567190]	[]
596_10625	chr1	220089731	220090131	+	1000	132.5	[]	[]	[7.705946]	[268]	[]	[220089979]
596_10628	chr11	96088814	96089214	+	1000	132.5	[7.705946, 7.4989777]	[128, 144]	[]	[]	[96089032, 96089048]	[]
596_10633	chr15	27124402	27124802	+	1000	132.5	[7.4989777]	[61]	[]	[]	[27124554]	[]
596_10635	chr16	56462416	56462816	+	927	132.5	[7.239613]	[93]	[]	[]	[56462603]	[]
596_10638	chr17	64024136	64024536	+	1000	132.5	[7.705946]	[156]	[]	[]	[64024309]	[]
596_10641	chr2	138015484	138015884	+	1000	132.5	[7.4989777]	[115]	[]	[]	[138015683]	[]
596_10654	chr7	96218854	96219254	+	1000	132.5	[7.4989777]	[144]	[]	[]	[96219075]	[]
596_10657	chr8	60817036	60817436	+	868	132.5	[11.310461]	[138]	[]	[]	[60817274]	[]
596_10681	chr19	4909769	4910169	+	1000	132.0	[]	[]	[7.239613]	[85]	[]	[4909922]
596_10682	chr19	38683478	38683878	+	1000	132.0	[]	[]	[11.310461]	[206]	[]	[38683727]
596_10686	chr22	19691792	19692192	+	1000	132.0	[]	[]	[7.239613]	[214]	[]	[19691993]
596_10695	chr6	14642815	14643215	+	775	132.0	[7.239613]	[167]	[]	[]	[14643053]	[]
596_10696	chr6	15301132	15301532	+	1000	132.0	[7.705946]	[102]	[11.310461]	[134]	[15301314]	[15301346]
596_107	chr1	59427144	59427544	+	1000	1429.0	[11.310461, 7.705946]	[94, 135]	[]	[]	[59427332, 59427373]	[]
596_10700	chr7	127885861	127886261	+	1000	132.0	[11.310461]	[169]	[]	[]	[127886077]	[]
596_10714	chr1	64864114	64864514	+	1000	131.5	[7.705946]	[178]	[]	[]	[64864353]	[]
596_10718	chr10	3892304	3892704	+	1000	131.5	[]	[]	[11.310461]	[115]	[]	[3892510]
596_10723	chr11	118060911	118061311	+	1000	131.5	[11.310461, 7.705946]	[162, 173]	[]	[]	[118061126, 118061137]	[]
596_10727	chr14	100192958	100193358	+	1000	131.5	[7.705946]	[126]	[]	[]	[100193150]	[]
596_10745	chr3	71397996	71398396	+	1000	131.5	[]	[]	[7.239613]	[156]	[]	[71398222]
596_10748	chr4	74159345	74159745	+	1000	131.5	[]	[]	[11.310461]	[104]	[]	[74159542]
596_1075	chr6	123529809	123530209	+	1000	697.0	[]	[]	[11.310461]	[110]	[]	[123530010]
596_10753	chr6	27132572	27132972	+	1000	131.5	[7.4989777]	[216]	[]	[]	[27132806]	[]
596_10760	chr9	35116194	35116594	+	1000	131.5	[7.4989777]	[104]	[]	[]	[35116394]	[]
596_10762	chrX	138946919	138947319	+	1000	131.5	[]	[]	[11.310461]	[88]	[]	[138947105]
596_10769	chr11	125903008	125903408	+	1000	131.0	[]	[]	[11.310461]	[142]	[]	[125903210]
596_10778	chr15	64566695	64567095	+	1000	131.0	[]	[]	[7.705946]	[133]	[]	[64566897]
596_1078	chr1	91804687	91805087	+	1000	696.0	[7.239613]	[119]	[]	[]	[91804884]	[]
596_10780	chr15	101455592	101455992	+	1000	131.0	[]	[]	[11.310461]	[222]	[]	[101455808]
596_10784	chr17	56780138	56780538	+	1000	131.0	[]	[]	[11.310461, 11.310461]	[99, 109]	[]	[56780315, 56780325]
596_10794	chr22	40329176	40329576	+	1000	131.0	[]	[]	[7.4989777]	[305]	[]	[40329418]
596_10807	chr6	26234781	26235181	+	1000	131.0	[]	[]	[11.310461]	[96]	[]	[26234973]
596_1081	chr2	216393136	216393536	+	1000	696.0	[11.310461, 11.310461]	[71, 100]	[]	[]	[216393306, 216393335]	[]
596_10810	chr6	106318011	106318411	+	1000	131.0	[7.239613]	[117]	[]	[]	[106318228]	[]
596_10812	chr7	101717604	101718004	+	1000	131.0	[]	[]	[11.310461]	[124]	[]	[101717817]
596_10820	chr1	89681044	89681444	+	1000	130.5	[11.310461]	[89]	[11.310461]	[126]	[89681202]	[89681239]
596_10824	chr1	184745846	184746246	+	1000	130.5	[]	[]	[7.239613]	[138]	[]	[184746054]
596_10835	chr12	113582455	113582855	+	1000	130.5	[7.705946]	[114]	[]	[]	[113582638]	[]
596_10840	chr17	35046663	35047063	+	1000	130.5	[11.310461]	[115]	[]	[]	[35046854]	[]
596_10845	chr2	39121225	39121625	+	1000	130.5	[]	[]	[11.310461]	[134]	[]	[39121435]
596_10850	chr2	71130417	71130817	+	1000	130.5	[11.310461]	[184]	[]	[]	[71130658]	[]
596_10858	chr5	173256914	173257314	+	1000	130.5	[11.310461]	[91]	[7.239613]	[145]	[173257079]	[173257133]
596_10859	chr6	30613265	30613665	+	1000	130.5	[7.705946]	[115]	[]	[]	[30613460]	[]
596_10865	chrX	11341710	11342110	+	1000	130.5	[7.239613, 7.239613]	[164, 185]	[]	[]	[11341923, 11341944]	[]
596_10878	chr13	52011995	52012395	+	1000	130.0	[]	[]	[11.310461]	[74]	[]	[52012156]
596_10895	chr3	169931848	169932248	+	1000	130.0	[7.4989777]	[144]	[11.310461]	[110]	[169932069]	[169932035]
596_10902	chr6	126118094	126118494	+	1000	130.0	[]	[]	[11.310461]	[95]	[]	[126118288]
596_10905	chr6	169921254	169921654	+	1000	130.0	[7.705946]	[144]	[]	[]	[169921454]	[]
596_10912	chr1	88683996	88684396	+	1000	129.5	[11.310461]	[201]	[]	[]	[88684237]	[]
596_10915	chr1	178510076	178510476	+	1000	129.5	[7.705946]	[117]	[7.239613]	[151]	[178510287]	[178510321]
596_10916	chr10	22247132	22247532	+	1000	129.5	[]	[]	[7.4989777]	[98]	[]	[22247322]
596_10919	chr11	75011848	75012248	+	1000	129.5	[7.4989777]	[136]	[]	[]	[75012063]	[]
596_10924	chr13	38759423	38759823	+	1000	129.5	[]	[]	[11.310461]	[102]	[]	[38759602]
596_1093	chr1	18807229	18807629	+	1000	693.0	[7.705946]	[129]	[]	[]	[18807426]	[]
596_10932	chr17	43753510	43753910	+	1000	129.5	[11.310461, 7.4989777]	[82, 107]	[7.705946]	[72]	[43753686, 43753711]	[43753676]
596_10934	chr2	143322041	143322441	+	1000	129.5	[]	[]	[11.310461]	[102]	[]	[143322230]
596_10938	chr22	29871634	29872034	+	1000	129.5	[]	[]	[7.705946]	[116]	[]	[29871836]
596_10942	chr4	182969567	182969967	+	1000	129.5	[7.4989777]	[94]	[]	[]	[182969739]	[]
596_10943	chr5	140664315	140664715	+	1000	129.5	[11.310461]	[85]	[]	[]	[140664485]	[]
596_10944	chr6	26103596	26103996	+	1000	129.5	[]	[]	[11.310461]	[115]	[]	[26103768]
596_10949	chr7	44039080	44039480	+	1000	129.5	[]	[]	[7.239613]	[79]	[]	[44039258]
596_10954	chr9	129111153	129111553	+	1000	129.5	[7.239613]	[113]	[]	[]	[129111340]	[]
596_10958	chr1	93709088	93709488	+	1000	129.0	[7.705946]	[119]	[]	[]	[93709297]	[]
596_10964	chr10	75115118	75115518	+	1000	129.0	[7.4989777]	[97]	[]	[]	[75115306]	[]
596_10966	chr11	9001742	9002142	+	1000	129.0	[]	[]	[11.310461, 7.705946]	[129, 142]	[]	[9001921, 9001934]
596_10968	chr12	25195035	25195435	+	1000	129.0	[11.310461]	[142]	[]	[]	[25195239]	[]
596_1097	chr2	11753485	11753885	+	1000	692.5	[]	[]	[7.4989777]	[76]	[]	[11753661]
596_10973	chr15	96402374	96402774	+	1000	129.0	[]	[]	[11.310461]	[150]	[]	[96402608]
596_10974	chr18	57110279	57110679	+	1000	129.0	[]	[]	[7.705946, 11.310461]	[72, 135]	[]	[57110433, 57110496]
596_10975	chr19	12784526	12784926	+	1000	129.0	[7.705946]	[161]	[]	[]	[12784764]	[]
596_10981	chr20	52493383	52493783	+	1000	129.0	[7.4989777, 11.310461]	[97, 123]	[]	[]	[52493573, 52493599]	[]
596_10982	chr22	20035276	20035676	+	1000	129.0	[]	[]	[7.705946, 7.705946]	[77, 121]	[]	[20035431, 20035475]
596_10986	chr3	143974870	143975270	+	1000	129.0	[7.705946, 7.705946]	[127, 137]	[]	[]	[143975058, 143975068]	[]
596_1099	chr7	135208413	135208813	+	1000	692.5	[7.4989777]	[117]	[7.705946]	[82]	[135208627]	[135208592]
596_10990	chr4	152464464	152464864	+	1000	129.0	[11.310461]	[151]	[]	[]	[152464695]	[]
596_10992	chr5	81579541	81579941	+	1000	129.0	[]	[]	[11.310461]	[136]	[]	[81579750]
596_10993	chr6	47083551	47083951	+	1000	129.0	[]	[]	[7.4989777]	[178]	[]	[47083760]
596_10994	chr7	8724082	8724482	+	1000	129.0	[7.705946]	[71]	[11.310461]	[110]	[8724236]	[8724275]
596_11	chr11	16280283	16280683	+	1000	1636.0	[]	[]	[7.4989777, 11.310461]	[97, 146]	[]	[16280480, 16280529]
596_11010	chr1	150697153	150697553	+	1000	128.5	[11.310461]	[82]	[]	[]	[150697329]	[]
596_11012	chr10	110650099	110650499	+	1000	128.5	[11.310461]	[167]	[]	[]	[110650347]	[]
596_11021	chr16	75148310	75148710	+	1000	128.5	[11.310461]	[200]	[]	[]	[75148554]	[]
596_11022	chr17	8420430	8420830	+	1000	128.5	[11.310461]	[133]	[]	[]	[8420663]	[]
596_11025	chr17	63550082	63550482	+	1000	128.5	[7.4989777]	[171]	[]	[]	[63550300]	[]
596_11027	chr17	75154547	75154947	+	1000	128.5	[]	[]	[11.310461]	[187]	[]	[75154797]
596_11030	chr2	7007919	7008319	+	1000	128.5	[]	[]	[11.310461]	[122]	[]	[7008117]
596_11031	chr2	9285333	9285733	+	1000	128.5	[]	[]	[7.4989777]	[99]	[]	[9285531]
596_11032	chr2	65062864	65063264	+	872	128.5	[11.310461]	[64]	[]	[]	[65063019]	[]
596_1104	chr11	10490471	10490871	+	1000	690.0	[]	[]	[7.705946]	[152]	[]	[10490717]
596_11054	chr8	90696711	90697111	+	813	128.5	[]	[]	[11.310461]	[168]	[]	[90696943]
596_11057	chr9	14523561	14523961	+	1000	128.5	[7.4989777, 11.310461]	[115, 124]	[]	[]	[14523776, 14523785]	[]
596_1106	chr19	10648300	10648700	+	1000	689.5	[11.310461, 11.310461]	[83, 102]	[]	[]	[10648480, 10648499]	[]
596_11063	chr1	61077886	61078286	+	1000	128.0	[7.4989777]	[154]	[]	[]	[61078077]	[]
596_11072	chr14	75002355	75002755	+	1000	128.0	[7.705946, 11.310461]	[84, 97]	[7.705946]	[76]	[75002528, 75002541]	[75002520]
596_11073	chr15	100234978	100235378	+	1000	128.0	[]	[]	[11.310461]	[149]	[]	[100235193]
596_11076	chr2	3377702	3378102	+	1000	128.0	[]	[]	[7.705946]	[102]	[]	[3377875]
596_11078	chr2	156383788	156384188	+	592	128.0	[11.310461]	[101]	[]	[]	[156383985]	[]
596_11082	chr21	38478663	38479063	+	1000	128.0	[7.705946]	[198]	[11.310461]	[176]	[38478896]	[38478874]
596_11086	chr3	152268762	152269162	+	1000	128.0	[7.4989777, 7.4989777]	[124, 135]	[]	[]	[152268977, 152268988]	[]
596_11089	chr5	963883	964283	+	1000	128.0	[]	[]	[11.310461]	[205]	[]	[964102]
596_11095	chr6	136250257	136250657	+	1000	128.0	[]	[]	[7.239613]	[121]	[]	[136250414]
596_11099	chr7	101881052	101881452	+	1000	128.0	[7.4989777]	[168]	[7.4989777]	[213]	[101881250]	[101881295]
596_11109	chr1	235408376	235408776	+	959	127.5	[]	[]	[7.705946]	[89]	[]	[235408558]
596_11114	chr10	68153519	68153919	+	1000	127.5	[]	[]	[7.705946]	[119]	[]	[68153714]
596_11118	chr11	102421217	102421617	+	1000	127.5	[]	[]	[11.310461]	[75]	[]	[102421392]
596_11122	chr13	107973926	107974326	+	1000	127.5	[7.705946]	[151]	[11.310461]	[171]	[107974127]	[107974147]
596_11123	chr14	20209614	20210014	+	807	127.5	[7.239613]	[101]	[]	[]	[20209809]	[]
596_11124	chr16	79600671	79601071	+	984	127.5	[]	[]	[11.310461, 11.310461]	[122, 148]	[]	[79600882, 79600908]
596_11125	chr17	46726185	46726585	+	913	127.5	[7.705946]	[158]	[7.705946]	[223]	[46726340]	[46726405]
596_1114	chr12	118357467	118357867	+	1000	687.0	[]	[]	[7.705946, 11.310461]	[59, 97]	[]	[118357626, 118357664]
596_1115	chr17	8222362	8222762	+	1000	686.5	[]	[]	[11.310461, 7.705946]	[78, 105]	[]	[8222536, 8222563]
596_11154	chr1	89907670	89908070	+	878	127.0	[11.310461]	[117]	[]	[]	[89907883]	[]
596_11155	chr1	114581490	114581890	+	1000	127.0	[7.705946]	[106]	[]	[]	[114581664]	[]
596_11159	chr10	5317609	5318009	+	1000	127.0	[]	[]	[7.239613]	[100]	[]	[5317798]
596_11168	chr14	57009682	57010082	+	1000	127.0	[]	[]	[11.310461]	[125]	[]	[57009898]
596_11171	chr15	65790974	65791374	+	1000	127.0	[7.705946]	[89]	[]	[]	[65791133]	[]
596_11173	chr17	64504914	64505314	+	1000	127.0	[]	[]	[7.4989777]	[231]	[]	[64505105]
596_11174	chr18	12376132	12376532	+	1000	127.0	[]	[]	[11.310461, 7.239613]	[101, 120]	[]	[12376329, 12376348]
596_11175	chr19	15125518	15125918	+	1000	127.0	[]	[]	[7.705946]	[100]	[]	[15125705]
596_11185	chr4	10285059	10285459	+	1000	127.0	[7.239613]	[157]	[]	[]	[10285291]	[]
596_11186	chr4	24517625	24518025	+	1000	127.0	[7.4989777]	[151]	[7.705946, 11.310461]	[107, 171]	[24517836]	[24517792, 24517856]
596_11187	chr4	82428612	82429012	+	617	127.0	[]	[]	[11.310461]	[90]	[]	[82428784]
596_11200	chr1	244294837	244295237	+	1000	126.5	[]	[]	[7.239613]	[91]	[]	[244295005]
