#PeakID(python identify_motif.py ./ENCODE_processed_files/CUX1_idr.fa CUX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
152_10149	chr22	19121172	19121572	+	1000	37.0	[]	[]	[5.975493]	[119]	[]	[19121377]
152_10155	chr22	19697136	19697536	+	961	37.0	[6.0151424]	[100]	[10.203943]	[100]	[19697323]	[19697323]
152_1016	chr3	4963774	4964174	+	1000	89.0	[6.0151424]	[143]	[10.203943]	[143]	[4964005]	[4964005]
152_10182	chr22	22843124	22843524	+	1000	37.0	[10.203943, 6.0151424]	[91, 143]	[6.0151424, 10.203943]	[91, 143]	[22843307, 22843359]	[22843307, 22843359]
152_10185	chr22	22944987	22945387	+	1000	37.0	[5.975493]	[154]	[5.975493]	[110]	[22945196]	[22945152]
152_1019	chr6	33384549	33384949	+	1000	89.0	[6.0151424]	[87]	[10.203943, 5.975493]	[87, 106]	[33384734]	[33384734, 33384753]
152_10191	chr22	31217454	31217854	+	625	37.0	[10.203943]	[104]	[6.0151424]	[104]	[31217653]	[31217653]
152_10192	chr22	38012688	38013088	+	1000	37.0	[6.0151424]	[94]	[10.203943]	[94]	[38012872]	[38012872]
152_102	chr22	21651274	21651674	+	1000	221.0	[10.203943]	[102]	[6.0151424]	[102]	[21651467]	[21651467]
152_1020	chr7	30941590	30941990	+	1000	89.0	[6.0151424, 10.203943, 10.935475, 10.203943, 6.0151424, 5.975493]	[82, 86, 90, 94, 110, 114]	[10.203943, 6.0151424, 10.935475, 6.0151424, 10.203943]	[82, 86, 90, 94, 110]	[30941758, 30941762, 30941766, 30941770, 30941786, 30941790]	[30941758, 30941762, 30941766, 30941770, 30941786]
152_10205	chr3	33883391	33883791	+	1000	37.0	[6.0151424]	[130]	[10.203943]	[130]	[33883567]	[33883567]
152_10209	chr3	45060173	45060573	+	1000	37.0	[6.0151424]	[119]	[10.203943]	[119]	[45060379]	[45060379]
152_10214	chr3	48087763	48088163	+	1000	37.0	[10.203943]	[116]	[6.0151424]	[116]	[48087969]	[48087969]
152_10215	chr3	50595912	50596312	+	1000	37.0	[10.203943, 6.0151424]	[143, 158]	[6.0151424, 10.203943]	[143, 158]	[50596139, 50596154]	[50596139, 50596154]
152_10216	chr3	71874478	71874878	+	997	37.0	[10.203943]	[189]	[6.0151424]	[189]	[71874724]	[71874724]
152_10219	chr3	141409572	141409972	+	1000	37.0	[10.203943, 10.203943]	[94, 98]	[6.0151424, 6.0151424]	[94, 98]	[141409735, 141409739]	[141409735, 141409739]
152_1022	chr7	137949719	137950119	+	1000	89.0	[6.0151424]	[108]	[10.203943]	[108]	[137949920]	[137949920]
152_10220	chr3	142636678	142637078	+	1000	37.0	[10.935475]	[130]	[10.935475]	[130]	[142636902]	[142636902]
152_10230	chr4	4037250	4037650	+	748	37.0	[10.203943]	[103]	[6.0151424]	[103]	[4037422]	[4037422]
152_10239	chr4	52376143	52376543	+	1000	37.0	[10.935475]	[104]	[10.935475]	[104]	[52376323]	[52376323]
152_1024	chr1	12040441	12040841	+	1000	88.0	[10.935475]	[103]	[10.935475]	[103]	[12040629]	[12040629]
152_10241	chr4	79213694	79214094	+	1000	37.0	[6.0151424]	[92]	[10.203943]	[92]	[79213874]	[79213874]
152_10245	chr4	84257414	84257814	+	1000	37.0	[10.203943, 10.203943, 10.935475, 10.935475, 10.935475]	[102, 106, 110, 114, 118]	[6.0151424, 6.0151424, 10.935475, 10.935475, 10.935475]	[102, 106, 110, 114, 118]	[84257614, 84257618, 84257622, 84257626, 84257630]	[84257614, 84257618, 84257622, 84257626, 84257630]
152_1025	chr1	20522000	20522400	+	1000	88.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[113, 135, 139, 143, 147]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[113, 135, 139, 143, 147]	[20522207, 20522229, 20522233, 20522237, 20522241]	[20522207, 20522229, 20522233, 20522237, 20522241]
152_10252	chr4	129144890	129145290	+	1000	37.0	[10.203943]	[119]	[6.0151424]	[119]	[129145108]	[129145108]
152_10255	chr4	165360409	165360809	+	1000	37.0	[10.203943]	[123]	[6.0151424]	[123]	[165360624]	[165360624]
152_10257	chr4	176924253	176924653	+	1000	37.0	[10.935475, 6.0151424, 10.935475, 10.935475, 10.935475, 6.0151424, 10.203943]	[121, 125, 129, 133, 137, 141, 158]	[10.935475, 10.203943, 10.935475, 10.935475, 10.935475, 10.203943, 6.0151424]	[121, 125, 129, 133, 137, 141, 158]	[176924452, 176924456, 176924460, 176924464, 176924468, 176924472, 176924489]	[176924452, 176924456, 176924460, 176924464, 176924468, 176924472, 176924489]
152_10264	chr5	43153735	43154135	+	983	37.0	[5.975493, 6.0151424]	[142, 164]	[5.975493, 10.203943]	[123, 164]	[43153929, 43153951]	[43153910, 43153951]
152_1027	chr1	52007281	52007681	+	1000	88.0	[10.935475, 5.975493]	[107, 130]	[10.935475]	[107]	[52007487, 52007510]	[52007487]
152_10273	chr5	82420404	82420804	+	1000	37.0	[6.0151424]	[108]	[10.203943]	[108]	[82420586]	[82420586]
152_10276	chr5	95707443	95707843	+	1000	37.0	[10.203943]	[89]	[6.0151424]	[89]	[95707626]	[95707626]
152_1028	chr1	112826238	112826638	+	1000	88.0	[6.0151424]	[149]	[10.203943]	[149]	[112826449]	[112826449]
152_10289	chr6	2978892	2979292	+	1000	37.0	[6.0151424]	[195]	[10.203943]	[195]	[2979122]	[2979122]
152_10292	chr6	4172323	4172723	+	1000	37.0	[10.203943]	[152]	[6.0151424]	[152]	[4172561]	[4172561]
152_10295	chr6	8001299	8001699	+	1000	37.0	[10.203943]	[93]	[6.0151424]	[93]	[8001488]	[8001488]
152_10298	chr6	13681166	13681566	+	1000	37.0	[10.203943]	[204]	[6.0151424]	[204]	[13681404]	[13681404]
152_10301	chr6	13988609	13989009	+	1000	37.0	[10.935475]	[153]	[10.935475]	[153]	[13988835]	[13988835]
152_10304	chr6	25958707	25959107	+	1000	37.0	[10.203943]	[113]	[6.0151424]	[113]	[25958915]	[25958915]
152_10312	chr6	30569773	30570173	+	1000	37.0	[6.0151424]	[114]	[5.975493, 10.203943]	[110, 114]	[30569963]	[30569959, 30569963]
152_10316	chr6	33609153	33609553	+	1000	37.0	[10.203943]	[70]	[6.0151424]	[70]	[33609319]	[33609319]
152_10325	chr6	37240332	37240732	+	989	37.0	[5.975493]	[167]	[]	[]	[37240556]	[]
152_1033	chr1	207318042	207318442	+	1000	88.0	[10.203943]	[98]	[6.0151424]	[98]	[207318211]	[207318211]
152_10341	chr6	68045309	68045709	+	1000	37.0	[6.0151424, 10.203943]	[105, 109]	[10.203943, 6.0151424]	[105, 109]	[68045504, 68045508]	[68045504, 68045508]
152_10345	chr6	109302198	109302598	+	1000	37.0	[6.0151424]	[71]	[10.203943]	[71]	[109302367]	[109302367]
152_10349	chr6	135555286	135555686	+	1000	37.0	[6.0151424]	[143]	[10.203943]	[143]	[135555508]	[135555508]
152_10357	chr6	150333244	150333644	+	926	37.0	[6.0151424]	[155]	[10.203943]	[155]	[150333481]	[150333481]
152_1036	chr15	45200315	45200715	+	1000	88.0	[6.0151424]	[150]	[10.203943]	[150]	[45200561]	[45200561]
152_10360	chr6	155642478	155642878	+	1000	37.0	[10.203943]	[161]	[6.0151424]	[161]	[155642719]	[155642719]
152_10365	chr6	159143033	159143433	+	1000	37.0	[10.203943, 6.0151424]	[188, 207]	[6.0151424, 10.203943]	[188, 207]	[159143262, 159143281]	[159143262, 159143281]
152_10369	chr7	20214655	20215055	+	1000	37.0	[6.0151424]	[74]	[10.203943]	[74]	[20214808]	[20214808]
152_1037	chr17	242032	242432	+	1000	88.0	[6.0151424]	[143]	[10.203943]	[143]	[242261]	[242261]
152_10371	chr7	30897381	30897781	+	1000	37.0	[6.0151424]	[162]	[10.203943]	[162]	[30897623]	[30897623]
152_10382	chr7	77553117	77553517	+	852	37.0	[6.0151424]	[106]	[10.203943]	[106]	[77553309]	[77553309]
152_10386	chr7	100344769	100345169	+	1000	37.0	[6.0151424]	[119]	[10.203943]	[119]	[100344985]	[100344985]
152_10388	chr7	100844826	100845226	+	1000	37.0	[10.203943]	[78]	[6.0151424]	[78]	[100844983]	[100844983]
152_10391	chr7	103152386	103152786	+	1000	37.0	[10.935475]	[166]	[10.935475]	[166]	[103152625]	[103152625]
152_10392	chr7	106122737	106123137	+	1000	37.0	[10.935475]	[96]	[10.935475]	[96]	[106122907]	[106122907]
152_10393	chr7	106537053	106537453	+	1000	37.0	[10.203943, 6.0151424]	[97, 134]	[6.0151424, 10.203943]	[97, 134]	[106537235, 106537272]	[106537235, 106537272]
152_10394	chr7	106617575	106617975	+	1000	37.0	[5.975493]	[172]	[]	[]	[106617821]	[]
152_1040	chr2	169946589	169946989	+	1000	88.0	[10.203943]	[99]	[6.0151424]	[99]	[169946765]	[169946765]
152_10402	chr7	108590939	108591339	+	1000	37.0	[10.935475]	[156]	[10.935475]	[156]	[108591178]	[108591178]
152_10404	chr7	111510918	111511318	+	1000	37.0	[5.975493]	[123]	[]	[]	[111511124]	[]
152_10406	chr7	113015097	113015497	+	1000	37.0	[6.0151424]	[162]	[10.203943]	[162]	[113015286]	[113015286]
152_10408	chr7	120805813	120806213	+	1000	37.0	[10.203943]	[105]	[6.0151424]	[105]	[120805966]	[120805966]
152_1041	chr22	16393467	16393867	+	1000	88.0	[10.203943, 6.0151424, 6.0151424, 6.0151424]	[68, 75, 112, 142]	[6.0151424, 10.203943, 10.203943, 10.203943]	[68, 75, 112, 142]	[16393633, 16393640, 16393677, 16393707]	[16393633, 16393640, 16393677, 16393707]
152_10413	chr7	128740600	128741000	+	1000	37.0	[6.0151424]	[140]	[10.203943]	[140]	[128740838]	[128740838]
152_10417	chr7	130203583	130203983	+	1000	37.0	[10.203943]	[193]	[6.0151424]	[193]	[130203832]	[130203832]
152_10426	chr7	150351992	150352392	+	941	37.0	[6.0151424, 6.0151424]	[155, 169]	[10.203943, 10.203943]	[155, 169]	[150352218, 150352232]	[150352218, 150352232]
152_10432	chr8	19754655	19755055	+	1000	37.0	[10.203943]	[157]	[6.0151424]	[157]	[19754888]	[19754888]
152_10433	chr8	23495691	23496091	+	1000	37.0	[10.203943]	[104]	[6.0151424]	[104]	[23495848]	[23495848]
152_1044	chr4	67721667	67722067	+	1000	88.0	[6.0151424]	[106]	[10.203943]	[106]	[67721873]	[67721873]
152_10445	chr8	61767275	61767675	+	1000	37.0	[6.0151424]	[117]	[10.203943]	[117]	[61767479]	[61767479]
152_1045	chr4	88858799	88859199	+	1000	88.0	[6.0151424]	[128]	[10.203943]	[128]	[88859018]	[88859018]
152_10450	chr8	116705898	116706298	+	1000	37.0	[6.0151424]	[188]	[10.203943]	[188]	[116706134]	[116706134]
152_10457	chr8	130094662	130095062	+	1000	37.0	[]	[]	[5.975493]	[95]	[]	[130094823]
152_10459	chr8	140464296	140464696	+	1000	37.0	[10.203943]	[192]	[6.0151424]	[192]	[140464545]	[140464545]
152_10462	chr9	87410194	87410594	+	1000	37.0	[10.203943]	[194]	[6.0151424]	[194]	[87410431]	[87410431]
152_10465	chr9	107284752	107285152	+	1000	37.0	[10.935475]	[103]	[10.935475, 5.975493]	[103, 119]	[107284945]	[107284945, 107284961]
152_1047	chr5	91200623	91201023	+	1000	88.0	[10.935475]	[157]	[5.975493, 10.935475, 5.975493]	[139, 157, 179]	[91200843]	[91200825, 91200843, 91200865]
152_10470	chr9	116153365	116153765	+	1000	37.0	[6.0151424]	[120]	[10.203943]	[120]	[116153569]	[116153569]
152_1048	chr6	25910359	25910759	+	1000	88.0	[10.935475]	[134]	[10.935475]	[134]	[25910580]	[25910580]
152_10488	chrUn_GL000216v2	5941	6341	+	1000	37.0	[5.975493]	[73]	[]	[]	[6114]	[]
152_10491	chrUn_KI270442v1	390984	391384	+	1000	37.0	[5.975493]	[92]	[]	[]	[391171]	[]
152_10493	chrX	39472250	39472650	+	1000	37.0	[10.203943]	[131]	[6.0151424]	[131]	[39472462]	[39472462]
152_10500	chrX	135411132	135411532	+	1000	37.0	[6.0151424]	[101]	[10.203943]	[101]	[135411328]	[135411328]
152_10504	chrY	56826060	56826460	+	1000	37.0	[5.975493]	[147]	[]	[]	[56826275]	[]
152_10511	chr1	24511267	24511667	+	952	36.0	[6.0151424, 6.0151424]	[98, 177]	[10.203943, 10.203943]	[98, 177]	[24511420, 24511499]	[24511420, 24511499]
152_10514	chr1	26237147	26237547	+	1000	36.0	[5.975493]	[131]	[]	[]	[26237342]	[]
152_10519	chr1	27822334	27822734	+	937	36.0	[10.203943, 6.0151424, 6.0151424]	[97, 105, 114]	[6.0151424, 10.203943, 10.203943]	[97, 105, 114]	[27822504, 27822512, 27822521]	[27822504, 27822512, 27822521]
152_10530	chr1	37562931	37563331	+	1000	36.0	[]	[]	[5.975493]	[143]	[]	[37563124]
152_10531	chr1	38037353	38037753	+	1000	36.0	[10.203943]	[118]	[6.0151424]	[118]	[38037536]	[38037536]
152_10540	chr1	43269278	43269678	+	1000	36.0	[10.203943, 6.0151424]	[114, 136]	[6.0151424, 10.203943]	[114, 136]	[43269473, 43269495]	[43269473, 43269495]
152_1056	chr9	96256717	96257117	+	1000	88.0	[]	[]	[5.975493]	[121]	[]	[96256926]
152_10567	chr1	113813446	113813846	+	633	36.0	[6.0151424]	[159]	[10.203943]	[159]	[113813692]	[113813692]
152_1057	chr9	109134052	109134452	+	1000	88.0	[]	[]	[5.975493]	[112]	[]	[109134237]
152_10580	chr1	166703218	166703618	+	1000	36.0	[10.203943]	[157]	[6.0151424]	[157]	[166703425]	[166703425]
152_10590	chr1	182290615	182291015	+	1000	36.0	[6.0151424, 6.0151424]	[91, 121]	[10.203943, 10.203943]	[91, 121]	[182290797, 182290827]	[182290797, 182290827]
152_10593	chr1	184740320	184740720	+	1000	36.0	[10.203943]	[90]	[6.0151424]	[90]	[184740505]	[184740505]
152_10594	chr1	185520395	185520795	+	917	36.0	[6.0151424, 10.203943]	[89, 96]	[10.203943, 6.0151424]	[89, 96]	[185520578, 185520585]	[185520578, 185520585]
152_10597	chr1	200139643	200140043	+	1000	36.0	[10.203943]	[144]	[6.0151424]	[144]	[200139864]	[200139864]
152_10602	chr1	202029109	202029509	+	1000	36.0	[6.0151424]	[151]	[10.203943]	[151]	[202029355]	[202029355]
152_10604	chr1	205983817	205984217	+	1000	36.0	[6.0151424, 10.203943]	[119, 123]	[10.203943, 6.0151424]	[119, 123]	[205984025, 205984029]	[205984025, 205984029]
152_10610	chr1	209931050	209931450	+	1000	36.0	[6.0151424]	[136]	[10.203943]	[136]	[209931220]	[209931220]
152_10616	chr1	228383851	228384251	+	993	36.0	[6.0151424]	[112]	[10.203943]	[112]	[228384061]	[228384061]
152_10618	chr1	231511089	231511489	+	742	36.0	[10.203943]	[106]	[6.0151424]	[106]	[231511241]	[231511241]
152_10619	chr1	231603527	231603927	+	1000	36.0	[10.203943]	[138]	[6.0151424]	[138]	[231603684]	[231603684]
152_1062	chr1	31940045	31940445	+	1000	87.0	[6.0151424]	[113]	[10.203943]	[113]	[31940249]	[31940249]
152_10625	chr1	244828935	244829335	+	1000	36.0	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[114, 118, 122, 126, 130, 134, 138]	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[114, 118, 122, 126, 130, 134, 138]	[244829139, 244829143, 244829147, 244829151, 244829155, 244829159, 244829163]	[244829139, 244829143, 244829147, 244829151, 244829155, 244829159, 244829163]
152_10628	chr1	247576450	247576850	+	1000	36.0	[10.203943]	[93]	[6.0151424]	[93]	[247576639]	[247576639]
152_10635	chr10	17509140	17509540	+	1000	36.0	[]	[]	[5.975493]	[99]	[]	[17509332]
152_10637	chr10	25061643	25062043	+	1000	36.0	[10.203943]	[126]	[6.0151424]	[126]	[25061847]	[25061847]
152_10638	chr10	28822794	28823194	+	1000	36.0	[10.203943]	[191]	[6.0151424]	[191]	[28823028]	[28823028]
152_10645	chr10	48431789	48432189	+	735	36.0	[]	[]	[5.975493]	[131]	[]	[48431959]
152_1065	chr1	196147498	196147898	+	1000	87.0	[6.0151424, 6.0151424]	[114, 128]	[10.203943, 10.203943]	[114, 128]	[196147699, 196147713]	[196147699, 196147713]
152_10658	chr10	74033193	74033593	+	981	36.0	[10.203943]	[222]	[6.0151424]	[222]	[74033432]	[74033432]
152_1066	chr11	3604919	3605319	+	1000	87.0	[10.203943]	[136]	[5.975493, 6.0151424]	[112, 136]	[3605153]	[3605129, 3605153]
152_10663	chr10	95307693	95308093	+	634	36.0	[6.0151424]	[110]	[10.203943]	[110]	[95307885]	[95307885]
152_10665	chr10	101545890	101546290	+	1000	36.0	[10.203943]	[126]	[6.0151424]	[126]	[101546111]	[101546111]
152_10667	chr10	122939950	122940350	+	1000	36.0	[6.0151424]	[136]	[10.203943]	[136]	[122940170]	[122940170]
152_1067	chr11	20477429	20477829	+	1000	87.0	[6.0151424]	[134]	[10.203943]	[134]	[20477636]	[20477636]
152_10678	chr11	35030141	35030541	+	1000	36.0	[6.0151424]	[113]	[10.203943]	[113]	[35030338]	[35030338]
152_1068	chr11	27372015	27372415	+	1000	87.0	[6.0151424, 10.203943]	[92, 132]	[10.203943, 6.0151424]	[92, 132]	[27372195, 27372235]	[27372195, 27372235]
152_10682	chr11	45815471	45815871	+	1000	36.0	[6.0151424]	[95]	[10.203943]	[95]	[45815628]	[45815628]
152_10683	chr11	45826449	45826849	+	867	36.0	[10.203943]	[166]	[6.0151424]	[166]	[45826693]	[45826693]
152_1070	chr16	807783	808183	+	1000	87.0	[10.935475]	[104]	[10.935475]	[104]	[807986]	[807986]
152_10709	chr12	23708324	23708724	+	799	36.0	[6.0151424]	[226]	[10.203943]	[226]	[23708569]	[23708569]
152_10717	chr12	55996155	55996555	+	1000	36.0	[]	[]	[5.975493]	[121]	[]	[55996313]
152_1072	chr18	62420818	62421218	+	1000	87.0	[10.203943]	[164]	[6.0151424]	[164]	[62421057]	[62421057]
152_10722	chr12	64256121	64256521	+	1000	36.0	[10.203943]	[131]	[6.0151424]	[131]	[64256296]	[64256296]
152_10731	chr12	104985233	104985633	+	889	36.0	[10.203943]	[101]	[6.0151424]	[101]	[104985433]	[104985433]
152_10737	chr12	116532445	116532845	+	851	36.0	[6.0151424]	[83]	[5.975493, 10.203943]	[67, 83]	[116532616]	[116532600, 116532616]
152_10739	chr12	121219616	121220016	+	1000	36.0	[10.935475]	[87]	[10.935475]	[87]	[121219790]	[121219790]
152_1074	chr19	6123488	6123888	+	1000	87.0	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[78, 82, 86, 90, 94, 98, 102]	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[78, 82, 86, 90, 94, 98, 102]	[6123656, 6123660, 6123664, 6123668, 6123672, 6123676, 6123680]	[6123656, 6123660, 6123664, 6123668, 6123672, 6123676, 6123680]
152_10743	chr13	21537111	21537511	+	592	36.0	[10.203943]	[151]	[6.0151424]	[151]	[21537307]	[21537307]
152_10747	chr13	90505010	90505410	+	1000	36.0	[5.975493]	[188]	[]	[]	[90505246]	[]
152_10750	chr13	91650020	91650420	+	597	36.0	[10.203943]	[153]	[6.0151424]	[153]	[91650264]	[91650264]
152_10752	chr13	93260940	93261340	+	1000	36.0	[6.0151424]	[147]	[10.203943]	[147]	[93261132]	[93261132]
152_1076	chr2	86201947	86202347	+	1000	87.0	[6.0151424]	[116]	[10.203943]	[116]	[86202142]	[86202142]
152_10762	chr13	113275363	113275763	+	977	36.0	[10.203943]	[83]	[6.0151424]	[83]	[113275537]	[113275537]
152_10767	chr14	102571356	102571756	+	1000	36.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424]	[97, 101, 105, 109]	[10.203943, 10.203943, 10.203943, 10.203943]	[97, 101, 105, 109]	[102571553, 102571557, 102571561, 102571565]	[102571553, 102571557, 102571561, 102571565]
152_10768	chr14_GL000225v1_random	111717	112117	+	1000	36.0	[10.203943]	[55]	[6.0151424]	[55]	[111869]	[111869]
152_10769	chr15	20666623	20667023	+	1000	36.0	[10.203943, 10.935475]	[96, 112]	[6.0151424, 10.935475]	[96, 112]	[20666798, 20666814]	[20666798, 20666814]
152_1077	chr2	177213082	177213482	+	1000	87.0	[6.0151424]	[103]	[10.203943]	[103]	[177213269]	[177213269]
152_10773	chr15	40430412	40430812	+	1000	36.0	[]	[]	[5.975493]	[180]	[]	[40430644]
152_10776	chr15	48878751	48879151	+	1000	36.0	[10.203943]	[108]	[6.0151424]	[108]	[48878956]	[48878956]
152_10778	chr15	51602830	51603230	+	1000	36.0	[10.203943, 10.203943]	[138, 163]	[6.0151424, 6.0151424]	[138, 163]	[51603043, 51603068]	[51603043, 51603068]
152_10782	chr15	58782453	58782853	+	1000	36.0	[6.0151424]	[167]	[10.203943]	[167]	[58782683]	[58782683]
152_10783	chr15	60417076	60417476	+	1000	36.0	[10.203943]	[138]	[6.0151424]	[138]	[60417257]	[60417257]
152_10786	chr15	64146675	64147075	+	1000	36.0	[5.975493]	[128]	[]	[]	[64146858]	[]
152_10788	chr15	67940417	67940817	+	1000	36.0	[6.0151424]	[146]	[10.203943]	[146]	[67940660]	[67940660]
152_10802	chr16	75042407	75042807	+	1000	36.0	[6.0151424]	[126]	[10.203943]	[126]	[75042593]	[75042593]
152_10804	chr16	79093608	79094008	+	1000	36.0	[6.0151424]	[87]	[10.203943]	[87]	[79093767]	[79093767]
152_10806	chr16	79845247	79845647	+	1000	36.0	[6.0151424]	[152]	[10.203943]	[152]	[79845479]	[79845479]
152_10809	chr16	84647628	84648028	+	1000	36.0	[6.0151424, 10.935475]	[133, 145]	[10.203943, 5.975493, 10.935475]	[133, 141, 145]	[84647822, 84647834]	[84647822, 84647830, 84647834]
152_10815	chr16	89378263	89378663	+	731	36.0	[6.0151424]	[112]	[10.203943]	[112]	[89378423]	[89378423]
152_10817	chr17	27907563	27907963	+	1000	36.0	[6.0151424]	[110]	[10.203943]	[110]	[27907757]	[27907757]
152_10818	chr17	28370494	28370894	+	1000	36.0	[6.0151424, 5.975493]	[95, 99]	[10.203943]	[95]	[28370682, 28370686]	[28370682]
152_10821	chr17	35559981	35560381	+	1000	36.0	[6.0151424]	[128]	[10.203943]	[128]	[35560186]	[35560186]
152_10823	chr17	39621961	39622361	+	1000	36.0	[10.935475]	[127]	[10.935475]	[127]	[39622149]	[39622149]
152_10827	chr17	42406593	42406993	+	1000	36.0	[6.0151424]	[124]	[10.203943]	[124]	[42406807]	[42406807]
152_10829	chr17	44159410	44159810	+	1000	36.0	[6.0151424]	[155]	[10.203943]	[155]	[44159648]	[44159648]
152_10831	chr17	48990866	48991266	+	1000	36.0	[6.0151424]	[88]	[10.203943]	[88]	[48991019]	[48991019]
152_10837	chr17	62190512	62190912	+	1000	36.0	[10.203943]	[86]	[6.0151424]	[86]	[62190687]	[62190687]
152_10839	chr17	68029522	68029922	+	1000	36.0	[6.0151424]	[157]	[10.203943]	[157]	[68029751]	[68029751]
152_10848	chr18	846380	846780	+	1000	36.0	[6.0151424, 6.0151424]	[177, 186]	[10.203943, 10.203943]	[177, 186]	[846617, 846626]	[846617, 846626]
152_10853	chr18	9011675	9012075	+	1000	36.0	[6.0151424]	[99]	[10.203943]	[99]	[9011874]	[9011874]
152_10856	chr18	22567817	22568217	+	1000	36.0	[10.203943, 10.203943]	[81, 102]	[6.0151424, 6.0151424]	[81, 102]	[22567993, 22568014]	[22567993, 22568014]
152_1086	chr4	8547292	8547692	+	1000	87.0	[]	[]	[5.975493]	[82]	[]	[8547473]
152_10862	chr19	5172979	5173379	+	1000	36.0	[5.975493]	[130]	[]	[]	[5173202]	[]
