#PeakID(python identify_motif.py ./ENCODE_processed_files/GABPA_idr.fa GABPA --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
0_10239	chr11	83194390	83194790	+	1000	77.0	[]	[]	[8.78226]	[136]	[]	[83194599]
0_1024	chr15	74615628	74616028	+	1000	628.0	[]	[]	[8.358616, 7.0025306]	[105, 111]	[]	[74615833, 74615839]
0_10240	chr12	91633739	91634139	+	1000	77.0	[]	[]	[9.155027, 7.52346]	[96, 123]	[]	[91633929, 91633956]
0_10241	chr12	124151577	124151977	+	1000	77.0	[8.679172]	[78]	[]	[]	[124151751]	[]
0_10243	chr14	88551338	88551738	+	1000	77.0	[6.8913064]	[75]	[]	[]	[88551511]	[]
0_10244	chr14	94144751	94145151	+	1000	77.0	[]	[]	[14.337926]	[90]	[]	[94144922]
0_10245	chr14	100677530	100677930	+	1000	77.0	[8.375894]	[91]	[6.800773, 12.187773]	[118, 147]	[100677710]	[100677737, 100677766]
0_10246	chr15	34367320	34367720	+	1000	77.0	[]	[]	[6.540387]	[143]	[]	[34367559]
0_10247	chr15	52244121	52244521	+	1000	77.0	[]	[]	[8.964536]	[210]	[]	[52244372]
0_10248	chr15	63189186	63189586	+	1000	77.0	[]	[]	[6.7700963]	[141]	[]	[63189412]
0_10249	chr15	66370035	66370435	+	1000	77.0	[10.617495]	[175]	[]	[]	[66370279]	[]
0_1025	chr17	34961322	34961722	+	1000	628.0	[]	[]	[16.797768]	[82]	[]	[34961501]
0_10250	chr15	67882373	67882773	+	1000	77.0	[]	[]	[11.196773]	[123]	[]	[67882575]
0_10251	chr15	78173267	78173667	+	1000	77.0	[]	[]	[14.741034]	[98]	[]	[78173451]
0_10252	chr15	98866060	98866460	+	1000	77.0	[7.8075023]	[135]	[10.937941, 6.6532393]	[75, 148]	[98866271]	[98866211, 98866284]
0_10257	chr16	76634933	76635333	+	1000	77.0	[8.059889]	[92]	[]	[]	[76635097]	[]
0_10258	chr16	88315727	88316127	+	1000	77.0	[]	[]	[9.887399]	[127]	[]	[88315938]
0_1026	chr17	36535280	36535680	+	1000	628.0	[]	[]	[11.02127, 11.617513]	[71, 97]	[]	[36535447, 36535473]
0_10261	chr17	44708430	44708830	+	1000	77.0	[]	[]	[9.82464]	[148]	[]	[44708654]
0_10262	chr17	64965891	64966291	+	1000	77.0	[8.907843]	[134]	[]	[]	[64966071]	[]
0_10263	chr17	67784354	67784754	+	1000	77.0	[13.584]	[126]	[]	[]	[67784569]	[]
0_10264	chr17	75940889	75941289	+	1000	77.0	[]	[]	[9.0510845]	[134]	[]	[75941114]
0_10265	chr18	3410288	3410688	+	1000	77.0	[10.381482]	[150]	[]	[]	[3410525]	[]
0_10268	chr19	41545540	41545940	+	1000	77.0	[7.571145, 13.315012]	[113, 122]	[]	[]	[41545743, 41545752]	[]
0_10269	chr19	45642074	45642474	+	1000	77.0	[10.937941]	[110]	[]	[]	[45642270]	[]
0_1027	chr2	171922247	171922647	+	1000	628.0	[11.617513]	[88]	[]	[]	[171922434]	[]
0_10270	chr2	11554104	11554504	+	1000	77.0	[]	[]	[15.100268, 7.441135]	[114, 154]	[]	[11554307, 11554347]
0_10271	chr2	19347783	19348183	+	1000	77.0	[6.8062468]	[205]	[]	[]	[19348031]	[]
0_10272	chr2	46748979	46749379	+	1000	77.0	[]	[]	[8.04451]	[111]	[]	[46749170]
0_10273	chr2	55099920	55100320	+	1000	77.0	[13.864238, 8.234558]	[110, 177]	[]	[]	[55100097, 55100164]	[]
0_10275	chr2	85993955	85994355	+	1000	77.0	[]	[]	[11.543174]	[117]	[]	[85994140]
0_10277	chr2	217223396	217223796	+	1000	77.0	[]	[]	[11.828538, 6.9300385]	[95, 116]	[]	[217223573, 217223594]
0_10278	chr2	219521199	219521599	+	1000	77.0	[11.590517, 8.936685]	[67, 114]	[]	[]	[219521365, 219521412]	[]
0_10279	chr2	241218055	241218455	+	1000	77.0	[12.640427]	[118]	[]	[]	[241218263]	[]
0_1028	chr7	91880525	91880925	+	1000	628.0	[6.6482825, 9.275414]	[74, 128]	[10.402516]	[109]	[91880690, 91880744]	[91880725]
0_10280	chr20	23143051	23143451	+	1000	77.0	[15.100268]	[130]	[]	[]	[23143269]	[]
0_10281	chr20	23152212	23152612	+	1000	77.0	[]	[]	[11.482137, 6.7834888, 11.482137]	[178, 182, 201]	[]	[23152434, 23152438, 23152457]
0_10283	chr21	37566787	37567187	+	1000	77.0	[9.323102]	[159]	[]	[]	[37567038]	[]
0_10284	chr21	42195390	42195790	+	1000	77.0	[]	[]	[6.953869, 6.6101136]	[82, 150]	[]	[42195564, 42195632]
0_10285	chr21	45138674	45139074	+	1000	77.0	[6.565744]	[81]	[]	[]	[45138830]	[]
0_10287	chr22	20857327	20857727	+	1000	77.0	[7.822742]	[141]	[]	[]	[20857518]	[]
0_1029	chr1	3747170	3747570	+	1000	627.0	[]	[]	[7.280992]	[110]	[]	[3747379]
0_10290	chr22	36426180	36426580	+	1000	77.0	[]	[]	[15.100268]	[121]	[]	[36426398]
0_10291	chr22	49971010	49971410	+	1000	77.0	[8.08774]	[132]	[]	[]	[49971210]	[]
0_10293	chr3	38457559	38457959	+	1000	77.0	[6.64795, 11.290258]	[79, 153]	[14.022644]	[97]	[38457721, 38457795]	[38457739]
0_10295	chr3	54355786	54356186	+	1000	77.0	[10.783594]	[139]	[]	[]	[54356025]	[]
0_10296	chr3	115147307	115147707	+	1000	77.0	[8.428553]	[81]	[]	[]	[115147463]	[]
0_10297	chr3	195117900	195118300	+	1000	77.0	[13.864238]	[78]	[]	[]	[195118062]	[]
0_10299	chr4	56387087	56387487	+	1000	77.0	[]	[]	[9.252921]	[130]	[]	[56387248]
0_1030	chr19	9435373	9435773	+	1000	627.0	[8.705017]	[121]	[]	[]	[9435589]	[]
0_10300	chr4	67523171	67523571	+	1000	77.0	[]	[]	[10.143806]	[137]	[]	[67523401]
0_10301	chr4	78658044	78658444	+	1000	77.0	[8.486515, 11.230427, 7.2093544]	[99, 103, 138]	[]	[]	[78658235, 78658239, 78658274]	[]
0_10302	chr4	87007311	87007711	+	1000	77.0	[]	[]	[11.482137]	[109]	[]	[87007517]
0_10303	chr4	127247526	127247926	+	1000	77.0	[11.543174]	[179]	[14.455669]	[164]	[127247777]	[127247762]
0_10304	chr4	185142954	185143354	+	1000	77.0	[]	[]	[7.7623734]	[63]	[]	[185143111]
0_10306	chr5	90644140	90644540	+	1000	77.0	[11.196773]	[162]	[9.247611]	[92]	[90644374]	[90644304]
0_10309	chr6	14921281	14921681	+	1000	77.0	[9.727931]	[135]	[9.784637]	[76]	[14921507]	[14921448]
0_1031	chr19	12696446	12696846	+	1000	627.0	[11.617513]	[93]	[10.056115]	[128]	[12696637]	[12696672]
0_10310	chr6	25006528	25006928	+	1000	77.0	[]	[]	[13.397782, 8.569641, 10.5476885]	[121, 127, 143]	[]	[25006736, 25006742, 25006758]
0_10316	chr6	132749050	132749450	+	1000	77.0	[14.455669]	[90]	[]	[]	[132749238]	[]
0_10317	chr6	134288681	134289081	+	1000	77.0	[]	[]	[11.570496]	[62]	[]	[134288833]
0_10318	chr6	136754835	136755235	+	1000	77.0	[13.043534]	[73]	[]	[]	[136754997]	[]
0_10319	chr6	143939983	143940383	+	1000	77.0	[]	[]	[11.617513]	[135]	[]	[143940212]
0_1032	chr21	29002600	29003000	+	1000	627.0	[]	[]	[8.533577]	[122]	[]	[29002819]
0_10320	chr6	151228927	151229327	+	1000	77.0	[7.2246304]	[78]	[]	[]	[151229092]	[]
0_10321	chr6	167565808	167566208	+	1000	77.0	[]	[]	[8.455303, 9.426659]	[170, 178]	[]	[167566038, 167566046]
0_10325	chr7	75409933	75410333	+	1000	77.0	[]	[]	[8.488816]	[207]	[]	[75410141]
0_10327	chr7	100583715	100584115	+	1000	77.0	[]	[]	[6.891909, 13.077335]	[106, 146]	[]	[100583906, 100583946]
0_10328	chr7	106979074	106979474	+	1000	77.0	[]	[]	[8.403745]	[164]	[]	[106979266]
