#PeakID(python identify_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_10307	chr22	31937327	31937727	+	1000	39.0	[10.370103, 10.586677]	[91, 97]	[]	[]	[31937509, 31937515]	[]
39_10308	chr22	37657587	37657987	+	1000	39.0	[12.064187]	[145]	[]	[]	[37657793]	[]
39_10309	chr22	38266113	38266513	+	1000	39.0	[]	[]	[12.064187]	[123]	[]	[38266312]
39_10314	chr3	5188744	5189144	+	1000	39.0	[8.892592]	[141]	[]	[]	[5188916]	[]
39_10315	chr3	9645859	9646259	+	1000	39.0	[7.7944894]	[58]	[]	[]	[9646016]	[]
39_10316	chr3	10116117	10116517	+	1000	39.0	[]	[]	[7.397283]	[161]	[]	[10116295]
39_10328	chr3	37855350	37855750	+	1000	39.0	[8.892592]	[116]	[10.586677]	[103]	[37855554]	[37855541]
39_10331	chr3	45092238	45092638	+	1000	39.0	[]	[]	[9.738007]	[132]	[]	[45092452]
39_10332	chr3	45667933	45668333	+	1000	39.0	[]	[]	[8.260495]	[112]	[]	[45668142]
39_10337	chr3	58899476	58899876	+	1000	39.0	[12.064187]	[117]	[]	[]	[58899668]	[]
39_1034	chr1	32133411	32133811	+	1000	74.0	[10.586677]	[72]	[]	[]	[32133567]	[]
39_10342	chr3	129413738	129414138	+	1000	39.0	[10.586677]	[113]	[]	[]	[129413950]	[]
39_10349	chr3	185585795	185586195	+	1000	39.0	[8.892592, 8.260495]	[164, 171]	[]	[]	[185586012, 185586019]	[]
39_10356	chr4	1882940	1883340	+	1000	39.0	[]	[]	[7.748347]	[140]	[]	[1883146]
39_10366	chr4	74682675	74683075	+	1000	39.0	[]	[]	[8.329008]	[135]	[]	[74682871]
39_10380	chr5	12615146	12615546	+	1000	39.0	[]	[]	[7.3683157, 8.502309]	[77, 82]	[]	[12615308, 12615313]
39_10390	chr5	95773122	95773522	+	1000	39.0	[8.329008]	[125]	[]	[]	[95773304]	[]
39_10392	chr5	109703794	109704194	+	1000	39.0	[]	[]	[10.586677]	[157]	[]	[109704022]
39_10393	chr5	112973923	112974323	+	1000	39.0	[]	[]	[7.2151175]	[119]	[]	[112974111]
39_10398	chr5	137754148	137754548	+	1000	39.0	[]	[]	[8.329008]	[123]	[]	[137754350]
39_10399	chr5	139635754	139636154	+	1000	39.0	[]	[]	[12.064187]	[100]	[]	[139635946]
39_104	chr1	21904961	21905361	+	1000	173.0	[]	[]	[9.738007]	[119]	[]	[21905169]
39_1040	chr1	206924065	206924465	+	1000	74.0	[10.370103, 8.329008, 10.370103]	[102, 140, 147]	[]	[]	[206924244, 206924282, 206924289]	[]
39_10401	chr5	142186894	142187294	+	1000	39.0	[7.748347, 10.586677]	[95, 115]	[]	[]	[142187071, 142187091]	[]
39_10406	chr5	172150505	172150905	+	1000	39.0	[10.586677]	[122]	[10.370103]	[96]	[172150715]	[172150689]
39_1041	chr1	208219920	208220320	+	1000	74.0	[7.397283, 8.502309]	[84, 159]	[]	[]	[208220089, 208220164]	[]
39_10415	chr5	181188276	181188676	+	1000	39.0	[]	[]	[9.738007]	[131]	[]	[181188487]
39_10425	chr6	28687480	28687880	+	1000	39.0	[]	[]	[8.044104]	[70]	[]	[28687641]
39_10428	chr6	31741404	31741804	+	1000	39.0	[8.017088]	[98]	[]	[]	[31741555]	[]
39_10434	chr6	34745215	34745615	+	1000	39.0	[9.738007, 8.017088, 8.017088]	[138, 144, 152]	[12.064187, 8.044104]	[176, 182]	[34745388, 34745394, 34745402]	[34745426, 34745432]
39_10462	chr6	161379832	161380232	+	629	39.0	[10.370103, 8.892592]	[85, 133]	[8.892592]	[136]	[161380013, 161380061]	[161380064]
39_10465	chr6	168035762	168036162	+	1000	39.0	[]	[]	[12.064187]	[160]	[]	[168036008]
39_10483	chr7	75741018	75741418	+	1000	39.0	[8.017088]	[177]	[]	[]	[75741209]	[]
39_10491	chr7	100602127	100602527	+	1000	39.0	[]	[]	[8.260495]	[119]	[]	[100602330]
39_10494	chr7	101126711	101127111	+	1000	39.0	[7.7944894]	[83]	[]	[]	[101126874]	[]
39_10498	chr7	128459275	128459675	+	1000	39.0	[12.064187]	[154]	[]	[]	[128459502]	[]
39_105	chr4	78691913	78692313	+	1000	172.0	[]	[]	[12.064187]	[142]	[]	[78692144]
39_10506	chr7	139091574	139091974	+	1000	39.0	[]	[]	[8.329008]	[178]	[]	[139091824]
39_10511	chr7	151003480	151003880	+	1000	39.0	[]	[]	[8.329008]	[150]	[]	[151003683]
39_10512	chr7	151109202	151109602	+	1000	39.0	[8.260495]	[192]	[]	[]	[151109404]	[]
39_10514	chr7	155292660	155293060	+	1000	39.0	[]	[]	[10.586677]	[186]	[]	[155292902]
39_10520	chr8	23221391	23221791	+	1000	39.0	[]	[]	[10.586677]	[162]	[]	[23221635]
39_10521	chr8	27774167	27774567	+	1000	39.0	[9.738007]	[101]	[]	[]	[27774362]	[]
39_10523	chr8	37736377	37736777	+	1000	39.0	[10.586677]	[128]	[]	[]	[37736549]	[]
39_10525	chr8	38996274	38996674	+	1000	39.0	[]	[]	[12.064187, 7.7944894]	[98, 104]	[]	[38996472, 38996478]
39_10529	chr8	56013846	56014246	+	1000	39.0	[7.151105]	[61]	[]	[]	[56013997]	[]
39_10534	chr8	127735517	127735917	+	1000	39.0	[8.502309]	[207]	[]	[]	[127735760]	[]
39_10535	chr8	127911739	127912139	+	1000	39.0	[10.370103]	[134]	[8.044104, 8.329008]	[80, 85]	[127911961]	[127911907, 127911912]
39_10539	chr8	143956577	143956977	+	1000	39.0	[]	[]	[8.892592]	[149]	[]	[143956824]
39_1054	chr19	40822868	40823268	+	1000	74.0	[8.502309]	[120]	[]	[]	[40823076]	[]
39_10542	chr9	4799715	4800115	+	1000	39.0	[]	[]	[7.2151175]	[164]	[]	[4799954]
39_10548	chr9	98340421	98340821	+	1000	39.0	[]	[]	[12.064187]	[88]	[]	[98340588]
39_10550	chr9	121646981	121647381	+	1000	39.0	[8.329008, 12.064187]	[67, 132]	[]	[]	[121647142, 121647207]	[]
39_10562	chr9	130773421	130773821	+	1000	39.0	[8.260495, 7.7944894, 7.7944894]	[164, 223, 231]	[]	[]	[130773603, 130773662, 130773670]	[]
39_10565	chr9	131007061	131007461	+	1000	39.0	[]	[]	[7.2151175]	[151]	[]	[131007312]
39_10572	chr9	136631310	136631710	+	1000	39.0	[]	[]	[8.329008]	[188]	[]	[136631502]
39_10598	chr1	16073688	16074088	+	1000	38.0	[]	[]	[12.064187]	[180]	[]	[16073882]
39_106	chr13	107942087	107942487	+	1000	169.0	[]	[]	[10.586677]	[133]	[]	[107942316]
39_10609	chr1	23958894	23959294	+	1000	38.0	[8.892592, 9.738007]	[106, 123]	[10.370103]	[142]	[23959090, 23959107]	[23959126]
39_10610	chr1	25818683	25819083	+	1000	38.0	[]	[]	[8.017088]	[161]	[]	[25818863]
39_10614	chr1	30708082	30708482	+	1000	38.0	[8.892592]	[114]	[]	[]	[30708293]	[]
39_10622	chr1	33433786	33434186	+	1000	38.0	[8.017088, 8.329008]	[135, 147]	[]	[]	[33434012, 33434024]	[]
39_10630	chr1	39575525	39575925	+	1000	38.0	[8.260495]	[178]	[]	[]	[39575737]	[]
39_10636	chr1	44037073	44037473	+	1000	38.0	[10.370103, 10.370103]	[58, 69]	[]	[]	[44037224, 44037235]	[]
39_10639	chr1	46437746	46438146	+	1000	38.0	[12.064187]	[152]	[]	[]	[46437969]	[]
39_1065	chr3	13007529	13007929	+	1000	74.0	[8.502309, 7.151105]	[134, 143]	[]	[]	[13007756, 13007765]	[]
39_10656	chr1	114088426	114088826	+	1000	38.0	[]	[]	[7.2151175]	[81]	[]	[114088606]
39_10659	chr1	116666752	116667152	+	1000	38.0	[]	[]	[8.017088]	[154]	[]	[116666964]
39_1066	chr3	183884686	183885086	+	1000	74.0	[]	[]	[7.7944894]	[112]	[]	[183884884]
39_10698	chr1	208132185	208132585	+	1000	38.0	[]	[]	[10.370103]	[75]	[]	[208132350]
39_1070	chr5	138469582	138469982	+	1000	74.0	[8.892592]	[89]	[]	[]	[138469765]	[]
39_10709	chr1	230917155	230917555	+	1000	38.0	[8.260495]	[181]	[]	[]	[230917363]	[]
39_10710	chr1	230985058	230985458	+	1000	38.0	[7.151105]	[140]	[7.151105]	[79]	[230985297]	[230985236]
39_10711	chr1	231529927	231530327	+	1000	38.0	[7.2151175]	[132]	[12.064187]	[183]	[231530102]	[231530153]
39_10713	chr1	233972824	233973224	+	1000	38.0	[]	[]	[10.586677]	[182]	[]	[233973027]
39_10715	chr1	234851535	234851935	+	1000	38.0	[]	[]	[7.151105]	[132]	[]	[234851763]
39_10732	chr10	63520915	63521315	+	1000	38.0	[8.260495]	[142]	[]	[]	[63521120]	[]
39_10738	chr10	70576076	70576476	+	1000	38.0	[7.397283]	[135]	[]	[]	[70576247]	[]
39_10742	chr10	75110341	75110741	+	1000	38.0	[]	[]	[8.892592]	[150]	[]	[75110494]
39_10743	chr10	78974657	78975057	+	1000	38.0	[]	[]	[12.064187]	[143]	[]	[78974813]
39_10748	chr10	80740270	80740670	+	1000	38.0	[8.502309]	[127]	[]	[]	[80740450]	[]
39_10750	chr10	110774311	110774711	+	1000	38.0	[8.892592]	[89]	[10.586677]	[153]	[110774464]	[110774528]
39_10754	chr11	327151	327551	+	1000	38.0	[7.7944894]	[134]	[]	[]	[327312]	[]
39_10763	chr11	14499564	14499964	+	1000	38.0	[8.892592, 7.397283]	[72, 100]	[8.502309]	[156]	[14499729, 14499757]	[14499813]
39_10770	chr11	59547888	59548288	+	1000	38.0	[9.738007]	[141]	[8.909202]	[163]	[59548104]	[59548126]
39_10786	chr11	86176136	86176536	+	1000	38.0	[8.260495]	[149]	[]	[]	[86176354]	[]
39_10787	chr11	86182993	86183393	+	1000	38.0	[10.586677]	[181]	[]	[]	[86183239]	[]
39_10818	chr12	109910907	109911307	+	1000	38.0	[8.892592]	[176]	[]	[]	[109911155]	[]
39_10820	chr12	113663420	113663820	+	1000	38.0	[]	[]	[10.370103]	[147]	[]	[113663587]
39_10829	chr13	80593715	80594115	+	1000	38.0	[7.748347]	[81]	[7.3683157]	[116]	[80593896]	[80593931]
39_10835	chr14	21092448	21092848	+	1000	38.0	[8.329008]	[152]	[]	[]	[21092675]	[]
39_10853	chr15	55279665	55280065	+	1000	38.0	[7.397283]	[158]	[]	[]	[55279910]	[]
39_10858	chr15	64989300	64989700	+	1000	38.0	[]	[]	[7.151105]	[106]	[]	[64989458]
39_10859	chr15	67542424	67542824	+	1000	38.0	[7.3683157]	[180]	[]	[]	[67542674]	[]
39_10879	chr16	4272792	4273192	+	1000	38.0	[8.017088]	[126]	[]	[]	[4272999]	[]
39_10882	chr16	19886274	19886674	+	1000	38.0	[]	[]	[10.370103]	[146]	[]	[19886508]
39_1089	chr1	11882812	11883212	+	1000	73.0	[]	[]	[7.2151175]	[68]	[]	[11882965]
39_10891	chr16	66522127	66522527	+	1000	38.0	[12.064187]	[98]	[12.064187, 10.370103]	[134, 141]	[66522320]	[66522356, 66522363]
39_10892	chr16	67481123	67481523	+	1000	38.0	[8.892592]	[220]	[]	[]	[67481352]	[]
39_10896	chr16	78389210	78389610	+	1000	38.0	[12.064187]	[171]	[10.370103, 8.502309]	[94, 103]	[78389455]	[78389378, 78389387]
39_10899	chr16	83826087	83826487	+	1000	38.0	[8.892592]	[88]	[]	[]	[83826269]	[]
39_109	chr10	45470567	45470967	+	1000	167.0	[]	[]	[8.909202]	[114]	[]	[45470770]
39_10904	chr16	85534525	85534925	+	1000	38.0	[]	[]	[8.044104]	[168]	[]	[85534755]
39_10907	chr16	85659680	85660080	+	1000	38.0	[]	[]	[7.2151175]	[114]	[]	[85659881]
39_1091	chr1	40863952	40864352	+	1000	73.0	[]	[]	[9.738007]	[134]	[]	[40864160]
39_10914	chr17	1463189	1463589	+	1000	38.0	[12.064187, 9.738007]	[95, 107]	[]	[]	[1463353, 1463365]	[]
39_10917	chr17	27569226	27569626	+	1000	38.0	[9.738007]	[76]	[]	[]	[27569381]	[]
39_10924	chr17	40476159	40476559	+	1000	38.0	[10.370103]	[68]	[10.370103]	[89]	[40476327]	[40476348]
39_10926	chr17	41665702	41666102	+	1000	38.0	[8.329008]	[153]	[9.738007, 7.2151175]	[171, 179]	[41665885]	[41665903, 41665911]
39_10931	chr17	44246026	44246426	+	1000	38.0	[7.7944894]	[106]	[]	[]	[44246221]	[]
39_10948	chr17	64448937	64449337	+	1000	38.0	[12.064187]	[103]	[]	[]	[64449120]	[]
39_1095	chr10	49300469	49300869	+	1000	73.0	[8.892592, 7.151105]	[119, 145]	[]	[]	[49300676, 49300702]	[]
39_10950	chr17	75113994	75114394	+	1000	38.0	[10.370103]	[120]	[]	[]	[75114210]	[]
39_10953	chr17	76465956	76466356	+	1000	38.0	[]	[]	[10.370103]	[138]	[]	[76466177]
39_1096	chr10	80772538	80772938	+	1000	73.0	[]	[]	[7.7944894, 10.586677]	[147, 167]	[]	[80772767, 80772787]
39_10962	chr17_GL000205v2_random	3458	3858	+	1000	38.0	[]	[]	[10.586677]	[150]	[]	[3638]
39_1097	chr11	64888939	64889339	+	1000	73.0	[]	[]	[7.151105]	[105]	[]	[64889137]
39_10973	chr19	571987	572387	+	1000	38.0	[]	[]	[10.370103]	[154]	[]	[572222]
39_10981	chr19	2739027	2739427	+	1000	38.0	[8.892592]	[120]	[]	[]	[2739247]	[]
39_10989	chr19	10303861	10304261	+	1000	38.0	[8.260495]	[92]	[]	[]	[10304021]	[]
39_10994	chr19	13096181	13096581	+	1000	38.0	[8.892592]	[66]	[]	[]	[13096337]	[]
39_11003	chr19	18414614	18415014	+	1000	38.0	[]	[]	[8.892592]	[198]	[]	[18414856]
39_11004	chr19	18590430	18590830	+	1000	38.0	[]	[]	[8.260495]	[112]	[]	[18590631]
39_11006	chr19	19372643	19373043	+	1000	38.0	[]	[]	[10.370103]	[181]	[]	[19372860]
39_11010	chr19	35269430	35269830	+	1000	38.0	[]	[]	[10.586677]	[134]	[]	[35269652]
39_11020	chr19	43669995	43670395	+	1000	38.0	[8.892592]	[179]	[]	[]	[43670195]	[]
39_11021	chr19	45667589	45667989	+	1000	38.0	[10.370103]	[171]	[]	[]	[45667826]	[]
39_11024	chr19	47231586	47231986	+	1000	38.0	[]	[]	[8.892592, 9.738007, 8.260495]	[117, 139, 163]	[]	[47231757, 47231779, 47231803]
39_11026	chr19	47778520	47778920	+	1000	38.0	[8.892592, 7.2151175]	[121, 150]	[]	[]	[47778740, 47778769]	[]
39_11041	chr2	16757178	16757578	+	1000	38.0	[]	[]	[12.064187]	[128]	[]	[16757393]
39_11047	chr2	42967993	42968393	+	1000	38.0	[10.370103]	[145]	[]	[]	[42968166]	[]
39_11048	chr2	43191817	43192217	+	1000	38.0	[]	[]	[8.017088]	[100]	[]	[43191990]
39_11049	chr2	43219485	43219885	+	1000	38.0	[10.370103]	[194]	[]	[]	[43219715]	[]
39_11054	chr2	65294716	65295116	+	1000	38.0	[10.370103]	[96]	[]	[]	[65294903]	[]
39_11056	chr2	70257985	70258385	+	1000	38.0	[7.7944894, 10.370103]	[122, 128]	[]	[]	[70258202, 70258208]	[]
39_1107	chr2	30253906	30254306	+	1000	73.0	[7.397283]	[141]	[12.064187]	[154]	[30254130]	[30254143]
39_11079	chr2	172102862	172103262	+	1000	38.0	[10.370103]	[155]	[]	[]	[172103044]	[]
39_11083	chr2	186439735	186440135	+	1000	38.0	[7.397283]	[153]	[]	[]	[186439962]	[]
39_11093	chr20	49608916	49609316	+	1000	38.0	[]	[]	[10.370103]	[71]	[]	[49609082]
39_11095	chr20	50386416	50386816	+	1000	38.0	[12.064187]	[139]	[7.151105]	[114]	[50386642]	[50386617]
39_11096	chr20	53893287	53893687	+	1000	38.0	[10.586677]	[114]	[8.909202]	[121]	[53893494]	[53893501]
39_111	chr17	43251508	43251908	+	1000	166.0	[]	[]	[7.2151175, 8.044104]	[55, 93]	[]	[43251661, 43251699]
39_11100	chr21	29639194	29639594	+	1000	38.0	[]	[]	[8.017088, 9.738007]	[99, 113]	[]	[29639357, 29639371]
39_11104	chr21	39095150	39095550	+	1000	38.0	[7.3683157]	[79]	[10.586677, 12.064187]	[106, 148]	[39095312]	[39095339, 39095381]
39_11105	chr21	42450043	42450443	+	1000	38.0	[7.151105]	[157]	[]	[]	[42450206]	[]
39_11106	chr21	42467174	42467574	+	1000	38.0	[8.329008]	[84]	[8.502309]	[133]	[42467347]	[42467396]
39_11107	chr21	42991870	42992270	+	1000	38.0	[10.370103]	[152]	[]	[]	[42992052]	[]
39_11108	chr21	43767073	43767473	+	1000	38.0	[]	[]	[8.017088]	[157]	[]	[43767304]
39_11126	chr22	19901628	19902028	+	1000	38.0	[]	[]	[8.892592, 8.892592]	[84, 107]	[]	[19901807, 19901830]
39_11142	chr22	20874216	20874616	+	1000	38.0	[10.586677]	[120]	[]	[]	[20874427]	[]
39_11143	chr22	20887451	20887851	+	1000	38.0	[]	[]	[9.738007]	[54]	[]	[20887603]
39_11145	chr22	20931193	20931593	+	1000	38.0	[12.064187]	[109]	[]	[]	[20931355]	[]
39_11147	chr22	20968902	20969302	+	1000	38.0	[7.2151175]	[143]	[]	[]	[20969142]	[]
39_11152	chr22	21068792	21069192	+	1000	38.0	[]	[]	[8.329008]	[157]	[]	[21069022]
39_11154	chr22	21597754	21598154	+	1000	38.0	[7.7944894]	[223]	[]	[]	[21597989]	[]
39_11155	chr22	21610147	21610547	+	1000	38.0	[]	[]	[12.064187]	[213]	[]	[21610372]
39_11159	chr22	21770814	21771214	+	1000	38.0	[]	[]	[8.044104]	[188]	[]	[21771025]
39_11163	chr22	21891509	21891909	+	1000	38.0	[8.044104]	[137]	[]	[]	[21891694]	[]
39_1117	chr3	24495381	24495781	+	1000	73.0	[9.738007]	[69]	[]	[]	[24495544]	[]
39_11174	chr22	22545750	22546150	+	1000	38.0	[10.586677]	[177]	[]	[]	[22545981]	[]
39_11180	chr22	29821293	29821693	+	1000	38.0	[]	[]	[8.044104]	[115]	[]	[29821477]
39_11183	chr3	4739713	4740113	+	1000	38.0	[12.064187]	[116]	[]	[]	[4739920]	[]
39_11188	chr3	15332616	15333016	+	1000	38.0	[8.909202]	[205]	[]	[]	[15332859]	[]
39_1119	chr3	126908724	126909124	+	1000	73.0	[12.064187]	[106]	[]	[]	[126908910]	[]
39_1120	chr3	155828480	155828880	+	1000	73.0	[]	[]	[10.586677]	[160]	[]	[155828725]
39_11202	chr3	138199830	138200230	+	955	38.0	[12.064187, 7.2151175]	[103, 155]	[]	[]	[138200014, 138200066]	[]
39_11205	chr3	153051408	153051808	+	1000	38.0	[]	[]	[10.370103]	[145]	[]	[153051648]
39_11210	chr3	195709746	195710146	+	1000	38.0	[9.738007]	[99]	[]	[]	[195709897]	[]
39_11213	chr4	1130534	1130934	+	1000	38.0	[]	[]	[7.151105]	[86]	[]	[1130707]
39_11214	chr4	2390190	2390590	+	1000	38.0	[10.586677]	[93]	[8.892592, 8.329008]	[133, 161]	[2390344]	[2390384, 2390412]
39_11226	chr4	83548454	83548854	+	1000	38.0	[]	[]	[8.892592, 7.397283]	[116, 133]	[]	[83548665, 83548682]
39_11234	chr4	183407058	183407458	+	1000	38.0	[]	[]	[8.502309]	[94]	[]	[183407229]
39_11235	chr4	186821120	186821520	+	1000	38.0	[]	[]	[8.260495]	[162]	[]	[186821369]
39_11236	chr5	10484999	10485399	+	1000	38.0	[8.892592]	[127]	[8.329008]	[177]	[10485193]	[10485243]
39_1124	chr5	139669831	139670231	+	1000	73.0	[7.2151175]	[144]	[]	[]	[139670064]	[]
39_11241	chr5	39194523	39194923	+	1000	38.0	[12.064187]	[195]	[]	[]	[39194740]	[]
39_1125	chr6	6684408	6684808	+	1000	73.0	[10.586677]	[151]	[8.502309]	[92]	[6684640]	[6684581]
39_11257	chr5	91383158	91383558	+	1000	38.0	[]	[]	[7.7944894]	[179]	[]	[91383367]
39_11259	chr5	121961640	121962040	+	1000	38.0	[7.748347]	[123]	[]	[]	[121961793]	[]
39_11261	chr5	132830561	132830961	+	1000	38.0	[]	[]	[8.892592]	[176]	[]	[132830807]
39_11262	chr5	133902422	133902822	+	1000	38.0	[]	[]	[8.329008]	[169]	[]	[133902644]
39_11263	chr5	134018486	134018886	+	1000	38.0	[7.7944894]	[161]	[8.892592, 8.892592]	[126, 168]	[134018728]	[134018693, 134018735]
39_1127	chr6	16224380	16224780	+	1000	73.0	[10.370103]	[130]	[]	[]	[16224596]	[]
39_11276	chr5	181107733	181108133	+	1000	38.0	[9.738007, 7.151105]	[134, 164]	[]	[]	[181107921, 181107951]	[]
39_11289	chr6	18043099	18043499	+	1000	38.0	[]	[]	[7.7944894]	[87]	[]	[18043278]
39_11296	chr6	30597245	30597645	+	1000	38.0	[]	[]	[8.260495]	[91]	[]	[30597414]
