#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT2_idr.fa STAT2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
877_10185	chr19	12681203	12681603	+	774	18.0	[8.405317]	[121]	[]	[]	[12681401]	[]
877_10195	chr19	34269888	34270288	+	700	18.0	[]	[]	[8.313011]	[120]	[]	[34270098]
877_10196	chr19	34327903	34328303	+	632	18.0	[8.405317]	[150]	[]	[]	[34328139]	[]
877_1020	chr6	31737888	31738288	+	1000	46.0	[8.405317]	[67]	[]	[]	[31738039]	[]
877_10223	chr19	52139701	52140101	+	545	18.0	[8.313011, 8.405317]	[88, 146]	[]	[]	[52139885, 52139943]	[]
877_10226	chr19	55643316	55643716	+	753	18.0	[]	[]	[8.067295, 8.313011]	[155, 172]	[]	[55643545, 55643562]
877_10229	chr19	57819427	57819827	+	862	18.0	[7.9749885]	[200]	[]	[]	[57819673]	[]
877_10230	chr19	58466768	58467168	+	685	18.0	[8.313011]	[129]	[]	[]	[58466975]	[]
877_10245	chr2	28894325	28894725	+	797	18.0	[]	[]	[8.067295]	[93]	[]	[28894478]
877_10248	chr2	33108681	33109081	+	804	18.0	[]	[]	[8.313011]	[96]	[]	[33108845]
877_10250	chr2	39781276	39781676	+	688	18.0	[]	[]	[8.405317]	[110]	[]	[39781485]
877_10253	chr2	47198886	47199286	+	736	18.0	[]	[]	[8.067295]	[108]	[]	[47199063]
877_10264	chr2	74267026	74267426	+	835	18.0	[]	[]	[8.313011]	[121]	[]	[74267246]
877_10269	chr2	88627286	88627686	+	618	18.0	[]	[]	[8.067295]	[114]	[]	[88627490]
877_10273	chr2	108271866	108272266	+	833	18.0	[8.313011, 8.313011]	[84, 90]	[]	[]	[108272044, 108272050]	[]
877_10275	chr2	112272630	112273030	+	621	18.0	[7.9749885]	[70]	[]	[]	[112272785]	[]
877_10281	chr2	127064822	127065222	+	802	18.0	[8.405317]	[129]	[]	[]	[127064983]	[]
877_10283	chr2	135530452	135530852	+	815	18.0	[8.067295, 8.405317]	[98, 155]	[]	[]	[135530616, 135530673]	[]
877_10286	chr2	173965127	173965527	+	797	18.0	[8.313011]	[184]	[]	[]	[173965325]	[]
877_10290	chr2	191030508	191030908	+	774	18.0	[8.313011]	[151]	[]	[]	[191030745]	[]
877_10291	chr2	191637451	191637851	+	737	18.0	[8.313011]	[86]	[8.405317, 8.067295]	[140, 162]	[191637624]	[191637678, 191637700]
877_10293	chr2	195656702	195657102	+	698	18.0	[]	[]	[7.9749885]	[179]	[]	[195656918]
877_103	chr11	320694	321094	+	1000	132.0	[]	[]	[8.405317, 8.405317]	[93, 110]	[]	[320884, 320901]
877_1031	chr9	130537536	130537936	+	1000	46.0	[]	[]	[8.313011]	[147]	[]	[130537751]
877_10310	chr20	35907380	35907780	+	736	18.0	[7.9749885]	[60]	[]	[]	[35907533]	[]
877_10323	chr20	57415271	57415671	+	676	18.0	[8.313011]	[163]	[]	[]	[57415501]	[]
877_10329	chr21	33361139	33361539	+	641	18.0	[7.9749885]	[178]	[]	[]	[33361335]	[]
877_1033	chrX	155334647	155335047	+	1000	46.0	[]	[]	[8.405317]	[86]	[]	[155334805]
877_10330	chr21	33716110	33716510	+	796	18.0	[8.067295]	[150]	[]	[]	[33716353]	[]
877_10331	chr21	39313597	39313997	+	786	18.0	[8.067295]	[186]	[]	[]	[39313795]	[]
877_10332	chr21	44892712	44893112	+	655	18.0	[8.313011]	[125]	[]	[]	[44892883]	[]
877_10334	chr21	46184717	46185117	+	813	18.0	[8.067295]	[138]	[]	[]	[46184869]	[]
877_10341	chr22	20017104	20017504	+	672	18.0	[8.313011]	[130]	[]	[]	[20017318]	[]
877_10348	chr22	21569663	21570063	+	826	18.0	[]	[]	[7.9749885]	[188]	[]	[21569887]
877_1035	chr1	44986443	44986843	+	1000	45.0	[8.405317]	[98]	[]	[]	[44986633]	[]
877_10359	chr22	24555738	24556138	+	796	18.0	[7.9749885]	[146]	[]	[]	[24555967]	[]
877_1036	chr1	51429895	51430295	+	1000	45.0	[]	[]	[7.9749885]	[65]	[]	[51430050]
877_10363	chr22	31490346	31490746	+	799	18.0	[]	[]	[8.313011]	[147]	[]	[31490556]
877_10372	chr3	5565008	5565408	+	633	18.0	[8.313011]	[112]	[]	[]	[5565197]	[]
877_10373	chr3	5754612	5755012	+	756	18.0	[]	[]	[7.9749885]	[82]	[]	[5754794]
877_10374	chr3	6541048	6541448	+	681	18.0	[8.405317]	[179]	[]	[]	[6541296]	[]
877_10378	chr3	16309558	16309958	+	870	18.0	[]	[]	[8.313011]	[100]	[]	[16309746]
877_10381	chr3	24510016	24510416	+	768	18.0	[]	[]	[8.405317]	[85]	[]	[24510192]
877_10386	chr3	42590474	42590874	+	609	18.0	[]	[]	[8.405317]	[133]	[]	[42590668]
877_10388	chr3	45269916	45270316	+	779	18.0	[7.9749885]	[136]	[]	[]	[45270105]	[]
877_1039	chr1	148334393	148334793	+	1000	45.0	[8.405317]	[100]	[]	[]	[148334560]	[]
877_10395	chr3	50611757	50612157	+	802	18.0	[]	[]	[8.067295]	[205]	[]	[50612004]
877_10397	chr3	71208264	71208664	+	638	18.0	[]	[]	[8.313011, 7.9749885]	[127, 163]	[]	[71208469, 71208505]
877_10398	chr3	72182221	72182621	+	843	18.0	[]	[]	[8.313011]	[129]	[]	[72182399]
877_10399	chr3	72319166	72319566	+	750	18.0	[]	[]	[7.9749885]	[103]	[]	[72319349]
877_10400	chr3	77179711	77180111	+	815	18.0	[]	[]	[8.405317]	[87]	[]	[77179884]
877_10401	chr3	98770371	98770771	+	718	18.0	[]	[]	[8.405317]	[63]	[]	[98770525]
877_10403	chr3	125375266	125375666	+	781	18.0	[7.9749885]	[170]	[]	[]	[125375444]	[]
877_10405	chr3	129245649	129246049	+	733	18.0	[8.405317]	[165]	[]	[]	[129245844]	[]
877_10406	chr3	129249222	129249622	+	792	18.0	[7.9749885]	[104]	[]	[]	[129249413]	[]
877_10408	chr3	138686685	138687085	+	803	18.0	[8.405317]	[89]	[8.405317]	[143]	[138686873]	[138686927]
877_10409	chr3	152270324	152270724	+	657	18.0	[8.067295]	[220]	[8.313011]	[172]	[152270565]	[152270517]
877_10410	chr3	152596043	152596443	+	730	18.0	[8.313011]	[103]	[8.405317]	[84]	[152596241]	[152596222]
877_10423	chr4	6715825	6716225	+	842	18.0	[8.313011]	[181]	[]	[]	[6716064]	[]
877_10424	chr4	6720278	6720678	+	699	18.0	[8.405317]	[172]	[]	[]	[6720490]	[]
877_10430	chr4	38383432	38383832	+	776	18.0	[]	[]	[7.9749885]	[126]	[]	[38383649]
877_10432	chr4	38673636	38674036	+	668	18.0	[]	[]	[7.9749885]	[81]	[]	[38673792]
877_10436	chr4	48212156	48212556	+	665	18.0	[8.313011]	[106]	[]	[]	[48212333]	[]
877_10438	chr4	53591447	53591847	+	550	18.0	[7.9749885]	[73]	[]	[]	[53591613]	[]
877_10443	chr4	78484613	78485013	+	826	18.0	[8.405317]	[95]	[]	[]	[78484774]	[]
877_10444	chr4	79678616	79679016	+	736	18.0	[8.067295]	[186]	[]	[]	[79678864]	[]
877_10452	chr4	109026987	109027387	+	761	18.0	[8.067295]	[160]	[]	[]	[109027208]	[]
877_10455	chr4	126735308	126735708	+	819	18.0	[7.9749885]	[138]	[]	[]	[126735545]	[]
877_10462	chr4	184355172	184355572	+	796	18.0	[]	[]	[8.313011]	[163]	[]	[184355414]
877_10467	chr5	10708535	10708935	+	803	18.0	[8.067295]	[89]	[]	[]	[10708700]	[]
877_10474	chr5	75381463	75381863	+	699	18.0	[]	[]	[8.313011]	[156]	[]	[75381713]
877_10475	chr5	77030229	77030629	+	822	18.0	[]	[]	[8.313011]	[132]	[]	[77030409]
877_10479	chr5	109703795	109704195	+	861	18.0	[8.405317]	[72]	[]	[]	[109703955]	[]
877_1048	chr10	102781186	102781586	+	1000	45.0	[8.405317]	[127]	[]	[]	[102781407]	[]
877_10487	chr5	132318712	132319112	+	654	18.0	[]	[]	[8.313011]	[157]	[]	[132318914]
877_10491	chr5	139404050	139404450	+	750	18.0	[8.405317]	[93]	[8.313011]	[156]	[139404226]	[139404289]
877_10497	chr5	159178956	159179356	+	784	18.0	[]	[]	[7.9749885]	[141]	[]	[159179183]
877_10499	chr5	170248625	170249025	+	790	18.0	[8.067295, 7.9749885]	[111, 120]	[8.067295]	[174]	[170248813, 170248822]	[170248876]
877_1050	chr11	59960403	59960803	+	1000	45.0	[8.405317]	[76]	[]	[]	[59960561]	[]
877_10502	chr5	176619214	176619614	+	734	18.0	[]	[]	[7.9749885]	[130]	[]	[176619428]
877_10507	chr5	177529140	177529540	+	737	18.0	[]	[]	[7.9749885]	[107]	[]	[177529304]
877_10512	chr6	3053719	3054119	+	659	18.0	[8.405317]	[159]	[]	[]	[3053955]	[]
877_10519	chr6	6696870	6697270	+	734	18.0	[]	[]	[8.067295]	[143]	[]	[6697110]
877_10527	chr6	15569344	15569744	+	804	18.0	[]	[]	[7.9749885]	[138]	[]	[15569540]
877_10528	chr6	17869074	17869474	+	780	18.0	[]	[]	[7.9749885]	[208]	[]	[17869309]
877_1053	chr12	93742082	93742482	+	1000	45.0	[]	[]	[8.313011, 8.313011, 7.9749885]	[70, 98, 117]	[]	[93742249, 93742277, 93742296]
877_10530	chr6	25971159	25971559	+	796	18.0	[8.405317]	[97]	[]	[]	[25971353]	[]
877_10532	chr6	27078833	27079233	+	616	18.0	[8.067295]	[162]	[7.9749885]	[114]	[27079052]	[27079004]
877_10534	chr6	27205862	27206262	+	658	18.0	[]	[]	[8.313011]	[192]	[]	[27206088]
877_10538	chr6	28480296	28480696	+	719	18.0	[8.067295]	[147]	[]	[]	[28480497]	[]
877_10539	chr6	28837319	28837719	+	817	18.0	[7.9749885]	[122]	[]	[]	[28837511]	[]
877_1054	chr14	91114411	91114811	+	1000	45.0	[8.067295, 8.405317]	[130, 142]	[]	[]	[91114623, 91114635]	[]
877_10549	chr6	32288425	32288825	+	787	18.0	[8.313011]	[147]	[]	[]	[32288664]	[]
877_10550	chr6	33428329	33428729	+	773	18.0	[]	[]	[8.313011]	[160]	[]	[33428577]
877_10554	chr6	37423470	37423870	+	784	18.0	[8.067295]	[174]	[]	[]	[37423713]	[]
877_10556	chr6	42104107	42104507	+	746	18.0	[7.9749885]	[73]	[]	[]	[42104259]	[]
877_10560	chr6	47424417	47424817	+	655	18.0	[7.9749885]	[116]	[8.405317]	[176]	[47424590]	[47424650]
877_10564	chr6	57317462	57317862	+	801	18.0	[8.405317]	[198]	[]	[]	[57317708]	[]
877_10566	chr6	84763327	84763727	+	752	18.0	[8.313011]	[162]	[]	[]	[84763558]	[]
877_10568	chr6	90502782	90503182	+	863	18.0	[8.405317]	[124]	[8.067295]	[127]	[90502977]	[90502980]
877_10575	chr6	113920933	113921333	+	817	18.0	[7.9749885]	[138]	[]	[]	[113921118]	[]
877_10579	chr6	134173929	134174329	+	736	18.0	[]	[]	[8.405317]	[131]	[]	[134174149]
877_10580	chr6	137955355	137955755	+	862	18.0	[]	[]	[8.405317]	[95]	[]	[137955532]
877_10581	chr6	139625289	139625689	+	816	18.0	[]	[]	[8.313011, 8.405317]	[79, 97]	[]	[139625446, 139625464]
877_10583	chr6	146881148	146881548	+	809	18.0	[7.9749885]	[160]	[8.313011]	[141]	[146881383]	[146881364]
877_10595	chr6	167857028	167857428	+	743	18.0	[7.9749885]	[82]	[]	[]	[167857202]	[]
877_106	chr18	62506246	62506646	+	1000	130.0	[]	[]	[8.405317, 8.405317, 8.405317, 8.313011, 7.9749885]	[85, 91, 121, 132, 149]	[]	[62506421, 62506427, 62506457, 62506468, 62506485]
877_10603	chr7	24924476	24924876	+	803	18.0	[]	[]	[8.067295]	[173]	[]	[24924661]
877_10608	chr7	56063939	56064339	+	781	18.0	[]	[]	[8.405317]	[168]	[]	[56064169]
877_1061	chr17	75784954	75785354	+	1000	45.0	[8.405317]	[132]	[]	[]	[75785186]	[]
877_10612	chr7	74026776	74027176	+	597	18.0	[]	[]	[8.313011]	[137]	[]	[74026965]
877_10616	chr7	76358072	76358472	+	781	18.0	[7.9749885]	[233]	[]	[]	[76358312]	[]
877_10622	chr7	100167712	100168112	+	668	18.0	[]	[]	[8.067295]	[145]	[]	[100167931]
877_10631	chr7	103406876	103407276	+	653	18.0	[8.313011]	[85]	[]	[]	[103407057]	[]
877_10638	chr7	107659658	107660058	+	821	18.0	[]	[]	[8.313011]	[174]	[]	[107659907]
877_10640	chr7	108235431	108235831	+	785	18.0	[]	[]	[8.313011]	[146]	[]	[108235664]
877_10650	chr7	134834843	134835243	+	802	18.0	[]	[]	[7.9749885]	[203]	[]	[134835081]
877_10653	chr7	136078687	136079087	+	774	18.0	[7.9749885]	[101]	[]	[]	[136078885]	[]
877_10656	chr7	139107677	139108077	+	758	18.0	[7.9749885]	[135]	[]	[]	[139107908]	[]
877_10659	chr7	140696560	140696960	+	722	18.0	[]	[]	[7.9749885]	[152]	[]	[140696769]
877_10662	chr7	150959799	150960199	+	833	18.0	[]	[]	[7.9749885]	[111]	[]	[150959995]
877_10670	chr8	10825325	10825725	+	721	18.0	[]	[]	[7.9749885]	[119]	[]	[10825490]
877_1068	chr3	24351706	24352106	+	1000	45.0	[8.313011]	[191]	[]	[]	[24351951]	[]
877_10680	chr8	41818660	41819060	+	683	18.0	[]	[]	[7.9749885]	[90]	[]	[41818816]
877_10687	chr8	89984544	89984944	+	791	18.0	[]	[]	[8.313011]	[161]	[]	[89984793]
877_1069	chr3	126911355	126911755	+	1000	45.0	[8.313011]	[151]	[]	[]	[126911601]	[]
877_10690	chr8	102814526	102814926	+	560	18.0	[8.405317]	[147]	[]	[]	[102814733]	[]
877_10691	chr8	102863030	102863430	+	772	18.0	[]	[]	[8.067295]	[73]	[]	[102863192]
877_10692	chr8	123154670	123155070	+	826	18.0	[]	[]	[8.313011]	[166]	[]	[123154900]
877_10693	chr8	124527201	124527601	+	758	18.0	[8.405317]	[94]	[]	[]	[124527389]	[]
877_107	chr2	37156794	37157194	+	1000	130.0	[]	[]	[8.405317]	[86]	[]	[37156975]
877_1070	chr3	177359842	177360242	+	1000	45.0	[8.067295]	[131]	[]	[]	[177360067]	[]
877_10701	chr9	6927813	6928213	+	748	18.0	[7.9749885]	[132]	[]	[]	[6928018]	[]
877_10707	chr9	88781827	88782227	+	764	18.0	[8.405317]	[142]	[]	[]	[88782035]	[]
877_10712	chr9	97280767	97281167	+	627	18.0	[]	[]	[8.067295]	[212]	[]	[97281012]
877_10717	chr9	112095242	112095642	+	685	18.0	[]	[]	[8.313011, 8.405317]	[152, 158]	[]	[112095434, 112095440]
877_10727	chr9	129883004	129883404	+	678	18.0	[8.313011]	[96]	[]	[]	[129883180]	[]
877_10732	chr9	131112369	131112769	+	620	18.0	[8.405317]	[220]	[]	[]	[131112593]	[]
877_10733	chr9	133869616	133870016	+	615	18.0	[8.313011]	[119]	[]	[]	[133869827]	[]
877_10739	chrX	12946769	12947169	+	714	18.0	[]	[]	[7.9749885]	[78]	[]	[12946942]
877_10744	chrX	41559463	41559863	+	631	18.0	[8.313011]	[139]	[]	[]	[41559685]	[]
877_10746	chrX	48547386	48547786	+	551	18.0	[7.9749885]	[139]	[]	[]	[48547602]	[]
877_10749	chrX	48918798	48919198	+	569	18.0	[8.405317]	[110]	[]	[]	[48918950]	[]
877_10753	chrX	124764361	124764761	+	836	18.0	[]	[]	[8.405317]	[78]	[]	[124764530]
877_10756	chrX	154123842	154124242	+	613	18.0	[8.313011]	[125]	[8.405317]	[98]	[154124047]	[154124020]
877_10759	chr1	1231776	1232176	+	769	17.0	[]	[]	[7.9749885]	[136]	[]	[1231977]
877_10760	chr1	1724126	1724526	+	752	17.0	[8.313011]	[123]	[]	[]	[1724294]	[]
877_10769	chr1	12407295	12407695	+	616	17.0	[8.405317]	[174]	[]	[]	[12407483]	[]
877_1077	chr5	132315438	132315838	+	1000	45.0	[8.067295]	[169]	[]	[]	[132315645]	[]
877_10773	chr1	15328729	15329129	+	604	17.0	[]	[]	[7.9749885]	[148]	[]	[15328970]
877_10778	chr1	20633084	20633484	+	681	17.0	[]	[]	[8.405317]	[77]	[]	[20633251]
877_10779	chr1	20786558	20786958	+	565	17.0	[]	[]	[7.9749885]	[133]	[]	[20786730]
877_10781	chr1	23872472	23872872	+	748	17.0	[8.313011]	[136]	[]	[]	[23872703]	[]
877_10783	chr1	25357175	25357575	+	628	17.0	[]	[]	[7.9749885]	[173]	[]	[25357390]
877_1079	chr6	25962590	25962990	+	1000	45.0	[]	[]	[8.405317]	[101]	[]	[25962772]
877_10793	chr1	28065923	28066323	+	732	17.0	[7.9749885]	[141]	[]	[]	[28066164]	[]
877_10798	chr1	31159834	31160234	+	631	17.0	[]	[]	[8.313011]	[162]	[]	[31160070]
877_10802	chr1	32939679	32940079	+	650	17.0	[]	[]	[8.405317]	[93]	[]	[32939844]
877_10804	chr1	34845212	34845612	+	781	17.0	[8.067295]	[100]	[]	[]	[34845364]	[]
877_10809	chr1	40152980	40153380	+	652	17.0	[8.067295]	[105]	[]	[]	[40153157]	[]
877_10812	chr1	43345217	43345617	+	783	17.0	[7.9749885]	[165]	[]	[]	[43345456]	[]
877_10813	chr1	45037495	45037895	+	606	17.0	[8.313011]	[62]	[]	[]	[45037652]	[]
877_10814	chr1	50977211	50977611	+	651	17.0	[8.405317]	[127]	[]	[]	[50977364]	[]
877_10815	chr1	52700907	52701307	+	684	17.0	[]	[]	[7.9749885]	[141]	[]	[52701138]
877_10816	chr1	53324783	53325183	+	579	17.0	[8.067295]	[90]	[]	[]	[53324965]	[]
877_10825	chr1	89804599	89804999	+	643	17.0	[8.405317]	[94]	[]	[]	[89804788]	[]
877_10826	chr1	93042403	93042803	+	702	17.0	[]	[]	[8.405317, 8.405317]	[84, 90]	[]	[93042576, 93042582]
877_1083	chr6	31620058	31620458	+	1000	45.0	[]	[]	[7.9749885]	[163]	[]	[31620251]
877_10837	chr1	113388475	113388875	+	759	17.0	[8.405317]	[125]	[8.313011]	[112]	[113388661]	[113388648]
877_10846	chr1	151715382	151715782	+	770	17.0	[]	[]	[7.9749885]	[125]	[]	[151715585]
877_1085	chr6	42028515	42028915	+	1000	45.0	[]	[]	[8.405317]	[126]	[]	[42028737]
877_10851	chr1	155226531	155226931	+	807	17.0	[]	[]	[7.9749885, 7.9749885, 8.067295]	[128, 161, 185]	[]	[155226713, 155226746, 155226770]
877_10855	chr1	160607088	160607488	+	628	17.0	[8.405317]	[131]	[]	[]	[160607314]	[]
877_10856	chr1	161019693	161020093	+	750	17.0	[7.9749885]	[104]	[]	[]	[161019853]	[]
877_10857	chr1	161045644	161046044	+	714	17.0	[]	[]	[8.405317]	[94]	[]	[161045825]
877_1086	chr6	135325535	135325935	+	1000	45.0	[8.405317]	[86]	[7.9749885]	[63]	[135325710]	[135325687]
877_10862	chr1	167600098	167600498	+	731	17.0	[7.9749885]	[109]	[]	[]	[167600269]	[]
877_10868	chr1	197902605	197903005	+	666	17.0	[8.405317]	[127]	[]	[]	[197902789]	[]
877_10869	chr1	198598862	198599262	+	708	17.0	[8.313011]	[163]	[]	[]	[198599059]	[]
877_10875	chr1	202999259	202999659	+	707	17.0	[8.405317]	[100]	[]	[]	[202999459]	[]
877_10877	chr1	203039305	203039705	+	710	17.0	[7.9749885]	[165]	[]	[]	[203039523]	[]
877_10879	chr1	204984502	204984902	+	661	17.0	[]	[]	[8.405317]	[209]	[]	[204984753]
877_10882	chr1	211309639	211310039	+	760	17.0	[]	[]	[8.313011]	[126]	[]	[211309835]
877_10887	chr1	224513768	224514168	+	760	17.0	[]	[]	[7.9749885]	[151]	[]	[224513996]
877_10889	chr1	226110186	226110586	+	716	17.0	[]	[]	[7.9749885]	[103]	[]	[226110378]
877_10893	chr1	235160954	235161354	+	736	17.0	[]	[]	[7.9749885]	[226]	[]	[235161190]
877_10899	chr1	247389976	247390376	+	724	17.0	[8.405317]	[94]	[]	[]	[247390128]	[]
877_1090	chr7	8762758	8763158	+	1000	45.0	[]	[]	[8.067295]	[78]	[]	[8762935]
877_10908	chr10	22666438	22666838	+	773	17.0	[]	[]	[8.313011]	[160]	[]	[22666684]
877_10910	chr10	24944732	24945132	+	729	17.0	[]	[]	[7.9749885]	[169]	[]	[24944966]
877_10913	chr10	30534496	30534896	+	575	17.0	[]	[]	[8.313011]	[83]	[]	[30534648]
877_10918	chr10	63158039	63158439	+	566	17.0	[]	[]	[8.313011]	[189]	[]	[63158262]
877_1092	chr7	128812533	128812933	+	1000	45.0	[8.067295]	[121]	[]	[]	[128812728]	[]
877_10921	chr10	70382779	70383179	+	744	17.0	[8.313011]	[134]	[]	[]	[70382970]	[]
877_10923	chr10	70671948	70672348	+	680	17.0	[7.9749885, 7.9749885, 8.313011]	[87, 91, 182]	[]	[]	[70672100, 70672104, 70672195]	[]
877_10929	chr10	72834219	72834619	+	708	17.0	[]	[]	[8.405317]	[115]	[]	[72834432]
877_10936	chr10	87878994	87879394	+	622	17.0	[8.313011]	[91]	[]	[]	[87879165]	[]
877_10937	chr10	92290784	92291184	+	770	17.0	[7.9749885]	[126]	[]	[]	[92290981]	[]
877_10940	chr10	95493367	95493767	+	739	17.0	[7.9749885]	[128]	[]	[]	[95493538]	[]
877_10945	chr10	119080849	119081249	+	745	17.0	[]	[]	[8.405317]	[121]	[]	[119081064]
877_1095	chr9	97503359	97503759	+	1000	45.0	[]	[]	[8.405317]	[203]	[]	[97503595]
877_10952	chr11	4607837	4608237	+	778	17.0	[8.405317]	[219]	[]	[]	[4608061]	[]
