#PeakID(python identify_motif.py ./ENCODE_processed_files/IRF2_idr.fa IRF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_10312	chr1	203005602	203006002	+	1000	39.0	[]	[]	[10.991825]	[90]	[]	[203005777]
642_10317	chr1	212721425	212721825	+	1000	39.0	[]	[]	[10.266219]	[149]	[]	[212721637]
642_10321	chr1	223847843	223848243	+	726	39.0	[10.266219]	[212]	[]	[]	[223848081]	[]
642_10323	chr1	228121188	228121588	+	1000	39.0	[6.1232615]	[86]	[]	[]	[228121349]	[]
642_10325	chr1	228500890	228501290	+	1000	39.0	[3.3478272]	[93]	[]	[]	[228501079]	[]
642_10326	chr1	234583720	234584120	+	1000	39.0	[6.848867]	[132]	[]	[]	[234583948]	[]
642_10328	chr1	235513776	235514176	+	1000	39.0	[]	[]	[7.7509656]	[138]	[]	[235514003]
642_10331	chr1	244350916	244351316	+	1000	39.0	[5.7271333]	[117]	[3.4720602]	[93]	[244351127]	[244351103]
642_10348	chr10	73529323	73529723	+	1000	39.0	[5.863081]	[127]	[]	[]	[73529548]	[]
642_10350	chr10	79048201	79048601	+	1000	39.0	[6.848867]	[173]	[]	[]	[79048450]	[]
642_10368	chr11	36149926	36150326	+	1000	39.0	[]	[]	[3.3478272]	[97]	[]	[36150085]
642_1037	chr6	157773401	157773801	+	1000	120.0	[10.006039, 10.266219]	[89, 95]	[]	[]	[157773587, 157773593]	[]
642_10377	chr11	62892289	62892689	+	1000	39.0	[6.694453]	[109]	[16.66425]	[146]	[62892467]	[62892504]
642_10383	chr11	69401712	69402112	+	1000	39.0	[3.2771003, 3.6080077]	[94, 109]	[]	[]	[69401890, 69401905]	[]
642_1039	chr8	29262808	29263208	+	1000	120.0	[]	[]	[12.521293]	[106]	[]	[29263013]
642_104	chr1	241944796	241945196	+	1000	495.0	[]	[]	[18.919323, 5.6029005]	[104, 110]	[]	[241945000, 241945006]
642_1040	chr8	123838135	123838535	+	1000	120.0	[]	[]	[5.6029005, 12.521293]	[92, 98]	[]	[123838316, 123838322]
642_10404	chr12	50589807	50590207	+	1000	39.0	[]	[]	[6.7129197, 6.5886865, 6.7129197]	[138, 150, 156]	[]	[50589982, 50589994, 50590000]
642_10407	chr12	53371468	53371868	+	1000	39.0	[]	[]	[6.5886865]	[143]	[]	[53371708]
642_1041	chrUn_KI270467v1	1058	1458	+	1000	120.0	[]	[]	[7.7509656]	[101]	[]	[1258]
642_10412	chr12	71346388	71346788	+	1000	39.0	[]	[]	[5.6029005, 18.919323, 3.2771003]	[99, 105, 151]	[]	[71346576, 71346582, 71346628]
642_10416	chr12	96699104	96699504	+	1000	39.0	[]	[]	[6.5886865, 6.1232615]	[117, 123]	[]	[96699308, 96699314]
642_10430	chr13	51881261	51881661	+	1000	39.0	[4.593794, 6.5886865]	[119, 125]	[]	[]	[51881452, 51881458]	[]
642_10431	chr13	107994131	107994531	+	1000	39.0	[5.863081]	[179]	[]	[]	[107994358]	[]
642_10432	chr13	110712042	110712442	+	1000	39.0	[10.991825, 4.3336134]	[171, 191]	[]	[]	[110712244, 110712264]	[]
642_10436	chr14	31561171	31561571	+	1000	39.0	[6.5886865]	[95]	[]	[]	[31561349]	[]
642_10437	chr14	34465266	34465666	+	1000	39.0	[5.6029005]	[179]	[]	[]	[34465505]	[]
642_1044	chr1	117606732	117607132	+	1000	119.0	[16.66425]	[108]	[]	[]	[117606926]	[]
642_10441	chr14	73754351	73754751	+	1000	39.0	[12.521293]	[98]	[]	[]	[73754544]	[]
642_10443	chr14	77652111	77652511	+	1000	39.0	[]	[]	[18.919323]	[139]	[]	[77652337]
642_10445	chr15	26081989	26082389	+	1000	39.0	[]	[]	[5.9873137]	[162]	[]	[26082201]
642_10450	chr15	50907752	50908152	+	1000	39.0	[5.863081]	[107]	[]	[]	[50907940]	[]
642_10454	chr15	65743601	65744001	+	1000	39.0	[3.4720602, 4.3336134]	[178, 210]	[]	[]	[65743808, 65743840]	[]
642_10457	chr15	66946705	66947105	+	1000	39.0	[]	[]	[16.66425]	[162]	[]	[66946954]
642_10464	chr15	92881341	92881741	+	1000	39.0	[]	[]	[16.66425]	[189]	[]	[92881533]
642_10470	chr16	10953912	10954312	+	1000	39.0	[]	[]	[6.694453]	[77]	[]	[10954067]
642_10472	chr16	15897788	15898188	+	1000	39.0	[]	[]	[12.521293]	[136]	[]	[15898004]
642_1049	chr2	186951580	186951980	+	1000	119.0	[10.266219, 5.6029005]	[114, 120]	[]	[]	[186951787, 186951793]	[]
642_10496	chr17	38704850	38705250	+	1000	39.0	[10.991825, 4.457846]	[93, 126]	[]	[]	[38705042, 38705075]	[]
642_10499	chr17	44141630	44142030	+	1000	39.0	[]	[]	[4.3336134]	[171]	[]	[44141830]
642_1050	chr2	230564802	230565202	+	1000	119.0	[]	[]	[6.5886865, 13.246898, 12.261112, 5.6029005]	[116, 122, 128, 146]	[]	[230565012, 230565018, 230565024, 230565042]
642_10510	chr17	80254764	80255164	+	1000	39.0	[]	[]	[5.863081]	[94]	[]	[80254916]
642_1052	chr3	17739445	17739845	+	1000	119.0	[3.3478272, 5.6029005, 10.266219, 10.266219]	[69, 75, 80, 156]	[3.5372808, 4.3336134]	[96, 146]	[17739607, 17739613, 17739618, 17739694]	[17739634, 17739684]
642_10523	chr18	31819645	31820045	+	1000	39.0	[]	[]	[3.6080077]	[91]	[]	[31819833]
642_10533	chr19	5773715	5774115	+	1000	39.0	[]	[]	[3.3478272]	[159]	[]	[5773962]
642_10534	chr19	6601443	6601843	+	1000	39.0	[14.409177, 6.5886865]	[88, 94]	[]	[]	[6601615, 6601621]	[]
642_10541	chr19	11529070	11529470	+	1000	39.0	[5.6029005]	[96]	[]	[]	[11529223]	[]
642_10546	chr19	16828831	16829231	+	1000	39.0	[5.863081]	[106]	[]	[]	[16829029]	[]
642_10548	chr19	18022099	18022499	+	1000	39.0	[]	[]	[6.694453]	[133]	[]	[18022305]
642_10549	chr19	18388378	18388778	+	1000	39.0	[]	[]	[5.6029005]	[88]	[]	[18388551]
642_1055	chr6	86683078	86683478	+	1000	119.0	[3.3478272, 10.266219, 5.6029005]	[98, 104, 110]	[]	[]	[86683267, 86683273, 86683279]	[]
642_10551	chr19	39277518	39277918	+	1000	39.0	[]	[]	[6.848867, 13.246898, 5.863081]	[102, 108, 114]	[]	[39277712, 39277718, 39277724]
642_1056	chr8	67505772	67506172	+	1000	119.0	[]	[]	[5.6029005, 18.919323, 13.352664, 3.3478272]	[102, 108, 114, 134]	[]	[67505970, 67505976, 67505982, 67506002]
642_10562	chr19	49817823	49818223	+	1000	39.0	[]	[]	[6.1232615]	[181]	[]	[49818071]
642_1057	chr9	120807624	120808024	+	1000	119.0	[]	[]	[12.521293, 10.006039]	[132, 144]	[]	[120807856, 120807868]
642_10578	chr2	37561657	37562057	+	1000	39.0	[]	[]	[5.6029005]	[108]	[]	[37561845]
642_10579	chr2	46461404	46461804	+	1000	39.0	[3.3478272]	[161]	[]	[]	[46461631]	[]
642_1058	chrX	134338509	134338909	+	1000	119.0	[]	[]	[13.246898, 18.919323]	[102, 108]	[]	[134338709, 134338715]
642_10584	chr2	69770199	69770599	+	1000	39.0	[10.266219, 6.694453]	[133, 159]	[]	[]	[69770403, 69770429]	[]
642_10590	chr2	102074409	102074809	+	1000	39.0	[10.006039, 6.5886865]	[126, 132]	[6.5886865]	[115]	[102074631, 102074637]	[102074620]
642_10595	chr2	144441144	144441544	+	1000	39.0	[]	[]	[5.863081]	[163]	[]	[144441394]
642_10599	chr2	168455882	168456282	+	1000	39.0	[12.521293]	[108]	[]	[]	[168456045]	[]
642_10605	chr2	172753617	172754017	+	1000	39.0	[]	[]	[6.5886865, 6.1232615]	[98, 104]	[]	[172753815, 172753821]
642_10606	chr2	174035960	174036360	+	1000	39.0	[]	[]	[3.3478272, 4.3336134]	[111, 117]	[]	[174036152, 174036158]
642_10607	chr2	177416160	177416560	+	1000	39.0	[]	[]	[3.3478272]	[168]	[]	[177416382]
642_1061	chr1	161561293	161561693	+	1000	118.0	[]	[]	[5.863081]	[97]	[]	[161561464]
642_1063	chr15	65295910	65296310	+	1000	118.0	[]	[]	[10.006039]	[116]	[]	[65296082]
642_10632	chr20	50278936	50279336	+	1000	39.0	[]	[]	[5.6029005, 4.593794]	[82, 88]	[]	[50279093, 50279099]
642_10633	chr20	51033726	51034126	+	1000	39.0	[]	[]	[3.3478272]	[167]	[]	[51033957]
642_10639	chr21	32562361	32562761	+	1000	39.0	[8.736752]	[130]	[]	[]	[32562579]	[]
642_10643	chr21	36112752	36113152	+	908	39.0	[10.130272]	[98]	[]	[]	[36112947]	[]
642_10644	chr21	36298034	36298434	+	1000	39.0	[3.6080077]	[137]	[]	[]	[36298246]	[]
642_10648	chr21	39312303	39312703	+	1000	39.0	[5.6029005, 3.4720602]	[108, 112]	[]	[]	[39312504, 39312508]	[]
642_1065	chr16	74584295	74584695	+	1000	118.0	[]	[]	[12.521293, 12.521293]	[103, 109]	[]	[74584487, 74584493]
642_10654	chr22	19834921	19835321	+	1000	39.0	[5.863081]	[200]	[]	[]	[19835127]	[]
642_10660	chr22	20922344	20922744	+	1000	39.0	[6.694453]	[63]	[]	[]	[20922495]	[]
642_10662	chr22	21590597	21590997	+	1000	39.0	[10.006039]	[142]	[]	[]	[21590779]	[]
642_10663	chr22	21625442	21625842	+	1000	39.0	[3.4720602]	[157]	[6.5886865]	[236]	[21625613]	[21625692]
642_10664	chr22	21748665	21749065	+	1000	39.0	[3.6080077]	[189]	[]	[]	[21748881]	[]
642_1067	chr2	176096550	176096950	+	1000	118.0	[]	[]	[16.66425]	[113]	[]	[176096758]
642_10685	chr22	22976333	22976733	+	1000	39.0	[]	[]	[5.6029005]	[109]	[]	[22976505]
642_10686	chr22	22998402	22998802	+	1000	39.0	[3.4720602]	[72]	[]	[]	[22998561]	[]
642_10688	chr22	23005021	23005421	+	1000	39.0	[3.2771003]	[124]	[]	[]	[23005231]	[]
642_1069	chr6	135523254	135523654	+	1000	118.0	[]	[]	[12.521293]	[133]	[]	[135523476]
642_107	chr22	18149857	18150257	+	1000	492.0	[16.66425]	[123]	[18.919323]	[103]	[18150079]	[18150059]
642_1070	chr7	33039560	33039960	+	1000	118.0	[12.521293, 14.409177]	[81, 114]	[]	[]	[33039729, 33039762]	[]
642_10701	chr3	15305521	15305921	+	1000	39.0	[5.863081]	[100]	[]	[]	[15305717]	[]
642_10702	chr3	19931838	19932238	+	1000	39.0	[]	[]	[3.3478272]	[182]	[]	[19932028]
642_10703	chr3	25837922	25838322	+	1000	39.0	[16.66425, 13.246898]	[85, 91]	[]	[]	[25838102, 25838108]	[]
642_10713	chr3	47250558	47250958	+	1000	39.0	[]	[]	[3.4720602]	[126]	[]	[47250757]
642_10716	chr3	110626797	110627197	+	1000	39.0	[]	[]	[5.6029005, 16.66425, 5.863081]	[136, 142, 148]	[]	[110627003, 110627009, 110627015]
642_10720	chr3	138923414	138923814	+	1000	39.0	[]	[]	[5.863081]	[111]	[]	[138923602]
642_10725	chr3	167750358	167750758	+	1000	39.0	[18.919323]	[118]	[3.4720602]	[174]	[167750518]	[167750574]
642_10728	chr3	172615918	172616318	+	1000	39.0	[]	[]	[8.736752, 12.261112, 16.66425]	[111, 146, 152]	[]	[172616117, 172616152, 172616158]
642_1073	chr1	39936679	39937079	+	1000	117.0	[]	[]	[5.6029005, 12.521293]	[100, 106]	[]	[39936874, 39936880]
642_10731	chr3	185768473	185768873	+	1000	39.0	[]	[]	[12.521293]	[131]	[]	[185768693]
642_10746	chr4	76301388	76301788	+	1000	39.0	[3.6080077]	[84]	[]	[]	[76301572]	[]
642_10747	chr4	78626793	78627193	+	1000	39.0	[]	[]	[6.1232615, 10.266219]	[128, 139]	[]	[78627017, 78627028]
642_10748	chr4	80143399	80143799	+	1000	39.0	[12.261112]	[109]	[]	[]	[80143595]	[]
642_10756	chr5	37197673	37198073	+	798	39.0	[4.3336134, 7.7509656]	[90, 95]	[12.521293]	[159]	[37197848, 37197853]	[37197917]
642_1076	chr1	150926171	150926571	+	1000	117.0	[]	[]	[4.3336134, 5.6029005, 3.4720602, 12.261112]	[101, 105, 124, 160]	[]	[150926363, 150926367, 150926386, 150926422]
642_10769	chr5	138632986	138633386	+	1000	39.0	[3.3478272]	[159]	[]	[]	[138633230]	[]
642_1077	chr11	59666937	59667337	+	1000	117.0	[]	[]	[18.919323, 6.848867]	[117, 123]	[]	[59667145, 59667151]
642_10774	chr5	151126135	151126535	+	1000	39.0	[5.6029005]	[117]	[]	[]	[151126342]	[]
642_10776	chr5	154197300	154197700	+	1000	39.0	[]	[]	[5.6029005]	[96]	[]	[154197464]
642_10777	chr5	169325342	169325742	+	1000	39.0	[8.949526]	[124]	[18.919323, 13.352664]	[95, 101]	[169325550]	[169325521, 169325527]
642_10779	chr5	173885630	173886030	+	1000	39.0	[]	[]	[5.9873137]	[111]	[]	[173885841]
642_1078	chr15	36401567	36401967	+	1000	117.0	[18.919323]	[93]	[]	[]	[36401750]	[]
642_10786	chr6	7899559	7899959	+	1000	39.0	[4.593794]	[67]	[]	[]	[7899711]	[]
642_10788	chr6	15569495	15569895	+	1000	39.0	[]	[]	[10.266219]	[191]	[]	[15569695]
642_10798	chr6	33061960	33062360	+	965	39.0	[5.6029005]	[70]	[]	[]	[33062125]	[]
642_108	chr22	36252867	36253267	+	1000	492.0	[]	[]	[18.919323, 13.246898, 5.863081]	[106, 112, 118]	[]	[36253073, 36253079, 36253085]
642_10803	chr6	41967510	41967910	+	1000	39.0	[]	[]	[3.6080077]	[210]	[]	[41967733]
642_10807	chr6	53335672	53336072	+	982	39.0	[]	[]	[5.6029005, 6.848867]	[104, 110]	[]	[53335864, 53335870]
642_10808	chr6	56862626	56863026	+	1000	39.0	[10.006039]	[105]	[]	[]	[56862823]	[]
642_10813	chr6	73586236	73586636	+	1000	39.0	[16.66425]	[177]	[]	[]	[73586478]	[]
642_10814	chr6	85594531	85594931	+	1000	39.0	[]	[]	[3.6080077]	[140]	[]	[85594732]
642_10818	chr6	119137131	119137531	+	926	39.0	[3.2771003]	[107]	[]	[]	[119137308]	[]
642_1082	chr5	133618114	133618514	+	1000	117.0	[18.919323, 18.919323]	[90, 96]	[]	[]	[133618300, 133618306]	[]
642_10822	chr6	137919682	137920082	+	639	39.0	[4.593794]	[195]	[]	[]	[137919914]	[]
642_10832	chr6	157520897	157521297	+	1000	39.0	[5.863081]	[94]	[]	[]	[157521059]	[]
642_10836	chr6	168482014	168482414	+	1000	39.0	[4.593794, 18.919323, 10.991825]	[83, 89, 113]	[]	[]	[168482183, 168482189, 168482213]	[]
642_10843	chr7	74164960	74165360	+	1000	39.0	[10.991825]	[151]	[]	[]	[74165199]	[]
642_10849	chr7	91561369	91561769	+	1000	39.0	[18.919323]	[105]	[]	[]	[91561567]	[]
642_10852	chr7	100167838	100168238	+	1000	39.0	[6.5886865]	[111]	[]	[]	[100167993]	[]
642_10854	chr7	102420898	102421298	+	733	39.0	[4.3336134]	[153]	[]	[]	[102421125]	[]
642_10857	chr7	107039356	107039756	+	1000	39.0	[3.3478272]	[157]	[]	[]	[107039528]	[]
642_1086	chr1	40458816	40459216	+	1000	116.0	[]	[]	[18.919323, 10.130272]	[109, 115]	[]	[40459024, 40459030]
642_10862	chr7	116950918	116951318	+	1000	39.0	[]	[]	[5.863081]	[98]	[]	[116951083]
642_10868	chr7	135663974	135664374	+	1000	39.0	[4.4393797]	[71]	[3.3478272]	[79]	[135664137]	[135664145]
642_1087	chr1	211687641	211688041	+	1000	116.0	[]	[]	[3.6080077, 3.6080077, 3.6080077, 3.6080077]	[115, 120, 126, 132]	[]	[211687848, 211687853, 211687859, 211687865]
642_10871	chr7	139320939	139321339	+	1000	39.0	[3.4720602]	[75]	[5.6029005]	[101]	[139321114]	[139321140]
642_10872	chr7	140359396	140359796	+	1000	39.0	[18.919323]	[102]	[]	[]	[140359565]	[]
642_10875	chr7	148856258	148856658	+	1000	39.0	[3.5372808]	[56]	[]	[]	[148856410]	[]
642_10881	chr8	6748228	6748628	+	1000	39.0	[]	[]	[6.848867, 10.991825]	[102, 108]	[]	[6748429, 6748435]
642_10885	chr8	40555402	40555802	+	1000	39.0	[5.4251657, 12.521293]	[66, 72]	[]	[]	[40555564, 40555570]	[]
642_10896	chr9	3524515	3524915	+	1000	39.0	[12.521293]	[101]	[]	[]	[3524712]	[]
642_10899	chr9	86585603	86586003	+	1000	39.0	[6.7129197, 13.246898, 13.246898, 6.5886865]	[108, 114, 120, 126]	[]	[]	[86585797, 86585803, 86585809, 86585815]	[]
642_109	chrX	40644714	40645114	+	1000	491.0	[7.8751984, 18.919323]	[83, 89]	[]	[]	[40644896, 40644902]	[]
642_10900	chr9	86682265	86682665	+	1000	39.0	[7.7509656]	[96]	[4.3336134]	[136]	[86682453]	[86682493]
642_10905	chr9	99057886	99058286	+	1000	39.0	[]	[]	[3.4720602]	[117]	[]	[99058103]
642_10906	chr9	100228413	100228813	+	1000	39.0	[]	[]	[13.246898]	[96]	[]	[100228605]
642_10909	chr9	112181189	112181589	+	1000	39.0	[3.2771003]	[156]	[]	[]	[112181414]	[]
642_1091	chr16	89261583	89261983	+	1000	116.0	[]	[]	[5.6029005, 18.919323]	[133, 139]	[]	[89261798, 89261804]
642_10930	chr9	131119870	131120270	+	1000	39.0	[]	[]	[3.3478272]	[127]	[]	[131120028]
642_10931	chr9	131211886	131212286	+	1000	39.0	[6.5886865]	[71]	[]	[]	[131212044]	[]
642_10937	chr9	136363613	136364013	+	1000	39.0	[]	[]	[3.3478272]	[90]	[]	[136363802]
642_10938	chr9	137445224	137445624	+	1000	39.0	[]	[]	[4.3336134]	[82]	[]	[137445390]
642_1094	chr5	78483721	78484121	+	1000	116.0	[]	[]	[5.863081, 6.694453, 4.3336134]	[67, 73, 82]	[]	[78483878, 78483884, 78483893]
642_10941	chrX	119565239	119565639	+	1000	39.0	[]	[]	[3.3478272]	[89]	[]	[119565426]
642_1095	chr6	154229752	154230152	+	1000	116.0	[5.863081, 18.919323]	[99, 105]	[]	[]	[154229942, 154229948]	[]
642_10953	chr1	26127235	26127635	+	1000	38.0	[3.3478272]	[89]	[]	[]	[26127407]	[]
642_10964	chr1	35269766	35270166	+	1000	38.0	[]	[]	[4.593794]	[132]	[]	[35269934]
