#PeakID(python identify_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_10103	chr4	49511430	49511830	+	1000	37.5	[10.276439]	[155]	[]	[]	[49511643]	[]
28_10104	chr4	67575099	67575499	+	1000	37.5	[]	[]	[7.408826]	[116]	[]	[67575257]
28_10109	chr4	102257678	102258078	+	1000	37.5	[]	[]	[7.408826]	[142]	[]	[102257916]
28_10115	chr5	32760011	32760411	+	1000	37.5	[]	[]	[7.657809]	[150]	[]	[32760236]
28_10121	chr5	102670254	102670654	+	914	37.5	[7.408826]	[167]	[]	[]	[102670406]	[]
28_10122	chr5	132526688	132527088	+	1000	37.5	[]	[]	[10.276439]	[169]	[]	[132526917]
28_10125	chr5	134466032	134466432	+	1000	37.5	[10.276439, 7.408826]	[170, 189]	[]	[]	[134466221, 134466240]	[]
28_10126	chr5	138035958	138036358	+	1000	37.5	[10.276439]	[148]	[]	[]	[138036186]	[]
28_10136	chr5	179698044	179698444	+	1000	37.5	[10.276439]	[97]	[7.408826]	[169]	[179698202]	[179698274]
28_1014	chr1	224080079	224080479	+	1000	72.0	[]	[]	[7.0441737]	[145]	[]	[224080274]
28_10141	chr6	10643223	10643623	+	994	37.5	[]	[]	[10.276439]	[196]	[]	[10643469]
28_10145	chr6	17869310	17869710	+	1000	37.5	[]	[]	[7.408826]	[154]	[]	[17869497]
28_10147	chr6	28219050	28219450	+	1000	37.5	[]	[]	[10.276439, 7.408826]	[126, 137]	[]	[28219234, 28219245]
28_10148	chr6	30326000	30326400	+	1000	37.5	[7.0441737]	[207]	[]	[]	[30326240]	[]
28_10155	chr6	36350781	36351181	+	1000	37.5	[7.408826]	[130]	[]	[]	[36350944]	[]
28_10158	chr6	42230091	42230491	+	1000	37.5	[10.276439, 10.276439]	[158, 196]	[7.408826]	[131]	[42230300, 42230338]	[42230273]
28_10160	chr6	52663614	52664014	+	1000	37.5	[7.408826]	[115]	[7.408826]	[167]	[52663797]	[52663849]
28_10163	chr6	137944908	137945308	+	1000	37.5	[]	[]	[7.657809, 7.408826]	[156, 165]	[]	[137945113, 137945122]
28_10165	chr6	143169348	143169748	+	1000	37.5	[]	[]	[7.657809]	[181]	[]	[143169535]
28_10168	chr7	2413847	2414247	+	1000	37.5	[7.408826]	[170]	[]	[]	[2414080]	[]
28_10170	chr7	6007791	6008191	+	780	37.5	[7.0441737]	[141]	[]	[]	[6007955]	[]
28_10183	chr7	99326995	99327395	+	1000	37.5	[7.408826]	[109]	[]	[]	[99327203]	[]
28_10185	chr7	106345361	106345761	+	1000	37.5	[7.408826]	[165]	[]	[]	[106345609]	[]
28_10186	chr7	107205540	107205940	+	1000	37.5	[]	[]	[7.408826, 7.408826, 10.276439]	[143, 171, 180]	[]	[107205733, 107205761, 107205770]
28_10193	chr7	129432876	129433276	+	924	37.5	[]	[]	[10.276439]	[221]	[]	[129433112]
28_10196	chr7	132419539	132419939	+	1000	37.5	[9.601446]	[189]	[]	[]	[132419784]	[]
28_10200	chr7	143892504	143892904	+	1000	37.5	[]	[]	[7.657809]	[133]	[]	[143892702]
28_10209	chr8	53884536	53884936	+	1000	37.5	[7.408826]	[146]	[7.408826]	[198]	[53884689]	[53884741]
28_1021	chr17_KI270729v1_random	3242	3642	+	1000	72.0	[7.657809, 7.408826, 10.276439, 7.657809, 7.657809, 7.657809, 7.657809, 7.657809, 7.657809, 7.657809, 7.657809]	[99, 129, 134, 139, 154, 169, 174, 179, 184, 189, 194]	[]	[]	[3396, 3426, 3431, 3436, 3451, 3466, 3471, 3476, 3481, 3486, 3491]	[]
28_10210	chr8	56013912	56014312	+	1000	37.5	[7.408826]	[187]	[]	[]	[56014139]	[]
28_10213	chr8	67066327	67066727	+	1000	37.5	[10.276439, 10.276439]	[75, 137]	[]	[]	[67066501, 67066563]	[]
28_1022	chr19	1099448	1099848	+	1000	72.0	[7.657809]	[111]	[]	[]	[1099654]	[]
28_10225	chr9	114487467	114487867	+	1000	37.5	[7.408826]	[202]	[7.657809]	[152]	[114487710]	[114487660]
28_10243	chr1	8873269	8873669	+	1000	37.0	[7.0441737, 7.0441737]	[85, 182]	[]	[]	[8873423, 8873520]	[]
28_10248	chr1	22105637	22106037	+	713	37.0	[]	[]	[7.0441737]	[138]	[]	[22105866]
28_10260	chr1	52674568	52674968	+	1000	37.0	[]	[]	[7.408826]	[165]	[]	[52674781]
28_10267	chr1	89550931	89551331	+	1000	37.0	[7.408826]	[147]	[]	[]	[89551153]	[]
28_10268	chr1	95169755	95170155	+	1000	37.0	[]	[]	[10.276439]	[185]	[]	[95169987]
28_10277	chr1	151611413	151611813	+	1000	37.0	[7.408826]	[169]	[]	[]	[151611591]	[]
28_10278	chr1	154975801	154976201	+	1000	37.0	[]	[]	[7.408826]	[144]	[]	[154975956]
28_10279	chr1	155000736	155001136	+	1000	37.0	[]	[]	[7.408826]	[130]	[]	[155000917]
28_1028	chr3	9986694	9987094	+	1000	72.0	[]	[]	[10.276439]	[123]	[]	[9986915]
28_10285	chr1	175125343	175125743	+	1000	37.0	[7.408826, 7.408826]	[137, 193]	[]	[]	[175125508, 175125564]	[]
28_10288	chr1	181905934	181906334	+	1000	37.0	[7.408826]	[150]	[]	[]	[181906174]	[]
28_1029	chr4	26782216	26782616	+	1000	72.0	[]	[]	[7.0441737]	[175]	[]	[26782457]
28_10294	chr1	206725610	206726010	+	1000	37.0	[]	[]	[10.276439]	[138]	[]	[206725793]
28_10304	chr10	5390577	5390977	+	1000	37.0	[10.276439]	[159]	[7.408826]	[123]	[5390772]	[5390736]
28_10306	chr10	12265810	12266210	+	1000	37.0	[]	[]	[7.408826]	[89]	[]	[12265992]
28_10307	chr10	17430495	17430895	+	1000	37.0	[7.408826]	[97]	[]	[]	[17430654]	[]
28_10309	chr10	24897315	24897715	+	1000	37.0	[]	[]	[7.408826]	[144]	[]	[24897510]
28_1031	chr6	150150846	150151246	+	1000	72.0	[7.408826]	[113]	[]	[]	[150151055]	[]
28_10312	chr10	35332168	35332568	+	1000	37.0	[7.0441737]	[111]	[]	[]	[35332332]	[]
28_10315	chr10	48482253	48482653	+	1000	37.0	[10.276439]	[110]	[]	[]	[48482423]	[]
28_10323	chr10	124692833	124693233	+	1000	37.0	[7.657809]	[84]	[]	[]	[124693003]	[]
28_10343	chr11	76919847	76920247	+	1000	37.0	[7.408826, 7.408826]	[69, 144]	[]	[]	[76919999, 76920074]	[]
28_10350	chr11	118001665	118002065	+	1000	37.0	[]	[]	[10.276439]	[118]	[]	[118001857]
28_10360	chr12	54958032	54958432	+	846	37.0	[]	[]	[7.0441737]	[94]	[]	[54958213]
28_10361	chr12	54987582	54987982	+	1000	37.0	[7.408826, 7.408826, 7.408826]	[103, 131, 148]	[]	[]	[54987739, 54987767, 54987784]	[]
28_10362	chr12	56695815	56696215	+	1000	37.0	[]	[]	[10.276439]	[132]	[]	[56695995]
28_10365	chr12	110431419	110431819	+	1000	37.0	[7.0441737]	[119]	[]	[]	[110431599]	[]
28_10376	chr14	34981135	34981535	+	1000	37.0	[7.408826]	[170]	[]	[]	[34981362]	[]
28_10378	chr14	76715006	76715406	+	875	37.0	[10.276439]	[123]	[]	[]	[76715224]	[]
28_10386	chr15	58515723	58516123	+	1000	37.0	[10.276439]	[172]	[]	[]	[58515928]	[]
28_1039	chr16	75621050	75621450	+	1000	71.5	[10.276439]	[121]	[]	[]	[75621251]	[]
28_10396	chr16	21083902	21084302	+	1000	37.0	[10.276439, 7.657809, 10.276439]	[115, 145, 207]	[]	[]	[21084056, 21084086, 21084148]	[]
28_10400	chr16	67028293	67028693	+	1000	37.0	[]	[]	[10.276439, 7.408826]	[196, 204]	[]	[67028520, 67028528]
28_10403	chr16	74296017	74296417	+	989	37.0	[7.408826]	[63]	[]	[]	[74296178]	[]
28_10410	chr17	7484309	7484709	+	1000	37.0	[7.408826, 7.408826, 9.601446]	[154, 175, 198]	[]	[]	[7484516, 7484537, 7484560]	[]
28_10414	chr17	28912269	28912669	+	1000	37.0	[7.657809]	[98]	[]	[]	[28912448]	[]
28_10417	chr17	44132269	44132669	+	1000	37.0	[]	[]	[10.276439]	[166]	[]	[44132468]
28_10434	chr19	35306136	35306536	+	1000	37.0	[7.408826]	[102]	[]	[]	[35306305]	[]
28_10435	chr19	35845094	35845494	+	1000	37.0	[]	[]	[7.408826]	[127]	[]	[35845290]
28_1044	chr22	23240739	23241139	+	1000	71.5	[]	[]	[7.657809]	[80]	[]	[23240918]
28_10444	chr19	50372726	50373126	+	1000	37.0	[7.0441737]	[205]	[]	[]	[50372938]	[]
28_10450	chr2	26242965	26243365	+	1000	37.0	[]	[]	[7.408826]	[105]	[]	[26243133]
28_10451	chr2	28366786	28367186	+	1000	37.0	[]	[]	[7.408826]	[154]	[]	[28366967]
28_10456	chr2	55106114	55106514	+	1000	37.0	[7.408826]	[138]	[]	[]	[55106317]	[]
28_1046	chr6	16342317	16342717	+	1000	71.5	[7.657809, 7.657809]	[106, 156]	[]	[]	[16342508, 16342558]	[]
28_10469	chr2	166364393	166364793	+	1000	37.0	[7.0441737]	[160]	[]	[]	[166364600]	[]
28_10474	chr20	34888573	34888973	+	1000	37.0	[7.0441737]	[144]	[7.408826]	[94]	[34888806]	[34888756]
28_10476	chr20	35664944	35665344	+	1000	37.0	[9.601446]	[151]	[]	[]	[35665170]	[]
28_10480	chr20	50434470	50434870	+	1000	37.0	[7.0441737]	[165]	[]	[]	[50434709]	[]
28_10487	chr21	43659095	43659495	+	1000	37.0	[7.657809]	[86]	[]	[]	[43659274]	[]
28_10496	chr22	20675528	20675928	+	1000	37.0	[7.0441737]	[168]	[]	[]	[20675719]	[]
28_10497	chr22	20721586	20721986	+	1000	37.0	[7.0441737, 7.0441737]	[145, 164]	[]	[]	[20721787, 20721806]	[]
28_1050	chr9	33619566	33619966	+	1000	71.5	[7.657809, 7.657809]	[84, 136]	[]	[]	[33619750, 33619802]	[]
28_10502	chr22	22082790	22083190	+	1000	37.0	[]	[]	[7.657809]	[152]	[]	[22082978]
28_10503	chr22	22373806	22374206	+	1000	37.0	[10.276439]	[200]	[]	[]	[22374037]	[]
28_10504	chr22	22444592	22444992	+	1000	37.0	[]	[]	[10.276439]	[185]	[]	[22444838]
28_10507	chr22	22947013	22947413	+	1000	37.0	[]	[]	[7.657809]	[177]	[]	[22947225]
28_1051	chr9	130746436	130746836	+	1000	71.5	[7.657809]	[106]	[]	[]	[130746636]	[]
28_10510	chr22	37904922	37905322	+	1000	37.0	[10.276439]	[142]	[]	[]	[37905160]	[]
28_10520	chr3	32947717	32948117	+	1000	37.0	[7.0441737, 7.408826]	[132, 140]	[]	[]	[32947910, 32947918]	[]
28_10521	chr3	33636028	33636428	+	844	37.0	[7.408826]	[154]	[]	[]	[33636277]	[]
28_10522	chr3	37135854	37136254	+	922	37.0	[]	[]	[7.657809]	[168]	[]	[37136086]
28_10523	chr3	40457953	40458353	+	1000	37.0	[]	[]	[7.408826]	[66]	[]	[40458116]
28_10527	chr3	129054662	129055062	+	962	37.0	[]	[]	[7.0441737, 7.0441737]	[80, 116]	[]	[129054823, 129054859]
28_10529	chr3	150763980	150764380	+	1000	37.0	[]	[]	[9.601446]	[191]	[]	[150764207]
28_10530	chr3	152271424	152271824	+	1000	37.0	[]	[]	[7.408826]	[166]	[]	[152271670]
28_10531	chr3	171328808	171329208	+	1000	37.0	[7.408826]	[110]	[]	[]	[171329015]	[]
28_10540	chr4	38062004	38062404	+	1000	37.0	[10.276439]	[153]	[9.601446]	[163]	[38062243]	[38062253]
28_10543	chr4	55543988	55544388	+	1000	37.0	[7.408826]	[204]	[]	[]	[55544233]	[]
28_10553	chr5	39167342	39167742	+	1000	37.0	[7.0441737]	[203]	[]	[]	[39167573]	[]
28_10557	chr5	77881563	77881963	+	1000	37.0	[7.657809]	[177]	[]	[]	[77881784]	[]
28_10559	chr5	95649162	95649562	+	1000	37.0	[7.657809, 10.276439]	[154, 178]	[]	[]	[95649373, 95649397]	[]
28_10561	chr5	112848183	112848583	+	1000	37.0	[]	[]	[7.0441737]	[149]	[]	[112848354]
28_10565	chr5	132176896	132177296	+	1000	37.0	[7.408826]	[134]	[7.0441737]	[139]	[132177097]	[132177102]
28_10566	chr5	132652048	132652448	+	1000	37.0	[7.657809]	[122]	[]	[]	[132652260]	[]
28_10569	chr5	170151416	170151816	+	952	37.0	[]	[]	[10.276439]	[200]	[]	[170151634]
28_10577	chr6	7615522	7615922	+	1000	37.0	[10.276439]	[110]	[]	[]	[7615729]	[]
28_10584	chr6	30782705	30783105	+	1000	37.0	[7.408826]	[152]	[]	[]	[30782947]	[]
28_10591	chr6	42128999	42129399	+	1000	37.0	[]	[]	[7.408826]	[74]	[]	[42129150]
28_10593	chr6	47495909	47496309	+	1000	37.0	[7.408826, 7.408826, 7.408826]	[118, 161, 166]	[]	[]	[47496063, 47496106, 47496111]	[]
28_10605	chr6	144087789	144088189	+	985	37.0	[]	[]	[7.408826]	[209]	[]	[144088034]
28_1061	chr17	23016156	23016556	+	1000	71.0	[]	[]	[10.276439, 7.657809]	[97, 114]	[]	[23016352, 23016369]
28_10616	chr7	24794075	24794475	+	1000	37.0	[7.408826]	[152]	[]	[]	[24794277]	[]
28_10619	chr7	26417814	26418214	+	1000	37.0	[7.408826]	[75]	[7.408826]	[133]	[26417968]	[26418026]
28_10622	chr7	65722428	65722828	+	716	37.0	[7.408826, 7.408826]	[87, 114]	[]	[]	[65722587, 65722614]	[]
28_10628	chr7	101143481	101143881	+	1000	37.0	[]	[]	[7.408826]	[68]	[]	[101143640]
28_10629	chr7	105232906	105233306	+	1000	37.0	[]	[]	[7.408826, 7.408826]	[80, 89]	[]	[105233077, 105233086]
28_1063	chr18	12491832	12492232	+	1000	71.0	[]	[]	[10.276439]	[95]	[]	[12492014]
28_10634	chr7	121032685	121033085	+	1000	37.0	[]	[]	[7.408826]	[142]	[]	[121032893]
28_10637	chr7	129559668	129560068	+	1000	37.0	[10.276439]	[196]	[]	[]	[129559879]	[]
28_10640	chr7	139984633	139985033	+	1000	37.0	[]	[]	[7.408826]	[137]	[]	[139984846]
28_10643	chr7	143256842	143257242	+	1000	37.0	[]	[]	[10.276439]	[84]	[]	[143257011]
28_10649	chr8	85843365	85843765	+	1000	37.0	[]	[]	[7.657809]	[77]	[]	[85843536]
28_10651	chr8	101207316	101207716	+	1000	37.0	[]	[]	[10.276439]	[166]	[]	[101207566]
28_10656	chr8	129575695	129576095	+	1000	37.0	[]	[]	[10.276439]	[130]	[]	[129575901]
28_10658	chr8	143294007	143294407	+	1000	37.0	[]	[]	[7.0441737]	[191]	[]	[143294234]
28_1066	chr22	20118327	20118727	+	1000	71.0	[7.408826]	[132]	[]	[]	[20118533]	[]
28_10684	chr1	10055656	10056056	+	1000	36.5	[7.657809]	[153]	[]	[]	[10055884]	[]
28_10686	chr1	12617775	12618175	+	1000	36.5	[]	[]	[7.408826]	[79]	[]	[12617954]
28_10687	chr1	15674762	15675162	+	1000	36.5	[]	[]	[7.0441737]	[117]	[]	[15674951]
28_10689	chr1	16890721	16891121	+	783	36.5	[]	[]	[7.408826]	[138]	[]	[16890944]
28_1069	chr6	27753184	27753584	+	1000	71.0	[9.601446]	[212]	[]	[]	[27753402]	[]
28_10691	chr1	21916780	21917180	+	1000	36.5	[]	[]	[10.276439, 9.601446]	[144, 157]	[]	[21916967, 21916980]
28_10694	chr1	26376739	26377139	+	1000	36.5	[]	[]	[7.408826]	[223]	[]	[26376982]
28_10697	chr1	27021661	27022061	+	1000	36.5	[7.657809]	[193]	[]	[]	[27021859]	[]
28_10700	chr1	28507052	28507452	+	1000	36.5	[]	[]	[10.276439]	[182]	[]	[28507267]
28_10714	chr1	109889017	109889417	+	956	36.5	[]	[]	[7.408826]	[165]	[]	[109889265]
28_10715	chr1	110412503	110412903	+	1000	36.5	[]	[]	[7.657809]	[105]	[]	[110412671]
28_10722	chr1	151051177	151051577	+	1000	36.5	[]	[]	[10.276439]	[202]	[]	[151051384]
28_10724	chr1	155692123	155692523	+	1000	36.5	[7.408826, 10.276439]	[93, 119]	[]	[]	[155692277, 155692303]	[]
28_10727	chr1	165928192	165928592	+	1000	36.5	[10.276439]	[131]	[]	[]	[165928423]	[]
28_10729	chr1	169326893	169327293	+	1000	36.5	[7.408826, 10.276439]	[144, 162]	[10.276439]	[133]	[169327088, 169327106]	[169327077]
28_10732	chr1	181151425	181151825	+	1000	36.5	[7.408826]	[147]	[]	[]	[181151637]	[]
28_10744	chr1	227134921	227135321	+	1000	36.5	[]	[]	[10.276439]	[175]	[]	[227135151]
28_10747	chr1	234495714	234496114	+	1000	36.5	[7.408826, 7.408826, 7.408826, 7.408826, 7.408826, 7.408826]	[64, 69, 74, 84, 89, 148]	[]	[]	[234495869, 234495874, 234495879, 234495889, 234495894, 234495953]	[]
28_10751	chr1	247470799	247471199	+	951	36.5	[]	[]	[7.408826]	[78]	[]	[247470962]
28_10752	chr10	3890672	3891072	+	1000	36.5	[7.657809]	[233]	[]	[]	[3890908]	[]
28_10755	chr10	14889435	14889835	+	1000	36.5	[10.276439]	[120]	[]	[]	[14889623]	[]
28_10758	chr10	32948413	32948813	+	1000	36.5	[7.0441737]	[197]	[]	[]	[32948652]	[]
28_10768	chr11	10808635	10809035	+	1000	36.5	[]	[]	[9.601446]	[61]	[]	[10808790]
28_10778	chr11	75022886	75023286	+	1000	36.5	[]	[]	[7.657809]	[166]	[]	[75023116]
28_10782	chr11	124171325	124171725	+	1000	36.5	[]	[]	[10.276439, 7.408826]	[177, 192]	[]	[124171535, 124171550]
28_10786	chr12	48118858	48119258	+	1000	36.5	[]	[]	[7.657809, 7.408826]	[105, 137]	[]	[48119010, 48119042]
28_10788	chr12	48815142	48815542	+	748	36.5	[]	[]	[9.601446]	[148]	[]	[48815385]
28_10789	chr12	53380766	53381166	+	1000	36.5	[]	[]	[7.657809]	[189]	[]	[53380999]
28_1079	chr11	126352878	126353278	+	1000	70.5	[]	[]	[7.408826, 10.276439, 7.408826, 7.408826, 10.276439]	[116, 124, 159, 200, 208]	[]	[126353033, 126353041, 126353076, 126353117, 126353125]
28_10790	chr12	53727737	53728137	+	1000	36.5	[7.657809]	[211]	[]	[]	[53727981]	[]
28_10791	chr12	54191505	54191905	+	1000	36.5	[7.408826]	[100]	[]	[]	[54191698]	[]
28_1080	chr15	40593760	40594160	+	1000	70.5	[7.408826]	[158]	[]	[]	[40593921]	[]
28_10800	chr12	111841489	111841889	+	1000	36.5	[]	[]	[7.408826, 7.408826]	[145, 154]	[]	[111841722, 111841731]
28_10802	chr12	118330335	118330735	+	1000	36.5	[]	[]	[7.408826]	[220]	[]	[118330565]
28_10804	chr12	123713548	123713948	+	1000	36.5	[7.408826]	[157]	[]	[]	[123713773]	[]
28_10805	chr12	131434429	131434829	+	989	36.5	[]	[]	[7.408826]	[103]	[]	[131434613]
28_10808	chr14	22870466	22870866	+	1000	36.5	[10.276439]	[114]	[]	[]	[22870634]	[]
28_1081	chr16	34571582	34571982	+	1000	70.5	[]	[]	[7.657809, 7.657809]	[93, 116]	[]	[34571740, 34571763]
28_10811	chr14	96762638	96763038	+	1000	36.5	[10.276439]	[100]	[]	[]	[96762791]	[]
28_10813	chr15	55235740	55236140	+	1000	36.5	[]	[]	[10.276439]	[136]	[]	[55235912]
28_10815	chr15	60479070	60479470	+	1000	36.5	[7.408826]	[121]	[]	[]	[60479283]	[]
28_10820	chr16	144910	145310	+	1000	36.5	[7.408826]	[152]	[]	[]	[145090]	[]
28_10823	chr16	3187714	3188114	+	978	36.5	[]	[]	[9.601446]	[158]	[]	[3187916]
28_10825	chr16	12037073	12037473	+	1000	36.5	[7.0441737]	[90]	[]	[]	[12037250]	[]
28_1083	chr19	1021356	1021756	+	1000	70.5	[]	[]	[7.0441737]	[175]	[]	[1021553]
28_10834	chr16	89786457	89786857	+	1000	36.5	[]	[]	[9.601446]	[142]	[]	[89786681]
28_10835	chr17	1342732	1343132	+	1000	36.5	[10.276439]	[114]	[]	[]	[1342925]	[]
28_10843	chr17	42183268	42183668	+	1000	36.5	[7.408826]	[96]	[]	[]	[42183463]	[]
28_10853	chr17	59107125	59107525	+	1000	36.5	[7.0441737]	[164]	[]	[]	[59107346]	[]
28_1087	chr3	12999245	12999645	+	1000	70.5	[7.408826]	[141]	[10.276439]	[122]	[12999457]	[12999438]
28_10872	chr19	2387396	2387796	+	1000	36.5	[]	[]	[7.408826]	[160]	[]	[2387591]
28_10875	chr19	5967919	5968319	+	918	36.5	[7.0441737]	[173]	[]	[]	[5968162]	[]
28_10878	chr19	12788828	12789228	+	1000	36.5	[7.408826]	[138]	[]	[]	[12789038]	[]
28_1088	chr3	195697859	195698259	+	1000	70.5	[]	[]	[7.0441737]	[71]	[]	[195698010]
28_10890	chr2	17710699	17711099	+	1000	36.5	[7.408826]	[156]	[10.276439]	[224]	[17710864]	[17710932]
28_10900	chr2	55099870	55100270	+	1000	36.5	[7.408826]	[209]	[]	[]	[55100099]	[]
28_10902	chr2	64643304	64643704	+	1000	36.5	[]	[]	[7.408826]	[186]	[]	[64643537]
28_10909	chr2	130337898	130338298	+	1000	36.5	[]	[]	[10.276439]	[89]	[]	[130338071]
28_10915	chr2	171225233	171225633	+	957	36.5	[]	[]	[7.408826]	[156]	[]	[171225460]
28_1092	chr6	83974644	83975044	+	1000	70.5	[10.276439]	[82]	[]	[]	[83974817]	[]
28_10920	chr20	36924176	36924576	+	1000	36.5	[]	[]	[7.408826]	[124]	[]	[36924331]
28_10924	chr20	48620640	48621040	+	1000	36.5	[]	[]	[7.408826]	[93]	[]	[48620828]
28_10925	chr20	48905028	48905428	+	1000	36.5	[7.408826]	[165]	[]	[]	[48905261]	[]
28_1093	chr7	102080760	102081160	+	1000	70.5	[]	[]	[7.408826]	[187]	[]	[102080991]
28_10932	chr21	33199800	33200200	+	1000	36.5	[7.408826, 7.657809]	[107, 164]	[]	[]	[33199964, 33200021]	[]
28_10935	chr22	16624489	16624889	+	1000	36.5	[7.408826]	[121]	[]	[]	[16624683]	[]
28_10937	chr22	20005754	20006154	+	1000	36.5	[]	[]	[10.276439, 7.657809]	[114, 153]	[]	[20005912, 20005951]
28_1094	chr9	128306340	128306740	+	1000	70.5	[7.0441737]	[150]	[]	[]	[128306538]	[]
28_10940	chr22	20864634	20865034	+	1000	36.5	[]	[]	[7.408826, 10.276439]	[119, 176]	[]	[20864805, 20864862]
28_10943	chr22	22012080	22012480	+	1000	36.5	[10.276439]	[124]	[]	[]	[22012255]	[]
28_10945	chr22	22531688	22532088	+	1000	36.5	[7.657809]	[130]	[]	[]	[22531858]	[]
28_10948	chr3	6608804	6609204	+	1000	36.5	[10.276439]	[107]	[]	[]	[6608980]	[]
28_10956	chr3	41893935	41894335	+	1000	36.5	[]	[]	[10.276439, 7.657809]	[133, 144]	[]	[41894146, 41894157]
28_1096	chr1	16678104	16678504	+	1000	70.0	[]	[]	[7.0441737]	[147]	[]	[16678347]
28_10960	chr3	139390422	139390822	+	1000	36.5	[7.0441737]	[173]	[]	[]	[139390628]	[]
28_10970	chr4	78650048	78650448	+	1000	36.5	[7.408826]	[68]	[]	[]	[78650201]	[]
28_10981	chr5	32313181	32313581	+	1000	36.5	[]	[]	[7.657809, 7.657809]	[105, 134]	[]	[32313378, 32313407]
28_10982	chr5	32612979	32613379	+	1000	36.5	[]	[]	[7.408826, 10.276439]	[118, 150]	[]	[32613137, 32613169]
28_10983	chr5	39102659	39103059	+	1000	36.5	[7.408826]	[96]	[10.276439]	[115]	[39102841]	[39102860]
28_10984	chr5	40826583	40826983	+	1000	36.5	[]	[]	[7.408826]	[100]	[]	[40826776]
28_10986	chr5	55390536	55390936	+	1000	36.5	[]	[]	[7.657809, 7.657809]	[112, 154]	[]	[55390721, 55390763]
28_10988	chr5	62308422	62308822	+	1000	36.5	[]	[]	[7.0441737]	[93]	[]	[62308579]
