#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F3_idr.fa E2F3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
227_10533	chr7	151233214	151233614	+	1000	37.5	[]	[]	[7.071043]	[149]	[]	[151233456]
227_10537	chr8	79768376	79768776	+	1000	37.5	[6.5268717]	[137]	[]	[]	[79768597]	[]
227_10541	chr8	120445414	120445814	+	1000	37.5	[8.259437]	[98]	[]	[]	[120445611]	[]
227_10543	chr8	125429024	125429424	+	995	37.5	[7.071043]	[188]	[]	[]	[125429267]	[]
227_10549	chr9	127224083	127224483	+	1000	37.5	[6.425717, 8.259437]	[132, 182]	[]	[]	[127224235, 127224285]	[]
227_10551	chr9	129726601	129727001	+	1000	37.5	[]	[]	[8.259437]	[200]	[]	[129726821]
227_10553	chr9	136885951	136886351	+	1000	37.5	[7.071043]	[104]	[]	[]	[136886109]	[]
227_10554	chrX	7927233	7927633	+	1000	37.5	[7.071043]	[109]	[8.259437, 7.6141095]	[130, 153]	[7927417]	[7927438, 7927461]
227_10556	chrX	14872850	14873250	+	1000	37.5	[]	[]	[8.259437]	[111]	[]	[14873048]
227_10559	chrX	48800449	48800849	+	1000	37.5	[7.071043]	[93]	[]	[]	[48800628]	[]
227_10561	chrX	119482601	119483001	+	1000	37.5	[7.071043]	[67]	[]	[]	[119482762]	[]
227_10563	chr1	2226748	2227148	+	1000	37.0	[]	[]	[8.259437]	[201]	[]	[2226981]
227_10596	chr1	161046067	161046467	+	1000	37.0	[6.425717]	[160]	[6.425717]	[197]	[161046251]	[161046288]
227_10599	chr1	165828771	165829171	+	762	37.0	[6.425717]	[213]	[6.425717]	[211]	[165829007]	[165829005]
227_10606	chr1	205238119	205238519	+	1000	37.0	[]	[]	[8.259437]	[146]	[]	[205238344]
227_10615	chr10	5692663	5693063	+	999	37.0	[8.259437]	[116]	[6.425717]	[96]	[5692852]	[5692832]
227_10617	chr10	21535158	21535558	+	1000	37.0	[]	[]	[7.071043]	[160]	[]	[21535381]
227_10619	chr10	25174403	25174803	+	1000	37.0	[]	[]	[8.259437]	[113]	[]	[25174574]
227_10622	chr10	47384083	47384483	+	1000	37.0	[]	[]	[6.425717, 8.259437]	[153, 181]	[]	[47384305, 47384333]
227_10624	chr10	50417980	50418380	+	1000	37.0	[6.5268717]	[97]	[7.6141095, 6.425717]	[61, 89]	[50418167]	[50418131, 50418159]
227_10628	chr10	71708143	71708543	+	1000	37.0	[]	[]	[6.425717]	[207]	[]	[71708381]
227_1063	chr5	151770878	151771278	+	1000	81.0	[6.5268717]	[134]	[]	[]	[151771105]	[]
227_10641	chr11	64342177	64342577	+	1000	37.0	[7.071043]	[213]	[]	[]	[64342401]	[]
227_10643	chr11	72223244	72223644	+	1000	37.0	[7.6141095]	[181]	[]	[]	[72223482]	[]
227_10649	chr11	125592390	125592790	+	1000	37.0	[]	[]	[6.5268717]	[136]	[]	[125592616]
227_10650	chr12	6613985	6614385	+	933	37.0	[]	[]	[8.259437]	[159]	[]	[6614194]
227_10652	chr12	56988274	56988674	+	1000	37.0	[7.071043, 7.071043]	[124, 155]	[]	[]	[56988467, 56988498]	[]
227_1066	chr9	137301339	137301739	+	1000	81.0	[8.259437]	[102]	[]	[]	[137301523]	[]
227_10665	chr13	113209824	113210224	+	1000	37.0	[6.5268717]	[107]	[]	[]	[113210013]	[]
227_1067	chrX	53421983	53422383	+	1000	81.0	[8.259437, 8.259437]	[107, 139]	[]	[]	[53422183, 53422215]	[]
227_10672	chr14	73886635	73887035	+	1000	37.0	[8.259437]	[120]	[8.259437]	[98]	[73886840]	[73886818]
227_10677	chr15	40382981	40383381	+	1000	37.0	[]	[]	[7.6141095]	[82]	[]	[40383151]
227_10678	chr15	41828080	41828480	+	1000	37.0	[]	[]	[7.071043]	[159]	[]	[41828245]
227_10679	chr15	55289594	55289994	+	1000	37.0	[]	[]	[7.6141095, 6.5268717]	[98, 151]	[]	[55289757, 55289810]
227_1068	chr1	28369415	28369815	+	1000	80.5	[]	[]	[8.259437]	[93]	[]	[28369602]
227_10683	chr15	78077130	78077530	+	775	37.0	[]	[]	[8.259437]	[119]	[]	[78077311]
227_10685	chr15	90101608	90102008	+	1000	37.0	[]	[]	[8.259437]	[118]	[]	[90101821]
227_10689	chr16	11667780	11668180	+	859	37.0	[]	[]	[6.5268717]	[132]	[]	[11667958]
227_10696	chr16	28974555	28974955	+	1000	37.0	[]	[]	[8.259437]	[158]	[]	[28974769]
227_10698	chr16	31094387	31094787	+	1000	37.0	[7.6141095]	[105]	[]	[]	[31094571]	[]
227_10717	chr17	74203663	74204063	+	1000	37.0	[8.259437]	[158]	[8.259437]	[214]	[74203854]	[74203910]
227_10719	chr17	78127231	78127631	+	1000	37.0	[6.5268717, 6.425717]	[84, 148]	[]	[]	[78127386, 78127450]	[]
227_1072	chr10	5684385	5684785	+	1000	80.5	[]	[]	[8.259437, 6.5268717]	[85, 108]	[]	[5684553, 5684576]
227_10722	chr17	82351801	82352201	+	1000	37.0	[]	[]	[6.425717]	[223]	[]	[82352028]
227_10728	chr18	79679391	79679791	+	1000	37.0	[6.425717]	[83]	[7.071043]	[129]	[79679570]	[79679616]
227_10733	chr19	14381878	14382278	+	775	37.0	[]	[]	[8.259437]	[237]	[]	[14382129]
227_10734	chr19	15125454	15125854	+	1000	37.0	[]	[]	[6.425717]	[154]	[]	[15125672]
227_10735	chr19	15180808	15181208	+	1000	37.0	[6.5268717]	[118]	[]	[]	[15181000]	[]
227_10738	chr19	35436791	35437191	+	619	37.0	[]	[]	[6.5268717]	[215]	[]	[35436964]
227_1074	chr10	73772261	73772661	+	1000	80.5	[6.5268717]	[92]	[6.425717]	[106]	[73772448]	[73772462]
227_10740	chr19	41351146	41351546	+	1000	37.0	[8.259437]	[166]	[]	[]	[41351344]	[]
227_10742	chr19	51553145	51553545	+	983	37.0	[]	[]	[6.425717]	[188]	[]	[51553365]
227_10748	chr2	61177845	61178245	+	1000	37.0	[]	[]	[7.6141095, 8.259437]	[93, 115]	[]	[61178026, 61178048]
227_10749	chr2	62456873	62457273	+	1000	37.0	[]	[]	[7.6141095]	[214]	[]	[62457104]
227_1075	chr10	75235923	75236323	+	1000	80.5	[7.6141095]	[90]	[]	[]	[75236111]	[]
227_10753	chr2	117814536	117814936	+	1000	37.0	[]	[]	[6.425717]	[187]	[]	[117814746]
227_10759	chr2	201451964	201452364	+	1000	37.0	[6.425717]	[126]	[]	[]	[201452128]	[]
227_10760	chr2	216498780	216499180	+	1000	37.0	[]	[]	[8.259437]	[68]	[]	[216498940]
227_10776	chr22	17562922	17563322	+	1000	37.0	[7.071043]	[96]	[]	[]	[17563091]	[]
227_1080	chr15	44427441	44427841	+	1000	80.5	[8.259437]	[120]	[]	[]	[44427644]	[]
227_10805	chr22	21054612	21055012	+	1000	37.0	[7.071043]	[182]	[]	[]	[21054854]	[]
227_1082	chr16	2980247	2980647	+	1000	80.5	[6.425717]	[145]	[7.6141095]	[143]	[2980459]	[2980457]
227_1083	chr19	267285	267685	+	1000	80.5	[8.259437]	[173]	[8.259437]	[151]	[267531]	[267509]
227_10830	chr3	136195966	136196366	+	1000	37.0	[6.425717]	[104]	[8.259437]	[151]	[136196161]	[136196208]
227_10833	chr3	161221362	161221762	+	1000	37.0	[]	[]	[7.6141095]	[107]	[]	[161221537]
227_10835	chr3	180989319	180989719	+	819	37.0	[]	[]	[8.259437]	[115]	[]	[180989486]
227_10839	chr3	196431626	196432026	+	1000	37.0	[8.259437]	[107]	[]	[]	[196431800]	[]
227_10846	chr4	105146305	105146705	+	1000	37.0	[6.425717]	[125]	[7.071043]	[189]	[105146463]	[105146527]
227_10852	chr5	33440363	33440763	+	1000	37.0	[8.259437]	[122]	[]	[]	[33440572]	[]
227_1086	chr2	101001949	101002349	+	1000	80.5	[8.259437]	[59]	[]	[]	[101002103]	[]
227_10863	chr5	120463957	120464357	+	1000	37.0	[7.071043]	[160]	[6.425717]	[156]	[120464168]	[120464164]
227_10873	chr5	177517256	177517656	+	1000	37.0	[8.259437]	[69]	[]	[]	[177517422]	[]
227_1088	chr22	19986784	19987184	+	1000	80.5	[6.5268717]	[158]	[]	[]	[19986979]	[]
227_10891	chr6	56955055	56955455	+	1000	37.0	[]	[]	[8.259437, 6.5268717]	[67, 146]	[]	[56955207, 56955286]
227_109	chr4	39977870	39978270	+	1000	218.0	[6.425717, 8.259437]	[70, 145]	[7.071043, 8.259437]	[81, 164]	[39978022, 39978097]	[39978033, 39978116]
227_10906	chr7	1473990	1474390	+	1000	37.0	[8.259437, 6.5268717]	[105, 176]	[]	[]	[1474154, 1474225]	[]
227_1091	chr4	124475	124875	+	1000	80.5	[8.259437]	[218]	[]	[]	[124726]	[]
227_10912	chr7	92528165	92528565	+	1000	37.0	[7.071043]	[102]	[7.071043]	[151]	[92528339]	[92528388]
227_10916	chr7	103347592	103347992	+	1000	37.0	[8.259437]	[149]	[]	[]	[103347815]	[]
227_10926	chr8	9551062	9551462	+	1000	37.0	[8.259437]	[165]	[]	[]	[9551280]	[]
227_10938	chr9	6757748	6758148	+	987	37.0	[]	[]	[7.6141095]	[122]	[]	[6757963]
227_10939	chr9	33167452	33167852	+	896	37.0	[6.425717]	[127]	[]	[]	[33167648]	[]
227_10943	chr9	130043470	130043870	+	1000	37.0	[7.6141095]	[180]	[8.259437, 6.425717]	[109, 119]	[130043711]	[130043640, 130043650]
227_10946	chr9	136109628	136110028	+	989	37.0	[6.425717]	[140]	[]	[]	[136109783]	[]
227_10947	chr9	136206884	136207284	+	1000	37.0	[]	[]	[8.259437]	[196]	[]	[136207133]
227_1095	chr7	112790129	112790529	+	1000	80.5	[]	[]	[6.5268717]	[224]	[]	[112790375]
227_10953	chrX	7147908	7148308	+	1000	37.0	[]	[]	[6.425717]	[113]	[]	[7148116]
227_10954	chrX	130109585	130109985	+	1000	37.0	[8.259437, 8.259437, 8.259437, 8.259437]	[88, 106, 114, 120]	[]	[]	[130109773, 130109791, 130109799, 130109805]	[]
227_1097	chr1	19251471	19251871	+	1000	80.0	[8.259437]	[109]	[]	[]	[19251672]	[]
227_10974	chr1	32892847	32893247	+	1000	36.5	[]	[]	[7.071043]	[168]	[]	[32893069]
227_10981	chr1	85276143	85276543	+	952	36.5	[8.259437]	[208]	[6.425717]	[216]	[85276360]	[85276368]
227_10988	chr1	156500466	156500866	+	1000	36.5	[7.071043]	[147]	[]	[]	[156500678]	[]
227_1099	chr1	241519322	241519722	+	1000	80.0	[]	[]	[6.425717, 8.259437]	[58, 87]	[]	[241519475, 241519504]
227_10997	chr1	169106774	169107174	+	1000	36.5	[]	[]	[6.5268717]	[154]	[]	[169107009]
227_110	chr8	47960707	47961107	+	1000	217.5	[8.259437]	[130]	[7.071043]	[122]	[47960923]	[47960915]
227_11005	chr1	227728101	227728501	+	1000	36.5	[]	[]	[8.259437]	[129]	[]	[227728263]
227_11011	chr10	7408446	7408846	+	1000	36.5	[7.6141095]	[89]	[]	[]	[7408633]	[]
227_11018	chr10	69914605	69915005	+	1000	36.5	[8.259437]	[109]	[]	[]	[69914793]	[]
227_1102	chr12	62602218	62602618	+	1000	80.0	[6.5268717]	[108]	[7.071043, 8.259437]	[82, 93]	[62602422]	[62602396, 62602407]
227_11020	chr10	75233756	75234156	+	1000	36.5	[6.425717]	[162]	[]	[]	[75233946]	[]
227_11022	chr10	102399362	102399762	+	1000	36.5	[]	[]	[6.425717]	[179]	[]	[102399607]
227_11025	chr11	575466	575866	+	1000	36.5	[7.071043]	[132]	[]	[]	[575630]	[]
227_11028	chr11	10750847	10751247	+	1000	36.5	[6.425717]	[102]	[]	[]	[10751025]	[]
227_11041	chr11	78139469	78139869	+	1000	36.5	[]	[]	[8.259437]	[91]	[]	[78139635]
227_11052	chr12	76031465	76031865	+	1000	36.5	[6.5268717]	[121]	[6.425717]	[138]	[76031660]	[76031677]
227_1106	chr4	70993372	70993772	+	1000	80.0	[8.259437]	[99]	[]	[]	[70993561]	[]
227_11062	chr13	20773490	20773890	+	1000	36.5	[6.425717, 7.071043]	[120, 132]	[]	[]	[20773652, 20773664]	[]
227_11075	chr14	23057654	23058054	+	1000	36.5	[6.425717, 7.6141095, 6.5268717]	[56, 102, 129]	[]	[]	[23057806, 23057852, 23057879]	[]
227_11077	chr14	76918808	76919208	+	1000	36.5	[8.259437]	[90]	[]	[]	[76918997]	[]
227_1108	chr7	100656211	100656611	+	1000	80.0	[8.259437, 8.259437]	[94, 143]	[]	[]	[100656391, 100656440]	[]
227_11080	chr15	67065602	67066002	+	1000	36.5	[7.071043, 6.5268717]	[176, 200]	[]	[]	[67065797, 67065821]	[]
227_11090	chr16	31105771	31106171	+	771	36.5	[6.425717]	[94]	[6.425717]	[105]	[31105950]	[31105961]
227_11095	chr16	80540625	80541025	+	748	36.5	[]	[]	[6.5268717]	[174]	[]	[80540874]
227_11098	chr16	84726021	84726421	+	777	36.5	[]	[]	[8.259437]	[232]	[]	[84726271]
227_111	chr22	20917146	20917546	+	1000	216.5	[7.6141095]	[110]	[]	[]	[20917297]	[]
227_11108	chr17	40026942	40027342	+	1000	36.5	[]	[]	[8.259437]	[79]	[]	[40027114]
227_1111	chr9	35079815	35080215	+	1000	80.0	[]	[]	[8.259437]	[124]	[]	[35080021]
227_11120	chr18	31101886	31102286	+	1000	36.5	[7.6141095]	[162]	[]	[]	[31102080]	[]
227_11121	chr18	79987996	79988396	+	1000	36.5	[6.5268717, 8.259437]	[153, 173]	[7.6141095]	[108]	[79988198, 79988218]	[79988153]
227_11123	chr19	604978	605378	+	707	36.5	[]	[]	[8.259437]	[149]	[]	[605185]
227_11126	chr19	3984105	3984505	+	1000	36.5	[]	[]	[6.425717]	[191]	[]	[3984320]
227_11127	chr19	4471590	4471990	+	1000	36.5	[8.259437]	[129]	[]	[]	[4471811]	[]
227_11134	chr19	13846551	13846951	+	1000	36.5	[7.071043]	[91]	[]	[]	[13846731]	[]
227_11136	chr19	18001098	18001498	+	1000	36.5	[6.425717]	[127]	[7.6141095]	[157]	[18001310]	[18001340]
227_11138	chr19	36489537	36489937	+	1000	36.5	[]	[]	[7.6141095, 8.259437]	[162, 186]	[]	[36489730, 36489754]
227_1115	chr1	26161541	26161941	+	1000	79.5	[8.259437]	[94]	[]	[]	[26161727]	[]
227_11152	chr2	74147680	74148080	+	1000	36.5	[]	[]	[7.071043]	[146]	[]	[74147848]
227_11154	chr2	85537676	85538076	+	1000	36.5	[]	[]	[7.071043]	[115]	[]	[85537833]
227_11157	chr2	112482391	112482791	+	1000	36.5	[]	[]	[8.259437]	[90]	[]	[112482554]
227_11168	chr20	49989301	49989701	+	1000	36.5	[8.259437]	[127]	[]	[]	[49989500]	[]
