#PeakID(python identify_motif.py ./ENCODE_processed_files/CREB1_idr.fa CREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
789_1014	chr17	74513844	74514244	+	1000	302.0	[14.340561, 14.340561, 14.340561, 14.340561, 14.340561, 14.340561]	[62, 79, 96, 113, 130, 147]	[7.304901, 7.304901, 7.304901, 7.304901, 7.304901, 7.304901]	[62, 79, 96, 113, 130, 147]	[74514004, 74514021, 74514038, 74514055, 74514072, 74514089]	[74514004, 74514021, 74514038, 74514055, 74514072, 74514089]
789_10148	chr11	71410341	71410741	+	1000	63.0	[11.507445, 9.55874]	[145, 178]	[10.053962, 7.7968802]	[137, 178]	[71410548, 71410581]	[71410540, 71410581]
789_1015	chr5	172771134	172771534	+	1000	302.0	[12.391855, 7.573706]	[80, 127]	[12.391855, 7.3216233]	[80, 127]	[172771313, 172771360]	[172771313, 172771360]
789_10153	chr12	52948650	52949050	+	1000	63.0	[7.5305133]	[127]	[7.611034]	[127]	[52948848]	[52948848]
789_10158	chr12	123387515	123387915	+	1000	63.0	[]	[]	[6.7814016]	[71]	[]	[123387686]
789_1016	chr7	140696449	140696849	+	1000	302.0	[12.391855]	[111]	[12.391855]	[111]	[140696655]	[140696655]
789_10161	chr12	132379971	132380371	+	1000	63.0	[]	[]	[9.522412, 9.535811]	[110, 141]	[]	[132380176, 132380207]
789_10166	chr14	50668273	50668673	+	1000	63.0	[]	[]	[8.492485]	[203]	[]	[50668485]
789_1017	chr1	6579798	6580198	+	1000	301.0	[12.391855]	[103]	[12.391855]	[103]	[6580000]	[6580000]
789_10170	chr15	82892501	82892901	+	1000	63.0	[7.304901]	[128]	[14.340561]	[128]	[82892726]	[82892726]
789_10171	chr15	89367415	89367815	+	1000	63.0	[12.391855]	[124]	[12.391855]	[124]	[89367626]	[89367626]
789_10172	chr15	93035893	93036293	+	1000	63.0	[6.6679616]	[87]	[6.6679616]	[97]	[93036073]	[93036083]
789_10185	chr16	78796237	78796637	+	1000	63.0	[11.325602, 6.702695]	[69, 114]	[7.587105]	[69]	[78796406, 78796451]	[78796406]
789_10188	chr16	80027190	80027590	+	1000	63.0	[7.8243337]	[114]	[9.472043, 7.778084]	[87, 114]	[80027399]	[80027372, 80027399]
789_1019	chr3	43286309	43286709	+	1000	301.0	[12.391855]	[101]	[12.391855]	[101]	[43286506]	[43286506]
789_10190	chr17	39461187	39461587	+	1000	63.0	[6.7118297]	[131]	[]	[]	[39461402]	[]
789_1020	chr1	154183062	154183462	+	1000	300.0	[6.9910398]	[90]	[7.0666766]	[90]	[154183246]	[154183246]
789_10200	chr18	60053773	60054173	+	1000	63.0	[]	[]	[8.492485]	[51]	[]	[60053924]
789_10202	chr19	3502868	3503268	+	1000	63.0	[7.0666766]	[102]	[6.9910398]	[102]	[3503065]	[3503065]
789_1021	chr1	173867820	173868220	+	1000	300.0	[12.391855]	[112]	[12.391855]	[112]	[173868032]	[173868032]
789_10213	chr19	49930489	49930889	+	1000	63.0	[]	[]	[6.730626]	[134]	[]	[49930700]
789_10216	chr2	62195790	62196190	+	1000	63.0	[7.778084]	[146]	[7.8243337]	[146]	[62196024]	[62196024]
789_10219	chr2	135052386	135052786	+	1000	63.0	[7.302018]	[89]	[6.599558, 7.6658115]	[68, 89]	[135052570]	[135052549, 135052570]
789_1022	chr12	42325944	42326344	+	1000	300.0	[7.5305133]	[97]	[7.611034]	[97]	[42326138]	[42326138]
789_10220	chr2	144359100	144359500	+	1000	63.0	[7.2336946]	[136]	[8.939746]	[115]	[144359305]	[144359284]
789_10222	chr2	178242260	178242660	+	1000	63.0	[12.391855]	[116]	[12.391855]	[116]	[178242460]	[178242460]
789_10224	chr2	215436090	215436490	+	1000	63.0	[12.391855]	[68]	[12.391855]	[68]	[215436244]	[215436244]
789_10225	chr20	10218627	10219027	+	1000	63.0	[12.391855]	[91]	[12.391855]	[91]	[10218810]	[10218810]
789_10229	chr20	41632832	41633232	+	1000	63.0	[]	[]	[6.6892962]	[126]	[]	[41633045]
789_10233	chr20	63339319	63339719	+	1000	63.0	[8.105255]	[151]	[10.268989, 8.320283, 10.268989, 10.268989]	[123, 151, 179, 207]	[63339512]	[63339484, 63339512, 63339540, 63339568]
789_10234	chr21	14270996	14271396	+	1000	63.0	[9.614517, 7.573706]	[64, 126]	[7.3216233]	[126]	[14271149, 14271211]	[14271211]
789_10235	chr21	32884061	32884461	+	1000	63.0	[14.340561]	[104]	[7.304901]	[104]	[32884261]	[32884261]
789_10236	chr21	33491607	33492007	+	1000	63.0	[10.268989]	[147]	[]	[]	[33491843]	[]
789_1024	chr15	74695847	74696247	+	1000	300.0	[11.325602]	[100]	[7.587105]	[100]	[74696043]	[74696043]
789_10241	chr22	19175753	19176153	+	1000	63.0	[9.614517]	[135]	[]	[]	[19175947]	[]
789_1025	chr16	34586624	34587024	+	1000	300.0	[]	[]	[9.501078]	[87]	[]	[34586811]
789_10256	chr3	124653731	124654131	+	1000	63.0	[14.340561, 6.6892962]	[79, 144]	[7.304901]	[79]	[124653889, 124653954]	[124653889]
789_1026	chr17	68955224	68955624	+	1000	300.0	[9.535811, 7.8243337]	[74, 110]	[7.778084]	[110]	[68955392, 68955428]	[68955428]
789_10260	chr3	168094729	168095129	+	1000	63.0	[6.9910398]	[148]	[6.6892962, 7.0666766]	[98, 148]	[168094975]	[168094925, 168094975]
789_10264	chr4	6641640	6642040	+	1000	63.0	[7.587105]	[141]	[11.325602]	[141]	[6641877]	[6641877]
789_10267	chr4	73222891	73223291	+	1000	63.0	[]	[]	[6.6389275]	[111]	[]	[73223096]
789_1027	chr2	127700564	127700964	+	1000	300.0	[9.726789]	[63]	[9.614517]	[117]	[127700725]	[127700779]
789_10273	chr5	55997687	55998087	+	665	63.0	[9.501078, 7.587105]	[97, 134]	[11.325602]	[134]	[55997860, 55997897]	[55997897]
789_10274	chr5	60978958	60979358	+	1000	63.0	[6.6389275]	[87]	[]	[]	[60979117]	[]
789_10277	chr5	88675768	88676168	+	1000	63.0	[12.391855]	[105]	[12.391855]	[105]	[88675973]	[88675973]
789_1029	chrX	119565209	119565609	+	1000	300.0	[12.391855]	[102]	[12.391855]	[102]	[119565409]	[119565409]
789_10297	chr6	130993353	130993753	+	1000	63.0	[7.6658115, 10.268989]	[85, 153]	[7.302018]	[85]	[130993507, 130993575]	[130993507]
789_10298	chr6	134065647	134066047	+	1000	63.0	[6.6461034, 7.304901, 7.587105]	[94, 97, 135]	[14.340561, 11.325602]	[97, 135]	[134065827, 134065830, 134065868]	[134065830, 134065868]
789_103	chr16	2267941	2268341	+	1000	637.0	[12.391855, 8.320283]	[81, 131]	[12.391855, 8.105255]	[81, 131]	[2268114, 2268164]	[2268114, 2268164]
789_1030	chr10	18651434	18651834	+	1000	299.0	[8.105255]	[103]	[8.320283]	[103]	[18651637]	[18651637]
789_10302	chr7	56328337	56328737	+	1000	63.0	[12.391855]	[110]	[12.391855]	[110]	[56328547]	[56328547]
789_10308	chr7	138439232	138439632	+	1000	63.0	[7.2208457]	[121]	[]	[]	[138439449]	[]
789_10312	chr8	22918233	22918633	+	1000	63.0	[9.093543]	[132]	[]	[]	[22918446]	[]
789_10313	chr8	38153898	38154298	+	1000	63.0	[14.340561]	[108]	[7.304901]	[108]	[38154093]	[38154093]
789_10314	chr8	73459508	73459908	+	1000	63.0	[9.472043, 9.745586]	[109, 129]	[11.507445]	[112]	[73459710, 73459730]	[73459713]
789_10315	chr8	79793608	79794008	+	1000	63.0	[6.6892962]	[156]	[9.745586]	[159]	[79793848]	[79793851]
789_10316	chr8	101109397	101109797	+	1000	63.0	[9.472043]	[124]	[]	[]	[101109600]	[]
789_1032	chr4	20700202	20700602	+	1000	299.0	[12.391855]	[106]	[12.391855]	[106]	[20700406]	[20700406]
789_10325	chr9	131635339	131635739	+	1000	63.0	[]	[]	[9.745586]	[113]	[]	[131635517]
789_10326	chr9	132901867	132902267	+	1000	63.0	[7.3216233]	[113]	[7.573706]	[113]	[132902074]	[132902074]
789_10329	chr1	6517543	6517943	+	1000	62.0	[9.55874]	[124]	[7.7968802]	[124]	[6517755]	[6517755]
789_1033	chr4	98929871	98930271	+	1000	299.0	[6.726624]	[144]	[7.2540293]	[155]	[98930098]	[98930109]
789_10330	chr1	7810398	7810798	+	1000	62.0	[7.573706]	[152]	[7.3216233]	[152]	[7810644]	[7810644]
789_10332	chr1	12658954	12659354	+	1000	62.0	[9.745586]	[154]	[]	[]	[12659202]	[]
789_10334	chr1	24536526	24536926	+	1000	62.0	[7.3216233]	[105]	[7.573706]	[105]	[24536717]	[24536717]
789_10338	chr1	35499706	35500106	+	1000	62.0	[]	[]	[11.507445]	[69]	[]	[35499861]
789_10343	chr1	46477404	46477804	+	1000	62.0	[7.3216233]	[126]	[7.573706]	[126]	[46477619]	[46477619]
789_10349	chr1	154354546	154354946	+	1000	62.0	[]	[]	[6.599558]	[104]	[]	[154354745]
789_10350	chr1	155991091	155991491	+	1000	62.0	[7.587105, 7.587105]	[92, 121]	[11.325602, 11.325602]	[92, 121]	[155991274, 155991303]	[155991274, 155991303]
789_10358	chr1	236353103	236353503	+	1000	62.0	[6.7118297]	[182]	[]	[]	[236353354]	[]
789_1036	chr14	67619561	67619961	+	1000	298.0	[12.391855]	[96]	[12.391855]	[96]	[67619748]	[67619748]
789_10361	chr10	30357074	30357474	+	1000	62.0	[6.893674, 7.304901]	[86, 140]	[14.340561]	[140]	[30357252, 30357306]	[30357306]
789_10363	chr10	59892699	59893099	+	1000	62.0	[7.8243337]	[106]	[7.778084]	[106]	[59892898]	[59892898]
789_10367	chr11	3841290	3841690	+	1000	62.0	[7.6658115]	[114]	[7.302018]	[114]	[3841458]	[3841458]
789_1037	chr4	38667242	38667642	+	1000	298.0	[10.053962]	[118]	[7.2208457]	[121]	[38667456]	[38667459]
789_10370	chr11	36115413	36115813	+	1000	62.0	[7.587105]	[77]	[11.325602]	[77]	[36115580]	[36115580]
789_10371	chr11	57402662	57403062	+	1000	62.0	[11.325602]	[62]	[7.587105, 9.745586]	[62, 113]	[57402813]	[57402813, 57402864]
789_10378	chr11	65371141	65371541	+	1000	62.0	[6.730626]	[157]	[]	[]	[65371337]	[]
789_10379	chr11	65455000	65455400	+	1000	62.0	[7.587105]	[170]	[11.325602, 8.492485]	[170, 186]	[65455235]	[65455235, 65455251]
789_1038	chr9	37465263	37465663	+	1000	298.0	[8.320283]	[91]	[8.105255]	[91]	[37465447]	[37465447]
789_1039	chr19	55117525	55117925	+	1000	297.0	[12.391855]	[72]	[12.391855]	[72]	[55117689]	[55117689]
789_10390	chr14	22715165	22715565	+	1000	62.0	[9.253607, 9.253607]	[96, 173]	[9.253607, 9.253607]	[96, 173]	[22715331, 22715408]	[22715331, 22715408]
789_10393	chr15	36951923	36952323	+	1000	62.0	[7.302018]	[159]	[7.6658115]	[159]	[36952170]	[36952170]
789_10396	chr15	63179062	63179462	+	1000	62.0	[12.391855]	[126]	[12.391855]	[126]	[63179254]	[63179254]
789_10397	chr15	64835734	64836134	+	1000	62.0	[11.325602]	[112]	[7.587105]	[112]	[64835943]	[64835943]
789_104	chr6	41920969	41921369	+	1000	637.0	[7.304901]	[149]	[14.340561]	[149]	[41921216]	[41921216]
789_1040	chr3	170357447	170357847	+	1000	297.0	[12.391855]	[117]	[12.391855]	[117]	[170357661]	[170357661]
789_10400	chr15	90184007	90184407	+	1000	62.0	[]	[]	[6.7118297]	[107]	[]	[90184203]
789_10408	chr16	69396049	69396449	+	1000	62.0	[12.391855]	[97]	[12.391855]	[97]	[69396239]	[69396239]
789_10409	chr16	84881659	84882059	+	1000	62.0	[11.325602]	[140]	[7.587105]	[140]	[84881894]	[84881894]
789_1041	chrX	15335467	15335867	+	1000	297.0	[11.325602, 7.5305133]	[77, 131]	[7.587105, 7.611034]	[77, 131]	[15335638, 15335692]	[15335638, 15335692]
789_10410	chr16	90081937	90082337	+	1000	62.0	[8.492485]	[146]	[]	[]	[90082176]	[]
789_10414	chr17	32111401	32111801	+	1000	62.0	[]	[]	[11.507445]	[71]	[]	[32111566]
789_10418	chr18	2894304	2894704	+	1000	62.0	[6.7814016]	[110]	[]	[]	[2894497]	[]
789_10420	chr18	3585796	3586196	+	1000	62.0	[9.745586]	[127]	[]	[]	[3586018]	[]
789_10423	chr18	62850608	62851008	+	1000	62.0	[]	[]	[9.522412]	[128]	[]	[62850768]
789_10425	chr19	247148	247548	+	1000	62.0	[6.6389275]	[157]	[]	[]	[247364]	[]
789_1043	chr1	42963570	42963970	+	1000	296.0	[14.340561]	[117]	[7.304901]	[117]	[42963769]	[42963769]
789_10432	chr19	39996282	39996682	+	1000	62.0	[8.105255]	[114]	[8.320283]	[114]	[39996496]	[39996496]
789_1044	chr10	63133050	63133450	+	1000	296.0	[12.391855]	[94]	[8.492485, 12.391855]	[56, 94]	[63133240]	[63133202, 63133240]
789_10444	chr2	38552230	38552630	+	1000	62.0	[]	[]	[9.472043]	[108]	[]	[38552430]
789_10447	chr2	46179072	46179472	+	1000	62.0	[7.2336946, 12.391855]	[59, 106]	[12.391855]	[106]	[46179224, 46179271]	[46179271]
789_1045	chr17	34961306	34961706	+	1000	296.0	[7.611034]	[104]	[7.5305133]	[104]	[34961509]	[34961509]
789_10456	chr2	196123802	196124202	+	1000	62.0	[]	[]	[6.7580795]	[112]	[]	[196124014]
789_10459	chr20	760957	761357	+	1000	62.0	[8.320283]	[141]	[8.105255]	[141]	[761196]	[761196]
789_10461	chr20	23147824	23148224	+	1000	62.0	[9.479219]	[109]	[]	[]	[23148016]	[]
789_10466	chr22	21448007	21448407	+	1000	62.0	[6.6389275]	[66]	[]	[]	[21448166]	[]
789_1047	chr15	75726179	75726579	+	1000	295.0	[10.066811, 7.2208457, 7.611034, 11.507445]	[61, 72, 97, 105]	[7.5523715, 6.7814016, 7.5305133]	[61, 87, 97]	[75726339, 75726350, 75726375, 75726383]	[75726339, 75726365, 75726375]
789_10472	chr22	31055541	31055941	+	1000	62.0	[14.340561]	[76]	[7.304901, 6.7814016]	[76, 79]	[31055699]	[31055699, 31055702]
789_10473	chr22	50247727	50248127	+	1000	62.0	[12.391855]	[127]	[12.391855]	[127]	[50247939]	[50247939]
789_10474	chr3	9715778	9716178	+	1000	62.0	[6.6679616]	[154]	[10.268989]	[157]	[9716018]	[9716021]
789_10479	chr3	25433899	25434299	+	1000	62.0	[12.391855]	[91]	[12.391855]	[91]	[25434088]	[25434088]
789_10482	chr3	45273690	45274090	+	1000	62.0	[]	[]	[6.6461034]	[90]	[]	[45273877]
789_10487	chr3	170181502	170181902	+	1000	62.0	[]	[]	[9.093543]	[138]	[]	[170181674]
789_10489	chr3	181720236	181720636	+	948	62.0	[12.391855]	[136]	[12.391855]	[136]	[181720470]	[181720470]
789_10491	chr4	8479182	8479582	+	940	62.0	[9.501078]	[119]	[7.435873]	[122]	[8479371]	[8479374]
789_10495	chr4	86934040	86934440	+	1000	62.0	[10.268989, 7.2336946]	[76, 126]	[]	[]	[86934209, 86934259]	[]
789_105	chr3	38164839	38165239	+	1000	635.0	[12.391855]	[102]	[12.391855]	[102]	[38165039]	[38165039]
789_10501	chr4	184474529	184474929	+	1000	62.0	[]	[]	[7.435873]	[166]	[]	[184474773]
789_1051	chr7	92134599	92134999	+	1000	295.0	[6.7118297]	[131]	[]	[]	[92134822]	[]
789_10512	chr5	141691330	141691730	+	1000	62.0	[]	[]	[6.730626]	[156]	[]	[141691507]
789_1052	chr7	100429072	100429472	+	1000	295.0	[6.9573374]	[104]	[7.144837]	[104]	[100429273]	[100429273]
789_10520	chr6	26205892	26206292	+	1000	62.0	[7.7968802]	[93]	[9.55874]	[93]	[26206073]	[26206073]
789_10530	chr6	80250392	80250792	+	1000	62.0	[9.745586]	[119]	[]	[]	[80250596]	[]
789_10531	chr6	131646266	131646666	+	1000	62.0	[7.435873]	[148]	[]	[]	[131646507]	[]
789_10537	chr7	24821349	24821749	+	1000	62.0	[6.730626]	[124]	[]	[]	[24821565]	[]
789_10538	chr7	28409108	28409508	+	1000	62.0	[12.391855, 10.268989]	[113, 130]	[12.391855]	[113]	[28409308, 28409325]	[28409308]
789_10542	chr7	100157701	100158101	+	1000	62.0	[7.587105]	[116]	[11.325602]	[116]	[100157899]	[100157899]
789_1055	chrX	14029743	14030143	+	1000	295.0	[7.0666766]	[131]	[6.9910398]	[131]	[14029960]	[14029960]
789_10551	chr8	1758965	1759365	+	1000	62.0	[7.611034]	[79]	[7.5305133]	[79]	[1759128]	[1759128]
789_10558	chr8	141228422	141228822	+	1000	62.0	[11.507445, 9.55974]	[119, 130]	[]	[]	[141228633, 141228644]	[]
789_10562	chr9	37395677	37396077	+	1000	62.0	[7.3216233]	[89]	[7.573706]	[89]	[37395863]	[37395863]
789_10564	chr9	99075409	99075809	+	1000	62.0	[]	[]	[6.893674]	[107]	[]	[99075573]
789_10567	chr9	127862451	127862851	+	1000	62.0	[7.611034]	[147]	[9.472043, 7.5305133]	[138, 147]	[127862672]	[127862663, 127862672]
789_1057	chr2	46500107	46500507	+	1000	294.0	[11.325602]	[82]	[7.587105]	[82]	[46500277]	[46500277]
789_10570	chrUn_KI270745v1	27032	27432	+	1000	62.0	[7.304901]	[125]	[14.340561]	[125]	[27250]	[27250]
789_10575	chr1	3907151	3907551	+	1000	61.0	[7.573706]	[114]	[7.3216233]	[114]	[3907346]	[3907346]
789_10579	chr1	30918963	30919363	+	1000	61.0	[7.304901]	[85]	[14.340561]	[85]	[30919127]	[30919127]
789_10590	chr1	117605669	117606069	+	1000	61.0	[7.5233374]	[141]	[7.2848296]	[141]	[117605908]	[117605908]
789_10594	chr1	169312144	169312544	+	1000	61.0	[6.6389275]	[147]	[]	[]	[169312322]	[]
789_10600	chr1	228168566	228168966	+	1000	61.0	[12.391855]	[91]	[12.391855]	[91]	[228168753]	[228168753]
789_10603	chr10	17229727	17230127	+	1000	61.0	[]	[]	[8.939746]	[136]	[]	[17229962]
789_10607	chr10	72296005	72296405	+	1000	61.0	[7.144837]	[107]	[6.9573374]	[107]	[72296198]	[72296198]
789_1061	chr9	2844097	2844497	+	1000	294.0	[12.391855]	[114]	[12.391855]	[114]	[2844304]	[2844304]
789_10614	chr11	32374182	32374582	+	1000	61.0	[]	[]	[9.270329]	[137]	[]	[32374417]
789_10618	chr11	61800588	61800988	+	1000	61.0	[6.726624]	[141]	[]	[]	[61800823]	[]
789_10619	chr11	61949564	61949964	+	1000	61.0	[14.340561, 7.435873]	[75, 141]	[7.304901, 6.7814016]	[75, 78]	[61949723, 61949789]	[61949723, 61949726]
789_1062	chr16	31117444	31117844	+	1000	293.0	[7.6658115]	[125]	[7.302018]	[125]	[31117660]	[31117660]
789_10623	chr11	77045983	77046383	+	1000	61.0	[7.6658115]	[79]	[7.302018]	[79]	[77046144]	[77046144]
789_10625	chr11	108593554	108593954	+	1000	61.0	[6.6461034]	[145]	[]	[]	[108593725]	[]
789_10628	chr12	4153458	4153858	+	1000	61.0	[]	[]	[11.507445]	[105]	[]	[4153632]
789_1064	chr4	107989574	107989974	+	1000	293.0	[7.6658115]	[132]	[7.302018]	[132]	[107989794]	[107989794]
789_10641	chr13	50357573	50357973	+	1000	61.0	[7.0390015, 7.5523715, 6.7814016, 7.304901]	[63, 78, 92, 95]	[10.066811, 14.340561]	[78, 95]	[50357731, 50357746, 50357760, 50357763]	[50357746, 50357763]
789_10642	chr13	107872951	107873351	+	1000	61.0	[14.340561]	[66]	[7.304901, 6.6389275]	[66, 98]	[107873117]	[107873117, 107873149]
789_10646	chr14	76151747	76152147	+	1000	61.0	[11.325602]	[88]	[7.587105]	[88]	[76151915]	[76151915]
789_10649	chr15	74610464	74610864	+	1000	61.0	[6.6389275]	[168]	[]	[]	[74610708]	[]
789_1065	chr10	35194880	35195280	+	1000	292.0	[9.233536, 14.340561, 14.340561]	[79, 99, 110]	[7.304901, 7.304901]	[99, 110]	[35195054, 35195074, 35195085]	[35195074, 35195085]
789_10653	chr16	22282272	22282672	+	1000	61.0	[]	[]	[6.6679616]	[133]	[]	[22282495]
789_1066	chr14	75660995	75661395	+	1000	292.0	[9.55874]	[91]	[7.7968802]	[91]	[75661185]	[75661185]
789_10660	chr16	86738268	86738668	+	1000	61.0	[7.7968802]	[113]	[9.55874]	[113]	[86738455]	[86738455]
789_10663	chr17	41679145	41679545	+	1000	61.0	[7.587105]	[197]	[11.325602]	[197]	[41679378]	[41679378]
789_10668	chr17	81153265	81153665	+	1000	61.0	[11.507445]	[144]	[]	[]	[81153497]	[]
789_10673	chr18	832118	832518	+	1000	61.0	[9.614517]	[157]	[]	[]	[832344]	[]
