#PeakID(python identify_motif.py ./ENCODE_processed_files/CREB1_idr.fa CREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
789_10701	chr2	142873322	142873722	+	1000	61.0	[6.939924, 7.304901, 6.730626, 14.340561]	[92, 95, 115, 124]	[14.340561, 7.304901]	[95, 124]	[142873506, 142873509, 142873529, 142873538]	[142873509, 142873538]
789_10702	chr2	156343841	156344241	+	1000	61.0	[14.340561]	[111]	[7.304901]	[111]	[156344036]	[156344036]
789_10725	chr3	33902143	33902543	+	1000	61.0	[9.522412]	[183]	[]	[]	[33902381]	[]
789_10730	chr3	49500956	49501356	+	1000	61.0	[7.7968802]	[118]	[9.55874]	[118]	[49501173]	[49501173]
789_10738	chr4	7031983	7032383	+	1000	61.0	[7.304901]	[137]	[7.2336946, 14.340561]	[91, 137]	[7032195]	[7032149, 7032195]
789_10747	chr5	134739128	134739528	+	1000	61.0	[7.5233374]	[117]	[7.2848296]	[117]	[134739341]	[134739341]
789_1075	chr1	35193055	35193455	+	1000	291.0	[11.507445]	[108]	[]	[]	[35193244]	[]
789_10756	chr6	13486620	13487020	+	1000	61.0	[11.507445]	[136]	[]	[]	[13486839]	[]
789_1076	chr10	97687280	97687680	+	1000	291.0	[12.391855]	[97]	[12.391855]	[97]	[97687476]	[97687476]
789_10767	chr6	133957889	133958289	+	854	61.0	[9.233536]	[136]	[]	[]	[133958080]	[]
789_10780	chr7	87110773	87111173	+	1000	61.0	[10.066811]	[97]	[7.5523715]	[97]	[87110957]	[87110957]
789_10788	chr7	139699926	139700326	+	1000	61.0	[7.778084]	[125]	[7.8243337, 9.501078]	[125, 139]	[139700142]	[139700142, 139700156]
789_10794	chr8	55880453	55880853	+	1000	61.0	[7.144837]	[113]	[6.9573374]	[113]	[55880663]	[55880663]
789_10796	chr8	90187668	90188068	+	1000	61.0	[7.304901]	[67]	[14.340561]	[67]	[90187827]	[90187827]
789_10798	chr8	123274680	123275080	+	1000	61.0	[]	[]	[11.507445]	[170]	[]	[123274861]
789_1081	chr11	108664792	108665192	+	1000	290.0	[12.391855]	[107]	[12.391855]	[107]	[108664997]	[108664997]
789_10814	chr1	22053445	22053845	+	1000	60.0	[8.105255]	[98]	[8.320283]	[98]	[22053634]	[22053634]
789_10823	chr1	45913320	45913720	+	1000	60.0	[14.340561]	[151]	[7.304901]	[151]	[45913560]	[45913560]
789_10832	chr1	153059280	153059680	+	1000	60.0	[]	[]	[9.535811]	[67]	[]	[153059433]
789_10845	chr10	64508032	64508432	+	1000	60.0	[7.435873]	[170]	[]	[]	[64508237]	[]
789_10848	chr10	102775929	102776329	+	1000	60.0	[14.340561]	[87]	[7.304901]	[87]	[102776106]	[102776106]
789_10852	chr11	31512117	31512517	+	1000	60.0	[12.391855]	[125]	[12.391855]	[125]	[31512330]	[31512330]
789_10860	chr11	76445628	76446028	+	1000	60.0	[10.053962]	[204]	[]	[]	[76445853]	[]
789_10875	chr14	58427471	58427871	+	1000	60.0	[9.745586]	[225]	[]	[]	[58427721]	[]
789_10895	chr17	7177405	7177805	+	1000	60.0	[6.6389275]	[76]	[]	[]	[7177567]	[]
789_10896	chr17	10807571	10807971	+	1000	60.0	[14.340561, 6.6892962]	[137, 147]	[7.304901, 6.7814016]	[137, 140]	[10807798, 10807808]	[10807798, 10807801]
789_10913	chr17	81387223	81387623	+	1000	60.0	[9.479219]	[92]	[]	[]	[81387393]	[]
789_10918	chr19	2035070	2035470	+	1000	60.0	[6.9573374]	[97]	[7.144837]	[97]	[2035256]	[2035256]
789_10921	chr19	6767795	6768195	+	1000	60.0	[8.320283]	[140]	[8.105255]	[140]	[6768008]	[6768008]
789_10938	chr2	20579220	20579620	+	1000	60.0	[6.893674]	[84]	[9.535811]	[87]	[20579396]	[20579399]
789_1095	chr9	129777068	129777468	+	1000	288.0	[12.391855]	[106]	[12.391855]	[106]	[129777266]	[129777266]
789_10958	chr20	32581227	32581627	+	1000	60.0	[9.614517]	[133]	[6.730626]	[181]	[32581414]	[32581462]
789_10969	chr22	22102942	22103342	+	1000	60.0	[9.55974]	[108]	[]	[]	[22103120]	[]
789_1097	chr1	230978826	230979226	+	1000	287.0	[7.3216233]	[130]	[7.573706]	[130]	[230979054]	[230979054]
789_10983	chr3	134486781	134487181	+	1000	60.0	[14.340561]	[113]	[9.093543, 7.304901]	[87, 113]	[134486985]	[134486959, 134486985]
789_11005	chr6	6008529	6008929	+	1000	60.0	[10.053962]	[89]	[]	[]	[6008713]	[]
789_11012	chr6	27250914	27251314	+	1000	60.0	[8.320283]	[116]	[8.105255]	[116]	[27251116]	[27251116]
789_11016	chr6	37051415	37051815	+	1000	60.0	[9.250724]	[123]	[]	[]	[37051629]	[]
789_11020	chr6	137351854	137352254	+	1000	60.0	[8.320283, 11.325602]	[116, 134]	[8.105255, 7.587105]	[116, 134]	[137352070, 137352088]	[137352070, 137352088]
789_11030	chr7	5528070	5528470	+	1000	60.0	[9.77304]	[125]	[]	[]	[5528244]	[]
789_11031	chr7	5529451	5529851	+	1000	60.0	[]	[]	[6.726624]	[178]	[]	[5529645]
789_11039	chr7	106775519	106775919	+	1000	60.0	[9.250724]	[150]	[]	[]	[106775691]	[]
789_1104	chr7	67302370	67302770	+	1000	287.0	[12.391855]	[113]	[12.391855]	[113]	[67302582]	[67302582]
789_11040	chr7	113087637	113088037	+	1000	60.0	[14.340561]	[163]	[7.304901]	[163]	[113087877]	[113087877]
789_11043	chr7	130207632	130208032	+	1000	60.0	[]	[]	[7.2208457]	[78]	[]	[130207801]
789_11047	chr7	140517870	140518270	+	1000	60.0	[]	[]	[9.250724]	[135]	[]	[140518094]
789_11054	chr8	65633993	65634393	+	1000	60.0	[]	[]	[6.7580795]	[112]	[]	[65634194]
789_11067	chr9	130854006	130854406	+	1000	60.0	[]	[]	[6.599558]	[91]	[]	[130854167]
789_11071	chr9	136726646	136727046	+	1000	60.0	[6.6461034]	[84]	[]	[]	[136726827]	[]
789_11074	chrX	2451730	2452130	+	1000	60.0	[7.2336946]	[147]	[]	[]	[2451949]	[]
789_11075	chrX	49037865	49038265	+	1000	60.0	[9.535811, 7.304901]	[151, 163]	[7.435873, 6.893674, 14.340561]	[121, 154, 163]	[49038090, 49038102]	[49038060, 49038093, 49038102]
789_11077	chrX	109733226	109733626	+	1000	60.0	[7.0666766]	[120]	[6.9910398]	[120]	[109733441]	[109733441]
789_11082	chr1	19479294	19479694	+	1000	59.0	[]	[]	[6.7580795]	[95]	[]	[19479468]
789_11083	chr1	21022210	21022610	+	1000	59.0	[]	[]	[9.270329]	[135]	[]	[21022424]
789_111	chr2	68062834	68063234	+	1000	632.0	[9.55874, 9.535811]	[74, 125]	[7.7968802]	[74]	[68063004, 68063055]	[68063004]
789_1110	chr19	29213001	29213401	+	1000	286.0	[9.55874]	[102]	[7.7968802]	[102]	[29213201]	[29213201]
789_11101	chr1	150552263	150552663	+	1000	59.0	[6.9910398]	[175]	[7.0666766]	[175]	[150552512]	[150552512]
789_11107	chr1	205255848	205256248	+	1000	59.0	[9.535811]	[110]	[]	[]	[205256046]	[]
789_11109	chr1	206579898	206580298	+	1000	59.0	[11.325602]	[83]	[7.587105]	[83]	[206580059]	[206580059]
789_11111	chr1	212635599	212635999	+	1000	59.0	[6.7118297]	[71]	[]	[]	[212635759]	[]
789_1112	chr7	138002065	138002465	+	1000	286.0	[12.391855]	[94]	[12.391855]	[94]	[138002258]	[138002258]
789_11122	chr10	101032155	101032555	+	1000	59.0	[6.9910398]	[154]	[7.0666766]	[154]	[101032391]	[101032391]
789_11127	chr11	34916425	34916825	+	1000	59.0	[]	[]	[8.939746]	[92]	[]	[34916611]
789_11149	chr13	75326520	75326920	+	1000	59.0	[7.435873]	[151]	[]	[]	[75326748]	[]
789_1115	chr16	81007282	81007682	+	1000	285.0	[12.391855]	[93]	[12.391855]	[93]	[81007475]	[81007475]
789_11169	chr16	66525818	66526218	+	1000	59.0	[]	[]	[6.6892962]	[63]	[]	[66525978]
789_1117	chr7	30134484	30134884	+	1000	285.0	[12.391855, 12.391855]	[90, 152]	[12.391855, 12.391855]	[90, 152]	[30134669, 30134731]	[30134669, 30134731]
789_11174	chr17	17028068	17028468	+	1000	59.0	[8.320283]	[119]	[8.105255]	[119]	[17028267]	[17028267]
789_11179	chr17	43398744	43399144	+	1000	59.0	[12.391855]	[117]	[12.391855]	[117]	[43398946]	[43398946]
789_11183	chr17	49926920	49927320	+	1000	59.0	[7.144837]	[93]	[6.9573374, 8.492485]	[93, 152]	[49927109]	[49927109, 49927168]
789_11184	chr17	55496372	55496772	+	1000	59.0	[9.535811, 8.320283]	[97, 144]	[7.2336946, 8.105255]	[129, 144]	[55496558, 55496605]	[55496590, 55496605]
789_11196	chr19	12881319	12881719	+	1000	59.0	[]	[]	[8.939746]	[119]	[]	[12881499]
789_112	chr22	19171469	19171869	+	1000	630.0	[7.302018]	[92]	[7.6658115]	[92]	[19171661]	[19171661]
789_11206	chr19	47497310	47497710	+	1000	59.0	[6.7580795]	[120]	[]	[]	[47497526]	[]
789_11224	chr2	187547336	187547736	+	1000	59.0	[6.6892962]	[114]	[8.906043]	[117]	[187547542]	[187547545]
789_11233	chr22	20010557	20010957	+	1000	59.0	[7.3216233]	[160]	[6.6389275, 7.573706]	[93, 160]	[20010795]	[20010728, 20010795]
789_1124	chrX	103554765	103555165	+	1000	283.0	[12.391855]	[118]	[12.391855]	[118]	[103554980]	[103554980]
789_11246	chr3	9976989	9977389	+	1000	59.0	[11.325602]	[159]	[7.587105]	[159]	[9977237]	[9977237]
789_11257	chr3	186790153	186790553	+	619	59.0	[]	[]	[6.730626]	[107]	[]	[186790328]
789_1127	chr15	66356464	66356864	+	1000	282.0	[]	[]	[6.7118297]	[75]	[]	[66356635]
789_11271	chr5	42583251	42583651	+	1000	59.0	[6.6389275]	[117]	[9.522412]	[80]	[42583465]	[42583428]
789_11280	chr6	20409700	20410100	+	1000	59.0	[6.893674]	[145]	[]	[]	[20409924]	[]
789_11306	chr7	75937928	75938328	+	961	59.0	[7.8243337]	[121]	[7.778084]	[121]	[75938148]	[75938148]
789_11311	chr7	128135915	128136315	+	1000	59.0	[6.6389275]	[106]	[]	[]	[128136114]	[]
789_1132	chr7	100015371	100015771	+	1000	282.0	[6.7814016]	[103]	[]	[]	[100015574]	[]
789_11328	chr8	141265327	141265727	+	1000	59.0	[11.325602]	[150]	[7.587105]	[150]	[141265489]	[141265489]
789_11352	chr1	7827376	7827776	+	1000	58.0	[7.7968802]	[139]	[9.55874]	[139]	[7827601]	[7827601]
789_1136	chr19	3505902	3506302	+	1000	281.0	[7.573706]	[97]	[7.3216233]	[97]	[3506098]	[3506098]
789_11364	chr1	41493024	41493424	+	1000	58.0	[6.7118297]	[116]	[]	[]	[41493196]	[]
789_11365	chr1	43958870	43959270	+	1000	58.0	[]	[]	[6.6461034]	[112]	[]	[43959081]
789_1137	chr19	3762471	3762871	+	1000	281.0	[7.3216233]	[94]	[7.573706]	[94]	[3762655]	[3762655]
789_11372	chr1	109620766	109621166	+	1000	58.0	[7.8243337]	[67]	[7.778084]	[67]	[109620930]	[109620930]
789_11384	chr1	212979195	212979595	+	1000	58.0	[]	[]	[6.6389275, 6.939924]	[87, 133]	[]	[212979379, 212979425]
789_1139	chr19	57389737	57390137	+	1000	281.0	[12.391855]	[104]	[12.391855]	[104]	[57389932]	[57389932]
789_11394	chr10	49161484	49161884	+	1000	58.0	[]	[]	[6.6461034]	[147]	[]	[49161711]
789_11401	chr10	132247998	132248398	+	1000	58.0	[7.6658115]	[102]	[7.302018]	[102]	[132248187]	[132248187]
789_11407	chr11	57464778	57465178	+	1000	58.0	[]	[]	[10.268989]	[107]	[]	[57464967]
789_1141	chrX	47658974	47659374	+	1000	281.0	[8.320283]	[103]	[8.105255]	[103]	[47659177]	[47659177]
789_11419	chr12	57590975	57591375	+	1000	58.0	[]	[]	[9.472043]	[125]	[]	[57591199]
789_1142	chr1	23562297	23562697	+	1000	280.0	[7.0666766]	[80]	[6.9910398]	[80]	[23562470]	[23562470]
789_1143	chr1	37859400	37859800	+	1000	280.0	[7.5305133]	[111]	[7.611034]	[111]	[37859608]	[37859608]
789_11430	chr14	102086341	102086741	+	1000	58.0	[7.587105]	[96]	[11.325602]	[96]	[102086528]	[102086528]
789_1144	chr11	108467319	108467719	+	1000	280.0	[8.320283]	[107]	[8.105255]	[107]	[108467526]	[108467526]
789_11444	chr16	8635302	8635702	+	1000	58.0	[7.304901]	[80]	[14.340561]	[80]	[8635474]	[8635474]
789_11448	chr16	23667190	23667590	+	1000	58.0	[]	[]	[7.2336946]	[59]	[]	[23667345]
789_1146	chr15	42548607	42549007	+	1000	280.0	[12.391855]	[93]	[12.391855]	[93]	[42548793]	[42548793]
789_11464	chr17	28336216	28336616	+	1000	58.0	[12.391855]	[144]	[12.391855]	[144]	[28336440]	[28336440]
789_11481	chr18	22558958	22559358	+	1000	58.0	[14.340561]	[99]	[7.304901]	[99]	[22559150]	[22559150]
789_11482	chr18	57660952	57661352	+	1000	58.0	[7.8243337]	[139]	[7.778084]	[139]	[57661186]	[57661186]
789_11486	chr19	4374528	4374928	+	1000	58.0	[6.7118297]	[186]	[]	[]	[4374763]	[]
789_11487	chr19	7611539	7611939	+	1000	58.0	[7.7968802]	[120]	[9.55874]	[120]	[7611747]	[7611747]
789_115	chr16	71845757	71846157	+	1000	626.0	[7.302018]	[113]	[7.6658115]	[113]	[71845969]	[71845969]
789_11500	chr19	45873791	45874191	+	1000	58.0	[]	[]	[6.599558]	[75]	[]	[45873955]
789_11505	chr2	15556305	15556705	+	889	58.0	[]	[]	[6.939924]	[168]	[]	[15556555]
789_11538	chr22	40190484	40190884	+	1000	58.0	[]	[]	[6.6679616]	[60]	[]	[40190637]
789_11541	chr22	50319070	50319470	+	1000	58.0	[9.270329]	[111]	[]	[]	[50319248]	[]
789_1156	chr15	52568847	52569247	+	1000	278.0	[9.55874]	[86]	[7.7968802]	[86]	[52569027]	[52569027]
789_11569	chr4	139511361	139511761	+	1000	58.0	[12.391855]	[109]	[12.391855]	[109]	[139511559]	[139511559]
789_11570	chr4	150573007	150573407	+	1000	58.0	[]	[]	[7.2208457]	[107]	[]	[150573198]
789_11578	chr5	126531687	126532087	+	1000	58.0	[]	[]	[6.9124703]	[127]	[]	[126531897]
789_11582	chr5	154940833	154941233	+	1000	58.0	[7.2848296]	[112]	[7.5233374]	[112]	[154940988]	[154940988]
789_11590	chr6	7238770	7239170	+	1000	58.0	[9.472043]	[62]	[]	[]	[7238924]	[]
789_11594	chr6	28480158	28480558	+	1000	58.0	[9.535811]	[64]	[]	[]	[28480320]	[]
789_1160	chr21	28992804	28993204	+	1000	278.0	[7.573706, 14.340561]	[107, 139]	[7.3216233, 7.304901]	[107, 139]	[28993000, 28993032]	[28993000, 28993032]
789_11602	chr6	160992225	160992625	+	1000	58.0	[]	[]	[6.893674]	[143]	[]	[160992436]
789_11603	chr6	161922786	161923186	+	1000	58.0	[7.611034]	[86]	[7.5305133]	[86]	[161922970]	[161922970]
789_11615	chr7	103919304	103919704	+	1000	58.0	[]	[]	[8.906043]	[166]	[]	[103919529]
789_11622	chr7	142412569	142412969	+	1000	58.0	[9.745586]	[117]	[11.507445]	[120]	[142412779]	[142412782]
789_11643	chr9	131173947	131174347	+	1000	58.0	[10.066811]	[109]	[7.5523715]	[109]	[131174107]	[131174107]
789_11646	chrUn_GL000195v1	32276	32676	+	1000	58.0	[7.435873]	[100]	[]	[]	[32475]	[]
789_1166	chr2	9631061	9631461	+	1000	277.0	[7.0666766]	[95]	[6.9910398]	[95]	[9631256]	[9631256]
