#PeakID(python identify_motif.py ./ENCODE_processed_files/IRF9_idr.fa IRF9 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
432_10808	chr9	122913287	122913687	+	754	29.5	[]	[]	[0.29075712, 11.30016]	[117, 177]	[]	[122913471, 122913531]
432_10815	chrUn_KI270442v1	232035	232435	+	710	29.5	[4.7008896]	[189]	[]	[]	[232241]	[]
432_10819	chrX	123215343	123215743	+	775	29.5	[]	[]	[1.8496205, 5.744781]	[122, 128]	[]	[123215525, 123215531]
432_10833	chr1	29379359	29379759	+	691	29.0	[]	[]	[4.668923]	[139]	[]	[29379566]
432_10856	chr1	195664561	195664961	+	735	29.0	[-1.2989452]	[56]	[]	[]	[195664713]	[]
432_10860	chr1	203304565	203304965	+	683	29.0	[1.6283818]	[158]	[]	[]	[203304781]	[]
432_10862	chr1	207302479	207302879	+	708	29.0	[]	[]	[-1.968813, 1.380506]	[192, 212]	[]	[207302677, 207302697]
432_10877	chr10	21209702	21210102	+	637	29.0	[2.228312]	[190]	[]	[]	[21209927]	[]
432_1089	chr2	215870171	215870571	+	1000	71.0	[1.4427161]	[103]	[-1.9790994]	[165]	[215870332]	[215870394]
432_10893	chr11	61799095	61799495	+	549	29.0	[-0.9083615, -1.4634166]	[156, 173]	[]	[]	[61799279, 61799296]	[]
432_109	chr2	207798199	207798599	+	1000	204.0	[]	[]	[-1.7540424]	[128]	[]	[207798422]
432_1091	chr22	23129766	23130166	+	1000	71.0	[-1.3333253, 0.793214]	[107, 129]	[]	[]	[23129967, 23129989]	[]
432_10926	chr15	67922846	67923246	+	748	29.0	[-0.86838716]	[136]	[]	[]	[67923022]	[]
432_10930	chr15	90841933	90842333	+	740	29.0	[0.10668674]	[110]	[]	[]	[90842094]	[]
432_10931	chr16	142918	143318	+	552	29.0	[12.853615]	[130]	[]	[]	[143102]	[]
432_10933	chr16	28492134	28492534	+	647	29.0	[]	[]	[-0.8632841]	[137]	[]	[28492313]
432_1094	chr3	20060876	20061276	+	1000	71.0	[11.864441, -1.6048698]	[136, 158]	[]	[]	[20061101, 20061123]	[]
432_10943	chr17	30825530	30825930	+	749	29.0	[-0.3759289, 2.2080812]	[172, 198]	[]	[]	[30825747, 30825773]	[]
432_1095	chr4	40237875	40238275	+	1000	71.0	[]	[]	[0.9060951]	[158]	[]	[40238121]
432_10956	chr17	69093312	69093712	+	728	29.0	[-1.7767444]	[119]	[]	[]	[69093464]	[]
432_10960	chr17_GL000205v2_random	54166	54566	+	690	29.0	[]	[]	[-2.0147374, 0.97306836]	[135, 200]	[]	[54343, 54408]
432_1097	chr6	14727090	14727490	+	1000	71.0	[]	[]	[1.9333012]	[66]	[]	[14727253]
432_10970	chr19	6459827	6460227	+	710	29.0	[]	[]	[4.086698]	[147]	[]	[6460058]
432_10976	chr19	15321744	15322144	+	658	29.0	[5.709536, 0.51014465]	[148, 216]	[]	[]	[15321919, 15321987]	[]
432_10978	chr19	19445304	19445704	+	659	29.0	[-0.352521]	[140]	[]	[]	[19445533]	[]
432_10989	chr2	27279877	27280277	+	706	29.0	[-0.73992014]	[146]	[]	[]	[27280037]	[]
432_1099	chr7	134613825	134614225	+	1000	71.0	[2.0653148]	[148]	[]	[]	[134614072]	[]
432_10992	chr2	70087102	70087502	+	735	29.0	[]	[]	[-0.4186797]	[112]	[]	[70087298]
432_11002	chr2	169129996	169130396	+	698	29.0	[]	[]	[5.186506]	[215]	[]	[169130217]
432_11013	chr21	33212493	33212893	+	711	29.0	[1.7825859]	[147]	[]	[]	[33212713]	[]
432_11016	chr21	39181422	39181822	+	639	29.0	[3.506237, -1.3460748]	[80, 86]	[]	[]	[39181591, 39181597]	[]
432_11025	chr22	19213558	19213958	+	736	29.0	[]	[]	[-0.79224604]	[141]	[]	[19213766]
432_11026	chr22	19415657	19416057	+	727	29.0	[0.12794653]	[206]	[]	[]	[19415888]	[]
432_1103	chr1	230138790	230139190	+	1000	70.5	[]	[]	[-0.048248388]	[135]	[]	[230138999]
432_11032	chr22	20119899	20120299	+	706	29.0	[]	[]	[7.6328945]	[133]	[]	[20120128]
432_11035	chr22	20388340	20388740	+	548	29.0	[]	[]	[-0.26565316]	[168]	[]	[20388533]
432_11039	chr22	20877306	20877706	+	608	29.0	[-1.7973212]	[218]	[]	[]	[20877535]	[]
432_1104	chr12	47770045	47770445	+	1000	70.5	[]	[]	[1.2883117]	[81]	[]	[47770220]
432_11050	chr22	46934831	46935231	+	597	29.0	[]	[]	[5.5713024]	[160]	[]	[46934993]
432_11052	chr3	12998143	12998543	+	623	29.0	[-1.4963531]	[127]	[]	[]	[12998369]	[]
432_11055	chr3	15796974	15797374	+	656	29.0	[1.1982547, -0.7468332]	[118, 175]	[]	[]	[15797144, 15797201]	[]
432_11057	chr3	47315186	47315586	+	577	29.0	[7.5716004]	[145]	[1.1315393]	[72]	[47315427]	[47315354]
432_11065	chr3	196123055	196123455	+	686	29.0	[-1.9286517, 5.987644]	[155, 161]	[]	[]	[196123286, 196123292]	[]
432_11068	chr4	49150187	49150587	+	760	29.0	[]	[]	[0.45661774]	[96]	[]	[49150368]
432_11075	chr4	143902393	143902793	+	586	29.0	[]	[]	[-1.0180391]	[112]	[]	[143902598]
432_11077	chr4	165355761	165356161	+	744	29.0	[]	[]	[-1.9419615]	[141]	[]	[165355995]
432_11078	chr5	10363811	10364211	+	732	29.0	[]	[]	[0.94360816]	[100]	[]	[10363986]
432_11082	chr5	119817890	119818290	+	646	29.0	[]	[]	[-1.4535336]	[119]	[]	[119818078]
432_11083	chr5	121961559	121961959	+	696	29.0	[6.769961]	[107]	[]	[]	[121961743]	[]
432_11086	chr5	149079850	149080250	+	651	29.0	[-0.78086025]	[178]	[]	[]	[149080101]	[]
432_11095	chr6	27605353	27605753	+	557	29.0	[]	[]	[-1.4641446]	[179]	[]	[27605594]
432_11117	chr6	159966356	159966756	+	761	29.0	[]	[]	[0.25943983]	[139]	[]	[159966591]
432_1112	chr19	48882050	48882450	+	1000	70.5	[-0.033331998]	[101]	[]	[]	[48882243]	[]
432_11124	chr7	16657685	16658085	+	738	29.0	[-1.129766]	[158]	[]	[]	[16657905]	[]
432_11130	chr7	98371390	98371790	+	730	29.0	[]	[]	[-0.8059379]	[141]	[]	[98371618]
432_11132	chr7	102699313	102699713	+	757	29.0	[]	[]	[-0.03055621, -1.2227659]	[163, 169]	[]	[102699507, 102699513]
432_11136	chr7	123556903	123557303	+	703	29.0	[0.2503179, -1.4785686]	[71, 148]	[]	[]	[123557068, 123557145]	[]
432_11137	chr7	123558024	123558424	+	673	29.0	[-0.52695894, 3.4382432]	[105, 111]	[]	[]	[123558181, 123558187]	[]
432_11140	chr7	129524403	129524803	+	753	29.0	[]	[]	[-0.19367513, -0.19367513]	[90, 96]	[]	[129524557, 129524563]
432_11142	chr7	131545992	131546392	+	611	29.0	[6.237839, 2.3357158]	[230, 236]	[]	[]	[131546236, 131546242]	[]
432_11155	chr8	12560865	12561265	+	758	29.0	[-1.879723, 0.46017066]	[122, 128]	[]	[]	[12561065, 12561071]	[]
432_11156	chr8	18273910	18274310	+	595	29.0	[-0.9023465]	[105]	[]	[]	[18274096]	[]
432_11166	chr9	97237733	97238133	+	748	29.0	[]	[]	[0.49108884]	[176]	[]	[97237965]
432_11172	chr9	128369352	128369752	+	557	29.0	[]	[]	[-1.1073897]	[125]	[]	[128369565]
432_11174	chr9	130960717	130961117	+	751	29.0	[-0.8580331]	[191]	[]	[]	[130960914]	[]
432_11175	chr9	131246155	131246555	+	685	29.0	[-1.7558945]	[133]	[]	[]	[131246341]	[]
432_11181	chrX	23781217	23781617	+	727	29.0	[1.2260343, 0.13105273]	[117, 195]	[]	[]	[23781382, 23781460]	[]
432_11186	chr1	2548577	2548977	+	631	28.5	[0.33238313, -1.4231697]	[208, 214]	[]	[]	[2548813, 2548819]	[]
432_11191	chr1	26003277	26003677	+	722	28.5	[-1.8264453, -0.9779466, 9.822085, -0.7800252]	[95, 150, 156, 162]	[]	[]	[26003458, 26003513, 26003519, 26003525]	[]
432_11194	chr1	26619721	26620121	+	555	28.5	[]	[]	[1.3320353]	[120]	[]	[26619888]
432_11196	chr1	28258104	28258504	+	678	28.5	[-0.7468332, 2.9115179]	[89, 98]	[]	[]	[28258280, 28258289]	[]
432_11198	chr1	30720262	30720662	+	709	28.5	[]	[]	[0.7341927]	[181]	[]	[30720512]
432_112	chr12	32021329	32021729	+	1000	202.5	[3.5278544]	[115]	[-0.2125542]	[139]	[32021541]	[32021565]
432_11200	chr1	31957071	31957471	+	557	28.5	[]	[]	[3.5991397]	[152]	[]	[31957279]
432_11206	chr1	46547917	46548317	+	699	28.5	[6.5961547]	[142]	[]	[]	[46548149]	[]
432_11223	chr1	161399446	161399846	+	656	28.5	[-1.9075216, 0.052098557]	[207, 213]	[]	[]	[161399675, 161399681]	[]
432_11227	chr1	179228574	179228974	+	570	28.5	[]	[]	[-1.0707914]	[172]	[]	[179228812]
432_11229	chr1	207754880	207755280	+	566	28.5	[-0.6779089, -1.5343857]	[178, 184]	[]	[]	[207755117, 207755123]	[]
432_11232	chr1	211917841	211918241	+	711	28.5	[0.53229773]	[106]	[]	[]	[211918025]	[]
432_11242	chr1	228646671	228647071	+	629	28.5	[-0.20159929]	[144]	[]	[]	[228646874]	[]
432_11247	chr1	244401433	244401833	+	615	28.5	[]	[]	[-1.3879248]	[105]	[]	[244401627]
432_11253	chr10	28823058	28823458	+	689	28.5	[]	[]	[1.6741405]	[139]	[]	[28823283]
432_11254	chr10	31977303	31977703	+	686	28.5	[]	[]	[2.2093475]	[112]	[]	[31977501]
432_11256	chr10	42637831	42638231	+	689	28.5	[7.2021103]	[177]	[]	[]	[42638054]	[]
432_11259	chr10	49265834	49266234	+	698	28.5	[1.0946245, -0.88240284]	[103, 131]	[]	[]	[49265988, 49266016]	[]
432_11262	chr10	67849242	67849642	+	691	28.5	[-1.8555907]	[124]	[]	[]	[67849442]	[]
432_11266	chr10	79048099	79048499	+	587	28.5	[5.3044157]	[149]	[]	[]	[79048326]	[]
432_1127	chr14	23976673	23977073	+	1000	70.0	[1.8935308, -1.6162242]	[92, 151]	[]	[]	[23976854, 23976913]	[]
432_11271	chr11	33320839	33321239	+	642	28.5	[0.43491292, -1.0624042]	[202, 208]	[]	[]	[33321060, 33321066]	[]
432_11274	chr11	44257067	44257467	+	566	28.5	[]	[]	[-1.1780899]	[104]	[]	[44257242]
432_11275	chr11	46250077	46250477	+	615	28.5	[]	[]	[-1.0362506]	[117]	[]	[46250244]
432_11277	chr11	48006904	48007304	+	679	28.5	[]	[]	[0.7804892, 1.5957685]	[123, 159]	[]	[48007090, 48007126]
432_11282	chr11	67882317	67882717	+	725	28.5	[1.1489393]	[162]	[]	[]	[67882562]	[]
432_1129	chr17	17417664	17418064	+	1000	70.0	[]	[]	[-1.3176832]	[136]	[]	[17417853]
432_11290	chr12	93302779	93303179	+	600	28.5	[]	[]	[2.8206048]	[66]	[]	[93302930]
432_11294	chr12	113462408	113462808	+	624	28.5	[]	[]	[0.37777406]	[107]	[]	[113462574]
432_11304	chr13	89837117	89837517	+	729	28.5	[-1.7725029]	[105]	[]	[]	[89837292]	[]
432_11305	chr13	91498955	91499355	+	683	28.5	[]	[]	[3.7288735]	[203]	[]	[91499166]
432_11322	chr15	56251439	56251839	+	563	28.5	[1.5206802, -1.7597119]	[114, 163]	[]	[]	[56251597, 56251646]	[]
432_11329	chr15	78148676	78149076	+	656	28.5	[-1.8343383]	[126]	[]	[]	[78148832]	[]
432_11333	chr16	22287025	22287425	+	705	28.5	[6.8497415]	[150]	[]	[]	[22287263]	[]
432_11344	chr17	16244184	16244584	+	575	28.5	[]	[]	[-1.7931048]	[136]	[]	[16244374]
432_11350	chr17	48478666	48479066	+	589	28.5	[1.9035152, 0.25420043, 3.5537271, -0.65517336]	[104, 122, 128, 139]	[]	[]	[48478863, 48478881, 48478887, 48478898]	[]
432_11360	chr18	3593842	3594242	+	714	28.5	[-0.3579557]	[225]	[]	[]	[3594082]	[]
