#PeakID(python identify_motif.py ./ENCODE_processed_files/SP1_idr.fa SP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
328_10230	chr22	22743784	22744184	+	604	32.0	[8.182967]	[132]	[]	[]	[22744012]	[]
328_10235	chr22	23081846	23082246	+	571	32.0	[]	[]	[3.8115962]	[114]	[]	[23082051]
328_10237	chr3	15332395	15332795	+	661	32.0	[7.6519732]	[153]	[9.038093]	[108]	[15332635]	[15332590]
328_10239	chr3	57692612	57693012	+	625	32.0	[]	[]	[7.701187]	[67]	[]	[57692766]
328_1024	chr3	41961960	41962360	+	1000	177.0	[12.371099]	[172]	[]	[]	[41962174]	[]
328_10240	chr3	99776686	99777086	+	578	32.0	[]	[]	[10.548539]	[162]	[]	[99776913]
328_10241	chr3	182920738	182921138	+	639	32.0	[7.2762666]	[103]	[]	[]	[182920895]	[]
328_10242	chr4	31997123	31997523	+	614	32.0	[]	[]	[13.520647]	[137]	[]	[31997329]
328_10246	chr5	138032714	138033114	+	624	32.0	[3.3495932]	[144]	[7.460521]	[124]	[138032955]	[138032935]
328_10247	chr5	138491783	138492183	+	620	32.0	[5.9579506]	[166]	[]	[]	[138492021]	[]
328_10248	chr6	341266	341666	+	649	32.0	[4.217562]	[193]	[]	[]	[341469]	[]
328_10249	chr6	3338277	3338677	+	620	32.0	[2.6213262]	[133]	[2.8324478]	[183]	[3338477]	[3338527]
328_1025	chr1	58699929	58700329	+	1000	176.5	[2.978273]	[129]	[12.525348, 3.6684916, 13.6263275]	[84, 106, 146]	[58700154]	[58700109, 58700131, 58700171]
328_10250	chr6	7202020	7202420	+	656	32.0	[2.6060915, 6.1697683]	[109, 167]	[4.0022993]	[143]	[7202174, 7202232]	[7202208]
328_10253	chr6	28796140	28796540	+	586	32.0	[]	[]	[5.3367147]	[188]	[]	[28796330]
328_10254	chr6	28863842	28864242	+	618	32.0	[2.785451]	[120]	[]	[]	[28864007]	[]
328_10259	chr6	43758589	43758989	+	644	32.0	[]	[]	[4.080264]	[128]	[]	[43758770]
328_1026	chr10	102432563	102432963	+	1000	176.5	[]	[]	[4.536308]	[152]	[]	[102432785]
328_10262	chr7	22854189	22854589	+	641	32.0	[]	[]	[4.170333, 2.543091, 2.723212, 2.8221984]	[210, 211, 214, 216]	[]	[22854424, 22854425, 22854428, 22854430]
328_10263	chr7	30761076	30761476	+	647	32.0	[]	[]	[6.427448]	[186]	[]	[30761269]
328_1027	chr12	113392995	113393395	+	1000	176.5	[]	[]	[5.5535927, 18.99463]	[69, 80]	[]	[113393160, 113393171]
328_10270	chr8	38468494	38468894	+	595	32.0	[4.720203, 4.7076826]	[113, 156]	[]	[]	[38468691, 38468734]	[]
328_10272	chr9	37984630	37985030	+	611	32.0	[2.9677546]	[98]	[5.427234]	[159]	[37984818]	[37984879]
328_10274	chr9	130888231	130888631	+	578	32.0	[]	[]	[4.664353]	[174]	[]	[130888466]
328_10275	chr9	131221106	131221506	+	634	32.0	[3.8574069]	[126]	[]	[]	[131221300]	[]
328_10279	chr1	16167784	16168184	+	638	31.5	[]	[]	[5.8159833]	[150]	[]	[16167944]
328_10280	chr1	16607621	16608021	+	559	31.5	[]	[]	[2.6804109]	[146]	[]	[16607777]
328_10284	chr1	95116891	95117291	+	621	31.5	[]	[]	[10.849285]	[145]	[]	[95117086]
328_10285	chr1	111747199	111747599	+	597	31.5	[3.3275912, 9.525968]	[163, 213]	[]	[]	[111747363, 111747413]	[]
328_10287	chr1	156816650	156817050	+	636	31.5	[3.646111, 6.352184]	[158, 173]	[]	[]	[156816884, 156816899]	[]
328_10288	chr1	165827456	165827856	+	582	31.5	[6.9241066, 2.8525114]	[151, 156]	[]	[]	[165827665, 165827670]	[]
328_10289	chr1	173429661	173430061	+	641	31.5	[3.4533687]	[69]	[]	[]	[173429826]	[]
328_1029	chr17	38718577	38718977	+	1000	176.5	[7.8031883, 4.919505]	[92, 117]	[6.180693]	[77]	[38718766, 38718791]	[38718751]
328_10294	chr10	11612464	11612864	+	624	31.5	[]	[]	[6.0352054]	[198]	[]	[11612687]
328_1030	chr19	10194867	10195267	+	1000	176.5	[5.9145775]	[154]	[]	[]	[10195079]	[]
328_10308	chr11	130314412	130314812	+	614	31.5	[]	[]	[2.8491168, 3.818109]	[107, 197]	[]	[130314568, 130314658]
328_10309	chr12	31749126	31749526	+	612	31.5	[]	[]	[11.996735]	[155]	[]	[31749344]
328_1031	chr19	48321796	48322196	+	1000	176.5	[20.262814, 4.404488]	[151, 166]	[3.0349765]	[110]	[48322015, 48322030]	[48321974]
328_10311	chr12	54328189	54328589	+	581	31.5	[8.278679]	[189]	[15.551185]	[182]	[54328432]	[54328425]
328_10312	chr12	64452040	64452440	+	590	31.5	[2.9593675]	[217]	[4.7017465]	[177]	[64452267]	[64452227]
328_10314	chr13	97976198	97976598	+	625	31.5	[2.7798104, 15.4701605]	[152, 178]	[13.661419]	[137]	[97976418, 97976444]	[97976403]
328_10318	chr17	55421918	55422318	+	546	31.5	[]	[]	[9.664592, 2.5248744, 13.511243]	[148, 164, 169]	[]	[55422122, 55422138, 55422143]
328_1032	chr19	49712346	49712746	+	1000	176.5	[]	[]	[4.1781893, 13.40779, 3.1563523, 6.4491005, 18.499043, 10.730184]	[83, 88, 116, 122, 147, 162]	[]	[49712507, 49712512, 49712540, 49712546, 49712571, 49712586]
328_10321	chr17_GL000205v2_random	71872	72272	+	645	31.5	[]	[]	[6.400317]	[165]	[]	[72097]
328_10323	chr18	57586585	57586985	+	550	31.5	[10.230077, 6.861036]	[113, 131]	[8.312857]	[96]	[57586797, 57586815]	[57586780]
328_10326	chr19	21141757	21142157	+	641	31.5	[]	[]	[4.8368397]	[119]	[]	[21141930]
328_10334	chr22	20998646	20999046	+	640	31.5	[4.8294706, 8.555517]	[95, 137]	[]	[]	[20998823, 20998865]	[]
328_1034	chr5	176647116	176647516	+	1000	176.5	[]	[]	[10.843215, 2.7589784, 8.943937, 14.043327, 4.421936]	[83, 97, 115, 150, 168]	[]	[176647267, 176647281, 176647299, 176647334, 176647352]
328_10342	chr22	22614614	22615014	+	633	31.5	[3.1688848]	[109]	[]	[]	[22614812]	[]
328_10346	chr22	23288443	23288843	+	625	31.5	[9.924946, 2.7511816]	[115, 172]	[]	[]	[23288594, 23288651]	[]
328_10347	chr22	42519707	42520107	+	545	31.5	[11.908585, 3.6477673, 9.91024]	[82, 101, 115]	[]	[]	[42519859, 42519878, 42519892]	[]
328_10351	chr3	150409857	150410257	+	599	31.5	[]	[]	[4.3329277]	[107]	[]	[150410029]
328_10354	chr4	70993432	70993832	+	583	31.5	[5.064667]	[176]	[8.301489, 11.755479]	[100, 116]	[70993681]	[70993605, 70993621]
328_10356	chr4	88592957	88593357	+	599	31.5	[3.947126]	[110]	[4.1858687]	[128]	[88593160]	[88593178]
328_10357	chr5	891244	891644	+	615	31.5	[3.9490716]	[109]	[]	[]	[891414]	[]
328_10361	chr5	139518159	139518559	+	593	31.5	[3.6781652]	[151]	[3.6029556]	[95]	[139518407]	[139518351]
328_10362	chr5	180353185	180353585	+	640	31.5	[3.2217474]	[219]	[6.0629306, 17.857111]	[197, 208]	[180353415]	[180353393, 180353404]
328_10363	chr6	5541795	5542195	+	646	31.5	[]	[]	[4.5670643]	[175]	[]	[5541988]
328_10364	chr6	6696732	6697132	+	585	31.5	[3.4315422]	[113]	[]	[]	[6696895]	[]
328_1037	chr2	134918530	134918930	+	1000	176.0	[6.450635]	[101]	[8.33906, 9.652213]	[145, 171]	[134918698]	[134918742, 134918768]
328_10370	chr6	27672805	27673205	+	595	31.5	[5.2879004]	[172]	[]	[]	[27673052]	[]
328_10374	chr6	42784144	42784544	+	645	31.5	[]	[]	[13.118573]	[93]	[]	[42784303]
328_10376	chr6	44041840	44042240	+	622	31.5	[3.4009337]	[191]	[]	[]	[44042081]	[]
328_10377	chr6	44059452	44059852	+	591	31.5	[2.7318854]	[218]	[]	[]	[44059686]	[]
328_1038	chr22	18001428	18001828	+	1000	176.0	[]	[]	[3.1869078]	[64]	[]	[18001580]
328_10380	chr6	108848151	108848551	+	607	31.5	[9.397907, 7.570301]	[103, 128]	[]	[]	[108848345, 108848370]	[]
328_10385	chr7	38341186	38341586	+	572	31.5	[2.6089916]	[72]	[]	[]	[38341341]	[]
328_1039	chr1	52366291	52366691	+	1000	175.5	[5.914031, 3.404527, 10.791176, 6.642447]	[86, 99, 104, 142]	[15.34917]	[125]	[52366464, 52366477, 52366482, 52366520]	[52366503]
328_10390	chr7	156949122	156949522	+	635	31.5	[4.21048]	[97]	[3.1294587]	[191]	[156949275]	[156949369]
328_10394	chr9	107784316	107784716	+	617	31.5	[]	[]	[5.251174]	[130]	[]	[107784516]
328_10395	chr9	111631052	111631452	+	630	31.5	[5.9763083]	[202]	[3.2494037]	[226]	[111631277]	[111631301]
328_10397	chrX	53093640	53094040	+	636	31.5	[]	[]	[4.4186106]	[128]	[]	[53093867]
328_10398	chr1	6609804	6610204	+	608	31.0	[2.750914]	[131]	[]	[]	[6610011]	[]
328_104	chr1	1919175	1919575	+	1000	429.0	[12.155162, 18.313961, 19.091042]	[100, 131, 161]	[]	[]	[1919341, 1919372, 1919402]	[]
328_1040	chr1	151008180	151008580	+	1000	175.5	[17.465149, 10.707707]	[99, 153]	[15.275013]	[172]	[151008347, 151008401]	[151008420]
328_10401	chr1	32201358	32201758	+	600	31.0	[16.02719]	[191]	[]	[]	[32201604]	[]
328_10404	chr1	107057185	107057585	+	600	31.0	[]	[]	[3.300751]	[146]	[]	[107057382]
328_10407	chr1	117656125	117656525	+	628	31.0	[]	[]	[6.472955]	[192]	[]	[117656319]
328_10411	chr1	233668710	233669110	+	573	31.0	[3.8611279]	[173]	[]	[]	[233668887]	[]
328_10419	chr12	9647862	9648262	+	598	31.0	[]	[]	[8.833014, 5.08197]	[96, 173]	[]	[9648035, 9648112]
328_1042	chr11	64305139	64305539	+	1000	175.5	[13.70639, 13.263202]	[143, 220]	[8.039264]	[202]	[64305307, 64305384]	[64305366]
328_10421	chr12	49337362	49337762	+	629	31.0	[2.874965]	[166]	[7.609883]	[100]	[49337584]	[49337518]
328_10423	chr12	116599895	116600295	+	595	31.0	[2.8975134]	[204]	[]	[]	[116600097]	[]
328_10425	chr13	46052586	46052986	+	603	31.0	[11.479278]	[178]	[]	[]	[46052820]	[]
328_10426	chr14	22766424	22766824	+	544	31.0	[]	[]	[4.0297627]	[160]	[]	[22766649]
328_10428	chr15	62060228	62060628	+	618	31.0	[4.5675154]	[153]	[]	[]	[62060468]	[]
328_10429	chr15	63505246	63505646	+	604	31.0	[]	[]	[7.391039, 2.7590358]	[148, 214]	[]	[63505419, 63505485]
328_10434	chr16	18946040	18946440	+	610	31.0	[]	[]	[3.3874214, 4.945521]	[139, 144]	[]	[18946198, 18946203]
328_10435	chr17	7916132	7916532	+	626	31.0	[8.510594]	[104]	[]	[]	[7916331]	[]
328_1044	chr7	151227159	151227559	+	1000	175.5	[]	[]	[11.505412]	[151]	[]	[151227399]
328_10441	chr18	62526657	62527057	+	615	31.0	[15.4701605]	[120]	[3.6411028]	[157]	[62526847]	[62526884]
328_10442	chr19	3607535	3607935	+	594	31.0	[4.2662034]	[124]	[]	[]	[3607748]	[]
328_10445	chr19	12757434	12757834	+	627	31.0	[]	[]	[4.3504596]	[141]	[]	[12757610]
328_10446	chr19	12782546	12782946	+	573	31.0	[2.6323342, 11.288374]	[64, 69]	[]	[]	[12782703, 12782708]	[]
328_10448	chr19	18006940	18007340	+	540	31.0	[3.5548658]	[159]	[]	[]	[18007183]	[]
328_10449	chr19	18293135	18293535	+	585	31.0	[]	[]	[5.384858]	[125]	[]	[18293350]
328_1045	chr1	182029605	182030005	+	1000	175.0	[]	[]	[19.063852, 3.781605, 11.935774]	[91, 106, 131]	[]	[182029786, 182029801, 182029826]
328_10450	chr19	18415134	18415534	+	558	31.0	[3.408788]	[237]	[]	[]	[18415377]	[]
328_10451	chr19	18428981	18429381	+	622	31.0	[]	[]	[2.7720318]	[147]	[]	[18429140]
328_10454	chr19	48875552	48875952	+	608	31.0	[4.733663]	[155]	[]	[]	[48875794]	[]
328_10455	chr19	51570956	51571356	+	552	31.0	[]	[]	[4.6747704, 5.427772]	[126, 131]	[]	[51571177, 51571182]
328_10457	chr2	70248181	70248581	+	628	31.0	[]	[]	[5.9805746]	[101]	[]	[70248340]
328_10465	chr20	63740769	63741169	+	616	31.0	[15.121804]	[133]	[]	[]	[63740976]	[]
328_1047	chr16	46831280	46831680	+	1000	175.0	[15.602369]	[117]	[2.9106746, 7.8298607, 4.3707523]	[110, 151, 162]	[46831465]	[46831458, 46831499, 46831510]
328_10474	chr3	33658896	33659296	+	596	31.0	[]	[]	[3.0328894]	[154]	[]	[33659066]
328_10476	chr3	138915724	138916124	+	611	31.0	[]	[]	[4.0346766, 8.229733]	[101, 125]	[]	[138915887, 138915911]
328_10477	chr3	141231418	141231818	+	547	31.0	[]	[]	[8.094693]	[67]	[]	[141231569]
328_1048	chr19	48900032	48900432	+	1000	175.0	[]	[]	[13.70639, 14.580015]	[109, 172]	[]	[48900201, 48900264]
328_10481	chr4	18022054	18022454	+	620	31.0	[]	[]	[3.7322705]	[139]	[]	[18022223]
328_10483	chr5	1633819	1634219	+	613	31.0	[]	[]	[8.931656]	[111]	[]	[1633985]
328_10485	chr5	79235523	79235923	+	627	31.0	[]	[]	[3.7307658]	[143]	[]	[79235680]
328_10486	chr5	119322906	119323306	+	589	31.0	[4.438589]	[115]	[]	[]	[119323114]	[]
328_10487	chr5	124628935	124629335	+	599	31.0	[]	[]	[2.5773902]	[165]	[]	[124629184]
328_10492	chr6	27772583	27772983	+	622	31.0	[]	[]	[8.58463]	[149]	[]	[27772772]
328_10493	chr6	28757243	28757643	+	541	31.0	[4.21048]	[186]	[]	[]	[28757460]	[]
328_10494	chr6	30876882	30877282	+	623	31.0	[]	[]	[2.750914]	[124]	[]	[30877075]
328_10498	chr6	43838444	43838844	+	582	31.0	[7.318132, 9.422925]	[167, 225]	[]	[]	[43838620, 43838678]	[]
328_10499	chr6	136822322	136822722	+	612	31.0	[2.9588768]	[93]	[]	[]	[136822504]	[]
328_105	chrX	1452917	1453317	+	1000	429.0	[19.02182, 6.427217, 14.712663, 2.549921, 14.763846, 16.046774]	[87, 98, 124, 129, 135, 163]	[]	[]	[1453088, 1453099, 1453125, 1453130, 1453136, 1453164]	[]
328_1050	chr22	20507435	20507835	+	1000	175.0	[]	[]	[5.982204]	[132]	[]	[20507602]
328_10503	chr7	4738784	4739184	+	582	31.0	[4.496497]	[138]	[]	[]	[4738980]	[]
328_10504	chr7	32892630	32893030	+	604	31.0	[]	[]	[3.070263]	[128]	[]	[32892820]
328_10505	chr7	44761653	44762053	+	604	31.0	[2.9252439]	[91]	[3.5282345]	[164]	[44761831]	[44761904]
328_10507	chr7	106449463	106449863	+	628	31.0	[]	[]	[4.4534307]	[161]	[]	[106449636]
328_1051	chr22	23838954	23839354	+	1000	175.0	[]	[]	[4.3876944]	[119]	[]	[23839163]
328_10511	chr8	81768317	81768717	+	557	31.0	[5.0788903]	[167]	[]	[]	[81768485]	[]
328_10512	chr9	35665007	35665407	+	612	31.0	[]	[]	[10.809716]	[170]	[]	[35665248]
328_10515	chr9	136511668	136512068	+	618	31.0	[2.5552778]	[138]	[3.091044]	[80]	[136511884]	[136511826]
328_10518	chr1	16026680	16027080	+	614	30.5	[9.477537]	[153]	[3.71675, 5.578826]	[107, 168]	[16026913]	[16026867, 16026928]
328_1052	chr6	139134798	139135198	+	1000	175.0	[]	[]	[6.4405613, 13.899966]	[111, 159]	[]	[139134970, 139135018]
328_10523	chr1	31704997	31705397	+	557	30.5	[6.4523377]	[195]	[]	[]	[31705235]	[]
328_10524	chr1	36187982	36188382	+	617	30.5	[3.8169036, 8.038399]	[144, 150]	[]	[]	[36188191, 36188197]	[]
328_1053	chr16	75566089	75566489	+	1000	174.5	[13.70639, 13.70639, 19.620882]	[92, 112, 154]	[]	[]	[75566259, 75566279, 75566321]	[]
328_10530	chr1	50977559	50977959	+	596	30.5	[4.782783]	[167]	[]	[]	[50977795]	[]
328_10533	chr1	110619343	110619743	+	553	30.5	[4.8708262]	[195]	[]	[]	[110619592]	[]
328_10536	chr1	167822196	167822596	+	563	30.5	[]	[]	[4.8468018]	[104]	[]	[167822378]
