#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F5_idr.fa E2F5 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
489_10302	chr1	201983151	201983551	+	1000	68.0	[]	[]	[5.570742]	[160]	[]	[201983364]
489_10308	chr1	211134041	211134441	+	1000	68.0	[11.7800665]	[116]	[11.7800665]	[137]	[211134256]	[211134277]
489_1031	chr11	65859272	65859672	+	1000	163.0	[6.051324]	[85]	[5.667835]	[66]	[65859449]	[65859430]
489_10312	chr1	228130958	228131358	+	1000	68.0	[]	[]	[5.552912]	[150]	[]	[228131192]
489_10315	chr10	16817573	16817973	+	1000	68.0	[5.570742]	[56]	[]	[]	[16817726]	[]
489_10324	chr10	110567089	110567489	+	1000	68.0	[10.704447]	[163]	[]	[]	[110567316]	[]
489_10325	chr10	119165378	119165778	+	1000	68.0	[]	[]	[9.187896]	[96]	[]	[119165537]
489_10332	chr11	64206399	64206799	+	1000	68.0	[9.302818]	[178]	[]	[]	[64206650]	[]
489_10336	chr11	102347007	102347407	+	1000	68.0	[]	[]	[10.704447]	[88]	[]	[102347168]
489_10340	chr11	118997919	118998319	+	1000	68.0	[11.7800665]	[132]	[]	[]	[118998096]	[]
489_10341	chr12	576111	576511	+	1000	68.0	[9.302818]	[104]	[]	[]	[576284]	[]
489_10342	chr12	6723969	6724369	+	1000	68.0	[11.7800665]	[155]	[]	[]	[6724197]	[]
489_1035	chr2	148644536	148644936	+	1000	163.0	[]	[]	[11.665144, 5.667835, 10.704447]	[78, 97, 99]	[]	[148644694, 148644713, 148644715]
489_10350	chr12	53047127	53047527	+	1000	68.0	[6.051324]	[97]	[]	[]	[53047294]	[]
489_10352	chr12	53626056	53626456	+	1000	68.0	[]	[]	[11.7800665]	[162]	[]	[53626298]
489_10354	chr12	56127701	56128101	+	1000	68.0	[]	[]	[6.051324]	[155]	[]	[56127951]
489_10355	chr12	57941020	57941420	+	1000	68.0	[6.051324]	[241]	[]	[]	[57941268]	[]
489_10356	chr12	98593421	98593821	+	1000	68.0	[10.589524]	[142]	[]	[]	[98593645]	[]
489_1036	chr2	170928800	170929200	+	1000	163.0	[11.665144, 9.187896]	[103, 153]	[5.667835]	[184]	[170928968, 170929018]	[170929049]
489_10371	chr15	25438960	25439360	+	1000	68.0	[11.7800665]	[73]	[11.7800665]	[123]	[25439123]	[25439173]
489_10379	chr15	90931836	90932236	+	1000	68.0	[]	[]	[11.665144]	[223]	[]	[90932078]
489_10383	chr16	4734079	4734479	+	1000	68.0	[11.7800665]	[149]	[]	[]	[4734276]	[]
489_10387	chr16	30628721	30629121	+	1000	68.0	[10.378438]	[156]	[]	[]	[30628942]	[]
489_10389	chr16	58684612	58685012	+	1000	68.0	[6.051324]	[141]	[]	[]	[58684790]	[]
489_10391	chr16	67028671	67029071	+	1000	68.0	[5.570742]	[72]	[]	[]	[67028827]	[]
489_10392	chr16	71484403	71484803	+	1000	68.0	[5.552912]	[132]	[]	[]	[71484611]	[]
489_10400	chr17	28318726	28319126	+	1000	68.0	[]	[]	[10.704447]	[166]	[]	[28318918]
489_10401	chr17	28712250	28712650	+	1000	68.0	[]	[]	[11.665144]	[136]	[]	[28712444]
489_10402	chr17	29148786	29149186	+	1000	68.0	[]	[]	[9.302818]	[154]	[]	[29149019]
489_10407	chr17	48908162	48908562	+	1000	68.0	[]	[]	[5.667835]	[96]	[]	[48908336]
489_10411	chr17	73191486	73191886	+	1000	68.0	[10.704447]	[128]	[]	[]	[73191688]	[]
489_10412	chr17	75131369	75131769	+	1000	68.0	[]	[]	[5.570742]	[136]	[]	[75131530]
489_10419	chr18	30676038	30676438	+	1000	68.0	[]	[]	[5.667835]	[101]	[]	[30676219]
489_10420	chr18	35041207	35041607	+	1000	68.0	[10.704447, 5.667835, 10.378438]	[148, 154, 186]	[]	[]	[35041396, 35041402, 35041434]	[]
489_10421	chr18	56638528	56638928	+	1000	68.0	[10.378438]	[80]	[]	[]	[56638694]	[]
489_10426	chr19	3094043	3094443	+	1000	68.0	[]	[]	[10.589524, 6.051324]	[154, 187]	[]	[3094240, 3094273]
489_10427	chr19	4968594	4968994	+	1000	68.0	[10.378438]	[186]	[]	[]	[4968816]	[]
489_10428	chr19	11293734	11294134	+	1000	68.0	[10.704447]	[136]	[]	[]	[11293958]	[]
489_10429	chr19	18279438	18279838	+	1000	68.0	[9.302818]	[131]	[]	[]	[18279590]	[]
489_10436	chr19	46416347	46416747	+	1000	68.0	[]	[]	[11.7800665]	[128]	[]	[46416541]
489_1044	chr9	120842877	120843277	+	1000	163.0	[5.552912]	[90]	[]	[]	[120843029]	[]
489_10443	chr19	58401210	58401610	+	1000	68.0	[9.302818]	[134]	[]	[]	[58401438]	[]
489_10444	chr2	8678765	8679165	+	1000	68.0	[5.552912, 9.302818]	[66, 93]	[9.302818]	[90]	[8678916, 8678943]	[8678940]
489_10447	chr2	43227179	43227579	+	1000	68.0	[6.051324]	[184]	[]	[]	[43227396]	[]
489_10448	chr2	43595862	43596262	+	1000	68.0	[5.552912]	[221]	[]	[]	[43596089]	[]
489_10449	chr2	69387143	69387543	+	1000	68.0	[]	[]	[5.667835, 5.667835, 6.051324]	[74, 85, 96]	[]	[69387315, 69387326, 69387337]
489_10451	chr2	74198307	74198707	+	1000	68.0	[10.378438]	[151]	[]	[]	[74198531]	[]
489_10457	chr2	112254659	112255059	+	1000	68.0	[]	[]	[6.051324]	[190]	[]	[112254861]
489_10464	chr20	2664053	2664453	+	1000	68.0	[9.187896]	[180]	[9.302818]	[120]	[2664288]	[2664228]
489_10465	chr20	5610788	5611188	+	1000	68.0	[10.378438]	[150]	[10.378438]	[135]	[5610975]	[5610960]
489_1047	chr1	241847900	241848300	+	1000	162.0	[6.051324]	[148]	[]	[]	[241848137]	[]
489_10470	chr20	49915437	49915837	+	1000	68.0	[5.570742]	[183]	[]	[]	[49915659]	[]
489_10471	chr20	50190764	50191164	+	1000	68.0	[10.378438]	[132]	[]	[]	[50190922]	[]
489_10474	chr21	33229822	33230222	+	1000	68.0	[]	[]	[6.051324]	[114]	[]	[33230009]
489_1048	chr12	109097787	109098187	+	1000	162.0	[9.187896]	[150]	[]	[]	[109098024]	[]
489_10492	chr3	49340007	49340407	+	1000	68.0	[5.667835]	[162]	[5.667835, 10.704447]	[113, 115]	[49340228]	[49340179, 49340181]
489_10494	chr3	49723962	49724362	+	1000	68.0	[9.187896]	[128]	[9.302818]	[125]	[49724157]	[49724154]
489_10496	chr3	50612563	50612963	+	1000	68.0	[6.051324]	[191]	[]	[]	[50612803]	[]
489_105	chr1	45499999	45500399	+	1000	355.0	[]	[]	[6.051324]	[119]	[]	[45500215]
489_10503	chr3	177358398	177358798	+	1000	68.0	[]	[]	[11.665144]	[180]	[]	[177358617]
489_10505	chr3	184363064	184363464	+	1000	68.0	[11.7800665]	[165]	[]	[]	[184363307]	[]
489_1051	chr17	50345933	50346333	+	1000	162.0	[10.704447]	[122]	[]	[]	[50346153]	[]
489_10514	chr4	78939337	78939737	+	1000	68.0	[]	[]	[5.667835]	[174]	[]	[78939557]
489_10515	chr4	87006644	87007044	+	1000	68.0	[]	[]	[10.378438, 10.2635145]	[132, 139]	[]	[87006857, 87006864]
489_10523	chr5	40798105	40798505	+	1000	68.0	[11.7800665]	[73]	[]	[]	[40798259]	[]
489_10529	chr5	131164979	131165379	+	1000	68.0	[]	[]	[11.7800665]	[153]	[]	[131165216]
489_10540	chr6	3383475	3383875	+	1000	68.0	[9.187896]	[62]	[]	[]	[3383632]	[]
489_10556	chr6	34527169	34527569	+	1000	68.0	[9.187896]	[172]	[]	[]	[34527414]	[]
489_1056	chr3	8963258	8963658	+	1000	162.0	[9.302818]	[132]	[5.570742]	[104]	[8963489]	[8963461]
489_10560	chr6	44151802	44152202	+	1000	68.0	[]	[]	[9.302818]	[106]	[]	[44151970]
489_10564	chr6	53544740	53545140	+	1000	68.0	[6.051324]	[56]	[11.7800665, 10.378438]	[103, 143]	[53544893]	[53544940, 53544980]
489_10572	chr6	158644417	158644817	+	1000	68.0	[]	[]	[5.570742]	[116]	[]	[158644627]
489_10576	chr7	22822785	22823185	+	1000	68.0	[]	[]	[5.570742]	[134]	[]	[22822941]
489_10579	chr7	26200481	26200881	+	1000	68.0	[]	[]	[9.302818, 10.378438]	[146, 164]	[]	[26200663, 26200681]
489_10580	chr7	40134507	40134907	+	1000	68.0	[6.051324, 5.667835]	[170, 196]	[]	[]	[40134730, 40134756]	[]
489_10582	chr7	65373648	65374048	+	1000	68.0	[]	[]	[5.667835]	[160]	[]	[65373857]
489_10585	chr7	97126465	97126865	+	1000	68.0	[5.552912]	[186]	[]	[]	[97126694]	[]
489_10587	chr7	128783244	128783644	+	1000	68.0	[5.667835]	[172]	[5.552912]	[158]	[128783487]	[128783473]
489_1059	chr7	155002996	155003396	+	1000	162.0	[]	[]	[6.051324, 10.378438]	[84, 150]	[]	[155003157, 155003223]
489_10590	chr8	30082919	30083319	+	1000	68.0	[9.187896]	[180]	[10.378438]	[197]	[30083100]	[30083117]
489_10597	chr8	140635560	140635960	+	1000	68.0	[11.7800665]	[109]	[]	[]	[140635740]	[]
489_10598	chr9	15552610	15553010	+	1000	68.0	[5.667835]	[141]	[5.667835]	[72]	[15552838]	[15552769]
489_106	chr1	32650730	32651130	+	1000	354.0	[11.7800665]	[120]	[10.2635145]	[115]	[32650944]	[32650939]
489_10601	chr9	37485707	37486107	+	1000	68.0	[]	[]	[10.704447]	[131]	[]	[37485912]
489_10603	chr9	101533596	101533996	+	1000	68.0	[]	[]	[5.570742]	[66]	[]	[101533759]
489_10605	chr9	112486470	112486870	+	1000	68.0	[10.378438]	[114]	[]	[]	[112486637]	[]
489_10615	chr1	11478789	11479189	+	1000	67.0	[9.302818]	[166]	[]	[]	[11479029]	[]
489_10625	chr1	52365897	52366297	+	1000	67.0	[5.570742]	[165]	[11.7800665]	[143]	[52366146]	[52366124]
489_10626	chr1	53946277	53946677	+	1000	67.0	[11.7800665]	[114]	[10.378438]	[142]	[53946491]	[53946519]
489_10627	chr1	54489258	54489658	+	1000	67.0	[11.7800665]	[144]	[]	[]	[54489430]	[]
489_10632	chr1	109910537	109910937	+	1000	67.0	[]	[]	[9.302818]	[162]	[]	[109910767]
489_10634	chr1	145985523	145985923	+	1000	67.0	[]	[]	[5.667835]	[83]	[]	[145985685]
489_10635	chr1	151763284	151763684	+	1000	67.0	[10.378438]	[230]	[]	[]	[151763524]	[]
489_10639	chr1	155050313	155050713	+	1000	67.0	[11.665144]	[181]	[]	[]	[155050514]	[]
489_10648	chr1	223142926	223143326	+	1000	67.0	[]	[]	[10.378438]	[235]	[]	[223143175]
489_1065	chr1	154974449	154974849	+	1000	161.0	[]	[]	[6.051324]	[62]	[]	[154974605]
489_10654	chr10	23438765	23439165	+	1000	67.0	[5.570742]	[98]	[]	[]	[23438929]	[]
489_10656	chr10	38010452	38010852	+	1000	67.0	[9.187896]	[103]	[]	[]	[38010611]	[]
489_10657	chr10	46284432	46284832	+	1000	67.0	[9.302818]	[103]	[9.187896]	[100]	[46284631]	[46284628]
489_1066	chr1	236794957	236795357	+	1000	161.0	[11.665144, 6.051324]	[75, 90]	[11.7800665]	[70]	[236795131, 236795146]	[236795126]
489_10662	chr10	102743438	102743838	+	1000	67.0	[]	[]	[5.570742, 5.570742]	[137, 216]	[]	[102743609, 102743688]
489_10663	chr10	119872700	119873100	+	1000	67.0	[11.7800665]	[126]	[]	[]	[119872910]	[]
489_10668	chr11	6481244	6481644	+	1000	67.0	[5.667835]	[105]	[]	[]	[6481445]	[]
489_10670	chr11	35662569	35662969	+	1000	67.0	[11.7800665]	[166]	[10.378438]	[144]	[35662802]	[35662780]
489_10672	chr11	61871105	61871505	+	1000	67.0	[]	[]	[9.302818]	[148]	[]	[61871277]
489_10674	chr11	64917147	64917547	+	1000	67.0	[10.589524]	[110]	[]	[]	[64917350]	[]
489_10675	chr11	68213633	68214033	+	1000	67.0	[6.051324]	[84]	[]	[]	[68213791]	[]
489_10683	chr11	119030788	119031188	+	1000	67.0	[]	[]	[11.7800665]	[145]	[]	[119030998]
489_10688	chr12	46372608	46373008	+	1000	67.0	[6.051324]	[144]	[]	[]	[46372828]	[]
489_10689	chr12	50084917	50085317	+	1000	67.0	[]	[]	[5.667835]	[110]	[]	[50085124]
489_10690	chr12	54217077	54217477	+	1000	67.0	[11.665144]	[145]	[]	[]	[54217259]	[]
489_10691	chr12	56266592	56266992	+	1000	67.0	[]	[]	[5.552912]	[157]	[]	[56266802]
489_10692	chr12	57744561	57744961	+	1000	67.0	[]	[]	[11.7800665]	[155]	[]	[57744727]
489_10693	chr12	76084490	76084890	+	1000	67.0	[]	[]	[10.704447]	[112]	[]	[76084702]
489_10695	chr12	95204471	95204871	+	1000	67.0	[]	[]	[5.570742]	[146]	[]	[95204660]
489_10696	chr12	96489322	96489722	+	1000	67.0	[6.051324]	[139]	[5.552912]	[94]	[96489531]	[96489486]
489_10699	chr12	104456597	104456997	+	1000	67.0	[11.7800665]	[96]	[]	[]	[104456786]	[]
489_107	chr9	129824001	129824401	+	1000	354.0	[]	[]	[5.667835]	[71]	[]	[129824166]
489_10701	chr12	107761065	107761465	+	1000	67.0	[5.667835]	[147]	[]	[]	[107761295]	[]
489_10702	chr12	111599264	111599664	+	1000	67.0	[6.051324]	[145]	[]	[]	[111599480]	[]
489_10703	chr12	116737999	116738399	+	1000	67.0	[5.667835]	[109]	[]	[]	[116738195]	[]
489_10705	chr13	30617658	30618058	+	1000	67.0	[]	[]	[10.2635145]	[172]	[]	[30617895]
489_10707	chr13	113490637	113491037	+	1000	67.0	[]	[]	[10.704447]	[151]	[]	[113490841]
489_10714	chr15	40098749	40099149	+	1000	67.0	[]	[]	[5.667835]	[180]	[]	[40098993]
489_10716	chr15	41661703	41662103	+	1000	67.0	[]	[]	[6.051324]	[107]	[]	[41661883]
489_10717	chr15	57323524	57323924	+	1000	67.0	[]	[]	[10.378438]	[136]	[]	[57323681]
489_10718	chr15	66851190	66851590	+	1000	67.0	[5.570742]	[113]	[]	[]	[66851403]	[]
489_10720	chr15	70099416	70099816	+	1000	67.0	[]	[]	[5.552912]	[217]	[]	[70099641]
489_10722	chr15	75625626	75626026	+	1000	67.0	[]	[]	[10.704447]	[131]	[]	[75625787]
489_10728	chr16	14974917	14975317	+	1000	67.0	[11.7800665]	[206]	[]	[]	[14975145]	[]
489_10737	chr17	18314911	18315311	+	1000	67.0	[]	[]	[6.051324, 11.665144]	[130, 170]	[]	[18315064, 18315104]
489_10740	chr17	42184143	42184543	+	1000	67.0	[5.667835]	[160]	[]	[]	[42184354]	[]
489_10741	chr17	50161436	50161836	+	1000	67.0	[9.302818]	[122]	[11.7800665, 9.302818]	[79, 119]	[50161638]	[50161595, 50161635]
489_10745	chr17	68205235	68205635	+	1000	67.0	[11.7800665]	[176]	[10.378438]	[116]	[68205481]	[68205421]
489_1075	chr19	37906980	37907380	+	1000	161.0	[10.589524]	[156]	[10.704447]	[153]	[37907227]	[37907224]
489_10750	chr18	13726389	13726789	+	1000	67.0	[]	[]	[5.667835]	[177]	[]	[13726620]
489_10753	chr19	1266310	1266710	+	1000	67.0	[]	[]	[5.570742, 11.7800665]	[118, 125]	[]	[1266528, 1266535]
489_10756	chr19	6280007	6280407	+	1000	67.0	[10.704447, 10.704447, 6.051324]	[88, 114, 150]	[]	[]	[6280174, 6280200, 6280236]	[]
489_10758	chr19	10315799	10316199	+	1000	67.0	[9.302818]	[194]	[5.667835]	[125]	[10316034]	[10315965]
489_1076	chr21	28992800	28993200	+	1000	161.0	[]	[]	[5.570742, 11.7800665, 11.7800665]	[83, 89, 96]	[]	[28992955, 28992961, 28992968]
489_10769	chr19	50657936	50658336	+	1000	67.0	[11.7800665]	[179]	[]	[]	[50658162]	[]
489_10773	chr19	55655258	55655658	+	1000	67.0	[9.302818]	[83]	[]	[]	[55655440]	[]
489_10774	chr19	58466743	58467143	+	1000	67.0	[10.378438, 11.665144]	[76, 140]	[]	[]	[58466918, 58466982]	[]
489_10778	chr2	24009831	24010231	+	1000	67.0	[]	[]	[10.704447]	[133]	[]	[24010012]
489_10781	chr2	37324560	37324960	+	1000	67.0	[9.302818]	[107]	[5.552912, 6.051324]	[120, 137]	[37324741]	[37324754, 37324771]
489_10782	chr2	37925115	37925515	+	1000	67.0	[6.051324, 9.302818]	[105, 156]	[]	[]	[37925315, 37925366]	[]
489_10783	chr2	43226644	43227044	+	1000	67.0	[11.665144]	[211]	[]	[]	[43226883]	[]
489_10784	chr2	58241213	58241613	+	1000	67.0	[11.665144]	[110]	[9.302818]	[71]	[58241418]	[58241379]
489_10788	chr2	85327921	85328321	+	1000	67.0	[6.051324]	[65]	[]	[]	[85328082]	[]
489_1079	chr4	2963301	2963701	+	1000	161.0	[]	[]	[9.187896]	[175]	[]	[2963547]
489_10790	chr2	111120436	111120836	+	1000	67.0	[11.7800665]	[94]	[]	[]	[111120619]	[]
489_10792	chr2	119106291	119106691	+	1000	67.0	[]	[]	[9.187896]	[87]	[]	[119106478]
489_10793	chr2	156400968	156401368	+	1000	67.0	[5.552912]	[181]	[11.7800665]	[167]	[156401188]	[156401174]
489_10797	chr2	197434822	197435222	+	1000	67.0	[]	[]	[9.302818, 5.570742]	[150, 166]	[]	[197435027, 197435043]
489_108	chr22	20981864	20982264	+	1000	353.0	[9.302818]	[170]	[]	[]	[20982114]	[]
489_10800	chr2	240568530	240568930	+	1000	67.0	[10.704447]	[182]	[5.570742]	[134]	[240568748]	[240568700]
489_10802	chr20	17925403	17925803	+	1000	67.0	[]	[]	[9.302818]	[167]	[]	[17925628]
489_10803	chr20	23361635	23362035	+	1000	67.0	[]	[]	[9.302818]	[130]	[]	[23361811]
489_1083	chr1	214602933	214603333	+	1000	160.0	[10.378438]	[92]	[]	[]	[214603111]	[]
489_10834	chr3	194139544	194139944	+	1000	67.0	[11.7800665]	[142]	[]	[]	[194139750]	[]
489_10835	chr3	197736680	197737080	+	1000	67.0	[11.7800665]	[158]	[]	[]	[197736861]	[]
489_10837	chr4	80335692	80336092	+	1000	67.0	[10.378438]	[109]	[11.665144]	[154]	[80335893]	[80335938]
489_10839	chr4	140523817	140524217	+	1000	67.0	[]	[]	[10.704447]	[139]	[]	[140524037]
