#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT1_idr.fa STAT1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
315_106	chr2	230415962	230416362	+	1000	100.0	[]	[]	[9.525681, 8.280003]	[94, 140]	[]	[230416149, 230416195]
315_1061	chr22	20557242	20557642	+	1000	34.0	[]	[]	[9.611048]	[85]	[]	[20557411]
315_1064	chr22	22422519	22422919	+	1000	34.0	[9.611048]	[197]	[]	[]	[22422735]	[]
315_1066	chr22	22753528	22753928	+	1000	34.0	[8.194635]	[109]	[]	[]	[22753734]	[]
315_1069	chr3	143001291	143001691	+	1000	34.0	[9.611048]	[80]	[]	[]	[143001458]	[]
315_107	chr1	155193216	155193616	+	1000	99.0	[]	[]	[8.194635]	[96]	[]	[155193409]
315_1077	chr6	13912941	13913341	+	1000	34.0	[8.280003]	[149]	[]	[]	[13913171]	[]
315_1082	chr6	31737872	31738272	+	1000	34.0	[]	[]	[9.611048]	[162]	[]	[31738120]
315_1087	chr6	133957886	133958286	+	1000	34.0	[8.280003]	[154]	[]	[]	[133958128]	[]
315_1091	chr7	105013060	105013460	+	1000	34.0	[8.194635, 9.525681, 9.525681]	[104, 125, 173]	[]	[]	[105013225, 105013246, 105013294]	[]
315_1099	chr1	9593398	9593798	+	1000	33.0	[]	[]	[9.525681, 8.280003]	[100, 142]	[]	[9593590, 9593632]
315_11	chrM	5223	5623	+	1000	437.0	[]	[]	[8.259005]	[119]	[]	[5441]
315_1104	chr1	36224628	36225028	+	1000	33.0	[]	[]	[9.525681, 8.194635]	[128, 150]	[]	[36224850, 36224872]
315_1108	chr1	45500029	45500429	+	1000	33.0	[9.525681]	[178]	[9.611048]	[168]	[45500243]	[45500233]
315_1109	chr1	65224795	65225195	+	1000	33.0	[]	[]	[8.194635]	[155]	[]	[65224997]
315_111	chr6	100257987	100258387	+	1000	97.0	[9.525681, 9.611048]	[119, 130]	[]	[]	[100258173, 100258184]	[]
315_1113	chr1	143230678	143231078	+	1000	33.0	[8.259005]	[102]	[]	[]	[143230880]	[]
315_1114	chr1	151165805	151166205	+	1000	33.0	[8.280003, 9.611048]	[167, 176]	[]	[]	[151166044, 151166053]	[]
315_112	chr21	41420374	41420774	+	1000	96.0	[9.525681]	[120]	[9.611048]	[69]	[41420590]	[41420539]
315_1121	chr1	207626230	207626630	+	1000	33.0	[]	[]	[8.259005, 9.611048]	[111, 133]	[]	[207626435, 207626457]
315_1122	chr1	231200552	231200952	+	1000	33.0	[9.525681]	[161]	[9.525681]	[187]	[231200747]	[231200773]
315_1124	chr10	49165885	49166285	+	1000	33.0	[8.280003]	[156]	[]	[]	[49166124]	[]
315_1125	chr10	69319359	69319759	+	1000	33.0	[]	[]	[8.194635]	[100]	[]	[69319550]
315_113	chr6	24721224	24721624	+	1000	96.0	[9.611048, 9.611048]	[124, 130]	[]	[]	[24721439, 24721445]	[]
315_1142	chr19	10836240	10836640	+	1000	33.0	[9.611048]	[157]	[]	[]	[10836438]	[]
315_1144	chr19	46714402	46714802	+	1000	33.0	[9.611048, 8.194635, 8.280003]	[93, 144, 148]	[]	[]	[46714593, 46714644, 46714648]	[]
315_1145	chr2	27081207	27081607	+	1000	33.0	[]	[]	[8.194635]	[135]	[]	[27081431]
315_1148	chr2	102634750	102635150	+	1000	33.0	[]	[]	[8.280003]	[108]	[]	[102634922]
315_1157	chr22	39946541	39946941	+	1000	33.0	[]	[]	[8.194635]	[202]	[]	[39946762]
315_116	chr1	44048222	44048622	+	1000	94.0	[9.525681, 8.194635, 8.280003]	[103, 123, 127]	[8.280003]	[60]	[44048422, 44048442, 44048446]	[44048379]
315_1160	chr3	14651295	14651695	+	1000	33.0	[]	[]	[8.194635]	[111]	[]	[14651459]
315_1163	chr3	36969883	36970283	+	1000	33.0	[]	[]	[8.280003, 8.280003]	[94, 118]	[]	[36970070, 36970094]
315_117	chr2	230219814	230220214	+	1000	94.0	[8.280003]	[60]	[]	[]	[230219974]	[]
315_1170	chr5	72166379	72166779	+	1000	33.0	[]	[]	[8.280003]	[79]	[]	[72166550]
315_1173	chr6	13354253	13354653	+	1000	33.0	[9.611048]	[119]	[]	[]	[13354446]	[]
315_1177	chr6	28727550	28727950	+	1000	33.0	[9.611048]	[167]	[]	[]	[28727789]	[]
315_1183	chr6	149128407	149128807	+	969	33.0	[8.194635]	[122]	[]	[]	[149128624]	[]
315_1184	chr6	157323256	157323656	+	1000	33.0	[9.611048]	[139]	[]	[]	[157323420]	[]
315_1193	chr8	37891708	37892108	+	1000	33.0	[]	[]	[9.611048]	[156]	[]	[37891953]
315_1197	chr9	131278029	131278429	+	1000	33.0	[]	[]	[9.611048]	[92]	[]	[131278213]
315_1200	chr1	16366722	16367122	+	1000	32.0	[9.611048]	[168]	[]	[]	[16366899]	[]
315_1207	chr1	179881802	179882202	+	1000	32.0	[9.525681]	[83]	[9.525681]	[151]	[179881985]	[179882053]
315_1208	chr1	193059239	193059639	+	1000	32.0	[]	[]	[8.194635]	[131]	[]	[193059469]
315_1212	chr10	28807336	28807736	+	1000	32.0	[9.611048]	[135]	[]	[]	[28807547]	[]
315_122	chr16	34582022	34582422	+	1000	90.0	[8.259005]	[145]	[]	[]	[34582267]	[]
315_1222	chr13	42992099	42992499	+	1000	32.0	[]	[]	[8.194635]	[135]	[]	[42992328]
315_1226	chr15	64217136	64217536	+	1000	32.0	[9.611048, 9.525681]	[122, 131]	[9.525681]	[153]	[64217337, 64217346]	[64217368]
315_1227	chr15	91478584	91478984	+	1000	32.0	[8.194635]	[152]	[]	[]	[91478824]	[]
315_1230	chr17	6755827	6756227	+	1000	32.0	[]	[]	[9.611048]	[104]	[]	[6756026]
315_1234	chr18	49072447	49072847	+	1000	32.0	[9.525681]	[140]	[9.611048]	[114]	[49072660]	[49072634]
315_1236	chr19	4539951	4540351	+	1000	32.0	[8.194635, 8.194635]	[83, 138]	[8.280003]	[169]	[4540103, 4540158]	[4540189]
315_124	chr19	10270853	10271253	+	1000	89.0	[8.194635, 9.525681]	[81, 100]	[]	[]	[10271030, 10271049]	[]
315_1241	chr19	55259101	55259501	+	1000	32.0	[]	[]	[9.525681, 8.194635]	[109, 114]	[]	[55259283, 55259288]
315_1242	chr2	3574980	3575380	+	1000	32.0	[]	[]	[8.280003]	[122]	[]	[3575199]
315_1246	chr2	102418385	102418785	+	1000	32.0	[]	[]	[8.280003]	[189]	[]	[102418634]
315_1247	chr2	157786770	157787170	+	1000	32.0	[8.194635]	[73]	[8.194635, 8.259005]	[94, 127]	[157786940]	[157786961, 157786994]
315_126	chr9	130866407	130866807	+	1000	89.0	[8.280003]	[202]	[]	[]	[130866646]	[]
315_1267	chr3	43769425	43769825	+	1000	32.0	[]	[]	[9.525681]	[103]	[]	[43769599]
315_1268	chr3	46987777	46988177	+	1000	32.0	[]	[]	[8.280003, 9.525681, 9.611048]	[90, 123, 143]	[]	[46987947, 46987980, 46988000]
315_1274	chr5	112878766	112879166	+	1000	32.0	[9.611048]	[142]	[]	[]	[112879000]	[]
315_128	chr3	122680583	122680983	+	1000	88.0	[9.611048, 9.611048]	[103, 129]	[8.259005]	[69]	[122680777, 122680803]	[122680743]
315_1283	chr6	32967469	32967869	+	1000	32.0	[8.259005, 9.525681, 8.194635]	[100, 130, 137]	[]	[]	[32967656, 32967686, 32967693]	[]
315_1286	chr6	143164470	143164870	+	1000	32.0	[9.611048]	[112]	[9.611048]	[135]	[143164667]	[143164690]
315_1292	chr7	130051197	130051597	+	1000	32.0	[]	[]	[8.194635]	[99]	[]	[130051387]
315_1293	chr7	130960292	130960692	+	1000	32.0	[8.280003]	[98]	[]	[]	[130960480]	[]
315_1296	chr8	61076239	61076639	+	1000	32.0	[]	[]	[9.611048]	[155]	[]	[61076472]
315_1299	chrX	40273339	40273739	+	1000	32.0	[]	[]	[8.280003, 8.194635]	[88, 92]	[]	[40273512, 40273516]
315_130	chr6	20846556	20846956	+	1000	88.0	[9.525681]	[104]	[]	[]	[20846750]	[]
315_1300	chrX	119690796	119691196	+	1000	32.0	[]	[]	[9.525681]	[101]	[]	[119690984]
315_1304	chr1	28581658	28582058	+	1000	31.0	[8.280003]	[65]	[]	[]	[28581812]	[]
315_1306	chr1	31928726	31929126	+	1000	31.0	[8.194635]	[132]	[]	[]	[31928911]	[]
315_1308	chr1	32817207	32817607	+	1000	31.0	[9.525681]	[162]	[]	[]	[32817450]	[]
315_131	chr1	12448798	12449198	+	1000	87.0	[]	[]	[8.280003]	[93]	[]	[12448964]
315_1311	chr1	64864056	64864456	+	1000	31.0	[8.280003]	[147]	[8.194635, 8.280003]	[62, 103]	[64864300]	[64864215, 64864256]
315_1313	chr1	109090490	109090890	+	1000	31.0	[]	[]	[9.525681]	[95]	[]	[109090680]
315_1314	chr1	109984494	109984894	+	1000	31.0	[]	[]	[8.194635]	[146]	[]	[109984709]
315_1318	chr1	203306246	203306646	+	1000	31.0	[8.194635]	[110]	[]	[]	[203306450]	[]
315_1323	chr10	14954120	14954520	+	1000	31.0	[8.194635, 9.525681]	[135, 140]	[]	[]	[14954341, 14954346]	[]
315_1324	chr10	35195645	35196045	+	1000	31.0	[8.194635]	[72]	[]	[]	[35195813]	[]
315_1325	chr10	69334287	69334687	+	1000	31.0	[8.194635]	[136]	[]	[]	[69334472]	[]
315_1327	chr10	74150727	74151127	+	1000	31.0	[8.280003, 9.611048]	[115, 133]	[]	[]	[74150921, 74150939]	[]
315_1328	chr10	86078984	86079384	+	1000	31.0	[8.280003]	[86]	[]	[]	[86079168]	[]
315_1329	chr11	12116406	12116806	+	1000	31.0	[]	[]	[8.280003]	[134]	[]	[12116618]
315_1335	chr12	10750093	10750493	+	1000	31.0	[9.525681]	[154]	[]	[]	[10750318]	[]
315_134	chr11	320687	321087	+	1000	86.0	[]	[]	[9.525681, 9.611048, 9.611048]	[88, 117, 123]	[]	[320874, 320903, 320909]
315_1342	chr12	108700083	108700483	+	1000	31.0	[]	[]	[9.611048]	[179]	[]	[108700273]
315_1343	chr12	112130544	112130944	+	1000	31.0	[]	[]	[9.611048, 9.611048]	[102, 160]	[]	[112130732, 112130790]
315_1344	chr12	112978238	112978638	+	1000	31.0	[]	[]	[9.525681]	[195]	[]	[112978452]
315_1347	chr15	30625592	30625992	+	1000	31.0	[]	[]	[9.611048]	[168]	[]	[30625833]
315_135	chr11	615490	615890	+	1000	86.0	[9.525681, 9.525681]	[80, 114]	[]	[]	[615658, 615692]	[]
315_1351	chr15	81099003	81099403	+	1000	31.0	[]	[]	[8.194635, 9.611048]	[81, 148]	[]	[81099155, 81099222]
315_1356	chr16	75043111	75043511	+	1000	31.0	[9.611048]	[176]	[8.194635, 8.280003]	[188, 193]	[75043340]	[75043352, 75043357]
315_1358	chr16	84952635	84953035	+	1000	31.0	[8.194635]	[211]	[]	[]	[84952862]	[]
315_1362	chr17	48546961	48547361	+	1000	31.0	[9.611048]	[85]	[]	[]	[48547143]	[]
315_1375	chr2	168798394	168798794	+	1000	31.0	[8.280003, 8.280003]	[126, 164]	[]	[]	[168798568, 168798606]	[]
315_1382	chr22	20156993	20157393	+	1000	31.0	[8.259005]	[166]	[]	[]	[20157243]	[]
315_1383	chr22	22195323	22195723	+	1000	31.0	[]	[]	[9.525681]	[139]	[]	[22195562]
315_1386	chr3	46406959	46407359	+	1000	31.0	[9.525681]	[146]	[8.280003]	[67]	[46407198]	[46407119]
315_1389	chr4	10181107	10181507	+	1000	31.0	[]	[]	[8.280003, 8.194635]	[97, 112]	[]	[10181272, 10181287]
315_1390	chr4	99842381	99842781	+	1000	31.0	[9.525681]	[178]	[]	[]	[99842609]	[]
315_1391	chr4	126850276	126850676	+	1000	31.0	[]	[]	[8.280003, 8.194635]	[105, 148]	[]	[126850461, 126850504]
315_1392	chr4	129096119	129096519	+	688	31.0	[]	[]	[8.280003]	[160]	[]	[129096361]
315_1395	chr5	10595741	10596141	+	1000	31.0	[8.194635, 9.611048]	[87, 149]	[8.280003]	[95]	[10595926, 10595988]	[10595934]
315_1397	chr5	124651998	124652398	+	1000	31.0	[]	[]	[8.280003]	[107]	[]	[124652181]
315_1399	chr5	132663934	132664334	+	1000	31.0	[]	[]	[9.525681]	[80]	[]	[132664094]
315_1401	chr5	173839176	173839576	+	1000	31.0	[8.194635]	[142]	[]	[]	[173839359]	[]
315_141	chr9	131125411	131125811	+	1000	85.0	[8.280003]	[160]	[]	[]	[131125618]	[]
315_1411	chr6	45445771	45446171	+	1000	31.0	[8.194635, 9.611048]	[121, 137]	[]	[]	[45445952, 45445968]	[]
315_1412	chr6	149140505	149140905	+	1000	31.0	[9.611048]	[128]	[]	[]	[149140716]	[]
315_1413	chr6	159691080	159691480	+	1000	31.0	[]	[]	[9.525681, 9.611048, 9.525681]	[102, 118, 138]	[]	[159691273, 159691289, 159691309]
315_1420	chr7	140175186	140175586	+	1000	31.0	[]	[]	[8.280003]	[171]	[]	[140175419]
315_1422	chr8	102590894	102591294	+	1000	31.0	[9.525681]	[132]	[]	[]	[102591090]	[]
315_1424	chr9	87792848	87793248	+	1000	31.0	[]	[]	[8.194635]	[136]	[]	[87793072]
315_1431	chr9	133004159	133004559	+	1000	31.0	[9.525681]	[76]	[8.194635]	[62]	[133004329]	[133004315]
315_1432	chrX	11461585	11461985	+	1000	31.0	[9.611048]	[81]	[8.259005, 8.280003, 8.194635]	[91, 144, 163]	[11461740]	[11461750, 11461803, 11461822]
315_1435	chr1	26284712	26285112	+	1000	30.0	[]	[]	[9.611048]	[122]	[]	[26284924]
315_1436	chr1	26744038	26744438	+	1000	30.0	[]	[]	[9.611048]	[158]	[]	[26744288]
315_1437	chr1	28328802	28329202	+	1000	30.0	[8.280003]	[134]	[]	[]	[28329036]	[]
315_1438	chr1	29032937	29033337	+	1000	30.0	[]	[]	[8.194635]	[159]	[]	[29033173]
315_1442	chr1	51517932	51518332	+	1000	30.0	[8.280003]	[137]	[]	[]	[51518149]	[]
315_1448	chr1	154157722	154158122	+	1000	30.0	[]	[]	[8.280003, 9.611048]	[100, 136]	[]	[154157920, 154157956]
315_145	chr5	173056155	173056555	+	1000	83.0	[8.280003]	[127]	[]	[]	[173056379]	[]
315_1451	chr1	186375140	186375540	+	1000	30.0	[9.525681]	[137]	[]	[]	[186375377]	[]
315_1453	chr1	207024295	207024695	+	1000	30.0	[]	[]	[8.194635, 8.280003]	[90, 113]	[]	[207024451, 207024474]
315_146	chr7	93117917	93118317	+	1000	83.0	[8.194635, 8.280003]	[79, 83]	[]	[]	[93118083, 93118087]	[]
315_1463	chr14	96817860	96818260	+	1000	30.0	[8.259005]	[115]	[]	[]	[96818059]	[]
315_1464	chr15	36428274	36428674	+	1000	30.0	[]	[]	[8.280003]	[105]	[]	[36428478]
315_147	chr7	140062748	140063148	+	1000	83.0	[9.525681]	[101]	[]	[]	[140062945]	[]
315_1482	chr19	13880225	13880625	+	1000	30.0	[8.194635]	[159]	[]	[]	[13880456]	[]
315_1486	chr2	9843216	9843616	+	1000	30.0	[]	[]	[9.525681]	[97]	[]	[9843404]
315_1488	chr2	38643679	38644079	+	1000	30.0	[]	[]	[8.280003]	[128]	[]	[38643888]
315_149	chr7	106283894	106284294	+	1000	82.0	[]	[]	[9.611048]	[111]	[]	[106284094]
315_150	chr10	89392358	89392758	+	1000	81.0	[]	[]	[9.525681, 9.525681]	[75, 88]	[]	[89392513, 89392526]
315_1501	chr20	49278442	49278842	+	1000	30.0	[8.280003]	[87]	[]	[]	[49278627]	[]
315_1503	chr21	32612448	32612848	+	1000	30.0	[]	[]	[8.194635]	[120]	[]	[32612620]
315_1504	chr21	36429973	36430373	+	563	30.0	[]	[]	[9.611048]	[152]	[]	[36430182]
315_1505	chr22	20606172	20606572	+	1000	30.0	[]	[]	[8.194635]	[100]	[]	[20606370]
315_1509	chr22	36254889	36255289	+	1000	30.0	[]	[]	[8.194635]	[155]	[]	[36255116]
315_151	chr16	18926502	18926902	+	1000	81.0	[]	[]	[8.194635]	[73]	[]	[18926675]
315_1514	chr3	141311615	141312015	+	1000	30.0	[]	[]	[9.525681]	[124]	[]	[141311799]
315_1516	chr3	152320244	152320644	+	1000	30.0	[]	[]	[8.280003]	[173]	[]	[152320457]
315_1519	chr3	197712276	197712676	+	1000	30.0	[9.611048]	[185]	[]	[]	[197712515]	[]
315_1523	chr4	83013032	83013432	+	734	30.0	[8.280003]	[160]	[9.611048]	[150]	[83013234]	[83013224]
315_1524	chr4	122749598	122749998	+	1000	30.0	[9.611048]	[65]	[9.525681]	[94]	[122749761]	[122749790]
315_1525	chr5	1185759	1186159	+	1000	30.0	[9.611048]	[73]	[]	[]	[1185922]	[]
315_1527	chr5	78360228	78360628	+	1000	30.0	[]	[]	[9.611048]	[85]	[]	[78360404]
315_1529	chr5	132866341	132866741	+	1000	30.0	[9.611048]	[131]	[]	[]	[132866572]	[]
315_1533	chr5	146446871	146447271	+	1000	30.0	[]	[]	[9.525681]	[144]	[]	[146447113]
315_1544	chr6	30877707	30878107	+	1000	30.0	[]	[]	[8.280003]	[98]	[]	[30877903]
315_1548	chr6	149746363	149746763	+	985	30.0	[]	[]	[8.194635]	[135]	[]	[149746560]
315_1551	chr6	161205224	161205624	+	1000	30.0	[]	[]	[9.611048]	[89]	[]	[161205390]
315_1553	chr6	169452026	169452426	+	1000	30.0	[]	[]	[9.611048]	[75]	[]	[169452198]
315_156	chr2	74206133	74206533	+	1000	80.0	[9.611048, 9.525681]	[105, 125]	[]	[]	[74206326, 74206346]	[]
315_1561	chr7	151057919	151058319	+	1000	30.0	[8.280003]	[107]	[]	[]	[151058123]	[]
315_1562	chr8	10777248	10777648	+	1000	30.0	[9.611048]	[81]	[9.611048]	[159]	[10777404]	[10777482]
315_157	chr5	132495656	132496056	+	1000	80.0	[9.611048]	[134]	[]	[]	[132495880]	[]
315_1570	chr9	129995860	129996260	+	1000	30.0	[]	[]	[8.194635]	[126]	[]	[129996082]
315_1577	chr1	26723466	26723866	+	1000	29.0	[9.611048]	[123]	[9.611048]	[134]	[26723679]	[26723690]
315_1583	chr1	37690423	37690823	+	1000	29.0	[]	[]	[8.280003]	[171]	[]	[37690662]
315_1587	chr1	51284451	51284851	+	1000	29.0	[8.259005]	[162]	[]	[]	[51284676]	[]
315_1588	chr1	55140549	55140949	+	1000	29.0	[9.525681]	[139]	[]	[]	[55140780]	[]
315_1589	chr1	55474137	55474537	+	1000	29.0	[9.611048, 8.194635]	[125, 132]	[]	[]	[55474361, 55474368]	[]
315_1591	chr1	91500550	91500950	+	1000	29.0	[8.194635]	[106]	[]	[]	[91500751]	[]
315_16	chr1	1013170	1013570	+	1000	359.0	[9.525681, 9.525681]	[118, 124]	[9.525681]	[60]	[1013382, 1013388]	[1013324]
315_160	chr7	120999965	121000365	+	1000	80.0	[8.259005]	[85]	[9.525681, 8.280003]	[104, 116]	[121000137]	[121000156, 121000168]
315_1601	chr1	227335506	227335906	+	1000	29.0	[8.280003]	[88]	[]	[]	[227335688]	[]
315_1602	chr1	228145635	228146035	+	1000	29.0	[]	[]	[8.194635]	[87]	[]	[228145816]
315_1607	chr10	5479549	5479949	+	1000	29.0	[9.611048]	[152]	[]	[]	[5479786]	[]
315_1612	chr10	49300486	49300886	+	1000	29.0	[]	[]	[8.194635]	[181]	[]	[49300731]
315_1614	chr11	3867427	3867827	+	1000	29.0	[]	[]	[9.611048]	[164]	[]	[3867654]
315_1616	chr11	62025485	62025885	+	1000	29.0	[9.611048]	[131]	[]	[]	[62025683]	[]
315_1617	chr11	65095911	65096311	+	1000	29.0	[8.194635]	[101]	[]	[]	[65096084]	[]
315_162	chr22	20916977	20917377	+	1000	79.0	[]	[]	[9.611048]	[125]	[]	[20917179]
315_1621	chr12	48852153	48852553	+	1000	29.0	[8.194635, 8.280003]	[126, 130]	[]	[]	[48852339, 48852343]	[]
315_1625	chr12	113649267	113649667	+	1000	29.0	[]	[]	[9.525681]	[99]	[]	[113649449]
315_1629	chr15	95929318	95929718	+	1000	29.0	[]	[]	[8.280003]	[91]	[]	[95929509]
315_163	chr16	11312626	11313026	+	1000	78.0	[]	[]	[8.194635]	[123]	[]	[11312847]
315_1631	chr16	17013575	17013975	+	1000	29.0	[]	[]	[9.611048]	[97]	[]	[17013733]
315_1638	chr17	40113077	40113477	+	807	29.0	[]	[]	[9.611048]	[78]	[]	[40113248]
315_1640	chr17	63431869	63432269	+	1000	29.0	[9.611048]	[122]	[]	[]	[63432067]	[]
315_1644	chr19	14081194	14081594	+	1000	29.0	[]	[]	[8.280003, 9.525681]	[178, 199]	[]	[14081378, 14081399]
315_1645	chr19	17334643	17335043	+	885	29.0	[]	[]	[8.194635]	[145]	[]	[17334858]
315_1650	chr2	38751135	38751535	+	1000	29.0	[8.280003]	[196]	[]	[]	[38751363]	[]
315_1656	chr20	50929336	50929736	+	694	29.0	[]	[]	[8.194635]	[108]	[]	[50929536]
315_1662	chr22	22692783	22693183	+	1000	29.0	[8.194635]	[86]	[]	[]	[22692960]	[]
315_1664	chr22	35376888	35377288	+	1000	29.0	[8.194635]	[183]	[9.611048]	[113]	[35377131]	[35377061]
315_1669	chr3	37229668	37230068	+	1000	29.0	[8.280003]	[146]	[]	[]	[37229879]	[]
315_167	chr22	21947596	21947996	+	1000	78.0	[8.194635, 8.259005]	[84, 136]	[]	[]	[21947765, 21947817]	[]
315_1671	chr3	139299437	139299837	+	807	29.0	[]	[]	[8.259005]	[69]	[]	[139299594]
315_1675	chr4	78732553	78732953	+	1000	29.0	[]	[]	[9.525681]	[160]	[]	[78732798]
315_1679	chr5	39117380	39117780	+	1000	29.0	[]	[]	[9.611048, 9.611048]	[116, 166]	[]	[39117576, 39117626]
315_1683	chr5	44808586	44808986	+	1000	29.0	[9.611048]	[104]	[8.280003]	[83]	[44808780]	[44808759]
315_1684	chr5	65482814	65483214	+	1000	29.0	[9.611048]	[162]	[]	[]	[65483009]	[]
315_1698	chr6	25962562	25962962	+	1000	29.0	[]	[]	[8.280003]	[166]	[]	[25962807]
315_1707	chr6	34615659	34616059	+	1000	29.0	[]	[]	[9.525681]	[84]	[]	[34615820]
315_1708	chr6	81753083	81753483	+	1000	29.0	[8.194635, 8.194635]	[71, 114]	[]	[]	[81753238, 81753281]	[]
315_1709	chr6	119627323	119627723	+	1000	29.0	[]	[]	[8.259005]	[115]	[]	[119627535]
315_171	chr22	22559115	22559515	+	1000	77.0	[]	[]	[8.280003]	[144]	[]	[22559344]
315_1717	chr7	107168459	107168859	+	1000	29.0	[]	[]	[8.194635]	[162]	[]	[107168673]
315_1720	chr7	129367586	129367986	+	1000	29.0	[]	[]	[8.280003]	[165]	[]	[129367828]
315_1721	chr7	129829960	129830360	+	1000	29.0	[]	[]	[9.611048]	[69]	[]	[129830126]
315_1728	chr8	85959085	85959485	+	1000	29.0	[]	[]	[9.525681]	[128]	[]	[85959244]
315_1734	chr9	6756959	6757359	+	1000	29.0	[9.611048, 8.280003]	[99, 118]	[]	[]	[6757157, 6757176]	[]
315_174	chr16	19696337	19696737	+	1000	76.0	[9.611048]	[120]	[8.280003]	[96]	[19696557]	[19696533]
315_1742	chr1	12496454	12496854	+	1000	28.0	[9.611048]	[142]	[]	[]	[12496694]	[]
315_1746	chr1	26620487	26620887	+	984	28.0	[8.280003]	[96]	[]	[]	[26620657]	[]
315_175	chr6	42045560	42045960	+	1000	76.0	[9.525681, 9.525681]	[120, 126]	[9.525681]	[152]	[42045777, 42045783]	[42045809]
315_1753	chr1	46527976	46528376	+	1000	28.0	[9.611048]	[63]	[]	[]	[46528135]	[]
315_1756	chr1	65231698	65232098	+	1000	28.0	[]	[]	[9.525681]	[130]	[]	[65231914]
315_1765	chr1	150363344	150363744	+	1000	28.0	[9.611048]	[118]	[9.611048, 8.280003, 9.611048, 9.611048]	[125, 135, 147, 153]	[150363536]	[150363543, 150363553, 150363565, 150363571]
315_1773	chr1	212034942	212035342	+	1000	28.0	[]	[]	[9.525681]	[149]	[]	[212035169]
315_1791	chr11	86151328	86151728	+	1000	28.0	[9.525681]	[162]	[]	[]	[86151557]	[]
315_1797	chr12	49092143	49092543	+	1000	28.0	[9.611048]	[144]	[]	[]	[49092358]	[]
315_1800	chr13	28408442	28408842	+	1000	28.0	[8.280003, 9.611048, 8.280003]	[158, 176, 207]	[]	[]	[28408639, 28408657, 28408688]	[]
315_1808	chr16	1964628	1965028	+	1000	28.0	[8.194635]	[117]	[]	[]	[1964840]	[]
315_181	chr2	200383720	200384120	+	1000	75.0	[9.611048]	[90]	[]	[]	[200383897]	[]
315_1811	chr16	29815803	29816203	+	1000	28.0	[]	[]	[8.194635, 8.194635, 9.611048]	[86, 148, 158]	[]	[29815977, 29816039, 29816049]
315_1816	chr17	32142991	32143391	+	1000	28.0	[8.194635]	[182]	[]	[]	[32143204]	[]
315_1817	chr17	38752502	38752902	+	1000	28.0	[8.280003]	[162]	[]	[]	[38752708]	[]
315_1818	chr17	40139855	40140255	+	1000	28.0	[8.259005]	[147]	[]	[]	[40140013]	[]
315_1819	chr17	44014812	44015212	+	1000	28.0	[]	[]	[9.611048]	[154]	[]	[44015046]
315_1820	chr17	44547026	44547426	+	1000	28.0	[]	[]	[9.611048]	[91]	[]	[44547214]
