#PeakID(python identify_motif.py ./ENCODE_processed_files/ETV6_idr.fa ETV6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
418_10119	chr12	89709355	89709755	+	1000	33.0	[6.8263144]	[114]	[]	[]	[89709568]	[]
418_10130	chr12	124391302	124391702	+	1000	33.0	[]	[]	[10.77997]	[114]	[]	[124391471]
418_10137	chr13	107904848	107905248	+	914	33.0	[7.772714]	[152]	[]	[]	[107905046]	[]
418_10141	chr14	58192079	58192479	+	853	33.0	[10.77997]	[136]	[]	[]	[58192268]	[]
418_10142	chr14	68762969	68763369	+	1000	33.0	[6.8263144]	[170]	[]	[]	[68763193]	[]
418_10145	chr14	72880776	72881176	+	1000	33.0	[]	[]	[10.77997]	[113]	[]	[72880978]
418_10147	chr14	74617982	74618382	+	1000	33.0	[10.77997, 7.772714]	[130, 163]	[10.77997]	[97]	[74618196, 74618229]	[74618163]
418_10150	chr15	39782686	39783086	+	642	33.0	[9.831317]	[102]	[9.940348]	[64]	[39782880]	[39782842]
418_10155	chr15	55221158	55221558	+	1000	33.0	[]	[]	[10.77997]	[104]	[]	[55221359]
418_10156	chr15	58037933	58038333	+	852	33.0	[]	[]	[10.77997]	[143]	[]	[58038136]
418_10158	chr15	59689149	59689549	+	1000	33.0	[12.8385725]	[181]	[]	[]	[59689333]	[]
418_1016	chr19	39430616	39431016	+	1000	92.0	[10.77997]	[72]	[7.881745]	[116]	[39430767]	[39430811]
418_10163	chr15	84960933	84961333	+	1000	33.0	[]	[]	[6.8263144]	[158]	[]	[84961100]
418_10174	chr16	57244741	57245141	+	1000	33.0	[]	[]	[8.371923]	[169]	[]	[57244983]
418_10175	chr16	57601774	57602174	+	1000	33.0	[8.755716]	[124]	[]	[]	[57601987]	[]
418_10180	chr16	74700991	74701391	+	1000	33.0	[]	[]	[10.77997]	[158]	[]	[74701200]
418_10181	chr16	79093689	79094089	+	1000	33.0	[7.881745]	[146]	[7.881745]	[100]	[79093930]	[79093884]
418_10188	chr16	84946914	84947314	+	1000	33.0	[9.831317]	[135]	[]	[]	[84947100]	[]
418_10204	chr17	39621948	39622348	+	802	33.0	[]	[]	[9.940348]	[130]	[]	[39622162]
418_10208	chr17	40437187	40437587	+	786	33.0	[10.77997]	[112]	[]	[]	[40437394]	[]
418_1023	chr4	84966563	84966963	+	1000	92.0	[]	[]	[10.77997]	[143]	[]	[84966803]
418_10233	chr18	11995444	11995844	+	1000	33.0	[10.77997, 7.881745]	[132, 174]	[]	[]	[11995640, 11995682]	[]
418_10238	chr19	4457721	4458121	+	735	33.0	[]	[]	[8.119915]	[177]	[]	[4457957]
418_1024	chr4	158723247	158723647	+	1000	92.0	[9.940348]	[81]	[12.8385725, 12.8385725]	[64, 97]	[158723418]	[158723401, 158723434]
418_10241	chr19	10119791	10120191	+	988	33.0	[6.8263144]	[103]	[]	[]	[10119987]	[]
418_1025	chr5	149959460	149959860	+	1000	92.0	[10.77997]	[166]	[7.881745]	[180]	[149959679]	[149959693]
418_10258	chr19	45646053	45646453	+	1000	33.0	[6.666218]	[150]	[]	[]	[45646274]	[]
418_1026	chr6	3068820	3069220	+	1000	92.0	[12.8385725]	[85]	[]	[]	[3068995]	[]
418_10264	chr19	48943086	48943486	+	859	33.0	[12.8385725]	[140]	[]	[]	[48943310]	[]
418_10266	chr19	51395328	51395728	+	843	33.0	[10.77997]	[85]	[]	[]	[51395512]	[]
418_10269	chr19	54448823	54449223	+	1000	33.0	[]	[]	[12.8385725]	[156]	[]	[54449054]
418_10271	chr19	55605365	55605765	+	911	33.0	[]	[]	[12.8385725, 9.940348]	[124, 130]	[]	[55605580, 55605586]
418_10279	chr2	26143988	26144388	+	903	33.0	[]	[]	[10.77997]	[60]	[]	[26144140]
418_10286	chr2	65922862	65923262	+	1000	33.0	[10.77997]	[60]	[]	[]	[65923021]	[]
418_10289	chr2	69645075	69645475	+	1000	33.0	[]	[]	[8.119915]	[148]	[]	[69645274]
418_10299	chr2	151669661	151670061	+	546	33.0	[8.755716]	[171]	[]	[]	[151669894]	[]
418_10302	chr2	159124312	159124712	+	1000	33.0	[]	[]	[10.77997]	[158]	[]	[159124543]
418_10316	chr20	47727421	47727821	+	1000	33.0	[6.933092]	[86]	[7.881745, 10.77997]	[116, 137]	[47727585]	[47727615, 47727636]
418_10318	chr20	50818244	50818644	+	967	33.0	[]	[]	[7.881745]	[214]	[]	[50818483]
418_10321	chr21	14683060	14683460	+	1000	33.0	[10.77997]	[100]	[]	[]	[14683225]	[]
418_10322	chr21	33479683	33480083	+	1000	33.0	[]	[]	[7.881745]	[98]	[]	[33479841]
418_10325	chr21	38121119	38121519	+	1000	33.0	[8.119915]	[132]	[]	[]	[38121297]	[]
418_10329	chr22	17777068	17777468	+	1000	33.0	[]	[]	[9.940348, 10.77997]	[136, 168]	[]	[17777239, 17777271]
418_10337	chr22	20915969	20916369	+	965	33.0	[8.371923]	[99]	[]	[]	[20916132]	[]
418_10340	chr22	21613577	21613977	+	1000	33.0	[9.831317]	[183]	[]	[]	[21613807]	[]
418_10346	chr22	21993927	21994327	+	1000	33.0	[]	[]	[8.119915]	[90]	[]	[21994115]
418_10357	chr22	22844451	22844851	+	745	33.0	[7.881745]	[115]	[]	[]	[22844624]	[]
418_10358	chr22	22929224	22929624	+	1000	33.0	[7.772714]	[154]	[]	[]	[22929381]	[]
418_1036	chr11	93718177	93718577	+	1000	91.0	[7.772714]	[94]	[9.058782]	[157]	[93718346]	[93718409]
418_10363	chr22	23156940	23157340	+	1000	33.0	[12.8385725]	[157]	[]	[]	[23157165]	[]
418_1037	chr12	51368932	51369332	+	1000	91.0	[10.77997, 10.77997]	[75, 119]	[]	[]	[51369107, 51369151]	[]
418_10370	chr22	39961410	39961810	+	1000	33.0	[10.77997]	[113]	[]	[]	[39961574]	[]
418_10371	chr3	5082557	5082957	+	1000	33.0	[]	[]	[8.371923]	[99]	[]	[5082723]
418_10376	chr3	32140912	32141312	+	1000	33.0	[7.881745]	[165]	[]	[]	[32141158]	[]
418_1038	chr12	110354071	110354471	+	1000	91.0	[7.881745, 7.881745, 7.881745]	[115, 124, 159]	[]	[]	[110354275, 110354284, 110354319]	[]
418_10385	chr3	47788921	47789321	+	1000	33.0	[6.8263144]	[114]	[]	[]	[47789120]	[]
418_1039	chr17	45226121	45226521	+	1000	91.0	[7.881745]	[175]	[9.058782]	[104]	[45226362]	[45226291]
418_10394	chr3	128681160	128681560	+	1000	33.0	[]	[]	[10.77997]	[140]	[]	[128681389]
418_10398	chr3	157159301	157159701	+	989	33.0	[9.940348]	[105]	[]	[]	[157159500]	[]
418_10399	chr3	160204644	160205044	+	1000	33.0	[]	[]	[9.058782, 10.77997]	[81, 132]	[]	[160204822, 160204873]
418_104	chr7	106865074	106865474	+	1000	285.0	[]	[]	[10.77997, 10.77997]	[101, 124]	[]	[106865264, 106865287]
418_10409	chr3	193926150	193926550	+	1000	33.0	[6.666218]	[187]	[]	[]	[193926381]	[]
418_10424	chr4	71406337	71406737	+	763	33.0	[]	[]	[7.881745]	[143]	[]	[71406565]
418_10434	chr4	183398061	183398461	+	1000	33.0	[10.77997]	[163]	[]	[]	[183398289]	[]
418_10435	chr4	189021675	189022075	+	1000	33.0	[10.77997, 7.772714]	[136, 156]	[]	[]	[189021890, 189021910]	[]
418_10437	chr5	37379031	37379431	+	562	33.0	[8.371923]	[97]	[10.77997]	[148]	[37379225]	[37379276]
418_10439	chr5	54313328	54313728	+	1000	33.0	[10.77997]	[168]	[]	[]	[54313551]	[]
418_10446	chr5	126970618	126971018	+	887	33.0	[]	[]	[10.77997]	[120]	[]	[126970807]
418_10451	chr5	138626500	138626900	+	1000	33.0	[]	[]	[7.772714]	[145]	[]	[138626736]
418_10455	chr5	151093548	151093948	+	869	33.0	[10.77997]	[189]	[]	[]	[151093788]	[]
418_10458	chr5	159638954	159639354	+	673	33.0	[9.940348]	[168]	[]	[]	[159639202]	[]
418_10459	chr5	163505833	163506233	+	770	33.0	[]	[]	[6.666218]	[120]	[]	[163505997]
418_10465	chr6	2765170	2765570	+	626	33.0	[]	[]	[9.058782]	[185]	[]	[2765395]
418_10468	chr6	3337799	3338199	+	885	33.0	[10.77997]	[144]	[]	[]	[3338012]	[]
418_10472	chr6	10518901	10519301	+	1000	33.0	[10.77997]	[102]	[]	[]	[10519085]	[]
418_10473	chr6	13668573	13668973	+	894	33.0	[]	[]	[10.77997]	[55]	[]	[13668728]
418_10476	chr6	16322762	16323162	+	758	33.0	[7.881745]	[109]	[]	[]	[16322967]	[]
418_10477	chr6	20205842	20206242	+	1000	33.0	[]	[]	[10.77997]	[95]	[]	[20205999]
418_10481	chr6	27547186	27547586	+	1000	33.0	[8.371923]	[75]	[]	[]	[27547352]	[]
418_10485	chr6	28981834	28982234	+	1000	33.0	[]	[]	[9.058782]	[116]	[]	[28982008]
418_10507	chr6	108260862	108261262	+	964	33.0	[]	[]	[9.940348]	[197]	[]	[108261100]
418_1052	chr6	43640431	43640831	+	1000	91.0	[7.881745]	[111]	[7.881745, 7.772714]	[96, 150]	[43640638]	[43640623, 43640677]
418_10520	chr6	163585777	163586177	+	1000	33.0	[10.77997]	[112]	[]	[]	[163585945]	[]
418_10522	chr7	812848	813248	+	971	33.0	[]	[]	[7.772714]	[127]	[]	[813067]
418_10523	chr7	2863604	2864004	+	970	33.0	[10.77997]	[106]	[]	[]	[2863805]	[]
418_10529	chr7	27713206	27713606	+	1000	33.0	[9.058782, 9.058782]	[86, 136]	[]	[]	[27713386, 27713436]	[]
418_10537	chr7	75734512	75734912	+	854	33.0	[9.058782]	[182]	[]	[]	[75734752]	[]
418_10538	chr7	75878781	75879181	+	1000	33.0	[8.371923]	[209]	[]	[]	[75879024]	[]
418_10539	chr7	76178163	76178563	+	984	33.0	[]	[]	[9.940348]	[200]	[]	[76178393]
418_10548	chr7	116499108	116499508	+	792	33.0	[6.8263144]	[195]	[]	[]	[116499337]	[]
418_1055	chr8	127898763	127899163	+	1000	91.0	[9.058782]	[81]	[]	[]	[127898917]	[]
418_10553	chr7	128364170	128364570	+	927	33.0	[]	[]	[12.8385725]	[131]	[]	[128364380]
418_10556	chr7	129879770	129880170	+	755	33.0	[]	[]	[7.772714]	[198]	[]	[129879995]
418_10559	chr7	131040521	131040921	+	1000	33.0	[]	[]	[10.77997]	[222]	[]	[131040759]
418_1056	chr9	34328559	34328959	+	1000	91.0	[12.8385725]	[107]	[]	[]	[34328763]	[]
418_10564	chr7	148983484	148983884	+	1000	33.0	[]	[]	[6.666218]	[198]	[]	[148983713]
418_10576	chr8	90194162	90194562	+	575	33.0	[]	[]	[12.8385725]	[178]	[]	[90194396]
418_10577	chr8	97774872	97775272	+	1000	33.0	[9.940348]	[59]	[]	[]	[97775026]	[]
418_10581	chr8	102656043	102656443	+	904	33.0	[7.881745]	[148]	[]	[]	[102656280]	[]
418_10584	chr8	127618428	127618828	+	891	33.0	[9.058782]	[128]	[]	[]	[127618580]	[]
418_10585	chr8	130248496	130248896	+	821	33.0	[]	[]	[10.77997]	[159]	[]	[130248735]
418_1059	chr1	16620991	16621391	+	1000	90.0	[]	[]	[6.666218]	[87]	[]	[16621177]
418_10593	chr9	120868335	120868735	+	640	33.0	[]	[]	[10.77997]	[152]	[]	[120868558]
418_10597	chr9	126804766	126805166	+	883	33.0	[9.940348]	[116]	[6.933092]	[155]	[126804975]	[126805014]
418_1060	chr1	23790073	23790473	+	1000	90.0	[]	[]	[7.772714]	[125]	[]	[23790293]
418_10607	chr9	131218571	131218971	+	1000	33.0	[]	[]	[9.058782]	[138]	[]	[131218748]
418_1061	chr1	27542523	27542923	+	1000	90.0	[]	[]	[7.0784545]	[117]	[]	[27542737]
418_10610	chr9	135468838	135469238	+	1000	33.0	[]	[]	[9.831317]	[163]	[]	[135469083]
418_10613	chrUn_KI270742v1	107022	107422	+	942	33.0	[]	[]	[9.831317]	[149]	[]	[107264]
418_10614	chrX	16733107	16733507	+	1000	33.0	[10.77997]	[87]	[]	[]	[16733291]	[]
418_10620	chr1	11955224	11955624	+	728	32.0	[9.058782]	[204]	[]	[]	[11955444]	[]
418_10627	chr1	15831869	15832269	+	1000	32.0	[7.881745]	[144]	[]	[]	[15832079]	[]
418_10628	chr1	19533669	19534069	+	872	32.0	[7.881745, 10.77997]	[131, 152]	[]	[]	[19533868, 19533889]	[]
418_10631	chr1	21270120	21270520	+	805	32.0	[7.881745]	[88]	[6.9452558]	[137]	[21270280]	[21270329]
418_10632	chr1	25442106	25442506	+	1000	32.0	[10.77997]	[179]	[]	[]	[25442305]	[]
418_10637	chr1	28267004	28267404	+	1000	32.0	[12.8385725]	[206]	[]	[]	[28267245]	[]
418_1064	chr10	4149383	4149783	+	1000	90.0	[]	[]	[8.119915]	[70]	[]	[4149553]
418_10640	chr1	30911290	30911690	+	910	32.0	[]	[]	[9.058782]	[124]	[]	[30911471]
418_10645	chr1	43274398	43274798	+	922	32.0	[]	[]	[10.77997]	[170]	[]	[43274585]
418_10647	chr1	46484692	46485092	+	967	32.0	[]	[]	[9.058782]	[128]	[]	[46484917]
418_1065	chr10	69215452	69215852	+	1000	90.0	[]	[]	[12.8385725, 7.881745]	[72, 82]	[]	[69215620, 69215630]
418_10651	chr1	53368014	53368414	+	818	32.0	[]	[]	[9.940348, 7.881745]	[81, 151]	[]	[53368181, 53368251]
418_10654	chr1	66924966	66925366	+	1000	32.0	[8.119915]	[173]	[]	[]	[66925213]	[]
418_1066	chr10	95532019	95532419	+	1000	90.0	[]	[]	[10.77997]	[98]	[]	[95532207]
418_10668	chr1	155745166	155745566	+	826	32.0	[]	[]	[9.940348]	[172]	[]	[155745414]
418_1067	chr15	44728569	44728969	+	1000	90.0	[9.058782]	[105]	[]	[]	[44728756]	[]
418_10671	chr1	156816751	156817151	+	867	32.0	[7.881745]	[138]	[]	[]	[156816969]	[]
418_10673	chr1	161185224	161185624	+	886	32.0	[9.058782]	[95]	[]	[]	[161185412]	[]
418_10674	chr1	161185943	161186343	+	915	32.0	[]	[]	[10.77997]	[103]	[]	[161186115]
418_10675	chr1	161421865	161422265	+	1000	32.0	[]	[]	[9.058782]	[180]	[]	[161422091]
418_10678	chr1	174021466	174021866	+	941	32.0	[7.881745]	[79]	[]	[]	[174021640]	[]
418_10683	chr1	199932100	199932500	+	1000	32.0	[]	[]	[7.881745]	[160]	[]	[199932318]
418_10684	chr1	201015592	201015992	+	972	32.0	[]	[]	[10.77997]	[157]	[]	[201015830]
418_10685	chr1	201511886	201512286	+	950	32.0	[]	[]	[10.77997, 9.058782]	[91, 134]	[]	[201512048, 201512091]
418_10694	chr1	207605878	207606278	+	1000	32.0	[6.666218]	[127]	[]	[]	[207606062]	[]
418_10707	chr1	234755304	234755704	+	672	32.0	[12.8385725]	[135]	[]	[]	[234755463]	[]
418_1071	chr19	55674997	55675397	+	1000	90.0	[]	[]	[9.831317, 9.940348]	[105, 111]	[]	[55675198, 55675204]
418_10710	chr1	241610133	241610533	+	730	32.0	[10.77997]	[133]	[]	[]	[241610360]	[]
418_10717	chr10	4849626	4850026	+	572	32.0	[]	[]	[8.755716]	[93]	[]	[4849790]
418_10724	chr10	26860643	26861043	+	1000	32.0	[]	[]	[7.881745]	[183]	[]	[26860882]
418_10725	chr10	28984347	28984747	+	620	32.0	[10.77997, 7.772714]	[132, 140]	[]	[]	[28984578, 28984586]	[]
418_10726	chr10	30418643	30419043	+	701	32.0	[12.8385725]	[157]	[]	[]	[30418882]	[]
418_10727	chr10	31929289	31929689	+	974	32.0	[12.8385725]	[153]	[]	[]	[31929523]	[]
418_1073	chr20	56468424	56468824	+	1000	90.0	[12.8385725, 9.831317, 12.8385725]	[102, 124, 133]	[]	[]	[56468616, 56468638, 56468647]	[]
418_10734	chr10	45557419	45557819	+	762	32.0	[7.772714]	[213]	[]	[]	[45557643]	[]
418_10738	chr10	68550699	68551099	+	1000	32.0	[10.77997]	[160]	[]	[]	[68550945]	[]
418_1074	chr22	36913329	36913729	+	1000	90.0	[8.755716]	[92]	[7.881745]	[146]	[36913510]	[36913564]
418_10746	chr11	3091761	3092161	+	889	32.0	[]	[]	[7.881745]	[161]	[]	[3091999]
418_10747	chr11	5258528	5258928	+	558	32.0	[8.755716]	[74]	[]	[]	[5258695]	[]
418_10749	chr11	6925607	6926007	+	887	32.0	[]	[]	[7.772714]	[113]	[]	[6925805]
418_10750	chr11	11691279	11691679	+	851	32.0	[7.881745]	[126]	[8.755716]	[135]	[11691489]	[11691498]
418_10762	chr11	63505805	63506205	+	1000	32.0	[9.058782]	[75]	[]	[]	[63505973]	[]
418_10763	chr11	64185195	64185595	+	729	32.0	[]	[]	[9.831317]	[132]	[]	[64185425]
418_10765	chr11	65275009	65275409	+	1000	32.0	[]	[]	[7.881745]	[162]	[]	[65275227]
418_10768	chr11	77820542	77820942	+	568	32.0	[9.058782]	[165]	[]	[]	[77820755]	[]
418_10770	chr11	85854662	85855062	+	1000	32.0	[]	[]	[8.755716]	[105]	[]	[85854853]
418_10779	chr11	117173059	117173459	+	921	32.0	[7.772714]	[126]	[]	[]	[117173261]	[]
418_1078	chr5	181222269	181222669	+	1000	90.0	[6.933092]	[94]	[]	[]	[181222461]	[]
418_10783	chr12	12327728	12328128	+	1000	32.0	[]	[]	[7.772714]	[161]	[]	[12327947]
418_10787	chr12	31959028	31959428	+	1000	32.0	[]	[]	[9.831317]	[138]	[]	[31959223]
418_10791	chr12	51218901	51219301	+	1000	32.0	[8.755716]	[109]	[]	[]	[51219093]	[]
418_10794	chr12	60144404	60144804	+	900	32.0	[9.058782]	[167]	[]	[]	[60144651]	[]
418_10810	chr13	44382681	44383081	+	1000	32.0	[7.881745]	[82]	[]	[]	[44382858]	[]
418_1083	chr8	27363678	27364078	+	1000	90.0	[10.77997, 7.772714]	[105, 113]	[]	[]	[27363883, 27363891]	[]
418_10839	chr15	85023977	85024377	+	867	32.0	[]	[]	[8.119915]	[70]	[]	[85024136]
418_1084	chr8	90221229	90221629	+	1000	90.0	[9.058782]	[119]	[]	[]	[90221448]	[]
418_10840	chr15	85702224	85702624	+	844	32.0	[10.77997, 10.77997]	[78, 103]	[9.058782]	[149]	[85702386, 85702411]	[85702457]
418_10842	chr15	100596747	100597147	+	1000	32.0	[]	[]	[7.772714]	[173]	[]	[100596988]
418_10848	chr16	14632470	14632870	+	965	32.0	[6.933092]	[143]	[]	[]	[14632689]	[]
418_10851	chr16	30747937	30748337	+	1000	32.0	[]	[]	[12.8385725]	[118]	[]	[30748138]
418_10858	chr16	74563728	74564128	+	656	32.0	[9.058782]	[118]	[]	[]	[74563898]	[]
418_1086	chr9	95426771	95427171	+	1000	90.0	[]	[]	[7.881745]	[87]	[]	[95426935]
418_10862	chr16	82169944	82170344	+	838	32.0	[]	[]	[9.940348]	[203]	[]	[82170180]
418_10863	chr16	84970489	84970889	+	972	32.0	[]	[]	[9.058782]	[116]	[]	[84970668]
418_10867	chr16	86158723	86159123	+	1000	32.0	[9.940348, 8.119915]	[102, 116]	[]	[]	[86158890, 86158904]	[]
418_10869	chr16	88526067	88526467	+	975	32.0	[9.058782]	[135]	[]	[]	[88526285]	[]
418_10872	chr17	996448	996848	+	937	32.0	[]	[]	[8.371923]	[63]	[]	[996607]
418_1088	chr1	29688626	29689026	+	1000	89.0	[9.940348]	[105]	[9.058782, 9.058782]	[83, 126]	[29688818]	[29688796, 29688839]
418_10881	chr17	36722483	36722883	+	773	32.0	[]	[]	[6.666218]	[100]	[]	[36722636]
418_10889	chr17	45063180	45063580	+	1000	32.0	[10.77997]	[138]	[]	[]	[45063374]	[]
418_10890	chr17	47199944	47200344	+	1000	32.0	[9.058782, 10.77997]	[134, 160]	[]	[]	[47200169, 47200195]	[]
418_10893	chr17	64442154	64442554	+	1000	32.0	[]	[]	[7.881745]	[159]	[]	[64442371]
418_10898	chr17	75487300	75487700	+	991	32.0	[7.881745]	[57]	[]	[]	[75487454]	[]
418_10906	chr18	966207	966607	+	870	32.0	[9.940348]	[150]	[]	[]	[966383]	[]
418_1091	chr10	92830867	92831267	+	1000	89.0	[7.772714, 10.77997]	[123, 185]	[12.8385725]	[114]	[92831051, 92831113]	[92831042]
418_10910	chr18	8951505	8951905	+	966	32.0	[10.77997]	[152]	[]	[]	[8951732]	[]
418_10912	chr18	9828238	9828638	+	1000	32.0	[]	[]	[7.772714]	[181]	[]	[9828464]
418_10917	chr19	2739018	2739418	+	1000	32.0	[8.371923]	[78]	[]	[]	[2739182]	[]
418_10919	chr19	6772511	6772911	+	791	32.0	[10.77997]	[105]	[]	[]	[6772698]	[]
418_10920	chr19	7391415	7391815	+	1000	32.0	[10.77997]	[168]	[10.77997]	[159]	[7391655]	[7391646]
418_10921	chr19	7951318	7951718	+	994	32.0	[10.77997]	[125]	[]	[]	[7951528]	[]
418_10929	chr19	18223846	18224246	+	866	32.0	[]	[]	[6.8263144]	[171]	[]	[18224059]
418_10930	chr19	18322252	18322652	+	713	32.0	[]	[]	[8.371923]	[166]	[]	[18322456]
418_10932	chr19	33176660	33177060	+	1000	32.0	[10.77997]	[171]	[]	[]	[33176870]	[]
418_10936	chr19	40348264	40348664	+	855	32.0	[9.940348, 9.940348]	[109, 129]	[]	[]	[40348420, 40348440]	[]
418_10941	chr19	41427833	41428233	+	768	32.0	[9.940348]	[167]	[]	[]	[41428073]	[]
418_10951	chr19	51806979	51807379	+	981	32.0	[10.77997]	[174]	[]	[]	[51807210]	[]
418_10957	chr19	58408212	58408612	+	901	32.0	[]	[]	[9.058782]	[106]	[]	[58408382]
418_10966	chr2	37561744	37562144	+	1000	32.0	[9.058782]	[117]	[]	[]	[37561936]	[]
418_10967	chr2	38386338	38386738	+	870	32.0	[8.119915]	[82]	[]	[]	[38386504]	[]
418_1097	chr16	50395734	50396134	+	1000	89.0	[10.77997]	[152]	[12.8385725]	[143]	[50395960]	[50395951]
418_10974	chr2	68751706	68752106	+	1000	32.0	[]	[]	[7.881745, 9.940348]	[78, 158]	[]	[68751875, 68751955]
418_10978	chr2	73979061	73979461	+	1000	32.0	[]	[]	[7.881745]	[84]	[]	[73979230]
418_10986	chr2	134218840	134219240	+	868	32.0	[7.881745]	[156]	[]	[]	[134219082]	[]
418_10988	chr2	156436080	156436480	+	1000	32.0	[10.77997]	[140]	[]	[]	[156436307]	[]
418_10991	chr2	158359879	158360279	+	648	32.0	[9.058782]	[136]	[]	[]	[158360058]	[]
418_10995	chr2	173963806	173964206	+	572	32.0	[10.77997]	[62]	[]	[]	[173963959]	[]
418_1100	chr20	49776119	49776519	+	1000	89.0	[10.77997, 10.77997]	[155, 167]	[]	[]	[49776335, 49776347]	[]
418_11000	chr2	181891289	181891689	+	1000	32.0	[]	[]	[6.681529]	[159]	[]	[181891534]
418_11005	chr20	2800767	2801167	+	977	32.0	[]	[]	[9.058782, 9.940348]	[100, 135]	[]	[2800957, 2800992]
418_1101	chr22	22942785	22943185	+	1000	89.0	[9.831317]	[168]	[]	[]	[22943002]	[]
418_11011	chr20	45362784	45363184	+	734	32.0	[]	[]	[8.119915]	[133]	[]	[45363004]
418_11012	chr20	47524292	47524692	+	1000	32.0	[]	[]	[7.772714]	[102]	[]	[47524454]
418_11013	chr20	49037967	49038367	+	949	32.0	[]	[]	[7.881745]	[179]	[]	[49038217]
418_11015	chr20	50041501	50041901	+	1000	32.0	[10.77997]	[92]	[]	[]	[50041682]	[]
418_11025	chr22	16604558	16604958	+	1000	32.0	[]	[]	[6.8263144]	[138]	[]	[16604743]
418_11027	chr22	19945083	19945483	+	995	32.0	[8.755716]	[124]	[]	[]	[19945259]	[]
418_1103	chr3	99845357	99845757	+	1000	89.0	[10.77997]	[142]	[10.77997]	[85]	[99845587]	[99845530]
418_11033	chr22	21004532	21004932	+	878	32.0	[]	[]	[6.8263144]	[74]	[]	[21004701]
418_11041	chr22	21776106	21776506	+	1000	32.0	[]	[]	[8.755716]	[96]	[]	[21776282]
418_11042	chr22	21792997	21793397	+	604	32.0	[]	[]	[7.772714]	[126]	[]	[21793149]
418_11049	chr22	22493834	22494234	+	1000	32.0	[]	[]	[7.881745]	[205]	[]	[22494066]
418_11050	chr22	22565723	22566123	+	1000	32.0	[]	[]	[10.77997]	[174]	[]	[22565965]
418_11058	chr22	30208719	30209119	+	951	32.0	[8.755716]	[194]	[]	[]	[30208956]	[]
418_11064	chr3	12192664	12193064	+	990	32.0	[9.058782]	[133]	[]	[]	[12192856]	[]
418_11070	chr3	23923863	23924263	+	1000	32.0	[]	[]	[9.058782, 9.058782]	[68, 110]	[]	[23924018, 23924060]
418_11073	chr3	47503065	47503465	+	968	32.0	[9.058782]	[143]	[]	[]	[47503278]	[]
