#PeakID(python identify_motif.py ./ENCODE_processed_files/NFE2_idr.fa NFE2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
314_10221	chr10	22630614	22631014	+	1000	92.0	[14.211601]	[109]	[11.627113]	[109]	[22630807]	[22630807]
314_10222	chr10	44788857	44789257	+	1000	92.0	[4.406684]	[56]	[4.217658]	[56]	[44789012]	[44789012]
314_10225	chr11	2912519	2912919	+	1000	92.0	[6.01237, 13.2684965]	[101, 139]	[6.7177763, 12.570218]	[101, 139]	[2912720, 2912758]	[2912720, 2912758]
314_10239	chr12	108664721	108665121	+	1000	92.0	[6.64487]	[93]	[5.983505]	[93]	[108664912]	[108664912]
314_10241	chr13	41132493	41132893	+	1000	92.0	[7.6537538]	[120]	[5.076393]	[120]	[41132693]	[41132693]
314_10246	chr14	77059535	77059935	+	1000	92.0	[5.076393]	[101]	[7.6537538]	[101]	[77059729]	[77059729]
314_10249	chr15	96347777	96348177	+	1000	92.0	[3.923441]	[144]	[]	[]	[96348021]	[]
314_10255	chr16	79874499	79874899	+	1000	92.0	[6.01237]	[108]	[6.7177763]	[108]	[79874700]	[79874700]
314_10266	chr19	29893612	29894012	+	1000	92.0	[4.217658]	[79]	[4.326686]	[79]	[29893782]	[29893782]
314_10268	chr19	38652394	38652794	+	1000	92.0	[7.6537538]	[109]	[5.076393]	[109]	[38652601]	[38652601]
314_10278	chr2	109558469	109558869	+	1000	92.0	[10.383591]	[95]	[8.735081]	[95]	[109558663]	[109558663]
314_10288	chr20	19947841	19948241	+	1000	92.0	[16.93431]	[129]	[15.292928]	[129]	[19948068]	[19948068]
314_10290	chr20	37316522	37316922	+	1000	92.0	[5.0034866]	[155]	[7.682053]	[155]	[37316771]	[37316771]
314_10291	chr21	29196335	29196735	+	1000	92.0	[12.570218]	[97]	[13.2684965]	[97]	[29196531]	[29196531]
314_10293	chr22	22037781	22038181	+	1000	92.0	[6.01237]	[123]	[6.7177763]	[123]	[22038000]	[22038000]
314_10294	chr22	38201762	38202162	+	1000	92.0	[5.0109453]	[129]	[7.6028533]	[129]	[38201988]	[38201988]
314_10299	chr3	12405685	12406085	+	1000	92.0	[10.819023]	[82]	[10.950313]	[82]	[12405849]	[12405849]
314_10302	chr3	48989619	48990019	+	1000	92.0	[8.706215]	[98]	[10.310684]	[98]	[48989817]	[48989817]
314_10317	chr4	74632656	74633056	+	1000	92.0	[10.404763]	[143]	[8.669301]	[143]	[74632886]	[74632886]
314_10321	chr4	102430494	102430894	+	1000	92.0	[4.399592]	[79]	[4.261176]	[79]	[102430669]	[102430669]
314_10332	chr6	41228724	41229124	+	1000	92.0	[4.268303, 3.8185804]	[124, 143]	[4.392465]	[124]	[41228936, 41228955]	[41228936]
314_10342	chr7	106378073	106378473	+	1000	92.0	[5.946591]	[144]	[6.674476]	[144]	[106378276]	[106378276]
314_10343	chr7	117017905	117018305	+	1000	92.0	[]	[]	[3.8114533]	[99]	[]	[117018104]
314_10348	chr7	140199969	140200369	+	1000	92.0	[4.195397, 8.706215]	[127, 171]	[4.3635993, 10.310684]	[127, 171]	[140200166, 140200210]	[140200166, 140200210]
314_10349	chr7	150996300	150996700	+	1000	92.0	[]	[]	[3.825743]	[107]	[]	[150996503]
314_1035	chr14	23035037	23035437	+	1000	321.0	[5.097565]	[137]	[7.587974]	[137]	[23035269]	[23035269]
314_10357	chr9	88852786	88853186	+	1000	92.0	[8.735081]	[107]	[10.383591]	[107]	[88852993]	[88852993]
314_10361	chr9	134344217	134344617	+	1000	92.0	[3.825743]	[100]	[]	[]	[134344414]	[]
314_10362	chr9	136110681	136111081	+	1000	92.0	[3.825743]	[96]	[]	[]	[136110872]	[]
314_10369	chrX	48800528	48800928	+	1000	92.0	[]	[]	[3.7824428]	[137]	[]	[48800765]
314_1037	chr17	55090222	55090622	+	1000	321.0	[8.735081]	[105]	[10.383591]	[105]	[55090424]	[55090424]
314_10400	chr11	129828440	129828840	+	1000	91.0	[]	[]	[3.825743]	[103]	[]	[129828632]
314_10408	chr12	57751706	57752106	+	1000	91.0	[10.310684]	[97]	[8.706215]	[97]	[57751897]	[57751897]
314_10413	chr13	20174793	20175193	+	1000	91.0	[10.376464, 8.735081]	[69, 97]	[8.742208, 10.383591]	[69, 97]	[20174954, 20174982]	[20174954, 20174982]
314_10422	chr15	62119322	62119722	+	1000	91.0	[4.268303, 3.92216]	[129, 156]	[4.392465]	[129]	[62119526, 62119553]	[62119526]
314_10424	chr15	75694257	75694657	+	1000	91.0	[7.153209]	[101]	[8.227603]	[101]	[75694440]	[75694440]
314_10427	chr16	119860	120260	+	1000	91.0	[3.8611343, 3.7897503]	[82, 145]	[]	[]	[120022, 120085]	[]
314_10440	chr19	48325928	48326328	+	1000	91.0	[12.570218, 14.211601]	[95, 107]	[13.2684965, 11.627113]	[95, 107]	[48326122, 48326134]	[48326122, 48326134]
314_10441	chr2	8009014	8009414	+	1000	91.0	[]	[]	[3.825743]	[98]	[]	[8009203]
314_10443	chr2	12176963	12177363	+	1000	91.0	[5.983505, 11.627113]	[95, 109]	[6.659749, 14.211601]	[95, 109]	[12177152, 12177166]	[12177152, 12177166]
314_10450	chr2	134683455	134683855	+	1000	91.0	[8.669301]	[74]	[10.332946]	[74]	[134683617]	[134683617]
314_10455	chr2	218731593	218731993	+	1000	91.0	[4.430499, 12.570218]	[78, 110]	[4.561788, 13.2684965]	[78, 110]	[218731765, 218731797]	[218731765, 218731797]
314_10458	chr20	37850669	37851069	+	1000	91.0	[8.735081]	[89]	[10.383591]	[89]	[37850826]	[37850826]
314_10467	chr3	187736351	187736751	+	1000	91.0	[14.211601]	[124]	[11.627113]	[124]	[187736571]	[187736571]
314_10471	chr4	40316776	40317176	+	1000	91.0	[3.8039694, 11.627113]	[99, 114]	[14.211601]	[114]	[40316966, 40316981]	[40316981]
314_10479	chr5	118990585	118990985	+	1000	91.0	[6.7177763]	[94]	[6.01237]	[94]	[118990773]	[118990773]
314_1048	chr12	93624944	93625344	+	1000	319.0	[4.392465, 13.2684965]	[87, 150]	[4.268303, 12.570218]	[87, 150]	[93625129, 93625192]	[93625129, 93625192]
314_10487	chr6	49980898	49981298	+	1000	91.0	[10.376464]	[107]	[8.742208]	[107]	[49981090]	[49981090]
314_10490	chr6	112620871	112621271	+	1000	91.0	[15.292928]	[98]	[16.93431]	[98]	[112621060]	[112621060]
314_10492	chr6	158323256	158323656	+	1000	91.0	[6.7177763, 16.93431]	[97, 111]	[6.01237, 15.292928]	[97, 111]	[158323447, 158323461]	[158323447, 158323461]
314_10493	chr7	1458745	1459145	+	1000	91.0	[6.01237, 3.825743]	[101, 112]	[6.7177763]	[101]	[1458944, 1458955]	[1458944]
314_105	chr4	1043642	1044042	+	1000	494.0	[5.0621037, 7.6537538]	[89, 129]	[7.646591, 5.076393]	[89, 129]	[1043826, 1043866]	[1043826, 1043866]
314_10515	chrX	150482797	150483197	+	1000	91.0	[14.211601, 3.9807768]	[76, 124]	[11.627113]	[76]	[150482973, 150483021]	[150482973]
314_10523	chr1	26862766	26863166	+	1000	90.0	[8.096313]	[121]	[7.284498]	[121]	[26862978]	[26862978]
314_10525	chr1	41496192	41496592	+	1000	90.0	[8.742208]	[100]	[10.376464]	[100]	[41496387]	[41496387]
314_10529	chr1	91804637	91805037	+	1000	90.0	[]	[]	[3.92216]	[165]	[]	[91804879]
314_10530	chr1	93615576	93615976	+	1000	90.0	[16.93431]	[101]	[15.292928, 3.8293622]	[101, 135]	[93615773]	[93615773, 93615807]
314_10531	chr1	100265562	100265962	+	1000	90.0	[]	[]	[3.92216]	[67]	[]	[100265727]
314_10543	chr10	96415905	96416305	+	1000	90.0	[3.7968774]	[105]	[]	[]	[96416109]	[]
314_10546	chr11	18322014	18322414	+	1000	90.0	[6.005208]	[162]	[6.703487]	[162]	[18322256]	[18322256]
314_10549	chr11	36398407	36398807	+	1000	90.0	[8.742208]	[80]	[10.376464]	[80]	[36398583]	[36398583]
314_10554	chr11	96393750	96394150	+	1000	90.0	[4.3415647]	[78]	[4.2028556]	[78]	[96393917]	[96393917]
314_10559	chr12	27966836	27967236	+	1000	90.0	[14.211601, 10.383591]	[95, 125]	[11.627113, 8.735081]	[95, 125]	[27967016, 27967046]	[27967016, 27967046]
314_10563	chr13	27425851	27426251	+	1000	90.0	[16.93431]	[103]	[15.292928]	[103]	[27426051]	[27426051]
314_10570	chr15	64893785	64894185	+	1000	90.0	[8.735081]	[118]	[10.383591]	[118]	[64893997]	[64893997]
314_10572	chr15	78276031	78276431	+	1000	90.0	[4.261176, 5.9688525]	[95, 137]	[4.399592, 6.64487]	[95, 137]	[78276221, 78276263]	[78276221, 78276263]
314_10574	chr17	4945179	4945579	+	1000	90.0	[10.383591, 10.310684]	[85, 117]	[8.735081, 8.706215]	[85, 117]	[4945355, 4945387]	[4945355, 4945387]
314_10576	chr17	64846949	64847349	+	1000	90.0	[8.735081]	[100]	[10.383591]	[100]	[64847142]	[64847142]
314_10580	chr18	58117998	58118398	+	1000	90.0	[10.383591]	[61]	[8.735081]	[61]	[58118158]	[58118158]
314_10586	chr2	27855473	27855873	+	1000	90.0	[10.383591]	[98]	[8.735081]	[98]	[27855668]	[27855668]
314_1059	chr3	39287227	39287627	+	1000	318.0	[8.735081]	[104]	[10.383591]	[104]	[39287428]	[39287428]
314_10596	chr20	47351527	47351927	+	1000	90.0	[3.832835]	[161]	[3.7968774]	[103]	[47351778]	[47351720]
314_106	chr4	6732593	6732993	+	1000	494.0	[6.7177763]	[95]	[6.01237]	[95]	[6732787]	[6732787]
314_10602	chr3	14424630	14425030	+	1000	90.0	[7.6537538]	[98]	[5.076393]	[98]	[14424821]	[14424821]
314_10607	chr3	195824104	195824504	+	1000	90.0	[10.376464]	[113]	[8.742208]	[113]	[195824313]	[195824313]
314_10608	chr4	138900012	138900412	+	1000	90.0	[6.7177763]	[90]	[6.01237]	[90]	[138900199]	[138900199]
314_10615	chr5	89273351	89273751	+	1000	90.0	[7.5954328]	[88]	[5.018366]	[88]	[89273536]	[89273536]
314_1062	chr6	42971110	42971510	+	1000	318.0	[8.735081, 14.211601]	[97, 113]	[10.383591, 11.627113]	[97, 113]	[42971307, 42971323]	[42971307, 42971323]
314_10623	chr6	147156863	147157263	+	1000	90.0	[12.570218]	[83]	[13.2684965]	[83]	[147157028]	[147157028]
314_10636	chr7	157088988	157089388	+	1000	90.0	[6.01237]	[95]	[6.7177763]	[95]	[157089180]	[157089180]
314_10641	chr8	115774650	115775050	+	1000	90.0	[8.735081]	[112]	[10.383591]	[112]	[115774857]	[115774857]
314_10649	chrX	11535185	11535585	+	1000	90.0	[8.742208]	[101]	[10.376464]	[101]	[11535377]	[11535377]
314_1066	chrX	155334559	155334959	+	1000	318.0	[8.742208]	[105]	[10.376464]	[105]	[155334754]	[155334754]
314_1067	chr1	244341633	244342033	+	1000	317.0	[6.01237]	[102]	[6.7177763]	[102]	[244341830]	[244341830]
314_10674	chr1	227885714	227886114	+	1000	89.0	[8.742208]	[103]	[10.376464]	[103]	[227885914]	[227885914]
314_10686	chr11	124096346	124096746	+	1000	89.0	[4.002158, 6.01237]	[76, 112]	[6.7177763]	[112]	[124096505, 124096541]	[124096541]
314_10687	chr11	126839452	126839852	+	1000	89.0	[8.742208]	[79]	[10.376464]	[79]	[126839630]	[126839630]
314_1069	chr15	50876955	50877355	+	1000	317.0	[3.832835]	[111]	[]	[]	[50877166]	[]
314_10690	chr12	47207316	47207716	+	1000	89.0	[3.9022686]	[101]	[]	[]	[47207511]	[]
314_10694	chr12	102376178	102376578	+	1000	89.0	[4.195397]	[143]	[4.468991]	[143]	[102376403]	[102376403]
314_1070	chr16	88333362	88333762	+	1000	317.0	[8.735081]	[93]	[10.383591]	[93]	[88333554]	[88333554]
314_10703	chr14	88025325	88025725	+	1000	89.0	[5.0257483]	[127]	[7.587974]	[127]	[88025547]	[88025547]
314_10715	chr17	8177096	8177496	+	1000	89.0	[]	[]	[3.7968774]	[116]	[]	[8177304]
314_10723	chr17	78958546	78958946	+	1000	89.0	[10.383591]	[109]	[8.735081]	[109]	[78958747]	[78958747]
314_10729	chr19	17680087	17680487	+	1000	89.0	[6.01237]	[81]	[6.7177763]	[81]	[17680250]	[17680250]
314_10734	chr2	58812951	58813351	+	1000	89.0	[6.7177763]	[96]	[6.01237]	[96]	[58813143]	[58813143]
314_10736	chr2	112640779	112641179	+	1000	89.0	[14.211601]	[88]	[11.627113]	[88]	[112640967]	[112640967]
314_1075	chr5	5340352	5340752	+	1000	317.0	[10.325563, 10.383591]	[88, 107]	[8.67676, 8.735081]	[88, 107]	[5340539, 5340558]	[5340539, 5340558]
314_10757	chr3	130671502	130671902	+	1000	89.0	[16.93431]	[81]	[15.292928]	[81]	[130671672]	[130671672]
314_10759	chr3	156460202	156460602	+	1000	89.0	[4.275395]	[117]	[4.348947]	[117]	[156460388]	[156460388]
314_10760	chr3	172036539	172036939	+	1000	89.0	[3.7968774]	[107]	[]	[]	[172036745]	[]
314_10761	chr3	183489429	183489829	+	1000	89.0	[8.742208]	[116]	[10.376464]	[116]	[183489644]	[183489644]
314_10766	chr4	23333869	23334269	+	1000	89.0	[16.93431]	[94]	[15.292928]	[94]	[23334063]	[23334063]
314_10769	chr4	109052812	109053212	+	1000	89.0	[3.7968774]	[111]	[]	[]	[109053014]	[]
314_10779	chr6	2857453	2857853	+	1000	89.0	[8.735081]	[111]	[10.383591]	[111]	[2857659]	[2857659]
314_10790	chr7	22156236	22156636	+	1000	89.0	[8.735081, 3.825743, 5.018366]	[63, 75, 119]	[10.383591, 7.5954328]	[63, 119]	[22156398, 22156410, 22156454]	[22156398, 22156454]
314_10791	chr7	38341110	38341510	+	1000	89.0	[6.01237]	[115]	[6.7177763]	[115]	[38341301]	[38341301]
314_10792	chr7	39589688	39590088	+	1000	89.0	[14.211601]	[141]	[11.627113]	[141]	[39589925]	[39589925]
314_10799	chr7	112481877	112482277	+	1000	89.0	[15.292928]	[114]	[16.93431]	[114]	[112482071]	[112482071]
314_108	chr5	34867081	34867481	+	1000	492.0	[3.825743]	[75]	[]	[]	[34867256]	[]
314_1080	chr16	80027085	80027485	+	1000	316.0	[10.383591]	[110]	[8.735081]	[110]	[80027293]	[80027293]
314_10811	chr8	101126250	101126650	+	1000	89.0	[6.7177763]	[105]	[6.01237]	[105]	[101126445]	[101126445]
314_10828	chr1	43835117	43835517	+	1000	88.0	[10.383591]	[111]	[8.735081]	[111]	[43835324]	[43835324]
314_10836	chr1	185317831	185318231	+	1000	88.0	[]	[]	[3.825743]	[112]	[]	[185318043]
314_10843	chr1	228930559	228930959	+	1000	88.0	[6.01237]	[118]	[6.7177763]	[118]	[228930770]	[228930770]
314_10849	chr10	86225101	86225501	+	1000	88.0	[8.68418, 8.096313]	[64, 71]	[10.347598, 7.284498]	[64, 71]	[86225258, 86225265]	[86225258, 86225265]
314_1085	chr6	17715058	17715458	+	1000	316.0	[8.742208, 13.2684965]	[98, 109]	[10.376464, 12.570218]	[98, 109]	[17715255, 17715266]	[17715255, 17715266]
314_10850	chr10	110013593	110013993	+	1000	88.0	[6.7177763]	[104]	[3.92216, 6.01237]	[100, 104]	[110013791]	[110013787, 110013791]
314_10852	chr11	12167041	12167441	+	1000	88.0	[16.93431]	[109]	[15.292928]	[109]	[12167217]	[12167217]
314_10870	chr13	73334557	73334957	+	1000	88.0	[4.268303]	[102]	[4.392465]	[102]	[73334755]	[73334755]
314_10874	chr14	81268152	81268552	+	1000	88.0	[10.383591, 3.7968774]	[104, 127]	[8.735081]	[104]	[81268353, 81268376]	[81268353]
314_10876	chr15	50137267	50137667	+	1000	88.0	[5.083485, 14.211601]	[99, 109]	[7.6102357, 11.627113]	[99, 109]	[50137451, 50137461]	[50137451, 50137461]
314_1088	chr1	89938301	89938701	+	1000	315.0	[10.376464]	[98]	[8.742208]	[98]	[89938499]	[89938499]
314_10888	chr18	9337929	9338329	+	1000	88.0	[8.742208]	[108]	[10.376464]	[108]	[9338129]	[9338129]
314_10889	chr18	9743481	9743881	+	1000	88.0	[6.01237]	[107]	[6.7177763]	[107]	[9743686]	[9743686]
314_10907	chr2	159030618	159031018	+	1000	88.0	[15.292928]	[97]	[16.93431]	[97]	[159030801]	[159030801]
314_10910	chr2	224268393	224268793	+	1000	88.0	[6.01237]	[102]	[6.7177763]	[102]	[224268590]	[224268590]
314_10914	chr20	34064260	34064660	+	1000	88.0	[10.383591]	[110]	[8.735081]	[110]	[34064463]	[34064463]
314_10921	chr22	26068578	26068978	+	1000	88.0	[6.01237]	[92]	[6.7177763]	[92]	[26068764]	[26068764]
314_10927	chr3	33902232	33902632	+	1000	88.0	[3.7968774]	[70]	[]	[]	[33902401]	[]
314_10941	chr4	138034843	138035243	+	1000	88.0	[4.261176]	[79]	[4.399592]	[79]	[138035021]	[138035021]
314_1095	chr3	186242456	186242856	+	1000	315.0	[8.735081]	[97]	[10.383591]	[97]	[186242653]	[186242653]
314_10952	chr6	37460188	37460588	+	1000	88.0	[]	[]	[3.832835]	[159]	[]	[37460438]
314_10956	chr7	99362722	99363122	+	1000	88.0	[8.096313]	[108]	[7.284498]	[108]	[99362906]	[99362906]
314_10959	chr7	138243435	138243835	+	1000	88.0	[5.0109453]	[126]	[7.6028533]	[126]	[138243620]	[138243620]
314_10960	chr8	3107899	3108299	+	1000	88.0	[10.310684]	[83]	[8.706215]	[83]	[3108082]	[3108082]
314_10965	chr8	125429141	125429541	+	1000	88.0	[]	[]	[3.9807768]	[109]	[]	[125429346]
314_10978	chr1	21783520	21783920	+	1000	87.0	[5.0257483]	[107]	[7.6679726]	[107]	[21783694]	[21783694]
314_10988	chr1	155134976	155135376	+	1000	87.0	[5.076393]	[100]	[7.6537538, 3.839962]	[100, 127]	[155135174]	[155135174, 155135201]
314_10996	chr1	221887143	221887543	+	1000	87.0	[10.383591]	[105]	[8.735081]	[105]	[221887348]	[221887348]
314_10998	chr1	228084302	228084702	+	1000	87.0	[6.01237]	[117]	[6.7177763]	[117]	[228084501]	[228084501]
314_11010	chr10	75764513	75764913	+	1000	87.0	[15.292928]	[143]	[16.93431]	[143]	[75764751]	[75764751]
314_11017	chr11	61700179	61700579	+	1000	87.0	[8.742208]	[116]	[10.376464]	[116]	[61700389]	[61700389]
314_11042	chr15	29269636	29270036	+	1000	87.0	[]	[]	[3.7822251]	[104]	[]	[29269828]
314_11045	chr15	66387377	66387777	+	1000	87.0	[3.825743]	[121]	[]	[]	[66387597]	[]
314_11049	chr17	11736628	11737028	+	1000	87.0	[]	[]	[3.825743]	[90]	[]	[11736818]
314_11051	chr17	16419048	16419448	+	1000	87.0	[16.93431]	[98]	[15.292928]	[98]	[16419246]	[16419246]
314_11058	chr18	30987410	30987810	+	1000	87.0	[6.01237]	[101]	[6.7177763]	[101]	[30987600]	[30987600]
314_11061	chr19	7507910	7508310	+	1000	87.0	[10.376464]	[108]	[8.742208]	[108]	[7508114]	[7508114]
314_11062	chr19	7858343	7858743	+	1000	87.0	[]	[]	[3.7895699]	[76]	[]	[7858510]
314_11070	chr2	12074811	12075211	+	1000	87.0	[10.950313, 4.2894754]	[95, 137]	[10.819023, 4.326686]	[95, 137]	[12074991, 12075033]	[12074991, 12075033]
314_11073	chr2	20186410	20186810	+	1000	87.0	[5.076393]	[112]	[7.6537538]	[112]	[20186620]	[20186620]
314_11078	chr2	102225346	102225746	+	1000	87.0	[3.7968774]	[120]	[]	[]	[102225559]	[]
314_1108	chr10	78972686	78973086	+	1000	313.0	[8.742208]	[101]	[10.376464]	[101]	[78972882]	[78972882]
314_11082	chr2	206721251	206721651	+	1000	87.0	[10.383591]	[99]	[8.735081]	[99]	[206721442]	[206721442]
314_11085	chr20	1569379	1569779	+	1000	87.0	[6.7177763]	[145]	[6.01237]	[145]	[1569595]	[1569595]
314_11090	chr22	19289764	19290164	+	1000	87.0	[3.825743]	[101]	[]	[]	[19289960]	[]
314_11099	chr3	100334595	100334995	+	1000	87.0	[]	[]	[3.7968774]	[90]	[]	[100334785]
314_11102	chr3	149180021	149180421	+	1000	87.0	[12.570218]	[95]	[13.2684965]	[95]	[149180204]	[149180204]
314_11103	chr4	6052687	6053087	+	1000	87.0	[6.01237]	[107]	[6.7177763]	[107]	[6052887]	[6052887]
314_1111	chr14	73725752	73726152	+	1000	313.0	[6.7177763]	[104]	[6.01237]	[104]	[73725950]	[73725950]
314_11110	chr5	1702275	1702675	+	1000	87.0	[7.6537538]	[118]	[3.8185804, 5.076393]	[78, 118]	[1702471]	[1702431, 1702471]
314_1112	chr16	76946867	76947267	+	1000	313.0	[8.735081, 8.227603]	[104, 127]	[10.383591, 7.153209]	[104, 127]	[76947068, 76947091]	[76947068, 76947091]
314_11126	chr6	105896309	105896709	+	1000	87.0	[4.268303]	[141]	[4.392465]	[141]	[105896520]	[105896520]
314_11129	chr6	137978205	137978605	+	1000	87.0	[6.01237]	[123]	[6.7177763]	[123]	[137978420]	[137978420]
314_11131	chr6	151242428	151242828	+	1000	87.0	[10.383591]	[88]	[8.735081]	[88]	[151242612]	[151242612]
314_11139	chr7	99103298	99103698	+	1000	87.0	[10.325563, 10.383591]	[108, 125]	[8.67676, 8.735081]	[108, 125]	[99103502, 99103519]	[99103502, 99103519]
314_11145	chr8	11862541	11862941	+	1000	87.0	[]	[]	[3.7824428]	[165]	[]	[11862781]
314_11149	chr8	42768450	42768850	+	1000	87.0	[15.292928]	[113]	[16.93431]	[113]	[42768657]	[42768657]
314_11150	chr8	70130516	70130916	+	1000	87.0	[3.7968774, 10.310684]	[97, 130]	[8.698907]	[130]	[70130695, 70130728]	[70130728]
314_11155	chr9	105883842	105884242	+	1000	87.0	[10.383591]	[100]	[8.735081]	[100]	[105884037]	[105884037]
314_11158	chr9	137022075	137022475	+	1000	87.0	[6.7177763]	[94]	[6.01237]	[94]	[137022254]	[137022254]
314_1116	chr6	125202133	125202533	+	1000	313.0	[10.383591]	[104]	[8.735081]	[104]	[125202324]	[125202324]
314_11160	chrX	118724794	118725194	+	1000	87.0	[10.347598]	[111]	[8.669301]	[111]	[118724995]	[118724995]
314_11163	chr1	24606204	24606604	+	1000	86.0	[]	[]	[3.7897503]	[81]	[]	[24606368]
314_11170	chr1	58596772	58597172	+	1000	86.0	[6.01237]	[112]	[6.7177763]	[112]	[58596982]	[58596982]
314_11179	chr1	220300761	220301161	+	1000	86.0	[4.217658]	[100]	[4.406684]	[100]	[220300957]	[220300957]
314_11182	chr1	230875337	230875737	+	1000	86.0	[10.383591, 3.7824428]	[102, 147]	[8.735081]	[102]	[230875539, 230875584]	[230875539]
314_11183	chr1	232704783	232705183	+	1000	86.0	[8.742208, 6.7177763]	[84, 100]	[10.376464, 6.01237]	[84, 100]	[232704967, 232704983]	[232704967, 232704983]
