#PeakID(python identify_motif.py ./ENCODE_processed_files/MEIS2_idr.fa MEIS2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
596_10062	chr14	77456679	77457079	+	1000	138.5	[11.310461]	[178]	[7.4989777]	[162]	[77456907]	[77456891]
596_10063	chr15	50624735	50625135	+	585	138.5	[11.310461]	[144]	[]	[]	[50624964]	[]
596_10065	chr17	29722642	29723042	+	1000	138.5	[]	[]	[11.310461]	[111]	[]	[29722847]
596_10066	chr17	42361754	42362154	+	1000	138.5	[7.239613]	[122]	[]	[]	[42361956]	[]
596_10068	chr19	11639545	11639945	+	1000	138.5	[]	[]	[11.310461]	[113]	[]	[11639736]
596_10069	chr19	12294646	12295046	+	1000	138.5	[7.4989777]	[162]	[]	[]	[12294880]	[]
596_1007	chr10	33066878	33067278	+	1000	720.5	[11.310461, 7.239613]	[114, 140]	[]	[]	[33067092, 33067118]	[]
596_10070	chr19	58339237	58339637	+	1000	138.5	[]	[]	[7.4989777]	[111]	[]	[58339434]
596_10071	chr2	443742	444142	+	1000	138.5	[]	[]	[11.310461]	[119]	[]	[443953]
596_10072	chr2	73233044	73233444	+	1000	138.5	[11.310461]	[94]	[]	[]	[73233236]	[]
596_10074	chr2	111375289	111375689	+	1000	138.5	[]	[]	[7.4989777]	[119]	[]	[111375447]
596_10076	chr2	216217441	216217841	+	1000	138.5	[]	[]	[11.310461, 11.310461, 7.4989777]	[94, 111, 117]	[]	[216217631, 216217648, 216217654]
596_10079	chr20	35085566	35085966	+	1000	138.5	[]	[]	[11.310461]	[177]	[]	[35085797]
596_10084	chr4	55311856	55312256	+	1000	138.5	[]	[]	[7.239613, 7.239613]	[137, 162]	[]	[55312043, 55312068]
596_10088	chr6	43631274	43631674	+	1000	138.5	[]	[]	[11.310461]	[237]	[]	[43631518]
596_10090	chr7	108225002	108225402	+	1000	138.5	[7.4989777]	[155]	[7.239613]	[137]	[108225210]	[108225192]
596_10092	chr9	2022566	2022966	+	1000	138.5	[7.239613]	[184]	[]	[]	[2022804]	[]
596_10093	chr9	87410503	87410903	+	1000	138.5	[]	[]	[11.310461]	[92]	[]	[87410693]
596_10097	chr1	201554045	201554445	+	1000	138.0	[7.705946, 11.310461]	[132, 142]	[]	[]	[201554196, 201554206]	[]
596_10098	chr1	211340690	211341090	+	1000	138.0	[]	[]	[7.4989777]	[310]	[]	[211340934]
596_10101	chr11	47913852	47914252	+	1000	138.0	[11.310461]	[148]	[]	[]	[47914100]	[]
596_10103	chr11	111698875	111699275	+	1000	138.0	[11.310461]	[154]	[]	[]	[111699111]	[]
596_10105	chr12	105617152	105617552	+	1000	138.0	[]	[]	[11.310461]	[100]	[]	[105617341]
596_10108	chr15	58471367	58471767	+	1000	138.0	[11.310461]	[76]	[11.310461]	[106]	[58471539]	[58471569]
596_1011	chr16	22282320	22282720	+	1000	719.0	[]	[]	[7.705946]	[96]	[]	[22282514]
596_10111	chr18	104239	104639	+	1000	138.0	[7.4989777]	[148]	[7.705946]	[102]	[104455]	[104409]
596_10112	chr18	9181231	9181631	+	1000	138.0	[11.310461]	[89]	[]	[]	[9181398]	[]
596_10113	chr18	57659548	57659948	+	1000	138.0	[7.239613]	[89]	[]	[]	[57659735]	[]
596_10114	chr19	43782205	43782605	+	1000	138.0	[7.705946]	[155]	[7.239613]	[132]	[43782447]	[43782424]
596_10115	chr2	9662088	9662488	+	979	138.0	[7.239613]	[111]	[]	[]	[9662281]	[]
596_10116	chr2	200713065	200713465	+	1000	138.0	[7.4989777]	[123]	[7.705946, 7.4989777]	[69, 108]	[200713271]	[200713217, 200713256]
596_10117	chr20	38140380	38140780	+	1000	138.0	[]	[]	[7.4989777]	[94]	[]	[38140574]
596_10118	chr21	35541187	35541587	+	1000	138.0	[7.239613, 7.4989777, 7.239613]	[64, 101, 133]	[]	[]	[35541340, 35541377, 35541409]	[]
596_10119	chr3	15431391	15431791	+	1000	138.0	[7.239613]	[190]	[]	[]	[15431632]	[]
596_10120	chr3	48858673	48859073	+	1000	138.0	[]	[]	[11.310461]	[146]	[]	[48858906]
596_10123	chr4	1415560	1415960	+	1000	138.0	[7.4989777]	[86]	[]	[]	[1415726]	[]
596_10126	chr4	185325542	185325942	+	1000	138.0	[]	[]	[11.310461]	[153]	[]	[185325729]
596_1013	chrUn_KI270467v1	2164	2564	+	1000	718.5	[7.239613]	[133]	[]	[]	[2389]	[]
596_10130	chr6	137258138	137258538	+	1000	138.0	[]	[]	[11.310461]	[105]	[]	[137258341]
596_10131	chr6	158799446	158799846	+	1000	138.0	[11.310461]	[98]	[]	[]	[158799634]	[]
596_10132	chr7	1537985	1538385	+	1000	138.0	[7.705946]	[178]	[]	[]	[1538231]	[]
596_10136	chr8	101889188	101889588	+	896	138.0	[11.310461]	[110]	[]	[]	[101889392]	[]
596_1014	chr15	67680550	67680950	+	1000	718.0	[]	[]	[11.310461]	[85]	[]	[67680724]
596_10141	chr1	17441622	17442022	+	1000	137.5	[7.705946]	[161]	[7.705946]	[96]	[17441872]	[17441807]
596_10146	chr10	107025671	107026071	+	1000	137.5	[7.4989777, 7.239613]	[98, 169]	[]	[]	[107025828, 107025899]	[]
596_10148	chr11	18527030	18527430	+	1000	137.5	[]	[]	[11.310461]	[215]	[]	[18527275]
596_10149	chr11	59560944	59561344	+	1000	137.5	[]	[]	[7.239613]	[165]	[]	[59561141]
596_10150	chr11	102341798	102342198	+	1000	137.5	[11.310461]	[133]	[]	[]	[102341978]	[]
596_10151	chr12	93122072	93122472	+	1000	137.5	[7.239613]	[148]	[]	[]	[93122314]	[]
596_10152	chr12	132766718	132767118	+	1000	137.5	[]	[]	[11.310461]	[126]	[]	[132766914]
596_10153	chr13	48586668	48587068	+	1000	137.5	[]	[]	[7.4989777]	[123]	[]	[48586871]
596_10154	chr13	52187393	52187793	+	1000	137.5	[11.310461]	[109]	[]	[]	[52187594]	[]
596_10157	chr15	41513550	41513950	+	1000	137.5	[11.310461]	[143]	[11.310461]	[128]	[41513776]	[41513761]
596_10158	chr15	58114737	58115137	+	886	137.5	[7.705946]	[99]	[]	[]	[58114900]	[]
596_10159	chr15	67382747	67383147	+	1000	137.5	[]	[]	[11.310461]	[161]	[]	[67382959]
596_10160	chr15	73630059	73630459	+	1000	137.5	[11.310461]	[118]	[11.310461]	[143]	[73630260]	[73630285]
596_10161	chr16	970774	971174	+	1000	137.5	[]	[]	[11.310461]	[94]	[]	[970967]
596_10163	chr19	38882795	38883195	+	1000	137.5	[]	[]	[7.239613]	[173]	[]	[38883033]
596_10164	chr2	144391654	144392054	+	1000	137.5	[11.310461]	[120]	[]	[]	[144391852]	[]
596_10165	chr2	176814731	176815131	+	1000	137.5	[11.310461, 7.239613]	[67, 140]	[]	[]	[176814883, 176814956]	[]
596_10167	chr20	56415106	56415506	+	1000	137.5	[]	[]	[7.239613]	[122]	[]	[56415309]
596_10168	chr21	43651172	43651572	+	1000	137.5	[7.705946]	[96]	[]	[]	[43651363]	[]
596_10169	chr22	21855669	21856069	+	1000	137.5	[7.239613]	[233]	[7.239613]	[237]	[21855898]	[21855902]
596_10171	chr4	15533828	15534228	+	1000	137.5	[7.239613]	[117]	[]	[]	[15534040]	[]
596_10172	chr4	79611029	79611429	+	1000	137.5	[]	[]	[11.310461]	[104]	[]	[79611228]
596_10176	chr5	124649716	124650116	+	741	137.5	[11.310461]	[174]	[]	[]	[124649963]	[]
596_10177	chr5	146499676	146500076	+	1000	137.5	[11.310461, 7.705946]	[99, 116]	[11.310461, 11.310461]	[83, 105]	[146499874, 146499891]	[146499858, 146499880]
596_10179	chr6	3026658	3027058	+	1000	137.5	[7.4989777]	[156]	[7.705946]	[90]	[3026905]	[3026839]
596_1018	chr8	140944406	140944806	+	1000	716.0	[7.705946, 11.310461]	[89, 96]	[]	[]	[140944590, 140944597]	[]
596_10180	chr6	89321599	89321999	+	1000	137.5	[]	[]	[7.4989777]	[86]	[]	[89321775]
596_10181	chr6	139390439	139390839	+	1000	137.5	[7.4989777]	[89]	[]	[]	[139390624]	[]
596_10182	chr8	11787705	11788105	+	1000	137.5	[7.4989777]	[139]	[7.4989777]	[145]	[11787919]	[11787925]
596_10183	chr8	95258787	95259187	+	1000	137.5	[7.239613, 7.705946]	[108, 139]	[]	[]	[95258993, 95259024]	[]
596_10186	chr1	21324193	21324593	+	1000	137.0	[11.310461]	[98]	[]	[]	[21324387]	[]
596_10187	chr1	28449929	28450329	+	1000	137.0	[]	[]	[11.310461]	[127]	[]	[28450149]
596_10189	chr1	219119861	219120261	+	1000	137.0	[11.310461]	[92]	[7.239613]	[130]	[219120036]	[219120074]
596_10190	chr1	221099006	221099406	+	870	137.0	[7.239613]	[96]	[]	[]	[221099197]	[]
596_10192	chr11	119106706	119107106	+	1000	137.0	[7.239613]	[136]	[]	[]	[119106897]	[]
596_10193	chr12	94107926	94108326	+	1000	137.0	[11.310461]	[158]	[]	[]	[94108171]	[]
596_10195	chr12	110060249	110060649	+	1000	137.0	[7.705946]	[141]	[7.4989777]	[80]	[110060481]	[110060420]
596_10196	chr14	70886593	70886993	+	1000	137.0	[]	[]	[7.239613, 7.4989777]	[123, 182]	[]	[70886771, 70886830]
596_102	chr7	107836305	107836705	+	1000	1438.5	[]	[]	[11.310461]	[153]	[]	[107836554]
596_1020	chr16	69812620	69813020	+	1000	715.0	[7.239613]	[89]	[7.705946]	[120]	[69812806]	[69812837]
596_10200	chr15	101641141	101641541	+	1000	137.0	[]	[]	[11.310461]	[164]	[]	[101641372]
596_10201	chr17	48871662	48872062	+	1000	137.0	[]	[]	[7.4989777]	[118]	[]	[48871871]
596_10203	chr19	47648268	47648668	+	1000	137.0	[]	[]	[11.310461]	[132]	[]	[47648485]
596_10204	chr2	48677402	48677802	+	1000	137.0	[7.239613]	[100]	[]	[]	[48677594]	[]
596_10205	chr2	208930083	208930483	+	1000	137.0	[7.4989777]	[115]	[]	[]	[208930286]	[]
596_10208	chr3	37864863	37865263	+	1000	137.0	[7.705946]	[149]	[]	[]	[37865082]	[]
596_10209	chr3	48031755	48032155	+	1000	137.0	[7.239613]	[90]	[]	[]	[48031926]	[]
596_10210	chr3	101686664	101687064	+	1000	137.0	[11.310461]	[99]	[]	[]	[101686852]	[]
596_10211	chr3	151877258	151877658	+	1000	137.0	[7.239613]	[123]	[]	[]	[151877452]	[]
596_10214	chr6	26331925	26332325	+	1000	137.0	[]	[]	[11.310461]	[144]	[]	[26332137]
596_10217	chr7	12154124	12154524	+	1000	137.0	[]	[]	[11.310461]	[141]	[]	[12154324]
596_10219	chr7	74067740	74068140	+	1000	137.0	[11.310461]	[123]	[]	[]	[74067909]	[]
596_1022	chr6	4727639	4728039	+	1000	715.0	[7.239613, 7.4989777]	[99, 107]	[]	[]	[4727833, 4727841]	[]
596_10221	chr7	92424313	92424713	+	1000	137.0	[]	[]	[11.310461]	[181]	[]	[92424518]
596_10222	chr7	129227851	129228251	+	898	137.0	[7.239613]	[111]	[]	[]	[129228034]	[]
596_10223	chr8	102776430	102776830	+	1000	137.0	[7.239613]	[141]	[11.310461]	[90]	[102776664]	[102776613]
596_10224	chr8	103448212	103448612	+	1000	137.0	[7.239613]	[89]	[]	[]	[103448384]	[]
596_10229	chr1	25608487	25608887	+	1000	136.5	[11.310461]	[188]	[7.4989777]	[194]	[25608713]	[25608719]
596_10230	chr1	67314736	67315136	+	1000	136.5	[7.239613]	[83]	[]	[]	[67314906]	[]
596_10231	chr1	114441314	114441714	+	581	136.5	[7.4989777]	[153]	[]	[]	[114441540]	[]
596_10234	chr1	174156429	174156829	+	1000	136.5	[11.310461]	[147]	[7.239613]	[123]	[174156649]	[174156625]
596_10237	chr10	95758714	95759114	+	1000	136.5	[]	[]	[7.705946]	[68]	[]	[95758872]
596_10239	chr12	51976743	51977143	+	983	136.5	[11.310461]	[110]	[]	[]	[51976947]	[]
596_10240	chr12	64737500	64737900	+	952	136.5	[7.239613]	[145]	[]	[]	[64737740]	[]
596_10245	chr18	22452130	22452530	+	1000	136.5	[]	[]	[11.310461]	[159]	[]	[22452376]
596_1025	chrX	154799313	154799713	+	1000	714.0	[7.705946, 7.239613]	[59, 102]	[11.310461]	[95]	[154799466, 154799509]	[154799502]
596_10251	chr2	197434890	197435290	+	1000	136.5	[7.705946, 11.310461]	[139, 146]	[]	[]	[197435128, 197435135]	[]
596_10252	chr20	50510175	50510575	+	1000	136.5	[7.239613]	[168]	[]	[]	[50510379]	[]
596_10253	chr3	4741560	4741960	+	1000	136.5	[11.310461]	[110]	[]	[]	[4741768]	[]
596_10255	chr3	68957927	68958327	+	1000	136.5	[]	[]	[11.310461, 11.310461]	[80, 125]	[]	[68958098, 68958143]
596_10256	chr3	113715285	113715685	+	1000	136.5	[]	[]	[11.310461]	[138]	[]	[113715490]
596_10257	chr5	108382242	108382642	+	1000	136.5	[]	[]	[11.310461]	[190]	[]	[108382469]
596_1026	chr12	108485473	108485873	+	1000	713.5	[]	[]	[11.310461]	[105]	[]	[108485668]
596_10262	chr6	44120662	44121062	+	1000	136.5	[]	[]	[7.239613]	[97]	[]	[44120854]
596_10263	chr6	109391587	109391987	+	865	136.5	[]	[]	[7.239613]	[123]	[]	[109391810]
596_10265	chr7	50497096	50497496	+	1000	136.5	[7.4989777]	[192]	[]	[]	[50497330]	[]
596_10269	chr9	109107684	109108084	+	1000	136.5	[7.239613, 7.239613]	[93, 153]	[]	[]	[109107870, 109107930]	[]
596_1027	chr7	72603094	72603494	+	1000	713.5	[11.310461]	[105]	[]	[]	[72603292]	[]
596_10272	chrX	71081872	71082272	+	1000	136.5	[]	[]	[11.310461]	[104]	[]	[71082071]
596_10276	chr1	93567393	93567793	+	1000	136.0	[]	[]	[11.310461]	[149]	[]	[93567607]
596_10279	chr1	185520555	185520955	+	1000	136.0	[7.705946, 7.705946]	[87, 164]	[]	[]	[185520710, 185520787]	[]
596_10280	chr1	186438573	186438973	+	1000	136.0	[7.239613]	[110]	[11.310461]	[116]	[186438779]	[186438785]
596_10281	chr10	50582707	50583107	+	1000	136.0	[]	[]	[11.310461]	[182]	[]	[50582941]
596_10283	chr11	93285476	93285876	+	1000	136.0	[]	[]	[7.4989777]	[120]	[]	[93285674]
596_10284	chr11	107259775	107260175	+	1000	136.0	[11.310461, 11.310461]	[109, 115]	[]	[]	[107259980, 107259986]	[]
596_10287	chr14	22951716	22952116	+	1000	136.0	[7.4989777]	[142]	[]	[]	[22951910]	[]
596_10289	chr15	27468201	27468601	+	983	136.0	[]	[]	[11.310461]	[104]	[]	[27468399]
596_1029	chr6	100230416	100230816	+	1000	713.0	[]	[]	[11.310461]	[130]	[]	[100230644]
596_10291	chr15	76932492	76932892	+	1000	136.0	[]	[]	[7.705946]	[193]	[]	[76932742]
596_10294	chr16	75498926	75499326	+	1000	136.0	[11.310461]	[144]	[]	[]	[75499153]	[]
596_10295	chr17	8338329	8338729	+	550	136.0	[]	[]	[7.239613]	[89]	[]	[8338486]
596_10296	chr17	74736246	74736646	+	1000	136.0	[]	[]	[11.310461]	[73]	[]	[74736418]
596_10297	chr19	16330423	16330823	+	1000	136.0	[]	[]	[11.310461]	[133]	[]	[16330615]
596_10298	chr19	21396791	21397191	+	1000	136.0	[]	[]	[11.310461]	[125]	[]	[21397008]
596_10299	chr19	42010262	42010662	+	1000	136.0	[]	[]	[7.4989777]	[137]	[]	[42010482]
596_10300	chr2	12262277	12262677	+	1000	136.0	[7.4989777]	[133]	[]	[]	[12262458]	[]
596_10301	chr2	32479915	32480315	+	829	136.0	[]	[]	[7.239613, 7.4989777]	[97, 127]	[]	[32480082, 32480112]
596_10306	chr3	15297604	15298004	+	1000	136.0	[11.310461]	[97]	[]	[]	[15297780]	[]
596_10307	chr3	169103940	169104340	+	1000	136.0	[7.705946]	[166]	[7.4989777]	[147]	[169104174]	[169104155]
596_10311	chr5	178787004	178787404	+	1000	136.0	[7.4989777]	[141]	[]	[]	[178787214]	[]
596_10316	chr6	126268081	126268481	+	1000	136.0	[7.239613, 7.239613]	[146, 173]	[]	[]	[126268283, 126268310]	[]
596_10317	chr6	133939867	133940267	+	1000	136.0	[]	[]	[7.4989777]	[162]	[]	[133940089]
596_10318	chr7	16260402	16260802	+	1000	136.0	[]	[]	[7.705946]	[117]	[]	[16260584]
596_10319	chr7	24964159	24964559	+	1000	136.0	[7.4989777]	[92]	[]	[]	[24964313]	[]
596_1032	chr11	72123278	72123678	+	1000	710.5	[]	[]	[7.705946]	[109]	[]	[72123481]
596_10320	chr7	67105431	67105831	+	1000	136.0	[]	[]	[7.705946, 7.4989777]	[153, 167]	[]	[67105654, 67105668]
596_10321	chr7	93629412	93629812	+	1000	136.0	[]	[]	[7.4989777]	[136]	[]	[93629624]
596_10322	chr7	106952755	106953155	+	1000	136.0	[11.310461]	[167]	[]	[]	[106952983]	[]
596_10324	chr8	23269873	23270273	+	1000	136.0	[7.4989777]	[109]	[]	[]	[23270066]	[]
596_10325	chr8	37325946	37326346	+	1000	136.0	[11.310461]	[98]	[]	[]	[37326139]	[]
596_10327	chr8	79800675	79801075	+	1000	136.0	[]	[]	[7.4989777]	[111]	[]	[79800853]
596_10329	chr9	95316295	95316695	+	1000	136.0	[11.310461, 11.310461]	[91, 101]	[]	[]	[95316467, 95316477]	[]
596_1033	chr16	30370834	30371234	+	1000	710.5	[11.310461]	[101]	[]	[]	[30371017]	[]
596_10331	chr9	112489128	112489528	+	1000	136.0	[]	[]	[11.310461]	[87]	[]	[112489297]
596_10333	chr1	108719893	108720293	+	1000	135.5	[11.310461, 7.4989777]	[106, 134]	[]	[]	[108720070, 108720098]	[]
596_10335	chr10	84333593	84333993	+	1000	135.5	[11.310461]	[260]	[]	[]	[84333817]	[]
596_10336	chr12	5226588	5226988	+	1000	135.5	[7.705946, 11.310461]	[95, 117]	[]	[]	[5226777, 5226799]	[]
596_10338	chr12	89756866	89757266	+	1000	135.5	[7.239613]	[135]	[]	[]	[89757039]	[]
596_10339	chr12	93184433	93184833	+	1000	135.5	[]	[]	[11.310461]	[62]	[]	[93184589]
596_10342	chr15	48592425	48592825	+	1000	135.5	[11.310461]	[177]	[]	[]	[48592662]	[]
596_10344	chr15	65835441	65835841	+	1000	135.5	[7.4989777]	[175]	[]	[]	[65835683]	[]
596_10347	chr2	11260970	11261370	+	1000	135.5	[11.310461, 7.239613]	[81, 139]	[]	[]	[11261145, 11261203]	[]
596_10349	chr20	32397780	32398180	+	1000	135.5	[]	[]	[7.4989777]	[118]	[]	[32397961]
596_1035	chr3	194561392	194561792	+	1000	710.0	[7.239613]	[107]	[]	[]	[194561573]	[]
596_10351	chr3	182921959	182922359	+	987	135.5	[7.4989777]	[116]	[]	[]	[182922159]	[]
596_10353	chr4	152579935	152580335	+	1000	135.5	[7.4989777, 11.310461]	[130, 145]	[]	[]	[152580095, 152580110]	[]
596_10354	chr6	7389956	7390356	+	1000	135.5	[7.4989777]	[180]	[]	[]	[7390195]	[]
596_10355	chr6	73461636	73462036	+	1000	135.5	[]	[]	[7.705946]	[206]	[]	[73461818]
596_10356	chr6	95511448	95511848	+	1000	135.5	[7.705946]	[99]	[11.310461]	[67]	[95511646]	[95511614]
596_10358	chr1	17128339	17128739	+	1000	135.0	[11.310461]	[151]	[]	[]	[17128590]	[]
596_1036	chr10	35533521	35533921	+	1000	709.5	[]	[]	[11.310461, 7.4989777]	[95, 136]	[]	[35533714, 35533755]
596_10360	chr1	54376730	54377130	+	1000	135.0	[7.4989777]	[137]	[11.310461]	[109]	[54376909]	[54376881]
596_10361	chr1	246306611	246307011	+	1000	135.0	[7.4989777]	[204]	[]	[]	[246306822]	[]
596_10362	chr10	28984349	28984749	+	1000	135.0	[]	[]	[7.239613]	[84]	[]	[28984501]
596_10363	chr10	44985383	44985783	+	1000	135.0	[11.310461]	[130]	[]	[]	[44985563]	[]
596_10364	chr10	132422946	132423346	+	1000	135.0	[7.239613, 7.239613]	[95, 154]	[]	[]	[132423108, 132423167]	[]
596_10365	chr11	4664755	4665155	+	1000	135.0	[7.239613]	[148]	[]	[]	[4664957]	[]
596_10366	chr11	18608385	18608785	+	1000	135.0	[11.310461]	[121]	[]	[]	[18608605]	[]
596_10367	chr11	63142475	63142875	+	1000	135.0	[]	[]	[11.310461]	[123]	[]	[63142688]
596_10368	chr12	31730527	31730927	+	1000	135.0	[7.4989777]	[140]	[]	[]	[31730742]	[]
596_10370	chr12	53726339	53726739	+	1000	135.0	[7.239613]	[135]	[7.705946, 7.4989777]	[121, 154]	[53726528]	[53726514, 53726547]
596_10374	chr15	50358756	50359156	+	1000	135.0	[7.705946]	[156]	[7.239613]	[85]	[50358990]	[50358919]
596_10375	chr15	99175005	99175405	+	872	135.0	[]	[]	[11.310461]	[55]	[]	[99175156]
596_10379	chr20	1265259	1265659	+	1000	135.0	[11.310461]	[172]	[]	[]	[1265494]	[]
596_1038	chr1	28172688	28173088	+	1000	709.0	[11.310461]	[132]	[]	[]	[28172916]	[]
596_10380	chr20	16563403	16563803	+	1000	135.0	[11.310461]	[132]	[]	[]	[16563635]	[]
596_10385	chr4	8200300	8200700	+	1000	135.0	[11.310461, 7.4989777]	[126, 135]	[11.310461]	[110]	[8200510, 8200519]	[8200494]
596_10386	chr4	8594379	8594779	+	1000	135.0	[]	[]	[11.310461]	[115]	[]	[8594586]
596_10387	chr5	79124619	79125019	+	1000	135.0	[]	[]	[7.4989777]	[81]	[]	[79124800]
596_10388	chr5	179730400	179730800	+	1000	135.0	[]	[]	[7.4989777]	[99]	[]	[179730598]
596_10390	chr6	26122943	26123343	+	1000	135.0	[11.310461, 7.239613]	[144, 185]	[]	[]	[26123114, 26123155]	[]
596_10392	chr7	149128043	149128443	+	1000	135.0	[]	[]	[11.310461]	[182]	[]	[149128241]
596_10393	chr8	15323827	15324227	+	1000	135.0	[]	[]	[7.4989777]	[123]	[]	[15324023]
596_10396	chr9	108109925	108110325	+	1000	135.0	[]	[]	[11.310461]	[93]	[]	[108110101]
596_10397	chrX	47129137	47129537	+	1000	135.0	[]	[]	[11.310461]	[148]	[]	[47129381]
596_104	chr5	42876397	42876797	+	1000	1437.5	[]	[]	[7.4989777, 7.239613]	[96, 104]	[]	[42876590, 42876598]
596_10401	chr1	113677250	113677650	+	1000	134.5	[]	[]	[7.239613]	[185]	[]	[113677495]
596_10403	chr1	208100844	208101244	+	1000	134.5	[]	[]	[11.310461]	[93]	[]	[208101035]
596_10408	chr12	2334692	2335092	+	1000	134.5	[]	[]	[7.239613]	[93]	[]	[2334858]
596_1041	chr17	30323855	30324255	+	1000	707.5	[7.4989777, 7.4989777]	[118, 155]	[]	[]	[30324049, 30324086]	[]
596_10411	chr14	68420338	68420738	+	663	134.5	[]	[]	[7.4989777, 11.310461]	[135, 154]	[]	[68420560, 68420579]
596_10414	chr17	72890693	72891093	+	1000	134.5	[]	[]	[7.239613]	[92]	[]	[72890878]
596_10415	chr17	78129050	78129450	+	1000	134.5	[7.705946]	[159]	[]	[]	[78129292]	[]
596_10418	chr2	65576904	65577304	+	1000	134.5	[7.4989777]	[151]	[]	[]	[65577125]	[]
596_10424	chr22	35072901	35073301	+	1000	134.5	[11.310461]	[71]	[]	[]	[35073059]	[]
596_10428	chr5	74116153	74116553	+	1000	134.5	[]	[]	[7.705946]	[96]	[]	[74116319]
596_10429	chr5	131589404	131589804	+	1000	134.5	[11.310461]	[77]	[]	[]	[131589576]	[]
