#PeakID(python identify_motif.py ./ENCODE_processed_files/SOX6_idr.fa SOX6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
986_10116	chr6	27830291	27830691	+	1000	93.0	[6.4234533, 6.4234533]	[127, 141]	[7.805526]	[108]	[27830503, 27830517]	[27830484]
986_1012	chr4	109026981	109027381	+	1000	299.5	[]	[]	[6.2220955]	[84]	[]	[109027160]
986_10125	chr7	150400370	150400770	+	1000	93.0	[6.2220955]	[89]	[]	[]	[150400548]	[]
986_10128	chr8	116878935	116879335	+	1000	93.0	[9.153132]	[105]	[]	[]	[116879101]	[]
986_10129	chr8	129647064	129647464	+	1000	93.0	[]	[]	[11.78397, 6.4234533]	[96, 132]	[]	[129647234, 129647270]
986_10130	chr9	4987866	4988266	+	1000	93.0	[6.4666862, 8.055507, 8.908878]	[68, 88, 111]	[]	[]	[4988022, 4988042, 4988065]	[]
986_10138	chr1	35882901	35883301	+	1000	92.5	[6.4234533]	[155]	[]	[]	[35883137]	[]
986_10140	chr1	52182450	52182850	+	1000	92.5	[11.946385, 9.76354]	[106, 143]	[6.3845105]	[58]	[52182652, 52182689]	[52182604]
986_10141	chr1	58896547	58896947	+	1000	92.5	[9.072583]	[55]	[]	[]	[58896700]	[]
986_10151	chr1	212030943	212031343	+	1000	92.5	[6.3845105]	[125]	[]	[]	[212031149]	[]
986_10156	chr10	7605550	7605950	+	1000	92.5	[]	[]	[7.805526]	[113]	[]	[7605740]
986_10158	chr10	71893886	71894286	+	1000	92.5	[]	[]	[8.910168]	[135]	[]	[71894101]
986_10160	chr10	98270316	98270716	+	1000	92.5	[]	[]	[12.637342, 8.908878, 8.055507]	[99, 126, 142]	[]	[98270489, 98270516, 98270532]
986_10165	chr11	76823602	76824002	+	1000	92.5	[]	[]	[12.18935]	[189]	[]	[76823824]
986_10167	chr11	130308922	130309322	+	1000	92.5	[12.880307]	[141]	[]	[]	[130309154]	[]
986_10168	chr12	48409885	48410285	+	1000	92.5	[12.18935]	[144]	[]	[]	[48410105]	[]
986_10170	chr12	92539174	92539574	+	1000	92.5	[]	[]	[8.908878]	[155]	[]	[92539402]
986_10173	chr14	65939990	65940390	+	1000	92.5	[]	[]	[9.315548]	[96]	[]	[65940178]
986_10174	chr15	72339682	72340082	+	1000	92.5	[9.072583]	[78]	[]	[]	[72339846]	[]
986_10187	chr18	6927201	6927601	+	1000	92.5	[]	[]	[6.2220955, 6.3845105]	[62, 126]	[]	[6927362, 6927426]
986_10189	chr19	1873994	1874394	+	1000	92.5	[6.3845105]	[106]	[]	[]	[1874169]	[]
986_1019	chr15	56737293	56737693	+	1000	298.0	[8.496483]	[106]	[6.2220955]	[103]	[56737461]	[56737458]
986_10192	chr19	19388507	19388907	+	1000	92.5	[7.3200583]	[84]	[6.6004295, 6.3845105]	[70, 81]	[19388678]	[19388664, 19388675]
986_10199	chr2	108652454	108652854	+	1000	92.5	[7.2768254]	[134]	[]	[]	[108652669]	[]
986_10202	chr2	159616343	159616743	+	1000	92.5	[]	[]	[8.658898]	[169]	[]	[159616587]
986_10203	chr2	168998568	168998968	+	1000	92.5	[]	[]	[11.946385]	[81]	[]	[168998743]
986_10204	chr2	169190158	169190558	+	1000	92.5	[8.496483]	[70]	[]	[]	[169190320]	[]
986_10205	chr2	177164561	177164961	+	1000	92.5	[]	[]	[7.805526]	[165]	[]	[177164808]
986_10208	chr21	42937088	42937488	+	1000	92.5	[8.908878]	[133]	[6.2220955]	[130]	[42937268]	[42937265]
986_10209	chr22	22840659	22841059	+	1000	92.5	[]	[]	[10.16892]	[101]	[]	[22840840]
986_1021	chr6	28212871	28213271	+	1000	298.0	[8.055507, 8.665914]	[85, 133]	[]	[]	[28213029, 28213077]	[]
986_10212	chr3	15367110	15367510	+	1000	92.5	[7.2768254]	[110]	[]	[]	[15367309]	[]
986_10213	chr3	20325071	20325471	+	1000	92.5	[7.0058093]	[66]	[]	[]	[20325227]	[]
986_10218	chr4	183183295	183183695	+	1000	92.5	[]	[]	[12.026935]	[107]	[]	[183183486]
986_10221	chr5	138035950	138036350	+	1000	92.5	[]	[]	[6.6004295]	[72]	[]	[138036102]
986_10225	chr6	28728444	28728844	+	1000	92.5	[9.315548]	[57]	[]	[]	[28728596]	[]
986_10234	chr7	100200028	100200428	+	1000	92.5	[6.3845105]	[122]	[]	[]	[100200189]	[]
986_10238	chr8	18197323	18197723	+	1000	92.5	[]	[]	[13.042722, 6.4234533]	[108, 133]	[]	[18197518, 18197543]
986_10242	chrX	90458085	90458485	+	1000	92.5	[]	[]	[12.18935]	[108]	[]	[90458268]
986_10243	chr1	12649953	12650353	+	1000	92.0	[]	[]	[7.6431108]	[117]	[]	[12650155]
986_10245	chr1	46247467	46247867	+	1000	92.0	[]	[]	[6.2220955]	[120]	[]	[46247684]
986_1025	chr11	61971518	61971918	+	1000	297.5	[6.5548015, 6.2220955]	[114, 177]	[]	[]	[61971700, 61971763]	[]
986_10258	chr10	102963233	102963633	+	1000	92.0	[]	[]	[6.5548015]	[162]	[]	[102963464]
986_10259	chr11	3920090	3920490	+	1000	92.0	[8.665914]	[75]	[6.3845105]	[166]	[3920247]	[3920338]
986_10260	chr11	6650973	6651373	+	1000	92.0	[]	[]	[6.2220955]	[102]	[]	[6651165]
986_10262	chr11	62055935	62056335	+	1000	92.0	[]	[]	[9.925955]	[114]	[]	[62056148]
986_1027	chr12	76621562	76621962	+	1000	297.5	[6.3118367]	[168]	[]	[]	[76621812]	[]
986_10273	chr12	122500912	122501312	+	1000	92.0	[12.880307]	[131]	[]	[]	[122501107]	[]
986_10276	chr14	55781056	55781456	+	1000	92.0	[]	[]	[10.16892, 6.2220955]	[102, 137]	[]	[55781220, 55781255]
986_10279	chr15	58366937	58367337	+	1000	92.0	[6.3923864, 12.880307]	[94, 140]	[]	[]	[58367115, 58367161]	[]
986_1028	chr15	90869149	90869549	+	1000	297.5	[]	[]	[9.925955]	[102]	[]	[90869341]
986_10280	chr15	74311731	74312131	+	1000	92.0	[]	[]	[6.2220955]	[168]	[]	[74311963]
986_10286	chr16	30491914	30492314	+	1000	92.0	[6.3845105]	[142]	[]	[]	[30492142]	[]
986_10295	chr19	21134854	21135254	+	1000	92.0	[12.637342]	[90]	[]	[]	[21135015]	[]
986_103	chr1	45038968	45039368	+	1000	717.5	[10.006505]	[129]	[]	[]	[45039193]	[]
986_10301	chr2	42984102	42984502	+	1000	92.0	[10.006505]	[90]	[]	[]	[42984284]	[]
986_10304	chr2	177392486	177392886	+	1000	92.0	[]	[]	[6.2220955]	[62]	[]	[177392637]
986_10305	chr2	177477997	177478397	+	1000	92.0	[6.2220955, 13.042722]	[84, 98]	[]	[]	[177478175, 177478189]	[]
986_10306	chr2	200496721	200497121	+	1000	92.0	[]	[]	[10.006505]	[122]	[]	[200496937]
986_10307	chr20	22928654	22929054	+	1000	92.0	[6.2220955]	[131]	[]	[]	[22928872]	[]
986_10308	chr20	35147751	35148151	+	1000	92.0	[6.2220955]	[158]	[7.3200583]	[155]	[35147953]	[35147950]
986_10310	chr22	19827667	19828067	+	1000	92.0	[]	[]	[6.2237215]	[145]	[]	[19827854]
986_10311	chr22	21108772	21109172	+	1000	92.0	[6.3845105]	[68]	[]	[]	[21108936]	[]
986_10312	chr22	21619967	21620367	+	1000	92.0	[6.5548015]	[187]	[]	[]	[21620198]	[]
986_10323	chr5	142446812	142447212	+	1000	92.0	[6.3845105]	[206]	[]	[]	[142447061]	[]
986_10324	chr6	28220500	28220900	+	1000	92.0	[6.5548015]	[147]	[]	[]	[28220730]	[]
986_10327	chr6	30814320	30814720	+	1000	92.0	[9.315548, 7.0058093]	[172, 220]	[7.0058093]	[154]	[30814507, 30814555]	[30814489]
986_10330	chr6	43391456	43391856	+	1000	92.0	[]	[]	[6.2220955]	[121]	[]	[43391634]
986_10332	chr6	97049192	97049592	+	1000	92.0	[]	[]	[11.946385]	[138]	[]	[97049396]
986_10334	chr6	111477424	111477824	+	1000	92.0	[]	[]	[9.072583, 6.2220955]	[117, 178]	[]	[111477598, 111477659]
986_10336	chr6	143804762	143805162	+	1000	92.0	[]	[]	[6.2237215]	[111]	[]	[143804919]
986_10351	chr8	99046336	99046736	+	1000	92.0	[]	[]	[6.3845105]	[71]	[]	[99046492]
986_1036	chr16	20945082	20945482	+	1000	296.5	[]	[]	[8.496483]	[132]	[]	[20945292]
986_10372	chr10	43648653	43649053	+	1000	91.5	[]	[]	[12.026935]	[148]	[]	[43648821]
986_10375	chr11	32365215	32365615	+	1000	91.5	[8.496483]	[77]	[]	[]	[32365390]	[]
986_10378	chr11	47914692	47915092	+	1000	91.5	[10.006505]	[129]	[]	[]	[47914917]	[]
986_1038	chr9	97109169	97109569	+	1000	296.5	[]	[]	[6.4234533]	[86]	[]	[97109349]
986_10380	chr11	65485271	65485671	+	1000	91.5	[]	[]	[12.026935]	[108]	[]	[65485470]
986_10384	chr12	46190456	46190856	+	1000	91.5	[6.3845105]	[149]	[]	[]	[46190697]	[]
986_10391	chr14	102645954	102646354	+	1000	91.5	[]	[]	[6.2220955]	[136]	[]	[102646137]
986_10398	chr18	10578015	10578415	+	1000	91.5	[12.18935]	[91]	[]	[]	[10578204]	[]
986_10408	chr19	44844622	44845022	+	1000	91.5	[]	[]	[8.055507, 6.6004295]	[120, 159]	[]	[44844798, 44844837]
986_1042	chr22	29364105	29364505	+	1000	296.0	[6.3118367]	[85]	[]	[]	[29364286]	[]
986_10421	chr3	72124036	72124436	+	1000	91.5	[6.5548015]	[74]	[12.18935]	[113]	[72124193]	[72124232]
986_10424	chr4	88823100	88823500	+	1000	91.5	[9.072583]	[65]	[]	[]	[88823252]	[]
986_10426	chr4	173700707	173701107	+	1000	91.5	[11.946385]	[68]	[12.026935]	[94]	[173700864]	[173700890]
986_10427	chr5	271208	271608	+	1000	91.5	[6.2220955]	[126]	[]	[]	[271425]	[]
986_10428	chr5	6408580	6408980	+	1000	91.5	[]	[]	[6.4666862]	[138]	[]	[6408795]
986_1043	chr3	105999865	106000265	+	1000	296.0	[]	[]	[6.2220955]	[132]	[]	[106000091]
986_10433	chr6	28719514	28719914	+	1000	91.5	[]	[]	[9.072583]	[75]	[]	[28719680]
986_10436	chr6	28898176	28898576	+	1000	91.5	[6.3845105]	[182]	[]	[]	[28898417]	[]
986_10445	chr6	161169698	161170098	+	1000	91.5	[]	[]	[7.8125415]	[156]	[]	[161169936]
986_10449	chr7	143255575	143255975	+	1000	91.5	[]	[]	[6.5548015]	[77]	[]	[143255730]
986_10458	chrX	52363176	52363576	+	1000	91.5	[6.3845105]	[130]	[]	[]	[52363400]	[]
986_1047	chr11	96212405	96212805	+	1000	295.5	[]	[]	[6.8433943]	[105]	[]	[96212592]
986_10470	chr1	153119396	153119796	+	1000	91.0	[]	[]	[11.946385]	[105]	[]	[153119570]
986_10475	chr11	3340063	3340463	+	1000	91.0	[]	[]	[6.2220955]	[107]	[]	[3340268]
986_10480	chr11	76745749	76746149	+	1000	91.0	[]	[]	[6.2220955]	[134]	[]	[76745975]
986_10481	chr11	78429181	78429581	+	1000	91.0	[6.3845105]	[69]	[]	[]	[78429350]	[]
986_10485	chr12	122063926	122064326	+	1000	91.0	[6.8433943]	[131]	[]	[]	[122064100]	[]
986_1049	chr1	11909575	11909975	+	1000	295.0	[]	[]	[6.3845105]	[144]	[]	[11909816]
986_10492	chr16	57608242	57608642	+	1000	91.0	[9.925955]	[70]	[]	[]	[57608401]	[]
986_10497	chr18	35506071	35506471	+	1000	91.0	[6.3845105]	[87]	[6.3845105]	[110]	[35506232]	[35506255]
986_10498	chr18	46866560	46866960	+	1000	91.0	[]	[]	[6.3845105]	[61]	[]	[46866716]
986_10503	chr19	21140959	21141359	+	1000	91.0	[6.3845105, 6.2220955, 9.072583]	[94, 105, 167]	[6.2220955]	[123]	[21141121, 21141132, 21141194]	[21141150]
986_1051	chr18	3585740	3586140	+	1000	294.5	[13.042722]	[97]	[]	[]	[3585923]	[]
986_10519	chr3	186700265	186700665	+	1000	91.0	[9.315548]	[150]	[8.908878]	[110]	[186700493]	[186700453]
986_10520	chr4	83364329	83364729	+	1000	91.0	[]	[]	[6.3845105]	[138]	[]	[83364557]
986_10521	chr4	152620264	152620664	+	1000	91.0	[9.315548]	[169]	[8.496483]	[149]	[152620509]	[152620489]
986_10522	chr4	173335071	173335471	+	1000	91.0	[]	[]	[7.0058093]	[77]	[]	[173335236]
986_10532	chr6	2853642	2854042	+	1000	91.0	[8.908878, 6.3845105]	[111, 184]	[]	[]	[2853812, 2853885]	[]
986_1054	chr4	80179582	80179982	+	1000	294.5	[6.2220955]	[81]	[12.026935]	[154]	[80179752]	[80179825]
986_10545	chr7	20786716	20787116	+	1000	91.0	[]	[]	[7.3200583]	[100]	[]	[20786880]
986_1055	chr7	157307906	157308306	+	1000	294.5	[]	[]	[6.2220955]	[102]	[]	[157308093]
986_10551	chr7	128176656	128177056	+	1000	91.0	[]	[]	[12.637342]	[116]	[]	[128176872]
986_10555	chr7	129845462	129845862	+	1000	91.0	[]	[]	[8.908878]	[92]	[]	[129845647]
986_10557	chr8	105155679	105156079	+	1000	91.0	[]	[]	[13.042722]	[83]	[]	[105155851]
986_10562	chr9	105244201	105244601	+	1000	91.0	[6.7628446]	[149]	[]	[]	[105244425]	[]
986_10567	chr9	131361451	131361851	+	1000	91.0	[6.2220955]	[176]	[]	[]	[131361699]	[]
986_10568	chrX	119690732	119691132	+	1000	91.0	[]	[]	[8.055507]	[74]	[]	[119690900]
986_10572	chr1	31154569	31154969	+	1000	90.5	[]	[]	[11.946385]	[139]	[]	[31154786]
986_10585	chr1	167822298	167822698	+	1000	90.5	[6.4234533, 6.2220955]	[62, 74]	[6.5548015]	[111]	[167822452, 167822464]	[167822501]
986_10587	chr1	226376319	226376719	+	1000	90.5	[10.16892]	[152]	[]	[]	[226376541]	[]
986_10591	chr10	5933973	5934373	+	1000	90.5	[6.3845105]	[89]	[]	[]	[5934151]	[]
986_10593	chr10	15852018	15852418	+	1000	90.5	[13.042722]	[106]	[]	[]	[15852212]	[]
986_10594	chr10	15856702	15857102	+	1000	90.5	[12.880307]	[138]	[]	[]	[15856918]	[]
986_10596	chr10	67853483	67853883	+	1000	90.5	[8.496483]	[68]	[]	[]	[67853641]	[]
986_10601	chr10	97788936	97789336	+	1000	90.5	[]	[]	[6.3845105]	[131]	[]	[97789102]
986_1061	chr7	108012517	108012917	+	1000	293.5	[9.153132]	[162]	[6.2237215]	[92]	[108012760]	[108012690]
986_10611	chr12	91634736	91635136	+	1000	90.5	[11.946385]	[209]	[]	[]	[91634961]	[]
986_1062	chr11	59681267	59681667	+	1000	293.0	[9.76354]	[144]	[]	[]	[59681489]	[]
986_10620	chr15	87631777	87632177	+	1000	90.5	[12.880307]	[60]	[]	[]	[87631933]	[]
986_10623	chr17	8309960	8310360	+	1000	90.5	[]	[]	[8.908878]	[119]	[]	[8310166]
986_10627	chr17	64572723	64573123	+	1000	90.5	[]	[]	[8.658898]	[171]	[]	[64572959]
986_10629	chr17	76182189	76182589	+	1000	90.5	[]	[]	[6.2220955]	[91]	[]	[76182380]
986_10631	chr18	50841856	50842256	+	1000	90.5	[12.799757]	[105]	[]	[]	[50842035]	[]
986_10636	chr2	62920038	62920438	+	1000	90.5	[]	[]	[7.6431108]	[93]	[]	[62920203]
986_10639	chr2	169670137	169670537	+	1000	90.5	[6.5548015]	[166]	[8.055507]	[119]	[169670379]	[169670332]
986_10642	chr2	208371078	208371478	+	1000	90.5	[]	[]	[6.5548015]	[76]	[]	[208371246]
986_1065	chr1	230984737	230985137	+	1000	292.5	[7.2768254]	[73]	[]	[]	[230984890]	[]
986_10654	chr3	141735163	141735563	+	1000	90.5	[7.6431108]	[84]	[]	[]	[141735342]	[]
986_1066	chr3	151877265	151877665	+	1000	292.5	[]	[]	[10.006505]	[79]	[]	[151877436]
986_10660	chr5	56316268	56316668	+	1000	90.5	[12.026935]	[149]	[10.006505, 6.2220955, 7.8125415]	[61, 78, 92]	[56316516]	[56316428, 56316445, 56316459]
986_10672	chr6	44452732	44453132	+	1000	90.5	[12.637342]	[94]	[]	[]	[44452905]	[]
986_10680	chr7	107016318	107016718	+	1000	90.5	[6.3923864]	[91]	[]	[]	[107016492]	[]
986_1070	chr2	169415358	169415758	+	1000	292.0	[6.2220955]	[161]	[]	[]	[169415591]	[]
986_10700	chr1	54377183	54377583	+	1000	90.0	[7.2768254]	[199]	[]	[]	[54377425]	[]
986_10702	chr1	99768514	99768914	+	1000	90.0	[]	[]	[9.315548]	[130]	[]	[99768693]
986_10704	chr1	108842495	108842895	+	1000	90.0	[]	[]	[9.76354]	[106]	[]	[108842694]
986_10707	chr1	207463537	207463937	+	1000	90.0	[12.026935]	[123]	[10.006505]	[177]	[207463729]	[207463783]
986_10709	chr1	234369827	234370227	+	1000	90.0	[6.3845105]	[123]	[6.2220955]	[112]	[234370027]	[234370016]
986_10710	chr1	234607054	234607454	+	1000	90.0	[12.026935]	[151]	[9.76354]	[112]	[234607291]	[234607252]
986_10718	chr11	90243069	90243469	+	1000	90.0	[12.880307]	[136]	[]	[]	[90243302]	[]
986_10722	chr11	130359420	130359820	+	675	90.0	[9.315548, 12.026935]	[80, 162]	[]	[]	[130359577, 130359659]	[]
986_10724	chr12	96040702	96041102	+	1000	90.0	[6.3845105]	[147]	[]	[]	[96040949]	[]
986_1073	chr9	37936998	37937398	+	1000	291.5	[12.026935]	[79]	[]	[]	[37937174]	[]
986_1074	chr18	8913617	8914017	+	1000	291.0	[7.3200583]	[125]	[6.2220955]	[122]	[8913828]	[8913825]
986_10740	chr16	66516827	66517227	+	1000	90.0	[]	[]	[7.0058093, 8.665914]	[127, 135]	[]	[66517030, 66517038]
986_10746	chr17	28719761	28720161	+	1000	90.0	[]	[]	[6.2237215]	[164]	[]	[28719927]
986_10749	chr17	42531666	42532066	+	1000	90.0	[]	[]	[9.153132]	[106]	[]	[42531846]
986_10753	chr18	35344334	35344734	+	1000	90.0	[]	[]	[7.1144104]	[189]	[]	[35344551]
986_10754	chr18	45560835	45561235	+	1000	90.0	[12.637342]	[72]	[6.4666862, 9.153132]	[58, 125]	[45561000]	[45560986, 45561053]
986_10770	chr2	168796608	168797008	+	1000	90.0	[6.3845105]	[138]	[]	[]	[168796827]	[]
986_10776	chr21	33434843	33435243	+	1000	90.0	[9.072583, 10.006505]	[124, 158]	[]	[]	[33435047, 33435081]	[]
986_10778	chr22	17633128	17633528	+	1000	90.0	[]	[]	[6.3845105]	[108]	[]	[17633318]
986_10784	chr3	150731837	150732237	+	1000	90.0	[13.042722]	[93]	[]	[]	[150732016]	[]
986_1079	chr6	26502196	26502596	+	1000	290.5	[12.18935]	[144]	[]	[]	[26502425]	[]
986_10790	chr5	65981552	65981952	+	1000	90.0	[7.3200583]	[167]	[]	[]	[65981790]	[]
986_10794	chr5	160341451	160341851	+	1000	90.0	[]	[]	[10.006505]	[153]	[]	[160341677]
986_10795	chr6	29016893	29017293	+	1000	90.0	[]	[]	[12.18935]	[174]	[]	[29017102]
986_10797	chr6	87731750	87732150	+	1000	90.0	[]	[]	[6.2220955, 9.925955]	[104, 121]	[]	[87731936, 87731953]
986_10804	chr7	35015446	35015846	+	1000	90.0	[]	[]	[6.5548015]	[142]	[]	[35015679]
986_1081	chr7	131595673	131596073	+	1000	290.5	[]	[]	[9.072583]	[129]	[]	[131595898]
986_10815	chr8	141340350	141340750	+	1000	90.0	[]	[]	[6.2220955, 6.2220955]	[83, 148]	[]	[141340528, 141340593]
986_10816	chr9	87803933	87804333	+	1000	90.0	[]	[]	[6.2220955]	[159]	[]	[87804177]
986_10817	chr9	124569877	124570277	+	1000	90.0	[9.072583]	[93]	[]	[]	[124570061]	[]
986_10818	chr9	130746309	130746709	+	1000	90.0	[10.16892, 8.910168]	[123, 128]	[]	[]	[130746485, 130746490]	[]
986_1082	chr1	33050088	33050488	+	1000	290.0	[]	[]	[11.78397]	[128]	[]	[33050311]
986_10822	chr1	23830102	23830502	+	1000	89.5	[]	[]	[9.072583]	[95]	[]	[23830291]
986_10830	chr1	116679784	116680184	+	1000	89.5	[]	[]	[8.055507]	[111]	[]	[116679982]
986_10836	chr1	180291254	180291654	+	1000	89.5	[]	[]	[8.658898]	[117]	[]	[180291465]
986_10847	chr11	83088937	83089337	+	1000	89.5	[]	[]	[12.799757]	[157]	[]	[83089173]
986_10856	chr14	67641886	67642286	+	1000	89.5	[7.6431108]	[128]	[]	[]	[67642096]	[]
986_10859	chr15	56783573	56783973	+	1000	89.5	[7.0058093]	[103]	[]	[]	[56783759]	[]
986_10870	chr19	6125384	6125784	+	1000	89.5	[7.2768254]	[92]	[]	[]	[6125569]	[]
986_10880	chr2	76170911	76171311	+	1000	89.5	[9.072583]	[129]	[]	[]	[76171128]	[]
986_10886	chr20	50197377	50197777	+	1000	89.5	[]	[]	[12.880307]	[166]	[]	[50197611]
986_10893	chr3	43062443	43062843	+	1000	89.5	[11.946385]	[156]	[6.8433943]	[167]	[43062680]	[43062691]
986_10894	chr3	45062011	45062411	+	1000	89.5	[7.0058093]	[139]	[]	[]	[45062242]	[]
986_10897	chr3	153032893	153033293	+	1000	89.5	[]	[]	[7.6431108, 6.2220955]	[138, 144]	[]	[153033125, 153033131]
986_10899	chr3	170703043	170703443	+	1000	89.5	[]	[]	[6.3118367, 6.2220955]	[86, 128]	[]	[170703222, 170703264]
986_109	chr6	26295892	26296292	+	1000	700.0	[11.946385]	[70]	[]	[]	[26296058]	[]
986_10900	chr4	94534770	94535170	+	1000	89.5	[]	[]	[6.2220955]	[174]	[]	[94535018]
986_10903	chr5	38614957	38615357	+	945	89.5	[9.925955]	[99]	[]	[]	[38615138]	[]
986_10905	chr5	82434760	82435160	+	1000	89.5	[12.18935]	[88]	[]	[]	[82434945]	[]
986_10910	chr6	27195554	27195954	+	1000	89.5	[]	[]	[10.006505]	[147]	[]	[27195774]
986_10911	chr6	36649850	36650250	+	1000	89.5	[]	[]	[8.496483, 7.8125415]	[98, 173]	[]	[36650006, 36650081]
986_10912	chr6	37204355	37204755	+	1000	89.5	[]	[]	[6.2220955]	[96]	[]	[37204536]
986_10916	chr6	137829716	137830116	+	1000	89.5	[7.3200583]	[169]	[]	[]	[137829963]	[]
986_10918	chr6	146913180	146913580	+	1000	89.5	[]	[]	[6.2220955]	[161]	[]	[146913400]
986_1092	chr1	92804770	92805170	+	1000	289.0	[]	[]	[6.3845105]	[93]	[]	[92804955]
986_10929	chr8	11004976	11005376	+	1000	89.5	[7.3200583]	[65]	[11.946385]	[105]	[11005130]	[11005170]
986_1093	chr11	114147954	114148354	+	1000	289.0	[7.6431108, 8.908878]	[83, 98]	[]	[]	[114148132, 114148147]	[]
986_10930	chr8	30931029	30931429	+	1000	89.5	[10.16892]	[125]	[]	[]	[30931231]	[]
986_10934	chr9	130869098	130869498	+	1000	89.5	[12.18935]	[81]	[]	[]	[130869259]	[]
986_10937	chrX	48531618	48532018	+	1000	89.5	[6.5548015, 12.026935]	[134, 151]	[]	[]	[48531821, 48531838]	[]
986_10938	chr1	8822697	8823097	+	1000	89.0	[12.880307]	[104]	[]	[]	[8822876]	[]
986_10939	chr1	9910562	9910962	+	1000	89.0	[]	[]	[6.3845105]	[110]	[]	[9910769]
986_10943	chr1	45739778	45740178	+	1000	89.0	[6.3845105]	[112]	[11.946385]	[65]	[45739977]	[45739930]
986_10945	chr1	65289489	65289889	+	1000	89.0	[10.16892]	[139]	[]	[]	[65289693]	[]
986_10949	chr1	181112453	181112853	+	1000	89.0	[6.2220955]	[106]	[6.3845105]	[128]	[181112646]	[181112668]
