#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2C1_idr.fa NR2C1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
768_10162	chr11	78080863	78081263	+	918	51.5	[]	[]	[10.338945]	[139]	[]	[78081094]
768_10170	chr14	77414169	77414569	+	931	51.5	[]	[]	[10.371254]	[231]	[]	[77414408]
768_10172	chr15	41409620	41410020	+	967	51.5	[10.371254]	[254]	[]	[]	[41409841]	[]
768_10175	chr15	88639437	88639837	+	973	51.5	[]	[]	[10.371254, 10.338945]	[168, 175]	[]	[88639677, 88639684]
768_10177	chr16	24373697	24374097	+	835	51.5	[10.371254]	[113]	[]	[]	[24373877]	[]
768_10180	chr17	8226700	8227100	+	939	51.5	[10.338945]	[184]	[]	[]	[8226951]	[]
768_10189	chr19	2775959	2776359	+	826	51.5	[]	[]	[10.338945]	[135]	[]	[2776168]
768_10190	chr19	5314064	5314464	+	976	51.5	[]	[]	[10.371254]	[110]	[]	[5314255]
768_10192	chr19	9787921	9788321	+	900	51.5	[]	[]	[10.371254]	[90]	[]	[9788086]
768_1020	chr4	139665741	139666141	+	1000	310.5	[10.371254]	[117]	[]	[]	[139665950]	[]
768_10207	chr2	169839030	169839430	+	713	51.5	[10.371254]	[158]	[]	[]	[169839236]	[]
768_1021	chr11	71459750	71460150	+	1000	310.0	[7.9514318, 10.371254, 10.338945, 10.338945]	[118, 125, 133, 140]	[]	[]	[71459952, 71459959, 71459967, 71459974]	[]
768_10215	chr22	20004592	20004992	+	973	51.5	[]	[]	[10.371254]	[127]	[]	[20004758]
768_10229	chr3	51390903	51391303	+	979	51.5	[10.338945]	[159]	[]	[]	[51391131]	[]
768_10238	chr5	10577431	10577831	+	948	51.5	[10.338945]	[106]	[10.338945]	[82]	[10577627]	[10577603]
768_10242	chr5	173911629	173912029	+	652	51.5	[10.371254]	[117]	[]	[]	[173911843]	[]
768_10255	chr7	43778851	43779251	+	942	51.5	[]	[]	[10.338945, 10.338945]	[172, 232]	[]	[43779030, 43779090]
768_10256	chr7	50534583	50534983	+	925	51.5	[7.9191227]	[197]	[]	[]	[50534796]	[]
768_10259	chr7	99983461	99983861	+	896	51.5	[10.371254]	[86]	[10.371254]	[134]	[99983619]	[99983667]
768_10264	chr7	152464267	152464667	+	976	51.5	[7.9191227]	[154]	[]	[]	[152464482]	[]
768_10266	chr8	27329453	27329853	+	919	51.5	[10.338945]	[133]	[]	[]	[27329682]	[]
768_1027	chr22	46652057	46652457	+	1000	308.5	[10.371254, 10.371254]	[83, 116]	[]	[]	[46652239, 46652272]	[]
768_10272	chr8	143218820	143219220	+	879	51.5	[10.371254]	[159]	[]	[]	[143219016]	[]
768_10279	chr9	124144776	124145176	+	836	51.5	[10.338945]	[178]	[]	[]	[124144961]	[]
768_10287	chr1	45523016	45523416	+	826	51.0	[10.371254]	[132]	[]	[]	[45523247]	[]
768_10299	chr1	215567056	215567456	+	648	51.0	[]	[]	[10.371254]	[150]	[]	[215567276]
768_10308	chr10	78043716	78044116	+	892	51.0	[10.371254]	[112]	[]	[]	[78043915]	[]
768_10315	chr11	73956158	73956558	+	952	51.0	[10.371254]	[124]	[]	[]	[73956362]	[]
768_10320	chr12	102313432	102313832	+	920	51.0	[]	[]	[10.371254]	[168]	[]	[102313623]
768_10325	chr14	23160820	23161220	+	704	51.0	[]	[]	[10.371254]	[177]	[]	[23161034]
768_10329	chr15	75124830	75125230	+	858	51.0	[]	[]	[10.371254]	[115]	[]	[75125010]
768_10330	chr15	82645159	82645559	+	897	51.0	[]	[]	[10.371254]	[134]	[]	[82645380]
768_10334	chr16	89167519	89167919	+	899	51.0	[]	[]	[10.338945]	[141]	[]	[89167684]
768_10337	chr17	44289445	44289845	+	922	51.0	[]	[]	[10.371254]	[130]	[]	[44289615]
768_10340	chr17	75204566	75204966	+	667	51.0	[]	[]	[10.371254]	[112]	[]	[75204775]
768_10341	chr17	77140335	77140735	+	692	51.0	[]	[]	[10.371254]	[174]	[]	[77140559]
768_10343	chr17	82461204	82461604	+	918	51.0	[10.371254]	[97]	[]	[]	[82461397]	[]
768_10348	chr19	924452	924852	+	957	51.0	[]	[]	[10.371254]	[68]	[]	[924620]
768_10357	chr2	47322910	47323310	+	764	51.0	[10.338945]	[125]	[]	[]	[47323130]	[]
768_10359	chr2	74242715	74243115	+	951	51.0	[]	[]	[10.371254]	[74]	[]	[74242881]
768_10365	chr2	219387417	219387817	+	878	51.0	[10.371254, 10.338945]	[142, 176]	[]	[]	[219387621, 219387655]	[]
768_10366	chr2	233583113	233583513	+	952	51.0	[10.371254]	[103]	[]	[]	[233583274]	[]
768_1037	chr5	132422642	132423042	+	1000	305.5	[]	[]	[10.371254]	[177]	[]	[132422867]
768_1038	chr11	123741491	123741891	+	1000	304.5	[7.9191227]	[68]	[]	[]	[123741649]	[]
768_10380	chr22	40636631	40637031	+	689	51.0	[7.9191227]	[103]	[]	[]	[40636800]	[]
768_10386	chr3	45219046	45219446	+	960	51.0	[10.371254]	[136]	[]	[]	[45219253]	[]
768_10388	chr3	46395111	46395511	+	575	51.0	[10.338945]	[192]	[]	[]	[46395347]	[]
768_1039	chr18	35377112	35377512	+	1000	304.5	[7.9191227]	[142]	[]	[]	[35377344]	[]
768_10390	chr3	53881872	53882272	+	826	51.0	[10.338945]	[125]	[]	[]	[53882095]	[]
768_10397	chr6	15251561	15251961	+	967	51.0	[10.338945]	[175]	[]	[]	[15251763]	[]
768_1040	chr4	140529493	140529893	+	1000	304.5	[]	[]	[10.371254]	[122]	[]	[140529672]
768_1041	chr5	139518242	139518642	+	1000	304.0	[]	[]	[10.338945, 10.371254]	[74, 142]	[]	[139518407, 139518475]
768_10422	chr9	127187428	127187828	+	837	51.0	[]	[]	[10.371254]	[115]	[]	[127187628]
768_10438	chr1	93181624	93182024	+	957	50.5	[]	[]	[10.371254, 10.371254]	[198, 220]	[]	[93181844, 93181866]
768_10445	chr1	179233450	179233850	+	934	50.5	[10.371254]	[191]	[]	[]	[179233624]	[]
768_10451	chr1	224079670	224080070	+	948	50.5	[10.371254]	[149]	[]	[]	[224079886]	[]
768_10454	chr10	70742816	70743216	+	944	50.5	[10.338945]	[106]	[]	[]	[70743000]	[]
768_10468	chr14	52546998	52547398	+	909	50.5	[10.371254]	[119]	[]	[]	[52547210]	[]
768_10482	chr16	79920667	79921067	+	681	50.5	[10.371254]	[149]	[]	[]	[79920879]	[]
768_1049	chr2	222738749	222739149	+	1000	301.5	[10.338945, 10.338945, 10.371254]	[73, 136, 144]	[]	[]	[222738913, 222738976, 222738984]	[]
768_10493	chr19	1095440	1095840	+	910	50.5	[10.338945]	[197]	[]	[]	[1095671]	[]
768_10496	chr19	13096194	13096594	+	940	50.5	[10.371254]	[106]	[7.9514318]	[113]	[13096391]	[13096398]
768_105	chr14	20989740	20990140	+	1000	1148.0	[10.338945]	[132]	[]	[]	[20989957]	[]
768_10506	chr2	10408209	10408609	+	861	50.5	[10.371254]	[82]	[]	[]	[10408387]	[]
768_10512	chr2	217794609	217795009	+	951	50.5	[10.338945]	[121]	[10.338945, 10.338945]	[160, 168]	[217794807]	[217794846, 217794854]
768_10528	chr22	38032846	38033246	+	763	50.5	[]	[]	[10.371254]	[94]	[]	[38033011]
768_10532	chr3	43455101	43455501	+	867	50.5	[10.371254]	[120]	[]	[]	[43455309]	[]
768_10533	chr3	43565854	43566254	+	928	50.5	[10.338945, 10.338945]	[97, 157]	[]	[]	[43566033, 43566093]	[]
768_10545	chr4	128601316	128601716	+	823	50.5	[10.371254]	[155]	[]	[]	[128601547]	[]
768_1055	chrX	152733533	152733933	+	1000	299.5	[10.371254]	[163]	[]	[]	[152733774]	[]
768_10554	chr5	181215994	181216394	+	844	50.5	[]	[]	[10.371254]	[173]	[]	[181216210]
768_10555	chr6	10389578	10389978	+	951	50.5	[]	[]	[10.371254, 10.371254]	[103, 110]	[]	[10389752, 10389759]
768_10564	chr7	875966	876366	+	898	50.5	[10.338945]	[137]	[]	[]	[876160]	[]
768_10570	chr7	100894078	100894478	+	747	50.5	[7.9191227]	[171]	[]	[]	[100894283]	[]
768_10573	chr7	133167221	133167621	+	708	50.5	[10.371254]	[185]	[]	[]	[133167468]	[]
768_10574	chr7	151756323	151756723	+	653	50.5	[]	[]	[10.371254, 10.338945]	[125, 132]	[]	[151756530, 151756537]
768_10583	chr9	104094189	104094589	+	935	50.5	[]	[]	[10.338945]	[202]	[]	[104094428]
768_10603	chr1	36401043	36401443	+	869	50.0	[10.338945]	[205]	[]	[]	[36401258]	[]
768_10618	chr1	223840805	223841205	+	781	50.0	[10.338945]	[144]	[]	[]	[223841036]	[]
768_1062	chr16	29689514	29689914	+	1000	296.5	[]	[]	[10.371254, 7.9191227, 10.371254]	[80, 105, 112]	[]	[29689670, 29689695, 29689702]
768_10623	chr10	50554809	50555209	+	936	50.0	[10.338945]	[153]	[]	[]	[50555057]	[]
768_1063	chr12	512900	513300	+	1000	296.0	[]	[]	[10.371254, 7.9514318]	[82, 156]	[]	[513072, 513146]
768_10638	chr12	110698453	110698853	+	748	50.0	[10.371254]	[97]	[]	[]	[110698611]	[]
768_1064	chr2	131803245	131803645	+	1000	295.5	[10.338945, 10.338945, 10.338945]	[135, 149, 155]	[]	[]	[131803463, 131803477, 131803483]	[]
768_10647	chr16	15996736	15997136	+	744	50.0	[10.371254]	[139]	[]	[]	[15996938]	[]
768_10661	chr19	10027884	10028284	+	923	50.0	[]	[]	[10.338945]	[181]	[]	[10028069]
768_10664	chr19	16111082	16111482	+	909	50.0	[10.338945]	[90]	[]	[]	[16111243]	[]
768_10665	chr19	17594334	17594734	+	810	50.0	[]	[]	[10.371254, 10.338945]	[97, 139]	[]	[17594515, 17594557]
768_10672	chr2	55223971	55224371	+	925	50.0	[10.338945, 10.371254]	[129, 199]	[]	[]	[55224147, 55224217]	[]
768_10677	chr2	100291049	100291449	+	936	50.0	[]	[]	[10.371254]	[60]	[]	[100291202]
768_10678	chr2	167945565	167945965	+	930	50.0	[]	[]	[7.9191227, 10.338945]	[164, 177]	[]	[167945756, 167945769]
768_1068	chr5	139836363	139836763	+	1000	294.5	[10.371254, 10.371254, 10.371254]	[208, 215, 222]	[]	[]	[139836599, 139836606, 139836613]	[]
768_10682	chr2	227891658	227892058	+	945	50.0	[10.371254, 10.371254]	[139, 146]	[]	[]	[227891889, 227891896]	[]
768_10683	chr20	61525684	61526084	+	574	50.0	[]	[]	[10.338945]	[219]	[]	[61525918]
768_10687	chr22	20329210	20329610	+	825	50.0	[10.371254]	[177]	[]	[]	[20329441]	[]
768_10692	chr22	21452914	21453314	+	833	50.0	[]	[]	[10.371254]	[169]	[]	[21453114]
768_10695	chr22	21708404	21708804	+	938	50.0	[]	[]	[10.371254]	[115]	[]	[21708567]
768_10699	chr3	32856401	32856801	+	868	50.0	[10.338945, 10.371254]	[167, 174]	[]	[]	[32856642, 32856649]	[]
768_107	chr11	58578049	58578449	+	1000	1145.5	[]	[]	[7.9514318]	[100]	[]	[58578234]
768_1070	chr12	55888569	55888969	+	1000	293.0	[10.338945]	[107]	[]	[]	[55888767]	[]
768_10703	chr3	186887518	186887918	+	944	50.0	[10.371254]	[160]	[]	[]	[186887715]	[]
768_1071	chr1	28525000	28525400	+	1000	292.5	[10.371254, 7.9191227]	[155, 162]	[]	[]	[28525240, 28525247]	[]
768_10716	chr6	17965771	17966171	+	784	50.0	[10.371254]	[124]	[]	[]	[17965979]	[]
768_10718	chr6	37110706	37111106	+	816	50.0	[10.371254]	[88]	[]	[]	[37110861]	[]
768_10721	chr6	42977324	42977724	+	560	50.0	[10.371254]	[290]	[]	[]	[42977564]	[]
768_10723	chr6	49949927	49950327	+	863	50.0	[10.371254]	[148]	[]	[]	[49950136]	[]
768_10724	chr6	90358101	90358501	+	803	50.0	[10.371254]	[147]	[]	[]	[90358294]	[]
768_10727	chr6	157755011	157755411	+	723	50.0	[]	[]	[10.371254, 10.371254]	[70, 87]	[]	[157755165, 157755182]
768_1074	chr1	42963019	42963419	+	1000	290.5	[]	[]	[7.9191227]	[107]	[]	[42963221]
768_10744	chr8	138857808	138858208	+	768	50.0	[10.371254]	[160]	[10.338945]	[153]	[138858036]	[138858029]
768_10750	chr9	130877825	130878225	+	882	50.0	[]	[]	[10.371254]	[168]	[]	[130878042]
768_10751	chr9	131051617	131052017	+	937	50.0	[10.338945]	[150]	[]	[]	[131051865]	[]
768_10754	chrX	111681019	111681419	+	908	50.0	[]	[]	[7.9514318]	[143]	[]	[111681260]
768_10755	chr1	6439236	6439636	+	640	49.5	[10.371254, 10.371254]	[116, 150]	[]	[]	[6439439, 6439473]	[]
768_10760	chr1	24587302	24587702	+	760	49.5	[10.371254]	[195]	[]	[]	[24587495]	[]
768_10762	chr1	28582628	28583028	+	928	49.5	[10.371254]	[151]	[]	[]	[28582853]	[]
768_10769	chr1	111635630	111636030	+	541	49.5	[]	[]	[10.371254, 10.371254]	[104, 111]	[]	[111635793, 111635800]
768_10770	chr1	145465492	145465892	+	845	49.5	[10.338945]	[136]	[]	[]	[145465693]	[]
768_10781	chr10	80505517	80505917	+	924	49.5	[]	[]	[10.338945]	[108]	[]	[80505708]
768_10800	chr12	121963656	121964056	+	700	49.5	[]	[]	[10.338945, 10.338945]	[77, 89]	[]	[121963813, 121963825]
768_10803	chr14	73704937	73705337	+	572	49.5	[]	[]	[10.371254]	[111]	[]	[73705147]
768_10814	chr16	53130150	53130550	+	857	49.5	[]	[]	[10.371254]	[177]	[]	[53130401]
768_1082	chr7	6058979	6059379	+	1000	288.0	[]	[]	[7.9191227]	[102]	[]	[6059164]
768_10826	chr17	40556953	40557353	+	904	49.5	[7.9191227]	[181]	[]	[]	[40557184]	[]
768_10840	chr19	11416319	11416719	+	573	49.5	[]	[]	[10.371254]	[144]	[]	[11416562]
768_10846	chr19	45817095	45817495	+	777	49.5	[10.338945]	[156]	[]	[]	[45817344]	[]
768_10847	chr19	45883253	45883653	+	674	49.5	[7.9191227, 7.9514318]	[114, 130]	[]	[]	[45883463, 45883479]	[]
768_10851	chr2	28621150	28621550	+	913	49.5	[10.371254]	[101]	[10.338945]	[148]	[28621350]	[28621397]
768_10857	chr2	157301356	157301756	+	819	49.5	[10.371254]	[59]	[]	[]	[157301511]	[]
768_10858	chr2	174570562	174570962	+	910	49.5	[10.371254, 10.338945]	[85, 93]	[]	[]	[174570739, 174570747]	[]
768_10861	chr2	238425509	238425909	+	869	49.5	[10.371254]	[116]	[]	[]	[238425669]	[]
768_10864	chr20	63235419	63235819	+	820	49.5	[10.371254]	[139]	[]	[]	[63235602]	[]
768_10878	chr3	155874962	155875362	+	848	49.5	[]	[]	[10.371254]	[88]	[]	[155875145]
768_10879	chr3	186567287	186567687	+	701	49.5	[7.9191227]	[172]	[]	[]	[186567470]	[]
768_1088	chr1	52910570	52910970	+	1000	285.5	[10.371254, 10.371254]	[126, 133]	[]	[]	[52910756, 52910763]	[]
768_10886	chr5	139696306	139696706	+	924	49.5	[10.338945]	[114]	[]	[]	[139696507]	[]
768_10896	chr6	27172446	27172846	+	908	49.5	[10.371254]	[125]	[]	[]	[27172664]	[]
768_10900	chr6	34319559	34319959	+	626	49.5	[]	[]	[10.371254, 10.338945]	[125, 151]	[]	[34319772, 34319798]
768_10909	chr7	30807502	30807902	+	719	49.5	[]	[]	[10.338945, 10.371254]	[92, 99]	[]	[30807666, 30807673]
768_10912	chr7	77990030	77990430	+	912	49.5	[10.338945]	[132]	[]	[]	[77990259]	[]
768_10913	chr7	92461650	92462050	+	789	49.5	[10.338945]	[311]	[]	[]	[92461891]	[]
768_10914	chr7	100829040	100829440	+	825	49.5	[]	[]	[10.371254]	[121]	[]	[100829215]
768_10919	chr7	134212789	134213189	+	743	49.5	[10.371254]	[143]	[]	[]	[134213001]	[]
768_10921	chr7	150369214	150369614	+	840	49.5	[]	[]	[10.371254, 10.338945]	[128, 149]	[]	[150369435, 150369456]
768_10924	chr8	7082952	7083352	+	930	49.5	[]	[]	[7.9514318, 7.9191227]	[159, 198]	[]	[7083136, 7083175]
768_10928	chr8	30653866	30654266	+	753	49.5	[10.371254]	[169]	[]	[]	[30654017]	[]
768_1093	chr9	129488844	129489244	+	1000	285.0	[7.9514318, 10.338945]	[100, 139]	[]	[]	[129489020, 129489059]	[]
768_10935	chr9	131079180	131079580	+	912	49.5	[10.338945]	[154]	[]	[]	[131079363]	[]
768_10941	chrX	153935416	153935816	+	767	49.5	[10.338945]	[213]	[10.338945]	[229]	[153935646]	[153935662]
768_10949	chr1	28246433	28246833	+	897	49.0	[10.338945]	[245]	[]	[]	[28246683]	[]
768_10955	chr1	42949320	42949720	+	905	49.0	[]	[]	[10.371254, 10.371254]	[98, 109]	[]	[42949501, 42949512]
768_10959	chr1	148388314	148388714	+	911	49.0	[10.338945]	[183]	[]	[]	[148388564]	[]
768_10960	chr1	151283097	151283497	+	902	49.0	[10.371254]	[137]	[7.9514318]	[157]	[151283317]	[151283337]
768_10962	chr1	162457597	162457997	+	881	49.0	[]	[]	[10.371254]	[147]	[]	[162457826]
768_10965	chr1	182632332	182632732	+	807	49.0	[]	[]	[10.371254, 10.338945, 10.371254]	[223, 248, 255]	[]	[182632498, 182632523, 182632530]
768_1097	chr7	73557205	73557605	+	1000	284.0	[]	[]	[10.338945, 7.9191227]	[144, 182]	[]	[73557413, 73557451]
768_10971	chr10	70671843	70672243	+	834	49.0	[10.371254, 7.9191227]	[139, 189]	[]	[]	[70672015, 70672065]	[]
768_10985	chr11	125888338	125888738	+	565	49.0	[10.371254]	[118]	[]	[]	[125888554]	[]
768_10989	chr12	56667728	56668128	+	768	49.0	[10.371254]	[160]	[]	[]	[56667893]	[]
768_10993	chr12	113230392	113230792	+	842	49.0	[]	[]	[10.371254]	[138]	[]	[113230591]
768_10997	chr13	110471856	110472256	+	698	49.0	[]	[]	[10.371254]	[191]	[]	[110472015]
768_11014	chr17	82453084	82453484	+	852	49.0	[10.338945, 10.371254]	[107, 132]	[]	[]	[82453262, 82453287]	[]
768_1103	chr1_KI270713v1_random	21573	21973	+	1000	283.0	[]	[]	[10.338945]	[159]	[]	[21820]
768_11036	chr2	173308715	173309115	+	778	49.0	[]	[]	[10.338945, 10.371254]	[96, 103]	[]	[173308909, 173308916]
768_11042	chr21	43915389	43915789	+	916	49.0	[]	[]	[10.371254]	[207]	[]	[43915639]
768_11044	chr21	46147531	46147931	+	620	49.0	[10.371254]	[161]	[]	[]	[46147722]	[]
768_11046	chr22	19700685	19701085	+	917	49.0	[7.9514318]	[180]	[]	[]	[19700888]	[]
768_11052	chr22	22478760	22479160	+	910	49.0	[]	[]	[10.338945]	[137]	[]	[22478922]
768_11067	chr5	10485019	10485419	+	757	49.0	[]	[]	[10.371254]	[144]	[]	[10485250]
768_1108	chr15	84981128	84981528	+	1000	281.5	[10.371254]	[111]	[]	[]	[84981328]	[]
768_11089	chr7	1856052	1856452	+	891	49.0	[7.9514318]	[115]	[]	[]	[1856254]	[]
768_11105	chr8	73691018	73691418	+	627	49.0	[10.371254]	[102]	[]	[]	[73691197]	[]
768_11109	chr9	109287129	109287529	+	910	49.0	[10.371254]	[166]	[10.371254, 10.338945]	[100, 145]	[109287367]	[109287301, 109287346]
768_11119	chr9	133089260	133089660	+	840	49.0	[]	[]	[10.338945]	[128]	[]	[133089478]
768_11131	chr1	150515784	150516184	+	848	48.5	[10.371254]	[184]	[]	[]	[150516029]	[]
768_11140	chr10	73886128	73886528	+	726	48.5	[10.338945]	[163]	[]	[]	[73886320]	[]
768_11143	chr11	5237392	5237792	+	584	48.5	[10.371254]	[134]	[]	[]	[5237575]	[]
768_11145	chr11	43952410	43952810	+	839	48.5	[]	[]	[10.338945]	[154]	[]	[43952632]
768_11146	chr11	57292892	57293292	+	872	48.5	[10.371254]	[103]	[]	[]	[57293071]	[]
768_11162	chr16	1293868	1294268	+	840	48.5	[10.371254]	[124]	[]	[]	[1294054]	[]
768_11163	chr16	9127403	9127803	+	869	48.5	[]	[]	[10.338945, 10.338945]	[86, 114]	[]	[9127575, 9127603]
768_11170	chr17	8221209	8221609	+	886	48.5	[10.371254]	[153]	[]	[]	[8221403]	[]
768_11172	chr17	47224646	47225046	+	901	48.5	[10.338945, 10.371254]	[141, 148]	[]	[]	[47224854, 47224861]	[]
768_11175	chr17	59844275	59844675	+	612	48.5	[10.371254]	[95]	[]	[]	[59844456]	[]
768_11178	chr17	78145514	78145914	+	813	48.5	[10.338945, 10.338945]	[154, 163]	[]	[]	[78145674, 78145683]	[]
768_1118	chr11	61498726	61499126	+	1000	279.0	[10.338945]	[120]	[]	[]	[61498923]	[]
768_11182	chr19	962174	962574	+	898	48.5	[]	[]	[10.371254]	[131]	[]	[962360]
768_11186	chr19	10000164	10000564	+	909	48.5	[10.371254]	[110]	[]	[]	[10000363]	[]
768_1119	chr19	55653586	55653986	+	1000	278.5	[]	[]	[10.371254]	[72]	[]	[55653749]
768_11196	chr2	74444248	74444648	+	724	48.5	[10.338945]	[140]	[]	[]	[74444401]	[]
768_11203	chr21	46018612	46019012	+	892	48.5	[]	[]	[10.338945, 10.371254]	[135, 144]	[]	[46018798, 46018807]
768_11213	chr22	42519784	42520184	+	837	48.5	[]	[]	[10.338945]	[105]	[]	[42519970]
768_11217	chr3	32687450	32687850	+	900	48.5	[]	[]	[10.371254]	[167]	[]	[32687682]
768_11218	chr3	39101103	39101503	+	890	48.5	[]	[]	[10.338945]	[192]	[]	[39101341]
768_11220	chr3	150733627	150734027	+	903	48.5	[]	[]	[10.371254]	[161]	[]	[150733865]
768_11227	chr4	40206794	40207194	+	889	48.5	[10.371254]	[126]	[]	[]	[40206992]	[]
768_1123	chr5	99032677	99033077	+	1000	277.5	[]	[]	[10.371254, 10.338945]	[119, 127]	[]	[99032889, 99032897]
768_11238	chr6	10519160	10519560	+	887	48.5	[10.371254]	[87]	[]	[]	[10519327]	[]
768_11243	chr6	28955603	28956003	+	860	48.5	[10.371254]	[163]	[]	[]	[28955783]	[]
768_11246	chr6	133147182	133147582	+	901	48.5	[10.338945, 10.338945, 10.338945]	[113, 120, 127]	[]	[]	[133147387, 133147394, 133147401]	[]
768_11248	chr6	157305246	157305646	+	879	48.5	[10.338945]	[196]	[]	[]	[157305439]	[]
768_1125	chr7	140769860	140770260	+	1000	277.5	[]	[]	[10.338945]	[77]	[]	[140770029]
768_11254	chr7	102445291	102445691	+	906	48.5	[10.371254]	[107]	[]	[]	[102445446]	[]
768_11256	chr7	107559967	107560367	+	826	48.5	[]	[]	[10.371254]	[103]	[]	[107560148]
768_1126	chr11	71947484	71947884	+	1000	277.0	[7.9514318]	[84]	[]	[]	[71947641]	[]
768_11261	chr9	92752827	92753227	+	682	48.5	[10.371254, 10.371254]	[83, 103]	[]	[]	[92752999, 92753019]	[]
768_11262	chr9	98046501	98046901	+	903	48.5	[]	[]	[10.371254]	[119]	[]	[98046668]
768_11274	chr1	1109794	1110194	+	763	48.0	[10.338945]	[159]	[]	[]	[1109959]	[]
768_11278	chr1	12591038	12591438	+	578	48.0	[7.9514318, 10.371254]	[93, 127]	[10.338945]	[117]	[12591191, 12591225]	[12591215]
768_11280	chr1	27115913	27116313	+	693	48.0	[10.371254]	[219]	[]	[]	[27116145]	[]
768_11284	chr1	39385142	39385542	+	886	48.0	[]	[]	[10.371254]	[104]	[]	[39385295]
768_11287	chr1	51637049	51637449	+	880	48.0	[10.371254]	[133]	[]	[]	[51637276]	[]
768_11288	chr1	64956892	64957292	+	899	48.0	[10.371254]	[76]	[10.371254]	[86]	[64957056]	[64957066]
768_11296	chr1	156160744	156161144	+	569	48.0	[7.9514318]	[232]	[7.9191227]	[226]	[156160941]	[156160935]
768_11297	chr1	173825762	173826162	+	890	48.0	[7.9514318, 10.371254]	[166, 188]	[]	[]	[173825984, 173826006]	[]
768_11299	chr1	182301133	182301533	+	883	48.0	[10.371254]	[82]	[10.338945]	[100]	[182301294]	[182301312]
