#PeakID(python identify_motif.py ./ENCODE_processed_files/SRF_idr.fa SRF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
49_100	chr1	151539501	151539901	+	1000	1016.0	[7.407259, 11.844076]	[93, 125]	[7.0321693, 8.562728]	[93, 125]	[151539693, 151539725]	[151539693, 151539725]
49_1004	chr21	43921911	43922311	+	1000	260.0	[9.68026, 3.4554012]	[60, 98]	[13.033171, 6.433223]	[60, 98]	[43922068, 43922106]	[43922068, 43922106]
49_10048	chrX	125492998	125493398	+	1000	74.0	[3.350037]	[109]	[7.3365355]	[109]	[125493206]	[125493206]
49_10050	chr1	1778769	1779169	+	1000	73.0	[]	[]	[2.775511]	[110]	[]	[1778971]
49_10051	chr1	2175983	2176383	+	1000	73.0	[6.2234435]	[161]	[2.944419]	[161]	[2176171]	[2176171]
49_10058	chr1	26286999	26287399	+	1000	73.0	[5.788348]	[154]	[6.203879]	[154]	[26287219]	[26287219]
49_1006	chr3	8560732	8561132	+	1000	260.0	[8.562728]	[102]	[11.844076]	[102]	[8560928]	[8560928]
49_10066	chr1	55232807	55233207	+	1000	73.0	[12.689945]	[97]	[13.47666]	[97]	[55233002]	[55233002]
49_1007	chr4	80424150	80424550	+	1000	260.0	[4.752501]	[128]	[2.4444578]	[128]	[80424357]	[80424357]
49_10075	chr1	165631782	165632182	+	1000	73.0	[2.972681]	[126]	[4.5568156]	[126]	[165631972]	[165631972]
49_10076	chr1	171624932	171625332	+	1000	73.0	[18.801544]	[84]	[18.801544]	[84]	[171625111]	[171625111]
49_10079	chr1	202938261	202938661	+	1000	73.0	[]	[]	[5.655814]	[149]	[]	[202938486]
49_1008	chr7	22896898	22897298	+	1000	260.0	[13.033171]	[106]	[9.68026]	[106]	[22897101]	[22897101]
49_10089	chr10	22003592	22003992	+	1000	73.0	[6.3896484]	[153]	[6.3896484]	[153]	[22003842]	[22003842]
49_1009	chr7	32501043	32501443	+	1000	260.0	[3.4554012]	[96]	[6.433223]	[96]	[32501237]	[32501237]
49_10094	chr10	43108325	43108725	+	1000	73.0	[9.1245775]	[91]	[8.419427]	[91]	[43108505]	[43108505]
49_10096	chr10	64867587	64867987	+	1000	73.0	[]	[]	[4.527515]	[78]	[]	[64867763]
49_10099	chr10	73968084	73968484	+	1000	73.0	[13.033171]	[145]	[9.68026]	[145]	[73968308]	[73968308]
49_101	chr2	105467966	105468366	+	1000	1011.0	[4.7306733, 13.47666]	[86, 102]	[12.689945]	[102]	[105468151, 105468167]	[105468167]
49_10103	chr10	113851490	113851890	+	1000	73.0	[7.2586308]	[115]	[8.597369]	[115]	[113851693]	[113851693]
49_10105	chr11	615799	616199	+	1000	73.0	[2.8079455]	[147]	[4.208863]	[147]	[615972]	[615972]
49_1011	chr12	103859006	103859406	+	1000	259.0	[12.74905]	[115]	[12.51038]	[115]	[103859209]	[103859209]
49_10115	chr11	74570548	74570948	+	1000	73.0	[7.3018947]	[114]	[7.935482]	[114]	[74570761]	[74570761]
49_10119	chr11	100876851	100877251	+	1000	73.0	[9.68026]	[102]	[13.033171]	[102]	[100877045]	[100877045]
49_1012	chr14	23164207	23164607	+	1000	259.0	[]	[]	[4.527515]	[153]	[]	[23164451]
49_10125	chr12	76402275	76402675	+	1000	73.0	[5.0922184]	[93]	[]	[]	[76402457]	[]
49_10128	chr12	112664599	112664999	+	1000	73.0	[]	[]	[5.132279]	[120]	[]	[112664803]
49_1013	chr2	46753613	46754013	+	1000	259.0	[11.488216]	[90]	[8.601787]	[90]	[46753803]	[46753803]
49_10132	chr13	107906138	107906538	+	1000	73.0	[]	[]	[5.17622]	[111]	[]	[107906347]
49_1014	chr7	108294602	108295002	+	1000	259.0	[3.4554012, 6.353051]	[118, 159]	[6.433223, 6.516847]	[118, 159]	[108294810, 108294851]	[108294810, 108294851]
49_10143	chr15	64695479	64695879	+	1000	73.0	[4.4246125]	[76]	[2.466425]	[76]	[64695630]	[64695630]
49_10144	chr15	68281027	68281427	+	1000	73.0	[12.689945]	[109]	[13.47666]	[109]	[68281225]	[68281225]
49_10145	chr15	75694132	75694532	+	1000	73.0	[2.4444578]	[147]	[4.2870903]	[147]	[75694352]	[75694352]
49_10148	chr16	12037049	12037449	+	1000	73.0	[2.7693167]	[157]	[]	[]	[12037288]	[]
49_10149	chr16	27365055	27365455	+	1000	73.0	[6.742007, 12.689945]	[66, 103]	[3.6277652, 13.47666]	[66, 103]	[27365213, 27365250]	[27365213, 27365250]
49_1015	chr15	58182339	58182739	+	1000	258.0	[10.9407625]	[86]	[8.668092]	[86]	[58182524]	[58182524]
49_10153	chr16	56519880	56520280	+	1000	73.0	[2.4444578]	[120]	[4.7906027]	[120]	[56520088]	[56520088]
49_10155	chr16	68023115	68023515	+	1000	73.0	[3.0887716]	[244]	[2.9691098]	[244]	[68023362]	[68023362]
49_1016	chr20	813355	813755	+	1000	258.0	[7.1854954]	[100]	[6.6374507]	[100]	[813550]	[813550]
49_10160	chr16	84116153	84116553	+	1000	73.0	[5.2784643]	[115]	[2.39857]	[115]	[84116361]	[84116361]
49_1017	chr3	14651346	14651746	+	1000	258.0	[8.969119]	[71]	[7.4772544]	[71]	[14651507]	[14651507]
49_10170	chr17	40651897	40652297	+	1000	73.0	[2.595331, 9.68026]	[84, 119]	[5.081703, 13.033171]	[84, 119]	[40652068, 40652103]	[40652068, 40652103]
49_10188	chr18	807424	807824	+	1000	73.0	[12.471321]	[110]	[13.104909]	[110]	[807625]	[807625]
49_10189	chr18	8836967	8837367	+	1000	73.0	[7.536359]	[108]	[8.00284]	[108]	[8837169]	[8837169]
49_1019	chr11	17259935	17260335	+	1000	257.0	[14.294004]	[101]	[13.588854]	[101]	[17260131]	[17260131]
49_10190	chr18	46416749	46417149	+	1000	73.0	[2.9803095, 5.3894005]	[122, 140]	[4.715904, 4.5176473]	[107, 122]	[46416962, 46416980]	[46416947, 46416962]
49_10193	chr19	368329	368729	+	1000	73.0	[7.0321693]	[103]	[7.407259]	[103]	[368521]	[368521]
49_102	chr1	45753494	45753894	+	1000	1004.0	[14.294004]	[102]	[13.588854]	[102]	[45753690]	[45753690]
49_1020	chr18	21598991	21599391	+	1000	257.0	[4.0942464]	[101]	[6.2755256]	[101]	[21599192]	[21599192]
49_10200	chr19	18414418	18414818	+	1000	73.0	[4.5958743]	[132]	[2.6168218]	[132]	[18414641]	[18414641]
49_10201	chr19	21617726	21618126	+	1000	73.0	[7.408483]	[97]	[7.443856]	[97]	[21617913]	[21617913]
49_10203	chr19	38921859	38922259	+	1000	73.0	[14.294004]	[98]	[13.588854]	[98]	[38922044]	[38922044]
49_1021	chr3	9410183	9410583	+	1000	257.0	[2.595331, 12.471321]	[85, 102]	[4.6162925, 13.104909]	[85, 102]	[9410361, 9410378]	[9410361, 9410378]
49_1022	chr6	31083979	31084379	+	1000	257.0	[8.668092]	[136]	[10.9407625]	[136]	[31084209]	[31084209]
49_10221	chr2	74530384	74530784	+	1000	73.0	[5.0922184]	[141]	[]	[]	[74530608]	[]
49_10225	chr2	113211227	113211627	+	1000	73.0	[14.294004, 2.3598723]	[131, 139]	[13.588854]	[131]	[113211437, 113211445]	[113211437]
49_1023	chr1	30717762	30718162	+	1000	256.0	[10.9407625]	[99]	[8.668092]	[99]	[30717951]	[30717951]
49_10231	chr2	235321635	235322035	+	850	73.0	[13.47666]	[121]	[12.689945]	[121]	[235321854]	[235321854]
49_10232	chr20	23155023	23155423	+	1000	73.0	[8.669316]	[142]	[10.887038]	[142]	[23155247]	[23155247]
49_10233	chr20	33423101	33423501	+	1000	73.0	[5.871373]	[160]	[6.88005]	[160]	[33423303]	[33423303]
49_10234	chr20	34157471	34157871	+	1000	73.0	[13.033171]	[121]	[9.68026]	[121]	[34157688]	[34157688]
49_1025	chr1	227397106	227397506	+	1000	256.0	[10.715776, 14.892951]	[74, 90]	[8.580954, 17.54071]	[74, 90]	[227397277, 227397293]	[227397277, 227397293]
49_10251	chr22	50539621	50540021	+	1000	73.0	[6.809537]	[119]	[3.0265872]	[119]	[50539827]	[50539827]
49_10257	chr3	125310845	125311245	+	1000	73.0	[5.923013]	[130]	[6.4814744]	[130]	[125311056]	[125311056]
49_10261	chr3	193853407	193853807	+	1000	73.0	[5.3894005]	[209]	[]	[]	[193853651]	[]
49_10264	chr4	38867313	38867713	+	1000	73.0	[7.407259]	[108]	[7.0321693]	[108]	[38867517]	[38867517]
49_10275	chr5	86570846	86571246	+	1000	73.0	[12.471321]	[134]	[13.104909]	[134]	[86571052]	[86571052]
49_10279	chr5	141848959	141849359	+	1000	73.0	[2.900943]	[150]	[]	[]	[141849176]	[]
49_10280	chr5	149417035	149417435	+	1000	73.0	[10.9407625]	[99]	[8.668092]	[99]	[149417227]	[149417227]
49_10281	chr5	150142860	150143260	+	1000	73.0	[7.8477645]	[153]	[6.774785]	[153]	[150143097]	[150143097]
49_1029	chr18	44724184	44724584	+	1000	256.0	[11.315852]	[106]	[8.293002]	[106]	[44724387]	[44724387]
49_103	chr11	65900437	65900837	+	1000	1003.0	[12.51038]	[102]	[12.74905]	[102]	[65900638]	[65900638]
49_1030	chr2	17518274	17518674	+	1000	256.0	[]	[]	[2.8997188]	[96]	[]	[17518463]
49_10300	chr6	109678244	109678644	+	1000	73.0	[13.104909, 5.561468]	[103, 114]	[12.471321, 5.65542]	[103, 114]	[109678439, 109678450]	[109678439, 109678450]
49_10302	chr6	150267055	150267455	+	1000	73.0	[13.033171]	[111]	[9.68026]	[111]	[150267255]	[150267255]
49_10303	chr7	16709117	16709517	+	1000	73.0	[10.38541]	[111]	[12.32802]	[111]	[16709318]	[16709318]
49_10304	chr7	28266371	28266771	+	786	73.0	[9.68026]	[103]	[13.033171]	[103]	[28266561]	[28266561]
49_1031	chr2	206159650	206160050	+	1000	256.0	[11.844076]	[124]	[8.562728]	[124]	[206159864]	[206159864]
49_10311	chr7	120981818	120982218	+	1000	73.0	[]	[]	[2.9092066]	[102]	[]	[120982017]
49_10317	chr7	149146892	149147292	+	1000	73.0	[3.3025098]	[156]	[]	[]	[149147122]	[]
49_1032	chr1	9910954	9911354	+	1000	255.0	[6.103162]	[95]	[3.7854621]	[95]	[9911135]	[9911135]
49_10324	chr8	39233177	39233577	+	1000	73.0	[6.466311]	[91]	[7.2883983]	[91]	[39233355]	[39233355]
49_10331	chr8	116444853	116445253	+	1000	73.0	[2.7693167, 6.516847]	[98, 123]	[6.353051]	[123]	[116445046, 116445071]	[116445071]
49_10332	chr8	141055011	141055411	+	1000	73.0	[17.54071]	[92]	[14.892951]	[92]	[141055197]	[141055197]
49_10333	chr8	141397518	141397918	+	1000	73.0	[10.9407625]	[105]	[8.668092]	[105]	[141397714]	[141397714]
49_10338	chr9	76437261	76437661	+	1000	73.0	[14.892951]	[110]	[17.54071]	[110]	[76437467]	[76437467]
49_1034	chr7	88218108	88218508	+	1000	255.0	[9.1245775]	[121]	[8.419427]	[121]	[88218322]	[88218322]
49_1035	chr1	26123403	26123803	+	1000	254.0	[2.3926923]	[111]	[4.492142]	[111]	[26123601]	[26123601]
49_10355	chrX	47560913	47561313	+	1000	73.0	[7.7082863]	[201]	[3.5686607]	[201]	[47561120]	[47561120]
49_10359	chr1	8844434	8844834	+	1000	72.0	[5.871373]	[142]	[6.88005]	[142]	[8844653]	[8844653]
49_1036	chr17	27575149	27575549	+	1000	254.0	[12.689945]	[92]	[13.47666]	[92]	[27575337]	[27575337]
49_1037	chr19	30209928	30210328	+	1000	254.0	[18.801544]	[91]	[18.801544]	[91]	[30210119]	[30210119]
49_10375	chr1	61132088	61132488	+	1000	72.0	[12.201596]	[96]	[12.576686]	[96]	[61132281]	[61132281]
49_10376	chr1	65064124	65064524	+	847	72.0	[12.32802]	[95]	[10.38541]	[95]	[65064314]	[65064314]
49_10399	chr1	201149388	201149788	+	1000	72.0	[6.287725, 5.685446]	[76, 132]	[5.84601, 6.3750186]	[76, 132]	[201149560, 201149616]	[201149560, 201149616]
49_104	chr11	96243168	96243568	+	1000	1002.0	[2.9981432]	[92]	[6.222219]	[92]	[96243360]	[96243360]
49_1040	chr7	44898061	44898461	+	1000	254.0	[13.033171]	[94]	[9.68026]	[94]	[44898254]	[44898254]
49_10405	chr1	212558248	212558648	+	1000	72.0	[6.119391]	[84]	[2.5564928]	[84]	[212558417]	[212558417]
49_1041	chr8	124959130	124959530	+	1000	254.0	[7.9637814]	[101]	[7.892218]	[101]	[124959324]	[124959324]
49_10414	chr10	63217101	63217501	+	1000	72.0	[11.315852]	[120]	[8.293002]	[120]	[63217313]	[63217313]
49_10416	chr10	87816793	87817193	+	1000	72.0	[10.9407625]	[116]	[8.668092]	[116]	[87817002]	[87817002]
49_10418	chr10	100021334	100021734	+	1000	72.0	[13.033171]	[100]	[9.68026]	[100]	[100021523]	[100021523]
49_1042	chr12	7853548	7853948	+	1000	253.0	[14.892951]	[90]	[17.54071]	[90]	[7853733]	[7853733]
49_10422	chr11	44531112	44531512	+	1000	72.0	[7.443856]	[81]	[7.408483]	[81]	[44531277]	[44531277]
49_10429	chr11	62769714	62770114	+	1000	72.0	[3.560476]	[153]	[6.0160236]	[153]	[62769947]	[62769947]
49_1043	chr3	32493427	32493827	+	1000	253.0	[8.669316]	[107]	[10.887038]	[107]	[32493630]	[32493630]
49_10437	chr11	86143604	86144004	+	1000	72.0	[]	[]	[2.8726838]	[76]	[]	[86143777]
49_1044	chr3	45064719	45065119	+	1000	253.0	[5.8650107]	[121]	[7.164663]	[121]	[45064938]	[45064938]
49_1045	chr5	177495498	177495898	+	1000	253.0	[7.7719707]	[93]	[6.9002175]	[93]	[177495691]	[177495691]
49_10451	chr12	120204839	120205239	+	1000	72.0	[14.294004]	[108]	[13.588854]	[108]	[120205036]	[120205036]
49_10453	chr12	122081729	122082129	+	1000	72.0	[5.128815]	[175]	[]	[]	[122081979]	[]
49_10458	chr14	32206539	32206939	+	1000	72.0	[8.668092]	[103]	[10.9407625]	[103]	[32206735]	[32206735]
49_1046	chr9	37362360	37362760	+	1000	253.0	[6.466311]	[92]	[6.822987]	[92]	[37362552]	[37362552]
49_10461	chr14	77040284	77040684	+	1000	72.0	[2.7901492]	[98]	[3.0288188]	[98]	[77040446]	[77040446]
49_10462	chr14	89525202	89525602	+	669	72.0	[13.47666]	[131]	[12.689945]	[131]	[89525424]	[89525424]
49_10463	chr15	39870090	39870490	+	1000	72.0	[17.54071]	[127]	[14.892951]	[127]	[39870300]	[39870300]
49_1047	chr9	130844145	130844545	+	1000	253.0	[8.704689]	[124]	[11.317077]	[124]	[130844359]	[130844359]
49_10479	chr16	14128017	14128417	+	1000	72.0	[7.694056]	[166]	[7.3639946]	[166]	[14128249]	[14128249]
49_1048	chrX	130756143	130756543	+	1000	253.0	[6.88005]	[105]	[5.871373]	[105]	[130756336]	[130756336]
49_1049	chrX	139213242	139213642	+	1000	253.0	[14.892951]	[100]	[17.54071]	[100]	[139213428]	[139213428]
49_10490	chr17	1716438	1716838	+	1000	72.0	[]	[]	[5.9909678]	[161]	[]	[1716681]
49_10491	chr17	5772725	5773125	+	1000	72.0	[12.32802]	[114]	[10.38541]	[114]	[5772926]	[5772926]
49_10493	chr17	7015708	7016108	+	1000	72.0	[4.752501]	[97]	[2.4444578]	[97]	[7015893]	[7015893]
49_10497	chr17	41528171	41528571	+	1000	72.0	[8.433858]	[172]	[5.0806165, 6.8569536]	[81, 172]	[41528420]	[41528329, 41528420]
49_105	chr12	127148298	127148698	+	1000	1001.0	[13.033171, 6.2082367]	[95, 127]	[9.68026, 3.368263]	[95, 127]	[127148492, 127148524]	[127148492, 127148524]
49_1050	chr1	84573012	84573412	+	1000	252.0	[7.3365355]	[107]	[3.350037]	[107]	[84573216]	[84573216]
49_10506	chr18	3604023	3604423	+	1000	72.0	[]	[]	[5.00508]	[132]	[]	[3604221]
49_1051	chr10	70585161	70585561	+	1000	252.0	[12.147872]	[100]	[12.57791]	[100]	[70585359]	[70585359]
49_10518	chr19	18379352	18379752	+	1000	72.0	[9.68026]	[95]	[13.033171]	[95]	[18379535]	[18379535]
49_1052	chr11	59732395	59732795	+	1000	252.0	[12.689945]	[108]	[13.47666]	[108]	[59732599]	[59732599]
49_10522	chr19	39093759	39094159	+	1000	72.0	[8.597369]	[105]	[7.2586308, 2.4127414]	[105, 131]	[39093962]	[39093962, 39093988]
49_10523	chr19	42283620	42284020	+	1000	72.0	[2.9483597]	[198]	[7.1730247]	[198]	[42283869]	[42283869]
49_10529	chr19	48634342	48634742	+	1000	72.0	[5.127591]	[94]	[2.5728807]	[94]	[48634531]	[48634531]
49_1053	chr16	2223276	2223676	+	1000	252.0	[5.9909678]	[92]	[]	[]	[2223447]	[]
49_10532	chr19	51572377	51572777	+	1000	72.0	[6.095377]	[153]	[6.286746]	[153]	[51572599]	[51572599]
49_10533	chr2	24403478	24403878	+	1000	72.0	[13.033171]	[126]	[9.68026]	[126]	[24403691]	[24403691]
49_1054	chr20	46635770	46636170	+	1000	252.0	[13.47666]	[106]	[12.689945]	[106]	[46635966]	[46635966]
49_1055	chr4	38082710	38083110	+	1000	252.0	[6.8767114]	[98]	[6.4650865]	[98]	[38082907]	[38082907]
49_10553	chr2	208893551	208893951	+	1000	72.0	[13.033171]	[98]	[9.68026]	[98]	[208893730]	[208893730]
49_10557	chr20	35823101	35823501	+	1000	72.0	[2.7693167, 6.026879]	[80, 115]	[5.65542]	[115]	[35823275, 35823310]	[35823310]
49_10567	chr20	63816470	63816870	+	1000	72.0	[9.68026]	[164]	[13.033171]	[164]	[63816707]	[63816707]
49_1057	chr7	142716571	142716971	+	1000	252.0	[7.9199734]	[107]	[6.763919]	[107]	[142716769]	[142716769]
49_10573	chr22	19299887	19300287	+	1000	72.0	[5.019141]	[195]	[]	[]	[19300087]	[]
49_10580	chr22	22026389	22026789	+	1000	72.0	[]	[]	[2.3813632]	[152]	[]	[22026623]
49_10582	chr22	22470003	22470403	+	1000	72.0	[]	[]	[5.0806165]	[81]	[]	[22470175]
49_10589	chr22	42959711	42960111	+	1000	72.0	[5.2784643]	[136]	[2.39857]	[136]	[42959932]	[42959932]
49_1059	chrX	75086790	75087190	+	1000	252.0	[9.196315]	[91]	[11.210488]	[91]	[75086978]	[75086978]
49_10593	chr3	9780083	9780483	+	1000	72.0	[5.0922184, 6.9367356]	[112, 150]	[3.4554012]	[150]	[9780250, 9780288]	[9780288]
49_10595	chr3	39177389	39177789	+	1000	72.0	[3.560476]	[116]	[6.0160236]	[116]	[39177604]	[39177604]
49_10596	chr3	40418037	40418437	+	1000	72.0	[2.59309]	[100]	[5.9921923]	[100]	[40418210]	[40418210]
49_10597	chr3	42830324	42830724	+	1000	72.0	[9.081313, 6.026879]	[101, 122]	[9.081313, 5.65542]	[101, 122]	[42830512, 42830533]	[42830512, 42830533]
49_10599	chr3	58706718	58707118	+	1000	72.0	[13.47666]	[95]	[12.689945]	[95]	[58706906]	[58706906]
49_106	chr19	8389737	8390137	+	1000	993.0	[5.751751]	[91]	[5.8895993]	[91]	[8389928]	[8389928]
49_10600	chr3	105626792	105627192	+	1000	72.0	[12.613283]	[125]	[12.57791]	[125]	[105627003]	[105627003]
49_10603	chr3	143320599	143320999	+	1000	72.0	[9.68026]	[104]	[13.033171]	[104]	[143320798]	[143320798]
49_10613	chr4	25378121	25378521	+	1000	72.0	[9.081313]	[113]	[9.081313]	[113]	[25378326]	[25378326]
49_10617	chr4	74544862	74545262	+	1000	72.0	[3.4554012, 4.490918]	[90, 121]	[6.9367356, 2.524629]	[90, 141]	[74545018, 74545049]	[74545018, 74545069]
49_10622	chr4	150950577	150950977	+	1000	72.0	[12.576686]	[105]	[12.201596]	[105]	[150950767]	[150950767]
49_10626	chr5	17517536	17517936	+	1000	72.0	[6.750442]	[98]	[3.2678688]	[98]	[17517733]	[17517733]
49_10627	chr5	39405524	39405924	+	1000	72.0	[14.892951]	[93]	[17.54071, 5.026892]	[93, 112]	[39405715]	[39405715, 39405734]
49_10628	chr5	43007484	43007884	+	1000	72.0	[5.492303]	[135]	[]	[]	[43007685]	[]
49_1063	chr7	34992230	34992630	+	1000	251.0	[5.322937]	[100]	[6.2659135]	[100]	[34992429]	[34992429]
49_1064	chr7	36217107	36217507	+	1000	251.0	[6.6374507]	[93]	[7.1854954]	[93]	[36217297]	[36217297]
49_10642	chr6	11354148	11354548	+	993	72.0	[13.588854]	[89]	[14.294004]	[89]	[11354335]	[11354335]
49_10643	chr6	15266305	15266705	+	1000	72.0	[6.978445]	[105]	[7.408483]	[105]	[15266487]	[15266487]
49_10645	chr6	27078779	27079179	+	1000	72.0	[]	[]	[5.584129]	[178]	[]	[27078980]
49_10648	chr6	31202564	31202964	+	1000	72.0	[9.68026]	[129]	[13.033171]	[129]	[31202790]	[31202790]
49_1065	chr7	129958575	129958975	+	1000	251.0	[7.408483]	[130]	[7.443856]	[130]	[129958792]	[129958792]
49_10650	chr6	38827082	38827482	+	1000	72.0	[17.54071]	[135]	[14.892951]	[135]	[38827292]	[38827292]
49_10657	chr6	150849088	150849488	+	1000	72.0	[13.033171]	[113]	[9.68026]	[113]	[150849296]	[150849296]
49_10659	chr6	163484527	163484927	+	1000	72.0	[8.068016]	[99]	[11.228714]	[99]	[163484724]	[163484724]
49_10668	chr7	105014734	105015134	+	1000	72.0	[5.9580455]	[195]	[7.6165133]	[195]	[105014954]	[105014954]
49_10673	chr7	128705948	128706348	+	1000	72.0	[9.081313]	[98]	[9.081313]	[98]	[128706133]	[128706133]
49_10674	chr7	128833157	128833557	+	1000	72.0	[5.0922184]	[57]	[]	[]	[128833314]	[]
49_10678	chr7	135959938	135960338	+	1000	72.0	[10.9407625, 3.7932866]	[101, 131]	[8.668092]	[101]	[135960130, 135960160]	[135960130]
49_1068	chr1	151492085	151492485	+	1000	250.0	[13.588854]	[102]	[14.294004]	[102]	[151492279]	[151492279]
49_1069	chr12	54937942	54938342	+	1000	250.0	[9.68026, 3.4554012]	[74, 106]	[13.033171, 6.433223]	[74, 106]	[54938110, 54938142]	[54938110, 54938142]
49_10692	chr8	100313418	100313818	+	1000	72.0	[]	[]	[2.524629]	[88]	[]	[100313569]
49_10693	chr8	133045820	133046220	+	939	72.0	[8.704689]	[173]	[11.317077]	[173]	[133046063]	[133046063]
49_10694	chr9	105890287	105890687	+	1000	72.0	[7.892218]	[184]	[7.9637814]	[184]	[105890525]	[105890525]
49_10695	chr9	108085233	108085633	+	1000	72.0	[13.47666]	[101]	[12.689945]	[101]	[108085433]	[108085433]
49_10697	chr9	120775806	120776206	+	1000	72.0	[6.807183]	[118]	[7.2580867]	[118]	[120776011]	[120776011]
49_107	chr19	57389506	57389906	+	1000	983.0	[17.54071]	[101]	[14.892951]	[101]	[57389705]	[57389705]
49_1070	chr18	1018097	1018497	+	1000	250.0	[17.54071]	[97]	[14.892951]	[97]	[1018294]	[1018294]
49_10703	chr9	131026994	131027394	+	1000	72.0	[14.892951]	[111]	[17.54071]	[111]	[131027203]	[131027203]
49_10704	chr9	131203806	131204206	+	1000	72.0	[]	[]	[4.943046]	[92]	[]	[131203989]
49_10708	chrX	37847382	37847782	+	1000	72.0	[7.4830523]	[127]	[6.906737]	[127]	[37847594]	[37847594]
49_1071	chr5	37695618	37696018	+	1000	250.0	[17.54071]	[93]	[14.892951]	[93]	[37695809]	[37695809]
49_10710	chrX	154547145	154547545	+	1000	72.0	[]	[]	[2.8575203]	[81]	[]	[154547325]
49_10716	chr1	16506580	16506980	+	1000	71.0	[2.3813632]	[64]	[]	[]	[16506737]	[]
49_1072	chr6	15062374	15062774	+	1000	250.0	[5.9977975, 7.407259]	[65, 105]	[4.688775, 7.5356817]	[65, 105]	[15062531, 15062571]	[15062531, 15062571]
49_10731	chr1	167760001	167760401	+	1000	71.0	[6.809537]	[132]	[3.0265872]	[132]	[167760155]	[167760155]
49_10732	chr1	167983678	167984078	+	1000	71.0	[7.0321693]	[109]	[7.407259]	[109]	[167983878]	[167983878]
49_10736	chr1	226870179	226870579	+	1000	71.0	[7.407259]	[175]	[7.5356817]	[175]	[226870414]	[226870414]
49_1074	chr1	58883731	58884131	+	1000	249.0	[6.9367356]	[99]	[3.4554012]	[99]	[58883927]	[58883927]
49_10743	chr10	14374984	14375384	+	1000	71.0	[4.208863]	[93]	[2.8079455]	[93]	[14375176]	[14375176]
49_10745	chr10	28386127	28386527	+	1000	71.0	[7.780024]	[98]	[6.3597226]	[98]	[28386291]	[28386291]
49_10747	chr10	60262794	60263194	+	1000	71.0	[]	[]	[5.040453]	[94]	[]	[60262955]
49_10749	chr10	74439252	74439652	+	1000	71.0	[2.4798305]	[91]	[4.7171288]	[91]	[74439423]	[74439423]
49_1075	chr1	89692763	89693163	+	1000	249.0	[7.9637814]	[98]	[7.892218]	[98]	[89692958]	[89692958]
49_10756	chr11	12810540	12810940	+	1000	71.0	[2.4444578]	[138]	[4.7906027]	[138]	[12810742]	[12810742]
49_10760	chr11	46504782	46505182	+	1000	71.0	[7.694056]	[104]	[7.3639946]	[104]	[46504979]	[46504979]
49_10762	chr11	62860491	62860891	+	1000	71.0	[7.251801]	[81]	[6.089997]	[81]	[62860659]	[62860659]
49_10767	chr11	70038003	70038403	+	944	71.0	[9.68026]	[145]	[13.033171]	[145]	[70038232]	[70038232]
49_10773	chr12	28000836	28001236	+	1000	71.0	[12.689945]	[93]	[13.47666]	[93]	[28001026]	[28001026]
49_10776	chr12	49891223	49891623	+	1000	71.0	[12.471321]	[101]	[13.104909]	[101]	[49891418]	[49891418]
49_10777	chr12	52025638	52026038	+	1000	71.0	[7.320121]	[79]	[6.807183]	[79]	[52025797]	[52025797]
