#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPB_idr.fa CEBPB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
878_101	chr6	11143730	11144130	+	1000	649.0	[9.770579]	[97]	[14.523885]	[96]	[11143927]	[11143926]
878_10100	chr8	47849269	47849669	+	1000	109.0	[12.245977]	[103]	[11.473993]	[102]	[47849468]	[47849467]
878_10101	chr8	61096100	61096500	+	1000	109.0	[11.330633]	[98]	[9.770579]	[97]	[61096297]	[61096296]
878_10105	chr9	73134059	73134459	+	1000	109.0	[9.555131]	[101]	[]	[]	[73134243]	[]
878_10116	chr1	37545021	37545421	+	1000	108.0	[11.330633]	[97]	[11.330633]	[96]	[37545214]	[37545213]
878_10122	chr1	156310952	156311352	+	1000	108.0	[6.773559]	[106]	[9.245763]	[105]	[156311152]	[156311151]
878_10133	chr10	77072984	77073384	+	1000	108.0	[6.740297]	[124]	[11.415177]	[123]	[77073201]	[77073200]
878_10134	chr10	84156743	84157143	+	1000	108.0	[8.722458]	[67]	[8.109833, 8.035466]	[66, 119]	[84156905]	[84156904, 84156957]
878_1014	chr1	184051417	184051817	+	1000	398.0	[8.007916]	[98]	[]	[]	[184051614]	[]
878_10147	chr11	95256447	95256847	+	1000	108.0	[8.280743]	[146]	[9.052726]	[145]	[95256675]	[95256674]
878_10149	chr11	96263243	96263643	+	1000	108.0	[9.824262, 7.463684, 8.943787]	[102, 135, 163]	[8.439652, 6.30974]	[101, 134]	[96263427, 96263460, 96263488]	[96263426, 96263459]
878_10150	chr11	110093032	110093432	+	1000	108.0	[9.359631, 11.303083]	[100, 141]	[9.555131, 11.9157095]	[99, 140]	[110093229, 110093270]	[110093228, 110093269]
878_10160	chr14	33810284	33810684	+	1000	108.0	[11.489543, 8.613966]	[98, 148]	[12.102169]	[97]	[33810480, 33810530]	[33810479]
878_10164	chr15	67745594	67745994	+	1000	108.0	[8.439652, 8.03347]	[114, 143]	[7.463684, 8.007916, 6.444551, 11.993677]	[69, 97, 113, 142]	[67745807, 67745836]	[67745762, 67745790, 67745806, 67745835]
878_10165	chr15	73601731	73602131	+	1000	108.0	[8.646096]	[93]	[11.381051]	[92]	[73601919]	[73601918]
878_10189	chr19	46915384	46915784	+	1000	108.0	[11.381051]	[107]	[]	[]	[46915583]	[]
878_10195	chr20	38826078	38826478	+	1000	108.0	[]	[]	[8.111438]	[115]	[]	[38826285]
878_102	chr8	11862509	11862909	+	1000	648.0	[11.330633]	[97]	[11.330633]	[96]	[11862706]	[11862705]
878_10201	chr3	58238378	58238778	+	1000	108.0	[8.03347]	[102]	[11.993677]	[101]	[58238577]	[58238576]
878_10204	chr3	195185631	195186031	+	1000	108.0	[11.9157095]	[109]	[8.109833]	[108]	[195185837]	[195185836]
878_1021	chr5	179623556	179623956	+	1000	398.0	[6.553837]	[104]	[11.228718]	[103]	[179623753]	[179623752]
878_10210	chr4	141329104	141329504	+	1000	108.0	[8.302869, 7.0817237, 8.800273]	[53, 135, 150]	[6.6917005, 6.601625]	[134, 149]	[141329255, 141329337, 141329352]	[141329336, 141329351]
878_10212	chr4	177313278	177313678	+	1000	108.0	[11.303083]	[97]	[12.102169, 11.381051, 6.6840725]	[96, 117, 139]	[177313467]	[177313466, 177313487, 177313509]
878_10216	chr5	78779789	78780189	+	1000	108.0	[8.061021]	[114]	[9.662087]	[113]	[78779997]	[78779996]
878_10217	chr5	95842263	95842663	+	1000	108.0	[6.250924, 8.194376]	[56, 107]	[]	[]	[95842417, 95842468]	[]
878_10218	chr5	105034281	105034681	+	1000	108.0	[]	[]	[8.194376]	[104]	[]	[105034479]
878_10219	chr5	178231211	178231611	+	1000	108.0	[8.194376]	[116]	[]	[]	[178231420]	[]
878_10220	chr6	13272036	13272436	+	1000	108.0	[6.740297]	[91]	[11.415177]	[90]	[13272219]	[13272218]
878_10222	chr6	20400374	20400774	+	1000	108.0	[]	[]	[6.444551]	[80]	[]	[20400540]
878_10236	chr7	157027829	157028229	+	1000	108.0	[6.4412866, 11.228718]	[89, 134]	[8.646096, 6.740297]	[88, 133]	[157028000, 157028045]	[157027999, 157028044]
878_10245	chr9	131189884	131190284	+	1000	108.0	[]	[]	[11.381051]	[105]	[]	[131190089]
878_10251	chr1	39184513	39184913	+	1000	107.0	[]	[]	[9.824262]	[98]	[]	[39184705]
878_10252	chr1	47436639	47437039	+	1000	107.0	[8.722458]	[107]	[11.303083]	[106]	[47436841]	[47436840]
878_10260	chr1	244653830	244654230	+	1000	107.0	[8.007916]	[97]	[]	[]	[244654027]	[]
878_10261	chr10	29064373	29064773	+	1000	107.0	[]	[]	[8.194376]	[97]	[]	[29064570]
878_10262	chr10	44199267	44199667	+	1000	107.0	[12.102169]	[97]	[11.489543]	[96]	[44199459]	[44199458]
878_10263	chr10	61901434	61901834	+	1000	107.0	[8.194376]	[115]	[]	[]	[61901643]	[]
878_10266	chr10	84214591	84214991	+	1000	107.0	[11.33721]	[97]	[6.630199, 6.491527]	[96, 141]	[84214776]	[84214775, 84214820]
878_10269	chr11	32400282	32400682	+	1000	107.0	[8.035466]	[108]	[6.740297]	[107]	[32400490]	[32400489]
878_1027	chr17	36590015	36590415	+	1000	397.0	[9.555131]	[98]	[9.546091]	[97]	[36590212]	[36590211]
878_10274	chr12	42585867	42586267	+	1000	107.0	[11.489543]	[98]	[12.102169]	[97]	[42586063]	[42586062]
878_10275	chr12	71662166	71662566	+	1000	107.0	[11.993677]	[103]	[8.03347]	[102]	[71662368]	[71662367]
878_10277	chr12	96902087	96902487	+	1000	107.0	[]	[]	[8.943787]	[84]	[]	[96902267]
878_10279	chr15	48373964	48374364	+	1000	107.0	[]	[]	[6.250924]	[144]	[]	[48374185]
878_1028	chr6	36118471	36118871	+	1000	397.0	[7.053912, 6.3618803]	[69, 98]	[8.219931, 9.546091]	[68, 97]	[36118640, 36118669]	[36118639, 36118668]
878_10282	chr16	667728	668128	+	1000	107.0	[6.250924]	[114]	[]	[]	[667934]	[]
878_10284	chr16	34590598	34590998	+	1000	107.0	[8.194376]	[119]	[]	[]	[34590808]	[]
878_10286	chr16	57253413	57253813	+	1000	107.0	[9.052726]	[105]	[11.473993]	[104]	[57253612]	[57253611]
878_10295	chr17	30092885	30093285	+	1000	107.0	[]	[]	[8.194376]	[112]	[]	[30093088]
878_10299	chr17	82388869	82389269	+	1000	107.0	[12.432437]	[110]	[8.280743]	[109]	[82389061]	[82389060]
878_103	chr1	52404285	52404685	+	1000	647.0	[6.773559]	[97]	[9.059302]	[96]	[52404479]	[52404478]
878_10302	chr18	9915546	9915946	+	1000	107.0	[8.646096]	[99]	[11.381051]	[98]	[9915744]	[9915743]
878_10307	chr19	35714926	35715326	+	1000	107.0	[8.722458]	[93]	[11.303083]	[92]	[35715119]	[35715118]
878_10320	chr20	50980201	50980601	+	1000	107.0	[7.401735]	[107]	[8.302869]	[106]	[50980406]	[50980405]
878_10323	chr22	21860092	21860492	+	1000	107.0	[]	[]	[6.601625]	[113]	[]	[21860295]
878_10324	chr22	23251942	23252342	+	1000	107.0	[]	[]	[6.195872]	[114]	[]	[23252150]
878_1033	chr10	28939922	28940322	+	1000	396.0	[11.1945915]	[98]	[8.646096]	[97]	[28940119]	[28940118]
878_10330	chr3	31531616	31532016	+	1000	107.0	[12.432437]	[96]	[8.280743]	[95]	[31531808]	[31531807]
878_10333	chr3	114056571	114056971	+	1000	107.0	[9.025176]	[123]	[9.0522785]	[122]	[114056788]	[114056787]
878_10336	chr4	15638416	15638816	+	1000	107.0	[11.489543]	[109]	[11.9157095]	[108]	[15638620]	[15638619]
878_10340	chr4	183367856	183368256	+	1000	107.0	[14.601852]	[96]	[11.440731]	[95]	[183368046]	[183368045]
878_10342	chr5	40796390	40796790	+	1000	107.0	[9.762746]	[105]	[]	[]	[40796591]	[]
878_1035	chr5	42583206	42583606	+	1000	396.0	[6.634887]	[97]	[6.817318]	[96]	[42583401]	[42583400]
878_10350	chr6	10747287	10747687	+	1000	107.0	[8.109833]	[96]	[8.722458]	[95]	[10747471]	[10747470]
878_10357	chr6	90479196	90479596	+	1000	107.0	[6.526395]	[83]	[]	[]	[90479374]	[]
878_10358	chr6	111852776	111853176	+	1000	107.0	[8.109833, 9.637802]	[91, 112]	[11.9157095, 8.253193]	[90, 111]	[111852963, 111852984]	[111852962, 111852983]
878_1036	chr6	11575461	11575861	+	1000	396.0	[8.109833]	[90]	[12.102169]	[89]	[11575648]	[11575647]
878_10361	chr6	154673902	154674302	+	1000	107.0	[9.741591]	[103]	[9.359631]	[102]	[154674099]	[154674098]
878_10364	chr7	957954	958354	+	1000	107.0	[9.684778, 9.555131]	[82, 103]	[]	[]	[958134, 958155]	[]
878_10365	chr7	18179049	18179449	+	1000	107.0	[8.194376]	[95]	[]	[]	[18179240]	[]
878_10386	chrX	56813535	56813935	+	1000	107.0	[]	[]	[9.762746]	[93]	[]	[56813727]
878_1039	chr7	139232189	139232589	+	1000	396.0	[8.03347]	[100]	[11.993677]	[99]	[139232388]	[139232387]
878_10395	chr1	65055813	65056213	+	1000	106.0	[11.9157095]	[100]	[11.489543]	[99]	[65056010]	[65056009]
878_1040	chr10	100912665	100913065	+	1000	395.0	[9.82345]	[98]	[11.523669]	[97]	[100912855]	[100912854]
878_10401	chr1	156277069	156277469	+	1000	106.0	[8.280743, 9.437598]	[81, 102]	[12.432437, 6.2855186]	[80, 101]	[156277249, 156277270]	[156277248, 156277269]
878_10402	chr1	183635844	183636244	+	1000	106.0	[6.553837]	[98]	[11.415177]	[97]	[183636038]	[183636037]
878_10406	chr10	22418841	22419241	+	1000	106.0	[11.489543]	[106]	[12.102169]	[105]	[22419041]	[22419040]
878_10407	chr10	58266842	58267242	+	1000	106.0	[9.211636]	[95]	[]	[]	[58267032]	[]
878_10418	chr12	60112035	60112435	+	1000	106.0	[9.633099]	[105]	[]	[]	[60112240]	[]
878_1042	chr18	57621617	57622017	+	1000	395.0	[]	[]	[8.007916]	[97]	[]	[57621814]
878_10445	chr18	75253781	75254181	+	1000	106.0	[11.440731]	[101]	[14.415392]	[100]	[75253980]	[75253979]
878_1045	chr4	108620319	108620719	+	1000	395.0	[11.228718, 8.361012]	[96, 113]	[]	[]	[108620513, 108620530]	[]
878_10455	chr2	98849124	98849524	+	1000	106.0	[14.415392]	[107]	[11.2542715]	[106]	[98849320]	[98849319]
878_10462	chr20	50905514	50905914	+	1000	106.0	[6.250924]	[99]	[]	[]	[50905711]	[]
878_1047	chr4	181143223	181143623	+	1000	395.0	[14.523885]	[99]	[14.710344]	[98]	[181143422]	[181143421]
878_10471	chr3	40310709	40311109	+	1000	106.0	[8.007916]	[108]	[]	[]	[40310903]	[]
878_10475	chr3	131502727	131503127	+	1000	106.0	[12.432437]	[106]	[6.720689]	[105]	[131502928]	[131502927]
878_1048	chr9	130732733	130733133	+	1000	395.0	[11.660454]	[100]	[12.432437]	[99]	[130732933]	[130732932]
878_10482	chr4	146229405	146229805	+	1000	106.0	[8.194376]	[103]	[]	[]	[146229605]	[]
878_10492	chr6	144334238	144334638	+	1000	106.0	[6.553837]	[97]	[11.228718]	[96]	[144334433]	[144334432]
878_10493	chr6	149108432	149108832	+	1000	106.0	[6.960019]	[107]	[]	[]	[149108629]	[]
878_10496	chr7	27693800	27694200	+	1000	106.0	[]	[]	[11.381051]	[104]	[]	[27693983]
878_105	chr1	109214809	109215209	+	1000	646.0	[8.194376]	[89]	[]	[]	[109214997]	[]
878_1050	chr15	90874147	90874547	+	1000	394.0	[11.222141]	[97]	[11.440731]	[96]	[90874343]	[90874342]
878_10501	chr7	107767385	107767785	+	1000	106.0	[11.332239]	[115]	[11.332239]	[114]	[107767592]	[107767591]
878_10509	chr8	67490254	67490654	+	1000	106.0	[8.865818]	[101]	[9.025176]	[100]	[67490442]	[67490441]
878_1051	chr21	36859693	36860093	+	1000	394.0	[12.432437, 7.1067824]	[100, 115]	[11.473993]	[99]	[36859891, 36859906]	[36859890]
878_10524	chr1	111285884	111286284	+	1000	105.0	[11.489543]	[103]	[11.9157095]	[102]	[111286084]	[111286083]
878_10525	chr1	162152252	162152652	+	1000	105.0	[9.095225, 6.6318045]	[98, 121]	[9.684778]	[97]	[162152445, 162152468]	[162152444]
878_10528	chr1	172909897	172910297	+	1000	105.0	[]	[]	[8.007916]	[107]	[]	[172910094]
878_10532	chr1	219931008	219931408	+	1000	105.0	[9.871238]	[102]	[9.095225, 8.807002]	[101, 138]	[219931210]	[219931209, 219931246]
878_10540	chr11	96817473	96817873	+	1000	105.0	[]	[]	[6.250924]	[99]	[]	[96817668]
878_10543	chr11	110317675	110318075	+	1000	105.0	[11.381051]	[104]	[8.832556]	[103]	[110317875]	[110317874]
878_10545	chr11	112977883	112978283	+	1000	105.0	[8.194376]	[126]	[8.943787]	[161]	[112978095]	[112978130]
878_10547	chr12	23817353	23817753	+	1000	105.0	[6.740297]	[98]	[11.228718, 6.4412866]	[97, 140]	[23817544]	[23817543, 23817586]
878_10552	chr14	23174213	23174613	+	1000	105.0	[8.253193]	[99]	[9.824262]	[98]	[23174408]	[23174407]
878_10565	chr17	16194276	16194676	+	1000	105.0	[]	[]	[7.4068704]	[103]	[]	[16194477]
878_10567	chr17	29291107	29291507	+	1000	105.0	[9.446639]	[98]	[6.276478]	[97]	[29291303]	[29291302]
878_10568	chr17	32483434	32483834	+	1000	105.0	[8.111438]	[97]	[8.537604]	[96]	[32483627]	[32483626]
878_10569	chr17	57559989	57560389	+	1000	105.0	[11.440731]	[109]	[14.601852]	[108]	[57560192]	[57560191]
878_10573	chr18	44651528	44651928	+	1000	105.0	[8.061021]	[108]	[11.222141]	[107]	[44651730]	[44651729]
878_10575	chr18	70397257	70397657	+	1000	105.0	[8.772876, 14.415392]	[59, 102]	[11.440731]	[101]	[70397413, 70397456]	[70397455]
878_10577	chr19	14529874	14530274	+	1000	105.0	[7.1624045, 9.82345]	[95, 106]	[8.109833, 8.143959]	[94, 105]	[14530065, 14530076]	[14530064, 14530075]
878_10578	chr19	15323457	15323857	+	1000	105.0	[8.219931]	[109]	[11.993677]	[108]	[15323663]	[15323662]
878_10584	chr2	102615604	102616004	+	1000	105.0	[11.807217, 11.489543]	[84, 106]	[8.219931, 11.9157095]	[83, 105]	[102615787, 102615809]	[102615786, 102615808]
878_10587	chr2	186928047	186928447	+	1000	105.0	[9.095225, 6.4962]	[103, 142]	[9.684778, 7.277224]	[102, 141]	[186928250, 186928289]	[186928249, 186928288]
878_10589	chr2	219578884	219579284	+	1000	105.0	[9.211636, 9.095225]	[88, 103]	[9.0522785, 9.871238]	[87, 102]	[219579069, 219579084]	[219579068, 219579083]
878_10591	chr20	36606776	36607176	+	1000	105.0	[8.865818]	[93]	[]	[]	[36606968]	[]
878_10594	chr21	45306948	45307348	+	1000	105.0	[11.228718]	[107]	[]	[]	[45307152]	[]
878_10598	chr3	32834150	32834550	+	1000	105.0	[8.620543, 11.489543]	[65, 99]	[11.9157095]	[98]	[32834314, 32834348]	[32834347]
878_10609	chr4	88759310	88759710	+	1000	105.0	[9.770579]	[98]	[14.523885]	[97]	[88759506]	[88759505]
878_10610	chr4	150569296	150569696	+	1000	105.0	[8.061021]	[95]	[11.222141]	[94]	[150569480]	[150569479]
878_10616	chr5	122392878	122393278	+	1000	105.0	[9.437598, 11.381051]	[63, 105]	[6.471978, 6.5052404, 8.832556]	[62, 82, 104]	[122393031, 122393073]	[122393030, 122393050, 122393072]
878_10617	chr5	126983842	126984242	+	1000	105.0	[11.381051]	[138]	[8.832556]	[137]	[126984053]	[126984052]
878_10625	chr6	98833939	98834339	+	1000	105.0	[]	[]	[7.5933304]	[127]	[]	[98834154]
878_10627	chr6	122695196	122695596	+	1000	105.0	[11.332239, 6.774371]	[106, 144]	[11.332239]	[105]	[122695399, 122695437]	[122695398]
878_10631	chr6	161010378	161010778	+	1000	105.0	[12.102169]	[97]	[11.489543]	[96]	[161010569]	[161010568]
878_10633	chr7	88758352	88758752	+	1000	105.0	[9.251139]	[111]	[6.471978]	[110]	[88758551]	[88758550]
878_10634	chr7	98922666	98923066	+	1000	105.0	[]	[]	[8.007916]	[81]	[]	[98922845]
878_10637	chr7	124929743	124930143	+	1000	105.0	[8.473779]	[138]	[7.8805957]	[99]	[124929969]	[124929930]
878_10641	chr7	158720150	158720550	+	1000	105.0	[11.303083, 9.633099]	[110, 122]	[12.102169, 6.276478]	[109, 121]	[158720359, 158720371]	[158720358, 158720370]
878_10642	chr8	6877777	6878177	+	1000	105.0	[11.9157095]	[102]	[11.489543]	[101]	[6877977]	[6877976]
878_10643	chr8	41952250	41952650	+	1000	105.0	[12.432437]	[100]	[11.473993, 6.250924]	[99, 141]	[41952441]	[41952440, 41952482]
878_10644	chr8	72107303	72107703	+	1000	105.0	[9.292248]	[133]	[]	[]	[72107523]	[]
878_10645	chr8	98266658	98267058	+	1000	105.0	[8.1447, 8.007916]	[85, 96]	[]	[]	[98266843, 98266854]	[]
878_1065	chr10	79347943	79348343	+	1000	392.0	[11.9157095]	[102]	[8.109833]	[101]	[79348144]	[79348143]
878_10653	chrX	13128106	13128506	+	1000	105.0	[9.0522785]	[114]	[6.4464245, 9.211636]	[92, 113]	[13128310]	[13128288, 13128309]
878_10656	chr1	9561386	9561786	+	1000	104.0	[7.9249783]	[98]	[8.757326, 8.724064]	[63, 97]	[9561581]	[9561546, 9561580]
878_10668	chr1	111620644	111621044	+	1000	104.0	[8.219931]	[98]	[11.807217]	[97]	[111620842]	[111620841]
878_10677	chr1	207241260	207241660	+	1000	104.0	[6.6917005]	[82]	[7.2681837]	[81]	[207241435]	[207241434]
878_10678	chr1	246567172	246567572	+	1000	104.0	[9.095225]	[101]	[9.871238]	[100]	[246567370]	[246567369]
878_10679	chr10	3852186	3852586	+	1000	104.0	[9.446639]	[94]	[6.276478]	[93]	[3852374]	[3852373]
878_10680	chr10	8485018	8485418	+	1000	104.0	[14.601852]	[115]	[11.2542715]	[114]	[8485228]	[8485227]
878_10681	chr10	63583894	63584294	+	1000	104.0	[]	[]	[9.059302]	[109]	[]	[63584099]
878_10684	chr11	118359376	118359776	+	1000	104.0	[7.9591045]	[105]	[6.6318045]	[104]	[118359580]	[118359579]
878_10686	chr12	52006433	52006833	+	1000	104.0	[14.710344]	[122]	[11.330633]	[121]	[52006647]	[52006646]
878_1069	chr9	128786757	128787157	+	1000	392.0	[8.061021]	[97]	[14.601852]	[96]	[128786954]	[128786953]
878_10692	chr13	108269485	108269885	+	1000	104.0	[9.546091]	[99]	[9.741591]	[98]	[108269670]	[108269669]
878_10702	chr15	91268537	91268937	+	1000	104.0	[6.714743]	[138]	[]	[]	[91268756]	[]
878_10703	chr15	95174953	95175353	+	1000	104.0	[11.489543]	[104]	[11.9157095]	[103]	[95175154]	[95175153]
878_10705	chr15	96326629	96327029	+	1000	104.0	[9.025176, 11.303083]	[98, 108]	[9.0522785, 8.722458]	[97, 107]	[96326821, 96326831]	[96326820, 96326830]
878_10710	chr17	2158005	2158405	+	1000	104.0	[9.555131, 11.489543]	[108, 126]	[9.546091, 12.102169]	[107, 125]	[2158204, 2158222]	[2158203, 2158221]
878_10713	chr17	32142970	32143370	+	1000	104.0	[]	[]	[8.146331]	[115]	[]	[32143184]
878_10715	chr17	61555252	61555652	+	1000	104.0	[9.052726]	[103]	[11.473993]	[102]	[61555454]	[61555453]
878_10718	chr18	9118153	9118553	+	1000	104.0	[12.102169]	[109]	[11.303083]	[108]	[9118361]	[9118360]
878_10723	chr19	3983966	3984366	+	1000	104.0	[8.007916]	[95]	[]	[]	[3984149]	[]
878_1073	chr2	196400084	196400484	+	1000	391.0	[]	[]	[8.194376]	[97]	[]	[196400278]
878_10734	chr2	177559642	177560042	+	1000	104.0	[8.061021]	[100]	[14.415392]	[99]	[177559841]	[177559840]
878_1074	chr1	24746084	24746484	+	1000	390.0	[8.007916]	[101]	[6.30974]	[75]	[24746283]	[24746257]
878_10743	chr22	19850641	19851041	+	1000	104.0	[8.007916]	[102]	[]	[]	[19850842]	[]
878_10745	chr22	23193453	23193853	+	1000	104.0	[11.381051]	[92]	[8.646096]	[91]	[23193645]	[23193644]
878_1075	chr12	14258008	14258408	+	1000	390.0	[11.9157095]	[104]	[11.489543]	[103]	[14258210]	[14258209]
878_10751	chr3	186785170	186785570	+	1000	104.0	[11.303083]	[98]	[11.9157095]	[97]	[186785368]	[186785367]
878_10759	chr5	120919025	120919425	+	1000	104.0	[11.660454]	[86]	[9.052726]	[85]	[120919209]	[120919208]
878_1076	chr12	122399881	122400281	+	1000	390.0	[7.9525285, 11.807217]	[60, 153]	[11.14578]	[59]	[122400035, 122400128]	[122400034]
878_10760	chr5	151214189	151214589	+	1000	104.0	[6.4962]	[124]	[7.277224]	[123]	[151214397]	[151214396]
878_10769	chr6	72519860	72520260	+	1000	104.0	[]	[]	[8.194376]	[98]	[]	[72520058]
878_10772	chr6	90469865	90470265	+	1000	104.0	[12.102169]	[109]	[11.489543]	[108]	[90470068]	[90470067]
878_10776	chr6	143773537	143773937	+	1000	104.0	[11.489543]	[96]	[12.102169]	[95]	[143773733]	[143773732]
878_10779	chr7	30896023	30896423	+	1000	104.0	[6.471978]	[98]	[9.437598]	[97]	[30896216]	[30896215]
878_1078	chr7	30996276	30996676	+	1000	390.0	[14.523885]	[98]	[14.710344]	[97]	[30996473]	[30996472]
878_10784	chr7	158915335	158915735	+	1000	104.0	[8.253193, 8.253193]	[92, 168]	[9.824262, 9.824262]	[91, 167]	[158915488, 158915564]	[158915487, 158915563]
878_10786	chr8	102585144	102585544	+	1000	104.0	[]	[]	[7.9591045]	[89]	[]	[102585332]
878_10788	chr8	105504507	105504907	+	1000	104.0	[12.245977]	[100]	[11.660454]	[99]	[105504703]	[105504702]
878_1079	chr1	121525349	121525749	+	1000	389.0	[14.710344]	[101]	[14.710344]	[100]	[121525545]	[121525544]
878_10791	chr9	84832448	84832848	+	1000	104.0	[14.601852]	[101]	[11.440731]	[100]	[84832648]	[84832647]
878_10797	chrX	10513965	10514365	+	1000	104.0	[8.194376]	[178]	[]	[]	[10514199]	[]
878_10798	chrX	74292142	74292542	+	1000	104.0	[9.025176]	[111]	[9.0522785]	[110]	[74292340]	[74292339]
878_10799	chrX	101931988	101932388	+	1000	104.0	[6.553837]	[110]	[8.035466]	[109]	[101932196]	[101932195]
878_108	chr17	38559391	38559791	+	1000	646.0	[14.523885]	[103]	[11.330633]	[102]	[38559592]	[38559591]
878_10804	chr1	63523053	63523453	+	1000	103.0	[]	[]	[11.228718]	[95]	[]	[63523244]
878_10805	chr1	70410573	70410973	+	1000	103.0	[8.908765]	[113]	[6.491527]	[112]	[70410779]	[70410778]
878_10809	chr1	117003422	117003822	+	1000	103.0	[11.489543]	[96]	[12.102169]	[95]	[117003612]	[117003611]
878_10810	chr1	162386589	162386989	+	1000	103.0	[12.102169]	[103]	[11.489543]	[102]	[162386787]	[162386786]
878_10818	chr1	228405155	228405555	+	1000	103.0	[8.007916]	[113]	[]	[]	[228405360]	[]
878_10819	chr1	236389292	236389692	+	1000	103.0	[]	[]	[11.381051]	[102]	[]	[236389492]
878_1082	chr5	56984041	56984441	+	1000	389.0	[12.102169]	[114]	[11.303083]	[113]	[56984251]	[56984250]
878_10825	chr10	112183584	112183984	+	1000	103.0	[11.228718]	[97]	[6.740297]	[96]	[112183773]	[112183772]
