#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT1_idr.fa STAT1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
315_1140	chr17	69093316	69093716	+	1000	33.0	[]	[]	[9.611048, 8.280003, 9.525681]	[71, 135, 151]	[]	[69093485, 69093549, 69093565]
315_1143	chr19	35040995	35041395	+	1000	33.0	[8.280003]	[151]	[]	[]	[35041233]	[]
315_1147	chr2	65819120	65819520	+	1000	33.0	[]	[]	[9.611048]	[105]	[]	[65819281]
315_1149	chr2	157221404	157221804	+	1000	33.0	[]	[]	[8.280003]	[146]	[]	[157221628]
315_115	chr5	85647832	85648232	+	1000	95.0	[]	[]	[9.525681]	[55]	[]	[85647984]
315_1150	chr2	169664986	169665386	+	1000	33.0	[8.194635]	[107]	[]	[]	[169665191]	[]
315_1152	chr20	45983195	45983595	+	1000	33.0	[8.280003]	[108]	[8.194635, 9.525681]	[118, 137]	[45983403]	[45983413, 45983432]
315_1155	chr22	22464043	22464443	+	1000	33.0	[8.259005]	[134]	[]	[]	[22464275]	[]
315_1156	chr22	23177126	23177526	+	1000	33.0	[]	[]	[8.280003]	[102]	[]	[23177324]
315_1161	chr3	17730314	17730714	+	1000	33.0	[9.611048]	[141]	[]	[]	[17730472]	[]
315_1162	chr3	36957958	36958358	+	1000	33.0	[]	[]	[9.525681]	[107]	[]	[36958139]
315_1164	chr3	142046314	142046714	+	1000	33.0	[8.194635]	[118]	[]	[]	[142046505]	[]
315_1165	chr4	77734870	77735270	+	1000	33.0	[]	[]	[8.259005]	[94]	[]	[77735021]
315_1168	chr5	34791893	34792293	+	1000	33.0	[8.259005]	[133]	[9.611048, 9.525681]	[88, 107]	[34792123]	[34792078, 34792097]
315_1174	chr6	13987373	13987773	+	1000	33.0	[8.280003]	[81]	[9.611048]	[153]	[13987527]	[13987599]
315_1180	chr6	42199302	42199702	+	1000	33.0	[9.611048]	[138]	[8.259005]	[90]	[42199501]	[42199453]
315_1182	chr6	73564753	73565153	+	1000	33.0	[8.280003]	[76]	[9.611048]	[139]	[73564929]	[73564992]
315_1186	chr7	87140273	87140673	+	1000	33.0	[]	[]	[8.259005]	[116]	[]	[87140477]
315_1188	chr7	106216372	106216772	+	1000	33.0	[8.194635, 8.194635]	[127, 148]	[]	[]	[106216577, 106216598]	[]
315_119	chr18	62506242	62506642	+	1000	93.0	[]	[]	[9.611048, 9.525681]	[99, 146]	[]	[62506440, 62506487]
315_1191	chr7	142838539	142838939	+	1000	33.0	[9.525681, 9.611048]	[144, 150]	[]	[]	[142838775, 142838781]	[]
315_1195	chr8	128176893	128177293	+	1000	33.0	[9.611048]	[134]	[9.525681]	[65]	[128177123]	[128177054]
315_12	chr2	191020199	191020599	+	1000	409.0	[9.525681, 9.611048]	[105, 142]	[]	[]	[191020402, 191020439]	[]
315_1201	chr1	46333555	46333955	+	1000	32.0	[8.280003]	[124]	[8.280003, 9.611048]	[84, 140]	[46333776]	[46333736, 46333792]
315_1203	chr1	116827198	116827598	+	1000	32.0	[]	[]	[9.611048]	[69]	[]	[116827363]
315_121	chr1	11790795	11791195	+	1000	92.0	[]	[]	[9.525681, 8.194635]	[110, 146]	[]	[11790992, 11791028]
315_1210	chr1	230681571	230681971	+	1000	32.0	[]	[]	[8.259005]	[122]	[]	[230681781]
315_1211	chr10	5971192	5971592	+	1000	32.0	[]	[]	[9.525681, 8.280003]	[144, 167]	[]	[5971398, 5971421]
315_1216	chr10	102781209	102781609	+	1000	32.0	[9.611048]	[131]	[]	[]	[102781405]	[]
315_1217	chr11	113665046	113665446	+	748	32.0	[]	[]	[8.280003]	[61]	[]	[113665197]
315_1223	chr14	71130839	71131239	+	1000	32.0	[]	[]	[9.525681]	[128]	[]	[71131066]
315_1228	chr16	142971	143371	+	1000	32.0	[]	[]	[8.280003]	[81]	[]	[143124]
315_1237	chr19	13401391	13401791	+	702	32.0	[]	[]	[9.525681]	[67]	[]	[13401549]
315_1238	chr19	16078799	16079199	+	1000	32.0	[9.525681, 8.280003]	[187, 224]	[8.280003]	[137]	[16079004, 16079041]	[16078954]
315_1239	chr19	47335650	47336050	+	1000	32.0	[8.280003]	[93]	[]	[]	[47335841]	[]
315_1240	chr19	48584220	48584620	+	1000	32.0	[8.280003]	[110]	[]	[]	[48584421]	[]
315_1245	chr2	102335826	102336226	+	1000	32.0	[]	[]	[8.280003]	[105]	[]	[102336006]
315_1249	chr2	177168279	177168679	+	1000	32.0	[]	[]	[8.259005]	[113]	[]	[177168473]
315_125	chr8	30099647	30100047	+	1000	89.0	[9.611048, 9.611048]	[127, 132]	[]	[]	[30099855, 30099860]	[]
315_1253	chr21	14600496	14600896	+	926	32.0	[]	[]	[9.611048]	[106]	[]	[14600678]
315_1255	chr21	33230099	33230499	+	1000	32.0	[9.525681]	[76]	[]	[]	[33230270]	[]
315_1256	chr22	19419688	19420088	+	1000	32.0	[8.194635]	[155]	[]	[]	[19419861]	[]
315_1258	chr22	21567401	21567801	+	1000	32.0	[8.194635]	[148]	[]	[]	[21567608]	[]
315_1269	chr4	49140892	49141292	+	1000	32.0	[]	[]	[8.259005]	[96]	[]	[49141088]
315_127	chr3	45064698	45065098	+	1000	88.0	[8.280003]	[92]	[]	[]	[45064889]	[]
315_1276	chr5	139635658	139636058	+	1000	32.0	[8.280003]	[152]	[9.611048]	[114]	[139635908]	[139635870]
315_1277	chr6	15210757	15211157	+	1000	32.0	[8.259005]	[108]	[9.611048]	[124]	[15210959]	[15210975]
315_1279	chr6	15915497	15915897	+	1000	32.0	[8.280003]	[121]	[9.611048]	[173]	[15915654]	[15915706]
315_1281	chr6	27684392	27684792	+	1000	32.0	[]	[]	[9.525681]	[129]	[]	[27684563]
315_1284	chr6	34757187	34757587	+	1000	32.0	[8.280003, 9.611048]	[158, 167]	[8.194635]	[135]	[34757385, 34757394]	[34757362]
315_1289	chr7	42986761	42987161	+	1000	32.0	[8.280003]	[62]	[]	[]	[42986912]	[]
315_129	chr4	184474568	184474968	+	1000	88.0	[]	[]	[8.194635]	[145]	[]	[184474809]
315_1295	chr8	41604231	41604631	+	1000	32.0	[]	[]	[9.611048]	[66]	[]	[41604395]
315_1297	chr8	143986245	143986645	+	1000	32.0	[9.611048]	[116]	[]	[]	[143986447]	[]
315_1298	chr9	105879185	105879585	+	1000	32.0	[]	[]	[8.194635, 9.611048]	[111, 133]	[]	[105879379, 105879401]
315_1301	chr1	12658941	12659341	+	1000	31.0	[9.611048]	[72]	[8.194635]	[102]	[12659104]	[12659134]
315_1302	chr1	23539697	23540097	+	1000	31.0	[]	[]	[9.611048]	[171]	[]	[23539936]
315_1303	chr1	23634980	23635380	+	1000	31.0	[9.525681]	[94]	[]	[]	[23635147]	[]
315_1312	chr1	108533820	108534220	+	1000	31.0	[9.611048]	[64]	[]	[]	[108533982]	[]
315_132	chr1	21791424	21791824	+	1000	87.0	[]	[]	[9.525681]	[96]	[]	[21791619]
315_1321	chr1	234724082	234724482	+	1000	31.0	[9.525681]	[212]	[]	[]	[234724325]	[]
315_1326	chr10	72637450	72637850	+	1000	31.0	[9.525681]	[121]	[]	[]	[72637630]	[]
315_133	chr21	43855089	43855489	+	1000	87.0	[]	[]	[8.194635]	[134]	[]	[43855320]
315_1332	chr11	76911098	76911498	+	1000	31.0	[9.611048]	[62]	[8.259005]	[78]	[76911258]	[76911274]
315_1334	chr12	1304263	1304663	+	1000	31.0	[9.525681]	[128]	[]	[]	[1304434]	[]
315_1336	chr12	23722610	23723010	+	1000	31.0	[]	[]	[8.259005, 8.194635]	[87, 108]	[]	[23722791, 23722812]
315_1337	chr12	32031075	32031475	+	921	31.0	[9.525681]	[97]	[]	[]	[32031264]	[]
315_1341	chr12	107110029	107110429	+	1000	31.0	[]	[]	[9.525681]	[182]	[]	[107110278]
315_1348	chr15	34969635	34970035	+	1000	31.0	[8.194635]	[75]	[]	[]	[34969798]	[]
315_1352	chr16	1832770	1833170	+	1000	31.0	[9.611048]	[156]	[]	[]	[1832998]	[]
315_1353	chr16	53099534	53099934	+	1000	31.0	[]	[]	[8.194635]	[214]	[]	[53099685]
315_1357	chr16	84881711	84882111	+	1000	31.0	[]	[]	[8.259005]	[86]	[]	[84881881]
315_136	chr13	107942055	107942455	+	1000	86.0	[]	[]	[8.259005]	[80]	[]	[107942226]
315_1364	chr17	78665896	78666296	+	1000	31.0	[8.194635]	[114]	[8.280003]	[172]	[78666063]	[78666121]
315_1365	chr19	3842856	3843256	+	1000	31.0	[9.611048]	[132]	[]	[]	[3843078]	[]
315_1367	chr19	48899865	48900265	+	1000	31.0	[]	[]	[9.525681]	[98]	[]	[48900062]
315_1368	chr19	51547684	51548084	+	1000	31.0	[9.611048]	[112]	[]	[]	[51547880]	[]
315_137	chr2	26493545	26493945	+	1000	86.0	[8.194635, 9.525681, 9.525681, 9.525681]	[68, 88, 108, 145]	[]	[]	[26493698, 26493718, 26493738, 26493775]	[]
315_1372	chr2	112683856	112684256	+	1000	31.0	[]	[]	[8.194635]	[70]	[]	[112684011]
315_1377	chr2	207772445	207772845	+	1000	31.0	[8.280003]	[105]	[9.525681]	[168]	[207772619]	[207772682]
315_1378	chr20	31610622	31611022	+	1000	31.0	[8.194635, 8.194635, 9.611048]	[75, 80, 86]	[8.280003]	[165]	[31610777, 31610782, 31610788]	[31610867]
315_1379	chr21	21193188	21193588	+	684	31.0	[8.194635, 9.525681]	[93, 139]	[]	[]	[21193376, 21193422]	[]
315_1381	chr22	19629929	19630329	+	1000	31.0	[8.194635]	[124]	[]	[]	[19630153]	[]
315_139	chr8	143547201	143547601	+	1000	86.0	[9.611048]	[83]	[]	[]	[143547378]	[]
315_1394	chr4	184855507	184855907	+	1000	31.0	[9.611048]	[130]	[]	[]	[184855733]	[]
315_1400	chr5	141605632	141606032	+	1000	31.0	[9.611048]	[139]	[]	[]	[141605863]	[]
315_1402	chr5	177366520	177366920	+	1000	31.0	[]	[]	[8.194635]	[80]	[]	[177366695]
315_1403	chr6	27545507	27545907	+	1000	31.0	[]	[]	[9.525681]	[206]	[]	[27545737]
315_1416	chr7	60292387	60292787	+	1000	31.0	[]	[]	[8.280003]	[136]	[]	[60292623]
315_1417	chr7	74134257	74134657	+	1000	31.0	[8.280003, 9.525681]	[101, 120]	[9.611048]	[135]	[74134447, 74134466]	[74134481]
315_1418	chr7	99990885	99991285	+	1000	31.0	[9.611048]	[94]	[]	[]	[99991066]	[]
315_142	chr5	120512733	120513133	+	1000	84.0	[]	[]	[9.611048]	[123]	[]	[120512947]
315_1421	chr8	23494095	23494495	+	1000	31.0	[8.194635]	[57]	[]	[]	[23494250]	[]
315_143	chr12	32020919	32021319	+	1000	83.0	[9.525681]	[132]	[]	[]	[32021131]	[]
315_1433	chr1	14777467	14777867	+	1000	30.0	[]	[]	[8.280003, 8.280003]	[93, 122]	[]	[14777634, 14777663]
315_1434	chr1	21963940	21964340	+	1000	30.0	[]	[]	[8.280003]	[96]	[]	[21964116]
315_1443	chr1	54464593	54464993	+	829	30.0	[]	[]	[9.525681]	[136]	[]	[54464805]
315_1444	chr1	67733560	67733960	+	1000	30.0	[9.525681]	[182]	[8.280003]	[136]	[67733767]	[67733721]
315_1446	chr1	109099847	109100247	+	1000	30.0	[]	[]	[9.611048, 8.280003]	[78, 147]	[]	[109100018, 109100087]
315_1455	chr10	41875245	41875645	+	1000	30.0	[8.259005, 8.259005]	[139, 149]	[]	[]	[41875484, 41875494]	[]
315_1456	chr10	67849271	67849671	+	1000	30.0	[8.194635]	[105]	[]	[]	[67849427]	[]
315_1461	chr12	53508588	53508988	+	599	30.0	[8.280003]	[150]	[9.611048, 9.611048]	[121, 127]	[53508799]	[53508770, 53508776]
315_1462	chr12	124992715	124993115	+	1000	30.0	[]	[]	[9.611048, 9.611048]	[108, 125]	[]	[124992913, 124992930]
315_1465	chr15	65796550	65796950	+	1000	30.0	[9.611048]	[110]	[]	[]	[65796750]	[]
315_1466	chr15	85023930	85024330	+	1000	30.0	[9.525681]	[151]	[]	[]	[85024142]	[]
315_1468	chr16	20945119	20945519	+	1000	30.0	[8.280003]	[97]	[9.525681]	[160]	[20945302]	[20945365]
315_1471	chr17	3513744	3514144	+	1000	30.0	[]	[]	[8.259005]	[96]	[]	[3513937]
315_1472	chr17	25920003	25920403	+	1000	30.0	[9.611048]	[72]	[8.280003]	[81]	[25920175]	[25920184]
315_1473	chr17	29178344	29178744	+	1000	30.0	[]	[]	[9.611048]	[168]	[]	[29178586]
315_1475	chr17	35586989	35587389	+	940	30.0	[9.611048]	[162]	[]	[]	[35587170]	[]
315_1477	chr17	44288483	44288883	+	1000	30.0	[]	[]	[8.194635]	[189]	[]	[44288706]
315_1478	chr17	63433192	63433592	+	1000	30.0	[]	[]	[8.280003]	[146]	[]	[63433412]
315_1480	chr18	2325314	2325714	+	1000	30.0	[]	[]	[8.259005]	[183]	[]	[2325556]
315_1481	chr18	23540813	23541213	+	1000	30.0	[9.611048]	[152]	[8.194635]	[99]	[23541036]	[23540983]
315_1483	chr19	35166588	35166988	+	1000	30.0	[9.611048, 8.194635]	[122, 146]	[]	[]	[35166796, 35166820]	[]
315_1484	chr19	38317063	38317463	+	1000	30.0	[9.611048]	[106]	[]	[]	[38317253]	[]
315_1485	chr19	51800330	51800730	+	979	30.0	[9.525681]	[111]	[]	[]	[51800500]	[]
315_1487	chr2	24011265	24011665	+	1000	30.0	[8.280003]	[107]	[9.525681, 8.194635]	[93, 150]	[24011470]	[24011456, 24011513]
315_1489	chr2	38652418	38652818	+	1000	30.0	[9.611048, 9.611048]	[191, 196]	[]	[]	[38652659, 38652664]	[]
315_1490	chr2	44542541	44542941	+	1000	30.0	[]	[]	[9.611048]	[76]	[]	[44542700]
315_1493	chr2	85934156	85934556	+	1000	30.0	[]	[]	[9.611048]	[185]	[]	[85934395]
315_1494	chr2	134118445	134118845	+	1000	30.0	[8.280003]	[135]	[9.611048]	[152]	[134118672]	[134118689]
315_1496	chr2	190320707	190321107	+	1000	30.0	[]	[]	[9.611048, 8.280003]	[114, 143]	[]	[190320905, 190320934]
315_1497	chr2	190580242	190580642	+	1000	30.0	[]	[]	[8.194635]	[151]	[]	[190580477]
315_1499	chr20	33419100	33419500	+	1000	30.0	[8.280003, 8.280003]	[207, 218]	[]	[]	[33419315, 33419326]	[]
315_1502	chr21	14762764	14763164	+	1000	30.0	[]	[]	[8.280003, 8.280003]	[133, 141]	[]	[14762989, 14762997]
315_1510	chr22	39773939	39774339	+	1000	30.0	[]	[]	[8.259005]	[132]	[]	[39774153]
315_1512	chr3	9402829	9403229	+	1000	30.0	[9.611048]	[198]	[]	[]	[9403080]	[]
315_1518	chr3	177345645	177346045	+	1000	30.0	[9.525681]	[136]	[8.280003]	[154]	[177345858]	[177345876]
315_1520	chr4	55729826	55730226	+	876	30.0	[]	[]	[8.259005, 8.280003]	[87, 91]	[]	[55730011, 55730015]
315_1522	chr4	79210010	79210410	+	1000	30.0	[8.194635]	[227]	[]	[]	[79210261]	[]
315_153	chr20	50292503	50292903	+	1000	81.0	[]	[]	[8.194635]	[109]	[]	[50292703]
315_1530	chr5	132972145	132972545	+	1000	30.0	[8.259005, 9.525681]	[134, 150]	[9.611048]	[166]	[132972347, 132972363]	[132972379]
315_1531	chr5	135134062	135134462	+	1000	30.0	[]	[]	[8.194635]	[128]	[]	[135134250]
315_1537	chr6	20272442	20272842	+	1000	30.0	[9.525681]	[107]	[8.259005, 8.259005]	[123, 139]	[20272630]	[20272646, 20272662]
315_154	chr1	109910592	109910992	+	1000	80.0	[]	[]	[9.525681]	[96]	[]	[109910787]
315_1543	chr6	29964774	29965174	+	1000	30.0	[8.280003]	[98]	[]	[]	[29964950]	[]
315_1554	chr7	44081169	44081569	+	843	30.0	[]	[]	[9.611048]	[80]	[]	[44081334]
315_1556	chr7	96236138	96236538	+	1000	30.0	[]	[]	[8.259005]	[131]	[]	[96236356]
315_1557	chr7	107035401	107035801	+	1000	30.0	[8.280003]	[154]	[]	[]	[107035594]	[]
315_1558	chr7	108012477	108012877	+	1000	30.0	[]	[]	[8.280003]	[115]	[]	[108012670]
315_1565	chr8	93551885	93552285	+	1000	30.0	[8.280003, 8.280003]	[64, 73]	[8.194635]	[105]	[93552042, 93552051]	[93552083]
315_1566	chr8	99770253	99770653	+	930	30.0	[9.611048, 9.525681]	[151, 184]	[]	[]	[99770461, 99770494]	[]
315_1567	chr9	37587521	37587921	+	1000	30.0	[9.611048, 9.611048]	[143, 158]	[]	[]	[37587739, 37587754]	[]
315_1571	chrX	12956876	12957276	+	1000	30.0	[8.280003]	[77]	[8.194635, 8.280003]	[59, 122]	[12957051]	[12957033, 12957096]
315_1572	chrX	65998049	65998449	+	1000	30.0	[]	[]	[8.194635]	[77]	[]	[65998224]
315_158	chr7	75990838	75991238	+	1000	80.0	[8.280003]	[108]	[8.280003]	[122]	[75991025]	[75991039]
315_1581	chr1	34852634	34853034	+	922	29.0	[8.194635]	[152]	[]	[]	[34852862]	[]
315_1582	chr1	35881710	35882110	+	1000	29.0	[8.280003]	[121]	[]	[]	[35881915]	[]
315_159	chr7	106774652	106775052	+	1000	80.0	[9.611048]	[114]	[8.280003]	[67]	[106774861]	[106774814]
315_1590	chr1	84506266	84506666	+	1000	29.0	[8.194635]	[119]	[]	[]	[84506481]	[]
315_1596	chr1	186082185	186082585	+	1000	29.0	[]	[]	[8.259005, 8.280003]	[99, 143]	[]	[186082379, 186082423]
315_1599	chr1	204647518	204647918	+	1000	29.0	[8.280003]	[118]	[]	[]	[204647721]	[]
315_1606	chr10	4849637	4850037	+	998	29.0	[8.194635]	[138]	[]	[]	[4849839]	[]
315_1608	chr10	22683425	22683825	+	1000	29.0	[]	[]	[9.525681]	[160]	[]	[22683614]
315_1609	chr10	34944044	34944444	+	1000	29.0	[9.525681]	[108]	[9.525681]	[124]	[34944241]	[34944257]
315_161	chr1	38786067	38786467	+	1000	79.0	[9.611048]	[117]	[]	[]	[38786282]	[]
315_1613	chr10	70578403	70578803	+	1000	29.0	[9.525681]	[93]	[]	[]	[70578574]	[]
315_1615	chr11	34603542	34603942	+	928	29.0	[9.525681]	[111]	[8.280003]	[86]	[34603747]	[34603722]
315_1618	chr11	75031366	75031766	+	1000	29.0	[]	[]	[9.525681]	[106]	[]	[75031550]
315_1623	chr12	66302279	66302679	+	1000	29.0	[]	[]	[8.259005]	[58]	[]	[66302430]
315_1627	chr15	51647129	51647529	+	1000	29.0	[9.525681]	[145]	[]	[]	[51647327]	[]
315_1632	chr16	23907444	23907844	+	900	29.0	[8.280003]	[120]	[]	[]	[23907658]	[]
315_1634	chr16	48608525	48608925	+	1000	29.0	[]	[]	[9.525681]	[120]	[]	[48608738]
315_1635	chr16	84594161	84594561	+	1000	29.0	[9.611048]	[117]	[]	[]	[84594346]	[]
315_164	chr17	43006540	43006940	+	1000	78.0	[8.194635]	[85]	[]	[]	[43006715]	[]
315_1643	chr19	6111341	6111741	+	1000	29.0	[]	[]	[9.611048]	[98]	[]	[6111536]
315_1647	chr19	48878653	48879053	+	1000	29.0	[]	[]	[9.611048]	[164]	[]	[48878834]
315_165	chr17	56913853	56914253	+	1000	78.0	[9.611048, 8.280003]	[97, 141]	[]	[]	[56914042, 56914086]	[]
315_1652	chr2	88057526	88057926	+	1000	29.0	[]	[]	[8.259005]	[163]	[]	[88057747]
315_1654	chr2	96921995	96922395	+	1000	29.0	[8.280003]	[80]	[9.525681]	[143]	[96922173]	[96922236]
315_1655	chr20	38357561	38357961	+	1000	29.0	[]	[]	[9.611048, 8.194635]	[122, 143]	[]	[38357775, 38357796]
315_166	chr2	166376124	166376524	+	1000	78.0	[]	[]	[9.611048, 8.280003]	[86, 94]	[]	[166376304, 166376312]
315_1666	chr3	5108334	5108734	+	1000	29.0	[8.194635]	[101]	[]	[]	[5108520]	[]
315_1667	chr3	13485012	13485412	+	1000	29.0	[8.280003]	[192]	[]	[]	[13485261]	[]
315_1670	chr3	46111125	46111525	+	1000	29.0	[]	[]	[8.194635, 8.194635]	[101, 141]	[]	[46111320, 46111360]
315_1672	chr3	143307559	143307959	+	1000	29.0	[]	[]	[8.280003]	[131]	[]	[143307732]
315_1674	chr4	17670458	17670858	+	1000	29.0	[9.611048]	[158]	[]	[]	[17670699]	[]
315_1676	chr4	165476596	165476996	+	1000	29.0	[]	[]	[9.611048]	[151]	[]	[165476813]
315_1678	chr5	37370916	37371316	+	1000	29.0	[8.194635, 8.280003]	[159, 165]	[]	[]	[37371160, 37371166]	[]
315_1680	chr5	39167192	39167592	+	1000	29.0	[]	[]	[9.525681]	[138]	[]	[39167416]
315_1681	chr5	40801883	40802283	+	985	29.0	[8.194635]	[153]	[]	[]	[40802132]	[]
315_1688	chr5	132190180	132190580	+	1000	29.0	[]	[]	[9.525681, 8.280003]	[70, 95]	[]	[132190348, 132190373]
315_169	chr7	4620405	4620805	+	1000	78.0	[]	[]	[9.611048]	[117]	[]	[4620607]
315_1691	chr5	151100114	151100514	+	1000	29.0	[8.194635]	[112]	[]	[]	[151100316]	[]
315_1693	chr5	180093615	180094015	+	1000	29.0	[]	[]	[8.280003]	[122]	[]	[180093832]
315_1699	chr6	26297055	26297455	+	1000	29.0	[]	[]	[9.611048]	[129]	[]	[26297275]
315_17	chr1	27672120	27672520	+	1000	355.0	[]	[]	[9.525681, 9.525681]	[88, 129]	[]	[27672304, 27672345]
315_170	chr11	123003453	123003853	+	1000	77.0	[]	[]	[9.525681]	[122]	[]	[123003675]
315_1701	chr6	27091636	27092036	+	1000	29.0	[]	[]	[9.525681]	[192]	[]	[27091855]
315_1713	chr7	32892858	32893258	+	1000	29.0	[]	[]	[8.280003]	[84]	[]	[32893041]
315_1716	chr7	105531939	105532339	+	1000	29.0	[8.280003, 8.280003]	[169, 194]	[]	[]	[105532165, 105532190]	[]
315_1725	chr7	140653373	140653773	+	1000	29.0	[8.259005]	[102]	[8.194635, 8.194635]	[67, 119]	[140653560]	[140653525, 140653577]
315_1726	chr7	142956968	142957368	+	1000	29.0	[]	[]	[8.280003]	[122]	[]	[142957164]
