#PeakID(python identify_motif.py ./ENCODE_processed_files/MEIS2_idr.fa MEIS2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
596_10231	chr1	114441314	114441714	+	581	136.5	[7.4989777]	[153]	[]	[]	[114441540]	[]
596_10234	chr1	174156429	174156829	+	1000	136.5	[11.310461]	[147]	[7.239613]	[123]	[174156649]	[174156625]
596_10240	chr12	64737500	64737900	+	952	136.5	[7.239613]	[145]	[]	[]	[64737740]	[]
596_10245	chr18	22452130	22452530	+	1000	136.5	[]	[]	[11.310461]	[159]	[]	[22452376]
596_10255	chr3	68957927	68958327	+	1000	136.5	[]	[]	[11.310461, 11.310461]	[80, 125]	[]	[68958098, 68958143]
596_10256	chr3	113715285	113715685	+	1000	136.5	[]	[]	[11.310461]	[138]	[]	[113715490]
596_1026	chr12	108485473	108485873	+	1000	713.5	[]	[]	[11.310461]	[105]	[]	[108485668]
596_10262	chr6	44120662	44121062	+	1000	136.5	[]	[]	[7.239613]	[97]	[]	[44120854]
596_10263	chr6	109391587	109391987	+	865	136.5	[]	[]	[7.239613]	[123]	[]	[109391810]
596_10269	chr9	109107684	109108084	+	1000	136.5	[7.239613, 7.239613]	[93, 153]	[]	[]	[109107870, 109107930]	[]
596_1027	chr7	72603094	72603494	+	1000	713.5	[11.310461]	[105]	[]	[]	[72603292]	[]
596_10279	chr1	185520555	185520955	+	1000	136.0	[7.705946, 7.705946]	[87, 164]	[]	[]	[185520710, 185520787]	[]
596_10280	chr1	186438573	186438973	+	1000	136.0	[7.239613]	[110]	[11.310461]	[116]	[186438779]	[186438785]
596_10281	chr10	50582707	50583107	+	1000	136.0	[]	[]	[11.310461]	[182]	[]	[50582941]
596_10283	chr11	93285476	93285876	+	1000	136.0	[]	[]	[7.4989777]	[120]	[]	[93285674]
596_10287	chr14	22951716	22952116	+	1000	136.0	[7.4989777]	[142]	[]	[]	[22951910]	[]
596_10289	chr15	27468201	27468601	+	983	136.0	[]	[]	[11.310461]	[104]	[]	[27468399]
596_10295	chr17	8338329	8338729	+	550	136.0	[]	[]	[7.239613]	[89]	[]	[8338486]
596_10297	chr19	16330423	16330823	+	1000	136.0	[]	[]	[11.310461]	[133]	[]	[16330615]
596_10299	chr19	42010262	42010662	+	1000	136.0	[]	[]	[7.4989777]	[137]	[]	[42010482]
596_10300	chr2	12262277	12262677	+	1000	136.0	[7.4989777]	[133]	[]	[]	[12262458]	[]
596_10301	chr2	32479915	32480315	+	829	136.0	[]	[]	[7.239613, 7.4989777]	[97, 127]	[]	[32480082, 32480112]
596_10306	chr3	15297604	15298004	+	1000	136.0	[11.310461]	[97]	[]	[]	[15297780]	[]
596_10316	chr6	126268081	126268481	+	1000	136.0	[7.239613, 7.239613]	[146, 173]	[]	[]	[126268283, 126268310]	[]
596_10317	chr6	133939867	133940267	+	1000	136.0	[]	[]	[7.4989777]	[162]	[]	[133940089]
596_10318	chr7	16260402	16260802	+	1000	136.0	[]	[]	[7.705946]	[117]	[]	[16260584]
596_10319	chr7	24964159	24964559	+	1000	136.0	[7.4989777]	[92]	[]	[]	[24964313]	[]
596_1032	chr11	72123278	72123678	+	1000	710.5	[]	[]	[7.705946]	[109]	[]	[72123481]
596_10320	chr7	67105431	67105831	+	1000	136.0	[]	[]	[7.705946, 7.4989777]	[153, 167]	[]	[67105654, 67105668]
596_10321	chr7	93629412	93629812	+	1000	136.0	[]	[]	[7.4989777]	[136]	[]	[93629624]
596_10322	chr7	106952755	106953155	+	1000	136.0	[11.310461]	[167]	[]	[]	[106952983]	[]
596_10324	chr8	23269873	23270273	+	1000	136.0	[7.4989777]	[109]	[]	[]	[23270066]	[]
596_10331	chr9	112489128	112489528	+	1000	136.0	[]	[]	[11.310461]	[87]	[]	[112489297]
596_10333	chr1	108719893	108720293	+	1000	135.5	[11.310461, 7.4989777]	[106, 134]	[]	[]	[108720070, 108720098]	[]
596_10335	chr10	84333593	84333993	+	1000	135.5	[11.310461]	[260]	[]	[]	[84333817]	[]
596_10338	chr12	89756866	89757266	+	1000	135.5	[7.239613]	[135]	[]	[]	[89757039]	[]
596_10339	chr12	93184433	93184833	+	1000	135.5	[]	[]	[11.310461]	[62]	[]	[93184589]
596_10342	chr15	48592425	48592825	+	1000	135.5	[11.310461]	[177]	[]	[]	[48592662]	[]
596_10344	chr15	65835441	65835841	+	1000	135.5	[7.4989777]	[175]	[]	[]	[65835683]	[]
596_10349	chr20	32397780	32398180	+	1000	135.5	[]	[]	[7.4989777]	[118]	[]	[32397961]
596_1035	chr3	194561392	194561792	+	1000	710.0	[7.239613]	[107]	[]	[]	[194561573]	[]
596_10353	chr4	152579935	152580335	+	1000	135.5	[7.4989777, 11.310461]	[130, 145]	[]	[]	[152580095, 152580110]	[]
596_10358	chr1	17128339	17128739	+	1000	135.0	[11.310461]	[151]	[]	[]	[17128590]	[]
596_1036	chr10	35533521	35533921	+	1000	709.5	[]	[]	[11.310461, 7.4989777]	[95, 136]	[]	[35533714, 35533755]
596_10362	chr10	28984349	28984749	+	1000	135.0	[]	[]	[7.239613]	[84]	[]	[28984501]
596_10364	chr10	132422946	132423346	+	1000	135.0	[7.239613, 7.239613]	[95, 154]	[]	[]	[132423108, 132423167]	[]
596_10367	chr11	63142475	63142875	+	1000	135.0	[]	[]	[11.310461]	[123]	[]	[63142688]
596_10368	chr12	31730527	31730927	+	1000	135.0	[7.4989777]	[140]	[]	[]	[31730742]	[]
596_10374	chr15	50358756	50359156	+	1000	135.0	[7.705946]	[156]	[7.239613]	[85]	[50358990]	[50358919]
596_10379	chr20	1265259	1265659	+	1000	135.0	[11.310461]	[172]	[]	[]	[1265494]	[]
596_1038	chr1	28172688	28173088	+	1000	709.0	[11.310461]	[132]	[]	[]	[28172916]	[]
596_10380	chr20	16563403	16563803	+	1000	135.0	[11.310461]	[132]	[]	[]	[16563635]	[]
596_10385	chr4	8200300	8200700	+	1000	135.0	[11.310461, 7.4989777]	[126, 135]	[11.310461]	[110]	[8200510, 8200519]	[8200494]
596_10386	chr4	8594379	8594779	+	1000	135.0	[]	[]	[11.310461]	[115]	[]	[8594586]
596_10390	chr6	26122943	26123343	+	1000	135.0	[11.310461, 7.239613]	[144, 185]	[]	[]	[26123114, 26123155]	[]
596_10392	chr7	149128043	149128443	+	1000	135.0	[]	[]	[11.310461]	[182]	[]	[149128241]
596_10393	chr8	15323827	15324227	+	1000	135.0	[]	[]	[7.4989777]	[123]	[]	[15324023]
596_10401	chr1	113677250	113677650	+	1000	134.5	[]	[]	[7.239613]	[185]	[]	[113677495]
596_10408	chr12	2334692	2335092	+	1000	134.5	[]	[]	[7.239613]	[93]	[]	[2334858]
596_10411	chr14	68420338	68420738	+	663	134.5	[]	[]	[7.4989777, 11.310461]	[135, 154]	[]	[68420560, 68420579]
596_10414	chr17	72890693	72891093	+	1000	134.5	[]	[]	[7.239613]	[92]	[]	[72890878]
596_10415	chr17	78129050	78129450	+	1000	134.5	[7.705946]	[159]	[]	[]	[78129292]	[]
596_10418	chr2	65576904	65577304	+	1000	134.5	[7.4989777]	[151]	[]	[]	[65577125]	[]
596_10424	chr22	35072901	35073301	+	1000	134.5	[11.310461]	[71]	[]	[]	[35073059]	[]
596_10429	chr5	131589404	131589804	+	1000	134.5	[11.310461]	[77]	[]	[]	[131589576]	[]
596_10435	chr8	12542896	12543296	+	993	134.5	[7.239613]	[117]	[]	[]	[12543079]	[]
596_10436	chr8	74174053	74174453	+	1000	134.5	[]	[]	[7.239613]	[90]	[]	[74174232]
596_10443	chr1	226023642	226024042	+	1000	134.0	[]	[]	[7.4989777]	[132]	[]	[226023873]
596_10444	chr10	29651759	29652159	+	1000	134.0	[11.310461]	[129]	[]	[]	[29651979]	[]
596_10446	chr11	12110261	12110661	+	1000	134.0	[11.310461]	[130]	[]	[]	[12110478]	[]
596_10447	chr11	33912785	33913185	+	1000	134.0	[7.705946]	[131]	[]	[]	[33913010]	[]
596_1045	chr19	46203054	46203454	+	1000	707.0	[]	[]	[7.239613, 7.239613]	[91, 148]	[]	[46203229, 46203286]
596_10451	chr11	119475316	119475716	+	841	134.0	[]	[]	[7.705946]	[114]	[]	[119475526]
596_10452	chr12	19648171	19648571	+	1000	134.0	[7.239613]	[109]	[]	[]	[19648366]	[]
596_10454	chr12	31655257	31655657	+	1000	134.0	[]	[]	[7.239613, 11.310461]	[108, 115]	[]	[31655430, 31655437]
596_10455	chr12	127115428	127115828	+	1000	134.0	[7.239613]	[87]	[]	[]	[127115603]	[]
596_10456	chr16	18965528	18965928	+	1000	134.0	[]	[]	[7.4989777]	[141]	[]	[18965741]
596_1046	chr18	3660703	3661103	+	1000	706.5	[11.310461]	[125]	[11.310461]	[101]	[3660907]	[3660883]
596_10469	chr19	50573721	50574121	+	1000	134.0	[11.310461, 7.705946]	[102, 172]	[]	[]	[50573881, 50573951]	[]
596_10471	chr3	39152636	39153036	+	986	134.0	[7.4989777]	[166]	[]	[]	[39152862]	[]
596_10475	chr3	155131124	155131524	+	1000	134.0	[7.239613]	[244]	[]	[]	[155131372]	[]
596_1048	chr14	103204872	103205272	+	1000	706.0	[11.310461]	[116]	[]	[]	[103205078]	[]
596_10481	chr5	72235697	72236097	+	1000	134.0	[]	[]	[7.4989777]	[106]	[]	[72235898]
596_10482	chr5	76363997	76364397	+	1000	134.0	[]	[]	[11.310461]	[148]	[]	[76364211]
596_10483	chr5	138490934	138491334	+	1000	134.0	[11.310461]	[137]	[]	[]	[138491138]	[]
596_10489	chr6	150816544	150816944	+	1000	134.0	[7.705946, 11.310461]	[111, 121]	[]	[]	[150816726, 150816736]	[]
596_10491	chr7	107044330	107044730	+	1000	134.0	[11.310461]	[96]	[]	[]	[107044514]	[]
596_10492	chr7	127822887	127823287	+	1000	134.0	[7.4989777]	[118]	[]	[]	[127823073]	[]
596_10493	chr7	133688958	133689358	+	1000	134.0	[]	[]	[11.310461]	[71]	[]	[133689119]
596_10499	chr9	121400046	121400446	+	1000	134.0	[7.239613]	[125]	[]	[]	[121400248]	[]
596_10500	chr9	130943671	130944071	+	1000	134.0	[11.310461]	[123]	[7.4989777]	[103]	[130943876]	[130943856]
596_10502	chr1	28208914	28209314	+	1000	133.5	[]	[]	[11.310461]	[128]	[]	[28209128]
596_10505	chr1	155688688	155689088	+	1000	133.5	[7.4989777]	[207]	[]	[]	[155688919]	[]
596_10512	chr11	57901208	57901608	+	1000	133.5	[11.310461]	[113]	[]	[]	[57901404]	[]
596_10517	chr13	113562863	113563263	+	1000	133.5	[]	[]	[11.310461, 7.239613]	[189, 195]	[]	[113563096, 113563102]
596_10518	chr15	34437651	34438051	+	1000	133.5	[7.4989777]	[147]	[]	[]	[34437892]	[]
596_10526	chr17	54969749	54970149	+	824	133.5	[11.310461]	[117]	[]	[]	[54969955]	[]
596_10527	chr17	77122011	77122411	+	1000	133.5	[7.705946]	[246]	[]	[]	[77122199]	[]
596_10529	chr18	12296538	12296938	+	1000	133.5	[]	[]	[11.310461, 7.239613]	[143, 164]	[]	[12296748, 12296769]
596_10534	chr19	35775114	35775514	+	1000	133.5	[11.310461]	[118]	[11.310461]	[152]	[35775306]	[35775340]
596_10535	chr2	144454905	144455305	+	1000	133.5	[]	[]	[7.4989777]	[112]	[]	[144455105]
596_10536	chr2	215876362	215876762	+	1000	133.5	[7.239613]	[129]	[]	[]	[215876577]	[]
596_10538	chr20	34153149	34153549	+	1000	133.5	[7.705946]	[76]	[7.239613]	[110]	[34153301]	[34153335]
596_10539	chr20	45343616	45344016	+	1000	133.5	[]	[]	[11.310461]	[103]	[]	[45343786]
596_10544	chr22	20545838	20546238	+	1000	133.5	[7.4989777]	[126]	[7.4989777]	[148]	[20546029]	[20546051]
596_10545	chr3	14339038	14339438	+	1000	133.5	[7.4989777]	[101]	[7.4989777]	[89]	[14339227]	[14339215]
596_1055	chr4	127737272	127737672	+	1000	704.5	[7.705946]	[88]	[11.310461]	[95]	[127737448]	[127737455]
596_10551	chr6	15735581	15735981	+	851	133.5	[]	[]	[11.310461]	[131]	[]	[15735785]
596_10554	chr6	139517891	139518291	+	1000	133.5	[]	[]	[11.310461, 7.4989777, 7.705946]	[91, 137, 152]	[]	[139518047, 139518093, 139518108]
596_10556	chr7	139631109	139631509	+	1000	133.5	[]	[]	[11.310461]	[164]	[]	[139631321]
596_10558	chr8	129420616	129421016	+	1000	133.5	[]	[]	[7.4989777]	[219]	[]	[129420804]
596_10560	chr9	85937328	85937728	+	1000	133.5	[]	[]	[7.4989777]	[147]	[]	[85937571]
596_10574	chr10	123175440	123175840	+	1000	133.0	[]	[]	[11.310461]	[117]	[]	[123175626]
596_10575	chr11	12461632	12462032	+	1000	133.0	[]	[]	[11.310461, 7.239613]	[97, 160]	[]	[12461813, 12461876]
596_10577	chr11	124814766	124815166	+	1000	133.0	[]	[]	[7.4989777, 11.310461]	[99, 117]	[]	[124814955, 124814973]
596_10580	chr12	118070665	118071065	+	1000	133.0	[]	[]	[7.239613]	[124]	[]	[118070859]
596_10585	chr15	51727405	51727805	+	1000	133.0	[11.310461, 11.310461]	[93, 169]	[]	[]	[51727575, 51727651]	[]
596_10586	chr15	89107869	89108269	+	1000	133.0	[]	[]	[7.239613, 11.310461]	[81, 92]	[]	[89108043, 89108054]
596_1059	chr9	98576315	98576715	+	1000	703.5	[]	[]	[11.310461]	[97]	[]	[98576493]
596_10590	chr19	29623530	29623930	+	1000	133.0	[]	[]	[11.310461]	[141]	[]	[29623718]
596_10591	chr2	12106322	12106722	+	1000	133.0	[7.705946]	[156]	[]	[]	[12106553]	[]
596_10596	chr2	171785453	171785853	+	1000	133.0	[11.310461]	[95]	[]	[]	[171785648]	[]
596_1060	chr15	82093813	82094213	+	1000	703.0	[]	[]	[11.310461]	[142]	[]	[82094034]
596_10605	chr4	56387661	56388061	+	1000	133.0	[7.239613]	[145]	[]	[]	[56387860]	[]
596_10611	chr6	15404501	15404901	+	1000	133.0	[11.310461]	[155]	[]	[]	[15404659]	[]
596_10621	chr1	22997549	22997949	+	1000	132.5	[]	[]	[7.239613]	[112]	[]	[22997755]
596_10627	chr11	59547783	59548183	+	1000	132.5	[7.239613]	[108]	[7.4989777, 11.310461]	[113, 132]	[59547974]	[59547979, 59547998]
596_10632	chr14	20807623	20808023	+	1000	132.5	[]	[]	[7.705946, 11.310461]	[150, 157]	[]	[20807851, 20807858]
596_10634	chr16	23907452	23907852	+	918	132.5	[]	[]	[11.310461]	[105]	[]	[23907617]
596_10636	chr17	27356298	27356698	+	1000	132.5	[]	[]	[7.705946]	[161]	[]	[27356502]
596_10639	chr2	9710734	9711134	+	1000	132.5	[]	[]	[11.310461]	[137]	[]	[9710959]
596_10644	chr3	45554255	45554655	+	1000	132.5	[11.310461]	[134]	[]	[]	[45554447]	[]
596_10646	chr4	79233755	79234155	+	849	132.5	[]	[]	[11.310461, 11.310461, 7.4989777]	[135, 151, 159]	[]	[79233951, 79233967, 79233975]
596_1065	chr6	37232601	37233001	+	1000	702.0	[7.705946]	[136]	[]	[]	[37232826]	[]
596_10655	chr7	158702998	158703398	+	1000	132.5	[7.4989777]	[130]	[]	[]	[158703215]	[]
596_1066	chr22	17673109	17673509	+	1000	701.5	[]	[]	[7.4989777]	[117]	[]	[17673314]
596_10660	chr1	1064130	1064530	+	1000	132.0	[]	[]	[11.310461]	[122]	[]	[1064318]
596_10663	chr1	174996455	174996855	+	1000	132.0	[7.4989777]	[118]	[]	[]	[174996658]	[]
596_10664	chr1	180610563	180610963	+	1000	132.0	[]	[]	[11.310461]	[148]	[]	[180610808]
596_10665	chr1	225378943	225379343	+	1000	132.0	[]	[]	[11.310461, 7.705946]	[77, 116]	[]	[225379119, 225379158]
596_10667	chr10	73786189	73786589	+	1000	132.0	[11.310461]	[96]	[]	[]	[73786370]	[]
596_10668	chr11	34685405	34685805	+	1000	132.0	[]	[]	[7.239613]	[152]	[]	[34685604]
596_10669	chr11	93054904	93055304	+	1000	132.0	[]	[]	[11.310461]	[99]	[]	[93055103]
596_10671	chr15	40096012	40096412	+	1000	132.0	[7.4989777]	[102]	[]	[]	[40096202]	[]
596_10674	chr16	68742692	68743092	+	1000	132.0	[7.4989777]	[120]	[]	[]	[68742903]	[]
596_10677	chr17	50503988	50504388	+	1000	132.0	[]	[]	[11.310461]	[173]	[]	[50504201]
596_10678	chr17	61175322	61175722	+	1000	132.0	[]	[]	[7.4989777, 7.239613]	[68, 118]	[]	[61175485, 61175535]
596_10679	chr17	63460796	63461196	+	1000	132.0	[]	[]	[7.4989777]	[109]	[]	[63461001]
596_10685	chr20	36881870	36882270	+	1000	132.0	[11.310461]	[116]	[]	[]	[36882076]	[]
596_1069	chr2	32949970	32950370	+	1000	700.5	[7.239613]	[68]	[]	[]	[32950132]	[]
596_10691	chr4	27010318	27010718	+	1000	132.0	[]	[]	[7.239613]	[113]	[]	[27010501]
596_10692	chr5	54222337	54222737	+	1000	132.0	[7.705946]	[125]	[]	[]	[54222514]	[]
