#PeakID(python identify_motif.py ./ENCODE_processed_files/NFIX_idr.fa NFIX --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_1401	chr9	128072425	128072825	+	1000	76.5	[7.4974093, 7.4974093]	[115, 119]	[8.844542]	[109]	[128072640, 128072644]	[128072634]
642_1407	chr10	16016703	16017103	+	1000	76.0	[8.844542]	[94]	[7.4974093]	[84]	[16016896]	[16016886]
642_1409	chr15	99132901	99133301	+	1000	76.0	[8.844542]	[111]	[8.844542]	[101]	[99133102]	[99133092]
642_141	chr21	26140302	26140702	+	1000	267.0	[8.844542]	[119]	[8.844542, 7.4974093]	[109, 151]	[26140512]	[26140502, 26140544]
642_1410	chr19	18460325	18460725	+	1000	76.0	[7.4974093, 7.4974093]	[113, 153]	[7.4974093]	[103]	[18460536, 18460576]	[18460526]
642_1417	chr22	22720229	22720629	+	1000	76.0	[]	[]	[8.844542]	[83]	[]	[22720410]
642_1424	chr1	211630698	211631098	+	1000	75.5	[7.4974093]	[170]	[7.4974093]	[160]	[211630935]	[211630925]
642_1430	chr3	4980239	4980639	+	1000	75.5	[]	[]	[7.4974093]	[98]	[]	[4980421]
642_1433	chr5	61886251	61886651	+	1000	75.5	[8.844542]	[93]	[7.4974093]	[83]	[61886421]	[61886411]
642_1434	chr7	40702144	40702544	+	1000	75.5	[]	[]	[8.844542]	[114]	[]	[40702345]
642_144	chr22	20084583	20084983	+	1000	265.5	[7.4974093]	[103]	[8.844542, 7.4974093]	[93, 131]	[20084786]	[20084776, 20084814]
642_1446	chr2	62287891	62288291	+	1000	75.0	[7.4974093, 7.4974093]	[99, 161]	[7.4974093]	[135]	[62288058, 62288120]	[62288094]
642_1449	chr5	158320270	158320670	+	1000	75.0	[7.4974093]	[121]	[8.844542]	[111]	[158320486]	[158320476]
642_1457	chr14	73717270	73717670	+	1000	74.5	[8.844542, 7.4974093]	[70, 97]	[7.4974093]	[60]	[73717433, 73717460]	[73717423]
642_1458	chr16	48817010	48817410	+	1000	74.5	[8.844542, 7.4974093]	[139, 161]	[7.4974093]	[151]	[48817224, 48817246]	[48817236]
642_146	chr1	179293422	179293822	+	1000	264.5	[7.4974093, 7.4974093]	[111, 117]	[8.844542, 7.4974093]	[101, 132]	[179293622, 179293628]	[179293612, 179293643]
642_1464	chr7	13532345	13532745	+	1000	74.5	[8.844542]	[114]	[8.844542]	[104]	[13532550]	[13532540]
642_1465	chr7	106858973	106859373	+	1000	74.5	[7.4974093]	[136]	[8.844542]	[126]	[106859172]	[106859162]
642_1468	chr8	117358747	117359147	+	1000	74.5	[8.844542, 8.844542, 7.4974093]	[71, 79, 110]	[8.844542]	[100]	[117358914, 117358922, 117358953]	[117358943]
642_1473	chr14	20430050	20430450	+	1000	74.0	[7.4974093, 8.844542]	[96, 100]	[8.844542, 8.844542]	[63, 90]	[20430242, 20430246]	[20430209, 20430236]
642_1477	chr2	10306863	10307263	+	1000	74.0	[7.4974093]	[129]	[8.844542]	[119]	[10307075]	[10307065]
642_1480	chr3	171103202	171103602	+	1000	74.0	[8.844542]	[110]	[8.844542, 7.4974093]	[100, 164]	[171103377]	[171103367, 171103431]
642_1485	chr1	5189426	5189826	+	1000	73.5	[7.4974093]	[100]	[8.844542, 8.844542]	[74, 90]	[5189609]	[5189583, 5189599]
642_1486	chr1	200902015	200902415	+	1000	73.5	[8.844542]	[91]	[8.844542]	[81]	[200902206]	[200902196]
642_1489	chr10	22805389	22805789	+	1000	73.5	[7.4974093, 7.4974093, 7.4974093]	[119, 148, 161]	[7.4974093]	[138]	[22805587, 22805616, 22805629]	[22805606]
642_149	chr7	15505756	15506156	+	1000	263.5	[8.844542]	[109]	[8.844542]	[99]	[15505964]	[15505954]
642_1492	chr2	58594159	58594559	+	1000	73.5	[7.4974093]	[139]	[7.4974093]	[129]	[58594373]	[58594363]
642_1506	chr3	96843513	96843913	+	1000	73.0	[7.4974093, 8.844542]	[109, 113]	[8.844542]	[103]	[96843708, 96843712]	[96843702]
642_1511	chr1	16644428	16644828	+	1000	72.5	[7.4974093]	[182]	[]	[]	[16644613]	[]
642_1515	chr6	34416110	34416510	+	1000	72.5	[7.4974093]	[105]	[7.4974093]	[95]	[34416297]	[34416287]
642_1516	chr8	16606770	16607170	+	1000	72.5	[8.844542, 8.844542]	[125, 132]	[8.844542]	[122]	[16606976, 16606983]	[16606973]
642_1534	chr7	7583747	7584147	+	1000	72.0	[7.4974093]	[108]	[7.4974093]	[98]	[7583948]	[7583938]
642_1535	chr1	37394538	37394938	+	1000	71.5	[7.4974093, 7.4974093, 7.4974093]	[116, 141, 159]	[7.4974093]	[149]	[37394723, 37394748, 37394766]	[37394756]
642_1536	chr1	156123649	156124049	+	1000	71.5	[7.4974093]	[136]	[7.4974093]	[126]	[156123874]	[156123864]
642_1544	chr6	10621159	10621559	+	1000	71.5	[8.844542]	[136]	[7.4974093]	[126]	[10621367]	[10621357]
642_1547	chr8	37779667	37780067	+	1000	71.5	[7.4974093, 8.844542]	[101, 146]	[8.844542, 7.4974093]	[91, 107]	[37779847, 37779892]	[37779837, 37779853]
642_1554	chr17	33874529	33874929	+	1000	71.0	[8.844542, 7.4974093]	[104, 118]	[7.4974093, 7.4974093, 7.4974093]	[72, 94, 115]	[33874721, 33874735]	[33874689, 33874711, 33874732]
642_1560	chr3	169303648	169304048	+	1000	71.0	[8.844542]	[112]	[8.844542, 8.844542]	[93, 102]	[169303855]	[169303836, 169303845]
642_1561	chr5	15483646	15484046	+	1000	71.0	[8.844542, 7.4974093]	[99, 127]	[8.844542]	[89]	[15483843, 15483871]	[15483833]
642_1562	chr5	61001622	61002022	+	1000	71.0	[8.844542]	[156]	[7.4974093]	[146]	[61001848]	[61001838]
642_1563	chr5	107952443	107952843	+	1000	71.0	[]	[]	[8.844542]	[117]	[]	[107952653]
642_1566	chr1	110176245	110176645	+	1000	70.5	[7.4974093]	[157]	[8.844542, 8.844542]	[147, 175]	[110176469]	[110176459, 110176487]
642_1572	chr3	60355831	60356231	+	1000	70.5	[]	[]	[7.4974093]	[95]	[]	[60356026]
642_1573	chr4	108828621	108829021	+	1000	70.5	[7.4974093]	[139]	[8.844542]	[129]	[108828825]	[108828815]
642_1583	chr11	62545607	62546007	+	1000	70.0	[7.4974093]	[111]	[7.4974093]	[101]	[62545817]	[62545807]
642_1586	chr11	110317392	110317792	+	1000	70.0	[8.844542]	[127]	[7.4974093]	[117]	[110317596]	[110317586]
642_1588	chr18	59520580	59520980	+	1000	70.0	[8.844542]	[104]	[8.844542]	[94]	[59520780]	[59520770]
642_1589	chr19	35145067	35145467	+	1000	70.0	[7.4974093]	[141]	[8.844542, 7.4974093, 7.4974093]	[131, 138, 174]	[35145272]	[35145262, 35145269, 35145305]
642_1594	chr5	124649867	124650267	+	1000	70.0	[8.844542, 7.4974093]	[104, 120]	[8.844542]	[94]	[124650064, 124650080]	[124650054]
642_1598	chr8	101051610	101052010	+	1000	70.0	[8.844542]	[96]	[]	[]	[101051806]	[]
642_1603	chr15	77070395	77070795	+	1000	69.5	[7.4974093]	[146]	[7.4974093]	[136]	[77070614]	[77070604]
642_1610	chr22	19854888	19855288	+	1000	69.5	[8.844542]	[172]	[]	[]	[19855088]	[]
642_1614	chr4	42706100	42706500	+	1000	69.5	[8.844542, 7.4974093]	[109, 116]	[8.844542]	[106]	[42706283, 42706290]	[42706280]
642_1616	chr5	94788523	94788923	+	1000	69.5	[8.844542]	[113]	[8.844542]	[103]	[94788716]	[94788706]
642_1622	chr1	202586478	202586878	+	1000	69.0	[7.4974093, 7.4974093]	[100, 107]	[8.844542]	[97]	[202586661, 202586668]	[202586658]
642_1624	chr10	27347444	27347844	+	1000	69.0	[8.844542]	[100]	[7.4974093, 8.844542]	[66, 90]	[27347638]	[27347604, 27347628]
642_1629	chr16	86370034	86370434	+	1000	69.0	[7.4974093]	[113]	[7.4974093]	[103]	[86370242]	[86370232]
642_1631	chr20	47360509	47360909	+	1000	69.0	[7.4974093]	[148]	[7.4974093, 7.4974093]	[107, 138]	[47360723]	[47360682, 47360713]
642_1643	chr16	83134609	83135009	+	1000	68.5	[8.844542]	[114]	[8.844542]	[104]	[83134818]	[83134808]
642_1650	chr6	108699712	108700112	+	1000	68.5	[7.4974093]	[124]	[8.844542]	[114]	[108699910]	[108699900]
642_1654	chr11	62599039	62599439	+	1000	68.0	[8.844542]	[115]	[7.4974093]	[105]	[62599228]	[62599218]
642_1655	chr17	2194757	2195157	+	1000	68.0	[8.844542]	[138]	[8.844542]	[128]	[2194973]	[2194963]
642_1658	chr3	169657357	169657757	+	1000	68.0	[7.4974093]	[160]	[8.844542]	[150]	[169657570]	[169657560]
642_1665	chr6	146700061	146700461	+	1000	68.0	[]	[]	[8.844542, 7.4974093]	[91, 98]	[]	[146700231, 146700238]
642_1666	chr7	16514716	16515116	+	1000	68.0	[]	[]	[8.844542]	[109]	[]	[16514919]
642_1673	chr14	23750364	23750764	+	1000	67.5	[8.844542]	[96]	[8.844542]	[86]	[23750560]	[23750550]
642_1678	chr2	148990964	148991364	+	1000	67.5	[7.4974093, 7.4974093]	[98, 123]	[7.4974093]	[113]	[148991154, 148991179]	[148991169]
642_1684	chr4	76198337	76198737	+	1000	67.5	[7.4974093]	[138]	[8.844542]	[128]	[76198563]	[76198553]
642_1685	chr4	185782539	185782939	+	1000	67.5	[8.844542]	[128]	[7.4974093]	[118]	[185782754]	[185782744]
642_1688	chr5	108144280	108144680	+	1000	67.5	[8.844542]	[158]	[8.844542]	[148]	[108144518]	[108144508]
642_1690	chr5	159094792	159095192	+	1000	67.5	[8.844542]	[145]	[7.4974093]	[135]	[159095033]	[159095023]
642_1691	chr6	62640741	62641141	+	1000	67.5	[8.844542]	[123]	[8.844542]	[113]	[62640954]	[62640944]
642_1694	chr9	111914962	111915362	+	1000	67.5	[7.4974093, 8.844542]	[76, 117]	[7.4974093]	[107]	[111915129, 111915170]	[111915160]
642_1697	chr1	191541746	191542146	+	1000	67.0	[8.844542]	[108]	[8.844542]	[98]	[191541947]	[191541937]
642_1698	chr1	222588118	222588518	+	1000	67.0	[8.844542]	[107]	[8.844542]	[97]	[222588320]	[222588310]
642_1702	chr19	45168740	45169140	+	1000	67.0	[8.844542, 7.4974093]	[95, 127]	[7.4974093]	[117]	[45168927, 45168959]	[45168949]
642_1703	chr2	47225522	47225922	+	1000	67.0	[8.844542, 8.844542]	[83, 125]	[7.4974093, 8.844542]	[80, 115]	[47225684, 47225726]	[47225681, 47225716]
642_1717	chr1	159881865	159882265	+	1000	66.5	[7.4974093]	[98]	[7.4974093, 8.844542]	[88, 104]	[159882044]	[159882034, 159882050]
642_1718	chr1	160228410	160228810	+	1000	66.5	[8.844542]	[161]	[8.844542]	[151]	[160228633]	[160228623]
642_1723	chr3	116579909	116580309	+	1000	66.5	[8.844542]	[102]	[8.844542]	[92]	[116580081]	[116580071]
642_1724	chr6	42783298	42783698	+	1000	66.5	[7.4974093]	[83]	[7.4974093]	[73]	[42783479]	[42783469]
642_1726	chr7	116705416	116705816	+	1000	66.5	[8.844542]	[118]	[8.844542]	[108]	[116705621]	[116705611]
642_1727	chr7	138023827	138024227	+	1000	66.5	[8.844542]	[99]	[7.4974093]	[89]	[138024017]	[138024007]
642_1729	chr1	59498682	59499082	+	1000	66.0	[8.844542, 7.4974093]	[84, 128]	[8.844542, 8.844542]	[74, 90]	[59498855, 59498899]	[59498845, 59498861]
642_1730	chr1	155093823	155094223	+	1000	66.0	[7.4974093, 7.4974093]	[102, 151]	[8.844542, 8.844542]	[92, 121]	[155094022, 155094071]	[155094012, 155094041]
642_1737	chr2	233838299	233838699	+	1000	66.0	[7.4974093]	[105]	[7.4974093]	[95]	[233838501]	[233838491]
642_1739	chr3	193827316	193827716	+	1000	66.0	[8.844542, 8.844542]	[116, 148]	[]	[]	[193827505, 193827537]	[]
642_1740	chr5	65880713	65881113	+	1000	66.0	[]	[]	[7.4974093]	[98]	[]	[65880909]
642_1745	chr8	61457871	61458271	+	1000	66.0	[8.844542]	[112]	[8.844542]	[102]	[61458064]	[61458054]
642_1748	chr1	16248842	16249242	+	1000	65.5	[7.4974093, 7.4974093]	[63, 76]	[]	[]	[16249002, 16249015]	[]
