#PeakID(python identify_motif.py ./ENCODE_processed_files/ETV1_idr.fa ETV1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
5_1021	chr8	11284250	11284650	+	1000	169.5	[]	[]	[8.684627]	[132]	[]	[11284482]
5_10212	chr11	14657071	14657471	+	1000	48.0	[7.053353]	[154]	[]	[]	[14657309]	[]
5_10213	chr11	17351535	17351935	+	1000	48.0	[]	[]	[10.994075]	[126]	[]	[17351761]
5_10214	chr11	18396040	18396440	+	1000	48.0	[]	[]	[9.001667, 7.016632]	[123, 141]	[]	[18396238, 18396256]
5_1022	chr1	51517964	51518364	+	1000	169.0	[10.717738]	[84]	[]	[]	[51518147]	[]
5_10222	chr11	125902882	125903282	+	1000	48.0	[]	[]	[7.4515624]	[72]	[]	[125903038]
5_10224	chr12	52790117	52790517	+	1000	48.0	[6.8256197]	[115]	[]	[]	[52790330]	[]
5_10227	chr13	21987726	21988126	+	1000	48.0	[7.2154694]	[119]	[]	[]	[21987921]	[]
5_10230	chr14	69191241	69191641	+	1000	48.0	[8.3701725]	[169]	[]	[]	[69191477]	[]
5_10235	chr15	66481220	66481620	+	1000	48.0	[]	[]	[12.576745]	[158]	[]	[66481464]
5_10238	chr15	91055820	91056220	+	1000	48.0	[9.362884, 7.321157]	[85, 155]	[]	[]	[91055980, 91056050]	[]
5_1024	chr10	60313338	60313738	+	1000	169.0	[]	[]	[7.339126]	[108]	[]	[60313542]
5_10244	chr17	1399978	1400378	+	1000	48.0	[]	[]	[6.8256197]	[163]	[]	[1400226]
5_10251	chr17	78130443	78130843	+	1000	48.0	[15.534065]	[141]	[]	[]	[78130656]	[]
5_10256	chr19	13861718	13862118	+	1000	48.0	[9.001667]	[98]	[]	[]	[13861916]	[]
5_10261	chr19	48397455	48397855	+	1000	48.0	[]	[]	[10.717738, 7.4644327]	[96, 145]	[]	[48397620, 48397669]
5_10266	chr2	121736627	121737027	+	1000	48.0	[]	[]	[10.796314]	[94]	[]	[121736795]
5_10267	chr2	130797577	130797977	+	1000	48.0	[7.016632]	[77]	[]	[]	[130797738]	[]
5_10268	chr2	152594225	152594625	+	1000	48.0	[]	[]	[10.38262]	[124]	[]	[152594445]
5_10270	chr2	165953849	165954249	+	1000	48.0	[6.9001327, 6.8238196]	[110, 153]	[10.074151]	[164]	[165954045, 165954088]	[165954099]
5_10271	chr2	170236124	170236524	+	1000	48.0	[8.685703]	[125]	[]	[]	[170236299]	[]
5_10273	chr2	199455579	199455979	+	1000	48.0	[]	[]	[15.534065]	[86]	[]	[199455761]
5_10276	chr20	3209253	3209653	+	1000	48.0	[10.38262]	[158]	[6.8256197]	[145]	[3209484]	[3209471]
5_10277	chr20	64079400	64079800	+	1000	48.0	[]	[]	[7.5038767]	[120]	[]	[64079608]
5_10278	chr21	33324526	33324926	+	1000	48.0	[6.7520695]	[160]	[]	[]	[33324740]	[]
5_10279	chr21	45235511	45235911	+	1000	48.0	[6.8256197]	[139]	[]	[]	[45235734]	[]
5_1028	chr2	120253078	120253478	+	1000	169.0	[]	[]	[13.675058, 9.630813]	[113, 148]	[]	[120253283, 120253318]
5_10281	chr22	19477768	19478168	+	1000	48.0	[12.755134]	[140]	[]	[]	[19477969]	[]
5_10284	chr22	22710910	22711310	+	1000	48.0	[]	[]	[10.555081]	[160]	[]	[22711077]
5_10293	chr3	36969940	36970340	+	1000	48.0	[]	[]	[10.230494]	[59]	[]	[36970093]
5_10294	chr3	46947134	46947534	+	1000	48.0	[]	[]	[15.534065]	[165]	[]	[46947384]
5_10295	chr3	50607736	50608136	+	1000	48.0	[7.2637205]	[94]	[]	[]	[50607930]	[]
5_10306	chr6	341423	341823	+	1000	48.0	[]	[]	[7.4253]	[126]	[]	[341639]
5_10307	chr6	3409656	3410056	+	1000	48.0	[12.242703]	[122]	[]	[]	[3409862]	[]
5_1031	chr9	95875779	95876179	+	1000	169.0	[10.38262]	[84]	[6.7531486, 6.986307]	[126, 144]	[95875931]	[95875973, 95875991]
5_10314	chr6	33183113	33183513	+	1000	48.0	[15.534065, 12.853083, 13.236065]	[69, 88, 114]	[]	[]	[33183279, 33183298, 33183324]	[]
5_1032	chr11	58579514	58579914	+	1000	168.5	[]	[]	[10.383697]	[103]	[]	[58579709]
5_10325	chr7	129865485	129865885	+	1000	48.0	[]	[]	[10.421753]	[117]	[]	[129865675]
5_10326	chr7	131328014	131328414	+	1000	48.0	[9.560645]	[164]	[]	[]	[131328249]	[]
5_10327	chr8	9074804	9075204	+	1000	48.0	[]	[]	[7.4515624]	[197]	[]	[9075025]
5_1033	chr15	62119381	62119781	+	1000	168.5	[]	[]	[15.534065]	[123]	[]	[62119594]
5_10330	chr8	123018856	123019256	+	1000	48.0	[]	[]	[15.534065]	[79]	[]	[123019035]
5_1034	chr2	32165619	32166019	+	1000	168.5	[]	[]	[10.118057]	[72]	[]	[32165786]
5_10341	chr1	13665705	13666105	+	1000	47.5	[]	[]	[6.938056]	[98]	[]	[13665903]
5_10351	chr1	89823519	89823919	+	1000	47.5	[10.994075]	[103]	[]	[]	[89823673]	[]
5_10353	chr1	92538010	92538410	+	1000	47.5	[]	[]	[10.357321]	[127]	[]	[92538172]
5_10357	chr1	150619678	150620078	+	1000	47.5	[]	[]	[7.2213445]	[126]	[]	[150619896]
5_10358	chr1	154936446	154936846	+	1000	47.5	[7.3589044]	[102]	[9.198133]	[120]	[154936610]	[154936628]
5_10359	chr1	155173168	155173568	+	1000	47.5	[6.968649, 7.339126]	[122, 126]	[9.098321]	[85]	[155173386, 155173390]	[155173349]
5_1036	chr5	141849667	141850067	+	1000	168.5	[6.986307]	[89]	[]	[]	[141849856]	[]
5_10371	chr10	133259246	133259646	+	1000	47.5	[13.675058]	[92]	[]	[]	[133259425]	[]
5_10375	chr11	34438519	34438919	+	1000	47.5	[]	[]	[8.70529]	[130]	[]	[34438741]
5_10377	chr11	70424093	70424493	+	1000	47.5	[]	[]	[10.100088]	[113]	[]	[70424290]
5_10378	chr11	76784496	76784896	+	1000	47.5	[6.816661]	[147]	[]	[]	[76784738]	[]
5_1038	chr1	172933872	172934272	+	1000	168.0	[]	[]	[12.755134]	[138]	[]	[172934099]
5_10387	chr12	112125299	112125699	+	1000	47.5	[6.8256197]	[120]	[]	[]	[112125508]	[]
5_10389	chr13	26246085	26246485	+	1000	47.5	[12.242703, 10.717738]	[77, 97]	[]	[]	[26246260, 26246280]	[]
5_10390	chr13	48303521	48303921	+	1000	47.5	[6.8256197]	[99]	[]	[]	[48303712]	[]
5_10397	chr16	11233028	11233428	+	1000	47.5	[]	[]	[7.7761507]	[223]	[]	[11233262]
5_1040	chr12	133080007	133080407	+	1000	168.0	[]	[]	[7.5038767]	[135]	[]	[133080234]
5_10400	chr16	56743925	56744325	+	1000	47.5	[]	[]	[12.655322]	[107]	[]	[56744122]
5_10401	chr16	58000728	58001128	+	1000	47.5	[]	[]	[7.7016377]	[62]	[]	[58000888]
5_10406	chr16	88773839	88774239	+	1000	47.5	[6.7596774]	[153]	[]	[]	[88774087]	[]
5_10408	chr17	4838390	4838790	+	1000	47.5	[13.675058]	[98]	[]	[]	[4838583]	[]
5_10409	chr17	7220222	7220622	+	1000	47.5	[8.684627]	[111]	[]	[]	[7220419]	[]
5_10410	chr17	7931794	7932194	+	1000	47.5	[]	[]	[12.241628]	[98]	[]	[7931970]
5_10412	chr17	31901512	31901912	+	1000	47.5	[10.994075]	[105]	[]	[]	[31901678]	[]
5_10414	chr17	48047614	48048014	+	1000	47.5	[6.8238196]	[90]	[7.0241733]	[167]	[48047779]	[48047856]
5_10415	chr17	77425103	77425503	+	1000	47.5	[12.853083, 7.214393]	[64, 86]	[]	[]	[77425262, 77425284]	[]
5_10416	chr17	83048455	83048855	+	1000	47.5	[15.534065]	[97]	[]	[]	[83048650]	[]
5_10417	chr18	840003	840403	+	1000	47.5	[8.684627]	[107]	[]	[]	[840198]	[]
5_10425	chr19	51799321	51799721	+	1000	47.5	[]	[]	[13.675058]	[154]	[]	[51799530]
5_10426	chr19	56120414	56120814	+	1000	47.5	[6.846283]	[126]	[]	[]	[56120629]	[]
5_1043	chr5	140664608	140665008	+	1000	168.0	[9.098321]	[78]	[10.38262]	[100]	[140664777]	[140664799]
5_10432	chr2	58571155	58571555	+	1000	47.5	[7.938807, 8.70529]	[128, 133]	[6.8256197]	[84]	[58571379, 58571384]	[58571335]
5_10434	chr2	131394596	131394996	+	1000	47.5	[]	[]	[6.8256197]	[163]	[]	[131394842]
5_10444	chr3	10320915	10321315	+	1000	47.5	[]	[]	[10.38262]	[108]	[]	[10321118]
5_10445	chr3	15042933	15043333	+	996	47.5	[]	[]	[12.755134, 7.4515624]	[87, 153]	[]	[15043116, 15043182]
5_10448	chr3	138935718	138936118	+	1000	47.5	[]	[]	[9.2843075]	[76]	[]	[138935876]
5_10458	chr4	184230086	184230486	+	1000	47.5	[9.44066]	[166]	[7.7761507]	[155]	[184230312]	[184230301]
5_10459	chr5	14696123	14696523	+	1000	47.5	[]	[]	[13.187814]	[61]	[]	[14696274]
5_1046	chr6	136427038	136427438	+	1000	167.5	[9.462696]	[100]	[]	[]	[136427217]	[]
5_10460	chr5	41924933	41925333	+	1000	47.5	[]	[]	[7.4370747]	[159]	[]	[41925137]
5_10470	chr6	50791919	50792319	+	1000	47.5	[11.977064]	[143]	[]	[]	[50792105]	[]
5_10473	chr6	122471584	122471984	+	1000	47.5	[]	[]	[9.895375]	[167]	[]	[122471826]
5_10476	chr6	164416168	164416568	+	1000	47.5	[12.853083]	[101]	[9.098321]	[134]	[164416357]	[164416390]
5_1048	chr1	100132835	100133235	+	1000	167.0	[]	[]	[9.362884]	[62]	[]	[100132996]
5_10480	chr7	135169166	135169566	+	1000	47.5	[7.2303553]	[96]	[]	[]	[135169319]	[]
5_10490	chr8	79760853	79761253	+	1000	47.5	[]	[]	[13.187814]	[114]	[]	[79761052]
5_10497	chr9	111630999	111631399	+	1000	47.5	[9.560645]	[121]	[]	[]	[111631209]	[]
5_10498	chr9	123302876	123303276	+	1000	47.5	[9.098321, 10.994075, 8.70529]	[128, 154, 170]	[]	[]	[123303081, 123303107, 123303123]	[]
5_10499	chr9	124415321	124415721	+	1000	47.5	[]	[]	[10.38262]	[60]	[]	[124415481]
5_10503	chr9	133144128	133144528	+	1000	47.5	[]	[]	[8.70529]	[139]	[]	[133144312]
5_10508	chrX	72181452	72181852	+	1000	47.5	[]	[]	[7.214393]	[115]	[]	[72181649]
5_10509	chrX	103404530	103404930	+	1000	47.5	[]	[]	[9.462696]	[110]	[]	[103404724]
5_10511	chr1	778667	779067	+	1000	47.0	[]	[]	[8.08282]	[214]	[]	[778914]
5_10517	chr1	45584777	45585177	+	1000	47.0	[6.9465647, 10.506831]	[142, 160]	[]	[]	[45584985, 45585003]	[]
5_10519	chr1	92515929	92516329	+	989	47.0	[]	[]	[7.638127, 8.783867]	[101, 166]	[]	[92516107, 92516172]
5_1052	chr5	172765264	172765664	+	1000	167.0	[13.675058]	[115]	[]	[]	[172765470]	[]
5_10521	chr1	108200278	108200678	+	1000	47.0	[6.8003206]	[161]	[]	[]	[108200518]	[]
5_10524	chr1	165871294	165871694	+	1000	47.0	[15.534065]	[97]	[9.198133]	[133]	[165871488]	[165871524]
5_10525	chr1	167632306	167632706	+	1000	47.0	[]	[]	[15.534065]	[113]	[]	[167632500]
5_10529	chr10	7687208	7687608	+	1000	47.0	[]	[]	[9.001667]	[133]	[]	[7687415]
5_10530	chr10	7763947	7764347	+	1000	47.0	[13.675058]	[108]	[]	[]	[7764140]	[]
5_10531	chr10	11145399	11145799	+	1000	47.0	[13.675058, 8.684627]	[99, 112]	[]	[]	[11145590, 11145603]	[]
5_10539	chr12	6752912	6753312	+	1000	47.0	[6.8256197]	[124]	[]	[]	[6753133]	[]
5_1054	chr6	169751421	169751821	+	1000	167.0	[12.241628]	[132]	[]	[]	[169751648]	[]
5_10542	chr13	28611609	28612009	+	1000	47.0	[]	[]	[15.534065]	[118]	[]	[28611824]
5_10544	chr14	22700047	22700447	+	1000	47.0	[13.187814, 12.655322]	[118, 181]	[]	[]	[22700209, 22700272]	[]
5_10547	chr14	100108300	100108700	+	1000	47.0	[]	[]	[7.5858445]	[119]	[]	[100108504]
5_1055	chr10	43408793	43409193	+	1000	166.5	[7.7016377]	[96]	[]	[]	[43408967]	[]
5_10555	chr16	80027149	80027549	+	1000	47.0	[10.555081]	[100]	[]	[]	[80027348]	[]
5_10557	chr17	4731272	4731672	+	1000	47.0	[]	[]	[9.895375]	[74]	[]	[4731428]
5_10561	chr17	39972229	39972629	+	1000	47.0	[9.2843075]	[103]	[7.0472255]	[186]	[39972393]	[39972476]
5_10562	chr17	43125408	43125808	+	1000	47.0	[9.098321]	[100]	[7.205231]	[154]	[43125583]	[43125637]
5_10564	chr17	75289609	75290009	+	1000	47.0	[10.994075]	[201]	[]	[]	[75289830]	[]
5_10570	chr18	11908178	11908578	+	1000	47.0	[]	[]	[15.534065]	[156]	[]	[11908344]
5_10572	chr19	4310429	4310829	+	1000	47.0	[]	[]	[9.44066, 9.943626]	[70, 111]	[]	[4310585, 4310626]
5_10576	chr2	9423384	9423784	+	1000	47.0	[12.241628]	[127]	[]	[]	[9423607]	[]
5_10578	chr2	19989921	19990321	+	1000	47.0	[]	[]	[12.241628]	[158]	[]	[19990165]
5_10580	chr2	46179099	46179499	+	1000	47.0	[15.534065]	[120]	[]	[]	[46179314]	[]
5_10583	chr2	71748203	71748603	+	1000	47.0	[10.896127]	[105]	[]	[]	[71748398]	[]
5_10587	chr2	230219869	230220269	+	1000	47.0	[7.7016377]	[123]	[]	[]	[230220054]	[]
5_1059	chr10	35195663	35196063	+	1000	166.0	[]	[]	[7.428212]	[140]	[]	[35195886]
5_10590	chr20	38947938	38948338	+	1000	47.0	[]	[]	[7.428116, 6.8238196]	[169, 201]	[]	[38948151, 38948183]
5_10592	chr21	8763991	8764391	+	1000	47.0	[7.702714]	[150]	[]	[]	[8764206]	[]
5_10599	chr22	39502144	39502544	+	1000	47.0	[9.943626]	[106]	[]	[]	[39502344]	[]
5_1060	chr17	16216934	16217334	+	1000	166.0	[]	[]	[7.214393]	[69]	[]	[16217099]
5_10601	chr3	24351664	24352064	+	1000	47.0	[7.5650673]	[156]	[]	[]	[24351894]	[]
5_10606	chr3	93973775	93974175	+	1000	47.0	[6.8238196, 10.555081]	[74, 99]	[]	[]	[93973942, 93973967]	[]
5_10608	chr3	179268471	179268871	+	1000	47.0	[]	[]	[9.019745, 13.675058]	[143, 167]	[]	[179268683, 179268707]
5_10609	chr3	182795328	182795728	+	1000	47.0	[8.70529, 10.38262]	[74, 83]	[11.299667]	[150]	[182795502, 182795511]	[182795578]
5_10611	chr3	195443143	195443543	+	1000	47.0	[9.803603]	[105]	[]	[]	[195443320]	[]
5_10612	chr4	2469586	2469986	+	1000	47.0	[]	[]	[7.1646957, 7.2626443]	[138, 150]	[]	[2469815, 2469827]
5_10617	chr4	150321113	150321513	+	1000	47.0	[]	[]	[10.383697]	[123]	[]	[150321331]
5_10619	chr5	76696244	76696644	+	1000	47.0	[15.534065, 9.316359]	[114, 146]	[13.187814]	[72]	[76696453, 76696485]	[76696411]
5_10621	chr5	133968498	133968898	+	1000	47.0	[6.846283]	[152]	[]	[]	[133968715]	[]
5_10626	chr6	3160234	3160634	+	1000	47.0	[]	[]	[9.44066]	[80]	[]	[3160404]
5_10630	chr6	32190158	32190558	+	1000	47.0	[7.7426667]	[102]	[]	[]	[32190319]	[]
5_10631	chr6	33426137	33426537	+	1000	47.0	[]	[]	[7.016632]	[133]	[]	[33426328]
5_10632	chr6	34248820	34249220	+	1000	47.0	[8.342347]	[121]	[]	[]	[34248999]	[]
5_10633	chr6	36547131	36547531	+	1000	47.0	[12.853083]	[176]	[]	[]	[36547368]	[]
5_10634	chr6	43181962	43182362	+	1000	47.0	[6.986307]	[108]	[]	[]	[43182165]	[]
5_10638	chr6	70242140	70242540	+	1000	47.0	[15.534065]	[159]	[8.241081]	[109]	[70242360]	[70242310]
5_10644	chr7	65373596	65373996	+	1000	47.0	[]	[]	[7.2626443]	[168]	[]	[65373830]
5_10648	chr7	127391442	127391842	+	1000	47.0	[]	[]	[13.236065]	[134]	[]	[127391652]
5_10653	chr8	3584881	3585281	+	1000	47.0	[]	[]	[9.2843075]	[99]	[]	[3585076]
5_10656	chr8	42140549	42140949	+	1000	47.0	[]	[]	[7.4370747]	[126]	[]	[42140764]
5_10662	chr9	34665874	34666274	+	1000	47.0	[6.986307]	[133]	[]	[]	[34666100]	[]
5_10671	chr9	137218777	137219177	+	1000	47.0	[]	[]	[6.8238196]	[122]	[]	[137218960]
5_10676	chrX	120549771	120550171	+	1000	47.0	[]	[]	[12.241628, 7.024672]	[91, 124]	[]	[120549935, 120549968]
5_10677	chrX	156001535	156001935	+	1000	47.0	[]	[]	[10.994075]	[100]	[]	[156001711]
5_10678	chr1	2205257	2205657	+	1000	46.5	[]	[]	[7.339126]	[86]	[]	[2205443]
5_1068	chr7	66654193	66654593	+	1000	165.5	[]	[]	[7.339126]	[173]	[]	[66654435]
5_10683	chr1	24419193	24419593	+	1000	46.5	[9.630813]	[151]	[]	[]	[24419423]	[]
5_10688	chr1	86429838	86430238	+	1000	46.5	[]	[]	[8.70529, 13.187814]	[73, 137]	[]	[86430009, 86430073]
5_10689	chr1	89904194	89904594	+	1000	46.5	[7.1607375, 7.024672]	[185, 189]	[]	[]	[89904441, 89904445]	[]
5_10691	chr1	119737159	119737559	+	1000	46.5	[9.019745, 6.846283]	[70, 74]	[]	[]	[119737312, 119737316]	[]
5_10693	chr1	154272253	154272653	+	1000	46.5	[7.1607375]	[84]	[]	[]	[154272433]	[]
5_10697	chr1	207749139	207749539	+	1000	46.5	[13.187814]	[74]	[]	[]	[207749311]	[]
5_10700	chr1	234528092	234528492	+	1000	46.5	[]	[]	[11.66261]	[112]	[]	[234528294]
5_10701	chr1	234957386	234957786	+	1000	46.5	[]	[]	[12.755134]	[137]	[]	[234957618]
5_10704	chr10	61752385	61752785	+	1000	46.5	[]	[]	[15.534065]	[149]	[]	[61752633]
5_10709	chr10	92821933	92822333	+	1000	46.5	[]	[]	[13.187814]	[150]	[]	[92822152]
5_10712	chr10	124647788	124648188	+	1000	46.5	[11.66261, 12.755134]	[84, 116]	[]	[]	[124647966, 124647998]	[]
5_10716	chr12	949335	949735	+	1000	46.5	[7.2626443]	[88]	[]	[]	[949523]	[]
5_10717	chr12	14260563	14260963	+	1000	46.5	[7.239314]	[178]	[]	[]	[14260745]	[]
5_10718	chr12	27014447	27014847	+	1000	46.5	[]	[]	[9.9320965]	[90]	[]	[27014621]
5_10720	chr12	54216974	54217374	+	1000	46.5	[9.296082]	[77]	[]	[]	[54217133]	[]
5_10723	chr12	121580848	121581248	+	1000	46.5	[12.755134, 9.362884]	[90, 133]	[]	[]	[121581022, 121581065]	[]
5_10736	chr16	81752214	81752614	+	1000	46.5	[]	[]	[6.6820016, 11.977064, 7.57839]	[94, 133, 142]	[]	[81752388, 81752427, 81752436]
5_10745	chr19	2887650	2888050	+	1000	46.5	[8.00723]	[82]	[]	[]	[2887827]	[]
5_10746	chr19	5828346	5828746	+	1000	46.5	[]	[]	[10.717738]	[121]	[]	[5828535]
5_10747	chr19	10104629	10105029	+	1000	46.5	[]	[]	[9.944703]	[126]	[]	[10104810]
5_10748	chr19	10717653	10718053	+	1000	46.5	[]	[]	[9.019745]	[112]	[]	[10717833]
5_10750	chr19	13747690	13748090	+	680	46.5	[]	[]	[9.943626]	[126]	[]	[13747913]
5_10753	chr19	42242904	42243304	+	1000	46.5	[6.9001327]	[111]	[]	[]	[42243104]	[]
5_10763	chr2	48420691	48421091	+	1000	46.5	[]	[]	[7.4515624]	[152]	[]	[48420871]
5_10765	chr2	96868372	96868772	+	1000	46.5	[13.675058]	[124]	[]	[]	[96868591]	[]
5_10767	chr2	197198864	197199264	+	1000	46.5	[12.241628]	[139]	[]	[]	[197199055]	[]
5_10771	chr21	34615194	34615594	+	1000	46.5	[]	[]	[6.846283]	[99]	[]	[34615374]
5_10772	chr21	44880886	44881286	+	1000	46.5	[15.534065]	[167]	[]	[]	[44881115]	[]
