#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F5_idr.fa E2F5 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
489_10392	chr16	71484403	71484803	+	1000	68.0	[5.552912]	[132]	[]	[]	[71484611]	[]
489_10400	chr17	28318726	28319126	+	1000	68.0	[]	[]	[10.704447]	[166]	[]	[28318918]
489_10401	chr17	28712250	28712650	+	1000	68.0	[]	[]	[11.665144]	[136]	[]	[28712444]
489_10411	chr17	73191486	73191886	+	1000	68.0	[10.704447]	[128]	[]	[]	[73191688]	[]
489_10421	chr18	56638528	56638928	+	1000	68.0	[10.378438]	[80]	[]	[]	[56638694]	[]
489_10426	chr19	3094043	3094443	+	1000	68.0	[]	[]	[10.589524, 6.051324]	[154, 187]	[]	[3094240, 3094273]
489_10436	chr19	46416347	46416747	+	1000	68.0	[]	[]	[11.7800665]	[128]	[]	[46416541]
489_10444	chr2	8678765	8679165	+	1000	68.0	[5.552912, 9.302818]	[66, 93]	[9.302818]	[90]	[8678916, 8678943]	[8678940]
489_10449	chr2	69387143	69387543	+	1000	68.0	[]	[]	[5.667835, 5.667835, 6.051324]	[74, 85, 96]	[]	[69387315, 69387326, 69387337]
489_10465	chr20	5610788	5611188	+	1000	68.0	[10.378438]	[150]	[10.378438]	[135]	[5610975]	[5610960]
489_10471	chr20	50190764	50191164	+	1000	68.0	[10.378438]	[132]	[]	[]	[50190922]	[]
489_10474	chr21	33229822	33230222	+	1000	68.0	[]	[]	[6.051324]	[114]	[]	[33230009]
489_10492	chr3	49340007	49340407	+	1000	68.0	[5.667835]	[162]	[5.667835, 10.704447]	[113, 115]	[49340228]	[49340179, 49340181]
489_10494	chr3	49723962	49724362	+	1000	68.0	[9.187896]	[128]	[9.302818]	[125]	[49724157]	[49724154]
489_10496	chr3	50612563	50612963	+	1000	68.0	[6.051324]	[191]	[]	[]	[50612803]	[]
489_1051	chr17	50345933	50346333	+	1000	162.0	[10.704447]	[122]	[]	[]	[50346153]	[]
489_10514	chr4	78939337	78939737	+	1000	68.0	[]	[]	[5.667835]	[174]	[]	[78939557]
489_10515	chr4	87006644	87007044	+	1000	68.0	[]	[]	[10.378438, 10.2635145]	[132, 139]	[]	[87006857, 87006864]
489_10523	chr5	40798105	40798505	+	1000	68.0	[11.7800665]	[73]	[]	[]	[40798259]	[]
489_10529	chr5	131164979	131165379	+	1000	68.0	[]	[]	[11.7800665]	[153]	[]	[131165216]
489_10540	chr6	3383475	3383875	+	1000	68.0	[9.187896]	[62]	[]	[]	[3383632]	[]
489_10556	chr6	34527169	34527569	+	1000	68.0	[9.187896]	[172]	[]	[]	[34527414]	[]
489_10560	chr6	44151802	44152202	+	1000	68.0	[]	[]	[9.302818]	[106]	[]	[44151970]
489_10564	chr6	53544740	53545140	+	1000	68.0	[6.051324]	[56]	[11.7800665, 10.378438]	[103, 143]	[53544893]	[53544940, 53544980]
489_10572	chr6	158644417	158644817	+	1000	68.0	[]	[]	[5.570742]	[116]	[]	[158644627]
489_10576	chr7	22822785	22823185	+	1000	68.0	[]	[]	[5.570742]	[134]	[]	[22822941]
489_10585	chr7	97126465	97126865	+	1000	68.0	[5.552912]	[186]	[]	[]	[97126694]	[]
489_10587	chr7	128783244	128783644	+	1000	68.0	[5.667835]	[172]	[5.552912]	[158]	[128783487]	[128783473]
489_1059	chr7	155002996	155003396	+	1000	162.0	[]	[]	[6.051324, 10.378438]	[84, 150]	[]	[155003157, 155003223]
489_10601	chr9	37485707	37486107	+	1000	68.0	[]	[]	[10.704447]	[131]	[]	[37485912]
489_10605	chr9	112486470	112486870	+	1000	68.0	[10.378438]	[114]	[]	[]	[112486637]	[]
489_10625	chr1	52365897	52366297	+	1000	67.0	[5.570742]	[165]	[11.7800665]	[143]	[52366146]	[52366124]
489_10627	chr1	54489258	54489658	+	1000	67.0	[11.7800665]	[144]	[]	[]	[54489430]	[]
489_10632	chr1	109910537	109910937	+	1000	67.0	[]	[]	[9.302818]	[162]	[]	[109910767]
489_10634	chr1	145985523	145985923	+	1000	67.0	[]	[]	[5.667835]	[83]	[]	[145985685]
489_10639	chr1	155050313	155050713	+	1000	67.0	[11.665144]	[181]	[]	[]	[155050514]	[]
489_10654	chr10	23438765	23439165	+	1000	67.0	[5.570742]	[98]	[]	[]	[23438929]	[]
489_1066	chr1	236794957	236795357	+	1000	161.0	[11.665144, 6.051324]	[75, 90]	[11.7800665]	[70]	[236795131, 236795146]	[236795126]
489_10663	chr10	119872700	119873100	+	1000	67.0	[11.7800665]	[126]	[]	[]	[119872910]	[]
489_10668	chr11	6481244	6481644	+	1000	67.0	[5.667835]	[105]	[]	[]	[6481445]	[]
489_10670	chr11	35662569	35662969	+	1000	67.0	[11.7800665]	[166]	[10.378438]	[144]	[35662802]	[35662780]
489_10672	chr11	61871105	61871505	+	1000	67.0	[]	[]	[9.302818]	[148]	[]	[61871277]
489_10689	chr12	50084917	50085317	+	1000	67.0	[]	[]	[5.667835]	[110]	[]	[50085124]
489_10691	chr12	56266592	56266992	+	1000	67.0	[]	[]	[5.552912]	[157]	[]	[56266802]
489_10693	chr12	76084490	76084890	+	1000	67.0	[]	[]	[10.704447]	[112]	[]	[76084702]
489_10695	chr12	95204471	95204871	+	1000	67.0	[]	[]	[5.570742]	[146]	[]	[95204660]
489_10699	chr12	104456597	104456997	+	1000	67.0	[11.7800665]	[96]	[]	[]	[104456786]	[]
489_107	chr9	129824001	129824401	+	1000	354.0	[]	[]	[5.667835]	[71]	[]	[129824166]
489_10701	chr12	107761065	107761465	+	1000	67.0	[5.667835]	[147]	[]	[]	[107761295]	[]
489_10702	chr12	111599264	111599664	+	1000	67.0	[6.051324]	[145]	[]	[]	[111599480]	[]
489_10707	chr13	113490637	113491037	+	1000	67.0	[]	[]	[10.704447]	[151]	[]	[113490841]
489_10718	chr15	66851190	66851590	+	1000	67.0	[5.570742]	[113]	[]	[]	[66851403]	[]
489_10720	chr15	70099416	70099816	+	1000	67.0	[]	[]	[5.552912]	[217]	[]	[70099641]
489_10740	chr17	42184143	42184543	+	1000	67.0	[5.667835]	[160]	[]	[]	[42184354]	[]
489_10745	chr17	68205235	68205635	+	1000	67.0	[11.7800665]	[176]	[10.378438]	[116]	[68205481]	[68205421]
489_10769	chr19	50657936	50658336	+	1000	67.0	[11.7800665]	[179]	[]	[]	[50658162]	[]
489_10773	chr19	55655258	55655658	+	1000	67.0	[9.302818]	[83]	[]	[]	[55655440]	[]
489_10781	chr2	37324560	37324960	+	1000	67.0	[9.302818]	[107]	[5.552912, 6.051324]	[120, 137]	[37324741]	[37324754, 37324771]
489_10790	chr2	111120436	111120836	+	1000	67.0	[11.7800665]	[94]	[]	[]	[111120619]	[]
489_10792	chr2	119106291	119106691	+	1000	67.0	[]	[]	[9.187896]	[87]	[]	[119106478]
489_10793	chr2	156400968	156401368	+	1000	67.0	[5.552912]	[181]	[11.7800665]	[167]	[156401188]	[156401174]
489_10800	chr2	240568530	240568930	+	1000	67.0	[10.704447]	[182]	[5.570742]	[134]	[240568748]	[240568700]
489_10802	chr20	17925403	17925803	+	1000	67.0	[]	[]	[9.302818]	[167]	[]	[17925628]
489_10839	chr4	140523817	140524217	+	1000	67.0	[]	[]	[10.704447]	[139]	[]	[140524037]
489_10842	chr5	36876482	36876882	+	1000	67.0	[10.378438, 5.570742]	[117, 141]	[9.187896]	[180]	[36876658, 36876682]	[36876721]
489_10848	chr5	83077340	83077740	+	1000	67.0	[6.051324, 5.570742]	[80, 109]	[6.051324]	[96]	[83077497, 83077526]	[83077513]
489_10855	chr5	141682158	141682558	+	1000	67.0	[]	[]	[5.667835]	[182]	[]	[141682407]
489_10888	chr6	137955299	137955699	+	1000	67.0	[11.665144]	[125]	[]	[]	[137955504]	[]
489_10889	chr6	138988134	138988534	+	1000	67.0	[10.704447, 5.667835]	[95, 97]	[]	[]	[138988300, 138988302]	[]
489_10895	chr6	163414530	163414930	+	1000	67.0	[10.378438, 10.378438]	[159, 165]	[]	[]	[163414732, 163414738]	[]
489_10908	chr7	101154174	101154574	+	1000	67.0	[6.051324, 5.667835]	[136, 158]	[]	[]	[101154398, 101154420]	[]
489_10909	chr7	102478786	102479186	+	1000	67.0	[10.704447, 5.552912]	[125, 127]	[]	[]	[102479011, 102479013]	[]
489_10927	chr8	90985285	90985685	+	1000	67.0	[5.552912]	[159]	[]	[]	[90985525]	[]
489_10939	chr9	122093132	122093532	+	1000	67.0	[10.378438]	[74]	[]	[]	[122093300]	[]
489_10946	chrX	123960300	123960700	+	1000	67.0	[]	[]	[10.378438]	[133]	[]	[123960472]
489_10949	chr1	1059285	1059685	+	1000	66.0	[6.051324, 6.051324]	[120, 168]	[]	[]	[1059475, 1059523]	[]
489_10951	chr1	5917707	5918107	+	1000	66.0	[]	[]	[9.302818]	[192]	[]	[5917923]
489_10966	chr1	84103384	84103784	+	1000	66.0	[]	[]	[5.552912]	[143]	[]	[84103601]
489_10986	chr10	3805814	3806214	+	1000	66.0	[5.667835]	[81]	[]	[]	[3805995]	[]
489_10998	chr11	5600245	5600645	+	1000	66.0	[9.187896]	[126]	[]	[]	[5600460]	[]
489_11016	chr11	67262653	67263053	+	1000	66.0	[]	[]	[5.570742]	[124]	[]	[67262842]
489_11035	chr12	76763888	76764288	+	1000	66.0	[]	[]	[5.570742]	[92]	[]	[76764057]
489_11049	chr14	20613453	20613853	+	1000	66.0	[5.552912]	[112]	[]	[]	[20613644]	[]
489_11053	chr14	55107732	55108132	+	1000	66.0	[5.667835]	[152]	[]	[]	[55107967]	[]
489_11054	chr14	68793226	68793626	+	1000	66.0	[11.7800665]	[152]	[]	[]	[68793415]	[]
489_11067	chr16	9090994	9091394	+	1000	66.0	[]	[]	[11.7800665]	[119]	[]	[9091198]
489_11068	chr16	11742921	11743321	+	1000	66.0	[]	[]	[5.667835]	[154]	[]	[11743151]
489_1107	chr1	161225809	161226209	+	1000	159.0	[5.552912]	[141]	[]	[]	[161226039]	[]
489_11070	chr16	22374388	22374788	+	1000	66.0	[]	[]	[5.667835, 5.552912]	[84, 102]	[]	[22374564, 22374582]
489_11079	chr16	65975043	65975443	+	1000	66.0	[]	[]	[10.2635145]	[116]	[]	[65975239]
489_11116	chr19	925388	925788	+	1000	66.0	[]	[]	[11.7800665]	[138]	[]	[925615]
489_11122	chr19	5340613	5341013	+	1000	66.0	[10.704447]	[167]	[10.704447, 11.7800665, 10.704447]	[188, 203, 209]	[5340796]	[5340817, 5340832, 5340838]
489_11130	chr19	34428191	34428591	+	1000	66.0	[]	[]	[11.7800665, 6.051324]	[118, 151]	[]	[34428392, 34428425]
489_11143	chr1_KI270713v1_random	15881	16281	+	1000	66.0	[11.665144]	[147]	[]	[]	[16122]	[]
489_11150	chr2	46915784	46916184	+	1000	66.0	[6.051324]	[76]	[]	[]	[46915957]	[]
489_11153	chr2	64751268	64751668	+	1000	66.0	[]	[]	[11.7800665]	[131]	[]	[64751477]
489_11159	chr2	73385545	73385945	+	1000	66.0	[]	[]	[11.665144, 10.704447]	[55, 67]	[]	[73385698, 73385710]
489_1117	chr2	70142540	70142940	+	1000	159.0	[9.302818]	[169]	[11.665144]	[123]	[70142779]	[70142733]
489_11174	chr2	219308166	219308566	+	1000	66.0	[]	[]	[9.302818, 9.302818]	[100, 132]	[]	[219308317, 219308349]
489_11175	chr2	241102187	241102587	+	1000	66.0	[9.302818]	[96]	[]	[]	[241102370]	[]
489_11177	chr20	37178213	37178613	+	1000	66.0	[]	[]	[9.187896]	[129]	[]	[37178388]
489_11185	chr22	41666616	41667016	+	1000	66.0	[]	[]	[9.302818, 5.570742]	[75, 89]	[]	[41666783, 41666797]
489_11189	chr3	13420027	13420427	+	1000	66.0	[]	[]	[11.7800665]	[203]	[]	[13420243]
489_11195	chr3	98522860	98523260	+	1000	66.0	[]	[]	[9.302818]	[119]	[]	[98523074]
489_11207	chr4	7042958	7043358	+	1000	66.0	[]	[]	[5.667835]	[174]	[]	[7043142]
489_11215	chr4	169010095	169010495	+	1000	66.0	[]	[]	[5.570742]	[140]	[]	[169010323]
489_11222	chr5	138464715	138465115	+	1000	66.0	[]	[]	[5.552912]	[95]	[]	[138464901]
489_11232	chr6	6659620	6660020	+	1000	66.0	[9.302818]	[77]	[]	[]	[6659796]	[]
489_11262	chr7	6374159	6374559	+	1000	66.0	[9.187896]	[148]	[]	[]	[6374328]	[]
489_11294	chr8	100150392	100150792	+	1000	66.0	[5.570742]	[138]	[]	[]	[100150571]	[]
489_11296	chr8	143541239	143541639	+	1000	66.0	[]	[]	[10.378438, 11.665144]	[122, 209]	[]	[143541392, 143541479]
489_11304	chr9	96417202	96417602	+	1000	66.0	[]	[]	[11.7800665, 10.378438, 11.7800665, 11.7800665]	[84, 100, 116, 127]	[]	[96417373, 96417389, 96417405, 96417416]
489_11314	chrX	40103574	40103974	+	1000	66.0	[5.552912]	[107]	[]	[]	[40103755]	[]
489_11320	chrX	151396736	151397136	+	1000	66.0	[10.2635145]	[141]	[5.552912]	[85]	[151396955]	[151396899]
489_11321	chr1	2412444	2412844	+	1000	65.0	[5.570742]	[140]	[]	[]	[2412666]	[]
489_11341	chr1	61076963	61077363	+	1000	65.0	[]	[]	[10.378438]	[177]	[]	[61077156]
489_11347	chr1	113217794	113218194	+	1000	65.0	[]	[]	[5.667835]	[98]	[]	[113217973]
489_1135	chr2	23940231	23940631	+	1000	158.0	[10.2635145]	[63]	[]	[]	[23940386]	[]
489_11353	chr1	155255291	155255691	+	1000	65.0	[11.665144]	[143]	[10.378438]	[96]	[155255493]	[155255446]
489_11359	chr1	178093466	178093866	+	1000	65.0	[6.051324]	[83]	[]	[]	[178093626]	[]
489_1136	chr2	26184781	26185181	+	1000	158.0	[9.302818, 9.302818]	[91, 116]	[]	[]	[26184938, 26184963]	[]
489_11360	chr1	180154430	180154830	+	1000	65.0	[11.665144]	[95]	[]	[]	[180154621]	[]
489_11364	chr1	212432760	212433160	+	1000	65.0	[]	[]	[9.302818]	[196]	[]	[212433001]
489_1137	chr2	96335657	96336057	+	1000	158.0	[11.665144]	[157]	[]	[]	[96335874]	[]
489_11376	chr10	63703072	63703472	+	1000	65.0	[]	[]	[5.667835]	[156]	[]	[63703310]
489_11389	chr10	103918438	103918838	+	1000	65.0	[6.051324]	[113]	[]	[]	[103918645]	[]
489_11397	chr11	61161397	61161797	+	1000	65.0	[]	[]	[10.704447]	[95]	[]	[61161553]
489_11400	chr11	66408411	66408811	+	1000	65.0	[6.051324]	[74]	[]	[]	[66408585]	[]
489_11401	chr11	66856062	66856462	+	1000	65.0	[11.7800665]	[95]	[]	[]	[66856223]	[]
489_11409	chr12	49131436	49131836	+	1000	65.0	[9.302818, 10.704447]	[102, 155]	[]	[]	[49131601, 49131654]	[]
489_11411	chr12	57846686	57847086	+	1000	65.0	[]	[]	[11.665144]	[90]	[]	[57846864]
489_11420	chr13	30465871	30466271	+	1000	65.0	[11.7800665]	[158]	[]	[]	[30466120]	[]
489_11421	chr13	107867226	107867626	+	1000	65.0	[]	[]	[11.7800665, 10.2635145]	[97, 174]	[]	[107867385, 107867462]
489_11432	chr15	68234133	68234533	+	1000	65.0	[]	[]	[11.665144]	[98]	[]	[68234330]
489_11440	chr16	1308630	1309030	+	1000	65.0	[]	[]	[6.051324]	[139]	[]	[1308848]
489_11441	chr16	4476142	4476542	+	1000	65.0	[9.302818]	[156]	[11.665144, 10.704447]	[66, 153]	[4476388]	[4476298, 4476385]
489_11447	chr16	28304145	28304545	+	1000	65.0	[]	[]	[9.302818]	[162]	[]	[28304372]
489_11456	chr16	70346548	70346948	+	1000	65.0	[10.704447]	[181]	[]	[]	[70346771]	[]
489_11458	chr16	76634910	76635310	+	1000	65.0	[11.7800665]	[99]	[]	[]	[76635106]	[]
489_11465	chr17	32142139	32142539	+	1000	65.0	[11.7800665]	[167]	[]	[]	[32142379]	[]
489_11470	chr17	39621945	39622345	+	1000	65.0	[6.051324]	[179]	[]	[]	[39622185]	[]
489_11487	chr17	76072325	76072725	+	1000	65.0	[6.051324]	[136]	[]	[]	[76072530]	[]
489_11499	chr19	11505649	11506049	+	1000	65.0	[9.187896]	[163]	[5.667835]	[147]	[11505895]	[11505879]
489_1150	chr1	28518382	28518782	+	1000	157.0	[11.7800665, 10.704447]	[129, 145]	[5.667835]	[100]	[28518600, 28518616]	[28518571]
489_11506	chr19	38515094	38515494	+	1000	65.0	[5.667835]	[90]	[]	[]	[38515254]	[]
489_11510	chr19	40662772	40663172	+	1000	65.0	[11.7800665]	[128]	[]	[]	[40662989]	[]
489_11512	chr19	48588774	48589174	+	1000	65.0	[10.378438]	[166]	[]	[]	[48589010]	[]
489_11519	chr2	10447984	10448384	+	1000	65.0	[]	[]	[11.7800665]	[175]	[]	[10448233]
489_11521	chr2	27217241	27217641	+	1000	65.0	[]	[]	[10.378438]	[78]	[]	[27217410]
489_11546	chr20	18793816	18794216	+	1000	65.0	[11.665144, 5.570742]	[77, 161]	[]	[]	[18793983, 18794067]	[]
489_11550	chr20	34825516	34825916	+	1000	65.0	[10.704447, 5.667835]	[170, 172]	[]	[]	[34825702, 34825704]	[]
489_11560	chr20	63739871	63740271	+	1000	65.0	[]	[]	[5.667835]	[123]	[]	[63740077]
489_11583	chr3	52685813	52686213	+	1000	65.0	[10.378438, 9.302818]	[103, 152]	[]	[]	[52685995, 52686044]	[]
489_11589	chr3	172129944	172130344	+	1000	65.0	[]	[]	[10.2635145]	[99]	[]	[172130112]
489_11590	chr3	184067514	184067914	+	1000	65.0	[]	[]	[5.570742]	[143]	[]	[184067726]
489_11592	chr3	195747888	195748288	+	1000	65.0	[6.051324]	[116]	[]	[]	[195748049]	[]
489_11594	chr3	196712163	196712563	+	1000	65.0	[11.665144]	[130]	[]	[]	[196712346]	[]
489_11595	chr3	196969902	196970302	+	1000	65.0	[11.7800665]	[100]	[11.7800665]	[163]	[196970056]	[196970119]
489_11618	chr6	7589943	7590343	+	1000	65.0	[]	[]	[6.051324]	[135]	[]	[7590123]
489_11624	chr6	27865023	27865423	+	1000	65.0	[]	[]	[10.589524]	[145]	[]	[27865268]
489_11632	chr6	88963501	88963901	+	1000	65.0	[5.570742]	[123]	[5.667835]	[175]	[88963686]	[88963738]
489_11644	chr7	1160108	1160508	+	1000	65.0	[]	[]	[6.051324]	[99]	[]	[1160306]
489_11648	chr7	30771136	30771536	+	1000	65.0	[6.051324]	[161]	[11.7800665, 10.2635145]	[182, 224]	[30771315]	[30771336, 30771378]
489_11650	chr7	43869338	43869738	+	1000	65.0	[6.051324]	[144]	[]	[]	[43869513]	[]
489_11656	chr7	100966217	100966617	+	1000	65.0	[]	[]	[11.7800665]	[74]	[]	[100966377]
489_11685	chr9	33290228	33290628	+	1000	65.0	[]	[]	[11.7800665, 9.302818]	[92, 106]	[]	[33290382, 33290396]
489_11700	chr1	8026190	8026590	+	1000	64.0	[]	[]	[6.051324, 11.7800665]	[104, 119]	[]	[8026371, 8026386]
489_11712	chr1	27137180	27137580	+	1000	64.0	[]	[]	[5.570742]	[176]	[]	[27137362]
489_11718	chr1	52552773	52553173	+	1000	64.0	[]	[]	[10.378438]	[149]	[]	[52553006]
489_11727	chr1	148388323	148388723	+	1000	64.0	[10.589524]	[85]	[]	[]	[148388499]	[]
489_11731	chr1	161726804	161727204	+	1000	64.0	[]	[]	[5.570742]	[147]	[]	[161727043]
489_11736	chr1	203273040	203273440	+	1000	64.0	[9.302818]	[151]	[]	[]	[203273251]	[]
489_11749	chr10	22714364	22714764	+	1000	64.0	[]	[]	[10.704447, 5.570742]	[78, 156]	[]	[22714523, 22714601]
489_11752	chr10	43396490	43396890	+	1000	64.0	[11.665144]	[78]	[11.665144]	[121]	[43396667]	[43396710]
489_11756	chr10	48306253	48306653	+	1000	64.0	[]	[]	[11.7800665]	[130]	[]	[48306436]
489_11762	chr10	98134402	98134802	+	1000	64.0	[10.704447, 5.570742]	[183, 189]	[]	[]	[98134646, 98134652]	[]
489_1179	chr1	203861338	203861738	+	1000	156.0	[]	[]	[5.570742]	[149]	[]	[203861584]
489_11791	chr11	124673650	124674050	+	1000	64.0	[]	[]	[11.7800665]	[70]	[]	[124673816]
489_11794	chr12	47963300	47963700	+	1000	64.0	[10.704447]	[153]	[10.378438]	[76]	[47963545]	[47963468]
489_11796	chr12	52903331	52903731	+	1000	64.0	[5.552912]	[142]	[]	[]	[52903547]	[]
489_11810	chr13	77027026	77027426	+	1000	64.0	[11.665144, 11.7800665, 11.7800665]	[95, 127, 149]	[9.302818]	[72]	[77027218, 77027250, 77027272]	[77027195]
489_1182	chr12	56104259	56104659	+	1000	156.0	[10.704447, 5.667835]	[116, 118]	[]	[]	[56104460, 56104462]	[]
489_11837	chr16	48244014	48244414	+	1000	64.0	[10.589524]	[174]	[]	[]	[48244231]	[]
489_11840	chr16	67247447	67247847	+	1000	64.0	[11.665144]	[138]	[10.704447]	[153]	[67247679]	[67247694]
489_1186	chr18	9137269	9137669	+	1000	156.0	[]	[]	[11.665144]	[146]	[]	[9137515]
489_11866	chr17	81346218	81346618	+	1000	64.0	[11.7800665]	[110]	[]	[]	[81346378]	[]
489_1187	chr22	20319847	20320247	+	1000	156.0	[]	[]	[6.051324]	[181]	[]	[20320061]
489_11880	chr19	18743245	18743645	+	1000	64.0	[]	[]	[11.7800665]	[105]	[]	[18743444]
489_11888	chr19	51803508	51803908	+	1000	64.0	[5.667835]	[99]	[]	[]	[51803707]	[]
489_1189	chr5	892670	893070	+	1000	156.0	[10.378438]	[116]	[10.704447]	[111]	[892879]	[892874]
489_11899	chr2	55281954	55282354	+	1000	64.0	[]	[]	[11.7800665]	[133]	[]	[55282135]
489_11907	chr2	182715895	182716295	+	1000	64.0	[]	[]	[6.051324]	[137]	[]	[182716117]
489_11910	chr2	215532765	215533165	+	1000	64.0	[11.7800665]	[72]	[]	[]	[215532927]	[]
489_11923	chr20	33209737	33210137	+	1000	64.0	[11.665144]	[131]	[]	[]	[33209967]	[]
489_11933	chr21	45593481	45593881	+	1000	64.0	[]	[]	[10.378438]	[102]	[]	[45593668]
489_11955	chr3	47163874	47164274	+	1000	64.0	[10.378438]	[156]	[]	[]	[47164040]	[]
489_11958	chr3	72996580	72996980	+	1000	64.0	[11.7800665, 10.378438]	[127, 142]	[]	[]	[72996765, 72996780]	[]
489_11962	chr3	142225362	142225762	+	1000	64.0	[]	[]	[10.378438]	[142]	[]	[142225591]
489_11971	chr4	498980	499380	+	1000	64.0	[5.570742]	[94]	[]	[]	[499166]	[]
489_11985	chr4	185143107	185143507	+	1000	64.0	[5.667835]	[190]	[]	[]	[185143323]	[]
