#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F3_idr.fa E2F3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
227_1032	chr6	160991725	160992125	+	1000	82.0	[6.425717]	[82]	[7.071043, 8.259437]	[149, 167]	[160991879]	[160991946, 160991964]
227_10326	chr15	44711387	44711787	+	1000	37.5	[]	[]	[7.6141095, 8.259437]	[142, 198]	[]	[44711575, 44711631]
227_10328	chr15	64095950	64096350	+	1000	37.5	[8.259437]	[238]	[]	[]	[64096200]	[]
227_1033	chr7	129054673	129055073	+	1000	82.0	[6.425717]	[129]	[7.6141095, 6.425717]	[87, 127]	[129054882]	[129054840, 129054880]
227_10330	chr15	65303672	65304072	+	1000	37.5	[]	[]	[8.259437]	[238]	[]	[65303917]
227_10333	chr15	72474466	72474866	+	1000	37.5	[6.425717]	[102]	[7.6141095]	[100]	[72474635]	[72474633]
227_10334	chr15	72796724	72797124	+	1000	37.5	[]	[]	[8.259437, 6.425717]	[156, 200]	[]	[72796917, 72796961]
227_10338	chr15	90903763	90904163	+	1000	37.5	[7.071043]	[178]	[]	[]	[90904010]	[]
227_10339	chr16	96854	97254	+	1000	37.5	[6.425717]	[179]	[]	[]	[97105]	[]
227_1034	chrX	53422458	53422858	+	1000	82.0	[7.071043, 8.259437]	[69, 119]	[]	[]	[53422617, 53422667]	[]
227_10341	chr16	1770312	1770712	+	1000	37.5	[6.425717]	[171]	[]	[]	[1770496]	[]
227_10343	chr16	4350841	4351241	+	1000	37.5	[7.6141095]	[63]	[7.071043]	[126]	[4350995]	[4351058]
227_10344	chr16	11797137	11797537	+	1000	37.5	[8.259437, 6.425717]	[128, 199]	[7.071043, 6.425717]	[143, 197]	[11797293, 11797364]	[11797308, 11797362]
227_10345	chr16	13920030	13920430	+	1000	37.5	[]	[]	[6.425717]	[72]	[]	[13920200]
227_1035	chr1	154183098	154183498	+	1000	81.5	[8.259437, 7.071043]	[102, 132]	[7.071043]	[76]	[154183283, 154183313]	[154183257]
227_10352	chr16	70065645	70066045	+	910	37.5	[]	[]	[8.259437]	[135]	[]	[70065826]
227_10357	chr16	89490411	89490811	+	1000	37.5	[8.259437]	[126]	[8.259437]	[150]	[89490588]	[89490612]
227_10362	chr17	27529302	27529702	+	1000	37.5	[]	[]	[7.071043]	[179]	[]	[27529517]
227_10365	chr17	34961135	34961535	+	1000	37.5	[6.425717]	[132]	[]	[]	[34961351]	[]
227_1037	chr17	42744988	42745388	+	1000	81.5	[]	[]	[7.071043]	[89]	[]	[42745150]
227_10371	chr17	59892973	59893373	+	1000	37.5	[7.071043, 8.259437]	[75, 130]	[]	[]	[59893147, 59893202]	[]
227_10374	chr17	82236106	82236506	+	1000	37.5	[]	[]	[6.5268717]	[124]	[]	[82236320]
227_1038	chr17	82098482	82098882	+	1000	81.5	[6.5268717]	[158]	[]	[]	[82098697]	[]
227_10380	chr18	23453060	23453460	+	1000	37.5	[6.5268717]	[198]	[]	[]	[23453269]	[]
227_10382	chr18	76822780	76823180	+	1000	37.5	[]	[]	[7.071043]	[157]	[]	[76822978]
227_1039	chr19	45405891	45406291	+	1000	81.5	[]	[]	[8.259437]	[132]	[]	[45406110]
227_10391	chr19	12956868	12957268	+	1000	37.5	[7.6141095]	[86]	[]	[]	[12957026]	[]
227_10392	chr19	14118196	14118596	+	1000	37.5	[]	[]	[6.425717]	[117]	[]	[14118357]
227_10394	chr19	14432914	14433314	+	1000	37.5	[]	[]	[8.259437]	[90]	[]	[14433104]
227_10396	chr19	18156917	18157317	+	1000	37.5	[6.5268717]	[224]	[]	[]	[18157165]	[]
227_10397	chr19	18279367	18279767	+	1000	37.5	[6.425717, 6.425717]	[125, 157]	[]	[]	[18279558, 18279590]	[]
227_10398	chr19	32671935	32672335	+	1000	37.5	[]	[]	[8.259437]	[117]	[]	[32672140]
227_10399	chr19	35903615	35904015	+	1000	37.5	[]	[]	[7.071043]	[132]	[]	[35903802]
227_104	chr22	19479720	19480120	+	1000	224.5	[8.259437, 7.6141095, 6.425717]	[79, 117, 123]	[]	[]	[19479899, 19479937, 19479943]	[]
227_1040	chr21	33541951	33542351	+	1000	81.5	[8.259437, 7.071043]	[102, 113]	[]	[]	[33542130, 33542141]	[]
227_10402	chr19	48445794	48446194	+	1000	37.5	[6.5268717]	[117]	[]	[]	[48445945]	[]
227_10403	chr19	49487555	49487955	+	1000	37.5	[]	[]	[7.071043]	[178]	[]	[49487799]
227_10405	chr19	54191114	54191514	+	1000	37.5	[]	[]	[8.259437]	[226]	[]	[54191353]
227_10406	chr2	8681909	8682309	+	1000	37.5	[7.071043]	[127]	[]	[]	[8682098]	[]
227_10408	chr2	26412129	26412529	+	1000	37.5	[6.425717]	[156]	[7.6141095]	[154]	[26412323]	[26412321]
227_10409	chr2	32039663	32040063	+	1000	37.5	[]	[]	[7.071043]	[74]	[]	[32039827]
227_10415	chr20	381617	382017	+	1000	37.5	[7.6141095]	[72]	[]	[]	[381782]	[]
227_10416	chr20	5112803	5113203	+	1000	37.5	[6.425717]	[135]	[]	[]	[5112970]	[]
227_10418	chr20	32762353	32762753	+	1000	37.5	[7.071043]	[124]	[]	[]	[32762521]	[]
227_10419	chr20	35284135	35284535	+	1000	37.5	[]	[]	[8.259437]	[193]	[]	[35284370]
227_1042	chr5	69189402	69189802	+	1000	81.5	[8.259437]	[89]	[]	[]	[69189569]	[]
227_10422	chr20	44475732	44476132	+	1000	37.5	[7.6141095]	[151]	[8.259437]	[217]	[44475884]	[44475950]
227_10426	chr21	29024595	29024995	+	1000	37.5	[]	[]	[6.5268717]	[176]	[]	[29024846]
227_10427	chr21	38839827	38840227	+	606	37.5	[]	[]	[6.425717]	[241]	[]	[38840076]
227_10429	chr22	17159144	17159544	+	1000	37.5	[7.071043]	[160]	[]	[]	[17159340]	[]
227_1043	chr6	37499606	37500006	+	1000	81.5	[]	[]	[8.259437, 8.259437]	[118, 198]	[]	[37499764, 37499844]
227_10433	chr22	19687752	19688152	+	1000	37.5	[8.259437]	[109]	[]	[]	[19687935]	[]
227_10438	chr22	20077228	20077628	+	1000	37.5	[6.425717]	[177]	[]	[]	[20077461]	[]
227_1044	chr9	83980604	83981004	+	1000	81.5	[7.6141095, 7.071043, 8.259437]	[70, 80, 92]	[]	[]	[83980763, 83980773, 83980785]	[]
227_10443	chr22	20277324	20277724	+	1000	37.5	[7.071043]	[162]	[]	[]	[20277553]	[]
227_10446	chr22	20449877	20450277	+	1000	37.5	[]	[]	[6.425717]	[78]	[]	[20450046]
227_1045	chr1	19210277	19210677	+	1000	81.0	[8.259437]	[104]	[]	[]	[19210475]	[]
227_10468	chr22	39319408	39319808	+	1000	37.5	[]	[]	[8.259437]	[152]	[]	[39319610]
227_1047	chr1	33036734	33037134	+	1000	81.0	[]	[]	[6.5268717]	[210]	[]	[33036959]
227_10472	chr3	42880976	42881376	+	1000	37.5	[7.071043]	[177]	[]	[]	[42881172]	[]
227_10473	chr3	51670800	51671200	+	1000	37.5	[8.259437]	[169]	[]	[]	[51671046]	[]
227_10478	chr3	172129946	172130346	+	1000	37.5	[]	[]	[7.071043]	[114]	[]	[172130113]
227_1048	chr1	35718746	35719146	+	1000	81.0	[6.425717]	[102]	[6.5268717]	[88]	[35718942]	[35718928]
227_10481	chr3	197599007	197599407	+	1000	37.5	[]	[]	[7.071043]	[165]	[]	[197599181]
227_10486	chr4	48483405	48483805	+	995	37.5	[6.425717, 8.259437]	[139, 188]	[6.425717]	[205]	[48483557, 48483606]	[48483623]
227_10488	chr4	89111587	89111987	+	1000	37.5	[6.5268717, 8.259437]	[96, 116]	[8.259437]	[131]	[89111772, 89111792]	[89111807]
227_10495	chr5	138213321	138213721	+	1000	37.5	[8.259437]	[115]	[]	[]	[138213503]	[]
227_10496	chr5	138492156	138492556	+	1000	37.5	[8.259437, 8.259437, 8.259437]	[126, 160, 169]	[8.259437]	[191]	[138492310, 138492344, 138492353]	[138492375]
227_10497	chr5	138542940	138543340	+	1000	37.5	[7.071043]	[151]	[]	[]	[138543115]	[]
227_1050	chr1	154982900	154983300	+	1000	81.0	[]	[]	[8.259437, 8.259437]	[96, 117]	[]	[154983096, 154983117]
227_10500	chr5	154755606	154756006	+	1000	37.5	[6.425717]	[88]	[]	[]	[154755792]	[]
227_10501	chr5	181246353	181246753	+	1000	37.5	[]	[]	[7.071043]	[137]	[]	[181246562]
227_10508	chr6	30690849	30691249	+	1000	37.5	[]	[]	[8.259437]	[153]	[]	[30691016]
227_1051	chr10	68900643	68901043	+	1000	81.0	[7.6141095, 8.259437]	[96, 135]	[7.6141095]	[94]	[68900809, 68900848]	[68900807]
227_10512	chr6	36667102	36667502	+	1000	37.5	[8.259437]	[98]	[]	[]	[36667279]	[]
227_10513	chr6	41545918	41546318	+	1000	37.5	[]	[]	[7.071043]	[157]	[]	[41546104]
227_10518	chr6	139135735	139136135	+	956	37.5	[7.071043]	[81]	[]	[]	[139135916]	[]
227_1052	chr11	47565204	47565604	+	1000	81.0	[]	[]	[8.259437]	[138]	[]	[47565404]
227_10521	chr7	65038282	65038682	+	590	37.5	[8.259437]	[129]	[]	[]	[65038494]	[]
227_1053	chr15	75201806	75202206	+	1000	81.0	[8.259437]	[134]	[6.425717]	[144]	[75202037]	[75202047]
227_10530	chr7	131556186	131556586	+	1000	37.5	[6.425717]	[88]	[]	[]	[131556341]	[]
227_10533	chr7	151233214	151233614	+	1000	37.5	[]	[]	[7.071043]	[149]	[]	[151233456]
227_10534	chr8	9150380	9150780	+	1000	37.5	[]	[]	[7.6141095]	[97]	[]	[9150548]
227_10537	chr8	79768376	79768776	+	1000	37.5	[6.5268717]	[137]	[]	[]	[79768597]	[]
227_1054	chr16	8112596	8112996	+	1000	81.0	[7.6141095]	[66]	[6.425717, 7.6141095]	[64, 105]	[8112755]	[8112753, 8112794]
227_10541	chr8	120445414	120445814	+	1000	37.5	[8.259437]	[98]	[]	[]	[120445611]	[]
227_10543	chr8	125429024	125429424	+	995	37.5	[7.071043]	[188]	[]	[]	[125429267]	[]
227_10546	chr9	35914351	35914751	+	1000	37.5	[6.425717]	[217]	[6.425717]	[215]	[35914582]	[35914580]
227_10549	chr9	127224083	127224483	+	1000	37.5	[6.425717, 8.259437]	[132, 182]	[]	[]	[127224235, 127224285]	[]
227_1055	chr2	27086420	27086820	+	1000	81.0	[]	[]	[8.259437]	[125]	[]	[27086644]
227_10551	chr9	129726601	129727001	+	1000	37.5	[]	[]	[8.259437]	[200]	[]	[129726821]
227_10553	chr9	136885951	136886351	+	1000	37.5	[7.071043]	[104]	[]	[]	[136886109]	[]
227_10554	chrX	7927233	7927633	+	1000	37.5	[7.071043]	[109]	[8.259437, 7.6141095]	[130, 153]	[7927417]	[7927438, 7927461]
227_10556	chrX	14872850	14873250	+	1000	37.5	[]	[]	[8.259437]	[111]	[]	[14873048]
227_10558	chrX	40735621	40736021	+	1000	37.5	[8.259437]	[178]	[]	[]	[40735868]	[]
227_10559	chrX	48800449	48800849	+	1000	37.5	[7.071043]	[93]	[]	[]	[48800628]	[]
227_10561	chrX	119482601	119483001	+	1000	37.5	[7.071043]	[67]	[]	[]	[119482762]	[]
227_10563	chr1	2226748	2227148	+	1000	37.0	[]	[]	[8.259437]	[201]	[]	[2226981]
227_10566	chr1	6246598	6246998	+	1000	37.0	[]	[]	[8.259437]	[170]	[]	[6246842]
227_1057	chr21	39183260	39183660	+	1000	81.0	[8.259437, 7.6141095]	[66, 86]	[8.259437]	[123]	[39183423, 39183443]	[39183480]
227_10574	chr1	22285438	22285838	+	1000	37.0	[6.425717]	[135]	[]	[]	[22285593]	[]
227_10587	chr1	107057165	107057565	+	1000	37.0	[]	[]	[6.425717]	[138]	[]	[107057322]
227_10593	chr1	146038068	146038468	+	1000	37.0	[6.425717]	[122]	[7.6141095]	[120]	[146038278]	[146038276]
227_10596	chr1	161046067	161046467	+	1000	37.0	[6.425717]	[160]	[6.425717]	[197]	[161046251]	[161046288]
227_10599	chr1	165828771	165829171	+	762	37.0	[6.425717]	[213]	[6.425717]	[211]	[165829007]	[165829005]
227_10606	chr1	205238119	205238519	+	1000	37.0	[]	[]	[8.259437]	[146]	[]	[205238344]
227_10608	chr1	207807787	207808187	+	953	37.0	[]	[]	[6.425717]	[84]	[]	[207807967]
227_10611	chr1	236395766	236396166	+	1000	37.0	[]	[]	[7.071043]	[78]	[]	[236395925]
227_10615	chr10	5692663	5693063	+	999	37.0	[8.259437]	[116]	[6.425717]	[96]	[5692852]	[5692832]
227_10617	chr10	21535158	21535558	+	1000	37.0	[]	[]	[7.071043]	[160]	[]	[21535381]
227_10618	chr10	22321171	22321571	+	1000	37.0	[8.259437]	[157]	[7.6141095]	[119]	[22321369]	[22321331]
227_10619	chr10	25174403	25174803	+	1000	37.0	[]	[]	[8.259437]	[113]	[]	[25174574]
227_1062	chr3	6507557	6507957	+	1000	81.0	[]	[]	[8.259437, 8.259437]	[89, 100]	[]	[6507745, 6507756]
227_10620	chr10	30434435	30434835	+	1000	37.0	[6.425717]	[135]	[]	[]	[30434636]	[]
227_10621	chr10	37976154	37976554	+	1000	37.0	[6.425717]	[118]	[7.6141095]	[92]	[37976362]	[37976336]
227_10622	chr10	47384083	47384483	+	1000	37.0	[]	[]	[6.425717, 8.259437]	[153, 181]	[]	[47384305, 47384333]
227_10624	chr10	50417980	50418380	+	1000	37.0	[6.5268717]	[97]	[7.6141095, 6.425717]	[61, 89]	[50418167]	[50418131, 50418159]
227_10628	chr10	71708143	71708543	+	1000	37.0	[]	[]	[6.425717]	[207]	[]	[71708381]
227_1063	chr5	151770878	151771278	+	1000	81.0	[6.5268717]	[134]	[]	[]	[151771105]	[]
227_10632	chr11	6234407	6234807	+	914	37.0	[6.425717]	[188]	[]	[]	[6234653]	[]
227_10637	chr11	61161325	61161725	+	1000	37.0	[]	[]	[6.425717, 7.6141095]	[100, 142]	[]	[61161512, 61161554]
227_1064	chr7	50450136	50450536	+	1000	81.0	[]	[]	[7.6141095]	[208]	[]	[50450382]
227_10641	chr11	64342177	64342577	+	1000	37.0	[7.071043]	[213]	[]	[]	[64342401]	[]
227_10643	chr11	72223244	72223644	+	1000	37.0	[7.6141095]	[181]	[]	[]	[72223482]	[]
227_10645	chr11	110092942	110093342	+	1000	37.0	[7.071043]	[85]	[]	[]	[110093121]	[]
227_10647	chr11	118620944	118621344	+	1000	37.0	[]	[]	[8.259437]	[179]	[]	[118621192]
227_10649	chr11	125592390	125592790	+	1000	37.0	[]	[]	[6.5268717]	[136]	[]	[125592616]
227_10650	chr12	6613985	6614385	+	933	37.0	[]	[]	[8.259437]	[159]	[]	[6614194]
