#PeakID(python identify_motif.py ./ENCODE_processed_files/TFDP1_idr.fa TFDP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
964_10289	chr4	993416	993816	+	1000	65.0	[9.4829645]	[135]	[]	[]	[993650]	[]
964_1029	chr3	42582015	42582415	+	1000	209.0	[]	[]	[8.501586]	[97]	[]	[42582172]
964_10293	chr4	51844581	51844981	+	1000	65.0	[]	[]	[9.758087]	[146]	[]	[51844763]
964_103	chr7	152675934	152676334	+	1000	496.0	[]	[]	[12.889068]	[91]	[]	[152676114]
964_1030	chr4	112636753	112637153	+	1000	209.0	[9.758087]	[63]	[]	[]	[112636913]	[]
964_10305	chr5	52799929	52800329	+	1000	65.0	[12.889068]	[143]	[]	[]	[52800126]	[]
964_1031	chr6	26285358	26285758	+	1000	209.0	[8.519867]	[119]	[]	[]	[26285566]	[]
964_10314	chr5	180803270	180803670	+	1000	65.0	[12.889068]	[102]	[]	[]	[180803432]	[]
964_10324	chr6	28923113	28923513	+	1000	65.0	[9.4829645]	[122]	[7.817822]	[195]	[28923267]	[28923340]
964_10328	chr6	42745847	42746247	+	1000	65.0	[]	[]	[9.758087]	[153]	[]	[42746011]
964_10329	chr6	84764384	84764784	+	1000	65.0	[8.501586]	[176]	[]	[]	[84764597]	[]
964_10332	chr6	100228997	100229397	+	1000	65.0	[9.4829645]	[71]	[]	[]	[100229161]	[]
964_10338	chr7	44581910	44582310	+	1000	65.0	[7.817822]	[137]	[]	[]	[44582145]	[]
964_1034	chr11	2992253	2992653	+	1000	208.0	[]	[]	[8.653531]	[77]	[]	[2992419]
964_10346	chr7	137996380	137996780	+	1000	65.0	[9.4829645]	[174]	[]	[]	[137996606]	[]
964_1035	chr11	18322267	18322667	+	1000	208.0	[12.889068, 7.5797467]	[101, 121]	[]	[]	[18322460, 18322480]	[]
964_10352	chr8	46617437	46617837	+	1000	65.0	[12.889068]	[163]	[]	[]	[46617657]	[]
964_10357	chr9	93184030	93184430	+	977	65.0	[9.4829645]	[114]	[]	[]	[93184201]	[]
964_10378	chr1	40449751	40450151	+	1000	64.0	[]	[]	[9.4829645]	[92]	[]	[40449906]
964_1038	chr13	50081766	50082166	+	1000	208.0	[]	[]	[9.4829645]	[111]	[]	[50081950]
964_10387	chr1	156082377	156082777	+	1000	64.0	[8.8998375]	[98]	[12.889068]	[81]	[156082568]	[156082551]
964_1039	chr16	8868438	8868838	+	1000	208.0	[8.8998375, 12.889068]	[135, 144]	[9.4829645]	[113]	[8868661, 8868670]	[8868639]
964_1040	chr16	29790481	29790881	+	1000	208.0	[8.417865]	[107]	[8.169096]	[137]	[29790634]	[29790664]
964_10403	chr10	73625240	73625640	+	1000	64.0	[]	[]	[12.889068]	[75]	[]	[73625404]
964_10410	chr11	19442148	19442548	+	1000	64.0	[]	[]	[12.889068]	[109]	[]	[19442329]
964_10412	chr11	47176978	47177378	+	1000	64.0	[9.4829645, 8.8998375]	[205, 219]	[]	[]	[47177191, 47177205]	[]
964_10415	chr11	64305993	64306393	+	1000	64.0	[8.8998375]	[190]	[9.4829645]	[181]	[64306243]	[64306234]
964_10416	chr11	64742805	64743205	+	1000	64.0	[9.4829645]	[93]	[]	[]	[64742957]	[]
964_10418	chr11	66592645	66593045	+	1000	64.0	[7.5797467]	[134]	[8.417865]	[70]	[66592868]	[66592804]
964_10419	chr11	75562151	75562551	+	1000	64.0	[9.4829645]	[79]	[]	[]	[75562327]	[]
964_1042	chr18	21612289	21612689	+	1000	208.0	[12.889068]	[165]	[]	[]	[21612531]	[]
964_10421	chr11	107565555	107565955	+	1000	64.0	[9.758087]	[153]	[]	[]	[107565758]	[]
964_10432	chr12	131229847	131230247	+	1000	64.0	[8.501586]	[167]	[]	[]	[131230046]	[]
964_10438	chr15	29822007	29822407	+	1000	64.0	[7.5797467, 8.519867]	[85, 110]	[]	[]	[29822178, 29822203]	[]
964_1044	chr7	87152113	87152513	+	1000	208.0	[8.169096, 9.758087]	[120, 159]	[8.653531]	[104]	[87152323, 87152362]	[87152307]
964_10446	chr15	97960217	97960617	+	1000	64.0	[]	[]	[8.501586]	[268]	[]	[97960404]
964_10450	chr16	67393385	67393785	+	1000	64.0	[9.4829645]	[131]	[]	[]	[67393581]	[]
964_10451	chr16	68448553	68448953	+	1000	64.0	[7.6622133, 9.758087]	[106, 123]	[]	[]	[68448753, 68448770]	[]
964_10457	chr17	35537572	35537972	+	1000	64.0	[]	[]	[7.6702986]	[117]	[]	[35537778]
964_10463	chr17	81019459	81019859	+	1000	64.0	[8.8998375, 9.4829645]	[136, 171]	[]	[]	[81019646, 81019681]	[]
964_10468	chr18	11947181	11947581	+	1000	64.0	[]	[]	[7.5797467]	[124]	[]	[11947400]
964_1047	chr15	75453757	75454157	+	1000	207.0	[9.4829645]	[105]	[8.8998375]	[62]	[75453957]	[75453914]
964_10471	chr19	1651677	1652077	+	1000	64.0	[]	[]	[8.8998375, 9.4829645]	[120, 145]	[]	[1651851, 1651876]
964_10473	chr19	2840930	2841330	+	1000	64.0	[8.8998375]	[134]	[8.501586]	[88]	[2841136]	[2841090]
964_10474	chr19	7535511	7535911	+	1000	64.0	[]	[]	[8.519867]	[134]	[]	[7535707]
964_10476	chr19	18433029	18433429	+	1000	64.0	[]	[]	[9.4829645]	[138]	[]	[18433231]
964_10479	chr19	39996977	39997377	+	1000	64.0	[7.817822]	[159]	[]	[]	[39997140]	[]
964_10488	chr19	52008121	52008521	+	1000	64.0	[8.519867]	[164]	[]	[]	[52008367]	[]
964_1049	chr19	10565755	10566155	+	1000	207.0	[7.6702986]	[92]	[8.169096]	[136]	[10565947]	[10565991]
964_10492	chr2	53786391	53786791	+	1000	64.0	[12.889068]	[104]	[]	[]	[53786565]	[]
964_10502	chr21	45555760	45556160	+	1000	64.0	[]	[]	[9.4829645]	[104]	[]	[45555957]
964_10507	chr22	23767698	23768098	+	1000	64.0	[8.8998375]	[163]	[]	[]	[23767928]	[]
964_1051	chr22	19144635	19145035	+	1000	207.0	[8.8998375]	[151]	[]	[]	[19144886]	[]
964_10516	chr3	134250776	134251176	+	1000	64.0	[]	[]	[8.8998375]	[170]	[]	[134251008]
964_10522	chr3	182793549	182793949	+	1000	64.0	[9.758087]	[92]	[]	[]	[182793732]	[]
964_10526	chr4	473806	474206	+	1000	64.0	[]	[]	[7.6622133]	[150]	[]	[474031]
964_1053	chr4	121801172	121801572	+	1000	207.0	[]	[]	[12.889068]	[146]	[]	[121801382]
964_10530	chr4	68349853	68350253	+	1000	64.0	[7.5797467, 8.653531]	[65, 121]	[8.417865]	[131]	[68350009, 68350065]	[68350075]
964_10534	chr4	143513520	143513920	+	1000	64.0	[]	[]	[12.889068]	[76]	[]	[143513683]
964_10535	chr5	1799784	1800184	+	1000	64.0	[7.5367184]	[198]	[]	[]	[1800023]	[]
964_1054	chr6	27145943	27146343	+	1000	207.0	[]	[]	[8.653531]	[92]	[]	[27146117]
964_10542	chr5	139709031	139709431	+	1000	64.0	[8.501586]	[167]	[]	[]	[139709247]	[]
964_10544	chr5	181243716	181244116	+	1000	64.0	[8.169096]	[117]	[7.6622133]	[131]	[181243922]	[181243936]
964_10552	chr6	31734775	31735175	+	1000	64.0	[8.169096]	[144]	[]	[]	[31734995]	[]
964_1056	chrX	14872847	14873247	+	1000	207.0	[]	[]	[9.4829645]	[106]	[]	[14873047]
964_10561	chr7	1459210	1459610	+	1000	64.0	[9.758087]	[101]	[12.889068]	[70]	[1459402]	[1459371]
964_10563	chr7	7566792	7567192	+	1000	64.0	[8.169096]	[155]	[]	[]	[7567034]	[]
964_10570	chr7	100801964	100802364	+	1000	64.0	[]	[]	[8.8998375]	[155]	[]	[100802120]
964_10582	chr8	66712478	66712878	+	1000	64.0	[9.4829645]	[138]	[9.4829645]	[124]	[66712702]	[66712688]
964_10584	chr8	85245559	85245959	+	1000	64.0	[]	[]	[9.758087, 8.519867, 8.8998375, 7.817822]	[95, 115, 127, 144]	[]	[85245732, 85245752, 85245764, 85245781]
964_10588	chr8	144950671	144951071	+	1000	64.0	[]	[]	[9.758087, 8.169096]	[109, 122]	[]	[144950874, 144950887]
964_1059	chr17	81222874	81223274	+	1000	206.0	[7.5367184]	[142]	[9.4829645]	[94]	[81223098]	[81223050]
964_10592	chr9	91361842	91362242	+	1000	64.0	[]	[]	[12.889068]	[78]	[]	[91362019]
964_10597	chr9	127980831	127981231	+	1000	64.0	[]	[]	[9.4829645]	[174]	[]	[127981062]
964_106	chr19	5978107	5978507	+	1000	493.0	[8.8998375, 8.519867]	[133, 145]	[9.4829645, 12.889068]	[102, 115]	[5978339, 5978351]	[5978308, 5978321]
964_10602	chr9	135990590	135990990	+	1000	64.0	[]	[]	[7.5797467, 9.4829645, 7.5797467]	[108, 145, 155]	[]	[135990781, 135990818, 135990828]
964_10603	chr9	136093325	136093725	+	1000	64.0	[]	[]	[8.8998375, 12.889068]	[82, 90]	[]	[136093481, 136093489]
964_10605	chrX	23743088	23743488	+	1000	64.0	[9.758087]	[128]	[]	[]	[23743288]	[]
964_10608	chrX	119482490	119482890	+	1000	64.0	[7.5797467]	[112]	[]	[]	[119482658]	[]
964_1061	chr3	193592798	193593198	+	1000	206.0	[]	[]	[8.09991, 12.889068]	[89, 95]	[]	[193592972, 193592978]
964_10613	chr1	19597422	19597822	+	1000	63.0	[]	[]	[7.5367184]	[91]	[]	[19597587]
964_10614	chr1	21022368	21022768	+	1000	63.0	[]	[]	[8.501586, 7.5797467]	[144, 165]	[]	[21022559, 21022580]
964_10617	chr1	30717983	30718383	+	1000	63.0	[]	[]	[12.889068]	[78]	[]	[30718152]
964_10619	chr1	38292121	38292521	+	1000	63.0	[8.417865]	[184]	[]	[]	[38292361]	[]
964_10622	chr1	100038409	100038809	+	1000	63.0	[8.8998375]	[111]	[]	[]	[100038610]	[]
964_10623	chr1	103525658	103526058	+	1000	63.0	[]	[]	[7.6702986]	[218]	[]	[103525896]
964_1063	chr1	222712586	222712986	+	1000	205.0	[]	[]	[7.6622133]	[54]	[]	[222712737]
964_1064	chr10	94362905	94363305	+	1000	205.0	[7.5797467, 12.889068, 9.4829645]	[107, 138, 150]	[]	[]	[94363093, 94363124, 94363136]	[]
964_10642	chr10	17023323	17023723	+	1000	63.0	[]	[]	[12.889068]	[70]	[]	[17023483]
964_1065	chr12	68686786	68687186	+	1000	205.0	[12.889068]	[126]	[]	[]	[68686998]	[]
964_10650	chr10	72275278	72275678	+	1000	63.0	[]	[]	[9.4829645]	[220]	[]	[72275525]
964_10657	chr11	827362	827762	+	1000	63.0	[]	[]	[8.169096]	[166]	[]	[827565]
964_10667	chr11	114215850	114216250	+	1000	63.0	[]	[]	[9.4829645]	[137]	[]	[114216061]
964_10668	chr11	118252029	118252429	+	1000	63.0	[8.169096, 7.5797467]	[82, 141]	[]	[]	[118252187, 118252246]	[]
964_1067	chr22	21982599	21982999	+	1000	205.0	[]	[]	[8.519867, 8.8998375]	[104, 157]	[]	[21982765, 21982818]
964_10672	chr12	34347257	34347657	+	1000	63.0	[]	[]	[8.417865]	[142]	[]	[34347488]
964_10675	chr12	54000310	54000710	+	1000	63.0	[]	[]	[8.519867]	[111]	[]	[54000513]
964_10679	chr12	57935885	57936285	+	1000	63.0	[]	[]	[9.4829645]	[116]	[]	[57936069]
964_1068	chr3	196503603	196504003	+	1000	205.0	[9.758087]	[155]	[8.501586, 8.519867]	[115, 147]	[196503844]	[196503804, 196503836]
964_10687	chr14	33950706	33951106	+	1000	63.0	[7.5367184, 9.4829645]	[180, 190]	[7.817822]	[148]	[33950945, 33950955]	[33950913]
964_1069	chr5	43064821	43065221	+	1000	205.0	[7.6702986]	[110]	[]	[]	[43065012]	[]
964_10690	chr15	22494472	22494872	+	1000	63.0	[9.4829645, 8.417865]	[101, 191]	[8.169096]	[134]	[22494627, 22494717]	[22494660]
964_10704	chr16	68022952	68023352	+	1000	63.0	[7.5797467]	[197]	[]	[]	[68023167]	[]
964_10705	chr16	81077164	81077564	+	1000	63.0	[8.169096]	[116]	[]	[]	[81077338]	[]
964_10710	chr17	1716906	1717306	+	1000	63.0	[]	[]	[9.758087]	[179]	[]	[1717135]
964_1072	chr1	119140131	119140531	+	1000	204.0	[7.6702986]	[105]	[]	[]	[119140317]	[]
964_10720	chr17	67366329	67366729	+	1000	63.0	[]	[]	[8.8998375]	[150]	[]	[67366522]
964_10722	chr17	80147209	80147609	+	1000	63.0	[8.417865]	[134]	[]	[]	[80147409]	[]
964_10724	chr18	11851118	11851518	+	1000	63.0	[]	[]	[9.758087]	[155]	[]	[11851335]
964_1073	chr1	206635161	206635561	+	1000	204.0	[]	[]	[9.4829645, 9.4829645]	[106, 113]	[]	[206635359, 206635366]
964_10731	chr19	10027595	10027995	+	1000	63.0	[]	[]	[7.5797467]	[139]	[]	[10027813]
964_10733	chr19	17616865	17617265	+	1000	63.0	[]	[]	[9.4829645]	[151]	[]	[17617062]
964_10734	chr19	35879703	35880103	+	1000	63.0	[12.889068]	[139]	[]	[]	[35879916]	[]
964_10735	chr19	37719244	37719644	+	1000	63.0	[9.4829645]	[81]	[]	[]	[37719407]	[]
964_10736	chr19	42254895	42255295	+	1000	63.0	[]	[]	[9.758087, 8.8998375]	[113, 176]	[]	[42255069, 42255132]
964_1074	chr10	97292611	97293011	+	1000	204.0	[8.8998375]	[133]	[]	[]	[97292830]	[]
964_10740	chr19	49590496	49590896	+	1000	63.0	[8.8998375]	[100]	[]	[]	[49590671]	[]
964_10748	chr2	135052087	135052487	+	1000	63.0	[]	[]	[8.519867]	[150]	[]	[135052269]
964_1075	chr12	54217070	54217470	+	1000	204.0	[8.501586, 12.889068]	[70, 102]	[]	[]	[54217227, 54217259]	[]
964_10751	chr2	174487124	174487524	+	1000	63.0	[]	[]	[8.8998375]	[77]	[]	[174487297]
964_10752	chr2	196400108	196400508	+	1000	63.0	[8.8998375]	[207]	[]	[]	[196400345]	[]
964_10757	chr20	18137677	18138077	+	1000	63.0	[9.4829645]	[178]	[]	[]	[18137922]	[]
964_10775	chr22	37561755	37562155	+	1000	63.0	[]	[]	[8.501586]	[89]	[]	[37561944]
964_10785	chr3	101574044	101574444	+	1000	63.0	[8.8998375, 8.09991, 9.4829645]	[77, 93, 101]	[]	[]	[101574207, 101574223, 101574231]	[]
964_10787	chr3	128650599	128650999	+	1000	63.0	[8.519867, 7.6622133]	[121, 143]	[]	[]	[128650803, 128650825]	[]
964_1079	chr8	102864156	102864556	+	1000	204.0	[]	[]	[12.889068]	[147]	[]	[102864376]
964_10794	chr4	48779477	48779877	+	1000	63.0	[7.817822]	[169]	[12.889068, 9.4829645]	[109, 123]	[48779705]	[48779645, 48779659]
964_10795	chr4	52712399	52712799	+	1000	63.0	[8.8998375]	[138]	[9.4829645]	[133]	[52712564]	[52712559]
964_10797	chr4	85681236	85681636	+	1000	63.0	[]	[]	[7.5797467]	[148]	[]	[85681473]
964_108	chr9	120876376	120876776	+	1000	492.0	[]	[]	[8.09991]	[72]	[]	[120876547]
964_10802	chr5	55233593	55233993	+	1000	63.0	[]	[]	[8.653531]	[147]	[]	[55233814]
964_10803	chr5	77077359	77077759	+	1000	63.0	[]	[]	[9.4829645]	[160]	[]	[77077579]
964_10808	chr5	112737513	112737913	+	1000	63.0	[7.5367184]	[153]	[]	[]	[112737740]	[]
964_10818	chr6	14108704	14109104	+	1000	63.0	[7.5797467]	[111]	[]	[]	[14108873]	[]
964_10830	chr6	63573247	63573647	+	1000	63.0	[8.653531]	[183]	[]	[]	[63573475]	[]
964_10832	chr6	116253984	116254384	+	1000	63.0	[7.817822]	[97]	[]	[]	[116254162]	[]
964_10836	chr6	136439638	136440038	+	1000	63.0	[7.817822]	[218]	[]	[]	[136439857]	[]
964_10837	chr6	136791395	136791795	+	1000	63.0	[]	[]	[12.889068]	[144]	[]	[136791620]
964_10841	chr7	6637737	6638137	+	1000	63.0	[]	[]	[7.5797467]	[135]	[]	[6637951]
964_10844	chr7	42932141	42932541	+	1000	63.0	[9.758087]	[174]	[]	[]	[42932356]	[]
964_10845	chr7	72879138	72879538	+	1000	63.0	[]	[]	[8.653531]	[155]	[]	[72879319]
964_10848	chr7	95434658	95435058	+	1000	63.0	[9.4829645]	[125]	[8.8998375]	[74]	[95434861]	[95434810]
964_10853	chr7	143345421	143345821	+	1000	63.0	[8.09991]	[134]	[]	[]	[143345650]	[]
964_10856	chr8	22141114	22141514	+	1000	63.0	[7.6622133]	[72]	[]	[]	[22141272]	[]
964_10858	chr8	70403237	70403637	+	1000	63.0	[]	[]	[12.889068]	[141]	[]	[70403457]
964_10861	chr9	36190591	36190991	+	1000	63.0	[]	[]	[9.4829645]	[87]	[]	[36190768]
964_10867	chr9	100598655	100599055	+	1000	63.0	[7.5797467]	[94]	[12.889068]	[109]	[100598841]	[100598856]
964_10868	chr9	101533762	101534162	+	1000	63.0	[]	[]	[12.889068]	[115]	[]	[101533938]
964_10870	chr9	127930589	127930989	+	1000	63.0	[]	[]	[8.519867, 8.8998375]	[105, 125]	[]	[127930768, 127930788]
964_10880	chrX	48891378	48891778	+	1000	63.0	[9.4829645, 9.4829645]	[106, 162]	[]	[]	[48891560, 48891616]	[]
964_10883	chrX	71532878	71533278	+	1000	63.0	[]	[]	[8.169096]	[167]	[]	[71533064]
964_10884	chrX	109733110	109733510	+	1000	63.0	[9.758087]	[166]	[]	[]	[109733303]	[]
964_10885	chrX	110002064	110002464	+	1000	63.0	[9.4829645]	[135]	[]	[]	[110002246]	[]
964_10886	chrX	121047469	121047869	+	1000	63.0	[8.8998375]	[119]	[]	[]	[121047621]	[]
964_10888	chrX	153947319	153947719	+	1000	63.0	[]	[]	[12.889068]	[94]	[]	[153947504]
964_1090	chr4	73069695	73070095	+	1000	203.0	[]	[]	[9.758087, 8.501586, 12.889068]	[67, 76, 120]	[]	[73069847, 73069856, 73069900]
964_10915	chr1	230868153	230868553	+	1000	62.0	[]	[]	[7.817822]	[156]	[]	[230868355]
964_10917	chr1	247104231	247104631	+	1000	62.0	[]	[]	[8.169096]	[101]	[]	[247104397]
964_10923	chr10	31947175	31947575	+	1000	62.0	[]	[]	[7.5797467]	[146]	[]	[31947405]
964_10933	chr11	34105416	34105816	+	1000	62.0	[]	[]	[7.817822]	[93]	[]	[34105576]
964_1094	chr1	23344553	23344953	+	1000	202.0	[]	[]	[9.758087]	[96]	[]	[23344740]
964_10941	chr11	119057294	119057694	+	1000	62.0	[9.758087]	[53]	[8.169096, 9.758087]	[63, 134]	[119057446]	[119057456, 119057527]
964_10942	chr11	130069113	130069513	+	1000	62.0	[9.4829645]	[116]	[]	[]	[130069304]	[]
964_10944	chr12	54473458	54473858	+	1000	62.0	[]	[]	[8.169096]	[57]	[]	[54473609]
964_1095	chr1	42658236	42658636	+	1000	202.0	[8.169096]	[81]	[]	[]	[42658404]	[]
964_10953	chr13	21140170	21140570	+	1000	62.0	[]	[]	[8.8998375, 7.5367184]	[160, 186]	[]	[21140390, 21140416]
964_10959	chr14	67674644	67675044	+	1000	62.0	[9.758087]	[124]	[]	[]	[67674845]	[]
964_10962	chr15	34969601	34970001	+	1000	62.0	[7.5367184, 8.169096]	[119, 141]	[]	[]	[34969796, 34969818]	[]
964_10963	chr15	39920768	39921168	+	1000	62.0	[8.8998375]	[203]	[]	[]	[39921017]	[]
964_1097	chr1	244970689	244971089	+	1000	202.0	[8.8998375]	[126]	[]	[]	[244970878]	[]
964_10976	chr16	67872915	67873315	+	1000	62.0	[8.169096]	[112]	[9.758087]	[207]	[67873069]	[67873164]
964_10989	chr17	47841222	47841622	+	1000	62.0	[]	[]	[8.519867]	[77]	[]	[47841385]
964_1099	chr16	229220	229620	+	1000	202.0	[]	[]	[12.889068]	[144]	[]	[229448]
964_10990	chr17	48025090	48025490	+	1000	62.0	[]	[]	[12.889068]	[221]	[]	[48025312]
964_10991	chr17	66302821	66303221	+	1000	62.0	[]	[]	[8.8998375]	[234]	[]	[66303059]
964_10998	chr18	68714971	68715371	+	1000	62.0	[9.4829645]	[100]	[]	[]	[68715152]	[]
964_11000	chr19	1266724	1267124	+	1000	62.0	[9.4829645]	[122]	[]	[]	[1266925]	[]
964_11001	chr19	2475766	2476166	+	1000	62.0	[]	[]	[7.817822]	[89]	[]	[2475949]
964_11018	chr19	51594248	51594648	+	1000	62.0	[8.09991]	[130]	[]	[]	[51594399]	[]
964_1102	chr17	82497061	82497461	+	1000	202.0	[9.4829645]	[117]	[8.653531]	[181]	[82497236]	[82497300]
964_11022	chr19	55207004	55207404	+	1000	62.0	[7.5797467]	[111]	[]	[]	[55207203]	[]
964_11023	chr19	57320436	57320836	+	1000	62.0	[9.4829645]	[87]	[]	[]	[57320603]	[]
964_11025	chr19	58581182	58581582	+	1000	62.0	[]	[]	[9.4829645]	[92]	[]	[58581354]
964_11027	chr2	24076146	24076546	+	1000	62.0	[8.169096]	[92]	[]	[]	[24076338]	[]
964_11032	chr2	201258131	201258531	+	1000	62.0	[]	[]	[8.501586]	[87]	[]	[201258296]
964_11036	chr20	2840274	2840674	+	1000	62.0	[]	[]	[9.758087]	[155]	[]	[2840495]
964_11038	chr20	34872656	34873056	+	1000	62.0	[8.169096]	[113]	[]	[]	[34872848]	[]
964_11051	chr22	46035930	46036330	+	1000	62.0	[9.758087, 9.758087]	[75, 92]	[]	[]	[46036084, 46036101]	[]
964_11058	chr3	50194528	50194928	+	1000	62.0	[]	[]	[9.4829645]	[123]	[]	[50194750]
