#PeakID(python identify_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_1008	chr4	55729769	55730169	+	1000	338.5	[]	[]	[9.919872]	[151]	[]	[55730016]
758_10080	chr19	13843527	13843927	+	1000	106.0	[]	[]	[6.8930507]	[70]	[]	[13843696]
758_10083	chr2	3336833	3337233	+	1000	106.0	[7.87297, 7.6377397, 7.2884393]	[84, 91, 180]	[]	[]	[3336984, 3336991, 3337080]	[]
758_10085	chr2	112674152	112674552	+	1000	106.0	[10.7555, 9.438231]	[55, 111]	[10.7555, 8.693299]	[134, 140]	[112674305, 112674361]	[112674384, 112674390]
758_10093	chr22	20741746	20742146	+	1000	106.0	[]	[]	[6.7116218]	[76]	[]	[20741900]
758_10095	chr22	39464922	39465322	+	1000	106.0	[]	[]	[11.127567]	[175]	[]	[39465161]
758_10097	chr3	193928295	193928695	+	1000	106.0	[8.245038, 8.690641]	[152, 160]	[]	[]	[193928531, 193928539]	[]
758_10098	chr4	48853818	48854218	+	1000	106.0	[10.7555]	[86]	[]	[]	[48853996]	[]
758_101	chr19	46844117	46844517	+	1000	648.5	[]	[]	[7.3734775, 11.127567]	[105, 117]	[]	[46844317, 46844329]
758_1010	chr6	111872047	111872447	+	1000	338.5	[8.693299]	[146]	[]	[]	[111872288]	[]
758_10100	chr5	62585709	62586109	+	1000	106.0	[7.6377397, 14.245327]	[74, 155]	[10.256007]	[95]	[62585878, 62585959]	[62585899]
758_10106	chr7	37357532	37357932	+	1000	106.0	[]	[]	[7.6377397]	[105]	[]	[37357718]
758_10111	chr8	2730235	2730635	+	1000	106.0	[7.3734775]	[55]	[]	[]	[2730388]	[]
758_10112	chr8	23516666	23517066	+	1000	106.0	[7.6377397]	[105]	[]	[]	[23516858]	[]
758_10115	chr9	127977913	127978313	+	1000	106.0	[9.56255]	[152]	[]	[]	[127978145]	[]
758_10116	chrX	39853404	39853804	+	1000	106.0	[6.7416005, 6.7687325]	[102, 127]	[]	[]	[39853568, 39853593]	[]
758_10117	chr1	1135337	1135737	+	1000	105.5	[]	[]	[6.8930507]	[119]	[]	[1135553]
758_10119	chr1	30911273	30911673	+	1000	105.5	[]	[]	[8.245038]	[92]	[]	[30911433]
758_1012	chr1	27074154	27074554	+	1000	338.0	[6.773207]	[77]	[8.87635]	[69]	[27074324]	[27074316]
758_10130	chr11	62877596	62877996	+	1000	105.5	[]	[]	[6.673559, 6.873926]	[122, 170]	[]	[62877793, 62877841]
758_10133	chr12	47820532	47820932	+	1000	105.5	[]	[]	[8.693299, 8.693299]	[65, 82]	[]	[47820687, 47820704]
758_10141	chr17	4130663	4131063	+	1000	105.5	[6.8439474]	[63]	[]	[]	[4130822]	[]
758_10144	chr17	74454132	74454532	+	1000	105.5	[]	[]	[6.863072]	[86]	[]	[74454308]
758_1015	chr3	87796075	87796475	+	1000	338.0	[7.87297, 14.245327]	[89, 129]	[]	[]	[87796252, 87796292]	[]
758_10154	chr19	45241801	45242201	+	1000	105.5	[14.245327]	[81]	[6.7661796]	[119]	[45241969]	[45242007]
758_10157	chr2	68216480	68216880	+	1000	105.5	[]	[]	[6.8930507]	[100]	[]	[68216675]
758_10159	chr2	171514784	171515184	+	1000	105.5	[]	[]	[7.220394, 8.245038]	[111, 122]	[]	[171514960, 171514971]
758_1016	chr6	119311481	119311881	+	1000	338.0	[8.056022]	[116]	[]	[]	[119311690]	[]
758_10160	chr2	233350765	233351165	+	1000	105.5	[6.7035384]	[102]	[7.220394]	[166]	[233350939]	[233351003]
758_10163	chr22	26617654	26618054	+	1000	105.5	[]	[]	[8.693299]	[119]	[]	[26617835]
758_10165	chr3	193837318	193837718	+	1000	105.5	[]	[]	[6.8439474, 7.6377397]	[136, 155]	[]	[193837505, 193837524]
758_10167	chr4	122824602	122825002	+	1000	105.5	[6.6800203]	[151]	[]	[]	[122824846]	[]
758_10169	chr5	36389279	36389679	+	1000	105.5	[]	[]	[6.7035384, 8.87635]	[112, 166]	[]	[36389469, 36389523]
758_10178	chr6	42923693	42924093	+	1000	105.5	[]	[]	[8.693299]	[84]	[]	[42923876]
758_10181	chr6	117595126	117595526	+	1000	105.5	[7.87297]	[139]	[]	[]	[117595356]	[]
758_10184	chr7	77873440	77873840	+	1000	105.5	[7.250373]	[145]	[]	[]	[77873683]	[]
758_10185	chr7	106779826	106780226	+	1000	105.5	[7.250373]	[108]	[6.8930507, 7.5565295]	[77, 117]	[106780009]	[106779978, 106780018]
758_10188	chr9	88800320	88800720	+	1000	105.5	[11.127567]	[104]	[]	[]	[88800523]	[]
758_1019	chr19	11578206	11578606	+	1000	337.5	[6.780856, 8.458068]	[69, 120]	[7.652416]	[113]	[11578375, 11578426]	[11578419]
758_10196	chr1	19469530	19469930	+	1000	105.0	[8.458068]	[109]	[]	[]	[19469728]	[]
758_10197	chr1	19508676	19509076	+	1000	105.0	[6.780856]	[133]	[9.411099]	[152]	[19508907]	[19508926]
758_10206	chr1	202091048	202091448	+	1000	105.0	[]	[]	[7.6377397, 7.2884393, 8.245038]	[109, 144, 150]	[]	[202091237, 202091272, 202091278]
758_10208	chr10	11640129	11640529	+	1000	105.0	[]	[]	[6.7661796]	[107]	[]	[11640328]
758_10209	chr10	12221947	12222347	+	1000	105.0	[10.256007]	[94]	[]	[]	[12222134]	[]
758_10211	chr10	102801943	102802343	+	1000	105.0	[]	[]	[11.575829]	[105]	[]	[102802141]
758_10212	chr11	444333	444733	+	1000	105.0	[8.87635]	[125]	[8.458068]	[91]	[444554]	[444520]
758_10213	chr11	74673401	74673801	+	1000	105.0	[7.5565295]	[156]	[6.7687325, 7.280349]	[79, 124]	[74673633]	[74673556, 74673601]
758_10214	chr11	87037067	87037467	+	1000	105.0	[6.660896, 6.660896]	[94, 123]	[]	[]	[87037252, 87037281]	[]
758_10216	chr12	22047486	22047886	+	1000	105.0	[9.802997]	[92]	[]	[]	[22047670]	[]
758_10217	chr12	46357534	46357934	+	1000	105.0	[]	[]	[11.575829, 11.54585]	[75, 83]	[]	[46357691, 46357699]
758_1022	chr10	71860317	71860717	+	1000	337.0	[]	[]	[9.802997]	[93]	[]	[71860503]
758_10220	chr12	100269039	100269439	+	1000	105.0	[]	[]	[9.957938]	[120]	[]	[100269256]
758_10221	chr13	18921097	18921497	+	1000	105.0	[]	[]	[7.5565295]	[106]	[]	[18921295]
758_10222	chr13	112709272	112709672	+	1000	105.0	[]	[]	[7.87297]	[56]	[]	[112709425]
758_10225	chr16	69017346	69017746	+	1000	105.0	[6.7661796]	[94]	[7.037342, 7.280349]	[88, 107]	[69017521]	[69017515, 69017534]
758_10226	chr16	87303528	87303928	+	1000	105.0	[11.362798, 14.245327]	[94, 142]	[]	[]	[87303710, 87303758]	[]
758_1023	chr15	65839508	65839908	+	1000	336.5	[11.127567]	[112]	[9.919872]	[138]	[65839681]	[65839707]
758_10231	chr18	12996670	12997070	+	1000	105.0	[9.56255]	[67]	[]	[]	[12996824]	[]
758_10233	chr19	10462534	10462934	+	1000	105.0	[]	[]	[8.458068]	[91]	[]	[10462710]
758_10235	chr19	49495893	49496293	+	1000	105.0	[9.543426]	[143]	[]	[]	[49496133]	[]
758_10241	chr2	83790513	83790913	+	1000	105.0	[14.245327, 7.6377397]	[84, 92]	[]	[]	[83790684, 83790692]	[]
758_10242	chr2	88054337	88054737	+	1000	105.0	[10.256007]	[88]	[]	[]	[88054493]	[]
758_10243	chr2	157876160	157876560	+	1000	105.0	[8.458068]	[137]	[]	[]	[157876364]	[]
758_10247	chr3	36922677	36923077	+	1000	105.0	[14.245327]	[124]	[]	[]	[36922900]	[]
758_10249	chr4	39369352	39369752	+	1000	105.0	[6.7661796]	[133]	[]	[]	[39369581]	[]
758_1025	chr19	5773692	5774092	+	1000	336.0	[9.919872]	[115]	[]	[]	[5773902]	[]
758_10251	chr4	74330432	74330832	+	1000	105.0	[]	[]	[9.543426]	[114]	[]	[74330630]
758_10252	chr4	76198608	76199008	+	1000	105.0	[7.037342]	[117]	[]	[]	[76198788]	[]
758_10255	chr6	26215451	26215851	+	1000	105.0	[]	[]	[6.743228, 7.652416]	[96, 140]	[]	[26215617, 26215661]
758_10259	chr6	35471094	35471494	+	1000	105.0	[]	[]	[9.543426]	[96]	[]	[35471285]
758_10261	chr6	44263473	44263873	+	1000	105.0	[]	[]	[11.575829]	[105]	[]	[44263675]
758_10263	chr6	70376657	70377057	+	1000	105.0	[6.743228]	[85]	[]	[]	[70376823]	[]
758_10264	chr6	79604467	79604867	+	1000	105.0	[]	[]	[11.362798]	[122]	[]	[79604662]
758_10267	chr7	126667910	126668310	+	1000	105.0	[]	[]	[6.7687325, 7.5565295]	[113, 119]	[]	[126668102, 126668108]
758_10269	chr7	143413703	143414103	+	1000	105.0	[]	[]	[10.7555]	[137]	[]	[143413940]
758_1027	chr1	28882084	28882484	+	1000	335.5	[]	[]	[9.442706]	[126]	[]	[28882266]
758_10273	chr8	129557769	129558169	+	1000	105.0	[11.127567]	[169]	[]	[]	[129558016]	[]
758_10274	chr9	131181096	131181496	+	1000	105.0	[11.575829, 7.037342]	[85, 110]	[]	[]	[131181280, 131181305]	[]
758_10275	chrX	118948161	118948561	+	1000	105.0	[]	[]	[7.6377397]	[100]	[]	[118948353]
758_10277	chr1	6523539	6523939	+	1000	104.5	[]	[]	[6.6800203, 7.5565295]	[80, 119]	[]	[6523709, 6523748]
758_10279	chr10	6162606	6163006	+	1000	104.5	[]	[]	[9.438231]	[70]	[]	[6162775]
758_10280	chr10	6164741	6165141	+	1000	104.5	[]	[]	[11.575829]	[147]	[]	[6164977]
758_10285	chr11	3509485	3509885	+	1000	104.5	[]	[]	[7.5565295]	[89]	[]	[3509654]
758_10288	chr11	33737069	33737469	+	1000	104.5	[9.56255]	[121]	[]	[]	[33737289]	[]
758_1029	chr2	32063168	32063568	+	1000	335.5	[]	[]	[7.3734775]	[120]	[]	[32063382]
758_10296	chr15	66581871	66582271	+	1000	104.5	[]	[]	[6.7116218]	[122]	[]	[66582086]
758_10299	chr17	29147749	29148149	+	1000	104.5	[10.7555, 7.2884393]	[58, 150]	[]	[]	[29147905, 29147997]	[]
758_10305	chr19	33176714	33177114	+	1000	104.5	[10.256007]	[81]	[6.673559]	[150]	[33176867]	[33176936]
758_10308	chr2	24588202	24588602	+	1000	104.5	[7.87297]	[179]	[6.780856, 6.8401775]	[99, 167]	[24588447]	[24588367, 24588435]
758_10310	chr2	178275539	178275939	+	1000	104.5	[6.8930507, 11.575829]	[101, 117]	[]	[]	[178275731, 178275747]	[]
758_10311	chr2	226979056	226979456	+	1000	104.5	[10.256007]	[135]	[]	[]	[226979283]	[]
758_10312	chr20	50348070	50348470	+	1000	104.5	[]	[]	[9.411099, 8.458068]	[95, 119]	[]	[50348253, 50348277]
758_10315	chr22	21864497	21864897	+	1000	104.5	[]	[]	[9.802997]	[116]	[]	[21864663]
758_1032	chr10	17029626	17030026	+	1000	334.5	[9.442706, 9.543426]	[85, 93]	[]	[]	[17029806, 17029814]	[]
758_10320	chr4	98839242	98839642	+	1000	104.5	[7.652416]	[116]	[]	[]	[98839442]	[]
758_10321	chr4	126470822	126471222	+	1000	104.5	[7.220394, 7.3734775, 6.7687325]	[116, 148, 154]	[]	[]	[126471024, 126471056, 126471062]	[]
758_10326	chr5	54738566	54738966	+	1000	104.5	[]	[]	[11.54585]	[156]	[]	[54738805]
758_10328	chr5	159098482	159098882	+	1000	104.5	[7.6377397, 8.245038, 11.362798]	[167, 200, 212]	[]	[]	[159098668, 159098701, 159098713]	[]
758_10331	chr6	26173273	26173673	+	1000	104.5	[]	[]	[9.373037, 6.9204674]	[83, 89]	[]	[26173446, 26173452]
758_10334	chr6	41466333	41466733	+	1000	104.5	[6.7416005, 7.87297, 8.458068]	[85, 93, 120]	[]	[]	[41466516, 41466524, 41466551]	[]
758_10336	chr6	57224747	57225147	+	1000	104.5	[]	[]	[8.458068, 6.9204674]	[85, 119]	[]	[57224932, 57224966]
758_10338	chr7	7104276	7104676	+	1000	104.5	[7.5565295]	[81]	[6.9204674]	[96]	[7104455]	[7104470]
758_1034	chr2	195613939	195614339	+	1000	334.5	[7.6377397]	[142]	[]	[]	[195614171]	[]
758_10340	chr7	153381613	153382013	+	1000	104.5	[9.442706, 6.7416005]	[116, 157]	[]	[]	[153381805, 153381846]	[]
758_10341	chr7	155206585	155206985	+	1000	104.5	[6.7687325]	[127]	[6.738754]	[169]	[155206745]	[155206787]
758_10349	chrX	130125211	130125611	+	1000	104.5	[7.3734775]	[128]	[]	[]	[130125421]	[]
758_10355	chr1	116758076	116758476	+	1000	104.0	[11.575829, 11.362798]	[103, 128]	[]	[]	[116758275, 116758300]	[]
758_10359	chr1	182839845	182840245	+	1000	104.0	[6.5722647]	[75]	[]	[]	[182840009]	[]
758_10361	chr10	71849976	71850376	+	1000	104.0	[]	[]	[8.693299]	[128]	[]	[71850186]
758_10364	chr11	73335518	73335918	+	1000	104.0	[9.919872]	[110]	[]	[]	[73335718]	[]
758_10366	chr12	54394248	54394648	+	1000	104.0	[6.6800203]	[110]	[6.8930507]	[148]	[54394455]	[54394493]
758_10367	chr12	108640910	108641310	+	1000	104.0	[7.0754085, 9.56255]	[166, 192]	[8.458068]	[115]	[108641127, 108641153]	[108641076]
758_10369	chr13	25352261	25352661	+	1000	104.0	[]	[]	[9.543426]	[109]	[]	[25352464]
758_10371	chr14	106203343	106203743	+	1000	104.0	[]	[]	[9.442706]	[69]	[]	[106203495]
758_10373	chr15	38601955	38602355	+	1000	104.0	[6.863072]	[64]	[]	[]	[38602111]	[]
758_10376	chr15	65824142	65824542	+	1000	104.0	[]	[]	[7.87297]	[89]	[]	[65824331]
758_10383	chr17	57950744	57951144	+	1000	104.0	[10.7555]	[114]	[]	[]	[57950953]	[]
758_10386	chr19	14250843	14251243	+	1000	104.0	[]	[]	[10.7555, 7.87297]	[127, 150]	[]	[14251068, 14251091]
758_10387	chr19	17953799	17954199	+	1000	104.0	[11.127567]	[91]	[]	[]	[17953987]	[]
758_10400	chr2	230711288	230711688	+	1000	104.0	[14.245327]	[120]	[7.250373]	[159]	[230711480]	[230711519]
758_10401	chr20	36051412	36051812	+	1000	104.0	[6.780856, 9.081597]	[99, 105]	[]	[]	[36051592, 36051598]	[]
758_10406	chr3	150599778	150600178	+	1000	104.0	[]	[]	[6.8439474]	[103]	[]	[150599970]
758_10408	chr3	183884292	183884692	+	1000	104.0	[]	[]	[6.7416005]	[83]	[]	[183884475]
758_1041	chr17	22228038	22228438	+	1000	333.5	[7.652416]	[201]	[7.652416]	[197]	[22228279]	[22228275]
758_10410	chr4	48629499	48629899	+	1000	104.0	[7.280349]	[142]	[]	[]	[48629740]	[]
758_10412	chr5	38807472	38807872	+	1000	104.0	[7.652416]	[61]	[7.3734775, 11.362798, 10.770176]	[53, 123, 145]	[38807631]	[38807623, 38807693, 38807715]
758_10414	chr6	11111692	11112092	+	1000	104.0	[8.1006775]	[141]	[]	[]	[11111929]	[]
758_1042	chr17	47894332	47894732	+	1000	333.5	[]	[]	[6.780856]	[73]	[]	[47894502]
758_10420	chr6	119566893	119567293	+	1000	104.0	[]	[]	[7.2884393]	[111]	[]	[119567096]
758_10423	chr7	105876302	105876702	+	1000	104.0	[]	[]	[7.6377397, 8.734424, 9.56255]	[83, 87, 101]	[]	[105876480, 105876484, 105876498]
758_10425	chr8	105208590	105208990	+	1000	104.0	[]	[]	[8.245038]	[101]	[]	[105208789]
758_10427	chrX	15916313	15916713	+	1000	104.0	[]	[]	[11.575829, 6.7035384, 6.7416005]	[78, 90, 145]	[]	[15916481, 15916493, 15916548]
758_10428	chrX	49190063	49190463	+	1000	104.0	[6.743228]	[92]	[]	[]	[49190253]	[]
758_1043	chr20	50558646	50559046	+	1000	333.5	[]	[]	[6.7116218, 8.056022, 8.693299]	[60, 120, 143]	[]	[50558805, 50558865, 50558888]
758_10430	chrX	110408074	110408474	+	1000	104.0	[7.25846]	[118]	[]	[]	[110408285]	[]
758_10431	chrX	125492477	125492877	+	1000	104.0	[]	[]	[6.6800203]	[124]	[]	[125492676]
758_10434	chr1	32816490	32816890	+	1000	103.5	[]	[]	[8.87635]	[83]	[]	[32816641]
758_10435	chr1	109390597	109390997	+	1000	103.5	[10.770176]	[137]	[]	[]	[109390820]	[]
758_10439	chr1	156863069	156863469	+	1000	103.5	[]	[]	[7.6377397, 11.362798]	[113, 146]	[]	[156863282, 156863315]
758_1044	chr5	71385289	71385689	+	1000	333.5	[]	[]	[8.1006775]	[145]	[]	[71385530]
758_10441	chr1	224930277	224930677	+	1000	103.5	[]	[]	[11.362798]	[90]	[]	[224930437]
758_10444	chr10	24866607	24867007	+	1000	103.5	[7.87297, 7.87297]	[132, 146]	[7.87297]	[74]	[24866824, 24866838]	[24866766]
758_10445	chr10	24912225	24912625	+	1000	103.5	[]	[]	[6.9204674, 10.256007]	[81, 93]	[]	[24912405, 24912417]
758_10447	chr11	3831796	3832196	+	1000	103.5	[6.743228]	[153]	[]	[]	[3832030]	[]
758_10448	chr11	18408294	18408694	+	1000	103.5	[]	[]	[7.220394]	[125]	[]	[18408511]
758_10452	chr11	66694689	66695089	+	1000	103.5	[]	[]	[8.458068]	[122]	[]	[66694905]
758_10454	chr11	102390603	102391003	+	1000	103.5	[11.127567]	[133]	[]	[]	[102390827]	[]
758_10455	chr11	118918225	118918625	+	1000	103.5	[10.256007]	[128]	[]	[]	[118918440]	[]
758_10457	chr11	119090407	119090807	+	1000	103.5	[]	[]	[10.7555]	[106]	[]	[119090611]
758_10459	chr15	58203499	58203899	+	1000	103.5	[]	[]	[11.54585]	[79]	[]	[58203670]
758_1046	chr6	125946259	125946659	+	1000	333.0	[7.037342]	[127]	[]	[]	[125946469]	[]
758_10464	chr18	10525086	10525486	+	1000	103.5	[7.5565295, 6.738754]	[112, 148]	[]	[]	[10525286, 10525322]	[]
758_10466	chr19	2171773	2172173	+	1000	103.5	[]	[]	[10.256007]	[91]	[]	[2171960]
758_10467	chr19	4812757	4813157	+	1000	103.5	[]	[]	[8.693299]	[67]	[]	[4812921]
758_10469	chr19	38267122	38267522	+	1000	103.5	[]	[]	[9.919872]	[84]	[]	[38267292]
758_1047	chr1	180117259	180117659	+	1000	332.5	[8.245038]	[153]	[]	[]	[180117506]	[]
758_10473	chr2	6826465	6826865	+	1000	103.5	[11.127567]	[76]	[]	[]	[6826633]	[]
758_10474	chr2	85587556	85587956	+	1000	103.5	[11.575829]	[99]	[]	[]	[85587735]	[]
758_10476	chr2	195474159	195474559	+	1000	103.5	[6.8930507, 7.6377397]	[107, 164]	[]	[]	[195474352, 195474409]	[]
758_10478	chr21	35204800	35205200	+	1000	103.5	[]	[]	[9.442706, 11.575829]	[87, 94]	[]	[35204979, 35204986]
758_10479	chr4	76234338	76234738	+	1000	103.5	[11.54585]	[105]	[11.127567]	[73]	[76234536]	[76234504]
758_10485	chr5	81759661	81760061	+	1000	103.5	[]	[]	[8.458068, 8.693299, 14.245327]	[95, 124, 139]	[]	[81759847, 81759876, 81759891]
758_10487	chr5	135157949	135158349	+	1000	103.5	[]	[]	[6.6800203]	[90]	[]	[135158136]
758_1049	chr11	67583387	67583787	+	1000	332.5	[6.8930507]	[119]	[11.127567]	[74]	[67583600]	[67583555]
758_10493	chr6	43965177	43965577	+	1000	103.5	[]	[]	[8.458068]	[120]	[]	[43965396]
758_10495	chr6	159977517	159977917	+	1000	103.5	[]	[]	[7.5565295]	[124]	[]	[159977704]
758_10496	chr7	2625000	2625400	+	1000	103.5	[]	[]	[6.8930507, 7.0754085]	[100, 106]	[]	[2625193, 2625199]
758_10501	chr8	66103450	66103850	+	1000	103.5	[]	[]	[6.7416005, 6.7416005, 8.693299]	[90, 96, 108]	[]	[66103637, 66103643, 66103655]
758_10503	chr8	127969387	127969787	+	1000	103.5	[]	[]	[14.245327, 11.54585, 6.7035384, 7.220394]	[95, 106, 160, 166]	[]	[127969557, 127969568, 127969622, 127969628]
758_10505	chr9	123339033	123339433	+	1000	103.5	[]	[]	[10.7555, 7.220394]	[165, 176]	[]	[123339243, 123339254]
758_10506	chr9	123933421	123933821	+	1000	103.5	[7.5565295]	[94]	[]	[]	[123933613]	[]
758_10507	chr9	124282759	124283159	+	1000	103.5	[8.245038]	[128]	[]	[]	[124282987]	[]
758_10512	chr1	89911824	89912224	+	1000	103.0	[]	[]	[7.2884393]	[141]	[]	[89912060]
758_10515	chr1	207309941	207310341	+	1000	103.0	[11.362798]	[70]	[]	[]	[207310103]	[]
758_10516	chr1	227318193	227318593	+	1000	103.0	[]	[]	[8.693299]	[79]	[]	[227318368]
758_10519	chr10	68594347	68594747	+	1000	103.0	[11.127567]	[163]	[]	[]	[68594547]	[]
758_1052	chr10	60313281	60313681	+	1000	332.0	[7.652416]	[84]	[7.652416]	[80]	[60313463]	[60313459]
758_10522	chr11	86518218	86518618	+	1000	103.0	[]	[]	[6.743228]	[128]	[]	[86518434]
758_10523	chr11	94776297	94776697	+	1000	103.0	[6.6800203]	[146]	[7.6377397]	[86]	[94776536]	[94776476]
758_10527	chr12	102548641	102549041	+	1000	103.0	[8.458068]	[93]	[]	[]	[102548807]	[]
758_10528	chr12	124994557	124994957	+	1000	103.0	[8.458068]	[99]	[8.056022, 9.081597]	[139, 144]	[124994747]	[124994787, 124994792]
758_10531	chr16	30491976	30492376	+	1000	103.0	[8.1006775, 10.770176]	[112, 130]	[7.652416]	[64]	[30492184, 30492202]	[30492136]
758_10535	chr17	64219522	64219922	+	1000	103.0	[7.6377397, 8.708212, 7.87297, 7.250373]	[69, 88, 110, 126]	[]	[]	[64219679, 64219698, 64219720, 64219736]	[]
758_10537	chr19	3022773	3023173	+	1000	103.0	[]	[]	[6.780856]	[174]	[]	[3023004]
758_10544	chr2	64807296	64807696	+	1000	103.0	[]	[]	[6.873926]	[96]	[]	[64807478]
758_10545	chr2	64988790	64989190	+	1000	103.0	[8.458068]	[82]	[]	[]	[64988968]	[]
758_10552	chr20	32581777	32582177	+	1000	103.0	[7.5565295, 10.7555]	[104, 167]	[11.575829]	[150]	[32581958, 32582021]	[32582004]
758_10558	chr22	38785583	38785983	+	1000	103.0	[7.220394]	[127]	[7.6377397]	[84]	[38785803]	[38785760]
758_10563	chr3	87801478	87801878	+	1000	103.0	[]	[]	[8.056022]	[68]	[]	[87801644]
758_10564	chr3	142952524	142952924	+	1000	103.0	[6.780856, 8.734424]	[123, 133]	[]	[]	[142952747, 142952757]	[]
758_10568	chr4	980628	981028	+	1000	103.0	[7.0754085, 9.957938, 7.87297, 9.081597]	[80, 122, 148, 158]	[]	[]	[980793, 980835, 980861, 980871]	[]
758_10569	chr4	10203832	10204232	+	1000	103.0	[]	[]	[8.245038, 7.5565295]	[89, 108]	[]	[10203992, 10204011]
758_10574	chr5	37497192	37497592	+	1000	103.0	[]	[]	[6.8930507, 6.8930507]	[149, 211]	[]	[37497362, 37497424]
758_10584	chr7	39896367	39896767	+	1000	103.0	[6.7116218]	[72]	[]	[]	[39896539]	[]
758_10585	chr7	67129054	67129454	+	1000	103.0	[]	[]	[14.245327]	[115]	[]	[67129268]
758_10586	chr7	76231610	76232010	+	1000	103.0	[7.6377397]	[60]	[6.780856]	[78]	[76231770]	[76231788]
758_10587	chr7	100469127	100469527	+	1000	103.0	[8.87635, 8.693299, 6.7687325]	[66, 87, 125]	[]	[]	[100469281, 100469302, 100469340]	[]
758_10589	chr7	106615779	106616179	+	1000	103.0	[8.693299, 9.442706]	[77, 125]	[]	[]	[106615949, 106615997]	[]
758_10593	chr9	133269132	133269532	+	1000	103.0	[]	[]	[7.25846]	[56]	[]	[133269283]
