#PeakID(python identify_motif.py ./ENCODE_processed_files/SOX6_idr.fa SOX6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
986_10052	chr11	12174459	12174859	+	1000	93.0	[12.18935]	[125]	[]	[]	[12174670]	[]
986_10053	chr11	17208137	17208537	+	1000	93.0	[9.925955]	[99]	[]	[]	[17208302]	[]
986_10056	chr11	87190987	87191387	+	1000	93.0	[6.2220955]	[131]	[]	[]	[87191191]	[]
986_10060	chr12	56853586	56853986	+	1000	93.0	[8.910168]	[161]	[]	[]	[56853826]	[]
986_10063	chr15	41276851	41277251	+	1000	93.0	[12.026935, 6.2220955]	[80, 123]	[]	[]	[41277029, 41277072]	[]
986_10067	chr15	89226646	89227046	+	1000	93.0	[6.2220955]	[67]	[]	[]	[89226810]	[]
986_10069	chr16	4852179	4852579	+	1000	93.0	[7.805526]	[84]	[]	[]	[4852360]	[]
986_10070	chr16	21300523	21300923	+	1000	93.0	[6.6004295]	[94]	[7.6431108]	[128]	[21300698]	[21300732]
986_10072	chr16	84132530	84132930	+	1000	93.0	[]	[]	[12.026935]	[99]	[]	[84132719]
986_10074	chr17	67110618	67111018	+	1000	93.0	[]	[]	[6.2220955]	[107]	[]	[67110787]
986_10077	chr17	79473363	79473763	+	1000	93.0	[6.4234533]	[136]	[]	[]	[79473572]	[]
986_10079	chr18	55592652	55593052	+	1000	93.0	[]	[]	[6.5548015]	[147]	[]	[55592882]
986_10084	chr19	43672052	43672452	+	1000	93.0	[6.2220955]	[104]	[12.18935]	[135]	[43672248]	[43672279]
986_10088	chr2	47336909	47337309	+	1000	93.0	[6.2220955]	[143]	[]	[]	[47337151]	[]
986_1009	chr3	141805195	141805595	+	1000	300.0	[]	[]	[12.026935]	[121]	[]	[141805406]
986_10092	chr2	189880455	189880855	+	1000	93.0	[]	[]	[11.946385]	[111]	[]	[189880650]
986_10094	chr2	217059158	217059558	+	1000	93.0	[12.880307]	[103]	[]	[]	[217059348]	[]
986_10095	chr2	230008657	230009057	+	1000	93.0	[]	[]	[6.2220955]	[114]	[]	[230008853]
986_10097	chr20	51617204	51617604	+	1000	93.0	[6.3845105]	[97]	[]	[]	[51617386]	[]
986_10098	chr20	53739276	53739676	+	1000	93.0	[]	[]	[12.880307]	[100]	[]	[53739446]
986_1010	chr3	173007148	173007548	+	1000	300.0	[]	[]	[6.2220955]	[154]	[]	[173007399]
986_10105	chr4	4339652	4340052	+	1000	93.0	[9.153132, 6.3845105]	[103, 154]	[]	[]	[4339833, 4339884]	[]
986_10106	chr4	38382452	38382852	+	1000	93.0	[]	[]	[6.3845105, 6.2220955]	[90, 166]	[]	[38382606, 38382682]
986_10107	chr4	112153285	112153685	+	1000	93.0	[6.7628446, 8.908878]	[103, 131]	[]	[]	[112153487, 112153515]	[]
986_10108	chr4	126738071	126738471	+	1000	93.0	[6.8433943]	[137]	[6.3845105]	[162]	[126738272]	[126738297]
986_10112	chr6	2124280	2124680	+	1000	93.0	[]	[]	[8.665914]	[144]	[]	[2124513]
986_10114	chr6	20126790	20127190	+	1000	93.0	[]	[]	[8.910168]	[171]	[]	[20127018]
986_10116	chr6	27830291	27830691	+	1000	93.0	[6.4234533, 6.4234533]	[127, 141]	[7.805526]	[108]	[27830503, 27830517]	[27830484]
986_10117	chr6	28480184	28480584	+	1000	93.0	[6.3845105]	[92]	[]	[]	[28480356]	[]
986_1012	chr4	109026981	109027381	+	1000	299.5	[]	[]	[6.2220955]	[84]	[]	[109027160]
986_10121	chr7	101913871	101914271	+	1000	93.0	[6.3845105, 6.3845105]	[85, 167]	[]	[]	[101914038, 101914120]	[]
986_10125	chr7	150400370	150400770	+	1000	93.0	[6.2220955]	[89]	[]	[]	[150400548]	[]
986_10127	chr8	90224292	90224692	+	1000	93.0	[12.799757]	[159]	[]	[]	[90224524]	[]
986_10128	chr8	116878935	116879335	+	1000	93.0	[9.153132]	[105]	[]	[]	[116879101]	[]
986_10129	chr8	129647064	129647464	+	1000	93.0	[]	[]	[11.78397, 6.4234533]	[96, 132]	[]	[129647234, 129647270]
986_10130	chr9	4987866	4988266	+	1000	93.0	[6.4666862, 8.055507, 8.908878]	[68, 88, 111]	[]	[]	[4988022, 4988042, 4988065]	[]
986_10137	chr1	28518018	28518418	+	1000	92.5	[12.18935]	[140]	[]	[]	[28518194]	[]
986_10138	chr1	35882901	35883301	+	1000	92.5	[6.4234533]	[155]	[]	[]	[35883137]	[]
986_10140	chr1	52182450	52182850	+	1000	92.5	[11.946385, 9.76354]	[106, 143]	[6.3845105]	[58]	[52182652, 52182689]	[52182604]
986_10141	chr1	58896547	58896947	+	1000	92.5	[9.072583]	[55]	[]	[]	[58896700]	[]
986_10151	chr1	212030943	212031343	+	1000	92.5	[6.3845105]	[125]	[]	[]	[212031149]	[]
986_10154	chr1	236524378	236524778	+	1000	92.5	[]	[]	[6.3845105]	[82]	[]	[236524556]
986_10155	chr1	244834725	244835125	+	1000	92.5	[8.910168]	[188]	[]	[]	[244834951]	[]
986_10156	chr10	7605550	7605950	+	1000	92.5	[]	[]	[7.805526]	[113]	[]	[7605740]
986_10158	chr10	71893886	71894286	+	1000	92.5	[]	[]	[8.910168]	[135]	[]	[71894101]
986_10160	chr10	98270316	98270716	+	1000	92.5	[]	[]	[12.637342, 8.908878, 8.055507]	[99, 126, 142]	[]	[98270489, 98270516, 98270532]
986_10163	chr11	12997117	12997517	+	1000	92.5	[10.16892]	[112]	[]	[]	[12997313]	[]
986_10165	chr11	76823602	76824002	+	1000	92.5	[]	[]	[12.18935]	[189]	[]	[76823824]
986_10167	chr11	130308922	130309322	+	1000	92.5	[12.880307]	[141]	[]	[]	[130309154]	[]
986_10168	chr12	48409885	48410285	+	1000	92.5	[12.18935]	[144]	[]	[]	[48410105]	[]
986_1017	chr11	20363931	20364331	+	1000	298.0	[6.7628446]	[133]	[9.925955]	[100]	[20364163]	[20364130]
986_10170	chr12	92539174	92539574	+	1000	92.5	[]	[]	[8.908878]	[155]	[]	[92539402]
986_10172	chr13	48161913	48162313	+	1000	92.5	[]	[]	[13.042722]	[102]	[]	[48162091]
986_10173	chr14	65939990	65940390	+	1000	92.5	[]	[]	[9.315548]	[96]	[]	[65940178]
986_10174	chr15	72339682	72340082	+	1000	92.5	[9.072583]	[78]	[]	[]	[72339846]	[]
986_10187	chr18	6927201	6927601	+	1000	92.5	[]	[]	[6.2220955, 6.3845105]	[62, 126]	[]	[6927362, 6927426]
986_10189	chr19	1873994	1874394	+	1000	92.5	[6.3845105]	[106]	[]	[]	[1874169]	[]
986_1019	chr15	56737293	56737693	+	1000	298.0	[8.496483]	[106]	[6.2220955]	[103]	[56737461]	[56737458]
986_10192	chr19	19388507	19388907	+	1000	92.5	[7.3200583]	[84]	[6.6004295, 6.3845105]	[70, 81]	[19388678]	[19388664, 19388675]
986_10197	chr2	88754569	88754969	+	1000	92.5	[]	[]	[12.880307]	[73]	[]	[88754728]
986_10198	chr2	106115260	106115660	+	1000	92.5	[8.910168]	[157]	[12.026935]	[82]	[106115493]	[106115418]
986_10199	chr2	108652454	108652854	+	1000	92.5	[7.2768254]	[134]	[]	[]	[108652669]	[]
986_1020	chr22	20981878	20982278	+	1000	298.0	[]	[]	[6.6004295]	[176]	[]	[20982104]
986_10202	chr2	159616343	159616743	+	1000	92.5	[]	[]	[8.658898]	[169]	[]	[159616587]
986_10203	chr2	168998568	168998968	+	1000	92.5	[]	[]	[11.946385]	[81]	[]	[168998743]
986_10204	chr2	169190158	169190558	+	1000	92.5	[8.496483]	[70]	[]	[]	[169190320]	[]
986_10205	chr2	177164561	177164961	+	1000	92.5	[]	[]	[7.805526]	[165]	[]	[177164808]
986_10208	chr21	42937088	42937488	+	1000	92.5	[8.908878]	[133]	[6.2220955]	[130]	[42937268]	[42937265]
986_10209	chr22	22840659	22841059	+	1000	92.5	[]	[]	[10.16892]	[101]	[]	[22840840]
986_1021	chr6	28212871	28213271	+	1000	298.0	[8.055507, 8.665914]	[85, 133]	[]	[]	[28213029, 28213077]	[]
986_10212	chr3	15367110	15367510	+	1000	92.5	[7.2768254]	[110]	[]	[]	[15367309]	[]
986_10213	chr3	20325071	20325471	+	1000	92.5	[7.0058093]	[66]	[]	[]	[20325227]	[]
986_10217	chr4	108834772	108835172	+	1000	92.5	[13.042722]	[93]	[9.925955, 13.042722]	[79, 169]	[108834945]	[108834931, 108835021]
986_10218	chr4	183183295	183183695	+	1000	92.5	[]	[]	[12.026935]	[107]	[]	[183183486]
986_10221	chr5	138035950	138036350	+	1000	92.5	[]	[]	[6.6004295]	[72]	[]	[138036102]
986_10225	chr6	28728444	28728844	+	1000	92.5	[9.315548]	[57]	[]	[]	[28728596]	[]
986_10226	chr6	43171099	43171499	+	1000	92.5	[7.3200583]	[94]	[6.3845105]	[91]	[43171272]	[43171269]
986_10228	chr6	104956876	104957276	+	1000	92.5	[]	[]	[7.6431108]	[93]	[]	[104957051]
986_10230	chr6	159805423	159805823	+	1000	92.5	[6.8433943]	[98]	[6.2220955]	[77]	[159805614]	[159805593]
986_10234	chr7	100200028	100200428	+	1000	92.5	[6.3845105]	[122]	[]	[]	[100200189]	[]
986_10238	chr8	18197323	18197723	+	1000	92.5	[]	[]	[13.042722, 6.4234533]	[108, 133]	[]	[18197518, 18197543]
986_10242	chrX	90458085	90458485	+	1000	92.5	[]	[]	[12.18935]	[108]	[]	[90458268]
986_10243	chr1	12649953	12650353	+	1000	92.0	[]	[]	[7.6431108]	[117]	[]	[12650155]
986_10245	chr1	46247467	46247867	+	1000	92.0	[]	[]	[6.2220955]	[120]	[]	[46247684]
986_10247	chr1	167928433	167928833	+	1000	92.0	[]	[]	[12.18935, 7.3200583]	[71, 112]	[]	[167928595, 167928636]
986_10248	chr1	174745954	174746354	+	1000	92.0	[6.2220955, 12.18935]	[92, 98]	[]	[]	[174746136, 174746142]	[]
986_10249	chr1	212596272	212596672	+	1000	92.0	[6.3845105]	[124]	[6.2220955]	[152]	[212596479]	[212596507]
986_1025	chr11	61971518	61971918	+	1000	297.5	[6.5548015, 6.2220955]	[114, 177]	[]	[]	[61971700, 61971763]	[]
986_10252	chr1	244341498	244341898	+	1000	92.0	[6.2220955]	[112]	[]	[]	[244341659]	[]
986_10258	chr10	102963233	102963633	+	1000	92.0	[]	[]	[6.5548015]	[162]	[]	[102963464]
986_10259	chr11	3920090	3920490	+	1000	92.0	[8.665914]	[75]	[6.3845105]	[166]	[3920247]	[3920338]
986_10260	chr11	6650973	6651373	+	1000	92.0	[]	[]	[6.2220955]	[102]	[]	[6651165]
986_10262	chr11	62055935	62056335	+	1000	92.0	[]	[]	[9.925955]	[114]	[]	[62056148]
986_10263	chr11	62753558	62753958	+	1000	92.0	[]	[]	[6.5548015]	[152]	[]	[62753796]
986_10268	chr12	46406329	46406729	+	1000	92.0	[7.2768254]	[89]	[]	[]	[46406514]	[]
986_1027	chr12	76621562	76621962	+	1000	297.5	[6.3118367]	[168]	[]	[]	[76621812]	[]
986_10270	chr12	49342398	49342798	+	1000	92.0	[]	[]	[9.072583]	[95]	[]	[49342554]
986_10273	chr12	122500912	122501312	+	1000	92.0	[12.880307]	[131]	[]	[]	[122501107]	[]
986_10276	chr14	55781056	55781456	+	1000	92.0	[]	[]	[10.16892, 6.2220955]	[102, 137]	[]	[55781220, 55781255]
986_10279	chr15	58366937	58367337	+	1000	92.0	[6.3923864, 12.880307]	[94, 140]	[]	[]	[58367115, 58367161]	[]
986_1028	chr15	90869149	90869549	+	1000	297.5	[]	[]	[9.925955]	[102]	[]	[90869341]
986_10280	chr15	74311731	74312131	+	1000	92.0	[]	[]	[6.2220955]	[168]	[]	[74311963]
986_10284	chr16	3383000	3383400	+	1000	92.0	[]	[]	[12.637342]	[153]	[]	[3383163]
986_10286	chr16	30491914	30492314	+	1000	92.0	[6.3845105]	[142]	[]	[]	[30492142]	[]
986_10295	chr19	21134854	21135254	+	1000	92.0	[12.637342]	[90]	[]	[]	[21135015]	[]
986_103	chr1	45038968	45039368	+	1000	717.5	[10.006505]	[129]	[]	[]	[45039193]	[]
986_10301	chr2	42984102	42984502	+	1000	92.0	[10.006505]	[90]	[]	[]	[42984284]	[]
986_10304	chr2	177392486	177392886	+	1000	92.0	[]	[]	[6.2220955]	[62]	[]	[177392637]
986_10305	chr2	177477997	177478397	+	1000	92.0	[6.2220955, 13.042722]	[84, 98]	[]	[]	[177478175, 177478189]	[]
986_10306	chr2	200496721	200497121	+	1000	92.0	[]	[]	[10.006505]	[122]	[]	[200496937]
986_10307	chr20	22928654	22929054	+	1000	92.0	[6.2220955]	[131]	[]	[]	[22928872]	[]
986_10308	chr20	35147751	35148151	+	1000	92.0	[6.2220955]	[158]	[7.3200583]	[155]	[35147953]	[35147950]
986_10309	chr20	62686072	62686472	+	1000	92.0	[6.2220955]	[115]	[]	[]	[62686254]	[]
986_10310	chr22	19827667	19828067	+	1000	92.0	[]	[]	[6.2237215]	[145]	[]	[19827854]
986_10311	chr22	21108772	21109172	+	1000	92.0	[6.3845105]	[68]	[]	[]	[21108936]	[]
986_10312	chr22	21619967	21620367	+	1000	92.0	[6.5548015]	[187]	[]	[]	[21620198]	[]
986_10318	chr3	158109718	158110118	+	1000	92.0	[]	[]	[10.006505]	[91]	[]	[158109905]
986_10323	chr5	142446812	142447212	+	1000	92.0	[6.3845105]	[206]	[]	[]	[142447061]	[]
986_10324	chr6	28220500	28220900	+	1000	92.0	[6.5548015]	[147]	[]	[]	[28220730]	[]
986_10325	chr6	28505700	28506100	+	1000	92.0	[]	[]	[6.3845105]	[57]	[]	[28505856]
986_10327	chr6	30814320	30814720	+	1000	92.0	[9.315548, 7.0058093]	[172, 220]	[7.0058093]	[154]	[30814507, 30814555]	[30814489]
986_10330	chr6	43391456	43391856	+	1000	92.0	[]	[]	[6.2220955]	[121]	[]	[43391634]
986_10331	chr6	83442758	83443158	+	1000	92.0	[]	[]	[7.8125415]	[157]	[]	[83442986]
986_10332	chr6	97049192	97049592	+	1000	92.0	[]	[]	[11.946385]	[138]	[]	[97049396]
986_10334	chr6	111477424	111477824	+	1000	92.0	[]	[]	[9.072583, 6.2220955]	[117, 178]	[]	[111477598, 111477659]
986_10336	chr6	143804762	143805162	+	1000	92.0	[]	[]	[6.2237215]	[111]	[]	[143804919]
986_10351	chr8	99046336	99046736	+	1000	92.0	[]	[]	[6.3845105]	[71]	[]	[99046492]
986_1036	chr16	20945082	20945482	+	1000	296.5	[]	[]	[8.496483]	[132]	[]	[20945292]
986_10362	chr1	51469476	51469876	+	1000	91.5	[]	[]	[6.3845105]	[180]	[]	[51469726]
986_1037	chr18	48545663	48546063	+	1000	296.5	[8.496483, 7.6431108]	[95, 110]	[12.880307]	[68]	[48545852, 48545867]	[48545825]
986_10372	chr10	43648653	43649053	+	1000	91.5	[]	[]	[12.026935]	[148]	[]	[43648821]
986_10375	chr11	32365215	32365615	+	1000	91.5	[8.496483]	[77]	[]	[]	[32365390]	[]
986_10378	chr11	47914692	47915092	+	1000	91.5	[10.006505]	[129]	[]	[]	[47914917]	[]
986_1038	chr9	97109169	97109569	+	1000	296.5	[]	[]	[6.4234533]	[86]	[]	[97109349]
986_10380	chr11	65485271	65485671	+	1000	91.5	[]	[]	[12.026935]	[108]	[]	[65485470]
986_10384	chr12	46190456	46190856	+	1000	91.5	[6.3845105]	[149]	[]	[]	[46190697]	[]
986_10386	chr12	95217375	95217775	+	1000	91.5	[]	[]	[9.153132]	[166]	[]	[95217609]
986_10390	chr14	77342740	77343140	+	1000	91.5	[]	[]	[13.042722]	[118]	[]	[77342954]
986_10391	chr14	102645954	102646354	+	1000	91.5	[]	[]	[6.2220955]	[136]	[]	[102646137]
986_10397	chr18	8998945	8999345	+	1000	91.5	[]	[]	[12.637342]	[144]	[]	[8999173]
986_10398	chr18	10578015	10578415	+	1000	91.5	[12.18935]	[91]	[]	[]	[10578204]	[]
986_104	chr3	130849966	130850366	+	1000	715.5	[9.925955]	[62]	[]	[]	[130850121]	[]
986_1040	chr11	22792490	22792890	+	1000	296.0	[]	[]	[9.925955]	[126]	[]	[22792708]
986_10402	chr19	13152888	13153288	+	1000	91.5	[6.6004295]	[159]	[]	[]	[13153114]	[]
986_10403	chr19	29682996	29683396	+	1000	91.5	[7.8125415]	[57]	[13.042722]	[72]	[29683151]	[29683166]
986_10408	chr19	44844622	44845022	+	1000	91.5	[]	[]	[8.055507, 6.6004295]	[120, 159]	[]	[44844798, 44844837]
986_10410	chr2	48111249	48111649	+	1000	91.5	[]	[]	[8.055507, 7.6431108]	[92, 164]	[]	[48111411, 48111483]
986_1042	chr22	29364105	29364505	+	1000	296.0	[6.3118367]	[85]	[]	[]	[29364286]	[]
986_10421	chr3	72124036	72124436	+	1000	91.5	[6.5548015]	[74]	[12.18935]	[113]	[72124193]	[72124232]
986_10424	chr4	88823100	88823500	+	1000	91.5	[9.072583]	[65]	[]	[]	[88823252]	[]
986_10425	chr4	158670876	158671276	+	1000	91.5	[]	[]	[12.880307]	[139]	[]	[158671088]
986_10426	chr4	173700707	173701107	+	1000	91.5	[11.946385]	[68]	[12.026935]	[94]	[173700864]	[173700890]
986_10427	chr5	271208	271608	+	1000	91.5	[6.2220955]	[126]	[]	[]	[271425]	[]
986_10428	chr5	6408580	6408980	+	1000	91.5	[]	[]	[6.4666862]	[138]	[]	[6408795]
986_1043	chr3	105999865	106000265	+	1000	296.0	[]	[]	[6.2220955]	[132]	[]	[106000091]
986_10433	chr6	28719514	28719914	+	1000	91.5	[]	[]	[9.072583]	[75]	[]	[28719680]
986_10436	chr6	28898176	28898576	+	1000	91.5	[6.3845105]	[182]	[]	[]	[28898417]	[]
986_10443	chr6	136420781	136421181	+	1000	91.5	[6.3923864]	[141]	[]	[]	[136421002]	[]
986_10445	chr6	161169698	161170098	+	1000	91.5	[]	[]	[7.8125415]	[156]	[]	[161169936]
986_10446	chr7	5428849	5429249	+	1000	91.5	[]	[]	[6.3845105]	[155]	[]	[5429091]
986_10449	chr7	143255575	143255975	+	1000	91.5	[]	[]	[6.5548015]	[77]	[]	[143255730]
986_10452	chr8	42155052	42155452	+	1000	91.5	[6.5548015, 8.658898, 6.3845105]	[109, 141, 153]	[]	[]	[42155254, 42155286, 42155298]	[]
986_10458	chrX	52363176	52363576	+	1000	91.5	[6.3845105]	[130]	[]	[]	[52363400]	[]
986_10459	chr1	6601109	6601509	+	1000	91.0	[]	[]	[7.6431108]	[140]	[]	[6601343]
986_10460	chr1	20188343	20188743	+	1000	91.0	[12.799757]	[120]	[]	[]	[20188546]	[]
986_10468	chr1	149886795	149887195	+	1000	91.0	[]	[]	[7.0058093]	[97]	[]	[149886990]
986_1047	chr11	96212405	96212805	+	1000	295.5	[]	[]	[6.8433943]	[105]	[]	[96212592]
986_10470	chr1	153119396	153119796	+	1000	91.0	[]	[]	[11.946385]	[105]	[]	[153119570]
986_10475	chr11	3340063	3340463	+	1000	91.0	[]	[]	[6.2220955]	[107]	[]	[3340268]
986_10480	chr11	76745749	76746149	+	1000	91.0	[]	[]	[6.2220955]	[134]	[]	[76745975]
986_10481	chr11	78429181	78429581	+	1000	91.0	[6.3845105]	[69]	[]	[]	[78429350]	[]
986_10485	chr12	122063926	122064326	+	1000	91.0	[6.8433943]	[131]	[]	[]	[122064100]	[]
986_10486	chr14	100192767	100193167	+	1000	91.0	[6.261038]	[71]	[]	[]	[100192937]	[]
986_1049	chr1	11909575	11909975	+	1000	295.0	[]	[]	[6.3845105]	[144]	[]	[11909816]
986_10492	chr16	57608242	57608642	+	1000	91.0	[9.925955]	[70]	[]	[]	[57608401]	[]
986_10494	chr17	27353583	27353983	+	1000	91.0	[12.637342]	[74]	[]	[]	[27353739]	[]
986_10496	chr17	57285282	57285682	+	1000	91.0	[12.880307]	[112]	[]	[]	[57285464]	[]
986_10497	chr18	35506071	35506471	+	1000	91.0	[6.3845105]	[87]	[6.3845105]	[110]	[35506232]	[35506255]
986_10498	chr18	46866560	46866960	+	1000	91.0	[]	[]	[6.3845105]	[61]	[]	[46866716]
986_1050	chr22	21665950	21666350	+	1000	295.0	[]	[]	[8.910168]	[122]	[]	[21666123]
986_10503	chr19	21140959	21141359	+	1000	91.0	[6.3845105, 6.2220955, 9.072583]	[94, 105, 167]	[6.2220955]	[123]	[21141121, 21141132, 21141194]	[21141150]
986_10507	chr2	10331852	10332252	+	1000	91.0	[8.496483]	[110]	[]	[]	[10332043]	[]
986_1051	chr18	3585740	3586140	+	1000	294.5	[13.042722]	[97]	[]	[]	[3585923]	[]
986_10519	chr3	186700265	186700665	+	1000	91.0	[9.315548]	[150]	[8.908878]	[110]	[186700493]	[186700453]
986_10520	chr4	83364329	83364729	+	1000	91.0	[]	[]	[6.3845105]	[138]	[]	[83364557]
986_10521	chr4	152620264	152620664	+	1000	91.0	[9.315548]	[169]	[8.496483]	[149]	[152620509]	[152620489]
986_10522	chr4	173335071	173335471	+	1000	91.0	[]	[]	[7.0058093]	[77]	[]	[173335236]
986_10532	chr6	2853642	2854042	+	1000	91.0	[8.908878, 6.3845105]	[111, 184]	[]	[]	[2853812, 2853885]	[]
986_10539	chr6	109284687	109285087	+	1000	91.0	[]	[]	[6.8433943, 6.3845105]	[117, 126]	[]	[109284903, 109284912]
986_1054	chr4	80179582	80179982	+	1000	294.5	[6.2220955]	[81]	[12.026935]	[154]	[80179752]	[80179825]
986_10543	chr7	873340	873740	+	1000	91.0	[7.0058093]	[186]	[]	[]	[873582]	[]
986_10545	chr7	20786716	20787116	+	1000	91.0	[]	[]	[7.3200583]	[100]	[]	[20786880]
986_1055	chr7	157307906	157308306	+	1000	294.5	[]	[]	[6.2220955]	[102]	[]	[157308093]
986_10551	chr7	128176656	128177056	+	1000	91.0	[]	[]	[12.637342]	[116]	[]	[128176872]
986_10555	chr7	129845462	129845862	+	1000	91.0	[]	[]	[8.908878]	[92]	[]	[129845647]
986_10557	chr8	105155679	105156079	+	1000	91.0	[]	[]	[13.042722]	[83]	[]	[105155851]
986_10562	chr9	105244201	105244601	+	1000	91.0	[6.7628446]	[149]	[]	[]	[105244425]	[]
986_10563	chr9	124771347	124771747	+	1000	91.0	[6.8433943]	[129]	[7.2768254]	[193]	[124771533]	[124771597]
986_10567	chr9	131361451	131361851	+	1000	91.0	[6.2220955]	[176]	[]	[]	[131361699]	[]
986_10568	chrX	119690732	119691132	+	1000	91.0	[]	[]	[8.055507]	[74]	[]	[119690900]
986_10572	chr1	31154569	31154969	+	1000	90.5	[]	[]	[11.946385]	[139]	[]	[31154786]
986_10585	chr1	167822298	167822698	+	1000	90.5	[6.4234533, 6.2220955]	[62, 74]	[6.5548015]	[111]	[167822452, 167822464]	[167822501]
986_10587	chr1	226376319	226376719	+	1000	90.5	[10.16892]	[152]	[]	[]	[226376541]	[]
986_10591	chr10	5933973	5934373	+	1000	90.5	[6.3845105]	[89]	[]	[]	[5934151]	[]
986_10593	chr10	15852018	15852418	+	1000	90.5	[13.042722]	[106]	[]	[]	[15852212]	[]
986_10594	chr10	15856702	15857102	+	1000	90.5	[12.880307]	[138]	[]	[]	[15856918]	[]
986_10596	chr10	67853483	67853883	+	1000	90.5	[8.496483]	[68]	[]	[]	[67853641]	[]
986_1060	chr16	84952680	84953080	+	1000	293.5	[]	[]	[12.026935]	[131]	[]	[84952888]
986_10601	chr10	97788936	97789336	+	1000	90.5	[]	[]	[6.3845105]	[131]	[]	[97789102]
986_10604	chr11	4094615	4095015	+	1000	90.5	[7.8125415]	[116]	[]	[]	[4094801]	[]
986_1061	chr7	108012517	108012917	+	1000	293.5	[9.153132]	[162]	[6.2237215]	[92]	[108012760]	[108012690]
986_10611	chr12	91634736	91635136	+	1000	90.5	[11.946385]	[209]	[]	[]	[91634961]	[]
986_10612	chr12	108564730	108565130	+	1000	90.5	[6.3845105]	[174]	[9.315548]	[91]	[108564979]	[108564896]
986_1062	chr11	59681267	59681667	+	1000	293.0	[9.76354]	[144]	[]	[]	[59681489]	[]
986_10620	chr15	87631777	87632177	+	1000	90.5	[12.880307]	[60]	[]	[]	[87631933]	[]
986_10623	chr17	8309960	8310360	+	1000	90.5	[]	[]	[8.908878]	[119]	[]	[8310166]
986_10627	chr17	64572723	64573123	+	1000	90.5	[]	[]	[8.658898]	[171]	[]	[64572959]
986_10629	chr17	76182189	76182589	+	1000	90.5	[]	[]	[6.2220955]	[91]	[]	[76182380]
986_10631	chr18	50841856	50842256	+	1000	90.5	[12.799757]	[105]	[]	[]	[50842035]	[]
986_10634	chr19	41859464	41859864	+	1000	90.5	[11.78397]	[77]	[]	[]	[41859620]	[]
986_10636	chr2	62920038	62920438	+	1000	90.5	[]	[]	[7.6431108]	[93]	[]	[62920203]
986_10639	chr2	169670137	169670537	+	1000	90.5	[6.5548015]	[166]	[8.055507]	[119]	[169670379]	[169670332]
986_1064	chr4	128635344	128635744	+	1000	293.0	[12.026935]	[152]	[]	[]	[128635580]	[]
