#PeakID(python identify_motif.py ./ENCODE_processed_files/USF2_idr.fa USF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
77_0	chr1	11805975	11806375	+	1000	1225.0	[13.817017, 12.367886]	[96, 119]	[12.61677, 12.827922]	[96, 119]	[11806169, 11806192]	[11806169, 11806192]
77_10040	chr21	38793050	38793450	+	1000	78.0	[13.783291, 7.3436203]	[118, 149]	[13.541038]	[118]	[38793251, 38793282]	[38793251]
77_10045	chr22	21803676	21804076	+	1000	78.0	[]	[]	[10.333352]	[149]	[]	[21803902]
77_10053	chr22	31130881	31131281	+	1000	78.0	[8.54334]	[106]	[14.977686]	[106]	[31131072]	[31131072]
77_10055	chr22	36990456	36990856	+	1000	78.0	[]	[]	[6.851289, 7.0282474]	[95, 118]	[]	[36990646, 36990669]
77_10056	chr22	40668911	40669311	+	1000	78.0	[]	[]	[12.029826]	[89]	[]	[40669099]
77_10057	chr3	10027267	10027667	+	1000	78.0	[14.701707]	[105]	[9.709861]	[105]	[10027457]	[10027457]
77_10059	chr3	49723881	49724281	+	1000	78.0	[]	[]	[6.5727334]	[142]	[]	[49724121]
77_1006	chr19	50369177	50369577	+	1000	485.0	[10.415798]	[95]	[11.858298]	[95]	[50369372]	[50369372]
77_10062	chr4	3304911	3305311	+	1000	78.0	[9.242645]	[91]	[10.902928]	[91]	[3305100]	[3305100]
77_10063	chr4	6478805	6479205	+	1000	78.0	[8.54334, 13.817017]	[105, 113]	[14.977686, 12.61677]	[105, 113]	[6478998, 6479006]	[6478998, 6479006]
77_10065	chr4	124426294	124426694	+	1000	78.0	[8.54334]	[81]	[14.977686]	[81]	[124426465]	[124426465]
77_10066	chr5	18698137	18698537	+	1000	78.0	[12.367886, 12.863889]	[100, 109]	[12.827922, 8.604708]	[100, 109]	[18698335, 18698344]	[18698335, 18698344]
77_10067	chr5	112969413	112969813	+	1000	78.0	[13.988591]	[92]	[8.294456]	[92]	[112969594]	[112969594]
77_10068	chr5	126972250	126972650	+	1000	78.0	[11.0465145]	[108]	[6.7957277]	[108]	[126972454]	[126972454]
77_10069	chr5	163437871	163438271	+	1000	78.0	[8.754492]	[96]	[13.528555]	[96]	[163438060]	[163438060]
77_1007	chr20	60049170	60049570	+	1000	485.0	[8.754446]	[119]	[13.247486]	[119]	[60049388]	[60049388]
77_10071	chr6	11760779	11761179	+	1000	78.0	[8.294456]	[97]	[13.988591]	[97]	[11760972]	[11760972]
77_10073	chr6	28005008	28005408	+	1000	78.0	[11.787619, 6.2609296]	[121, 129]	[6.3357368]	[121]	[28005215, 28005223]	[28005215]
77_10074	chr6	37191966	37192366	+	1000	78.0	[8.54334]	[192]	[14.977686]	[192]	[37192197]	[37192197]
77_10075	chr6	42017206	42017606	+	1000	78.0	[]	[]	[9.334596]	[91]	[]	[42017395]
77_10076	chr6	43885590	43885990	+	1000	78.0	[16.90268]	[162]	[11.66858]	[162]	[43885817]	[43885817]
77_10079	chr6	135180389	135180789	+	1000	78.0	[13.838806]	[74]	[7.6297903]	[74]	[135180563]	[135180563]
77_1008	chr4	3756329	3756729	+	1000	485.0	[13.988545]	[111]	[8.013387]	[111]	[3756535]	[3756535]
77_10081	chr7	3067246	3067646	+	1000	78.0	[11.81872]	[100]	[7.5426154]	[100]	[3067441]	[3067441]
77_10083	chr7	26385245	26385645	+	1000	78.0	[8.013387]	[98]	[13.988545]	[98]	[26385440]	[26385440]
77_10089	chr7	157124616	157125016	+	1000	78.0	[7.777689]	[100]	[7.3176527]	[100]	[157124815]	[157124815]
77_1009	chr4	99894226	99894626	+	1000	485.0	[9.467608]	[91]	[14.94396]	[91]	[99894414]	[99894414]
77_10090	chr8	16628371	16628771	+	1000	78.0	[11.858298]	[117]	[10.415798]	[117]	[16628578]	[16628578]
77_10091	chr8	85358490	85358890	+	1000	78.0	[9.743587]	[105]	[13.777439]	[105]	[85358687]	[85358687]
77_10092	chr8	127859833	127860233	+	1000	78.0	[6.5290837]	[111]	[]	[]	[127860027]	[]
77_10093	chr8	141032020	141032420	+	1000	78.0	[8.457079]	[106]	[9.657327]	[106]	[141032221]	[141032221]
77_10095	chr9	96449827	96450227	+	1000	78.0	[10.028605, 10.378852]	[92, 97]	[9.725949, 10.432654]	[92, 97]	[96450013, 96450018]	[96450013, 96450018]
77_10096	chr9	98240340	98240740	+	1000	78.0	[8.294456]	[115]	[13.988591]	[115]	[98240555]	[98240555]
77_10097	chr9	127225266	127225666	+	1000	78.0	[7.3176527]	[98]	[7.777689]	[98]	[127225444]	[127225444]
77_10098	chr9	129206434	129206834	+	1000	78.0	[16.90268]	[99]	[7.1628027, 11.66858]	[80, 99]	[129206627]	[129206608, 129206627]
77_10108	chr9	131122825	131123225	+	1000	78.0	[6.724795]	[87]	[7.142891]	[87]	[131122987]	[131122987]
77_1011	chr11	65873607	65874007	+	1000	484.0	[10.218359]	[97]	[8.637897]	[97]	[65873801]	[65873801]
77_10111	chr9	133328888	133329288	+	1000	78.0	[8.637897, 9.744501]	[90, 99]	[10.218359, 10.477165]	[90, 99]	[133329068, 133329077]	[133329068, 133329077]
77_10112	chrX	48798318	48798718	+	1000	78.0	[8.754446]	[126]	[13.247486]	[126]	[48798532]	[48798532]
77_10114	chr1	7541532	7541932	+	1000	77.0	[13.541038]	[101]	[13.783291]	[101]	[7541730]	[7541730]
77_10118	chr1	22908918	22909318	+	1000	77.0	[10.403315]	[110]	[6.829499, 7.938131]	[110, 150]	[22909112]	[22909112, 22909152]
77_1012	chr12	55728945	55729345	+	1000	484.0	[13.988591, 10.691777]	[62, 140]	[8.294456, 10.691777]	[62, 140]	[55729104, 55729182]	[55729104, 55729182]
77_10120	chr1	26078491	26078891	+	1000	77.0	[6.5390077, 6.324625]	[104, 127]	[6.2967544]	[104]	[26078694, 26078717]	[26078694]
77_10122	chr1	33275266	33275666	+	1000	77.0	[9.2292185, 6.638809]	[95, 115]	[6.9451246, 8.107944, 6.404103]	[86, 95, 115]	[33275455, 33275475]	[33275446, 33275455, 33275475]
77_10125	chr1	45802682	45803082	+	1000	77.0	[]	[]	[6.553876]	[106]	[]	[45802881]
77_10127	chr1	58786864	58787264	+	1000	77.0	[8.54334]	[107]	[14.977686]	[107]	[58787064]	[58787064]
77_10128	chr1	108073642	108074042	+	1000	77.0	[8.490806]	[101]	[8.733058]	[101]	[108073836]	[108073836]
77_1013	chr14	61559603	61560003	+	1000	484.0	[11.66858]	[96]	[16.90268, 7.583386]	[96, 120]	[61559799]	[61559799, 61559823]
77_10132	chr1	220431879	220432279	+	1000	77.0	[8.882053, 10.902928]	[93, 128]	[10.307449, 9.242645]	[93, 128]	[220432055, 220432090]	[220432055, 220432090]
77_10134	chr1	229572246	229572646	+	1000	77.0	[12.678137]	[111]	[11.70322]	[111]	[229572449]	[229572449]
77_10138	chr10	49300467	49300867	+	1000	77.0	[8.253789]	[115]	[]	[]	[49300672]	[]
77_1014	chr6	166586736	166587136	+	1000	484.0	[16.90268]	[107]	[11.66858]	[107]	[166586941]	[166586941]
77_10140	chr11	68043363	68043763	+	1000	77.0	[6.712904]	[117]	[7.0931196]	[117]	[68043580]	[68043580]
77_10142	chr11	78673240	78673640	+	1000	77.0	[13.541038, 6.5756316]	[105, 122]	[13.783291]	[105]	[78673443, 78673460]	[78673443]
77_10145	chr12	55025522	55025922	+	1000	77.0	[9.502248]	[85]	[10.719419, 11.880088]	[85, 124]	[55025702]	[55025702, 55025741]
77_10147	chr12	125292693	125293093	+	1000	77.0	[11.66858, 6.5196033]	[109, 126]	[16.90268]	[109]	[125292891, 125292908]	[125292891]
77_10148	chr12	129045223	129045623	+	1000	77.0	[8.754446]	[108]	[13.247486]	[108]	[129045416]	[129045416]
77_10149	chr12	130669232	130669632	+	1000	77.0	[6.864139]	[89]	[6.178773]	[89]	[130669412]	[130669412]
77_1015	chr17	38748277	38748677	+	1000	483.0	[10.902928]	[87]	[9.242645]	[87]	[38748460]	[38748460]
77_10152	chr14	50845102	50845502	+	1000	77.0	[14.977686]	[107]	[8.54334]	[107]	[50845308]	[50845308]
77_10153	chr14	64112956	64113356	+	1000	77.0	[13.541038]	[125]	[13.783291]	[125]	[64113172]	[64113172]
77_10154	chr14	96746102	96746502	+	1000	77.0	[15.742009]	[114]	[15.742009]	[114]	[96746316]	[96746316]
77_10155	chr14	96780482	96780882	+	1000	77.0	[]	[]	[12.029826]	[126]	[]	[96780695]
77_10156	chr14	100025193	100025593	+	1000	77.0	[10.691777]	[115]	[10.691777]	[115]	[100025408]	[100025408]
77_10157	chr15	63469234	63469634	+	1000	77.0	[13.817017]	[104]	[12.61677]	[104]	[63469425]	[63469425]
77_10158	chr15	89566926	89567326	+	1000	77.0	[14.977686]	[106]	[8.54334, 6.2918677]	[106, 124]	[89567123]	[89567123, 89567141]
77_10159	chr15	90200473	90200873	+	1000	77.0	[8.107944]	[90]	[9.2292185]	[90]	[90200661]	[90200661]
77_10161	chr16	336230	336630	+	1000	77.0	[10.658051]	[108]	[11.616045]	[108]	[336438]	[336438]
77_10164	chr16	6103571	6103971	+	1000	77.0	[16.90268]	[92]	[11.66858]	[92]	[6103760]	[6103760]
77_10165	chr16	8126325	8126725	+	1000	77.0	[14.94396]	[92]	[9.467608]	[92]	[8126515]	[8126515]
77_10166	chr16	58658680	58659080	+	1000	77.0	[7.309894]	[99]	[]	[]	[58658877]	[]
77_10169	chr16	87233850	87234250	+	1000	77.0	[8.604708]	[92]	[12.863889, 8.444596]	[92, 101]	[87234038]	[87234038, 87234047]
77_1017	chr5	138632966	138633366	+	1000	483.0	[8.54334, 6.5430913]	[92, 151]	[14.977686]	[92]	[138633155, 138633214]	[138633155]
77_10170	chr16	90022407	90022807	+	1000	77.0	[9.386169]	[117]	[]	[]	[90022614]	[]
77_10175	chr17	45963874	45964274	+	1000	77.0	[8.457079]	[103]	[9.657327]	[103]	[45964070]	[45964070]
77_10176	chr17	48209983	48210383	+	1000	77.0	[8.329096]	[105]	[9.76405]	[105]	[48210183]	[48210183]
77_10177	chr17	57940230	57940630	+	1000	77.0	[12.063598]	[91]	[]	[]	[57940414]	[]
77_10180	chr17	79294505	79294905	+	1000	77.0	[6.712904]	[129]	[7.0931196]	[129]	[79294726]	[79294726]
77_10185	chr19	19865610	19866010	+	1000	77.0	[]	[]	[7.6927557]	[124]	[]	[19865832]
77_10190	chr2	62579404	62579804	+	1000	77.0	[8.54334]	[87]	[14.977686]	[87]	[62579587]	[62579587]
77_10192	chr2	111983594	111983994	+	1000	77.0	[10.902928]	[112]	[9.242645]	[112]	[111983787]	[111983787]
77_10193	chr2	132521011	132521411	+	1000	77.0	[9.242645]	[112]	[10.902928]	[112]	[132521216]	[132521216]
77_10197	chr2	223611067	223611467	+	1000	77.0	[6.2298284, 13.018968]	[79, 97]	[6.342368, 6.32848]	[97, 135]	[223611246, 223611264]	[223611264, 223611302]
77_10198	chr2	231589099	231589499	+	1000	77.0	[]	[]	[11.880088]	[106]	[]	[231589288]
77_10199	chr2	241665308	241665708	+	1000	77.0	[8.497726]	[128]	[8.497726]	[128]	[241665529]	[241665529]
77_1020	chr1	39167841	39168241	+	1000	481.0	[11.231717]	[94]	[8.848328]	[94]	[39168033]	[39168033]
77_10202	chr20	43141373	43141773	+	1000	77.0	[9.778227]	[104]	[9.552897]	[104]	[43141572]	[43141572]
77_10203	chr20	49766982	49767382	+	1000	77.0	[6.4599075, 12.029826, 8.110693]	[75, 114, 153]	[]	[]	[49767142, 49767181, 49767220]	[]
77_10205	chr21	36589308	36589708	+	1000	77.0	[]	[]	[11.322493]	[112]	[]	[36589510]
77_1021	chr1	153967167	153967567	+	1000	481.0	[12.61677]	[96]	[13.817017]	[96]	[153967362]	[153967362]
77_10212	chr22	21990556	21990956	+	1000	77.0	[6.5390077, 10.333352]	[117, 157]	[6.2967544]	[117]	[21990752, 21990792]	[21990752]
77_10216	chr22	23168442	23168842	+	1000	77.0	[]	[]	[12.029826]	[146]	[]	[23168660]
77_1022	chr11	73983381	73983781	+	1000	481.0	[9.913788]	[101]	[8.712692]	[101]	[73983580]	[73983580]
77_10222	chr22	35575337	35575737	+	1000	77.0	[8.54334]	[117]	[14.977686]	[117]	[35575541]	[35575541]
77_10223	chr22	37176687	37177087	+	1000	77.0	[8.637897]	[94]	[10.218359]	[94]	[37176877]	[37176877]
77_10226	chr3	38046839	38047239	+	1000	77.0	[13.541038]	[110]	[13.783291]	[110]	[38047046]	[38047046]
77_10227	chr3	41848730	41849130	+	1000	77.0	[14.977686]	[106]	[8.54334]	[106]	[41848933]	[41848933]
77_10233	chr3	185851953	185852353	+	1000	77.0	[14.977686]	[113]	[8.54334]	[113]	[185852162]	[185852162]
77_10239	chr5	60482274	60482674	+	1000	77.0	[14.977686]	[97]	[8.54334]	[97]	[60482467]	[60482467]
77_10240	chr5	157284803	157285203	+	1000	77.0	[15.742009]	[120]	[15.742009, 7.111437]	[120, 139]	[157285012]	[157285012, 157285031]
77_10241	chr5	157291385	157291785	+	1000	77.0	[6.438376, 7.1963696, 7.5990453, 6.445126]	[114, 125, 152, 166]	[6.680629, 6.666873, 8.312523]	[114, 125, 166]	[157291580, 157291591, 157291618, 157291632]	[157291580, 157291591, 157291632]
77_10242	chr5	158686242	158686642	+	1000	77.0	[12.61677]	[118]	[13.817017]	[118]	[158686439]	[158686439]
77_10243	chr5	173671099	173671499	+	1000	77.0	[]	[]	[8.655703, 6.3005075]	[106, 125]	[]	[173671305, 173671324]
77_10245	chr6	3195563	3195963	+	1000	77.0	[8.069922]	[93]	[12.923806]	[93]	[3195753]	[3195753]
77_10248	chr6	27761355	27761755	+	1000	77.0	[8.329096]	[101]	[9.76405]	[101]	[27761548]	[27761548]
77_10252	chr7	4670775	4671175	+	1000	77.0	[11.66858]	[125]	[16.90268]	[125]	[4670992]	[4670992]
77_10253	chr7	66003081	66003481	+	1000	77.0	[9.657327]	[108]	[8.457079]	[108]	[66003282]	[66003282]
77_10257	chr7	105664795	105665195	+	1000	77.0	[10.389888]	[82]	[]	[]	[105664959]	[]
77_10258	chr7	152030071	152030471	+	1000	77.0	[8.368528]	[85]	[8.211823]	[85]	[152030256]	[152030256]
77_10259	chr8	2181821	2182221	+	1000	77.0	[6.178773, 7.283927]	[62, 109]	[6.864139, 8.701957]	[62, 109]	[2181974, 2182021]	[2181974, 2182021]
77_1026	chrX	71365764	71366164	+	1000	481.0	[13.817017]	[99]	[12.61677]	[99]	[71365958]	[71365958]
77_10260	chr8	11622765	11623165	+	1000	77.0	[7.1518536]	[100]	[10.518556]	[100]	[11622955]	[11622955]
77_10261	chr8	78876808	78877208	+	1000	77.0	[9.885845]	[88]	[10.869158]	[88]	[78876992]	[78876992]
77_10263	chr8	101314338	101314738	+	1000	77.0	[6.5390077]	[106]	[7.8735733, 6.2967544]	[56, 106]	[101314539]	[101314489, 101314539]
77_10264	chr8	124299739	124300139	+	1000	77.0	[8.679235, 10.415798]	[72, 103]	[11.858298]	[103]	[124299908, 124299939]	[124299939]
77_10267	chr9	35834601	35835001	+	1000	77.0	[11.66858]	[96]	[16.90268]	[96]	[35834793]	[35834793]
77_10268	chr9	38371479	38371879	+	1000	77.0	[8.013387]	[123]	[13.988545]	[123]	[38371688]	[38371688]
77_1027	chr16	70685902	70686302	+	1000	480.0	[9.242645]	[91]	[10.902928]	[91]	[70686090]	[70686090]
77_10270	chr9	121235535	121235935	+	1000	77.0	[12.678137]	[112]	[11.70322, 7.8525033]	[112, 151]	[121235733]	[121235733, 121235772]
77_10273	chr9	129406864	129407264	+	1000	77.0	[6.9458456, 10.409166]	[59, 70]	[10.924718, 10.62695]	[57, 70]	[129407020, 129407031]	[129407018, 129407031]
77_10277	chr9	130810106	130810506	+	1000	77.0	[]	[]	[8.31763]	[109]	[]	[130810273]
77_1028	chr22	23243060	23243460	+	1000	480.0	[11.616045]	[110]	[10.658051]	[110]	[23243262]	[23243262]
77_10292	chr1	7710719	7711119	+	1000	76.0	[11.70322]	[99]	[12.678137]	[99]	[7710910]	[7710910]
77_10296	chr1	25914601	25915001	+	1000	76.0	[12.827876]	[107]	[12.086817]	[107]	[25914807]	[25914807]
77_10298	chr1	29810226	29810626	+	1000	76.0	[9.3939]	[104]	[7.743174]	[104]	[29810427]	[29810427]
77_10299	chr1	30887250	30887650	+	1000	76.0	[12.086817]	[116]	[12.827876, 7.938131]	[116, 154]	[30887449]	[30887449, 30887487]
77_10303	chr1	53891664	53892064	+	1000	76.0	[13.018968]	[88]	[7.2323375, 6.342368]	[55, 88]	[53891852]	[53891819, 53891852]
77_10304	chr1	66792040	66792440	+	1000	76.0	[11.66858]	[91]	[16.90268]	[91]	[66792226]	[66792226]
77_10305	chr1	84258837	84259237	+	1000	76.0	[7.6297903]	[75]	[13.838806, 6.737386]	[75, 126]	[84259010]	[84259010, 84259061]
77_10306	chr1	101227836	101228236	+	1000	76.0	[15.742009]	[95]	[15.742009]	[95]	[101228020]	[101228020]
77_10308	chr1	206066830	206067230	+	1000	76.0	[11.231717]	[134]	[8.848328]	[134]	[206067048]	[206067048]
77_1031	chr20	46684408	46684808	+	1000	479.0	[6.754243, 9.242645]	[100, 105]	[10.902928]	[105]	[46684607, 46684612]	[46684612]
77_10311	chr1	212640429	212640829	+	1000	76.0	[]	[]	[7.5606484]	[186]	[]	[212640653]
77_10312	chr1	231653336	231653736	+	1000	76.0	[8.54334]	[90]	[14.977686]	[90]	[231653524]	[231653524]
77_10313	chr10	11694887	11695287	+	1000	76.0	[]	[]	[11.880088]	[104]	[]	[11695091]
77_10315	chr10	30107038	30107438	+	1000	76.0	[9.467608]	[110]	[9.614746, 14.94396]	[90, 110]	[30107244]	[30107224, 30107244]
77_10316	chr10	48236060	48236460	+	1000	76.0	[9.242645]	[123]	[10.902928]	[123]	[48236283]	[48236283]
77_10317	chr10	62000796	62001196	+	1000	76.0	[11.70322]	[114]	[12.678137]	[114]	[62001003]	[62001003]
77_10319	chr10	69209760	69210160	+	1000	76.0	[10.128098]	[133]	[10.6269045]	[133]	[69209983]	[69209983]
77_1032	chr6	21258686	21259086	+	1000	479.0	[]	[]	[8.723746]	[83]	[]	[21258868]
77_10321	chr10	74738945	74739345	+	1000	76.0	[8.173926]	[133]	[6.9317393]	[133]	[74739157]	[74739157]
77_10325	chr10	117218674	117219074	+	1000	76.0	[7.7439175]	[122]	[7.960852]	[122]	[117218888]	[117218888]
77_10327	chr11	9663908	9664308	+	1000	76.0	[13.432689]	[68]	[10.807047]	[68]	[9664074]	[9664074]
77_1033	chr11	64185219	64185619	+	1000	478.0	[12.61677]	[97]	[13.817017]	[97]	[64185415]	[64185415]
77_10330	chr11	47214619	47215019	+	1000	76.0	[8.497726]	[106]	[8.497726]	[106]	[47214823]	[47214823]
77_10331	chr11	64334934	64335334	+	1000	76.0	[6.2967544]	[100]	[6.5390077]	[100]	[64335122]	[64335122]
77_10334	chr11	86181408	86181808	+	1000	76.0	[]	[]	[12.063598]	[103]	[]	[86181609]
77_10341	chr12	108278122	108278522	+	1000	76.0	[7.534675, 14.977686]	[71, 146]	[8.54334]	[146]	[108278291, 108278366]	[108278366]
77_10343	chr12	113221653	113222053	+	1000	76.0	[6.3285575]	[102]	[7.5288043]	[102]	[113221847]	[113221847]
77_10344	chr12	117025791	117026191	+	1000	76.0	[]	[]	[8.980178]	[132]	[]	[117026019]
77_10345	chr12	123890995	123891395	+	1000	76.0	[12.61677]	[107]	[13.817017]	[107]	[123891194]	[123891194]
77_10348	chr14	23174269	23174669	+	1000	76.0	[6.2301664, 13.838806, 6.2746773]	[71, 126, 155]	[7.6297903]	[126]	[23174430, 23174485, 23174514]	[23174485]
77_1035	chr19	1605437	1605837	+	1000	478.0	[8.490806]	[109]	[8.733058]	[109]	[1605642]	[1605642]
77_10350	chr14	95449094	95449494	+	1000	76.0	[10.87053]	[113]	[10.628278]	[113]	[95449305]	[95449305]
77_10351	chr15	58404704	58405104	+	1000	76.0	[11.66858]	[110]	[16.90268]	[110]	[58404911]	[58404911]
77_10353	chr15	77737546	77737946	+	1000	76.0	[7.094864, 11.47397]	[72, 101]	[6.2942066, 8.606075]	[77, 101]	[77737716, 77737745]	[77737721, 77737745]
77_10354	chr15	81265828	81266228	+	1000	76.0	[6.404103]	[107]	[6.638809]	[107]	[81266034]	[81266034]
77_10355	chr15	82635831	82636231	+	1000	76.0	[8.848328]	[137]	[11.231717]	[137]	[82636045]	[82636045]
77_10356	chr15	83090440	83090840	+	1000	76.0	[8.904587]	[113]	[]	[]	[83090648]	[]
77_10360	chr16	3165496	3165896	+	1000	76.0	[9.242645, 7.6297903]	[96, 105]	[10.902928, 13.838806]	[96, 105]	[3165684, 3165693]	[3165684, 3165693]
77_10361	chr16	8996833	8997233	+	1000	76.0	[12.063598]	[113]	[]	[]	[8997037]	[]
77_10365	chr16	81166925	81167325	+	1000	76.0	[13.817017]	[124]	[12.61677]	[124]	[81167131]	[81167131]
77_10367	chr16	85612676	85613076	+	1000	76.0	[9.702682]	[133]	[10.442892]	[133]	[85612891]	[85612891]
77_10371	chr17	77428167	77428567	+	1000	76.0	[6.5390077]	[151]	[6.2967544]	[151]	[77428414]	[77428414]
77_10375	chr18	25058492	25058892	+	1000	76.0	[13.528555]	[113]	[8.754492]	[113]	[25058696]	[25058696]
77_10377	chr19	12995059	12995459	+	1000	76.0	[6.4258924, 6.8303676]	[54, 118]	[6.8219724]	[118]	[12995212, 12995276]	[12995276]
77_10378	chr19	15544987	15545387	+	1000	76.0	[15.742009, 10.87053]	[73, 145]	[15.742009, 7.144477, 10.628278]	[73, 119, 145]	[15545160, 15545232]	[15545160, 15545206, 15545232]
77_1038	chr1	54775110	54775510	+	1000	477.0	[8.712692]	[99]	[9.913788]	[99]	[54775304]	[54775304]
77_10380	chr19	29942598	29942998	+	1000	76.0	[9.885845]	[102]	[10.869158]	[102]	[29942793]	[29942793]
77_10381	chr19	35420319	35420719	+	1000	76.0	[13.988545]	[98]	[8.013387]	[98]	[35420501]	[35420501]
77_10383	chr19	49118927	49119327	+	1000	76.0	[7.909039]	[171]	[]	[]	[49119128]	[]
77_10384	chr19	53508138	53508538	+	1000	76.0	[9.634605, 6.5727334, 11.858298, 7.9946666]	[70, 80, 99, 121]	[10.415798]	[99]	[53508307, 53508317, 53508336, 53508358]	[53508336]
77_10392	chr2	126579881	126580281	+	1000	76.0	[9.242645]	[102]	[10.902928]	[102]	[126580076]	[126580076]
77_10393	chr2	151569220	151569620	+	1000	76.0	[11.5764675]	[101]	[7.7848682, 7.6373863]	[101, 131]	[151569410]	[151569410, 151569440]
77_10394	chr2	171237729	171238129	+	1000	76.0	[12.827876]	[107]	[12.086817]	[107]	[171237934]	[171237934]
77_10395	chr2	230898027	230898427	+	1000	76.0	[8.668185]	[125]	[7.9271264]	[125]	[230898220]	[230898220]
77_10397	chr20	47356270	47356670	+	1000	76.0	[14.977686]	[126]	[8.54334]	[126]	[47356487]	[47356487]
77_10398	chr20	48231517	48231917	+	1000	76.0	[12.742989]	[91]	[7.5088897]	[91]	[48231705]	[48231705]
77_1040	chr11	67545369	67545769	+	1000	477.0	[7.4950333]	[98]	[6.971757]	[98]	[67545567]	[67545567]
77_10402	chr21	45948426	45948826	+	1000	76.0	[7.0931196]	[100]	[6.712904]	[100]	[45948612]	[45948612]
77_10406	chr22	21731529	21731929	+	1000	76.0	[7.5772552]	[212]	[7.5941787]	[212]	[21731761]	[21731761]
77_10408	chr22	22749195	22749595	+	1000	76.0	[]	[]	[8.679235]	[136]	[]	[22749347]
77_10411	chr22	23163720	23164120	+	1000	76.0	[6.1999087, 7.5322914]	[179, 199]	[]	[]	[23163910, 23163930]	[]
77_10414	chr22	23509395	23509795	+	1000	76.0	[8.701957]	[81]	[7.283927]	[81]	[23509572]	[23509572]
77_10415	chr22	30256042	30256442	+	1000	76.0	[8.203105]	[126]	[7.5016646]	[126]	[30256263]	[30256263]
77_10418	chr3	25665224	25665624	+	1000	76.0	[8.4878025]	[87]	[7.202008]	[87]	[25665409]	[25665409]
77_10419	chr3	31114910	31115310	+	1000	76.0	[13.838806]	[121]	[7.6297903]	[121]	[31115115]	[31115115]
77_10421	chr3	40182982	40183382	+	1000	76.0	[12.61677]	[100]	[13.817017]	[100]	[40183177]	[40183177]
77_10423	chr3	72022007	72022407	+	1000	76.0	[11.616045]	[111]	[10.658051]	[111]	[72022204]	[72022204]
